energy_ev,total_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,2.38723746,0.88633786,1.24487698,0.00961830,0.69197141,0.52324559,0.00054553
-5.99399700,2.37611183,0.87472591,1.24926489,0.00942965,0.68951353,0.51664638,0.00054658
-5.98799400,2.36812491,0.86334127,1.25591823,0.00924909,0.68878605,0.50992824,0.00054897
-5.98199100,2.36440974,0.85273386,1.26532753,0.00907977,0.69007620,0.50342662,0.00055293
-5.97598799,2.36594833,0.84341942,1.27789429,0.00892409,0.69360992,0.49746560,0.00055860
-5.96998499,2.37353637,0.83586001,1.29391597,0.00878372,0.69954473,0.49234555,0.00056608
-5.96398199,2.38775498,0.83044619,1.31357509,0.00865952,0.70796518,0.48833153,0.00057539
-5.95797899,2.40895075,0.82748187,1.33693285,0.00855166,0.71888086,0.48564309,0.00058650
-5.95197599,2.43722497,0.82717222,1.36392752,0.00845958,0.73222732,0.48444573,0.00059927
-5.94597299,2.47243248,0.82961557,1.39437778,0.00838221,0.74786959,0.48484460,0.00061354
-5.93996998,2.51419010,0.83479931,1.42799075,0.00831799,0.76560825,0.48688063,0.00062906
-5.93396698,2.56189425,0.84260026,1.46437430,0.00826508,0.78518778,0.49052928,0.00064556
-5.92796398,2.61474673,0.85278945,1.50305299,0.00822149,0.80630662,0.49570191,0.00066272
-5.92196098,2.67178749,0.86504106,1.54348689,0.00818526,0.82862859,0.50224983,0.00068020
-5.91595798,2.73193261,0.87894516,1.58509218,0.00815459,0.85179513,0.50997067,0.00069763
-5.90995498,2.79401582,0.89402369,1.62726268,0.00812798,0.87543753,0.51861692,0.00071468
-5.90395198,2.85683132,0.90974897,1.66939111,0.00810436,0.89918891,0.52790609,0.00073101
-5.89794897,2.91917618,0.92556391,1.71088902,0.00808318,0.92269512,0.53753207,0.00074632
-5.89194597,2.97989018,0.94090291,1.75120474,0.00806446,0.94562426,0.54717724,0.00076034
-5.88594297,3.03789156,0.95521279,1.78983824,0.00804883,0.96767437,0.55652460,0.00077289
-5.87993997,3.09220725,0.96797246,1.82635266,0.00803750,0.98857914,0.56526954,0.00078380
-5.87393697,3.14199655,0.97871092,1.86038211,0.00803227,1.00811140,0.57313067,0.00079299
-5.86793397,3.18656783,0.98702253,1.89163561,0.00803541,1.02608458,0.57985926,0.00080046
-5.86193097,3.22538802,0.99257920,1.91989763,0.00804962,1.04235225,0.58524697,0.00080625
-5.85592796,3.25808523,0.99513909,1.94502532,0.00807796,1.05680604,0.58913168,0.00081049
-5.84992496,3.28444539,0.99455147,1.96694348,0.00812367,1.06937234,0.59140110,0.00081336
-5.84392196,3.30440372,0.99075804,1.98563763,0.00819018,1.08000822,0.59199441,0.00081510
-5.83791896,3.31803251,0.98379058,2.00114632,0.00828094,1.08869710,0.59090181,0.00081599
-5.83191596,3.32552648,0.97376561,2.01355335,0.00839944,1.09544454,0.58816229,0.00081636
-5.82591296,3.32718717,0.96087627,2.02298067,0.00854911,1.10027465,0.58385988,0.00081657
-5.81990995,3.32340756,0.94538226,2.02958265,0.00873334,1.10322733,0.57811869,0.00081700
-5.81390695,3.31465804,0.92759834,2.03354203,0.00895549,1.10435665,0.57109713,0.00081804
-5.80790395,3.30147443,0.90788210,2.03506783,0.00921897,1.10373039,0.56298161,0.00082009
-5.80190095,3.28444842,0.88662163,2.03439511,0.00952723,1.10143067,0.55398016,0.00082356
-5.79589795,3.26422055,0.86422357,2.03178629,0.00988392,1.09755552,0.54431617,0.00082884
-5.78989495,3.24147523,0.84110218,2.02753360,0.01029293,1.09222109,0.53422247,0.00083631
-5.78389195,3.21693735,0.81766947,2.02196186,0.01075845,1.08556413,0.52393595,0.00084635
-5.77788894,3.19136938,0.79432684,2.01543094,0.01128504,1.07774435,0.51369282,0.00085929
-5.77188594,3.16556821,0.77145816,2.00833704,0.01187767,1.06894618,0.50372436,0.00087545
-5.76588294,3.14036039,0.74942427,2.00111203,0.01254162,1.05937965,0.49425327,0.00089515
-5.75987994,3.11659519,0.72855884,1.99422032,0.01328247,1.04927996,0.48549045,0.00091862
-5.75387694,3.09513437,0.70916521,1.98815270,0.01410588,1.03890564,0.47763200,0.00094611
-5.74787394,3.07683855,0.69151417,1.98341707,0.01501743,1.02853503,0.47085652,0.00097779
-5.74187094,3.06254986,0.67584230,1.98052604,0.01602228,1.01846138,0.46532237,0.00101378
-5.73586793,3.05307129,0.66235070,1.97998191,0.01712487,1.00898638,0.46116495,0.00105418
-5.72986493,3.04914330,0.65120396,1.98225944,0.01832848,1.00041269,0.45849400,0.00109897
-5.72386193,3.05141887,0.64252919,1.98778746,0.01963485,0.99303567,0.45739087,0.00114811
-5.71785893,3.06043812,0.63641518,1.99693019,0.02104373,0.98713476,0.45790587,0.00120145
-5.71185593,3.07660399,0.63291156,2.00996942,0.02255244,0.98296495,0.46005594,0.00125877
-5.70585293,3.10016058,0.63202818,2.02708867,0.02415548,0.98074883,0.46382270,0.00131975
-5.69984992,3.13117556,0.63373481,2.04836031,0.02584426,0.98066957,0.46915111,0.00138398
-5.69384692,3.16952784,0.63796122,2.07373658,0.02760679,0.98286512,0.47594905,0.00145098
-5.68784392,3.21490175,0.64459795,2.10304515,0.02942767,0.98742399,0.48408782,0.00152016
-5.68184092,3.26678810,0.65349770,2.13598959,0.03128801,0.99438262,0.49340385,0.00159087
-5.67583792,3.32449260,0.66447765,2.17215492,0.03316568,1.00372438,0.50370165,0.00166237
-5.66983492,3.38715130,0.67732264,2.21101802,0.03503560,1.01538025,0.51475798,0.00173390
-5.66383192,3.45375261,0.69178920,2.25196238,0.03687020,1.02923080,0.52632725,0.00180462
-5.65782891,3.52316478,0.70761040,2.29429659,0.03864007,1.04510953,0.53814794,0.00187371
-5.65182591,3.59416779,0.72450139,2.33727556,0.04031470,1.06280706,0.54994985,0.00194033
-5.64582291,3.66548802,0.74216548,2.38012349,0.04186328,1.08207608,0.56146188,0.00200367
-5.63981991,3.73583436,0.76030053,2.42205761,0.04325565,1.10263677,0.57242016,0.00206296
-5.63381691,3.80393405,0.77860541,2.46231139,0.04446319,1.12418248,0.58257594,0.00211750
-5.62781391,3.86856689,0.79678643,2.50015658,0.04545979,1.14638550,0.59170314,0.00216666
-5.62181091,3.92859661,0.81456342,2.53492289,0.04622267,1.16890283,0.59960514,0.00220992
-5.61580790,3.98299820,0.83167528,2.56601497,0.04673323,1.19138196,0.60612046,0.00224688
-5.60980490,4.03088066,0.84788493,2.59292594,0.04697763,1.21346652,0.61112725,0.00227724
-5.60380190,4.07150445,0.86298349,2.61524736,0.04694736,1.23480197,0.61454624,0.00230083
-5.59779890,4.10429360,0.87679359,2.63267546,0.04663953,1.25504122,0.61634223,0.00231763
-5.59179590,4.12884235,0.88917177,2.64501370,0.04605704,1.27385035,0.61652389,0.00232772
-5.58579290,4.14491657,0.90001000,2.65217198,0.04520852,1.29091426,0.61514214,0.00233132
-5.57978989,4.15245036,0.90923619,2.65416253,0.04410807,1.30594229,0.61228693,0.00232876
-5.57378689,4.15153809,0.91681378,2.65109320,0.04277487,1.31867368,0.60808286,0.00232045
-5.56778389,4.14242254,0.92274046,2.64315817,0.04123260,1.32888270,0.60268358,0.00230693
-5.56178089,4.12547959,0.92704591,2.63062684,0.03950871,1.33638323,0.59626536,0.00228876
-5.55577789,4.10119993,0.92978872,2.61383102,0.03763369,1.34103263,0.58902002,0.00226659
-5.54977489,4.07016840,0.93105252,2.59315100,0.03564014,1.34273452,0.58114741,0.00224109
-5.54377189,4.03304135,0.93094133,2.56900075,0.03356193,1.34144043,0.57284786,0.00221293
-5.53776888,3.99052279,0.92957429,2.54181279,0.03143329,1.33714994,0.56431470,0.00218279
-5.53176588,3.94333962,0.92707990,2.51202289,0.02928798,1.32990933,0.55572719,0.00215132
-5.52576288,3.89221685,0.92358987,2.48005522,0.02715852,1.31980865,0.54724404,0.00211913
