energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-3.26263132,0.21868779,0.01880309,0.00095201,0.00814050,0.03841983,0.09531126,0.11383255,0.00000000
-3.25662831,0.24575762,0.02093361,0.00106321,0.00910551,0.04329811,0.10751953,0.12762010,0.00000000
-3.25062531,0.27458238,0.02314176,0.00117960,0.01012227,0.04853165,0.12063283,0.14222072,0.00000000
-3.24462231,0.30507051,0.02540370,0.00130025,0.01118526,0.05411538,0.13463630,0.15757041,0.00000000
-3.23861931,0.33711482,0.02769234,0.00142411,0.01228848,0.06004320,0.14950918,0.17359717,0.00000000
-3.23261631,0.37059831,0.02997783,0.00155002,0.01342575,0.06630917,0.16522657,0.19022489,0.00000000
-3.22661331,0.40540109,0.03222829,0.00167673,0.01459115,0.07290883,0.18176139,0.20737793,0.00000000
-3.22061031,0.44140803,0.03441060,0.00180300,0.01577944,0.07984076,0.19908645,0.22498632,0.00000000
-3.21460730,0.47851680,0.03649138,0.00192754,0.01698656,0.08710806,0.21717655,0.24299134,0.00000000
-3.20860430,0.51664579,0.03843799,0.00204916,0.01821009,0.09471991,0.23601030,0.26135107,0.00000000
-3.20260130,0.55574146,0.04021957,0.00216672,0.01944976,0.10269297,0.25557156,0.28004590,0.00000000
-3.19659830,0.59578448,0.04180805,0.00227923,0.02070785,0.11105257,0.27585037,0.29908334,0.00000000
-3.19059530,0.63679431,0.04317910,0.00238587,0.02198953,0.11983356,0.29684310,0.31850200,0.00000000
-3.18459230,0.67883158,0.04431299,0.00248601,0.02330309,0.12908079,0.31855183,0.33837437,0.00000000
-3.17858929,0.72199808,0.04519523,0.00257919,0.02466007,0.13884905,0.34098279,0.35880807,0.00000000
-3.17258629,0.76643393,0.04581709,0.00266521,0.02607516,0.14920248,0.36414399,0.37994531,0.00000000
-3.16658329,0.81231194,0.04617580,0.00274405,0.02756596,0.16021338,0.38804200,0.40196052,0.00000000
-3.16058029,0.85982915,0.04627461,0.00281587,0.02915255,0.17196037,0.41267802,0.42505587,0.00000000
-3.15457729,0.90919583,0.04612254,0.00288099,0.03085690,0.18452594,0.43804348,0.44945488,0.00000000
-3.14857429,0.96062216,0.04573393,0.00293988,0.03270199,0.19799348,0.46411549,0.47539410,0.00000000
-3.14257129,1.01430341,0.04512774,0.00299304,0.03471090,0.21244369,0.49085221,0.50311312,0.00000000
-3.13656828,1.07040402,0.04432675,0.00304101,0.03690567,0.22795070,0.51818876,0.53284330,0.00000000
-3.13056528,1.12904149,0.04335655,0.00308432,0.03930611,0.24457775,0.54603376,0.56479548,0.00000000
-3.12456228,1.19027087,0.04224450,0.00312339,0.04192852,0.26237286,0.57426693,0.59914730,0.00000000
-3.11855928,1.25407074,0.04101863,0.00315854,0.04478447,0.28136435,0.60273801,0.63603055,0.00000000
-3.11255628,1.32033139,0.03970662,0.00318991,0.04787964,0.30155667,0.63126714,0.67551917,0.00000000
-3.10655328,1.38884604,0.03833480,0.00321749,0.05121270,0.32292642,0.65964701,0.71761850,0.00000000
-3.10055028,1.45930568,0.03692735,0.00324103,0.05477449,0.34541904,0.68764657,0.76225623,0.00000000
-3.09454727,1.53129800,0.03550557,0.00326009,0.05854740,0.36894610,0.71501649,0.80927568,0.00000000
-3.08854427,1.60431074,0.03408741,0.00327408,0.06250503,0.39338353,0.74149614,0.85843174,0.00000000
-3.08254127,1.67773949,0.03268719,0.00328221,0.06661217,0.41857078,0.76682181,0.90938991,0.00000000
-3.07653827,1.75089989,0.03131553,0.00328361,0.07082519,0.44431120,0.79073592,0.96172858,0.00000000
-3.07053527,1.82304400,0.02997942,0.00327733,0.07509275,0.47037367,0.81299686,1.01494469,0.00000000
-3.06453227,1.89338019,0.02868257,0.00326241,0.07935689,0.49649542,0.83338897,1.06846278,0.00000000
-3.05852926,1.96109597,0.02742576,0.00323796,0.08355446,0.52238634,0.85173232,1.12164719,0.00000000
-3.05252626,2.02538302,0.02620748,0.00320320,0.08761883,0.54773440,0.86789171,1.17381711,0.00000000
-3.04652326,2.08546338,0.02502445,0.00315752,0.09148186,0.57221240,0.88178471,1.22426404,0.00000000
-3.04052026,2.14061585,0.02387234,0.00310056,0.09507607,0.59548567,0.89338806,1.27227108,0.00000000
-3.03451726,2.19020162,0.02274637,0.00303220,0.09833680,0.61722071,0.90274236,1.31713338,0.00000000
-3.02851426,2.23368796,0.02164191,0.00295264,0.10120446,0.63709437,0.90995472,1.35817903,0.00000000
-3.02251126,2.27066914,0.02055500,0.00286237,0.10362667,0.65480329,0.91519921,1.39478950,0.00000000
-3.01650825,2.30088359,0.01948281,0.00276223,0.10556014,0.67007334,0.91871499,1.42641901,0.00000000
-3.01050525,2.32422654,0.01842394,0.00265333,0.10697236,0.68266862,0.92080220,1.45261185,0.00000000
-3.00450225,2.34075748,0.01737869,0.00253709,0.10784287,0.69239961,0.92181568,1.47301708,0.00000000
-2.99849925,2.35070207,0.01634908,0.00241515,0.10816413,0.69913022,0.92215666,1.48739998,0.00000000
-2.99249625,2.35444823,0.01533897,0.00228936,0.10794192,0.70278325,0.92226262,1.49564966,0.00000000
-2.98649325,2.35253636,0.01435389,0.00216170,0.10719525,0.70334411,0.92259569,1.49778262,0.00000000
-2.98049025,2.34564400,0.01340094,0.00203424,0.10595576,0.70086245,0.92362988,1.49394208,0.00000000
-2.97448724,2.33456528,0.01248861,0.00190906,0.10426668,0.69545170,0.92583745,1.48439296,0.00000000
-2.96848424,2.32018590,0.01162650,0.00178820,0.10218129,0.68728633,0.92967489,1.46951294,0.00000000
-2.96248124,2.30345441,0.01082514,0.00167359,0.09976109,0.67659698,0.93556890,1.44977977,0.00000000
-2.95647824,2.28535087,0.01009573,0.00156702,0.09707362,0.66366359,0.94390272,1.42575542,0.00000000
-2.95047524,2.26685400,0.00944993,0.00147006,0.09419014,0.64880674,0.95500324,1.39806782,0.00000000
-2.94447224,2.24890799,0.00889972,0.00138403,0.09118314,0.63237764,0.96912935,1.36739067,0.00000000
-2.93846923,2.23239027,0.00845720,0.00131001,0.08812391,0.61474703,0.98646172,1.33442250,0.00000000
-2.93246623,2.21808149,0.00813451,0.00124873,0.08508027,0.59629355,1.00709451,1.29986535,0.00000000
-2.92646323,2.20663867,0.00794375,0.00120066,0.08211440,0.57739206,1.03102926,1.26440429,0.00000000
-2.92046023,2.19857283,0.00789688,0.00116591,0.07928107,0.55840225,1.05817107,1.22868814,0.00000000
-2.91445723,2.19423163,0.00800569,0.00114431,0.07662619,0.53965820,1.08832748,1.19331234,0.00000000
-2.90845423,2.19378796,0.00828172,0.00113536,0.07418579,0.52145909,1.12120996,1.15880429,0.00000000
-2.90245123,2.19723465,0.00873616,0.00113830,0.07198539,0.50406150,1.15643820,1.12561166,0.00000000
-2.89644822,2.20438568,0.00937973,0.00115210,0.07003994,0.48767364,1.19354705,1.09409401,0.00000000
-2.89044522,2.21488363,0.01022250,0.00117552,0.06835403,0.47245142,1.23199609,1.06451764,0.00000000
-2.88444222,2.22821312,0.01127364,0.00120709,0.06692263,0.45849671,1.27118154,1.03705391,0.00000000
-2.87843922,2.24371974,0.01254109,0.00124523,0.06573211,0.44585762,1.31045026,1.01178073,0.00000000
-2.87243622,2.26063347,0.01403121,0.00128822,0.06476154,0.43453068,1.34911547,0.98868708,0.00000000
-2.86643322,2.27809594,0.01574832,0.00133428,0.06398419,0.42446484,1.38647366,0.96768018,0.00000000
-2.86043022,2.29519026,0.01769418,0.00138162,0.06336913,0.41556687,1.42182236,0.94859494,0.00000000
-2.85442721,2.31097235,0.01986746,0.00142845,0.06288291,0.40770801,1.45447802,0.93120524,0.00000000
-2.84842421,2.32450257,0.02226322,0.00147305,0.06249111,0.40073148,1.48379357,0.91523657,0.00000000
-2.84242121,2.33487657,0.02487232,0.00151383,0.06215986,0.39446049,1.50917510,0.90037953,0.00000000
-2.83641821,2.34125418,0.02768096,0.00154931,0.06185713,0.38870638,1.53009702,0.88630364,0.00000000
-2.83041521,2.34288548,0.03067028,0.00157821,0.06155382,0.38327667,1.54611532,0.87267116,0.00000000
-2.82441221,2.33913310,0.03381610,0.00159944,0.06122460,0.37798261,1.55687852,0.85915023,0.00000000
-2.81840920,2.32949024,0.03708876,0.00161216,0.06084850,0.37264600,1.56213585,0.84542715,0.00000000
-2.81240620,2.31359395,0.04045321,0.00161575,0.06040924,0.36710518,1.56174257,0.83121733,0.00000000
-2.80640320,2.29123322,0.04386931,0.00160984,0.05989529,0.36121985,1.55566233,0.81627464,0.00000000
-2.80040020,2.26235221,0.04729232,0.00159432,0.05929975,0.35487485,1.54396633,0.80039888,0.00000000
-2.79439720,2.22704827,0.05067364,0.00156932,0.05862009,0.34798261,1.52682973,0.78344134,0.00000000
-2.78839420,2.18556555,0.05396179,0.00153518,0.05785763,0.34048447,1.50452522,0.76530820,0.00000000
-2.78239120,2.13828427,0.05710362,0.00149246,0.05701706,0.33235088,1.47741412,0.74596177,0.00000000
-2.77638819,2.08570633,0.06004557,0.00144189,0.05610580,0.32358047,1.44593545,0.72541973,0.00000000
-2.77038519,2.02843805,0.06273520,0.00138435,0.05513341,0.31419822,1.41059321,0.70375239,0.00000000
-2.76438219,1.96717039,0.06512272,0.00132083,0.05411092,0.30425282,1.37194244,0.68107806,0.00000000
-2.75837919,1.90265778,0.06716249,0.00125242,0.05305035,0.29381340,1.33057438,0.65755701,0.00000000
-2.75237619,1.83569588,0.06881449,0.00118022,0.05196407,0.28296575,1.28710130,0.63338403,0.00000000
-2.74637319,1.76709921,0.07004569,0.00110535,0.05086438,0.27180828,1.24214129,0.60878007,0.00000000
-2.74037019,1.69767921,0.07083111,0.00102894,0.04976310,0.26044781,1.19630352,0.58398330,0.00000000
-2.73436718,1.62822327,0.07115477,0.00095202,0.04867117,0.24899528,1.15017420,0.55923983,0.00000000
-2.72836418,1.55947539,0.07101020,0.00087558,0.04759838,0.23756178,1.10430379,0.53479453,0.00000000
-2.72236118,1.49211872,0.07040069,0.00080051,0.04655311,0.22625467,1.05919544,0.51088233,0.00000000
-2.71635818,1.42676060,0.06933920,0.00072759,0.04554208,0.21517418,1.01529516,0.48772020,0.00000000
-2.71035518,1.36392029,0.06784789,0.00065748,0.04457023,0.20441047,0.97298386,0.46550009,0.00000000
-2.70435218,1.30401961,0.06595734,0.00059073,0.04364056,0.19404117,0.93257126,0.44438321,0.00000000
-2.69834917,1.24737673,0.06370552,0.00052776,0.04275404,0.18412954,0.89429201,0.42449558,0.00000000
-2.69234617,1.19420319,0.06113644,0.00046887,0.04190959,0.17472330,0.85830397,0.40592516,0.00000000
-2.68634317,1.14460411,0.05829877,0.00041426,0.04110404,0.16585398,0.82468856,0.38872046,0.00000000
-2.68034017,1.09858153,0.05524416,0.00036403,0.04033227,0.15753695,0.79345343,0.37289072,0.00000000
-2.67433717,1.05604070,0.05202576,0.00031818,0.03958731,0.14977206,0.76453696,0.35840752,0.00000000
-2.66833417,1.01679916,0.04869657,0.00027663,0.03886054,0.14254470,0.73781479,0.34520764,0.00000000
-2.66233117,0.98059809,0.04530803,0.00023925,0.03814201,0.13582751,0.71310788,0.33319715,0.00000000
-2.65632816,0.94711565,0.04190870,0.00020587,0.03742076,0.12958228,0.69019208,0.32225639,0.00000000
-2.65032516,0.91598187,0.03854317,0.00017624,0.03668526,0.12376231,0.66880861,0.31224555,0.00000000
-2.64432216,0.88679435,0.03525119,0.00015011,0.03592383,0.11831488,0.64867531,0.30301085,0.00000000
-2.63831916,0.85913445,0.03206706,0.00012723,0.03512515,0.11318384,0.62949817,0.29439070,0.00000000
-2.63231616,0.83258323,0.02901928,0.00010731,0.03427876,0.10831216,0.61098271,0.28622195,0.00000000
-2.62631316,0.80673669,0.02613038,0.00009007,0.03337551,0.10364443,0.59284495,0.27834579,0.00000000
-2.62031016,0.78121969,0.02341708,0.00007525,0.03240798,0.09912908,0.57482140,0.27061310,0.00000000
-2.61430715,0.75569820,0.02089055,0.00006258,0.03137090,0.09472038,0.55667791,0.26288920,0.00000000
-2.60830415,0.72988951,0.01855685,0.00005182,0.03026137,0.09038007,0.53821705,0.25505785,0.00000000
-2.60230115,0.70357005,0.01641753,0.00004273,0.02907910,0.08607860,0.51928376,0.24702424,0.00000000
-2.59629815,0.67658071,0.01447022,0.00003513,0.02782640,0.08179602,0.49976929,0.23871725,0.00000000
-2.59029515,0.64882976,0.01270938,0.00002881,0.02650821,0.07752245,0.47961328,0.23009065,0.00000000
-2.58429215,0.62029316,0.01112693,0.00002361,0.02513190,0.07325812,0.45880399,0.22112350,0.00000000
-2.57828914,0.59101277,0.00971294,0.00001940,0.02370701,0.06901322,0.43737703,0.21181977,0.00000000
-2.57228614,0.56109246,0.00845625,0.00001604,0.02224491,0.06480729,0.41541244,0.20220720,0.00000000
-2.56628314,0.53069265,0.00734501,0.00001344,0.02075838,0.06066858,0.39303066,0.19233565,0.00000000
-2.56028014,0.50002357,0.00636717,0.00001151,0.01926111,0.05663314,0.37038755,0.18227490,0.00000000
-2.55427714,0.46933762,0.00551084,0.00001020,0.01776729,0.05274391,0.34766870,0.17211225,0.00000000
-2.54827414,0.43892142,0.00476463,0.00000946,0.01629104,0.04904974,0.32508343,0.16194982,0.00000000
-2.54227114,0.40908760,0.00411791,0.00000927,0.01484603,0.04560453,0.30285874,0.15190186,0.00000000
-2.53626813,0.38016701,0.00356088,0.00000963,0.01344500,0.04246640,0.28123335,0.14209203,0.00000000
-2.53026513,0.35250128,0.00308479,0.00001055,0.01209946,0.03969694,0.26045219,0.13265081,0.00000000
-2.52426213,0.32643622,0.00268187,0.00001206,0.01081939,0.03736063,0.24076139,0.12371303,0.00000000
-2.51825913,0.30231582,0.00234543,0.00001422,0.00961304,0.03552430,0.22240377,0.11541569,0.00000000
-2.51225613,0.28047714,0.00206976,0.00001707,0.00848684,0.03425662,0.20561513,0.10789581,0.00000000
-2.50625313,0.26124582,0.00185009,0.00002071,0.00744533,0.03362761,0.19062088,0.10128856,0.00000000
-2.50025013,0.24493219,0.00168253,0.00002522,0.00649122,0.03370809,0.17763337,0.09572545,0.00000000
-2.49424712,0.23182771,0.00156397,0.00003069,0.00562548,0.03456895,0.16684945,0.09133258,0.00000000
-2.48824412,0.22220150,0.00149195,0.00003725,0.00484749,0.03628026,0.15844828,0.08822888,0.00000000
-2.48224112,0.21629681,0.00146459,0.00004501,0.00415523,0.03891002,0.15258917,0.08652422,0.00000000
-2.47623812,0.21432713,0.00148043,0.00005407,0.00354550,0.04252270,0.14940931,0.08631740,0.00000000
-2.47023512,0.21647181,0.00153836,0.00006455,0.00301413,0.04717731,0.14902127,0.08769395,0.00000000
-2.46423212,0.22287102,0.00163744,0.00007656,0.00255622,0.05292518,0.15151015,0.09072360,0.00000000
-2.45822911,0.23362012,0.00177683,0.00009018,0.00216635,0.05980739,0.15693034,0.09545767,0.00000000
-2.45222611,0.24876338,0.00195561,0.00010548,0.00183879,0.06785190,0.16530197,0.10192608,0.00000000
-2.44622311,0.26828733,0.00217269,0.00012251,0.00156764,0.07707049,0.17660704,0.11013444,0.00000000
-2.44022011,0.29211395,0.00242670,0.00014128,0.00134704,0.08745571,0.19078553,0.12006102,0.00000000
-2.43421711,0.32009413,0.00271583,0.00016177,0.00117123,0.09897783,0.20773155,0.13165388,0.00000000
-2.42821411,0.35200174,0.00303778,0.00018390,0.00103470,0.11158214,0.22728996,0.14482842,0.00000000
-2.42221111,0.38752901,0.00338964,0.00020756,0.00093222,0.12518670,0.24925367,0.15946539,0.00000000
-2.41620810,0.42628350,0.00376787,0.00023258,0.00085889,0.13968072,0.27336202,0.17540968,0.00000000
-2.41020510,0.46778742,0.00416821,0.00025876,0.00081017,0.15492382,0.29930050,0.19247011,0.00000000
-2.40420210,0.51147960,0.00458572,0.00028581,0.00078190,0.17074632,0.32670219,0.21042025,0.00000000
-2.39819910,0.55672052,0.00501476,0.00031342,0.00077028,0.18695062,0.35515105,0.22900064,0.00000000
-2.39219610,0.60280067,0.00544910,0.00034123,0.00077187,0.20331378,0.38418736,0.24792229,0.00000000
-2.38619310,0.64895229,0.00588198,0.00036885,0.00078355,0.21959143,0.41331514,0.26687162,0.00000000
-2.38019010,0.69436433,0.00630624,0.00039583,0.00080252,0.23552277,0.44201177,0.28551673,0.00000000
-2.37418709,0.73820045,0.00671447,0.00042174,0.00082630,0.25083665,0.46973933,0.30351486,0.00000000
-2.36818409,0.77961939,0.00709923,0.00044612,0.00085266,0.26525860,0.49595758,0.32052088,0.00000000
-2.36218109,0.81779710,0.00745318,0.00046852,0.00087965,0.27851841,0.52013795,0.33619649,0.00000000
-2.35617809,0.85194991,0.00776935,0.00048851,0.00090557,0.29035816,0.54177822,0.35021973,0.00000000
-2.35017509,0.88135750,0.00804134,0.00050569,0.00092898,0.30054016,0.56041706,0.36229457,0.00000000
-2.34417209,0.90538495,0.00826349,0.00051972,0.00094863,0.30885463,0.57564797,0.37215996,0.00000000
-2.33816908,0.92350273,0.00843108,0.00053030,0.00096356,0.31512663,0.58713195,0.37959812,0.00000000
-2.33216608,0.93530362,0.00854050,0.00053722,0.00097300,0.31922201,0.59460816,0.38444150,0.00000000
-2.32616308,0.94051591,0.00858935,0.00054031,0.00097639,0.32105200,0.59790226,0.38657822,0.00000000
-2.32016008,0.93901198,0.00857656,0.00053952,0.00097341,0.32057631,0.59693184,0.38595564,0.00000000
-2.31415708,0.93081204,0.00850235,0.00053486,0.00096394,0.31780447,0.59170870,0.38258188,0.00000000
-2.30815408,0.91608268,0.00836831,0.00052644,0.00094803,0.31279548,0.58233792,0.37652524,0.00000000
-2.30215108,0.89513030,0.00817726,0.00051443,0.00092591,0.30565564,0.56901365,0.36791151,0.00000000
-2.29614807,0.86838983,0.00793322,0.00049908,0.00089798,0.29653476,0.55201187,0.35691932,0.00000000
-2.29014507,0.83640913,0.00764121,0.00048071,0.00086477,0.28562089,0.53168053,0.34377373,0.00000000
-2.28414207,0.79982999,0.00730710,0.00045969,0.00082692,0.27313392,0.50842735,0.32873843,0.00000000
-2.27813907,0.75936646,0.00693743,0.00043644,0.00078515,0.25931817,0.48270615,0.31210681,0.00000000
-2.27213607,0.71578166,0.00653916,0.00041138,0.00074026,0.24443453,0.45500201,0.29419246,0.00000000
-2.26613307,0.66986399,0.00611950,0.00038498,0.00069307,0.22875234,0.42581623,0.27531935,0.00000000
-2.26013007,0.62240395,0.00568565,0.00035769,0.00064444,0.21254146,0.39565154,0.25581232,0.00000000
-2.25412706,0.57417224,0.00524462,0.00032994,0.00059521,0.19606479,0.36499827,0.23598807,0.00000000
-2.24812406,0.52590030,0.00480306,0.00030216,0.00054618,0.17957161,0.33432195,0.21614715,0.00000000
-2.24212106,0.47826366,0.00436709,0.00027474,0.00049816,0.16329186,0.30405281,0.19656713,0.00000000
-2.23611806,0.43186882,0.00394217,0.00024801,0.00045188,0.14743156,0.27457749,0.17749720,0.00000000
-2.23011506,0.38724376,0.00353305,0.00022227,0.00040804,0.13216959,0.24623308,0.15915423,0.00000000
-2.22411206,0.34483239,0.00314365,0.00019777,0.00036733,0.11765558,0.21930366,0.14172052,0.00000000
-2.21810905,0.30499253,0.00277707,0.00017471,0.00033036,0.10400926,0.19401916,0.12534295,0.00000000
-2.21210605,0.26799753,0.00243563,0.00015323,0.00029776,0.09132077,0.17055647,0.11013362,0.00000000
-2.20610305,0.23404089,0.00212083,0.00013342,0.00027018,0.07965214,0.14904253,0.09617174,0.00000000
-2.20010005,0.20324339,0.00183345,0.00011534,0.00024826,0.06903954,0.12955906,0.08350660,0.00000000
-2.19409705,0.17566240,0.00157363,0.00009900,0.00023276,0.05949631,0.11214862,0.07216129,0.00000000
-2.18809405,0.15130253,0.00134093,0.00008436,0.00022451,0.05101633,0.09682160,0.06213713,0.00000000
-2.18209105,0.13012718,0.00113444,0.00007137,0.00022448,0.04357779,0.08356374,0.05341838,0.00000000
-2.17608804,0.11207043,0.00095286,0.00005994,0.00023382,0.03714703,0.07234390,0.04597710,0.00000000
-2.17008504,0.09704864,0.00079459,0.00004999,0.00025389,0.03168223,0.06312171,0.03977792,0.00000000
-2.16408204,0.08497151,0.00065786,0.00004139,0.00028633,0.02713706,0.05585467,0.03478253,0.00000000
-2.15807904,0.07575197,0.00054076,0.00003402,0.00033303,0.02346382,0.05050472,0.03095377,0.00000000
-2.15207604,0.06931482,0.00044132,0.00002776,0.00039620,0.02061628,0.04704376,0.02825912,0.00000000
-2.14607304,0.06560368,0.00035759,0.00002249,0.00047839,0.01855200,0.04545819,0.02667359,0.00000000
-2.14007004,0.06458616,0.00028770,0.00001809,0.00058247,0.01723410,0.04575210,0.02618179,0.00000000
-2.13406703,0.06625713,0.00022986,0.00001445,0.00071166,0.01663251,0.04794928,0.02677929,0.00000000
-2.12806403,0.07063991,0.00018240,0.00001146,0.00086947,0.01672466,0.05209371,0.02847312,0.00000000
-2.12206103,0.07778558,0.00014380,0.00000902,0.00105968,0.01749561,0.05824869,0.03128144,0.00000000
-2.11605803,0.08777011,0.00011272,0.00000705,0.00128627,0.01893769,0.06649452,0.03523247,0.00000000
-2.11005503,0.10068978,0.00008797,0.00000547,0.00155335,0.02104964,0.07692487,0.04036251,0.00000000
-2.10405203,0.11665462,0.00006852,0.00000421,0.00186503,0.02383533,0.08964172,0.04671336,0.00000000
-2.09804902,0.13578037,0.00005353,0.00000322,0.00222530,0.02730210,0.10474922,0.05432900,0.00000000
-2.09204602,0.15817906,0.00004229,0.00000245,0.00263791,0.03145881,0.12234653,0.06325180,0.00000000
-2.08604302,0.18394845,0.00003428,0.00000184,0.00310614,0.03631358,0.14251983,0.07351815,0.00000000
-2.08004002,0.21316086,0.00002913,0.00000138,0.00363272,0.04187153,0.16533384,0.08515399,0.00000000
-2.07403702,0.24585170,0.00002665,0.00000103,0.00421956,0.04813227,0.19082311,0.09817004,0.00000000
-2.06803402,0.28200821,0.00002680,0.00000076,0.00486764,0.05508760,0.21898351,0.11255727,0.00000000
-2.06203102,0.32155891,0.00002975,0.00000056,0.00557683,0.06271925,0.24976427,0.12828249,0.00000000
-2.05602801,0.36436437,0.00003587,0.00000041,0.00634577,0.07099689,0.28306100,0.14528459,0.00000000
-2.05002501,0.41020980,0.00004580,0.00000029,0.00717177,0.07987651,0.31871011,0.16347137,0.00000000
-2.04402201,0.45879997,0.00006043,0.00000021,0.00805078,0.08929927,0.35648509,0.18271742,0.00000000
-2.03801901,0.50975701,0.00008102,0.00000015,0.00897741,0.09919081,0.39609494,0.20286297,0.00000000
-2.03201601,0.56262138,0.00010922,0.00000011,0.00994500,0.10946124,0.43718514,0.22371416,0.00000000
-2.02601301,0.61685641,0.00014719,0.00000009,0.01094584,0.12000573,0.47934124,0.24504455,0.00000000
-2.02001001,0.67185639,0.00019762,0.00000007,0.01197138,0.13070586,0.52209538,0.26659816,0.00000000
-2.01400700,0.72695834,0.00026392,0.00000006,0.01301259,0.14143149,0.56493551,0.28809383,0.00000000
-2.00800400,0.78145706,0.00035027,0.00000005,0.01406037,0.15204340,0.60731724,0.30923097,0.00000000
-2.00200100,0.83462332,0.00046177,0.00000006,0.01510601,0.16239642,0.64867804,0.32969644,0.00000000
-1.99599800,0.88572429,0.00060456,0.00000006,0.01614179,0.17234300,0.68845331,0.34917242,0.00000000
-1.98999500,0.93404584,0.00078593,0.00000008,0.01716148,0.18173715,0.72609369,0.36734489,0.00000000
-1.98399200,0.97891552,0.00101447,0.00000010,0.01816097,0.19043850,0.76108304,0.38391251,0.00000000
-1.97798899,1.01972548,0.00130013,0.00000013,0.01913882,0.19831644,0.79295633,0.39859546,0.00000000
-1.97198599,1.05595421,0.00165434,0.00000017,0.02009679,0.20525402,0.82131653,0.41114388,0.00000000
-1.96598299,1.08718618,0.00209002,0.00000022,0.02104028,0.21115157,0.84584986,0.42134556,0.00000000
-1.95997999,1.11312829,0.00262157,0.00000029,0.02197863,0.21592985,0.86633855,0.42903253,0.00000000
-1.95397699,1.13362243,0.00326484,0.00000038,0.02292533,0.21953250,0.88267053,0.43408629,0.00000000
-1.94797399,1.14865333,0.00403696,0.00000050,0.02389804,0.22192778,0.89484537,0.43644139,0.00000000
-1.94197099,1.15835129,0.00495611,0.00000066,0.02491836,0.22310954,0.90297624,0.43608724,0.00000000
-1.93596798,1.16298939,0.00604124,0.00000086,0.02601146,0.22309727,0.90728746,0.43306809,0.00000000
-1.92996498,1.16297529,0.00731165,0.00000113,0.02720547,0.22193524,0.90810779,0.42748115,0.00000000
-1.92396198,1.15883760,0.00878645,0.00000148,0.02853064,0.21969092,0.90585951,0.41947302,0.00000000
-1.91795898,1.15120750,0.01048402,0.00000193,0.03001830,0.21645251,0.90104361,0.40923450,0.00000000
-1.91195598,1.14079616,0.01242128,0.00000253,0.03169967,0.21232588,0.89422174,0.39699416,0.00000000
-1.90595298,1.12836882,0.01461296,0.00000330,0.03360446,0.20743094,0.88599550,0.38301083,0.00000000
-1.89994997,1.11471666,0.01707085,0.00000430,0.03575951,0.20189764,0.87698392,0.36756544,0.00000000
-1.89394697,1.10062749,0.01980292,0.00000559,0.03818722,0.19586173,0.86780010,0.35095249,0.00000000
-1.88794397,1.08685664,0.02281267,0.00000724,0.04090418,0.18946046,0.85902789,0.33347157,0.00000000
-1.88194097,1.07409914,0.02609836,0.00000937,0.04391976,0.18282846,0.85119971,0.31541919,0.00000000
-1.87593797,1.06296452,0.02965249,0.00001208,0.04723497,0.17609376,0.84477636,0.29708122,0.00000000
-1.86993497,1.05395526,0.03346140,0.00001553,0.05084155,0.16937442,0.84012984,0.27872626,0.00000000
-1.86393197,1.04744987,0.03750508,0.00001987,0.05472134,0.16277547,0.83752990,0.26060001,0.00000000
-1.85792896,1.04369143,0.04175724,0.00002533,0.05884605,0.15638674,0.83713488,0.24292098,0.00000000
-1.85192596,1.04278203,0.04618565,0.00003213,0.06317744,0.15028117,0.83898749,0.22587734,0.00000000
-1.84592296,1.04468360,0.05075279,0.00004057,0.06766797,0.14451406,0.84301559,0.20962518,0.00000000
-1.83991996,1.04922487,0.05541677,0.00005096,0.07226184,0.13912295,0.84903810,0.19428798,0.00000000
-1.83391696,1.05611442,0.06013255,0.00006366,0.07689653,0.13412830,0.85677582,0.17995728,0.00000000
-1.82791396,1.06495919,0.06485336,0.00007908,0.08150470,0.12953486,0.86586670,0.16669440,0.00000000
-1.82191096,1.07528754,0.06953233,0.00009767,0.08601640,0.12533365,0.87588495,0.15453301,0.00000000
-1.81590795,1.08657594,0.07412423,0.00011990,0.09036160,0.12150438,0.88636307,0.14348244,0.00000000
-1.80990495,1.09827802,0.07858724,0.00014629,0.09447279,0.11801838,0.89681596,0.13353142,0.00000000
-1.80390195,1.10985452,0.08288463,0.00017736,0.09828763,0.11484167,0.90676581,0.12465220,0.00000000
-1.79789895,1.12080286,0.08698624,0.00021365,0.10175155,0.11193823,0.91576682,0.11680474,0.00000000
-1.79189595,1.13068475,0.09086977,0.00025569,0.10482002,0.10927315,0.92342838,0.10994075,0.00000000
-1.78589295,1.13915059,0.09452165,0.00030398,0.10746061,0.10681574,0.92943576,0.10400762,0.00000000
-1.77988994,1.14595952,0.09793747,0.00035898,0.10965450,0.10454219,0.93356731,0.09895185,0.00000000
-1.77388694,1.15099395,0.10112196,0.00042106,0.11139752,0.10243794,0.93570725,0.09472205,0.00000000
-1.76788394,1.15426802,0.10408843,0.00049052,0.11270051,0.10049948,0.93585356,0.09127136,0.00000000
-1.76188094,1.15592962,0.10685773,0.00056753,0.11358920,0.09873563,0.93412061,0.08855918,0.00000000
-1.75587794,1.15625569,0.10945668,0.00065209,0.11410328,0.09716810,0.93073630,0.08655242,0.00000000
-1.74987494,1.15564125,0.11191618,0.00074406,0.11429499,0.09583150,0.92603402,0.08522592,0.00000000
