energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.92796398,1.84230153,-1.84230231,0.75574186,-0.75574227,0.30369010,-0.30369014,0.25803123,-0.25803137,0.00000000,-0.00000000,0.99193017,-0.99193062,0.00000000,-0.00000000
-5.92196098,1.74383604,-1.74383687,0.71167972,-0.71168014,0.28966513,-0.28966518,0.24410566,-0.24410581,0.00000000,-0.00000000,0.93755762,-0.93755809,0.00000000,-0.00000000
-5.91595798,1.64256668,-1.64256753,0.66626967,-0.66627011,0.27519611,-0.27519617,0.22990978,-0.22990994,0.00000000,-0.00000000,0.88162163,-0.88162211,0.00000000,-0.00000000
-5.90995498,1.54012299,-1.54012384,0.62011919,-0.62011964,0.26056082,-0.26056088,0.21565932,-0.21565948,0.00000000,-0.00000000,0.82500605,-0.82500653,0.00000000,-0.00000000
-5.90395198,1.43809595,-1.43809679,0.57382951,-0.57382996,0.24603174,-0.24603180,0.20157099,-0.20157114,0.00000000,-0.00000000,0.76856458,-0.76856505,0.00000000,-0.00000000
-5.89794897,1.33799577,-1.33799659,0.52797896,-0.52797941,0.23186867,-0.23186873,0.18785712,-0.18785727,0.00000000,-0.00000000,0.71309792,-0.71309837,0.00000000,-0.00000000
-5.89194597,1.24121488,-1.24121566,0.48310829,-0.48310872,0.21831213,-0.21831218,0.17472061,-0.17472075,0.00000000,-0.00000000,0.65933423,-0.65933467,0.00000000,-0.00000000
-5.88594297,1.14899710,-1.14899782,0.43970836,-0.43970878,0.20557766,-0.20557770,0.16235027,-0.16235039,0.00000000,-0.00000000,0.60791347,-0.60791387,0.00000000,-0.00000000
-5.87993997,1.06241371,-1.06241436,0.39821062,-0.39821102,0.19385127,-0.19385130,0.15091683,-0.15091694,0.00000000,-0.00000000,0.55937589,-0.55937626,0.00000000,-0.00000000
-5.87393697,0.98234674,-0.98234731,0.35898044,-0.35898082,0.18328596,-0.18328598,0.14056951,-0.14056961,0.00000000,-0.00000000,0.51415491,-0.51415524,0.00000000,-0.00000000
-5.86793397,0.90947952,-0.90948001,0.32231341,-0.32231376,0.17399959,-0.17399959,0.13143336,-0.13143344,0.00000000,-0.00000000,0.47257415,-0.47257445,0.00000000,-0.00000000
-5.86193097,0.84429422,-0.84429462,0.28843446,-0.28843478,0.16607373,-0.16607372,0.12360728,-0.12360733,0.00000000,-0.00000000,0.43484850,-0.43484876,0.00000000,-0.00000000
-5.85592796,0.78707583,-0.78707614,0.25749964,-0.25749994,0.15955386,-0.15955383,0.11716287,-0.11716290,0.00000000,-0.00000000,0.40108880,-0.40108902,0.00000000,-0.00000000
-5.84992496,0.73792202,-0.73792223,0.22960022,-0.22960048,0.15445047,-0.15445042,0.11214398,-0.11214399,0.00000000,-0.00000000,0.37130957,-0.37130975,0.00000000,-0.00000000
-5.84392196,0.69675790,-0.69675802,0.20476872,-0.20476895,0.15074120,-0.15074113,0.10856702,-0.10856700,0.00000000,-0.00000000,0.34543937,-0.34543951,0.00000000,-0.00000000
-5.83791896,0.66335492,-0.66335496,0.18298660,-0.18298679,0.14837374,-0.14837365,0.10642196,-0.10642193,0.00000000,-0.00000000,0.32333305,-0.32333316,0.00000000,-0.00000000
-5.83191596,0.63735293,-0.63735289,0.16419300,-0.16419317,0.14726949,-0.14726939,0.10567404,-0.10567399,0.00000000,-0.00000000,0.30478537,-0.30478545,0.00000000,-0.00000000
-5.82591296,0.61828450,-0.61828438,0.14829434,-0.14829448,0.14732776,-0.14732765,0.10626607,-0.10626600,0.00000000,-0.00000000,0.28954532,-0.28954537,0.00000000,-0.00000000
-5.81990995,0.60560074,-0.60560055,0.13517416,-0.13517426,0.14843042,-0.14843030,0.10812137,-0.10812127,0.00000000,-0.00000000,0.27733072,-0.27733074,0.00000000,-0.00000000
-5.81390695,0.59869769,-0.59869745,0.12470299,-0.12470307,0.15044682,-0.15044669,0.11114723,-0.11114712,0.00000000,-0.00000000,0.26784247,-0.26784247,0.00000000,-0.00000000
-5.80790395,0.59694280,-0.59694251,0.11674797,-0.11674803,0.15323898,-0.15323884,0.11523889,-0.11523877,0.00000000,-0.00000000,0.26077819,-0.26077817,0.00000000,-0.00000000
-5.80190095,0.59970062,-0.59970029,0.11118173,-0.11118176,0.15666681,-0.15666666,0.12028389,-0.12028376,0.00000000,-0.00000000,0.25584475,-0.25584472,0.00000000,-0.00000000
-5.79589795,0.60635735,-0.60635699,0.10789050,-0.10789051,0.16059328,-0.16059314,0.12616677,-0.12616663,0.00000000,-0.00000000,0.25276955,-0.25276951,0.00000000,-0.00000000
-5.78989495,0.61634361,-0.61634324,0.10678115,-0.10678115,0.16488953,-0.16488938,0.13277392,-0.13277377,0.00000000,-0.00000000,0.25131024,-0.25131019,0.00000000,-0.00000000
-5.78389195,0.62915504,-0.62915466,0.10778700,-0.10778698,0.16943958,-0.16943943,0.13999857,-0.13999842,0.00000000,-0.00000000,0.25126276,-0.25126271,0.00000000,-0.00000000
-5.77788894,0.64437022,-0.64436984,0.11087218,-0.11087213,0.17414483,-0.17414469,0.14774560,-0.14774546,0.00000000,-0.00000000,0.25246763,-0.25246757,0.00000000,-0.00000000
-5.77188594,0.66166542,-0.66166505,0.11603453,-0.11603447,0.17892791,-0.17892777,0.15593613,-0.15593598,0.00000000,-0.00000000,0.25481428,-0.25481422,0.00000000,-0.00000000
-5.76588294,0.68082595,-0.68082558,0.12330689,-0.12330682,0.18373595,-0.18373582,0.16451149,-0.16451135,0.00000000,-0.00000000,0.25824354,-0.25824348,0.00000000,-0.00000000
-5.75987994,0.70175338,-0.70175302,0.13275657,-0.13275647,0.18854315,-0.18854303,0.17343664,-0.17343651,0.00000000,-0.00000000,0.26274812,-0.26274806,0.00000000,-0.00000000
-5.75387694,0.72446855,-0.72446821,0.14448307,-0.14448296,0.19335235,-0.19335223,0.18270255,-0.18270242,0.00000000,-0.00000000,0.26837116,-0.26837109,0.00000000,-0.00000000
-5.74787394,0.74910986,-0.74910953,0.15861406,-0.15861393,0.19819567,-0.19819556,0.19232746,-0.19232734,0.00000000,-0.00000000,0.27520285,-0.27520278,0.00000000,-0.00000000
-5.74187094,0.77592662,-0.77592629,0.17529936,-0.17529921,0.20313406,-0.20313396,0.20235691,-0.20235680,0.00000000,-0.00000000,0.28337514,-0.28337507,0.00000000,-0.00000000
-5.73586793,0.80526738,-0.80526705,0.19470332,-0.19470315,0.20825564,-0.20825554,0.21286226,-0.21286215,0.00000000,-0.00000000,0.29305468,-0.29305459,0.00000000,-0.00000000
-5.72986493,0.83756325,-0.83756292,0.21699544,-0.21699524,0.21367283,-0.21367273,0.22393776,-0.22393765,0.00000000,-0.00000000,0.30443402,-0.30443392,0.00000000,-0.00000000
-5.72386193,0.87330643,-0.87330609,0.24233963,-0.24233941,0.21951833,-0.21951822,0.23569605,-0.23569595,0.00000000,-0.00000000,0.31772140,-0.31772129,0.00000000,-0.00000000
-5.71785893,0.91302435,-0.91302398,0.27088223,-0.27088198,0.22593990,-0.22593980,0.24826229,-0.24826219,0.00000000,-0.00000000,0.33312922,-0.33312909,0.00000000,-0.00000000
-5.71185593,0.95725014,-0.95724974,0.30273925,-0.30273896,0.23309418,-0.23309407,0.26176695,-0.26176685,0.00000000,-0.00000000,0.35086157,-0.35086142,0.00000000,-0.00000000
-5.70585293,1.00649038,-1.00648992,0.33798326,-0.33798293,0.24113954,-0.24113942,0.27633755,-0.27633744,0.00000000,-0.00000000,0.37110120,-0.37110102,0.00000000,-0.00000000
-5.69984992,1.06119106,-1.06119054,0.37663042,-0.37663007,0.25022844,-0.25022830,0.29208968,-0.29208957,0.00000000,-0.00000000,0.39399633,-0.39399611,0.00000000,-0.00000000
-5.69384692,1.12170340,-1.12170281,0.41862833,-0.41862794,0.26049929,-0.26049913,0.30911772,-0.30911759,0.00000000,-0.00000000,0.41964778,-0.41964753,0.00000000,-0.00000000
-5.68784392,1.18825073,-1.18825007,0.46384515,-0.46384471,0.27206841,-0.27206823,0.32748557,-0.32748543,0.00000000,-0.00000000,0.44809709,-0.44809680,0.00000000,-0.00000000
-5.68184092,1.26089818,-1.26089743,0.51206084,-0.51206037,0.28502216,-0.28502196,0.34721803,-0.34721787,0.00000000,-0.00000000,0.47931591,-0.47931558,0.00000000,-0.00000000
-5.67583792,1.33952670,-1.33952586,0.56296104,-0.56296054,0.29940991,-0.29940968,0.36829324,-0.36829306,0.00000000,-0.00000000,0.51319749,-0.51319712,0.00000000,-0.00000000
-5.66983492,1.42381302,-1.42381209,0.61613412,-0.61613358,0.31523789,-0.31523763,0.39063663,-0.39063643,0.00000000,-0.00000000,0.54955065,-0.54955024,0.00000000,-0.00000000
-5.66383192,1.51321687,-1.51321585,0.67107192,-0.67107136,0.33246454,-0.33246425,0.41411686,-0.41411665,0.00000000,-0.00000000,0.58809662,-0.58809617,0.00000000,-0.00000000
-5.65782891,1.60697656,-1.60697546,0.72717461,-0.72717402,0.35099747,-0.35099715,0.43854410,-0.43854387,0.00000000,-0.00000000,0.62846927,-0.62846879,0.00000000,-0.00000000
-5.65182591,1.70411389,-1.70411272,0.78375957,-0.78375896,0.37069242,-0.37069208,0.46367087,-0.46367062,0.00000000,-0.00000000,0.67021883,-0.67021832,0.00000000,-0.00000000
-5.64582291,1.80344866,-1.80344742,0.84007465,-0.84007403,0.39135425,-0.39135388,0.48919565,-0.48919539,0.00000000,-0.00000000,0.71281924,-0.71281871,0.00000000,-0.00000000
-5.63981991,1.90362273,-1.90362145,0.89531527,-0.89531465,0.41274010,-0.41273970,0.51476925,-0.51476898,0.00000000,-0.00000000,0.75567905,-0.75567851,0.00000000,-0.00000000
-5.63381691,2.00313337,-2.00313205,0.94864509,-0.94864447,0.43456475,-0.43456434,0.54000376,-0.54000348,0.00000000,-0.00000000,0.79815561,-0.79815506,0.00000000,-0.00000000
-5.62781391,2.10037458,-2.10037325,0.99921953,-0.99921894,0.45650797,-0.45650754,0.56448392,-0.56448364,0.00000000,-0.00000000,0.83957214,-0.83957159,0.00000000,-0.00000000
-5.62181091,2.19368525,-2.19368394,1.04621147,-1.04621090,0.47822365,-0.47822322,0.58778041,-0.58778014,0.00000000,-0.00000000,0.87923712,-0.87923658,0.00000000,-0.00000000
-5.61580790,2.28140218,-2.28140090,1.08883783,-1.08883729,0.49935046,-0.49935002,0.60946460,-0.60946434,0.00000000,-0.00000000,0.91646524,-0.91646472,0.00000000,-0.00000000
-5.60980490,2.36191584,-2.36191462,1.12638635,-1.12638585,0.51952352,-0.51952309,0.62912411,-0.62912386,0.00000000,-0.00000000,0.95059908,-0.95059859,0.00000000,-0.00000000
-5.60380190,2.43372656,-2.43372543,1.15824104,-1.15824059,0.53838672,-0.53838630,0.64637850,-0.64637828,0.00000000,-0.00000000,0.98103072,-0.98103027,0.00000000,-0.00000000
-5.59779890,2.49549865,-2.49549763,1.18390541,-1.18390503,0.55560509,-0.55560468,0.66089442,-0.66089422,0.00000000,-0.00000000,1.00722224,-1.00722184,0.00000000,-0.00000000
-5.59179590,2.54610998,-2.54610908,1.20302228,-1.20302196,0.57087675,-0.57087636,0.67239942,-0.67239925,0.00000000,-0.00000000,1.02872426,-1.02872391,0.00000000,-0.00000000
-5.58579290,2.58469484,-2.58469408,1.21538916,-1.21538890,0.58394387,-0.58394351,0.68069381,-0.68069368,0.00000000,-0.00000000,1.04519174,-1.04519145,0.00000000,-0.00000000
-5.57978989,2.61067792,-2.61067731,1.22096850,-1.22096831,0.59460216,-0.59460183,0.68565999,-0.68565990,0.00000000,-0.00000000,1.05639628,-1.05639606,0.00000000,-0.00000000
-5.57378689,2.62379792,-2.62379747,1.21989216,-1.21989204,0.60270842,-0.60270813,0.68726866,-0.68726860,0.00000000,-0.00000000,1.06223436,-1.06223421,0.00000000,-0.00000000
-5.56778389,2.62411951,-2.62411922,1.21245976,-1.21245971,0.60818590,-0.60818565,0.68558169,-0.68558167,0.00000000,-0.00000000,1.06273115,-1.06273107,0.00000000,-0.00000000
-5.56178089,2.61203306,-2.61203294,1.19913089,-1.19913090,0.61102706,-0.61102685,0.68075134,-0.68075136,0.00000000,-0.00000000,1.05803975,-1.05803973,0.00000000,-0.00000000
-5.55577789,2.58824202,-2.58824206,1.18051129,-1.18051135,0.61129368,-0.61129352,0.67301588,-0.67301593,0.00000000,-0.00000000,1.04843580,-1.04843585,0.00000000,-0.00000000
-5.54977489,2.55373845,-2.55373864,1.15733363,-1.15733374,0.60911432,-0.60911420,0.66269167,-0.66269176,0.00000000,-0.00000000,1.03430782,-1.03430794,0.00000000,-0.00000000
-5.54377189,2.50976773,-2.50976805,1.13043348,-1.13043363,0.60467912,-0.60467903,0.65016208,-0.65016220,0.00000000,-0.00000000,1.01614355,-1.01614372,0.00000000,-0.00000000
-5.53776888,2.45778388,-2.45778432,1.10072142,-1.10072161,0.59823225,-0.59823220,0.63586365,-0.63586379,0.00000000,-0.00000000,0.99451301,-0.99451324,0.00000000,-0.00000000
-5.53176588,2.39939747,-2.39939801,1.06915244,-1.06915265,0.59006232,-0.59006231,0.62027001,-0.62027016,0.00000000,-0.00000000,0.97004895,-0.97004923,0.00000000,-0.00000000
-5.52576288,2.33631820,-2.33631883,1.03669374,-1.03669396,0.58049106,-0.58049108,0.60387442,-0.60387459,0.00000000,-0.00000000,0.94342541,-0.94342573,0.00000000,-0.00000000
-5.51975988,2.27029469,-2.27029538,1.00429228,-1.00429249,0.56986092,-0.56986096,0.58717145,-0.58717163,0.00000000,-0.00000000,0.91533542,-0.91533576,0.00000000,-0.00000000
-5.51375688,2.20305373,-2.20305445,0.97284326,-0.97284346,0.55852194,-0.55852201,0.57063872,-0.57063889,0.00000000,-0.00000000,0.88646852,-0.88646888,0.00000000,-0.00000000
-5.50775388,2.13624162,-2.13624235,0.94316079,-0.94316097,0.54681860,-0.54681869,0.55471939,-0.55471955,0.00000000,-0.00000000,0.85748916,-0.85748954,0.00000000,-0.00000000
-5.50175088,2.07136978,-2.07137051,0.91595182,-0.91595198,0.53507706,-0.53507716,0.53980620,-0.53980635,0.00000000,-0.00000000,0.82901650,-0.82901688,0.00000000,-0.00000000
-5.49574787,2.00976668,-2.00976739,0.89179432,-0.89179444,0.52359342,-0.52359352,0.52622767,-0.52622781,0.00000000,-0.00000000,0.80160649,-0.80160686,0.00000000,-0.00000000
-5.48974487,1.95253790,-1.95253857,0.87112036,-0.87112044,0.51262339,-0.51262350,0.51423703,-0.51423715,0.00000000,-0.00000000,0.77573673,-0.77573709,0.00000000,-0.00000000
-5.48374187,1.90053546,-1.90053608,0.85420489,-0.85420493,0.50237388,-0.50237398,0.50400429,-0.50400439,0.00000000,-0.00000000,0.75179454,-0.75179488,0.00000000,-0.00000000
-5.47773887,1.85433769,-1.85433826,0.84116030,-0.84116029,0.49299664,-0.49299673,0.49561177,-0.49561184,0.00000000,-0.00000000,0.73006852,-0.73006885,0.00000000,-0.00000000
-5.47173587,1.81423977,-1.81424028,0.83193698,-0.83193694,0.48458438,-0.48458447,0.48905327,-0.48905333,0.00000000,-0.00000000,0.71074383,-0.71074413,0.00000000,-0.00000000
-5.46573287,1.78025522,-1.78025566,0.82632981,-0.82632973,0.47716937,-0.47716945,0.48423675,-0.48423679,0.00000000,-0.00000000,0.69390108,-0.69390136,0.00000000,-0.00000000
-5.45972986,1.75212781,-1.75212820,0.82399010,-0.82398999,0.47072443,-0.47072451,0.48099045,-0.48099048,0.00000000,-0.00000000,0.67951886,-0.67951911,0.00000000,-0.00000000
-5.45372686,1.72935318,-1.72935351,0.82444241,-0.82444228,0.46516649,-0.46516656,0.47907204,-0.47907205,0.00000000,-0.00000000,0.66747956,-0.66747978,0.00000000,-0.00000000
-5.44772386,1.71120894,-1.71120924,0.82710572,-0.82710558,0.46036215,-0.46036221,0.47818045,-0.47818046,0.00000000,-0.00000000,0.65757825,-0.65757845,0.00000000,-0.00000000
-5.44172086,1.69679188,-1.69679215,0.83131774,-0.83131759,0.45613525,-0.45613531,0.47796976,-0.47796977,0.00000000,-0.00000000,0.64953410,-0.64953428,0.00000000,-0.00000000
-5.43571786,1.68506053,-1.68506079,0.83636158,-0.83636144,0.45227594,-0.45227599,0.47806452,-0.47806453,0.00000000,-0.00000000,0.64300393,-0.64300410,0.00000000,-0.00000000
-5.42971486,1.67488130,-1.67488155,0.84149369,-0.84149357,0.44855081,-0.44855086,0.47807581,-0.47807583,0.00000000,-0.00000000,0.63759731,-0.63759747,0.00000000,-0.00000000
-5.42371186,1.66507621,-1.66507648,0.84597185,-0.84597175,0.44471372,-0.44471379,0.47761741,-0.47761745,0.00000000,-0.00000000,0.63289265,-0.63289280,0.00000000,-0.00000000
-5.41770885,1.65447043,-1.65447074,0.84908220,-0.84908214,0.44051680,-0.44051687,0.47632126,-0.47632133,0.00000000,-0.00000000,0.62845367,-0.62845383,0.00000000,-0.00000000
-5.41170585,1.64193763,-1.64193798,0.85016438,-0.85016436,0.43572104,-0.43572113,0.47385171,-0.47385180,0.00000000,-0.00000000,0.62384577,-0.62384593,0.00000000,-0.00000000
-5.40570285,1.62644154,-1.62644194,0.84863367,-0.84863370,0.43010634,-0.43010643,0.46991788,-0.46991799,0.00000000,-0.00000000,0.61865153,-0.61865170,0.00000000,-0.00000000
-5.39969985,1.60707223,-1.60707271,0.84399956,-0.84399965,0.42348020,-0.42348032,0.46428374,-0.46428389,0.00000000,-0.00000000,0.61248509,-0.61248528,0.00000000,-0.00000000
-5.39369685,1.58307602,-1.58307658,0.83588005,-0.83588020,0.41568517,-0.41568531,0.45677558,-0.45677576,0.00000000,-0.00000000,0.60500474,-0.60500495,0.00000000,-0.00000000
-5.38769385,1.55387787,-1.55387851,0.82401131,-0.82401153,0.40660442,-0.40660457,0.44728659,-0.44728681,0.00000000,-0.00000000,0.59592343,-0.59592367,0.00000000,-0.00000000
-5.38169085,1.51909604,-1.51909677,0.80825252,-0.80825280,0.39616549,-0.39616566,0.43577856,-0.43577881,0.00000000,-0.00000000,0.58501690,-0.58501716,0.00000000,-0.00000000
-5.37568784,1.47854856,-1.47854937,0.78858593,-0.78858627,0.38434215,-0.38434235,0.42228072,-0.42228101,0.00000000,-0.00000000,0.57212920,-0.57212949,0.00000000,-0.00000000
-5.36968484,1.43225186,-1.43225276,0.76511231,-0.76511271,0.37115425,-0.37115447,0.40688599,-0.40688631,0.00000000,-0.00000000,0.55717553,-0.55717584,0.00000000,-0.00000000
-5.36368184,1.38041195,-1.38041293,0.73804237,-0.73804283,0.35666577,-0.35666601,0.38974487,-0.38974521,0.00000000,-0.00000000,0.54014241,-0.54014275,0.00000000,-0.00000000
-5.35767884,1.32340898,-1.32341003,0.70768451,-0.70768502,0.34098124,-0.34098150,0.37105743,-0.37105780,0.00000000,-0.00000000,0.52108529,-0.52108565,0.00000000,-0.00000000
-5.35167584,1.26177621,-1.26177732,0.67442981,-0.67443036,0.32424076,-0.32424102,0.35106389,-0.35106427,0.00000000,-0.00000000,0.50012378,-0.50012417,0.00000000,-0.00000000
-5.34567284,1.19617457,-1.19617573,0.63873487,-0.63873546,0.30661389,-0.30661417,0.33003423,-0.33003462,0.00000000,-0.00000000,0.47743493,-0.47743533,0.00000000,-0.00000000
-5.33966983,1.12736419,-1.12736538,0.60110357,-0.60110418,0.28829288,-0.28829317,0.30825741,-0.30825782,0.00000000,-0.00000000,0.45324469,-0.45324512,0.00000000,-0.00000000
-5.33366683,1.05617427,-1.05617549,0.56206827,-0.56206890,0.26948532,-0.26948561,0.28603070,-0.28603111,0.00000000,-0.00000000,0.42781833,-0.42781876,0.00000000,-0.00000000
-5.32766383,0.98347263,-0.98347386,0.52217157,-0.52217221,0.25040686,-0.25040715,0.26364950,-0.26364991,0.00000000,-0.00000000,0.40144986,-0.40145030,0.00000000,-0.00000000
-5.32166083,0.91013620,-0.91013741,0.48194909,-0.48194972,0.23127407,-0.23127436,0.24139815,-0.24139855,0.00000000,-0.00000000,0.37445132,-0.37445176,0.00000000,-0.00000000
-5.31565783,0.83702363,-0.83702483,0.44191398,-0.44191461,0.21229789,-0.21229818,0.21954197,-0.21954236,0.00000000,-0.00000000,0.34714210,-0.34714254,0.00000000,-0.00000000
-5.30965483,0.76495099,-0.76495215,0.40254374,-0.40254435,0.19367781,-0.19367809,0.19832077,-0.19832114,0.00000000,-0.00000000,0.31983883,-0.31983926,0.00000000,-0.00000000
-5.30365183,0.69467119,-0.69467231,0.36426942,-0.36427001,0.17559700,-0.17559727,0.17794399,-0.17794435,0.00000000,-0.00000000,0.29284626,-0.29284669,0.00000000,-0.00000000
-5.29764882,0.62685777,-0.62685884,0.32746770,-0.32746826,0.15821857,-0.15821883,0.15858750,-0.15858783,0.00000000,-0.00000000,0.26644931,-0.26644971,0.00000000,-0.00000000
-5.29164582,0.56209320,-0.56209422,0.29245567,-0.29245621,0.14168291,-0.14168315,0.14039199,-0.14039230,0.00000000,-0.00000000,0.24090655,-0.24090694,0.00000000,-0.00000000
-5.28564282,0.50086188,-0.50086283,0.25948837,-0.25948887,0.12610622,-0.12610644,0.12346290,-0.12346319,0.00000000,-0.00000000,0.21644540,-0.21644577,0.00000000,-0.00000000
-5.27963982,0.44354748,-0.44354836,0.22875879,-0.22875925,0.11158017,-0.11158038,0.10787171,-0.10787197,0.00000000,-0.00000000,0.19325887,-0.19325922,0.00000000,-0.00000000
-5.27363682,0.39043449,-0.39043530,0.20040020,-0.20040062,0.09817257,-0.09817276,0.09365830,-0.09365854,0.00000000,-0.00000000,0.17150402,-0.17150434,0.00000000,-0.00000000
-5.26763382,0.34171339,-0.34171412,0.17449026,-0.17449064,0.08592893,-0.08592910,0.08083433,-0.08083454,0.00000000,-0.00000000,0.15130196,-0.15130225,0.00000000,-0.00000000
-5.26163082,0.29748881,-0.29748947,0.15105674,-0.15105708,0.07487479,-0.07487495,0.06938713,-0.06938732,0.00000000,-0.00000000,0.13273923,-0.13273950,0.00000000,-0.00000000
-5.25562781,0.25779018,-0.25779075,0.13008426,-0.13008456,0.06501869,-0.06501882,0.05928419,-0.05928435,0.00000000,-0.00000000,0.11587050,-0.11587074,0.00000000,-0.00000000
-5.24962481,0.22258397,-0.22258446,0.11152177,-0.11152203,0.05635544,-0.05635556,0.05047764,-0.05047777,0.00000000,-0.00000000,0.10072214,-0.10072235,0.00000000,-0.00000000
-5.24362181,0.19178710,-0.19178752,0.09529034,-0.09529057,0.04886976,-0.04886985,0.04290888,-0.04290899,0.00000000,-0.00000000,0.08729658,-0.08729676,0.00000000,-0.00000000
-5.23761881,0.16528067,-0.16528102,0.08129088,-0.08129107,0.04253988,-0.04253995,0.03651292,-0.03651302,0.00000000,-0.00000000,0.07557720,-0.07557735,0.00000000,-0.00000000
-5.23161581,0.14292346,-0.14292373,0.06941155,-0.06941171,0.03734112,-0.03734117,0.03122245,-0.03122252,0.00000000,-0.00000000,0.06553332,-0.06553344,0.00000000,-0.00000000
-5.22561281,0.12456475,-0.12456495,0.05953463,-0.05953475,0.03324921,-0.03324924,0.02697134,-0.02697140,0.00000000,-0.00000000,0.05712528,-0.05712537,0.00000000,-0.00000000
-5.21960980,0.11005594,-0.11005607,0.05154250,-0.05154259,0.03024329,-0.03024330,0.02369779,-0.02369782,0.00000000,-0.00000000,0.05030923,-0.05030930,0.00000000,-0.00000000
-5.21360680,0.09926060,-0.09926067,0.04532280,-0.04532286,0.02830839,-0.02830837,0.02134668,-0.02134670,0.00000000,-0.00000000,0.04504149,-0.04504153,0.00000000,-0.00000000
-5.20760380,0.09206269,-0.09206269,0.04077251,-0.04077254,0.02743736,-0.02743733,0.01987152,-0.01987152,0.00000000,-0.00000000,0.04128226,-0.04128227,0.00000000,-0.00000000
-5.20160080,0.08837271,-0.08837264,0.03780096,-0.03780095,0.02763227,-0.02763222,0.01923560,-0.01923558,0.00000000,-0.00000000,0.03899868,-0.03899866,0.00000000,-0.00000000
-5.19559780,0.08813165,-0.08813150,0.03633173,-0.03633169,0.02890502,-0.02890493,0.01941265,-0.01941261,0.00000000,-0.00000000,0.03816698,-0.03816693,0.00000000,-0.00000000
-5.18959480,0.09131268,-0.09131245,0.03630357,-0.03630351,0.03127728,-0.03127717,0.02038686,-0.02038680,0.00000000,-0.00000000,0.03877371,-0.03877364,0.00000000,-0.00000000
-5.18359180,0.09792055,-0.09792025,0.03767021,-0.03767011,0.03477974,-0.03477960,0.02215238,-0.02215230,0.00000000,-0.00000000,0.04081609,-0.04081599,0.00000000,-0.00000000
-5.17758879,0.10798881,-0.10798842,0.04039926,-0.04039913,0.03945064,-0.03945047,0.02471228,-0.02471218,0.00000000,-0.00000000,0.04430134,-0.04430120,0.00000000,-0.00000000
-5.17158579,0.12157483,-0.12157435,0.04447027,-0.04447011,0.04533353,-0.04533333,0.02807715,-0.02807703,0.00000000,-0.00000000,0.04924510,-0.04924493,0.00000000,-0.00000000
-5.16558279,0.13875301,-0.13875245,0.04987211,-0.04987191,0.05247454,-0.05247430,0.03226318,-0.03226303,0.00000000,-0.00000000,0.05566904,-0.05566884,0.00000000,-0.00000000
