energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.06436209,0.15794955,0.00092718,0.53985170,0.00000000,0.56660335,0.35491267
-5.99399700,1.07835907,0.15798427,0.00093575,0.54637584,0.00000000,0.58296600,0.36026180
-5.98799400,1.08782015,0.15742173,0.00094120,0.55062606,0.00000000,0.59755036,0.36376405
-5.98199100,1.09228892,0.15620897,0.00094302,0.55237641,0.00000000,0.60997890,0.36529416
-5.97598799,1.09146114,0.15431650,0.00094082,0.55148080,0.00000000,0.61993405,0.36478258
-5.96998499,1.08519504,0.15174017,0.00093437,0.54787814,0.00000000,0.62716544,0.36221820
-5.96398199,1.07351651,0.14850214,0.00092352,0.54159495,0.00000000,0.63149566,0.35764917
-5.95797899,1.05661915,0.14465083,0.00090831,0.53274526,0.00000000,0.63282431,0.35118196
-5.95197599,1.03485916,0.14026001,0.00088886,0.52152787,0.00000000,0.63113019,0.34297864
-5.94597299,1.00874551,0.13542708,0.00086546,0.50822118,0.00000000,0.62647165,0.33325250
-5.93996998,0.97892569,0.13027059,0.00083846,0.49317575,0.00000000,0.61898489,0.32226227
-5.93396698,0.94616784,0.12492713,0.00080836,0.47680496,0.00000000,0.60888037,0.31030512
-5.92796398,0.91133984,0.11954776,0.00077570,0.45957412,0.00000000,0.59643734,0.29770877
-5.92196098,0.87538613,0.11429412,0.00074110,0.44198834,0.00000000,0.58199670,0.28482287
-5.91595798,0.83930299,0.10933422,0.00070522,0.42457956,0.00000000,0.56595219,0.27201010
-5.90995498,0.80411304,0.10483827,0.00066875,0.40789319,0.00000000,0.54874031,0.25963712
-5.90395198,0.77083949,0.10097439,0.00063237,0.39247440,0.00000000,0.53082904,0.24806557
-5.89794897,0.74048075,0.09790445,0.00059677,0.37885468,0.00000000,0.51270564,0.23764346
-5.89194597,0.71398587,0.09578005,0.00056258,0.36753858,0.00000000,0.49486388,0.22869692
-5.88594297,0.69223122,0.09473871,0.00053041,0.35899107,0.00000000,0.47779085,0.22152258
-5.87993997,0.67599860,0.09490025,0.00050080,0.35362554,0.00000000,0.46195373,0.21638059
-5.87393697,0.66595527,0.09636354,0.00047422,0.35179267,0.00000000,0.44778687,0.21348832
-5.86793397,0.66263605,0.09920342,0.00045105,0.35377027,0.00000000,0.43567941,0.21301497
-5.86193097,0.66642765,0.10346809,0.00043159,0.35975432,0.00000000,0.42596383,0.21507687
-5.85592796,0.67755585,0.10917689,0.00041604,0.36985136,0.00000000,0.41890581,0.21973388
-5.84992496,0.69607548,0.11631844,0.00040453,0.38407250,0.00000000,0.41469561,0.22698666
-5.84392196,0.72186390,0.12484951,0.00039705,0.40232921,0.00000000,0.41344146,0.23677511
-5.83791896,0.75461811,0.13469434,0.00039352,0.42443122,0.00000000,0.41516505,0.24897807
-5.83191596,0.79385608,0.14574485,0.00039375,0.45008680,0.00000000,0.41979955,0.26341423
-5.82591296,0.83892254,0.15786153,0.00039749,0.47890557,0.00000000,0.42719026,0.27984463
-5.81990995,0.88899953,0.17087532,0.00040437,0.51040421,0.00000000,0.43709793,0.29797659
-5.81390695,0.94312197,0.18459040,0.00041397,0.54401492,0.00000000,0.44920498,0.31746926
-5.80790395,1.00019805,0.19878791,0.00042581,0.57909702,0.00000000,0.46312434,0.33794081
-5.80190095,1.05903446,0.21323066,0.00043934,0.61495120,0.00000000,0.47841081,0.35897704
-5.79589795,1.11836595,0.22766867,0.00045401,0.65083656,0.00000000,0.49457469,0.38014148
-5.78989495,1.17688842,0.24184549,0.00046923,0.68598974,0.00000000,0.51109721,0.40098660
-5.78389195,1.23329485,0.25550498,0.00048440,0.71964580,0.00000000,0.52744725,0.42106590
-5.77788894,1.28631278,0.26839857,0.00049896,0.75106022,0.00000000,0.54309894,0.43994652
-5.77188594,1.33474215,0.28029249,0.00051235,0.77953106,0.00000000,0.55754920,0.45722188
-5.76588294,1.37749196,0.29097477,0.00052408,0.80442066,0.00000000,0.57033489,0.47252391
-5.75987994,1.41361449,0.30026183,0.00053373,0.82517595,0.00000000,0.58104869,0.48553444
-5.75387694,1.44233548,0.30800413,0.00054094,0.84134644,0.00000000,0.58935316,0.49599519
-5.74787394,1.46307906,0.31409081,0.00054545,0.85259930,0.00000000,0.59499249,0.50371595
-5.74187094,1.47548645,0.31845307,0.00054709,0.85873069,0.00000000,0.59780137,0.50858065
-5.73586793,1.47942746,0.32106602,0.00054581,0.85967295,0.00000000,0.59771080,0.51055102
-5.72986493,1.47500436,0.32194898,0.00054166,0.85549741,0.00000000,0.59475052,0.50966760
-5.72386193,1.46254807,0.32116434,0.00053481,0.84641248,0.00000000,0.58904812,0.50604825
-5.71785893,1.44260684,0.31881476,0.00052553,0.83275740,0.00000000,0.58082493,0.49988410
-5.71185593,1.41592797,0.31503913,0.00051418,0.81499184,0.00000000,0.57038889,0.49143314
-5.70585293,1.38343349,0.31000737,0.00050125,0.79368177,0.00000000,0.55812485,0.48101189
-5.69984992,1.34619100,0.30391433,0.00048727,0.76948239,0.00000000,0.54448260,0.46898540
-5.69384692,1.30538077,0.29697314,0.00047288,0.74311875,0.00000000,0.52996342,0.45575611
-5.68784392,1.26226067,0.28940820,0.00045874,0.71536491,0.00000000,0.51510532,0.44175200
-5.68184092,1.21813017,0.28144832,0.00044557,0.68702236,0.00000000,0.50046777,0.42741449
-5.67583792,1.17429474,0.27332009,0.00043411,0.65889858,0.00000000,0.48661638,0.41318651
-5.66983492,1.13203174,0.26524178,0.00042508,0.63178623,0.00000000,0.47410779,0.39950119
-5.66383192,1.09255880,0.25741804,0.00041922,0.60644373,0.00000000,0.46347532,0.38677133
-5.65782891,1.05700529,0.25003539,0.00041721,0.58357749,0.00000000,0.45521552,0.37538001
-5.65182591,1.02638737,0.24325867,0.00041966,0.56382622,0.00000000,0.44977587,0.36567236
-5.64582291,1.00158691,0.23722835,0.00042716,0.54774740,0.00000000,0.44754377,0.35794863
-5.63981991,0.98333423,0.23205880,0.00044015,0.53580600,0.00000000,0.44883681,0.35245847
-5.63381691,0.97219460,0.22783721,0.00045902,0.52836555,0.00000000,0.45389446,0.34939648
-5.62781391,0.96855833,0.22462333,0.00048400,0.52568127,0.00000000,0.46287117,0.34889883
-5.62181091,0.97263421,0.22244957,0.00051521,0.52789540,0.00000000,0.47583085,0.35104089
-5.61580790,0.98444611,0.22132166,0.00055261,0.53503456,0.00000000,0.49274297,0.35583594
-5.60980490,1.00383262,0.22121953,0.00059604,0.54700902,0.00000000,0.51348021,0.36323468
-5.60380190,1.03044969,0.22209844,0.00064516,0.56361408,0.00000000,0.53781802,0.37312574
-5.59779890,1.06377634,0.22389030,0.00069948,0.58453342,0.00000000,0.56543599,0.38533718
-5.59179590,1.10312356,0.22650517,0.00075837,0.60934462,0.00000000,0.59592158,0.39963898
-5.58579290,1.14764659,0.22983290,0.00082105,0.63752690,0.00000000,0.62877608,0.41574672
-5.57978989,1.19636088,0.23374506,0.00088662,0.66847124,0.00000000,0.66342319,0.43332653
-5.57378689,1.24816176,0.23809711,0.00095405,0.70149291,0.00000000,0.69922017,0.45200135
-5.56778389,1.30184796,0.24273097,0.00102226,0.73584640,0.00000000,0.73547166,0.47135867
-5.56178089,1.35614884,0.24747796,0.00109008,0.77074265,0.00000000,0.77144592,0.49095961
-5.55577789,1.40975505,0.25216216,0.00115633,0.80536843,0.00000000,0.80639329,0.51034932
-5.54977489,1.46135198,0.25660420,0.00121985,0.83890724,0.00000000,0.83956640,0.52906861
-5.54377189,1.50965529,0.26062546,0.00127950,0.87056158,0.00000000,0.87024159,0.54666632
-5.53776888,1.55344741,0.26405253,0.00133426,0.89957553,0.00000000,0.89774070,0.56271227
-5.53176588,1.59161371,0.26672187,0.00138319,0.92525712,0.00000000,0.92145264,0.57681029
-5.52576288,1.62317706,0.26848443,0.00142555,0.94699951,0.00000000,0.94085350,0.58861064
-5.51975988,1.64732921,0.26921019,0.00146074,0.96430010,0.00000000,0.95552470,0.59782159
-5.51375688,1.66345754,0.26879218,0.00148840,0.97677665,0.00000000,0.96516801,0.60421929
-5.50775388,1.67116586,0.26715008,0.00150839,0.98417968,0.00000000,0.96961677,0.60765569
-5.50175088,1.67028817,0.26423292,0.00152080,0.98640039,0.00000000,0.96884273,0.60806381
-5.49574787,1.66089440,0.26002095,0.00152596,0.98347367,0.00000000,0.96295800,0.60546030
-5.48974487,1.64328775,0.25452642,0.00152444,0.97557586,0.00000000,0.95221195,0.59994478
-5.48374187,1.61799346,0.24779326,0.00151699,0.96301729,0.00000000,0.93698299,0.59169617
-5.47773887,1.58573939,0.23989568,0.00150457,0.94622983,0.00000000,0.91776565,0.58096595
-5.47173587,1.54742907,0.23093564,0.00148829,0.92574982,0.00000000,0.89515331,0.56806856
