energy_ev,total_up,As_p_up,As_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,6.15842068,0.35234877,0.00000000,1.57882328,4.03425376,0.07453696,1.57856032
-5.99399700,6.35364141,0.32921387,0.00000000,1.61679269,4.16484488,0.07833422,1.64657086
-5.98799400,6.54797131,0.30919376,0.00000000,1.65578808,4.29478320,0.08205179,1.71223290
-5.98199100,6.73666919,0.29194365,0.00000000,1.69471674,4.42082108,0.08563098,1.77447321
-5.97598799,6.91528157,0.27710456,0.00000000,1.73251105,4.53992796,0.08901707,1.83230497
-5.96998499,7.07978563,0.26431621,0.00000000,1.76817016,4.64938306,0.09216120,1.88485971
-5.96398199,7.22671372,0.25322861,0.00000000,1.80079780,4.74685557,0.09502220,1.93141458
-5.95797899,7.35325413,0.24351228,0.00000000,1.82963458,4.83046863,0.09756806,1.97141377
-5.95197599,7.45732378,0.23486644,0.00000000,1.85408336,4.89884469,0.09977724,2.00448289
-5.94597299,7.53761012,0.22702544,0.00000000,1.87372677,4.95113020,0.10163942,2.03043602
-5.93996998,7.59358090,0.21976299,0.00000000,1.88833634,4.98699907,0.10315600,2.04927490
-5.93396698,7.62546216,0.21289448,0.00000000,1.89787295,5.00663503,0.10434010,2.06118083
-5.92796398,7.63418657,0.20627734,0.00000000,1.90247918,5.01069442,0.10521607,2.06649970
-5.92196098,7.62131549,0.19980964,0.00000000,1.90246401,5.00025157,0.10581870,2.06572123
-5.91595798,7.58893951,0.19342728,0.00000000,1.89828117,4.97673014,0.10619195,2.05945367
-5.90995498,7.53956329,0.18709982,0.00000000,1.89050228,4.94182405,0.10638740,2.04839549
-5.90395198,7.47598098,0.18082548,0.00000000,1.87978668,4.89741242,0.10646250,2.03330569
-5.89794897,7.40114889,0.17462548,0.00000000,1.86684927,4.84547285,0.10647861,2.01497420
-5.89194597,7.31806190,0.16853814,0.00000000,1.85242837,4.78799751,0.10649901,1.99419411
-5.88594297,7.22963961,0.16261294,0.00000000,1.83725510,4.72691593,0.10658691,1.97173683
-5.87993997,7.13862732,0.15690488,0.00000000,1.82202567,4.66402800,0.10680365,1.94833144
-5.87393697,7.04751589,0.15146945,0.00000000,1.80737797,4.60095002,0.10720698,1.92464887
-5.86793397,6.95848319,0.14635815,0.00000000,1.79387313,4.53907548,0.10784970,1.90129127
-5.86193097,6.87335836,0.14161504,0.00000000,1.78198284,4.47955156,0.10877853,1.87878678
-5.85592796,6.79360880,0.13727412,0.00000000,1.77208242,4.42327126,0.11003330,1.85758914
-5.84992496,6.72034832,0.13335771,0.00000000,1.76444962,4.37088016,0.11164650,1.83808175
-5.84392196,6.65436367,0.12987580,0.00000000,1.75926867,4.32279593,0.11364311,1.82058507
-5.83791896,6.59615594,0.12682624,0.00000000,1.75663869,4.27923821,0.11604068,1.80536657
-5.83191596,6.54599217,0.12419571,0.00000000,1.75658567,4.24026570,0.11884965,1.79265184
-5.82591296,6.50396265,0.12196132,0.00000000,1.75907685,4.20581739,0.12207386,1.78263587
-5.81990995,6.47003894,0.12009267,0.00000000,1.76403627,4.17575437,0.12571106,1.77549334
-5.81390695,6.44412819,0.11855418,0.00000000,1.77136046,4.14989934,0.12975362,1.77138695
-5.80790395,6.42611967,0.11730757,0.00000000,1.78093309,4.12807074,0.13418905,1.77047316
-5.80190095,6.41592036,0.11631420,0.00000000,1.79263780,4.11010947,0.13900056,1.77290468
-5.79589795,6.41347743,0.11553734,0.00000000,1.80636834,4.09589638,0.14416751,1.77882967
-5.78989495,6.41878636,0.11494399,0.00000000,1.82203567,4.08535985,0.14966569,1.78838747
-5.78389195,6.43188485,0.11450637,0.00000000,1.83957170,4.07847319,0.15546752,1.80170140
-5.77788894,6.45283336,0.11420286,0.00000000,1.85892966,4.07524273,0.16154210,1.81886905
-5.77188594,6.48168454,0.11401854,0.00000000,1.88008140,4.07568770,0.16785525,1.83995077
-5.76588294,6.51844414,0.11394510,0.00000000,1.90301188,4.07981412,0.17436937,1.86495727
-5.75987994,6.56302704,0.11398044,0.00000000,1.92771165,4.08758488,0.18104338,1.89383734
-5.75387694,6.61521197,0.11412775,0.00000000,1.95416764,4.09888873,0.18783266,1.92646640
-5.74787394,6.67459891,0.11439435,0.00000000,1.98235337,4.11351094,0.19468906,1.96263710
-5.74187094,6.74057271,0.11479028,0.00000000,2.01221898,4.13110823,0.20156101,2.00205244
-5.73586793,6.81227638,0.11532679,0.00000000,2.04368193,4.15119041,0.20839378,2.04432230
-5.72986493,6.88859651,0.11601480,0.00000000,2.07661896,4.17311054,0.21512992,2.08896367
-5.72386193,6.96816285,0.11686341,0.00000000,2.11085981,4.19606513,0.22170980,2.13540488
-5.71785893,7.04936310,0.11787863,0.00000000,2.14618309,4.21910510,0.22807239,2.18299390
-5.71185593,7.13037287,0.11906230,0.00000000,2.18231458,4.24115745,0.23415616,2.23101043
-5.70585293,7.20920011,0.12041130,0.00000000,2.21892816,4.26105716,0.23990009,2.27868159
-5.69984992,7.28374239,0.12191708,0.00000000,2.25564931,4.27758794,0.24524484,2.32520041
-5.69384692,7.35185446,0.12356553,0.00000000,2.29206120,4.28953005,0.25013390,2.36974674
-5.68784392,7.41142331,0.12533718,0.00000000,2.32771314,4.29571275,0.25451490,2.41150966
-5.68184092,7.46044717,0.12720769,0.00000000,2.36213114,4.29506895,0.25834081,2.44971055
-5.67583792,7.49711492,0.12914867,0.00000000,2.39483032,4.28668903,0.26157114,2.48362608
-5.66983492,7.51988214,0.13112869,0.00000000,2.42532863,4.26987128,0.26417314,2.51261030
-5.66383192,7.52754045,0.13311446,0.00000000,2.45316163,4.24416607,0.26612283,2.53611496
-5.65782891,7.51927680,0.13507217,0.00000000,2.47789756,4.20941161,0.26740594,2.55370745
-5.65182591,7.49472006,0.13696887,0.00000000,2.49915246,4.16575922,0.26801868,2.56508569
-5.64582291,7.45397278,0.13877377,0.00000000,2.51660441,4.11368676,0.26796840,2.57008950
-5.63981991,7.39762657,0.14045955,0.00000000,2.53000655,4.05399950,0.26727401,2.56870800
-5.63381691,7.32676038,0.14200345,0.00000000,2.53919810,3.98781798,0.26596609,2.56108282
-5.62781391,7.24292148,0.14338820,0.00000000,2.54411282,3.91655351,0.26408692,2.54750691
-5.62181091,7.14808996,0.14460266,0.00000000,2.54478434,3.84187222,0.26169004,2.52841888
-5.61580790,7.04462776,0.14564222,0.00000000,2.54134795,3.76564902,0.25883959,2.50439315
-5.60980490,6.93521440,0.14650882,0.00000000,2.53403845,3.68991363,0.25560931,2.47612590
-5.60380190,6.82277144,0.14721072,0.00000000,2.52318386,3.61679079,0.25208117,2.44441733
-5.59779890,6.71037875,0.14776193,0.00000000,2.50919505,3.54843714,0.24834365,2.41015076
-5.59179590,6.60118538,0.14818129,0.00000000,2.49255159,3.48697728,0.24448969,2.37426901
-5.58579290,6.49831843,0.14849140,0.00000000,2.47378401,3.43444166,0.24061439,2.33774894
-5.57978989,6.40479313,0.14871727,0.00000000,2.45345346,3.39270841,0.23681232,2.30157489
-5.57378689,6.32342718,0.14888485,0.00000000,2.43212938,3.36345147,0.23317487,2.26671185
-5.56778389,6.25676254,0.14901949,0.00000000,2.41036630,3.34809655,0.22978727,2.23407938
-5.56178089,6.20699703,0.14914449,0.00000000,2.38868092,3.34778646,0.22672583,2.20452705
-5.55577789,6.17592809,0.14927958,0.00000000,2.36753047,3.36335649,0.22405517,2.17881224
-5.54977489,6.16491029,0.14943978,0.00000000,2.34729366,3.39532042,0.22182577,2.15758123
-5.54377189,6.17482752,0.14963430,0.00000000,2.32825500,3.44386696,0.22007190,2.14135392
-5.53776888,6.20608051,0.14986586,0.00000000,2.31059347,3.50886611,0.21880997,2.13051291
-5.53176588,6.25858911,0.15013030,0.00000000,2.29437607,3.58988454,0.21803756,2.12529705
