energy_ev,total_up,Cd_p_up,Cd_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.80790395,1.65956476,0.43078645,0.08771096,0.70286589,1.10071309,0.01755704,0.09323498,0.16050264,0.00000000
-5.80190095,1.62336944,0.42421225,0.08610116,0.69810971,1.06855731,0.01720936,0.09311969,0.16737014,0.00000000
-5.79589795,1.59703895,0.41984347,0.08484651,0.69884569,1.04289602,0.01693698,0.09346288,0.17587718,0.00000000
-5.78989495,1.58104357,0.41781306,0.08400154,0.70504708,1.02402784,0.01675114,0.09430059,0.18600358,0.00000000
-5.78389195,1.57565066,0.41819006,0.08360935,0.71658293,1.01213270,0.01666077,0.09565439,0.19769690,0.00000000
-5.77788894,1.58090173,0.42097508,0.08369998,0.73321388,1.00725505,0.01667216,0.09753020,0.21087093,0.00000000
-5.77188594,1.59659776,0.42609813,0.08428926,0.75459148,1.00929228,0.01678865,0.09991755,0.22540520,0.00000000
-5.76588294,1.62229369,0.43341906,0.08537823,0.78026129,1.01798898,0.01701054,0.10278956,0.24114558,0.00000000
-5.75987994,1.65730272,0.44273072,0.08695316,0.80967012,1.03293751,0.01733498,0.10610357,0.25790614,0.00000000
-5.75387694,1.70071040,0.45376492,0.08898607,0.84217709,1.05358488,0.01775611,0.10980241,0.27547226,0.00000000
-5.74787394,1.75139812,0.46620078,0.09143589,0.87706849,1.07924579,0.01826520,0.11381634,0.29360496,0.00000000
-5.74187094,1.80807531,0.47967546,0.09425010,0.91357593,1.10912129,0.01885101,0.11806548,0.31204638,0.00000000
-5.73586793,1.86931875,0.49379671,0.09736677,0.95089704,1.14232234,0.01950015,0.12246273,0.33052612,0.00000000
-5.72986493,1.93361770,0.50815674,0.10071699,0.98821809,1.17789725,0.02019760,0.12691694,0.34876841,0.00000000
-5.72386193,1.99942262,0.52234683,0.10422745,1.02473740,1.21486181,0.02092720,0.13133633,0.36649968,0.00000000
-5.71785893,2.06519552,0.53597207,0.10782320,1.05968881,1.25223083,0.02167230,0.13563182,0.38345627,0.00000000
-5.71185593,2.12945969,0.54866550,0.11143036,1.09236393,1.28904967,0.02241629,0.13972030,0.39939196,0.00000000
-5.70585293,2.19084653,0.56010103,0.11497865,1.12213246,1.32442448,0.02314319,0.14352752,0.41408502,0.00000000
-5.69984992,2.24813766,0.57000459,0.11840371,1.14845950,1.35754972,0.02383818,0.14699055,0.42734442,0.00000000
-5.69384692,2.30030028,0.57816298,0.12164905,1.17091929,1.38773204,0.02448806,0.15005967,0.43901502,0.00000000
-5.68784392,2.34651455,0.58442995,0.12466756,1.18920473,1.41440924,0.02508164,0.15269963,0.44898146,0.00000000
-5.68184092,2.38619186,0.58872940,0.12742250,1.20313249,1.43716401,0.02561001,0.15489017,0.45717063,0.00000000
-5.67583792,2.41898357,0.59105546,0.12988799,1.21264336,1.45573163,0.02606671,0.15662586,0.46355273,0.00000000
-5.66983492,2.44478002,0.59146963,0.13204898,1.21779835,1.47000184,0.02644781,0.15791519,0.46814075,0.00000000
-5.66383192,2.46370045,0.59009501,0.13390071,1.21877051,1.48001479,0.02675185,0.15877912,0.47098867,0.00000000
-5.65782891,2.47607456,0.58710818,0.13544772,1.21583319,1.48595172,0.02697967,0.15924901,0.47218837,0.00000000
-5.65182591,2.48241707,0.58272899,0.13670251,1.20934545,1.48812092,0.02713418,0.15936426,0.47186545,0.00000000
-5.64582291,2.48339686,0.57720901,0.13768392,1.19973524,1.48693987,0.02722004,0.15916957,0.47017435,0.00000000
-5.63981991,2.47980231,0.57081904,0.13841536,1.18748129,1.48291471,0.02724329,0.15871224,0.46729279,0.00000000
-5.63381691,2.47250498,0.56383657,0.13892293,1.17309453,1.47661795,0.02721095,0.15803945,0.46341598,0.00000000
-5.62781391,2.46242305,0.55653357,0.13923368,1.15709975,1.46866565,0.02713064,0.15719576,0.45875078,0.00000000
-5.62181091,2.45048663,0.54916541,0.13937400,1.14001827,1.45969505,0.02701015,0.15622103,0.45350995,0.00000000
-5.61580790,2.43760602,0.54196119,0.13936819,1.12235222,1.45034368,0.02685716,0.15514868,0.44790684,0.00000000
-5.60980490,2.42464442,0.53511610,0.13923745,1.10457079,1.44123056,0.02667889,0.15400461,0.44215048,0.00000000
-5.60380190,2.41239568,0.52878588,0.13899919,1.08709889,1.43294026,0.02648196,0.15280661,0.43644126,0.00000000
-5.59779890,2.40156769,0.52308371,0.13866667,1.07030832,1.42601015,0.02627219,0.15156431,0.43096725,0.00000000
-5.59179590,2.39277151,0.51807931,0.13824911,1.05451148,1.42092088,0.02605458,0.15027979,0.42590109,0.00000000
-5.58579290,2.38651594,0.51380035,0.13775208,1.03995768,1.41809029,0.02583335,0.14894856,0.42139748,0.00000000
-5.57978989,2.38320712,0.51023581,0.13717817,1.02683166,1.41787034,0.02561201,0.14756098,0.41759127,0.00000000
-5.57378689,2.38315232,0.50734099,0.13652797,1.01525439,1.42054680,0.02539353,0.14610392,0.41459592,0.00000000
-5.56778389,2.38656700,0.50504372,0.13580109,1.00528559,1.42634121,0.02518055,0.14456259,0.41250248,0.00000000
-5.56178089,2.39358426,0.50325140,0.13499731,0.99692787,1.43541448,0.02497558,0.14292242,0.41137884,0.00000000
-5.55577789,2.40426543,0.50185841,0.13411767,0.99013204,1.44787173,0.02478121,0.14117075,0.41126937,0.00000000
-5.54977489,2.41861109,0.50075332,0.13316539,0.98480345,1.46376757,0.02460036,0.13929845,0.41219474,0.00000000
-5.54377189,2.43657144,0.49982568,0.13214669,0.98080886,1.48311144,0.02443638,0.13730111,0.41415212,0.00000000
-5.53776888,2.45805540,0.49897188,0.13107128,0.97798378,1.50587257,0.02429320,0.13517990,0.41711556,0.00000000
-5.53176588,2.48293797,0.49809991,0.12995254,0.97613991,1.53198411,0.02417532,0.13294209,0.42103673,0.00000000
-5.52576288,2.51106535,0.49713276,0.12880751,0.97507252,1.56134628,0.02408784,0.13060103,0.42584596,0.00000000
-5.51975988,2.54225798,0.49601047,0.12765634,0.97456756,1.59382832,0.02403627,0.12817578,0.43145365,0.00000000
-5.51375688,2.57631131,0.49469071,0.12652169,0.97440835,1.62926939,0.02402634,0.12569036,0.43775207,0.00000000
-5.50775388,2.61299480,0.49314811,0.12542767,0.97438176,1.66747840,0.02406379,0.12317264,0.44461756,0.00000000
-5.50175088,2.65204943,0.49137236,0.12439868,0.97428359,1.70823308,0.02415397,0.12065304,0.45191318,0.00000000
-5.49574787,2.69318437,0.48936542,0.12345812,0.97392336,1.75127851,0.02430149,0.11816300,0.45949168,0.00000000
-5.48974487,2.73607332,0.48713810,0.12262701,0.97312810,1.79632560,0.02450987,0.11573348,0.46719892,0.00000000
-5.48374187,2.78035122,0.48470620,0.12192265,0.97174543,1.84304979,0.02478111,0.11339332,0.47487754,0.00000000
-5.47773887,2.82561204,0.48208659,0.12135739,0.96964570,1.89109049,0.02511539,0.11116788,0.48237083,0.00000000
-5.47173587,2.87140803,0.47929358,0.12093759,0.96672326,1.94005153,0.02551069,0.10907778,0.48952673,0.00000000
-5.46573287,2.91725108,0.47633558,0.12066286,0.96289702,1.98950308,0.02596265,0.10713781,0.49620178,0.00000000
-5.45972986,2.96261651,0.47321261,0.12052549,0.95811020,2.03898523,0.02646439,0.10535631,0.50226497,0.00000000
-5.45372686,3.00694941,0.46991448,0.12051037,0.95232958,2.08801338,0.02700649,0.10373465,0.50760130,0.00000000
-5.44772386,3.04967366,0.46641995,0.12059511,0.94554408,2.13608558,0.02757708,0.10226725,0.51211484,0.00000000
-5.44172086,3.09020338,0.46269679,0.12075068,0.93776317,2.18269162,0.02816207,0.10094176,0.51573144,0.00000000
-5.43571786,3.12795659,0.45870278,0.12094219,0.92901479,2.22732377,0.02874546,0.09973961,0.51840060,0.00000000
-5.42971486,3.16237048,0.45438750,0.12113013,0.91934336,2.26948873,0.02930977,0.09863685,0.52009678,0.00000000
-5.42371186,3.19291779,0.44969475,0.12127175,0.90880756,2.30872047,0.02983661,0.09760516,0.52081989,0.00000000
-5.41770885,3.21912338,0.44456561,0.12132269,0.89747830,2.34459325,0.03030718,0.09661303,0.52059496,0.00000000
-5.41170585,3.24058045,0.43894164,0.12123867,0.88543676,2.37673440,0.03070301,0.09562710,0.51947109,0.00000000
-5.40570285,3.25696526,0.43276833,0.12097722,0.87277253,2.40483602,0.03100655,0.09461347,0.51751960,0.00000000
-5.39969985,3.26804981,0.42599838,0.12049938,0.85958199,2.42866514,0.03120182,0.09353904,0.51483149,0.00000000
-5.39369685,3.27371165,0.41859465,0.11977128,0.84596679,2.44807165,0.03127502,0.09237280,0.51151444,0.00000000
-5.38769385,3.27394018,0.41053273,0.11876551,0.83203237,2.46299351,0.03121504,0.09108691,0.50768913,0.00000000
-5.38169085,3.26883901,0.40180290,0.11746228,0.81788668,2.47345894,0.03101394,0.08965775,0.50348540,0.00000000
-5.37568784,3.25862416,0.39241129,0.11585025,0.80363873,2.47958520,0.03066722,0.08806666,0.49903813,0.00000000
-5.36968484,3.24361798,0.38238046,0.11392705,0.78939722,2.48157415,0.03017404,0.08630050,0.49448303,0.00000000
-5.36368184,3.22423903,0.37174912,0.11169951,0.77526899,2.47970440,0.02953730,0.08435203,0.48995259,0.00000000
-5.35767884,3.20098828,0.36057113,0.10918346,0.76135737,2.47432067,0.02876358,0.08221997,0.48557218,0.00000000
-5.35167584,3.17443217,0.34891392,0.10640331,0.74776039,2.46582059,0.02786290,0.07990888,0.48145655,0.00000000
-5.34567284,3.14518339,0.33685626,0.10339120,0.73456889,2.45463969,0.02684843,0.07742891,0.47770668,0.00000000
-5.33966983,3.11388016,0.32448573,0.10018605,0.72186456,2.44123524,0.02573610,0.07479519,0.47440725,0.00000000
-5.33366683,3.08116500,0.31189581,0.09683225,0.70971797,2.42606972,0.02454404,0.07202728,0.47162467,0.00000000
-5.32766383,3.04766402,0.29918291,0.09337827,0.69818674,2.40959481,0.02329203,0.06914837,0.46940574,0.00000000
-5.32166083,3.01396765,0.28644341,0.08987517,0.68731384,2.39223652,0.02200094,0.06618443,0.46777693,0.00000000
-5.31565783,2.98061362,0.27377086,0.08637500,0.67712628,2.37438238,0.02069203,0.06316341,0.46674439,0.00000000
-5.30965483,2.94807307,0.26125351,0.08292933,0.66763419,2.35637110,0.01938642,0.06011429,0.46629452,0.00000000
-5.30365183,2.91674029,0.24897220,0.07958773,0.65883041,2.33848531,0.01810446,0.05706632,0.46639518,0.00000000
-5.29764882,2.88692647,0.23699874,0.07639644,0.65069070,2.32094752,0.01686521,0.05404825,0.46699742,0.00000000
-5.29164582,2.85885768,0.22539482,0.07339717,0.64317460,2.30391959,0.01568597,0.05108762,0.46803770,0.00000000
-5.28564282,2.83267700,0.21421139,0.07062609,0.63622702,2.28750549,0.01458194,0.04821023,0.46944051,0.00000000
-5.27963982,2.80845067,0.20348868,0.06811304,0.62978044,2.27175718,0.01356582,0.04543966,0.47112136,0.00000000
-5.27363682,2.78617772,0.19325655,0.06588096,0.62375775,2.25668325,0.01264770,0.04279695,0.47298992,0.00000000
-5.26763382,2.76580254,0.18353533,0.06394555,0.61807566,2.24225972,0.01183487,0.04030038,0.47495346,0.00000000
-5.26163082,2.74722976,0.17433702,0.06231521,0.61264853,2.22844239,0.01113180,0.03796534,0.47692022,0.00000000
-5.25562781,2.73034054,0.16566662,0.06099108,0.60739241,2.21518021,0.01054023,0.03580431,0.47880282,0.00000000
-5.24962481,2.71500956,0.15752373,0.05996746,0.60222931,2.20242867,0.01005924,0.03382694,0.48052153,0.00000000
-5.24362181,2.70112174,0.14990408,0.05923225,0.59709125,2.19016283,0.00968548,0.03204012,0.48200731,0.00000000
-5.23761881,2.68858794,0.14280105,0.05876767,0.59192421,2.17838910,0.00941342,0.03044823,0.48320452,0.00000000
-5.23161581,2.67735896,0.13620712,0.05855105,0.58669150,2.16715522,0.00923567,0.02905326,0.48407322,0.00000000
-5.22561281,2.66743701,0.13011502,0.05855577,0.58137660,2.15655805,0.00914327,0.02785506,0.48459100,0.00000000
-5.21960980,2.65888426,0.12451871,0.05875220,0.57598523,2.14674858,0.00912609,0.02685160,0.48475412,0.00000000
-5.21360680,2.65182802,0.11941407,0.05910875,0.57054649,2.13793408,0.00917322,0.02603913,0.48457815,0.00000000
-5.20760380,2.64646222,0.11479929,0.05959290,0.56511318,2.13037712,0.00927327,0.02541245,0.48409777,0.00000000
-5.20160080,2.64304530,0.11067498,0.06017219,0.55976096,2.12439147,0.00941484,0.02496514,0.48336592,0.00000000
-5.19559780,2.64189430,0.10704406,0.06081518,0.55458675,2.12033506,0.00958677,0.02468974,0.48245222,0.00000000
-5.18959480,2.64337561,0.10391135,0.06149232,0.54970598,2.11860026,0.00977850,0.02457799,0.48144069,0.00000000
-5.18359180,2.64789272,0.10128303,0.06217674,0.54524931,2.11960168,0.00998033,0.02462105,0.48042684,0.00000000
-5.17758879,2.65587139,0.09916597,0.06284492,0.54135842,2.12376229,0.01018366,0.02480972,0.47951423,0.00000000
-5.17158579,2.66774297,0.09756694,0.06347718,0.53818156,2.13149798,0.01038113,0.02513469,0.47881065,0.00000000
-5.16558279,2.68392650,0.09649182,0.06405813,0.53586865,2.14320160,0.01056682,0.02558681,0.47842404,0.00000000
-5.15957979,2.70481050,0.09594484,0.06457688,0.53456644,2.15922678,0.01073623,0.02615730,0.47845828,0.00000000
-5.15357679,2.73073501,0.09592785,0.06502721,0.53441373,2.17987232,0.01088633,0.02683807,0.47900914,0.00000000
-5.14757379,2.76197482,0.09643974,0.06540750,0.53553698,2.20536780,0.01101556,0.02762198,0.48016043,0.00000000
-5.14157079,2.79872449,0.09747592,0.06572062,0.53804646,2.23586084,0.01112370,0.02850311,0.48198065,0.00000000
-5.13556778,2.84108583,0.09902800,0.06597369,0.54203295,2.27140662,0.01121174,0.02947697,0.48452012,0.00000000
-5.12956478,2.88905816,0.10108363,0.06617771,0.54756529,2.31196003,0.01128181,0.03054077,0.48780892,0.00000000
-5.12356178,2.94253194,0.10362639,0.06634715,0.55468859,2.35737063,0.01133692,0.03169353,0.49185542,0.00000000
-5.11755878,3.00128571,0.10663597,0.06649943,0.56342324,2.40738082,0.01138085,0.03293625,0.49664577,0.00000000
-5.11155578,3.06498657,0.11008829,0.06665442,0.57376455,2.46162698,0.01141798,0.03427189,0.50214408,0.00000000
-5.10555278,3.13319399,0.11395592,0.06683386,0.58568307,2.51964382,0.01145308,0.03570535,0.50829329,0.00000000
-5.09954977,3.20536675,0.11820837,0.06706074,0.59912522,2.58087161,0.01149124,0.03724333,0.51501683,0.00000000
-5.09354677,3.28087277,0.12281262,0.06735871,0.61401433,2.64466609,0.01153774,0.03889414,0.52222065,0.00000000
-5.08754377,3.35900131,0.12773355,0.06775154,0.63025184,2.71031080,0.01159799,0.04066733,0.52979580,0.00000000
-5.08154077,3.43897722,0.13293447,0.06826249,0.64771848,2.77703146,0.01167750,0.04257338,0.53762122,0.00000000
-5.07553777,3.51997675,0.13837762,0.06891379,0.66627547,2.84401205,0.01178187,0.04462316,0.54556664,0.00000000
-5.06953477,3.60114449,0.14402466,0.06972614,0.68576562,2.91041210,0.01191687,0.04682749,0.55349559,0.00000000
-5.06353177,3.68161101,0.14983721,0.07071824,0.70601428,2.97538494,0.01208846,0.04919656,0.56126827,0.00000000
-5.05752876,3.76051085,0.15577734,0.07190635,0.72683032,3.03809631,0.01230291,0.05173944,0.56874431,0.00000000
-5.05152576,3.83700038,0.16180806,0.07330395,0.74800707,3.09774302,0.01256686,0.05446347,0.57578527,0.00000000
-5.04552276,3.91027536,0.16789383,0.07492145,0.76932349,3.15357124,0.01288740,0.05737386,0.58225701,0.00000000
-5.03951976,3.97958768,0.17400106,0.07676592,0.79054558,3.20489391,0.01327214,0.06047320,0.58803177,0.00000000
-5.03351676,4.04426106,0.18009861,0.07884093,0.81142829,3.25110687,0.01372920,0.06376117,0.59299005,0.00000000
-5.02751376,4.10370529,0.18615827,0.08114647,0.83171802,3.29170322,0.01426720,0.06723426,0.59702232,0.00000000
-5.02151076,4.15742870,0.19215520,0.08367886,0.85115580,3.32628552,0.01489512,0.07088567,0.60003056,0.00000000
-5.01550775,4.20504841,0.19806832,0.08643082,0.86948121,3.35457538,0.01562218,0.07470525,0.60192968,0.00000000
-5.00950475,4.24629805,0.20388068,0.08939153,0.88643704,3.37641991,0.01645754,0.07867961,0.60264880,0.00000000
-5.00350175,4.28103254,0.20957959,0.09254674,0.90177463,3.39179494,0.01741000,0.08279229,0.60213240,0.00000000
-4.99749875,4.30922965,0.21515677,0.09587896,0.91525974,3.40080454,0.01848761,0.08702402,0.60034136,0.00000000
-4.99149575,4.33098804,0.22060819,0.09936765,0.92667862,3.40367671,0.01969717,0.09135311,0.59725381,0.00000000
-4.98549275,4.34652174,0.22593391,0.10298944,0.93584430,3.40075543,0.02104379,0.09575577,0.59286572,0.00000000
-4.97948974,4.35615104,0.23113753,0.10671835,0.94260239,3.39248894,0.02253030,0.10020659,0.58719131,0.00000000
-4.97348674,4.36028994,0.23622561,0.11052607,0.94683652,3.37941482,0.02415680,0.10467891,0.58026307,0.00000000
-4.96748374,4.35943054,0.24120689,0.11438217,0.94847267,3.36214225,0.02592008,0.10914531,0.57213148,0.00000000
-4.96148074,4.35412500,0.24609135,0.11825439,0.94748246,3.34133204,0.02781329,0.11357792,0.56286421,0.00000000
-4.95547774,4.34496562,0.25088920,0.12210888,0.94388497,3.31767539,0.02982554,0.11794887,0.55254509,0.00000000
-4.94947474,4.33256398,0.25560987,0.12591049,0.93774697,3.29187213,0.03194176,0.12223055,0.54127248,0.00000000
-4.94347174,4.31753016,0.26026103,0.12962312,0.92918151,3.26460937,0.03414258,0.12639591,0.52915735,0.00000000
-4.93746873,4.30045284,0.26484773,0.13321003,0.91834491,3.23654164,0.03640455,0.13041873,0.51632100,0.00000000
-4.93146573,4.28188139,0.26937167,0.13663429,0.90543218,3.20827315,0.03870038,0.13427387,0.50289249,0.00000000
-4.92546273,4.26231080,0.27383082,0.13985923,0.89067117,3.18034319,0.04099946,0.13793746,0.48900592,0.00000000
-4.91945973,4.24217014,0.27821924,0.14284898,0.87431564,3.15321507,0.04326861,0.14138713,0.47479755,0.00000000
-4.91345673,4.22181506,0.28252725,0.14556913,0.85663765,3.12726900,0.04547283,0.14460229,0.46040302,0.00000000
-4.90745373,4.20152474,0.28674195,0.14798737,0.83791954,3.10279921,0.04757639,0.14756439,0.44595465,0.00000000
-4.90145073,4.18150312,0.29084806,0.15007428,0.81844608,3.08001505,0.04954389,0.15025722,0.43157895,0.00000000
-4.89544772,4.16188426,0.29482905,0.15180412,0.79849680,3.05904578,0.05134140,0.15266729,0.41739448,0.00000000
-4.88944472,4.14274129,0.29866848,0.15315560,0.77833925,3.03994864,0.05293765,0.15478417,0.40351005,0.00000000
-4.88344172,4.12409827,0.30235152,0.15411273,0.75822309,3.02271931,0.05430513,0.15660097,0.39002331,0.00000000
-4.87743872,4.10594391,0.30586660,0.15466558,0.73837548,3.00730405,0.05542110,0.15811473,0.37701985,0.00000000
-4.87143572,4.08824632,0.30920697,0.15481087,0.71899772,2.99361261,0.05626846,0.15932686,0.36457270,0.00000000
-4.86543272,4.07096766,0.31237218,0.15455262,0.70026331,2.98153101,0.05683642,0.16024355,0.35274225,0.00000000
-4.85942971,4.05407771,0.31536939,0.15390244,0.68231733,2.97093341,0.05712094,0.16087614,0.34157657,0.00000000
-4.85342671,4.03756559,0.31821441,0.15287980,0.66527707,2.96169230,0.05712490,0.16124138,0.33111207,0.00000000
-4.84742371,4.02144875,0.32093233,0.15151198,0.64923375,2.95368663,0.05685806,0.16136164,0.32137441,0.00000000
-4.84142071,4.00577898,0.32355788,0.14983383,0.63425518,2.94680735,0.05633669,0.16126500,0.31237965,0.00000000
-4.83541771,3.99064496,0.32613530,0.14788729,0.62038903,2.94096048,0.05558299,0.16098515,0.30413545,0.00000000
-4.82941471,3.97617160,0.32871781,0.14572069,0.60766655,2.93606755,0.05462430,0.16056116,0.29664246,0.00000000
-4.82341171,3.96251619,0.33136672,0.14338780,0.59610651,2.93206394,0.05349210,0.16003716,0.28989559,0.00000000
-4.81740870,3.94986187,0.33415008,0.14094674,0.58571908,2.92889529,0.05222089,0.15946170,0.28388529,0.00000000
-4.81140570,3.93840901,0.33714109,0.13845864,0.57650946,2.92651272,0.05084696,0.15888706,0.27859864,0.00000000
-4.80540270,3.92836509,0.34041609,0.13598623,0.56848107,2.92486740,0.04940716,0.15836834,0.27402043,0.00000000
-4.79939970,3.91993371,0.34405240,0.13359234,0.56163820,2.92390488,0.04793765,0.15796236,0.27013384,0.00000000
-4.79339670,3.91330355,0.34812595,0.13133825,0.55598787,2.92356001,0.04647275,0.15772641,0.26692109,0.00000000
-4.78739370,3.90863759,0.35270868,0.12928219,0.55154104,2.92375263,0.04504387,0.15771691,0.26436375,0.00000000
-4.78139070,3.90606326,0.35786596,0.12747767,0.54831285,2.92438447,0.04367862,0.15798784,0.26244282,0.00000000
-4.77538769,3.90566375,0.36365389,0.12597207,0.54632208,2.92533743,0.04240006,0.15858917,0.26113862,0.00000000
-4.76938469,3.90747066,0.37011658,0.12480516,0.54558986,2.92647320,0.04122616,0.15956516,0.26043036,0.00000000
-4.76338169,3.91145820,0.37728359,0.12400794,0.54613751,2.92763431,0.04016950,0.16095267,0.26029561,0.00000000
-4.75737869,3.91753879,0.38516735,0.12360147,0.54798384,2.92864610,0.03923713,0.16277945,0.26070951,0.00000000
-4.75137569,3.92556016,0.39376089,0.12359610,0.55114193,2.92931980,0.03843065,0.16506256,0.26164395,0.00000000
-4.74537269,3.93530395,0.40303579,0.12399077,0.55561554,2.92945601,0.03774652,0.16780687,0.26306659,0.00000000
-4.73936968,3.94648561,0.41294047,0.12477272,0.56139553,2.92884866,0.03717645,0.17100381,0.26494001,0.00000000
-4.73336668,3.95875593,0.42339897,0.12591740,0.56845630,2.92728905,0.03670804,0.17463040,0.26722084,0.00000000
-4.72736368,3.97170416,0.43431037,0.12738876,0.57675271,2.92457000,0.03632550,0.17864862,0.26985917,0.00000000
-4.72136068,3.98486308,0.44554876,0.12913982,0.58621762,2.92048990,0.03601040,0.18300518,0.27279812,0.00000000
-4.71535768,3.99771613,0.45696419,0.13111361,0.59676039,2.91485697,0.03574259,0.18763184,0.27597388,0.00000000
-4.70935468,4.00970703,0.46838431,0.13324446,0.60826641,2.90749359,0.03550108,0.19244621,0.27931601,0.00000000
-4.70335168,4.02025210,0.47961709,0.13545955,0.62059806,2.89824110,0.03526490,0.19735312,0.28274826,0.00000000
-4.69734867,4.02875533,0.49045450,0.13768077,0.63359697,2.88696510,0.03501396,0.20224656,0.28618990,0.00000000
-4.69134567,4.03462636,0.50067705,0.13982691,0.64708782,2.87356146,0.03472986,0.20701219,0.28955741,0.00000000
-4.68534267,4.03730095,0.51005935,0.14181589,0.66088339,2.85796310,0.03439655,0.21153028,0.29276664,0.00000000
-4.67933967,4.03626365,0.51837629,0.14356722,0.67479096,2.84014736,0.03400090,0.21567918,0.29573534,0.00000000
-4.67333667,4.03107176,0.52540990,0.14500450,0.68861951,2.82014392,0.03353320,0.21933897,0.29838584,0.00000000
-4.66733367,4.02137971,0.53095650,0.14605780,0.70218762,2.79804271,0.03298741,0.22239536,0.30064789,0.00000000
-4.66133067,4.00696256,0.53483392,0.14666597,0.71533146,2.77400144,0.03236134,0.22474365,0.30246142,0.00000000
-4.65532766,3.98773727,0.53688854,0.14677869,0.72791249,2.74825198,0.03165662,0.22629248,0.30377904,0.00000000
-4.64932466,3.96378024,0.53700170,0.14635819,0.73982444,2.72110499,0.03087858,0.22696732,0.30456821,0.00000000
-4.64332166,3.93533985,0.53509534,0.14538063,0.75099886,2.69295199,0.03003591,0.22671353,0.30481279,0.00000000
