energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,3.62485452,1.01164969,0.00000000,0.01357420,1.19603785,2.35428039,1.22912775
-5.99399700,3.51956431,0.97950393,0.00000000,0.01280910,1.16091027,2.28343562,1.19681364
-5.98799400,3.41438119,0.94740107,0.00000000,0.01205153,1.12612917,2.20981517,1.16517219
-5.98199100,3.31112717,0.91571226,0.00000000,0.01130843,1.09241784,2.13474261,1.13469655
-5.97598799,3.21161190,0.88481141,0.00000000,0.01058651,1.06046963,2.05958467,1.10587604
-5.96998499,3.11760338,0.85507092,0.00000000,0.00989216,1.03093526,1.98573034,1.07918891
-5.96398199,3.03079784,0.82685684,0.00000000,0.00923141,1.00441105,1.91456864,1.05509440
-5.95797899,2.95278915,0.80052331,0.00000000,0.00860985,0.98142806,1.84746519,1.03402422
-5.95197599,2.88503858,0.77640672,0.00000000,0.00803259,0.96244228,1.78573820,1.01637387
-5.94597299,2.82884543,0.75481966,0.00000000,0.00750420,0.94782604,1.73063406,1.00249392
-5.93996998,2.78531972,0.73604490,0.00000000,0.00702868,0.93786071,1.68330350,0.99268185
-5.93396698,2.75535746,0.72032982,0.00000000,0.00660939,0.93273090,1.64477858,0.98717456
-5.92796398,2.73961992,0.70788132,0.00000000,0.00624906,0.93252041,1.61595156,0.98614213
-5.92196098,2.73851749,0.69886173,0.00000000,0.00594974,0.93721012,1.59755617,0.98968307
-5.91595798,2.75219915,0.69338562,0.00000000,0.00571276,0.94667795,1.59015199,0.99782134
-5.90995498,2.78054826,0.69151790,0.00000000,0.00553877,0.96070129,1.59411258,1.01050536
-5.90395198,2.82318496,0.69327319,0.00000000,0.00542768,0.97896182,1.60961776,1.02760919
-5.89794897,2.87947555,0.69861642,0.00000000,0.00537871,1.00105292,1.63665036,1.04893577
-5.89194597,2.94854859,0.70746476,0.00000000,0.00539038,1.02648945,1.67499744,1.07422216
-5.88594297,3.02931719,0.71969062,0.00000000,0.00546052,1.05471994,1.72425605,1.10314669
-5.87993997,3.12050683,0.73512561,0.00000000,0.00558634,1.08514071,1.78384286,1.13533747
-5.87393697,3.22068747,0.75356524,0.00000000,0.00576443,1.11711150,1.85300749,1.17038207
-5.86793397,3.32830867,0.77477410,0.00000000,0.00599081,1.14997218,1.93084858,1.20783788
-5.86193097,3.44173628,0.79849124,0.00000000,0.00626100,1.18305975,2.01633198,1.24724264
-5.85592796,3.55928910,0.82443559,0.00000000,0.00657004,1.21572519,2.10831013,1.28812466
-5.84992496,3.67927404,0.85231113,0.00000000,0.00691258,1.24734917,2.20554189,1.33001243
-5.84392196,3.80001855,0.88181161,0.00000000,0.00728288,1.27735633,2.30671215,1.37244312
-5.83791896,3.91989913,0.91262482,0.00000000,0.00767497,1.30522723,2.41045054,1.41496984
-5.83191596,4.03736525,0.94443626,0.00000000,0.00808259,1.33050791,2.51534901,1.45716743
-5.82591296,4.15095832,0.97693222,0.00000000,0.00849935,1.35281645,2.61997811,1.49863673
-5.81990995,4.25932562,1.00980243,0.00000000,0.00891874,1.37184664,2.72290199,1.53900760
-5.81390695,4.36122975,1.04274222,0.00000000,0.00933419,1.38736879,2.82269251,1.57794058
-5.80790395,4.45555411,1.07545462,0.00000000,0.00973917,1.39922785,2.91794296,1.61512773
-5.80190095,4.54130554,1.10765226,0.00000000,0.01012724,1.40733935,3.00728180,1.65029288
-5.79589795,4.61761503,1.13905946,0.00000000,0.01049211,1.41168347,3.08938723,1.68319150
-5.78989495,4.68373773,1.16941464,0.00000000,0.01082773,1.41229810,3.16300310,1.71361074
-5.78389195,4.73905324,1.19847297,0.00000000,0.01112839,1.40927106,3.22695642,1.74136971
-5.77788894,4.78306695,1.22600958,0.00000000,0.01138877,1.40273239,3.28017700,1.76632031
-5.77188594,4.81541298,1.25182311,0.00000000,0.01160407,1.39284701,3.32171888,1.78834858
-5.76588294,4.83585890,1.27573954,0.00000000,0.01177009,1.37980809,3.35078333,1.80737667
