energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.68184092,1.59988441,0.00707328,0.11760995,0.33892716,0.18357594,0.24124713,0.67987512,0.01018119,0.63573257
-5.67583792,1.70500232,0.00745829,0.12815038,0.35439932,0.19597180,0.26240490,0.72016883,0.01079094,0.68109982
-5.66983492,1.81741094,0.00784829,0.13998422,0.37099022,0.20929179,0.28555282,0.76373683,0.01142733,0.72843891
-5.66383192,1.93616668,0.00823504,0.15305936,0.38847375,0.22337474,0.31053495,0.81038425,0.01207699,0.77718050
-5.65782891,2.06021203,0.00861010,0.16730641,0.40660256,0.23804883,0.33716324,0.85986543,0.01272641,0.82671928
-5.65182591,2.18840007,0.00896499,0.18264036,0.42511495,0.25313568,0.36522049,0.91188843,0.01336233,0.87642949
-5.64582291,2.31952321,0.00929144,0.19896298,0.44374240,0.26845483,0.39446429,0.96612151,0.01397208,0.92568178
-5.63981991,2.45234501,0.00958163,0.21616565,0.46221768,0.28382832,0.42463203,1.02220134,0.01454393,0.97386080
-5.63381691,2.58563397,0.00982836,0.23413269,0.48028303,0.29908532,0.45544673,1.07974247,0.01506741,1.02038291
-5.62781391,2.71819807,0.01002532,0.25274504,0.49769815,0.31406660,0.48662360,1.13834787,0.01553359,1.06471321
-5.62181091,2.84891824,0.01016720,0.27188410,0.51424774,0.32862860,0.51787713,1.19761974,0.01593534,1.10638132
-5.61580790,2.97677954,0.01024991,0.29143563,0.52974814,0.34264708,0.54892840,1.25717028,0.01626746,1.14499501
-5.60980490,3.10089825,0.01027067,0.31129346,0.54405282,0.35601997,0.57951231,1.31663159,0.01652680,1.18025122
-5.60380190,3.22054355,0.01022806,0.33136279,0.55705649,0.36866945,0.60938440,1.37566433,0.01671227,1.21194373
-5.59779890,3.33515250,0.01012211,0.35156294,0.56869746,0.38054303,0.63832699,1.43396449,0.01682479,1.23996722
-5.59179590,3.44433749,0.00995423,0.37182931,0.57895831,0.39161360,0.66615420,1.49126793,0.01686717,1.26431741
-5.58579290,3.54788543,0.00972718,0.39211431,0.58786466,0.40187842,0.69271561,1.54735241,0.01684384,1.28508708
-5.57978989,3.64574865,0.00944495,0.41238728,0.59548208,0.41135709,0.71789838,1.60203682,0.01676065,1.30245834
-5.57378689,3.73802773,0.00911260,0.43263322,0.60191136,0.42008853,0.74162758,1.65517787,0.01662450,1.31669120
-5.56778389,3.82494706,0.00873611,0.45285030,0.60728218,0.42812718,0.76386471,1.70666426,0.01644301,1.32810919
-5.56178089,3.90682424,0.00832217,0.47304632,0.61174559,0.43553857,0.78460443,1.75640870,0.01622415,1.33708246
-5.55577789,3.98403492,0.00787794,0.49323413,0.61546563,0.44239451,0.80386960,1.80433842,0.01597585,1.34400933
-5.54977489,4.05697490,0.00741088,0.51342626,0.61861042,0.44876807,0.82170496,1.85038463,0.01570565,1.34929712
-5.54377189,4.12602150,0.00692845,0.53362908,0.62134321,0.45472880,0.83816964,1.89447172,0.01542044,1.35334310
-5.53776888,4.19149637,0.00643797,0.55383665,0.62381381,0.46033822,0.85332904,1.93650698,0.01512613,1.35651661
-5.53176588,4.25363175,0.00594642,0.57402481,0.62615079,0.46564603,0.86724643,1.97637148,0.01482749,1.35914307
-5.52576288,4.31254215,0.00546024,0.59414569,0.62845484,0.47068709,0.87997480,2.01391284,0.01452801,1.36149066
-5.51975988,4.36820304,0.00498524,0.61412310,0.63079357,0.47547947,0.89154947,2.04894051,0.01422985,1.36376026
-5.51375688,4.42043779,0.00452647,0.63384905,0.63319805,0.48002358,0.90198180,2.08122390,0.01393388,1.36607906
-5.50775388,4.46891370,0.00408816,0.65318184,0.63566117,0.48430236,0.91125455,2.11049372,0.01363973,1.36849794
-5.50175088,4.51314734,0.00367372,0.67194565,0.63813782,0.48828269,0.91931896,2.13644653,0.01334597,1.37099276
-5.49574787,4.55251900,0.00328568,0.68993207,0.64054705,0.49191771,0.92609400,2.15875241,0.01305030,1.37346924
-5.48974487,4.58629557,0.00292577,0.70690338,0.64277576,0.49515002,0.93146769,2.17706541,0.01274979,1.37577103
-5.48374187,4.61366052,0.00259493,0.72259762,0.64468397,0.49791549,0.93530044,2.19103635,0.01244115,1.37769045
-5.47773887,4.63374953,0.00229343,0.73673529,0.64611125,0.50014743,0.93743045,2.20032721,0.01212097,1.37898123
-5.47173587,4.64568981,0.00202090,0.74902744,0.64688393,0.50178094,0.93768059,2.20462648,0.01178600,1.37937248
-5.46573287,4.64864107,0.00177646,0.75918474,0.64682290,0.50275702,0.93586671,2.20366448,0.01143336,1.37858313
-5.45972986,4.64183608,0.00155879,0.76692733,0.64575139,0.50302635,0.93180672,2.19722809,0.01106077,1.37633607
-5.45372686,4.62461867,0.00136628,0.77199481,0.64350257,0.50255239,0.92533008,2.18517374,0.01066671,1.37237132
-5.44772386,4.59647732,0.00119704,0.77415613,0.63992652,0.50131369,0.91628724,2.16743821,0.01025048,1.36645763
-5.44172086,4.55707284,0.00104907,0.77321873,0.63489634,0.49930533,0.90455844,2.14404651,0.00981234,1.35840198
-5.43571786,4.50625862,0.00092029,0.76903677,0.62831309,0.49653925,0.89006155,2.11511635,0.00935343,1.34805677
-5.42971486,4.44409286,0.00080863,0.76151777,0.62010960,0.49304365,0.87275849,2.08085899,0.00887582,1.33532443
-5.42371186,4.37084221,0.00071205,0.75062770,0.61025272,0.48886151,0.85266003,2.04157640,0.00838233,1.32015939
-5.41770885,4.28697686,0.00062864,0.73639395,0.59874438,0.48404817,0.82982860,1.99765466,0.00787651,1.30256764
-5.41170585,4.19315757,0.00055661,0.71890637,0.58562118,0.47866835,0.80437922,1.94955419,0.00736241,1.28260409
-5.40570285,4.09021542,0.00049432,0.69831607,0.57095280,0.47279264,0.77647828,1.89779687,0.00684446,1.26036789
-5.39969985,3.97912545,0.00044030,0.67483220,0.55483929,0.46649378,0.74634050,1.84295099,0.00632729,1.23599642
-5.39369685,3.86097564,0.00039327,0.64871681,0.53740747,0.45984287,0.71422408,1.78561455,0.00581558,1.20965808
-5.38769385,3.73693271,0.00035210,0.62027802,0.51880664,0.45290586,0.68042434,1.72639764,0.00531385,1.18154464
-5.38169085,3.60820648,0.00031582,0.58986172,0.49920379,0.44574034,0.64526610,1.66590482,0.00482635,1.15186330
-5.37568784,3.47601432,0.00028365,0.55784235,0.47877862,0.43839295,0.60909530,1.60471814,0.00435694,1.12082917
-5.36968484,3.34154741,0.00025491,0.52461287,0.45771842,0.43089753,0.57226999,1.54338168,0.00390899,1.08865829
-5.36368184,3.20594006,0.00022907,0.49057455,0.43621327,0.42327403,0.53515127,1.48238805,0.00348529,1.05556165
-5.35767884,3.07024336,0.00020569,0.45612689,0.41445142,0.41552827,0.49809441,1.42216754,0.00308801,1.02174032
-5.35167584,2.93540396,0.00018443,0.42165797,0.39261523,0.40765263,0.46144057,1.36308026,0.00271874,0.98738192
-5.34567284,2.80224877,0.00016503,0.38753565,0.37087770,0.39962740,0.42550928,1.30541145,0.00237842,0.95265831
-5.33966983,2.67147567,0.00014727,0.35409994,0.34939960,0.39142304,0.39059212,1.24937013,0.00206743,0.91772478
-5.33366683,2.54365039,0.00013100,0.32165658,0.32832733,0.38300287,0.35694746,1.19509086,0.00178559,0.88272025
-5.32766383,2.41920912,0.00011611,0.29047217,0.30779139,0.37432628,0.32479676,1.14263857,0.00153228,0.84776870
-5.32166083,2.29846636,0.00010248,0.26077082,0.28790564,0.36535225,0.29432209,1.09201593,0.00130645,0.81298133
-5.31565783,2.18162709,0.00009005,0.23273230,0.26876704,0.35604283,0.26566511,1.04317282,0.00110673,0.77845937
-5.30965483,2.06880246,0.00007874,0.20649175,0.25045594,0.34636667,0.23892735,0.99601740,0.00093151,0.74429730
-5.30365183,1.96002771,0.00006851,0.18214070,0.23303681,0.33630214,0.21417160,0.95042812,0.00077898,0.71058600
-5.29764882,1.85528136,0.00005928,0.15972928,0.21655933,0.32584012,0.19142440,0.90626600,0.00064724,0.67741585
-5.29164582,1.75450439,0.00005102,0.13926952,0.20105960,0.31498612,0.17067920,0.86338663,0.00053432,0.64487934
-5.28564282,1.65761843,0.00004366,0.12073926,0.18656157,0.30376178,0.15190029,0.82165132,0.00043828,0.61307305
-5.27963982,1.56454209,0.00003714,0.10408684,0.17307841,0.29220557,0.13502699,0.78093676,0.00035719,0.58209884
-5.27363682,1.47520446,0.00003140,0.08923587,0.16061381,0.28037273,0.11997809,0.74114306,0.00028925,0.55206414
-5.26763382,1.38955545,0.00002639,0.07609031,0.14916323,0.26833436,0.10665623,0.70219954,0.00023274,0.52308128
-5.26163082,1.30757251,0.00002204,0.06453933,0.13871484,0.25617582,0.09495219,0.66406841,0.00018607,0.49526583
-5.25562781,1.22926358,0.00001829,0.05446200,0.12925034,0.24399441,0.08474875,0.62674613,0.00014782,0.46873416
-5.24962481,1.15466647,0.00001508,0.04573156,0.12074552,0.23189650,0.07592423,0.59026256,0.00011669,0.44360010
-5.24362181,1.08384502,0.00001236,0.03821924,0.11317061,0.21999414,0.06835552,0.55467817,0.00009154,0.41997114
-5.23761881,1.01688235,0.00001006,0.03179752,0.10649048,0.20840151,0.06192055,0.52007948,0.00007136,0.39794416
-5.23161581,0.95387211,0.00000814,0.02634284,0.10066468,0.19723108,0.05650031,0.48657326,0.00005529,0.37760110
-5.22561281,0.89490818,0.00000654,0.02173772,0.09564744,0.18658987,0.05198033,0.45427973,0.00004258,0.35900469
-5.21960980,0.84007383,0.00000522,0.01787235,0.09138765,0.17657586,0.04825171,0.42332540,0.00003260,0.34219456
-5.21360680,0.78943098,0.00000415,0.01464563,0.08782887,0.16727470,0.04521181,0.39383580,0.00002483,0.32718399
-5.20760380,0.74301032,0.00000328,0.01196583,0.08490952,0.15875690,0.04276458,0.36592867,0.00001882,0.31395744
-5.20160080,0.70080297,0.00000258,0.00975078,0.08256316,0.15107553,0.04082073,0.33970784,0.00001422,0.30246908
-5.19559780,0.66275415,0.00000203,0.00792778,0.08071902,0.14426457,0.03929764,0.31525827,0.00001075,0.29264241
-5.18959480,0.62875932,0.00000160,0.00643323,0.07930278,0.13833787,0.03811930,0.29264230,0.00000817,0.28437107
-5.18359180,0.59866288,0.00000128,0.00521213,0.07823750,0.13328894,0.03721613,0.27189736,0.00000631,0.27752081
-5.17758879,0.57225967,0.00000105,0.00421738,0.07744485,0.12909129,0.03652485,0.25303520,0.00000504,0.27193255
-5.17158579,0.54929904,0.00000090,0.00340900,0.07684651,0.12569952,0.03598844,0.23604250,0.00000425,0.26742649
-5.16558279,0.52949133,0.00000083,0.00275343,0.07636563,0.12305100,0.03555602,0.22088284,0.00000390,0.26380699
-5.15957979,0.51251633,0.00000083,0.00222267,0.07592848,0.12106805,0.03518296,0.20749992,0.00000396,0.26086813
-5.15357679,0.49803336,0.00000091,0.00179357,0.07546603,0.11966064,0.03483088,0.19582160,0.00000444,0.25839967
-5.14757379,0.48569243,0.00000107,0.00144713,0.07491551,0.11872935,0.03446778,0.18576470,0.00000537,0.25619312
-5.14157079,0.47514581,0.00000134,0.00116786,0.07422174,0.11816861,0.03406810,0.17724014,0.00000683,0.25404778
-5.13556778,0.46605965,0.00000173,0.00094321,0.07333843,0.11787006,0.03361279,0.17015822,0.00000892,0.25177637
-5.12956478,0.45812498,0.00000227,0.00076307,0.07222900,0.11772592,0.03308926,0.16443368,0.00001179,0.24921014
-5.12356178,0.45106757,0.00000299,0.00061939,0.07086728,0.11763225,0.03249133,0.15999035,0.00001565,0.24620329
-5.11755878,0.44465641,0.00000395,0.00050575,0.06923776,0.11749200,0.03181896,0.15676510,0.00002072,0.24263639
-5.11155578,0.43871024,0.00000520,0.00041714,0.06733554,0.11721786,0.03107791,0.15471088,0.00002733,0.23841893
-5.10555278,0.43310213,0.00000682,0.00034966,0.06516592,0.11673460,0.03027933,0.15379889,0.00003583,0.23349078
-5.09954977,0.42776176,0.00000888,0.00030038,0.06274372,0.11598112,0.02943910,0.15401948,0.00004668,0.22782258
-5.09354677,0.42267549,0.00001149,0.00026714,0.06009226,0.11491191,0.02857712,0.15538204,0.00006040,0.22141524
-5.08754377,0.41788425,0.00001476,0.00024847,0.05724216,0.11349810,0.02771657,0.15791368,0.00007761,0.21429837
-5.08154077,0.41347931,0.00001882,0.00024348,0.05423002,0.11172789,0.02688299,0.16165690,0.00009902,0.20652805
-5.07553777,0.40959631,0.00002384,0.00025181,0.05109690,0.10960650,0.02610340,0.16666630,0.00012544,0.19818384
-5.06953477,0.40640765,0.00002999,0.00027352,0.04788684,0.10715564,0.02540539,0.17300439,0.00015776,0.18936532
-5.06353177,0.40411379,0.00003744,0.00030915,0.04464545,0.10441248,0.02481625,0.18073687,0.00019700,0.18018827
-5.05752876,0.40293351,0.00004642,0.00035959,0.04141851,0.10142813,0.02436219,0.18992741,0.00024422,0.17078072
-5.05152576,0.40309396,0.00005714,0.00042613,0.03825073,0.09826593,0.02406759,0.20063226,0.00030059,0.16127885
-5.04552276,0.40482043,0.00006982,0.00051038,0.03518477,0.09499925,0.02395447,0.21289485,0.00036732,0.15182322
-5.03951976,0.40832658,0.00008470,0.00061431,0.03226036,0.09170920,0.02404200,0.22674071,0.00044564,0.14255503
-5.03351676,0.41380529,0.00010203,0.00074020,0.02951372,0.08848218,0.02434620,0.24217279,0.00053677,0.13361289
-5.02751376,0.42142056,0.00012201,0.00089061,0.02697715,0.08540736,0.02487990,0.25916754,0.00064190,0.12512996
-5.02151076,0.43130062,0.00014486,0.00106842,0.02467885,0.08257421,0.02565269,0.27767183,0.00076210,0.11723162
-5.01550775,0.44353265,0.00017075,0.00127674,0.02264298,0.08007016,0.02667118,0.29760091,0.00089832,0.11003360
-5.00950475,0.45815904,0.00019982,0.00151895,0.02088985,0.07797840,0.02793932,0.31883743,0.00105127,0.10364073
-5.00350175,0.47517548,0.00023217,0.00179867,0.01943626,0.07637597,0.02945891,0.34123174,0.00122144,0.09814613
-4.99749875,0.49453082,0.00026781,0.00211972,0.01829592,0.07533209,0.03123016,0.36460328,0.00140897,0.09363096
-4.99149575,0.51612860,0.00030671,0.00248614,0.01748008,0.07490687,0.03325236,0.38874318,0.00161361,0.09016451
-4.98549275,0.53983026,0.00034873,0.00290212,0.01699799,0.07515035,0.03552461,0.41341793,0.00183470,0.08780478
-4.97948974,0.56545970,0.00039366,0.00337206,0.01685755,0.07610185,0.03804647,0.43837397,0.00207110,0.08659925
-4.97348674,0.59280910,0.00044120,0.00390046,0.01706587,0.07778977,0.04081873,0.46334304,0.00232118,0.08658590
-4.96748374,0.62164568,0.00049092,0.00449196,0.01762972,0.08023164,0.04384394,0.48804810,0.00258277,0.08779439
-4.96148074,0.65171895,0.00054232,0.00515130,0.01855597,0.08343444,0.04712696,0.51220962,0.00285320,0.09024722
-4.95547774,0.68276840,0.00059480,0.00588325,0.01985195,0.08739529,0.05067530,0.53555197,0.00312931,0.09396084
-4.94947474,0.71453098,0.00064768,0.00669260,0.02152557,0.09210216,0.05449928,0.55780962,0.00340750,0.09894663
-4.94347174,0.74674829,0.00070019,0.00758404,0.02358544,0.09753487,0.05861198,0.57873308,0.00368377,0.10521167
-4.93746873,0.77917294,0.00075153,0.00856212,0.02604073,0.10366610,0.06302900,0.59809420,0.00395384,0.11275915
-4.93146573,0.81157406,0.00080083,0.00963110,0.02890096,0.11046234,0.06776790,0.61569071,0.00421324,0.12158856
-4.92546273,0.84374145,0.00084724,0.01079481,0.03217560,0.11788490,0.07284743,0.63134993,0.00445741,0.13169538
-4.91945973,0.87548836,0.00088991,0.01205652,0.03587351,0.12589072,0.07828656,0.64493138,0.00468187,0.14307045
-4.91345673,0.90665288,0.00092800,0.01341867,0.04000228,0.13443305,0.08410322,0.65632837,0.00488231,0.15569890
-4.90745373,0.93709763,0.00096079,0.01488274,0.04456741,0.14346200,0.09031289,0.66546850,0.00505478,0.16955882
-4.90145073,0.96670811,0.00098758,0.01644892,0.04957140,0.15292479,0.09692709,0.67231311,0.00519576,0.18461950
-4.89544772,0.99538965,0.00100784,0.01811590,0.05501284,0.16276586,0.10395175,0.67685570,0.00530231,0.20083955
-4.88944472,1.02306325,0.00102112,0.01988062,0.06088536,0.17292677,0.11138558,0.67911960,0.00537220,0.21816485
-4.88344172,1.04966056,0.00102715,0.02173800,0.06717669,0.18334598,0.11921857,0.67915483,0.00540392,0.23652653
-4.87743872,1.07511827,0.00102579,0.02368071,0.07386770,0.19395850,0.12743055,0.67703452,0.00539679,0.25583902
-4.87143572,1.09937245,0.00101708,0.02569905,0.08093165,0.20469549,0.13599006,0.67285091,0.00535098,0.27599840
-4.86543272,1.12235296,0.00100120,0.02778074,0.08833345,0.21548388,0.14485352,0.66671131,0.00526747,0.29688115
-4.85942971,1.14397853,0.00097849,0.02991095,0.09602927,0.22624618,0.15396470,0.65873406,0.00514803,0.31834339
-4.85342671,1.16415275,0.00094943,0.03207226,0.10396628,0.23690034,0.16325472,0.64904476,0.00499520,0.34022082
-4.84742371,1.18276135,0.00091462,0.03424488,0.11208277,0.24735994,0.17264245,0.63777292,0.00481213,0.36232930
-4.84142071,1.19967095,0.00087475,0.03640678,0.12030849,0.25753463,0.18203542,0.62504909,0.00460253,0.38446636
-4.83541771,1.21472948,0.00083062,0.03853415,0.12856543,0.26733101,0.19133121,0.61100264,0.00437052,0.40641343
-4.82941471,1.22776842,0.00078304,0.04060177,0.13676881,0.27665374,0.20041932,0.59576022,0.00412051,0.42793900
-4.82341171,1.23860680,0.00073290,0.04258359,0.14482858,0.28540719,0.20918346,0.57944487,0.00385707,0.44880260
-4.81740870,1.24705688,0.00068103,0.04445340,0.15265111,0.29349731,0.21750420,0.56217579,0.00358478,0.46875945
-4.81140570,1.25293137,0.00062830,0.04618550,0.16014126,0.30083394,0.22526192,0.54406867,0.00330813,0.48756589
-4.80540270,1.25605197,0.00057548,0.04775552,0.16720470,0.30733333,0.23233994,0.52523657,0.00303139,0.50498523
-4.79939970,1.25625884,0.00052332,0.04914118,0.17375048,0.31292090,0.23862778,0.50579114,0.00275854,0.52079414
-4.79339670,1.25342078,0.00047247,0.05032313,0.17969375,0.31753407,0.24402445,0.48584417,0.00249320,0.53478912
-4.78739370,1.24744568,0.00042350,0.05128574,0.18495863,0.32112514,0.24844156,0.46550923,0.00223857,0.54679312
-4.78139070,1.23829095,0.00037688,0.05201784,0.18948107,0.32366407,0.25180634,0.44490343,0.00199741,0.55666198
-4.77538769,1.22597341,0.00033299,0.05251344,0.19321179,0.32514105,0.25406431,0.42414915,0.00177205,0.56429060
-4.76938469,1.21057856,0.00029210,0.05277231,0.19611902,0.32556879,0.25518162,0.40337563,0.00156441,0.56961853
-4.76338169,1.19226859,0.00025440,0.05280055,0.19819119,0.32498436,0.25514695,0.38272041,0.00137604,0.57263494
-4.75737869,1.17128922,0.00021998,0.05261094,0.19943931,0.32345059,0.25397292,0.36233060,0.00120819,0.57338270
-4.75137569,1.14797476,0.00018886,0.05222329,0.19989906,0.32105684,0.25169705,0.34236397,0.00106189,0.57196141
-4.74537269,1.12275156,0.00016099,0.05166461,0.19963251,0.31791914,0.24838204,0.32298978,0.00093801,0.56852938
-4.73936968,1.09613932,0.00013627,0.05096913,0.19872942,0.31417971,0.24411562,0.30438951,0.00083739,0.56330414
-4.73336668,1.06875048,0.00011453,0.05017827,0.19730792,0.31000557,0.23900977,0.28675728,0.00076090,0.55656173
-4.72736368,1.04128722,0.00009561,0.04934043,0.19551476,0.30558662,0.23319935,0.27030022,0.00070959,0.54863442
-4.72136068,1.01453630,0.00007927,0.04851068,0.19352474,0.30113282,0.22684028,0.25523846,0.00068473,0.53990693
-4.71535768,0.98936141,0.00006531,0.04775025,0.19153957,0.29687072,0.22010711,0.24180496,0.00068794,0.53081106
-4.70935468,0.96669316,0.00005348,0.04712603,0.18978583,0.29303934,0.21319015,0.23024498,0.00072122,0.52181883
-4.70335168,0.94751652,0.00004356,0.04670974,0.18851228,0.28988537,0.20629211,0.22081504,0.00078705,0.51343404
-4.69734867,0.93285575,0.00003533,0.04657711,0.18798615,0.28765787,0.19962437,0.21378146,0.00088842,0.50618252
-4.69134567,0.92375693,0.00002858,0.04680677,0.18848868,0.28660263,0.19340286,0.20941803,0.00102880,0.50060096
-4.68534267,0.92126788,0.00002311,0.04747903,0.19030974,0.28695605,0.18784363,0.20800305,0.00121221,0.49722470
-4.67933967,0.92641599,0.00001875,0.04867444,0.19374159,0.28893898,0.18315815,0.20981523,0.00144310,0.49657457
-4.67333667,0.94018374,0.00001534,0.05047216,0.19907188,0.29275046,0.17954854,0.21512861,0.00172633,0.49914311
-4.66733367,0.96348257,0.00001274,0.05294816,0.20657590,0.29856158,0.17720259,0.22420634,0.00206702,0.50538044
-4.66133067,0.99712517,0.00001082,0.05617314,0.21650823,0.30650957,0.17628888,0.23729317,0.00247043,0.51568007
-4.65532766,1.04179708,0.00000949,0.06021043,0.22909400,0.31669241,0.17695200,0.25460694,0.00294179,0.53036516
-4.64932466,1.09802789,0.00000866,0.06511361,0.24451991,0.32916396,0.17930797,0.27632894,0.00348604,0.54967559
-4.64332166,1.16616317,0.00000824,0.07092417,0.26292532,0.34392984,0.18344011,0.30259355,0.00410761,0.57375615
