energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.40673252,0.02152551,0.03325645,0.00477082,0.45449621,0.27322088,0.09338814,0.19378608,0.49798855
-5.99399700,1.44805673,0.02353008,0.03337225,0.00489261,0.47453017,0.28465978,0.09830996,0.20371409,0.50404246
-5.98799400,1.50182594,0.02577402,0.03355960,0.00512099,0.49899553,0.29826675,0.10456948,0.21519490,0.51411170
-5.98199100,1.56723343,0.02824292,0.03381594,0.00545908,0.52761193,0.31387484,0.11213811,0.22812277,0.52788080
-5.97598799,1.64328808,0.03091821,0.03413784,0.00590958,0.56002713,0.33128367,0.12097008,0.24236506,0.54498006
-5.96998499,1.72882998,0.03377727,0.03452109,0.00647467,0.59582257,0.35026247,0.13100220,0.25776424,0.56499156
-5.96398199,1.82254988,0.03679387,0.03496076,0.00715596,0.63452056,0.37055423,0.14215363,0.27414051,0.58745627
-5.95797899,1.92301260,0.03993852,0.03545128,0.00795443,0.67559314,0.39188060,0.15432601,0.29129535,0.61188229
-5.95197599,2.02868405,0.04317911,0.03598657,0.00887029,0.71847230,0.41394770,0.16740384,0.30901563,0.63775407
-5.94597299,2.13796163,0.04648160,0.03656020,0.00990287,0.76256176,0.43645265,0.18125536,0.32707851,0.66454251
-5.93996998,2.24920743,0.04981078,0.03716561,0.01105052,0.80724966,0.45909059,0.19573377,0.34525683,0.69171579
-5.93396698,2.36078348,0.05313112,0.03779634,0.01231047,0.85192223,0.48156210,0.21067914,0.36332493,0.71875065
-5.92796398,2.47108810,0.05640771,0.03844635,0.01367870,0.89597777,0.50358068,0.22592069,0.38106468,0.74514389
-5.92196098,2.57859237,0.05960711,0.03911030,0.01514987,0.93884071,0.52488004,0.24127979,0.39827153,0.77042356
-5.91595798,2.68187525,0.06269829,0.03978389,0.01671723,0.97997519,0.54522090,0.25657332,0.41476038,0.79415969
-5.90995498,2.77965646,0.06565337,0.04046418,0.01837256,1.01889766,0.56439707,0.27161761,0.43037093,0.81597402
-5.90395198,2.87082547,0.06844841,0.04114989,0.02010617,1.05518814,0.58224041,0.28623264,0.44497238,0.83554833
-5.89794897,2.95446573,0.07106397,0.04184163,0.02190691,1.08849958,0.59862465,0.30024644,0.45846724,0.85263109
-5.89194597,3.02987289,0.07348551,0.04254208,0.02376223,1.11856494,0.61346761,0.31349956,0.47079398,0.86704211
-5.88594297,3.09656632,0.07570366,0.04325612,0.02565822,1.14520183,0.62673204,0.32584935,0.48192851,0.87867492
-5.87993997,3.15429334,0.07771427,0.04399080,0.02757980,1.16831426,0.63842470,0.33717396,0.49188422,0.88749684
-5.87393697,3.20302581,0.07951826,0.04475525,0.02951078,1.18789167,0.64859395,0.34737567,0.50071075,0.89354666
-5.86793397,3.24294932,0.08112124,0.04556050,0.03143411,1.20400499,0.65732585,0.35638358,0.50849123,0.89692993
-5.86193097,3.27444517,0.08253301,0.04641912,0.03333202,1.21680011,0.66473896,0.36415538,0.51533837,0.89781228
-5.85592796,3.29806601,0.08376686,0.04734483,0.03518623,1.22648884,0.67097804,0.37067807,0.52138925,0.89641076
