energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.58579290,1.07866354,0.54542181,0.00307780,0.00129347,0.06727403,0.34669569,0.52075299
-5.57978989,1.12542102,0.57094094,0.00312237,0.00126795,0.07621124,0.36442936,0.54175517
-5.57378689,1.17933275,0.60006331,0.00318536,0.00124876,0.08585724,0.38459447,0.56615140
-5.56778389,1.24022952,0.63267026,0.00326733,0.00123652,0.09615747,0.40711577,0.59387535
-5.56178089,1.30767198,0.66850643,0.00336806,0.00123159,0.10703606,0.43182952,0.62473105
-5.55577789,1.38094709,0.70717850,0.00348665,0.00123403,0.11839529,0.45848210,0.65839118
-5.54977489,1.45907498,0.74815942,0.00362139,0.00124363,0.13011599,0.48673212,0.69440032
-5.54377189,1.54082637,0.79079791,0.00376991,0.00125988,0.14205872,0.51615596,0.73218331
-5.53776888,1.62475046,0.83433340,0.00392918,0.00128204,0.15406579,0.54625679,0.77105849
-5.53176588,1.70921246,0.87791586,0.00409560,0.00130911,0.16596424,0.57647690,0.81025565
-5.52576288,1.79243969,0.92062990,0.00426513,0.00133991,0.17756961,0.60621283,0.84893794
-5.51975988,1.87257462,0.96152240,0.00443340,0.00137313,0.18869042,0.63483295,0.88622719
-5.51375688,1.94773299,0.99963254,0.00459585,0.00140733,0.19913326,0.66169678,0.92123147
-5.50775388,2.01606461,1.03402309,0.00474787,0.00144101,0.20870827,0.68617532,0.95307408
-5.50175088,2.07581458,1.06381175,0.00488498,0.00147270,0.21723481,0.70767160,0.98092263
-5.49574787,2.12538232,1.08820114,0.00500295,0.00150095,0.22454715,0.72564060,1.00401707
-5.48974487,2.16337597,1.10650623,0.00509796,0.00152441,0.23049976,0.73960770,1.02169552
-5.48374187,2.18865985,1.11817805,0.00516670,0.00154188,0.23497223,0.74918486,1.03341685
-5.47773887,2.20039305,1.12282262,0.00520651,0.00155233,0.23787330,0.75408395,1.03877898
-5.47173587,2.19805746,1.12021440,0.00521542,0.00155492,0.23914413,0.75412650,1.03753219
-5.46573287,2.18147421,1.11030362,0.00519225,0.00154907,0.23876033,0.74924960,1.02958698
-5.45972986,2.15080798,1.09321737,0.00513662,0.00153443,0.23673295,0.73950775,1.01501613
-5.45372686,2.10655914,1.06925440,0.00504893,0.00151088,0.23310814,0.72507054,0.99405099
-5.44772386,2.04954429,1.03887406,0.00493037,0.00147857,0.22796572,0.70621638,0.96707243
-5.44172086,1.98086651,1.00267998,0.00478282,0.00143786,0.22141655,0.68332270,0.93459666
-5.43571786,1.90187659,0.96139933,0.00460882,0.00138933,0.21359890,0.65685306,0.89725710
-5.42971486,1.81412744,0.91585872,0.00441144,0.00133375,0.20467408,0.62734173,0.85578277
-5.42371186,1.71932371,0.86695776,0.00419418,0.00127203,0.19482127,0.59537667,0.81097459
-5.41770885,1.61926891,0.81564168,0.00396086,0.00120521,0.18423218,0.56158146,0.76368047
-5.41170585,1.51581233,0.76287389,0.00371550,0.00113442,0.17310532,0.52659708,0.71477032
-5.40570285,1.41079790,0.70960981,0.00346216,0.00106082,0.16164048,0.49106417,0.66511194
-5.39969985,1.30601677,0.65677274,0.00320490,0.00098560,0.15003346,0.45560651,0.61554884
-5.39369685,1.20316536,0.60523262,0.00294760,0.00090992,0.13847118,0.42081621,0.56688048
-5.38769385,1.10380981,0.55578816,0.00269393,0.00083489,0.12712751,0.38724093,0.51984569
-5.38169085,1.00935775,0.50915279,0.00244726,0.00076156,0.11615975,0.35537365,0.47510953
-5.37568784,0.92103771,0.46594444,0.00221059,0.00069087,0.10570596,0.32564487,0.43325374
-5.36968484,0.83988596,0.42667917,0.00198655,0.00062368,0.09588299,0.29841736,0.39477075
-5.36368184,0.76674053,0.39176832,0.00177733,0.00056073,0.08678549,0.27398341,0.36006103
-5.35767884,0.70224155,0.36151893,0.00158474,0.00050262,0.07848551,0.25256420,0.32943347
-5.35167584,0.64683713,0.33613676,0.00141019,0.00044988,0.07103287,0.23431124,0.30310832
-5.34567284,0.60079352,0.31573156,0.00125468,0.00040288,0.06445610,0.21930927,0.28122205
-5.33966983,0.56420863,0.30032391,0.00111892,0.00036192,0.05876384,0.20758055,0.26383385
-5.33366683,0.53702758,0.28985316,0.00100327,0.00032720,0.05394666,0.19908998,0.25093288
-5.32766383,0.51905940,0.28418588,0.00090785,0.00029883,0.04997906,0.19375085,0.24244608
-5.32166083,0.50999392,0.28312454,0.00083254,0.00027684,0.04682171,0.19143084,0.23824585
-5.31565783,0.50941799,0.28641595,0.00077702,0.00026120,0.04442370,0.19195809,0.23815738
-5.30965483,0.51683065,0.29375921,0.00074080,0.00025182,0.04272476,0.19512712,0.24196529
-5.30365183,0.53165664,0.30481316,0.00072328,0.00024857,0.04165751,0.20070440,0.24941939
-5.29764882,0.55325829,0.31920298,0.00072370,0.00025124,0.04114946,0.20843364,0.26023956
-5.29164582,0.58094556,0.33652623,0.00074122,0.00025962,0.04112494,0.21804061,0.27411962
-5.28564282,0.61398454,0.35635820,0.00077484,0.00027342,0.04150680,0.22923752,0.29073045
-5.27963982,0.65160454,0.37825669,0.00082351,0.00029230,0.04221801,0.24172707,0.30972235
-5.27363682,0.69300424,0.40176646,0.00088602,0.00031590,0.04318296,0.25520611,0.33072696
-5.26763382,0.73735715,0.42642341,0.00096103,0.00034378,0.04432870,0.26936912,0.35335898
-5.26163082,0.78381700,0.45175867,0.00104711,0.00037547,0.04558588,0.28391141,0.37721784
-5.25562781,0.83152335,0.47730281,0.00114265,0.00041041,0.04688966,0.29853223,0.40188974
-5.24962481,0.87960785,0.50259015,0.00124591,0.00044802,0.04818036,0.31293784,0.42695008
-5.24362181,0.92720150,0.52716345,0.00135502,0.00048765,0.04940404,0.32684455,0.45196672
-5.23761881,0.97344306,0.55057887,0.00146799,0.00052859,0.05051289,0.33998176,0.47650397
-5.23161581,1.01748876,0.57241132,0.00158271,0.00057011,0.05146551,0.35209504,0.50012757
-5.22561281,1.05852337,0.59226011,0.00169700,0.00061143,0.05222716,0.36294924,0.52241054
-5.21960980,1.09577230,0.60975481,0.00180863,0.00065176,0.05276971,0.37233155,0.54293990
-5.21360680,1.12851471,0.62456122,0.00191537,0.00069031,0.05307174,0.38005450,0.56132405
-5.20760380,1.15609703,0.63638730,0.00201504,0.00072628,0.05311828,0.38595876,0.57720069
-5.20160080,1.17794652,0.64498871,0.00210555,0.00075895,0.05290067,0.38991577,0.59024479
-5.19559780,1.19358430,0.65017400,0.00218498,0.00078761,0.05241625,0.39182996,0.60017655
-5.18959480,1.20263718,0.65180890,0.00225159,0.00081165,0.05166794,0.39164051,0.60676876
-5.18359180,1.20484775,0.64981970,0.00230392,0.00083054,0.05066384,0.38932257,0.60985330
-5.17758879,1.20008210,0.64419540,0.00234080,0.00084386,0.04941672,0.38488778,0.60932643
-5.17158579,1.18833474,0.63498848,0.00236138,0.00085132,0.04794346,0.37838404,0.60515248
-5.16558279,1.16973015,0.62231410,0.00236520,0.00085274,0.04626447,0.36989454,0.59736585
-5.15957979,1.14452096,0.60634775,0.00235216,0.00084810,0.04440309,0.35953583,0.58607090
-5.15357679,1.11308243,0.58732128,0.00232253,0.00083751,0.04238493,0.34745517,0.57143997
-5.14757379,1.07590345,0.56551729,0.00227697,0.00082120,0.04023728,0.33382707,0.55370927
-5.14157079,1.03357425,0.54126231,0.00221646,0.00079954,0.03798846,0.31884909,0.53317294
-5.13556778,0.98677138,0.51491861,0.00214231,0.00077301,0.03566718,0.30273711,0.51017552
-5.12956478,0.93624042,0.48687526,0.00205610,0.00074220,0.03330205,0.28572020,0.48510306
-5.12356178,0.88277718,0.45753855,0.00195963,0.00070778,0.03092097,0.26803515,0.45837331
-5.11755878,0.82720822,0.42732217,0.00185486,0.00067047,0.02855069,0.24992110,0.43042549
-5.11155578,0.77037144,0.39663765,0.00174389,0.00063106,0.02621643,0.23161416,0.40170999
-5.10555278,0.71309762,0.36588527,0.00162886,0.00059034,0.02394148,0.21334255,0.37267856
-5.09954977,0.65619364,0.33544582,0.00151191,0.00054914,0.02174701,0.19532211,0.34377532
-5.09354677,0.60042797,0.30567349,0.00139516,0.00050826,0.01965189,0.17775263,0.31542904
-5.08754377,0.54651908,0.27689027,0.00128065,0.00046848,0.01767264,0.16081491,0.28804696
-5.08154077,0.49512695,0.24938169,0.00117031,0.00043056,0.01582341,0.14466876,0.26201023
-5.07553777,0.44684799,0.22339432,0.00106596,0.00039521,0.01411612,0.12945196,0.23767130
-5.06953477,0.40221330,0.19913477,0.00096926,0.00036311,0.01256067,0.11528006,0.21535298
-5.06353177,0.36169008,0.17677033,0.00088174,0.00033486,0.01116516,0.10224723,0.19534926
-5.05752876,0.32568582,0.15643082,0.00080479,0.00031106,0.00993625,0.09042785,0.17792751
-5.05152576,0.29455478,0.13821182,0.00073970,0.00029222,0.00887954,0.07987877,0.16333199
-5.04552276,0.26860626,0.12217860,0.00068761,0.00027885,0.00799995,0.07064227,0.15178799
-5.03951976,0.24811375,0.10837087,0.00064963,0.00027141,0.00730218,0.06274931,0.14350656
-5.03351676,0.23332455,0.09680773,0.00062677,0.00027030,0.00679112,0.05622314,0.13868909
-5.02751376,0.22446879,0.08749281,0.00062002,0.00027592,0.00647229,0.05108289,0.13753154
-5.02151076,0.22176757,0.08041907,0.00063032,0.00028863,0.00635216,0.04734718,0.14022781
-5.01550775,0.22543921,0.07557323,0.00065862,0.00030876,0.00643853,0.04503734,0.14697189
-5.00950475,0.23570333,0.07293938,0.00070587,0.00033661,0.00674074,0.04418040,0.15795856
-5.00350175,0.25278232,0.07250191,0.00077301,0.00037244,0.00726988,0.04481137,0.17338231
-4.99749875,0.27689982,0.07424733,0.00086094,0.00041646,0.00803881,0.04697495,0.19343446
-4.99149575,0.30827620,0.07816508,0.00097057,0.00046883,0.00906213,0.05072650,0.21829837
-4.98549275,0.34712101,0.08424736,0.00110273,0.00052964,0.01035603,0.05613209,0.24814279
-4.97948974,0.39362265,0.09248782,0.00125814,0.00059891,0.01193795,0.06326778,0.28311360
-4.97348674,0.44793546,0.10287942,0.00143740,0.00067657,0.01382616,0.07221784,0.32332411
-4.96748374,0.51016493,0.11541143,0.00164094,0.00076243,0.01603918,0.08307220,0.36884441
-4.96148074,0.58035145,0.13006578,0.00186892,0.00085621,0.01859505,0.09592292,0.41969005
-4.95547774,0.65845348,0.14681302,0.00212123,0.00095752,0.02151051,0.11085988,0.47581078
-4.94947474,0.74433084,0.16560805,0.00239741,0.00106582,0.02480000,0.12796574,0.53707968
-4.94347174,0.83772904,0.18638583,0.00269662,0.00118048,0.02847471,0.14731035,0.60328352
-4.93746873,0.93826561,0.20905744,0.00301756,0.00130072,0.03254137,0.16894474,0.67411473
-4.93146573,1.04541913,0.23350658,0.00335847,0.00142567,0.03700121,0.19289490,0.74916569
-4.92546273,1.15852195,0.25958693,0.00371711,0.00155437,0.04184882,0.21915568,0.82792577
-4.91945973,1.27675717,0.28712037,0.00409071,0.00168576,0.04707116,0.24768498,0.90978158
-4.91345673,1.39916061,0.31589641,0.00447603,0.00181874,0.05264658,0.27839859,0.99402070
-4.90745373,1.52462796,0.34567287,0.00486934,0.00195218,0.05854419,0.31116593,1.07983914
-4.90145073,1.65192749,0.37617789,0.00526647,0.00208493,0.06472327,0.34580708,1.16635248
-4.89544772,1.77971819,0.40711338,0.00566290,0.00221588,0.07113317,0.38209121,1.25261054
-4.88944472,1.90657299,0.43815974,0.00605379,0.00234395,0.07771338,0.41973676,1.33761536
-4.88344172,2.03100664,0.46898179,0.00643409,0.00246816,0.08439404,0.45841356,1.42034188
-4.87743872,2.15150741,0.49923587,0.00679867,0.00258762,0.09109688,0.49774684,1.49976079
-4.87143572,2.26657155,0.52857760,0.00714239,0.00270156,0.09773649,0.53732327,1.57486277
-4.86543272,2.37473952,0.55667035,0.00746026,0.00280935,0.10422202,0.57669890,1.64468321
-4.85942971,2.47463251,0.58319388,0.00774754,0.00291051,0.11045923,0.61540884,1.70832660
-4.85342671,2.56498798,0.60785286,0.00799989,0.00300471,0.11635282,0.65297832,1.76498954
-4.84742371,2.64469289,0.63038508,0.00821345,0.00309176,0.12180901,0.68893485,1.81398160
-4.84142071,2.71281324,0.65056880,0.00838499,0.00317162,0.12673830,0.72282103,1.85474311
-4.83541771,2.76861887,0.66822916,0.00851199,0.00324434,0.13105817,0.75420747,1.88685922
-4.82941471,2.81160245,0.68324329,0.00859268,0.00331011,0.13469586,0.78270539,1.91006977
-4.82341171,2.84149211,0.69554400,0.00862615,0.00336916,0.13759081,0.80797827,1.92427451
-4.81740870,2.85825726,0.70512186,0.00861234,0.00342179,0.13969693,0.82975226,1.92953366
-4.81140570,2.86210742,0.71202582,0.00855208,0.00346832,0.14098446,0.84782481,1.92606383
-4.80540270,2.85348451,0.71636218,0.00844703,0.00350905,0.14144132,0.86207113,1.91422969
-4.79939970,2.83304897,0.71829221,0.00829968,0.00354424,0.14107397,0.87244850,1.89453189
-4.79339670,2.80166071,0.71802850,0.00811325,0.00357413,0.13990765,0.87899804,1.86759181
-4.78739370,2.76035566,0.71583025,0.00789164,0.00359887,0.13798611,0.88184412,1.83413412
-4.78139070,2.71031940,0.71199780,0.00763932,0.00361855,0.13537063,0.88119145,1.79496790
-4.77538769,2.65285884,0.70686654,0.00736122,0.00363320,0.13213867,0.87732001,1.75096719
-4.76938469,2.58937325,0.70080049,0.00706261,0.00364279,0.12838188,0.87057818,1.70305195
-4.76338169,2.52132579,0.69418564,0.00674901,0.00364726,0.12420376,0.86137432,1.65216996
-4.75737869,2.45021635,0.68742336,0.00642604,0.00364657,0.11971705,0.85016711,1.59928049
-4.75137569,2.37755646,0.68092370,0.00609933,0.00364069,0.11504086,0.83745508,1.54533998
-4.74537269,2.30484672,0.67509885,0.00577442,0.00362968,0.11029763,0.82376555,1.49128998
-4.73936968,2.23355681,0.67035652,0.00545666,0.00361372,0.10561021,0.80964326,1.43804743
-4.73336668,2.16510804,0.66709338,0.00515113,0.00359317,0.10109882,0.79563898,1.38649697
-4.72736368,2.10085811,0.66568825,0.00486259,0.00356859,0.09687834,0.78229814,1.33748500
-4.72136068,2.04208746,0.66649511,0.00459541,0.00354080,0.09305572,0.77014965,1.29181495
-4.71535768,1.98998676,0.66983588,0.00435352,0.00351085,0.08972764,0.75969510,1.25024312
-4.70935468,1.94564470,0.67599280,0.00414041,0.00348013,0.08697850,0.75139817,1.21347466
-4.70335168,1.91003582,0.68520071,0.00395905,0.00345027,0.08487881,0.74567453,1.18215887
-4.69734867,1.88400754,0.69763915,0.00381191,0.00342320,0.08348378,0.74288219,1.15688362
-4.69134567,1.86826667,0.71342472,0.00370091,0.00340107,0.08283240,0.74331252,1.13816838
-4.68534267,1.86336498,0.73260388,0.00362743,0.00338624,0.08294681,0.74718200,1.12645581
-4.67933967,1.86968456,0.75514661,0.00359228,0.00338119,0.08383204,0.75462507,1.12210204
-4.67333667,1.88742329,0.78094151,0.00359567,0.00338846,0.08547614,0.76568820,1.12536582
-4.66733367,1.91658144,0.80979266,0.00363722,0.00341057,0.08785066,0.78032565,1.13639725
-4.66133067,1.95695034,0.84141869,0.00371594,0.00344990,0.09091142,0.79839718,1.15522659
-4.65532766,2.00810439,0.87545463,0.00383020,0.00350865,0.09459976,0.81966802,1.18175412
-4.64932466,2.06939748,0.91145660,0.00397777,0.00358870,0.09884404,0.84381143,1.21574200
-4.64332166,2.13996495,0.94890968,0.00415579,0.00369152,0.10356150,0.87041404,1.25680883
-4.63731866,2.21873199,0.98723891,0.00436083,0.00381812,0.10866044,0.89898410,1.30442810
-4.63131566,2.30442919,1.02582310,0.00458887,0.00396899,0.11404266,0.92896257,1.35793094
-4.62531266,2.39561534,1.06401136,0.00483542,0.00414400,0.11960611,0.95973699,1.41651394
-4.61930965,2.49070754,1.10114152,0.00509554,0.00434241,0.12524777,0.99065771,1.47925217
-4.61330665,2.58801788,1.13655989,0.00536396,0.00456286,0.13086650,1.02105604,1.54511740
-4.60730365,2.68579580,1.16964144,0.00563516,0.00480336,0.13636599,1.05026374,1.61300125
-4.60130065,2.78227463,1.19980966,0.00590353,0.00506132,0.14165755,1.07763311,1.68174261
-4.59529765,2.87572059,1.22655491,0.00616346,0.00533363,0.14666271,1.10255691,1.75015831
-4.58929465,2.96448232,1.24945057,0.00640952,0.00561668,0.15131546,1.12448720,1.81707603
-4.58329165,3.04703869,1.26816620,0.00663658,0.00590651,0.15556411,1.14295241,1.88136791
-4.57728864,3.12204282,1.28247686,0.00683997,0.00619884,0.15937262,1.15757171,1.94198354
-4.57128564,3.18836037,1.29226832,0.00701559,0.00648922,0.16272134,1.16806630,1.99798077
-4.56528264,3.24510007,1.29753785,0.00716005,0.00677315,0.16560710,1.17426674,2.04855288
-4.55927964,3.29163540,1.29839057,0.00727074,0.00704614,0.16804269,1.17611634,2.09305087
-4.55327664,3.32761614,1.29503157,0.00734593,0.00730392,0.17005560,1.17367034,2.13099983
-4.54727364,3.35296938,1.28775430,0.00738475,0.00754245,0.17168626,1.16709086,2.16210854
-4.54127064,3.36789018,1.27692591,0.00738727,0.00775810,0.17298565,1.15663817,2.18627195
-4.53526763,3.37282217,1.26297027,0.00735442,0.00794774,0.17401252,1.14265840,2.20356643
-4.52926463,3.36842935,1.24634958,0.00728794,0.00810876,0.17483031,1.12556867,2.21423807
-4.52326163,3.35556053,1.22754559,0.00719032,0.00823922,0.17550391,1.10584011,2.21868473
-4.51725863,3.33520820,1.20704135,0.00706465,0.00833788,0.17609637,1.08397975,2.21743277
-4.51125563,3.30846382,1.18530422,0.00691451,0.00840422,0.17666582,1.06051208,2.21110962
-4.50525263,3.27647186,1.16277109,0.00674382,0.00843846,0.17726267,1.03596104,2.20041372
-4.49924962,3.24038454,1.13983623,0.00655668,0.00844161,0.17792725,1.01083338,2.18608313
-4.49324662,3.20131946,1.11684219,0.00635723,0.00841542,0.17868794,0.98560385,2.16886454
-4.48724362,3.16032181,1.09407404,0.00614951,0.00836234,0.17956009,0.96070291,2.14948395
-4.48124062,3.11833269,1.07175678,0.00593733,0.00828550,0.18054539,0.93650728,2.12862049
-4.47523762,3.07616463,1.05005589,0.00572415,0.00818862,0.18163212,0.91333347,2.10688442
-4.46923462,3.03448504,1.02908057,0.00551300,0.00807597,0.18279596,0.89143447,2.08480017
-4.46323162,2.99380786,1.00888926,0.00530645,0.00795219,0.18400142,0.87099946,2.06279512
-4.45722861,2.95449329,0.98949682,0.00510653,0.00782230,0.18520375,0.85215623,2.04119425
-4.45122561,2.91675507,0.97088292,0.00491479,0.00769147,0.18635130,0.83497600,2.02022073
-4.44522261,2.88067451,0.95300087,0.00473225,0.00756498,0.18738810,0.81948022,2.00000217
-4.43921961,2.84622018,0.93578653,0.00455951,0.00744807,0.18825656,0.80564888,1.98058182
-4.43321661,2.81327194,0.91916672,0.00439679,0.00734577,0.18890017,0.79342968,1.96193407
-4.42721361,2.78164794,0.90306683,0.00424402,0.00726287,0.18926604,0.78274769,1.94398310
-4.42121061,2.75113309,0.88741724,0.00410089,0.00720371,0.18930721,0.77351493,1.92662369
-4.41520760,2.72150754,0.87215863,0.00396701,0.00717215,0.18898461,0.76563941,1.90974296
-4.40920460,2.69257382,0.85724587,0.00384193,0.00717143,0.18826851,0.75903330,1.89324173
-4.40320160,2.66418136,0.84265066,0.00372528,0.00720411,0.18713964,0.75361984,1.87705449
-4.39719860,2.63624725,0.82836300,0.00361679,0.00727199,0.18558974,0.74933881,1.86116679
-4.39119560,2.60877233,0.81439166,0.00351639,0.00737612,0.18362165,0.74615031,1.84562902
-4.38519260,2.58185201,0.80076373,0.00342423,0.00751671,0.18124901,0.74403689,1.83056599
-4.37918959,2.55568114,0.78752354,0.00334071,0.00769314,0.17849548,0.74300392,1.81618156
-4.37318659,2.53055293,0.77473099,0.00326647,0.00790400,0.17539374,0.74307821,1.80275800
-4.36718359,2.50685178,0.76245952,0.00320238,0.00814707,0.17198411,0.74430514,1.79065007
-4.36118059,2.48504028,0.75079370,0.00314950,0.00841939,0.16831311,0.74674436,1.78027379
-4.35517759,2.46564099,0.73982656,0.00310905,0.00871730,0.16443175,0.75046433,1.77209047
-4.34917459,2.44921357,0.72965674,0.00308230,0.00903650,0.16039393,0.75553595,1.76658653
-4.34317159,2.43632823,0.72038526,0.00307057,0.00937216,0.15625477,0.76202564,1.76424996
-4.33716858,2.42753663,0.71211218,0.00307506,0.00971896,0.15206900,0.76998808,1.76554446
-4.33116558,2.42334138,0.70493293,0.00309685,0.01007122,0.14788950,0.77945913,1.77088246
-4.32516258,2.42416555,0.69893441,0.00313677,0.01042298,0.14376597,0.79044919,1.78059825
-4.31915958,2.43032359,0.69419099,0.00319535,0.01076812,0.13974382,0.80293731,1.79492251
-4.31315658,2.44199490,0.69076034,0.00327274,0.01110049,0.13586317,0.81686657,1.81395959
-4.30715358,2.45920168,0.68867936,0.00336865,0.01141401,0.13215816,0.83214073,1.83766879
