energy_ev,total_up,As_p_up,As_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,3.82669373,0.79113159,0.00000000,0.95484083,2.66178157,0.97896044,0.00000000
-5.99399700,3.91141519,0.80254217,0.00000000,0.97800716,2.72025289,0.99979736,0.00000000
-5.98799400,3.99597300,0.81350808,0.00000000,1.00208666,2.77783029,1.02063976,0.00000000
-5.98199100,4.07838150,0.82367873,0.00000000,1.02672398,2.83310858,1.04102137,0.00000000
-5.97598799,4.15670483,0.83274239,0.00000000,1.05158329,2.88472643,1.06047328,0.00000000
-5.96998499,4.22911375,0.84043480,0.00000000,1.07635491,2.93140790,1.07853843,0.00000000
-5.96398199,4.29394031,0.84654589,0.00000000,1.10076105,2.97200212,1.09478616,0.00000000
-5.95797899,4.34972848,0.85092437,0.00000000,1.12456070,3.00551963,1.10882678,0.00000000
-5.95197599,4.39527869,0.85348028,0.00000000,1.14755356,3.03116402,1.12032512,0.00000000
-5.94597299,4.42968469,0.85418512,0.00000000,1.16958287,3.04835741,1.12901289,0.00000000
-5.93996998,4.45236077,0.85306982,0.00000000,1.19053692,3.05675878,1.13469903,0.00000000
-5.93396698,4.46305818,0.85022049,0.00000000,1.21034926,3.05627403,1.13727759,0.00000000
-5.92796398,4.46186954,0.84577212,0.00000000,1.22899727,3.04705721,1.13673273,0.00000000
-5.92196098,4.44922087,0.83990056,0.00000000,1.24649913,3.02950265,1.13314031,0.00000000
-5.91595798,4.42585097,0.83281295,0.00000000,1.26290906,3.00422808,1.12666611,0.00000000
-5.90995498,4.39277891,0.82473720,0.00000000,1.27831093,2.97204922,1.11756034,0.00000000
-5.90395198,4.35126076,0.81591070,0.00000000,1.29281042,2.93394696,1.10614876,0.00000000
-5.89794897,4.30273698,0.80656898,0.00000000,1.30652586,2.89102815,1.09282054,0.00000000
-5.89194597,4.24877307,0.79693471,0.00000000,1.31957823,2.84448197,1.07801342,0.00000000
-5.88594297,4.19099557,0.78720742,0.00000000,1.33208066,2.79553343,1.06219672,0.00000000
-5.87993997,4.13102652,0.77755467,0.00000000,1.34412801,2.74539625,1.04585288,0.00000000
-5.87393697,4.07041912,0.76810477,0.00000000,1.35578705,2.69522703,1.02945842,0.00000000
-5.86793397,4.01059741,0.75894151,0.00000000,1.36708768,2.64608269,1.01346506,0.00000000
-5.86193097,3.95280256,0.75010117,0.00000000,1.37801584,2.59888298,0.99828193,0.00000000
-5.85592796,3.89804806,0.74157177,0.00000000,1.38850846,2.55437957,0.98425950,0.00000000
-5.84992496,3.84708559,0.73329466,0.00000000,1.39845072,2.51313286,0.97167614,0.00000000
-5.84392196,3.80038260,0.72516832,0.00000000,1.40767598,2.47549723,0.96072765,0.00000000
-5.83791896,3.75811249,0.71705410,0.00000000,1.41596825,2.44161519,0.95152031,0.00000000
-5.83191596,3.72015716,0.70878358,0.00000000,1.42306731,2.41142014,0.94406764,0.00000000
-5.82591296,3.68612140,0.70016727,0.00000000,1.42867614,2.38464745,0.93829094,0.00000000
