energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.61580790,3.24817680,0.03578069,0.43226579,0.74401698,0.00000000,0.90134134,0.77068152,1.66645748,0.00000000
-5.60980490,3.33558746,0.03746088,0.45104712,0.76768631,0.00000000,0.92612409,0.80343986,1.69970816,0.00000000
-5.60380190,3.41983601,0.03903254,0.46874801,0.79178518,0.00000000,0.94979615,0.83464403,1.73235394,0.00000000
-5.59779890,3.49974681,0.04046866,0.48510285,0.81602366,0.00000000,0.97203678,0.86384043,1.76395698,0.00000000
-5.59179590,3.57418815,0.04174426,0.49985911,0.84011080,0.00000000,0.99253808,0.89059299,1.79409183,0.00000000
-5.58579290,3.64211313,0.04283721,0.51278603,0.86376367,0.00000000,1.01101667,0.91449798,1.82236194,0.00000000
-5.57978989,3.70259775,0.04372902,0.52368274,0.88671576,0.00000000,1.02722460,0.93519840,1.84841459,0.00000000
-5.57378689,3.75487435,0.04440551,0.53238584,0.90872465,0.00000000,1.04095915,0.95239700,1.87195366,0.00000000
-5.56778389,3.79835891,0.04485735,0.53877572,0.92957842,0.00000000,1.05207090,0.96586762,1.89274959,0.00000000
-5.56178089,3.83267090,0.04508044,0.54278155,0.94910080,0.00000000,1.06046985,0.97546410,1.91064605,0.00000000
-5.55577789,3.85764513,0.04507612,0.54438459,0.96715485,0.00000000,1.06612934,0.98112651,1.92556340,0.00000000
-5.54977489,3.87333545,0.04485122,0.54361975,0.98364522,0.00000000,1.06908756,0.98288441,1.93749879,0.00000000
-5.54377189,3.88001052,0.04441783,0.54057531,0.99851919,0.00000000,1.06944699,0.98085698,1.94652344,0.00000000
-5.53776888,3.87814259,0.04379306,0.53539086,1.01176646,0.00000000,1.06737160,0.97525032,1.95277742,0.00000000
-5.53176588,3.86839020,0.04299844,0.52825357,1.02341809,0.00000000,1.06308231,0.96635178,1.95646261,0.00000000
-5.52576288,3.85157639,0.04205934,0.51939299,1.03354468,0.00000000,1.05685105,0.95452206,1.95783461,0.00000000
-5.51975988,3.82866379,0.04100420,0.50907469,1.04225412,0.00000000,1.04899364,0.94018519,1.95719411,0.00000000
-5.51375688,3.80072812,0.03986372,0.49759299,1.04968912,0.00000000,1.03986204,0.92381707,1.95487848,0.00000000
-5.50775388,3.76893142,0.03866998,0.48526311,1.05602452,0.00000000,1.02983634,0.90593303,1.95125411,0.00000000
-5.50175088,3.73449631,0.03745557,0.47241306,1.06146467,0.00000000,1.01931666,0.88707492,1.94670967,0.00000000
-5.49574787,3.69868183,0.03625273,0.45937561,1.06624065,0.00000000,1.00871532,0.86779822,1.94165069,0.00000000
-5.48974487,3.66276164,0.03509255,0.44648055,1.07060753,0.00000000,0.99844949,0.84865950,1.93649523,0.00000000
-5.48374187,3.62800445,0.03400425,0.43404742,1.07484119,0.00000000,0.98893419,0.83020463,1.93167050,0.00000000
-5.47773887,3.59565664,0.03301453,0.42237899,1.07923491,0.00000000,0.98057583,0.81295791,1.92761009,0.00000000
-5.47173587,3.56692650,0.03214700,0.41175546,1.08409510,0.00000000,0.97376613,0.79741224,1.92475125,0.00000000
-5.46573287,3.54296954,0.03142179,0.40242956,1.08973637,0.00000000,0.96887621,0.78402040,1.92353172,0.00000000
-5.45972986,3.52487397,0.03085520,0.39462242,1.09647543,0.00000000,0.96625095,0.77318747,1.92438560,0.00000000
-5.45372686,3.51364593,0.03045943,0.38852035,1.10462404,0.00000000,0.96620320,0.76526425,1.92773778,0.00000000
-5.44772386,3.51019367,0.03024252,0.38427231,1.11448068,0.00000000,0.96900799,0.76054170,1.93399666,0.00000000
-5.44172086,3.51531059,0.03020824,0.38198815,1.12632136,0.00000000,0.97489657,0.75924630,1.94354500,0.00000000
-5.43571786,3.52965704,0.03035618,0.38173761,1.14038959,0.00000000,0.98405040,0.76153630,1.95672892,0.00000000
-5.42971486,3.55374132,0.03068181,0.38354976,1.15688595,0.00000000,0.99659521,0.76749889,1.97384550,0.00000000
-5.42371186,3.58790047,0.03117673,0.38741328,1.17595768,0.00000000,1.01259532,0.77714826,1.99512939,0.00000000
-5.41770885,3.63228190,0.03182885,0.39327720,1.19768884,0.00000000,1.03204858,0.79042473,2.02073912,0.00000000
-5.41170585,3.68682716,0.03262274,0.40105227,1.22209171,0.00000000,1.05488216,0.80719498,2.05074405,0.00000000
-5.40570285,3.75125898,0.03353999,0.41061300,1.24909977,0.00000000,1.08094974,0.82725366,2.08511280,0.00000000
-5.39969985,3.82507316,0.03455961,0.42180035,1.27856322,0.00000000,1.11003029,0.85032625,2.12370413,0.00000000
-5.39369685,3.90753647,0.03565853,0.43442497,1.31024715,0.00000000,1.14182891,0.87607364,2.16626107,0.00000000
-5.38769385,3.99769149,0.03681211,0.44827119,1.34383287,0.00000000,1.17597984,0.90409813,2.21240907,0.00000000
-5.38169085,4.09436922,0.03799466,0.46310159,1.37892276,0.00000000,1.21205199,0.93395116,2.26165863,0.00000000
-5.37568784,4.19620955,0.03918011,0.47866205,1.41504832,0.00000000,1.24955680,0.96514245,2.31341268,0.00000000
-5.36968484,4.30168944,0.04034253,0.49468730,1.45168158,0.00000000,1.28795852,0.99715051,2.36697866,0.00000000
-5.36368184,4.40915806,0.04145678,0.51090676,1.48824932,0.00000000,1.32668650,1.02943432,2.42158493,0.00000000
-5.35767884,4.51687772,0.04249913,0.52705049,1.52414964,0.00000000,1.36514923,1.06144561,2.47640103,0.00000000
-5.35167584,4.62306896,0.04344773,0.54285511,1.55877016,0.00000000,1.40274952,1.09264162,2.53056071,0.00000000
-5.34567284,4.72595802,0.04428323,0.55806947,1.59150708,0.00000000,1.43890029,1.12249767,2.58318694,0.00000000
-5.33966983,4.82382445,0.04498910,0.57245980,1.62178418,0.00000000,1.47304031,1.15051925,2.63341753,0.00000000
-5.33366683,4.91504694,0.04555205,0.58581433,1.64907098,0.00000000,1.50464927,1.17625296,2.68043025,0.00000000
-5.32766383,4.99814516,0.04596225,0.59794696,1.67289917,0.00000000,1.53326138,1.19929614,2.72346626,0.00000000
-5.32166083,5.07181594,0.04621345,0.60870007,1.69287655,0.00000000,1.55847721,1.21930462,2.76185075,0.00000000
-5.31565783,5.13496221,0.04630299,0.61794632,1.70869803,0.00000000,1.57997296,1.23599843,2.79500995,0.00000000
-5.30965483,5.18671386,0.04623174,0.62558936,1.72015300,0.00000000,1.59750716,1.24916533,2.82248387,0.00000000
-5.30365183,5.22643963,0.04600385,0.63156355,1.72712921,0.00000000,1.61092432,1.25866198,2.84393428,0.00000000
-5.29764882,5.25375042,0.04562647,0.63583267,1.72961276,0.00000000,1.62015570,1.26441302,2.85914801,0.00000000
-5.29164582,5.26849402,0.04510939,0.63838794,1.72768465,0.00000000,1.62521714,1.26640803,2.86803557,0.00000000
-5.28564282,5.27074246,0.04446456,0.63924527,1.72151408,0.00000000,1.62620442,1.26469679,2.87062561,0.00000000
-5.27963982,5.26077299,0.04370566,0.63844208,1.71134912,0.00000000,1.62328627,1.25938307,2.86705580,0.00000000
-5.27363682,5.23904433,0.04284760,0.63603387,1.69750520,0.00000000,1.61669569,1.25061737,2.85756096,0.00000000
-5.26763382,5.20616960,0.04190600,0.63209070,1.68035224,0.00000000,1.60671993,1.23858912,2.84245919,0.00000000
-5.26163082,5.16288766,0.04089682,0.62669383,1.66030096,0.00000000,1.59368983,1.22351849,2.82213695,0.00000000
-5.25562781,5.11003438,0.03983586,0.61993253,1.63778915,0.00000000,1.57796879,1.20564850,2.79703394,0.00000000
-5.24962481,5.04851498,0.03873846,0.61190141,1.61326834,0.00000000,1.55994199,1.18523745,2.76762833,0.00000000
-5.24362181,4.97927873,0.03761918,0.60269814,1.58719145,0.00000000,1.54000621,1.16255214,2.73442316,0.00000000
-5.23761881,4.90329647,0.03649160,0.59242172,1.56000172,0.00000000,1.51856042,1.13786198,2.69793401,0.00000000
-5.23161581,4.82154152,0.03536815,0.58117123,1.53212319,0.00000000,1.49599745,1.11143403,2.65867849,0.00000000
-5.22561281,4.73497390,0.03426003,0.56904505,1.50395278,0.00000000,1.47269676,1.08352907,2.61716733,0.00000000
-5.21960980,4.64452788,0.03317718,0.55614048,1.47585402,0.00000000,1.44901834,1.05439869,2.57389714,0.00000000
-5.21360680,4.55110221,0.03212829,0.54255367,1.44815232,0.00000000,1.42529765,1.02428315,2.52934450,0.00000000
-5.20760380,4.45555268,0.03112083,0.52837966,1.42113155,0.00000000,1.40184154,0.99341006,2.48396137,0.00000000
-5.20160080,4.35868637,0.03016118,0.51371264,1.39503191,0.00000000,1.37892503,0.96199353,2.43817112,0.00000000
-5.19559780,4.26125699,0.02925470,0.49864606,1.37004865,0.00000000,1.35678870,0.93023388,2.39236538,0.00000000
-5.18959480,4.16396101,0.02840583,0.48327272,1.34633175,0.00000000,1.33563688,0.89831752,2.34690108,0.00000000
-5.18359180,4.06743405,0.02761820,0.46768473,1.32398619,0.00000000,1.31563622,0.86641700,2.30209783,0.00000000
-5.17758879,3.97224756,0.02689474,0.45197324,1.30307287,0.00000000,1.29691489,0.83469119,2.25823554,0.00000000
-5.17158579,3.87890573,0.02623776,0.43622799,1.28361011,0.00000000,1.27956233,0.80328540,2.21555219,0.00000000
-5.16558279,3.78784283,0.02564903,0.42053675,1.26557570,0.00000000,1.26362953,0.77233157,2.17424218,0.00000000
-5.15957979,3.69942115,0.02512984,0.40498455,1.24890961,0.00000000,1.24913010,0.74194841,2.13445508,0.00000000
-5.15357679,3.61393006,0.02468108,0.38965291,1.23351741,0.00000000,1.23604193,0.71224165,2.09629536,0.00000000
-5.14757379,3.53158627,0.02430327,0.37461899,1.21927432,0.00000000,1.22430973,0.68330430,2.05982298,0.00000000
-5.14157079,3.45253570,0.02399658,0.35995477,1.20603009,0.00000000,1.21384829,0.65521710,2.02505514,0.00000000
-5.13556778,3.37685702,0.02376087,0.34572639,1.19361447,0.00000000,1.20454650,0.62804907,1.99196919,0.00000000
-5.12956478,3.30456682,0.02359566,0.33199350,1.18184327,0.00000000,1.19627199,0.60185830,1.96050666,0.00000000
-5.12356178,3.23562629,0.02350020,0.31880885,1.17052485,0.00000000,1.18887622,0.57669280,1.93057823,0.00000000
-5.11755878,3.16994896,0.02347338,0.30621801,1.15946667,0.00000000,1.18219984,0.55259161,1.90206934,0.00000000
-5.11155578,3.10740913,0.02351374,0.29425920,1.14848175,0.00000000,1.17607796,0.52958586,1.87484622,0.00000000
-5.10555278,3.04785031,0.02361939,0.28296328,1.13739467,0.00000000,1.17034515,0.50769994,1.84876183,0.00000000
-5.09954977,2.99109315,0.02378799,0.27235388,1.12604674,0.00000000,1.16483986,0.48695250,1.82366127,0.00000000
-5.09354677,2.93694229,0.02401663,0.26244756,1.11430010,0.00000000,1.15940798,0.46735743,1.79938646,0.00000000
-5.08754377,2.88519160,0.02430175,0.25325400,1.10204053,0.00000000,1.15390537,0.44892445,1.77577955,0.00000000
-5.08154077,2.83562763,0.02463905,0.24477631,1.08917873,0.00000000,1.14819931,0.43165961,1.75268504,0.00000000
-5.07553777,2.78803100,0.02502337,0.23701124,1.07565009,0.00000000,1.14216873,0.41556538,1.72995044,0.00000000
-5.06953477,2.74217598,0.02544862,0.22994945,1.06141289,0.00000000,1.13570341,0.40064049,1.70742560,0.00000000
-5.06353177,2.69782850,0.02590768,0.22357585,1.04644531,0.00000000,1.12870232,0.38687957,1.68496087,0.00000000
-5.05752876,2.65474314,0.02639232,0.21786987,1.03074118,0.00000000,1.12107125,0.37427252,1.66240455,0.00000000
-5.05152576,2.61265969,0.02689325,0.21280588,1.01430520,0.00000000,1.11272027,0.36280392,1.63959987,0.00000000
-5.04552276,2.57130017,0.02740007,0.20835364,0.99714768,0.00000000,1.10356109,0.35245237,1.61638232,0.00000000
-5.03951976,2.53036683,0.02790139,0.20447891,0.97927954,0.00000000,1.09350501,0.34319000,1.59257748,0.00000000
-5.03351676,2.48954210,0.02838494,0.20114418,0.96070778,0.00000000,1.08246147,0.33498223,1.56800015,0.00000000
-5.02751376,2.44849078,0.02883780,0.19830954,0.94143192,0.00000000,1.07033775,0.32778783,1.54245498,0.00000000
-5.02151076,2.40686504,0.02924658,0.19593369,0.92144164,0.00000000,1.05703979,0.32155943,1.51573898,0.00000000
-5.01550775,2.36431223,0.02959782,0.19397508,0.90071599,0.00000000,1.04247437,0.31624435,1.48764590,0.00000000
-5.00950475,2.32048541,0.02987824,0.19239312,0.87922402,0.00000000,1.02655248,0.31178593,1.45797266,0.00000000
-5.00350175,2.27505624,0.03007516,0.19114942,0.85692705,0.00000000,1.00919384,0.30812510,1.42652728,0.00000000
-4.99749875,2.22772952,0.03017690,0.19020900,0.83378231,0.00000000,0.99033220,0.30520231,1.39313834,0.00000000
-4.99149575,2.17825871,0.03017316,0.18954140,0.80974765,0.00000000,0.96992121,0.30295953,1.35766507,0.00000000
-4.98549275,2.12646139,0.03005535,0.18912158,0.78478714,0.00000000,0.94794034,0.30134226,1.32000782,0.00000000
-4.97948974,2.07223374,0.02981697,0.18893057,0.75887709,0.00000000,0.92440050,0.30030144,1.28011802,0.00000000
-4.97348674,2.01556313,0.02945386,0.18895592,0.73201191,0.00000000,0.89934897,0.29979503,1.23800719,0.00000000
-4.96748374,1.95653783,0.02896440,0.18919165,0.70420975,0.00000000,0.87287313,0.29978922,1.19375430,0.00000000
-4.96148074,1.89535341,0.02834963,0.18963800,0.67551711,0.00000000,0.84510285,0.30025917,1.14751101,0.00000000
-4.95547774,1.83231515,0.02761332,0.19030079,0.64601245,0.00000000,0.81621126,0.30118922,1.09950451,0.00000000
-4.94947474,1.76783632,0.02676187,0.19119049,0.61580833,0.00000000,0.78641373,0.30257256,1.05003764,0.00000000
-4.94347174,1.70243246,0.02580417,0.19232105,0.58505204,0.00000000,0.75596519,0.30441045,0.99948624,0.00000000
-4.93746873,1.63671181,0.02475144,0.19370864,0.55392463,0.00000000,0.72515575,0.30671099,0.94829391,0.00000000
-4.93146573,1.57136250,0.02361686,0.19537031,0.52263837,0.00000000,0.69430503,0.30948770,0.89696425,0.00000000
-4.92546273,1.50713704,0.02241524,0.19732268,0.49143284,0.00000000,0.66375520,0.31275790,0.84605111,0.00000000
-4.91945973,1.44483510,0.02116266,0.19958093,0.46056979,0.00000000,0.63386336,0.31654110,0.79614707,0.00000000
-4.91345673,1.38528507,0.01987600,0.20215785,0.43032703,0.00000000,0.60499342,0.32085768,0.74787079,0.00000000
-4.90745373,1.32932553,0.01857253,0.20506339,0.40099177,0.00000000,0.57750785,0.32572767,0.70185361,0.00000000
-4.90145073,1.27778706,0.01726951,0.20830444,0.37285348,0.00000000,0.55175978,0.33117011,0.65872595,0.00000000
-4.89544772,1.23147514,0.01598375,0.21188509,0.34619687,0.00000000,0.52808553,0.33720267,0.61910389,0.00000000
-4.88944472,1.19115456,0.01473127,0.21580715,0.32129492,0.00000000,0.50679790,0.34384179,0.58357631,0.00000000
-4.88344172,1.15753542,0.01352700,0.22007095,0.29840256,0.00000000,0.48818040,0.35110314,0.55269284,0.00000000
-4.87743872,1.13126111,0.01238448,0.22467638,0.27775087,0.00000000,0.47248238,0.35900227,0.52695298,0.00000000
-4.87143572,1.11289790,0.01131569,0.22962386,0.25954213,0.00000000,0.45991516,0.36755544,0.50679633,0.00000000
-4.86543272,1.10292624,0.01033086,0.23491537,0.24394576,0.00000000,0.45064909,0.37678027,0.49259424,0.00000000
-4.85942971,1.10173328,0.00943841,0.24055517,0.23109511,0.00000000,0.44481148,0.38669613,0.48464266,0.00000000
-4.85342671,1.10960662,0.00864491,0.24655014,0.22108528,0.00000000,0.44248519,0.39732412,0.48315656,0.00000000
-4.84742371,1.12672883,0.00795507,0.25290978,0.21397179,0.00000000,0.44370796,0.40868638,0.48826552,0.00000000
-4.84142071,1.15317283,0.00737176,0.25964555,0.20977006,0.00000000,0.44847218,0.42080474,0.50001092,0.00000000
-4.83541771,1.18889789,0.00689614,0.26676974,0.20845582,0.00000000,0.45672521,0.43369862,0.51834440,0.00000000
-4.82941471,1.23374656,0.00652771,0.27429378,0.20996618,0.00000000,0.46837006,0.44738230,0.54312803,0.00000000
-4.82341171,1.28744263,0.00626444,0.28222609,0.21420144,0.00000000,0.48326664,0.46186154,0.57413589,0.00000000
-4.81740870,1.34959058,0.00610293,0.29056958,0.22102758,0.00000000,0.50123345,0.47712988,0.61105753,0.00000000
-4.81140570,1.41967703,0.00603848,0.29931903,0.23027933,0.00000000,0.52204988,0.49316486,0.65350316,0.00000000
-4.80540270,1.49707451,0.00606530,0.30845844,0.24176387,0.00000000,0.54545928,0.50992437,0.70101079,0.00000000
-4.79939970,1.58104839,0.00617663,0.31795871,0.25526505,0.00000000,0.57117273,0.52734358,0.75305537,0.00000000
-4.79339670,1.67076698,0.00636486,0.32777571,0.27054818,0.00000000,0.59887387,0.54533267,0.80905977,0.00000000
-4.78739370,1.76531550,0.00662175,0.33784909,0.28736516,0.00000000,0.62822459,0.56377575,0.86840774,0.00000000
-4.78139070,1.86371367,0.00693855,0.34810188,0.30546006,0.00000000,0.65887167,0.58253110,0.93045839,0.00000000
-4.77538769,1.96493696,0.00730618,0.35844109,0.32457494,0.00000000,0.69045443,0.60143300,0.99456201,0.00000000
-4.76938469,2.06794098,0.00771538,0.36875931,0.34445581,0.00000000,0.72261302,0.62029507,1.06007672,0.00000000
-4.76338169,2.17168831,0.00815695,0.37893731,0.36485847,0.00000000,0.75499729,0.63891523,1.12638539,0.00000000
-4.75737869,2.27517674,0.00862190,0.38884761,0.38555423,0.00000000,0.78727594,0.65708188,1.19291218,0.00000000
-4.75137569,2.37746769,0.00910164,0.39835875,0.40633508,0.00000000,0.81914542,0.67458125,1.25913798,0.00000000
-4.74537269,2.47771355,0.00958820,0.40734020,0.42701824,0.00000000,0.85033844,0.69120544,1.32461392,0.00000000
-4.73936968,2.57518227,0.01007443,0.41566753,0.44744981,0.00000000,0.88063142,0.70676062,1.38897233,0.00000000
-4.73336668,2.66927787,0.01055414,0.42322757,0.46750731,0.00000000,0.90985051,0.72107512,1.45193436,0.00000000
-4.72736368,2.75955563,0.01102228,0.42992338,0.48710094,0.00000000,0.93787595,0.73400675,1.51331377,0.00000000
-4.72136068,2.84573058,0.01147508,0.43567851,0.50617348,0.00000000,0.96464421,0.74544896,1.57301640,0.00000000
-4.71535768,2.92767883,0.01191017,0.44044059,0.52469864,0.00000000,0.99014779,0.75533548,1.63103531,0.00000000
-4.70935468,3.00543117,0.01232659,0.44418375,0.54267804,0.00000000,1.01443265,0.76364311,1.68744137,0.00000000
-4.70335168,3.07915900,0.01272484,0.44691002,0.56013670,0.00000000,1.03759309,0.77039250,1.74236978,0.00000000
-4.69734867,3.14915324,0.01310684,0.44864941,0.57711744,0.00000000,1.05976441,0.77564690,1.79600298,0.00000000
-4.69134567,3.21579715,0.01347583,0.44945887,0.59367413,0.00000000,1.08111358,0.77950893,1.84855076,0.00000000
-4.68534267,3.27953447,0.01383624,0.44942008,0.60986445,0.00000000,1.10182841,0.78211572,1.90022845,0.00000000
-4.67933967,3.34083468,0.01419349,0.44863645,0.62574216,0.00000000,1.12210560,0.78363262,1.95123444,0.00000000
-4.67333667,3.40015740,0.01455375,0.44722930,0.64134960,0.00000000,1.14213860,0.78424601,2.00172816,0.00000000
-4.66733367,3.45791794,0.01492371,0.44533376,0.65671065,0.00000000,1.16210562,0.78415572,2.05180974,0.00000000
-4.66133067,3.51445630,0.01531024,0.44309444,0.67182459,0.00000000,1.18215874,0.78356757,2.10150271,0.00000000
-4.65532766,3.57001128,0.01572012,0.44066134,0.68666132,0.00000000,1.20241463,0.78268649,2.15074052,0.00000000
-4.64932466,3.62470167,0.01615974,0.43818618,0.70115810,0.00000000,1.22294749,0.78171074,2.19935806,0.00000000
-4.64332166,3.67851544,0.01663477,0.43581936,0.71521829,0.00000000,1.24378467,0.78082754,2.24708857,0.00000000
