energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.89194597,3.46739319,0.02171476,0.49870206,1.90994967,1.12586154,0.03601242,1.63735196,1.22893949,0.06008555
-5.88594297,3.58700165,0.02327191,0.50369966,1.93160562,1.17759787,0.03682064,1.69939780,1.24951515,0.06467306
-5.87993997,3.70567612,0.02493042,0.50759669,1.94842111,1.23008481,0.03766169,1.76074178,1.26578406,0.06977215
-5.87393697,3.82279200,0.02667892,0.51051812,1.96042517,1.28307494,0.03852676,1.82089877,1.27749540,0.07537675
-5.86793397,3.93775757,0.02850471,0.51262377,1.96774220,1.33630399,0.03940597,1.87938864,1.28447988,0.08147617
-5.86193097,4.05001236,0.03039382,0.51410373,1.97058874,1.38948901,0.04028849,1.93574092,1.28665593,0.08805439
-5.85592796,4.15902466,0.03233107,0.51517277,1.96926693,1.44232745,0.04116276,1.98949935,1.28403319,0.09508941
-5.84992496,4.26428889,0.03430017,0.51606397,1.96415511,1.49449768,0.04201662,2.04022630,1.27671311,0.10255267
-5.84392196,4.36532377,0.03628385,0.51702185,1.95569597,1.54566110,0.04283754,2.08750750,1.26488669,0.11040871
-5.83791896,4.46167257,0.03826405,0.51829532,1.94438275,1.59546646,0.04361290,2.13095720,1.24882939,0.11861503
-5.83191596,4.55290598,0.04022210,0.52013083,1.93074436,1.64355642,0.04433020,2.17022396,1.22889373,0.12712221
-5.82591296,4.63862878,0.04213899,0.52276606,1.91533017,1.68957660,0.04497739,2.20499750,1.20549975,0.13587441
-5.81990995,4.71849045,0.04399570,0.52642436,1.89869543,1.73318687,0.04554316,2.23501642,1.17912403,0.14481024
-5.81390695,4.79220020,0.04577349,0.53131035,1.88138804,1.77407489,0.04601724,2.26007702,1.15028771,0.15386391
-5.80790395,4.85954607,0.04745429,0.53760670,1.86393749,1.81197117,0.04639071,2.28004310,1.11954399,0.16296686
-5.80190095,4.92041755,0.04902111,0.54547240,1.84684649,1.84666546,0.04665626,2.29485639,1.08746589,0.17204963
-5.79589795,4.97483072,0.05045842,0.55504229,1.83058578,1.87802325,0.04680851,2.30454715,1.05463439,0.18104406
-5.78989495,5.02295440,0.05175259,0.56642797,1.81559210,1.90600198,0.04684419,2.30924470,1.02162759,0.18988563
-5.78389195,5.06513577,0.05289223,0.57971973,1.80226931,1.93066565,0.04676233,2.30918677,0.98901096,0.19851593
-5.77788894,5.10192322,0.05386858,0.59498932,1.79099225,1.95219706,0.04656440,2.30472741,0.95732889,0.20688505
-5.77188594,5.13408467,0.05467580,0.61229322,1.78211274,1.97090657,0.04625436,2.29634232,0.92709747,0.21495390
-5.76588294,5.16261883,0.05531121,0.63167577,1.77596686,1.98723665,0.04583863,2.28463104,0.89879854,0.22269619
-5.75987994,5.18875784,0.05577545,0.65317213,1.77288269,2.00176126,0.04532604,2.27031530,0.87287462,0.23009995
-5.75387694,5.21395934,0.05607258,0.67681014,1.77318724,2.01517962,0.04472763,2.25423285,0.84972463,0.23716859
-5.74787394,5.23988675,0.05621005,0.70261119,1.77721194,2.02830398,0.04405642,2.23732643,0.82970017,0.24392130
-5.74187094,5.26837709,0.05619859,0.73058942,1.78529535,2.04204123,0.04332713,2.22062771,0.81310188,0.25039266
-5.73586793,5.30139616,0.05605201,0.76074924,1.79778273,2.05736863,0.04255578,2.20523609,0.80017600,0.25663160
-5.72986493,5.34098170,0.05578687,0.79308114,1.81502168,2.07530405,0.04175926,2.19229269,0.79111074,0.26269949
-5.72386193,5.38917586,0.05542208,0.82755577,1.83735370,2.09687160,0.04095491,2.18295012,0.78603251,0.26866758
-5.71785893,5.44794899,0.05497843,0.86411671,1.86510190,2.12306365,0.04015999,2.17833868,0.78500215,0.27461370
-5.71185593,5.51911748,0.05447796,0.90267216,1.89855507,2.15480050,0.03939123,2.17953008,0.78801125,0.28061852
-5.70585293,5.60425896,0.05394343,0.94308639,1.93794899,2.19288942,0.03866428,2.18749997,0.79497880,0.28676133
-5.69984992,5.70462848,0.05339754,0.98517123,1.98344591,2.23798439,0.03799331,2.20309043,0.80574868,0.29311574
-5.69384692,5.82107969,0.05286234,1.02867875,2.03511363,2.29054864,0.03739054,2.22697420,0.82008824,0.29974527
-5.68784392,5.95399516,0.05235844,1.07329553,2.09290523,2.35082146,0.03686586,2.25962195,0.83768843,0.30669932
-5.68184092,6.10322948,0.05190442,1.11863938,2.15664127,2.41879105,0.03642656,2.30127422,0.85816592,0.31400942
-5.67583792,6.26806898,0.05151614,1.16425911,2.22599556,2.49417497,0.03607709,2.35191944,0.88106758,0.32168629
-5.66983492,6.44721074,0.05120625,1.20963775,2.30048589,2.57640936,0.03581891,2.41127920,0.90587734,0.32971761
-5.66383192,6.63876326,0.05098364,1.25419951,2.37947072,2.66464788,0.03565048,2.47880197,0.93202595,0.33806676
-5.65782891,6.84026996,0.05085319,1.29732047,2.46215253,2.75777106,0.03556729,2.55366579,0.95890311,0.34667266
-5.65182591,7.04875578,0.05081546,1.33834294,2.54758824,2.85440612,0.03556204,2.63479055,0.98587225,0.35545060
-5.64582291,7.26079595,0.05086667,1.37659277,2.63470652,2.95295696,0.03562487,2.72085971,1.01228722,0.36429419
-5.63981991,7.47260514,0.05099876,1.41139928,2.72233176,3.05164368,0.03574372,2.81035112,1.03751057,0.37307823
-5.63381691,7.68014383,0.05119961,1.44211667,2.80921369,3.14855035,0.03590473,2.90157630,1.06093275,0.38166247
-5.62781391,7.87923822,0.05145342,1.46814606,2.89406159,3.24167947,0.03609269,2.99272674,1.08199143,0.38989602
-5.62181091,8.06570906,0.05174122,1.48895710,2.97558168,3.32901128,0.03629158,3.08192606,1.10019017,0.39762231
-5.61580790,8.23550428,0.05204153,1.50410798,3.05251600,3.40856568,0.03648510,3.16728593,1.11511564,0.40468426
-5.60980490,8.38483028,0.05233105,1.51326295,3.12368126,3.47846443,0.03665717,3.24696390,1.12645260,0.41092950
-5.60380190,8.51027638,0.05258553,1.51620633,3.18800572,3.53699133,0.03679247,3.31922100,1.13399589,0.41621552
-5.59779890,8.60892776,0.05278057,1.51285240,3.24456272,3.58264794,0.03687694,3.38247687,1.13765893,0.42041436
-5.59179590,8.67846205,0.05289251,1.50325063,3.29259944,3.61420277,0.03689816,3.43536026,1.13747831,0.42341683
-5.58579290,8.71722619,0.05289926,1.48758605,3.33155959,3.63073207,0.03684571,3.47675307,1.13361407,0.42513616
-5.57978989,8.72429054,0.05278108,1.46617475,3.36109933,3.63165051,0.03671149,3.50582603,1.12634579,0.42551075
-5.57378689,8.69947840,0.05252128,1.43945482,3.38109582,3.61673087,0.03648983,3.52206482,1.11606448,0.42450633
-5.56778389,8.64337036,0.05210679,1.40797320,3.39164830,3.58611182,0.03617766,3.52528539,1.10326062,0.42211716
-5.56178089,8.55728353,0.05152861,1.37236913,3.39307170,3.54029386,0.03577445,3.51563809,1.08850873,0.41836656
-5.55577789,8.44322716,0.05078211,1.33335503,3.38588341,3.48012348,0.03528216,3.49360044,1.07244913,0.41330668
-5.54977489,8.30383663,0.04986714,1.29169564,3.37078372,3.40676648,0.03470509,3.45995875,1.05576750,0.40701753
-5.54377189,8.14228889,0.04878802,1.24818646,3.34863102,3.32167153,0.03404961,3.41577964,1.03917294,0.39960555
-5.53776888,7.96220267,0.04755331,1.20363220,3.32041270,3.22652544,0.03332392,3.36237229,1.02337547,0.39120146
-5.53176588,7.76752757,0.04617553,1.15882610,3.28721300,3.12320198,0.03253771,3.30124326,1.00906345,0.38195783
-5.52576288,7.56242591,0.04467063,1.11453089,3.25017892,3.01370613,0.03170181,3.23404554,0.99688196,0.37204614
-5.51975988,7.35115168,0.04305745,1.07146169,3.21048553,2.90011583,0.03082783,3.16252375,0.98741266,0.36165346
-5.51375688,7.13793058,0.04135702,1.03027145,3.16930179,2.78452330,0.02992781,3.08845782,0.98115571,0.35097894
-5.50775388,6.92684497,0.03959187,0.99153911,3.12775796,2.66897785,0.02901385,3.01360698,0.97851452,0.34022991
-5.50175088,6.72172728,0.03778528,0.95576036,3.08691564,2.55543205,0.02809782,2.93965643,0.97978352,0.32961780
-5.49574787,6.52606482,0.03596049,0.92334135,3.04774132,2.44569303,0.02719105,2.86816837,0.98513946,0.31935384
-5.48974487,6.34291866,0.03414007,0.89459481,3.01108415,2.34138008,0.02630408,2.80053915,0.99463643,0.30964456
-5.48374187,6.17485864,0.03234520,0.86973875,2.97765848,2.24389002,0.02544650,2.73796403,1.00820471,0.30068729
-5.47773887,6.02391588,0.03059513,0.84889719,2.94803163,2.15437087,0.02462673,2.68141052,1.02565350,0.29266551
-5.47173587,5.89155381,0.02890669,0.83210300,2.92261714,2.07370468,0.02385200,2.63160109,1.04667742,0.28574435
-5.46573287,5.77865809,0.02729396,0.81930232,2.90167345,2.00249961,0.02312825,2.58900565,1.07086651,0.28006621
-5.45972986,5.68554515,0.02576800,0.81036048,2.88530797,1.94109124,0.02246015,2.55384358,1.09771945,0.27574668
-5.45372686,5.61198866,0.02433672,0.80506924,2.87348621,1.88955285,0.02185118,2.52609517,1.12665953,0.27287095
-5.44772386,5.55726260,0.02300495,0.80315506,2.86604538,1.84771405,0.02130373,2.50552147,1.15705275,0.27149071
-5.44172086,5.52019929,0.02177449,0.80428829,2.86271206,1.81518693,0.02081920,2.49169173,1.18822757,0.27162185
-5.43571786,5.49925998,0.02064436,0.80809317,2.86312281,1.79139865,0.02039824,2.48401689,1.21949540,0.27324296
-5.42971486,5.49261557,0.01961113,0.81415830,2.86684722,1.77562927,0.02004092,2.48178790,1.25017125,0.27629483
-5.42371186,5.49823443,0.01866926,0.82204768,2.87341212,1.76705329,0.01974693,2.48421687,1.27959377,0.28068098
-5.41770885,5.51397419,0.01781156,0.83131187,2.88232620,1.76478351,0.01951582,2.49047975,1.30714376,0.28626928
-5.41170585,5.53767408,0.01702962,0.84149919,2.89310393,1.76791549,0.01934722,2.49975838,1.33226081,0.29289474
-5.40570285,5.56724472,0.01631428,0.85216677,2.90528800,1.77557092,0.01924101,2.51128067,1.35445712,0.30036332
-5.39969985,5.60075181,0.01565609,0.86289103,2.91846927,1.78693841,0.01919747,2.52435708,1.37332833,0.30845671
-5.39369685,5.63649082,0.01504572,0.87327760,2.93230376,1.80130998,0.01921743,2.53841211,1.38856082,0.31693808
-5.38769385,5.67305002,0.01447431,0.88297008,2.94652596,1.81811192,0.01930233,2.55300978,1.39993547,0.32555839
-5.38169085,5.70935941,0.01393382,0.89165778,2.96095821,1.83692882,0.01945421,2.56787202,1.40732781,0.33406329
-5.37568784,5.74472389,0.01341722,0.89908183,2.97551581,1.85751966,0.01967567,2.58288953,1.41070468,0.34220023
-5.36968484,5.77883954,0.01291871,0.90503982,2.99020805,1.87982545,0.01996980,2.59812474,1.41011783,0.34972555
-5.36368184,5.81179251,0.01243379,0.90938859,3.00513508,1.90396785,0.02033996,2.61380685,1.40569485,0.35641136
-5.35767884,5.84404079,0.01195929,0.91204521,3.02048107,1.93023902,0.02078960,2.63031936,1.39762800,0.36205186
-5.35167584,5.87637973,0.01149333,0.91298609,3.03650393,1.95908281,0.02132203,2.64818054,1.38616155,0.36646898
-5.34567284,5.90989291,0.01103522,0.91224433,3.05352230,1.99106829,0.02194010,2.66801777,1.37157830,0.36951701
-5.33966983,5.94589052,0.01058533,0.90990529,3.07190009,2.02685650,0.02264594,2.69053688,1.35418606,0.37108622
-5.33366683,5.98583790,0.01014491,0.90610077,3.09202956,2.06716196,0.02344067,2.71648750,1.33430446,0.37110512
-5.32766383,6.03127742,0.00971589,0.90100176,3.11431322,2.11271053,0.02432416,2.74662620,1.31225297,0.36954160
-5.32166083,6.08374683,0.00930067,0.89481031,3.13914552,2.16419550,0.02529478,2.78167848,1.28834036,0.36640273
-5.31565783,6.14469775,0.00890192,0.88775069,3.16689478,2.22223381,0.02634924,2.82230148,1.26285605,0.36173327
-5.30965483,6.21541759,0.00852240,0.88006007,3.19788603,2.28732448,0.02748250,2.86904864,1.23606363,0.35561320
-5.30365183,6.29695828,0.00816475,0.87197940,3.23238535,2.35981107,0.02868770,2.92233793,1.20819657,0.34815415
-5.29764882,6.39007471,0.00783137,0.86374442,3.27058619,2.43984987,0.02995627,2.98242475,1.17945629,0.33949511
-5.29164582,6.49517533,0.00752431,0.85557748,3.31259819,2.52738548,0.03127796,3.04938067,1.15001226,0.32979762
-5.28564282,6.61228707,0.00724514,0.84768022,3.35843874,2.62213477,0.03264112,3.12307894,1.12000410,0.31924047
-5.27963982,6.74103568,0.00699494,0.84022747,3.40802765,2.72358002,0.03403291,3.20318713,1.08954535,0.30801445
-5.27363682,6.88064225,0.00677423,0.83336259,3.46118505,2.83097172,0.03543962,3.28916743,1.05872854,0.29631707
-5.26763382,7.02993574,0.00658301,0.82719429,3.51763253,2.94334073,0.03684704,3.38028439,1.02763122,0.28434762
-5.26163082,7.18738072,0.00642074,0.82179507,3.57699746,3.05951932,0.03824079,3.47561973,0.99632250,0.27230266
-5.25562781,7.35111874,0.00628638,0.81720127,3.63882013,3.17817020,0.03960673,3.57409374,0.96486984,0.26037207
-5.24962481,7.51902127,0.00617848,0.81341463,3.70256357,3.29782193,0.04093133,3.67449199,0.93334543,0.24873574
-5.24362181,7.68875154,0.00609518,0.81040519,3.76762523,3.41690932,0.04220193,3.77549649,0.90183223,0.23756092
-5.23761881,7.85783242,0.00603433,0.80811540,3.83335029,3.53381679,0.04340710,3.87571970,0.87042887,0.22700019
-5.23161581,8.02371695,0.00599348,0.80646513,3.89904568,3.64692267,0.04453680,3.97374009,0.83925361,0.21719016
-5.22561281,8.18385865,0.00597001,0.80535724,3.96399430,3.75464268,0.04558250,4.06813768,0.80844692,0.20825056
-5.21960980,8.33577833,0.00596115,0.80468353,4.02746871,3.85547043,0.04653734,4.15752813,0.77817256,0.20028389
-5.21360680,8.47712484,0.00596404,0.80433056,4.08874381,3.94801362,0.04739602,4.24059418,0.74861733,0.19337535
-5.20760380,8.60572750,0.00597577,0.80418524,4.14710795,4.03102431,0.04815477,4.31611336,0.71998927,0.18759302
-5.20160080,8.71963865,0.00599344,0.80413979,4.20187229,4.10342251,0.04881121,4.38298106,0.69251461,0.18298823
-5.19559780,8.81716528,0.00601418,0.80409582,4.25237818,4.16431251,0.04936413,4.44022864,0.66643355,0.17959597
-5.18959480,8.89688962,0.00603522,0.80396759,4.29800271,4.21299184,0.04981325,4.48703626,0.64199523,0.17743534
-5.18359180,8.95767909,0.00605389,0.80368406,4.33816268,4.24895312,0.05015899,4.52274067,0.61945201,0.17651000
-5.17758879,8.99868669,0.00606765,0.80319005,4.37231736,4.27187974,0.05040219,4.54683841,0.59905357,0.17680867
-5.17158579,9.01934358,0.00607418,0.80244630,4.39997070,4.28163616,0.05054388,4.55898500,0.58104108,0.17830568
-5.16558279,9.01934574,0.00607135,0.80142882,4.42067361,4.27825423,0.05058507,4.55899105,0.56564179,0.18096158
-5.15957979,8.99863687,0.00605730,0.80012749,4.43402675,4.26191688,0.05052658,4.54681621,0.55306443,0.18472394
-5.15357679,8.95738996,0.00603042,0.79854441,4.43968479,4.23294056,0.05036894,4.52256192,0.54349557,0.18952846
-5.14757379,8.89598929,0.00598947,0.79669197,4.43736221,4.19175783,0.05011236,4.48646372,0.53709731,0.19530030
-5.14157079,8.81501487,0.00593351,0.79459114,4.42684110,4.13890107,0.04975675,4.43888393,0.53400631,0.20195579
-5.13556778,8.71523020,0.00586200,0.79227002,4.40798102,4.07498836,0.04930184,4.38030517,0.53433417,0.20940453
-5.12956478,8.59757424,0.00577480,0.78976290,4.38073047,4.00071189,0.04874730,4.31132489,0.53816921,0.21755189
-5.12356178,8.46315750,0.00567218,0.78710992,4.34513966,3.91682933,0.04809300,4.23265097,0.54557934,0.22630178
-5.11755878,8.31326143,0.00555482,0.78435734,4.30137365,3.82415774,0.04733921,4.14509797,0.55661570,0.23555972
-5.11155578,8.14934025,0.00542384,0.78155840,4.24972490,3.72356988,0.04648691,4.04958359,0.57131692,0.24523605
-5.10555278,7.97302309,0.00528079,0.77877451,4.19062408,3.61599205,0.04553803,3.94712465,0.58971316,0.25524905
-5.09954977,7.78611487,0.00512759,0.77607674,4.12464785,3.50240252,0.04449570,3.83883165,0.61182985,0.26552802
-5.09354677,7.59059347,0.00496656,0.77354720,4.05252248,3.38382985,0.04336451,3.72590127,0.63769033,0.27601587
-5.08754377,7.38860136,0.00480035,0.77128005,3.97512208,3.26134988,0.04215063,3.60960588,0.66731706,0.28667126
-5.08154077,7.18242974,0.00463191,0.76938192,3.89346071,3.13608064,0.04086194,3.49127958,0.70073096,0.29746999
-5.07553777,6.97449399,0.00446440,0.76797131,3.80867762,3.00917456,0.03950805,3.37230030,0.73794862,0.30840552
-5.06953477,6.76729962,0.00430121,0.76717693,3.72201561,2.88180742,0.03810026,3.25406789,0.77897721,0.31948860
-5.06353177,6.56339863,0.00414579,0.76713464,3.63479257,2.75516398,0.03665140,3.13797842,0.82380702,0.33074585
-5.05752876,6.36533716,0.00400167,0.76798320,3.54836693,2.63042045,0.03517567,3.02539526,0.87240204,0.34221734
-5.05152576,6.17559571,0.00387232,0.76985858,3.46409822,2.50872420,0.03368827,2.91761774,0.92468874,0.35395322
-5.04552276,5.99652423,0.00376114,0.77288729,3.38330406,2.39117151,0.03220517,2.81584852,0.98054373,0.36600952
-5.03951976,5.83027477,0.00367133,0.77717888,3.30721558,2.27878431,0.03074260,2.72116116,1.03978108,0.37844330
-5.03351676,5.67873482,0.00360584,0.78281802,3.23693333,2.17248697,0.02931670,2.63446926,1.10214001,0.39130736
-5.02751376,5.54346481,0.00356733,0.78985661,3.17338576,2.07308434,0.02794307,2.55649873,1.16727404,0.40464481
-5.02151076,5.42564307,0.00355808,0.79830654,3.11729256,1.98124229,0.02663634,2.48776475,1.23474237,0.41848366
-5.01550775,5.32602153,0.00357996,0.80813339,3.06913498,1.89747164,0.02540973,2.42855483,1.30400459,0.43283192
-5.00950475,5.24489485,0.00363438,0.81925180,3.02913475,1.82211668,0.02427475,2.37891894,1.37441936,0.44767326
-5.00350175,5.18208529,0.00372224,0.83152282,2.99724320,1.75534865,0.02324084,2.33866772,1.44524774,0.46296368
-4.99749875,5.13694455,0.00384396,0.84475354,2.97314143,1.69716491,0.02231515,2.30737912,1.51566162,0.47862929
-4.99149575,5.10837349,0.00399940,0.85869931,2.95625202,1.64739367,0.02150237,2.28441363,1.58475722,0.49456534
-4.98549275,5.09485911,0.00418789,0.87306858,2.94576202,1.60570438,0.02080470,2.26893763,1.65157373,0.51063675
-4.97948974,5.09452783,0.00440826,0.88753024,2.94065660,1.57162317,0.02022180,2.25995429,1.71511629,0.52668001
-4.97348674,5.10521311,0.00465877,0.90172330,2.93976206,1.54455269,0.01975095,2.25634071,1.77438287,0.54250643
-4.96748374,5.12453456,0.00493724,0.91526854,2.94179631,1.52379559,0.01938719,2.25689005,1.82839378,0.55790677
-4.96148074,5.14998545,0.00524098,0.92778154,2.94542489,1.50858057,0.01912364,2.26035689,1.87622260,0.57265689
-4.95547774,5.17902502,0.00556690,0.93888676,2.94931992,1.49808988,0.01895178,2.26550399,1.91702722,0.58652439
-4.94947474,5.20917168,0.00591152,0.94823174,2.95221955,1.49148728,0.01886189,2.27114880,1.95007940,0.59927578
-4.94347174,5.23809361,0.00627101,0.95550106,2.95298527,1.48794539,0.01884346,2.27620754,1.97479156,0.61068406
-4.93746873,5.26369291,0.00664126,0.96042921,2.95065467,1.48667144,0.01888566,2.27973548,1.99073919,0.62053632
-4.93146573,5.28418051,0.00701797,0.96281197,2.94448751,1.48693069,0.01897783,2.28096176,1.99767809,0.62864109
-4.92546273,5.29813900,0.00739667,0.96251570,2.93400318,1.48806691,0.01910996,2.27931753,1.99555521,0.63483506
-4.91945973,5.30457139,0.00777282,0.95948420,2.91900822,1.48951932,0.01927312,2.27445654,1.98451270,0.63898913
-4.91345673,5.30293464,0.00814192,0.95374294,2.89961293,1.49083592,0.01945996,2.26626755,1.96488484,0.64101334
-4.90745373,5.29315715,0.00849955,0.94540039,2.87623668,1.49168297,0.01966500,2.25487838,1.93718802,0.64086059
-4.90145073,5.27564025,0.00884151,0.93464659,2.84960194,1.49185059,0.01988505,2.24065163,1.90210420,0.63852911
-4.89544772,5.25124435,0.00916389,0.92174902,2.82071749,1.49125488,0.02011939,2.22417252,1.86045868,0.63406350
-4.88944472,5.22126067,0.00946318,0.90704595,2.79085175,1.48993648,0.02036998,2.20622941,1.81319318,0.62755436
-4.88344172,5.18737012,0.00973640,0.89093769,2.76149730,1.48805602,0.02064154,2.18778800,1.76133553,0.61913658
-4.87743872,5.15159097,0.00998111,0.87387593,2.73432801,1.48588673,0.02094153,2.16995995,1.70596738,0.60898629
-4.87143572,5.11621717,0.01019562,0.85635169,2.71115021,1.48380446,0.02128004,2.15396728,1.64819126,0.59731670
-4.86543272,5.08374924,0.01037894,0.83888227,2.69384953,1.48227528,0.02166956,2.14110341,1.58909851,0.58437289
-4.85942971,5.05681957,0.01053095,0.82199752,2.68433482,1.48184109,0.02212471,2.13269218,1.52973933,0.57042573
-4.85342671,5.03811403,0.01065233,0.80622588,2.68448058,1.48310319,0.02266177,2.13004571,1.47109603,0.55576518
-4.84742371,5.03029152,0.01074468,0.79208046,2.69606935,1.48670414,0.02329820,2.13442227,1.41406045,0.54069310
-4.84142071,5.03590306,0.01081041,0.78004557,2.72073508,1.49330808,0.02405202,2.14698500,1.35941618,0.52551581
-4.83541771,5.05731203,0.01085275,0.77056380,2.75990884,1.50357962,0.02494117,2.16876245,1.30782592,0.51053665
-4.82941471,5.09661696,0.01087567,0.76402406,2.81476771,1.51816165,0.02598275,2.20061172,1.25982421,0.49604854
-4.82341171,5.15557844,0.01088377,0.76075067,2.88618790,1.53765238,0.02719225,2.24318492,1.21581526,0.48232702
-4.81740870,5.23555160,0.01088213,0.76099368,2.97470322,1.56258209,0.02858279,2.29689983,1.17607561,0.46962366
-4.81140570,5.33742581,0.01087617,0.76492079,3.08046963,1.59339001,0.03016426,2.36191532,1.14076103,0.45816015
-4.80540270,5.46157327,0.01087150,0.77261077,3.20323721,1.63040223,0.03194267,2.43811237,1.10991697,0.44812315
-4.79939970,5.60780815,0.01087369,0.78404879,3.34233028,1.67381109,0.03391935,2.52508128,1.08349185,0.43966008
-4.79339670,5.77535825,0.01088811,0.79912374,3.49663706,1.72365721,0.03609044,2.62211574,1.06135221,0.43287584
-4.78739370,5.96285054,0.01091974,0.81762783,3.66460958,1.77981483,0.03844639,2.72821431,1.04329901,0.42783062
-4.78139070,6.16831253,0.01097299,0.83925839,3.84427502,1.84198139,0.04097162,2.84208975,1.02908435,0.42453890
-4.77538769,6.38919046,0.01105155,0.86362234,4.03325906,1.90967226,0.04364445,2.96218660,1.01842764,0.42296952
-4.76938469,6.62238533,0.01115824,0.89024316,4.22882174,1.98222111,0.04643714,3.08670692,1.01103087,0.42304700
-4.76338169,6.86430715,0.01129497,0.91857042,4.42790602,2.05878672,0.04931619,3.21364432,1.00659237,0.42465398
-4.75737869,7.11094704,0.01146260,0.94799195,4.62719857,2.13836618,0.05224288,3.34082560,1.00481858,0.42763482
-4.75137569,7.35796631,0.01166100,0.97784834,4.82320198,2.21981479,0.05517400,3.46595945,1.00543377,0.43180011
-4.74537269,7.60080057,0.01188899,1.00744949,5.01231699,2.30187213,0.05806286,3.58669105,1.00818734,0.43693231
-4.73936968,7.83477632,0.01214448,1.03609293,5.19093270,2.38319368,0.06086038,3.70066113,1.01285890,0.44279196
-4.73336668,8.05523665,0.01242448,1.06308339,5.35552215,2.46238722,0.06351648,3.80556791,1.01926101,0.44912465
-4.72736368,8.25767201,0.01272528,1.08775283,5.50274034,2.53805249,0.06598141,3.89922988,1.02723985,0.45566838
-4.72136068,8.43785129,0.01304257,1.10948061,5.62952126,2.60882280,0.06820733,3.97964724,1.03667389,0.46216107
-4.71535768,8.59194865,0.01337164,1.12771264,5.73317021,2.67340692,0.07014972,4.04505988,1.04747103,0.46834810
-4.70935468,8.71666069,0.01370748,1.14197917,5.81144787,2.73062940,0.07176884,4.09399960,1.05956427,0.47398958
-4.70335168,8.80930942,0.01404502,1.15191013,5.86264246,2.77946771,0.07303105,4.12533448,1.07290634,0.47886704
-4.69734867,8.86792643,0.01437929,1.15724760,5.88562680,2.81908447,0.07390991,4.13830349,1.08746361,0.48278945
-4.69134567,8.89131453,0.01470551,1.15785472,5.87989769,2.84885332,0.07438715,4.13253991,1.10320952,0.48559825
-4.68534267,8.87908405,0.01501932,1.15372054,5.84559540,2.86837733,0.07445323,4.10808234,1.12011787,0.48717128
-4.67933967,8.83166195,0.01531678,1.14496067,5.78350227,2.87749903,0.07410773,4.06537279,1.13815622,0.48742544
-4.67333667,8.75027314,0.01559454,1.13181354,5.69501997,2.87630178,0.07335940,4.00524175,1.15727973,0.48631804
-4.66733367,8.63689470,0.01584981,1.11463229,5.58212621,2.86510229,0.07222582,3.92888072,1.17742549,0.48384668
-4.66133067,8.49418475,0.01608043,1.09387270,5.44731235,2.84443483,0.07073282,3.83780337,1.19850777,0.48004793
-4.65532766,8.32538906,0.01628482,1.07007760,5.29350437,2.81502785,0.06891363,3.73379669,1.22041412,0.47499458
-4.64932466,8.13422922,0.01646196,1.04385820,5.12397025,2.77777422,0.06680778,3.61886426,1.24300263,0.46879185
-4.64332166,7.92477717,0.01661132,1.01587334,4.94221762,2.73369642,0.06445974,3.49516377,1.26610024,0.46157253
