energy_ev,total_up,Ru_p_up,Ru_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,0.90508982,0.63277142,0.30232961,0.19681549,0.00409980,0.00861976,0.29443115
-5.99399700,0.91104786,0.65519342,0.29811161,0.19854691,0.00408475,0.00859753,0.29828272
-5.98799400,0.91621111,0.67681748,0.29413685,0.19951308,0.00405495,0.00856649,0.30261036
-5.98199100,0.92025672,0.69707592,0.29038612,0.19966616,0.00401057,0.00852390,0.30722395
-5.97598799,0.92297148,0.71545247,0.28688479,0.19898507,0.00395233,0.00846814,0.31196325
-5.96998499,0.92426083,0.73149551,0.28370464,0.19747534,0.00388149,0.00839887,0.31670436
-5.96398199,0.92415459,0.74483025,0.28096423,0.19516853,0.00379984,0.00831701,0.32136504
-5.95797899,0.92280892,0.75516928,0.27882747,0.19212110,0.00370962,0.00822472,0.32590863
-5.95197599,0.92050458,0.76232099,0.27750059,0.18841287,0.00361348,0.00812542,0.33034639
-5.94597299,0.91764153,0.76619522,0.27722774,0.18414518,0.00351442,0.00802366,0.33473805
-5.93996998,0.91472982,0.76680606,0.27828518,0.17943870,0.00341573,0.00792507,0.33919068
-5.93396698,0.91237707,0.76427121,0.28097434,0.17443101,0.00332085,0.00783616,0.34385561
-5.92796398,0.91127283,0.75880819,0.28561403,0.16927406,0.00323336,0.00776423,0.34892366
-5.92196098,0.91217034,0.75072701,0.29253186,0.16413149,0.00315683,0.00771715,0.35461866
-5.91595798,0.91586604,0.74041999,0.30205528,0.15917602,0.00309480,0.00770316,0.36118964
-5.90995498,0.92317762,0.72834877,0.31450251,0.15458673,0.00305066,0.00773072,0.36890173
-5.90395198,0.93492121,0.71502919,0.33017343,0.15054651,0.00302759,0.00780820,0.37802633
-5.89794897,0.95188855,0.70101467,0.34934110,0.14723959,0.00302851,0.00794374,0.38883087
-5.89194597,0.97482488,0.68687880,0.37224379,0.14484914,0.00305601,0.00814500,0.40156862
-5.88594297,1.00440831,0.67319789,0.39907810,0.14355505,0.00311231,0.00841893,0.41646891
-5.87993997,1.04123151,0.66053428,0.42999324,0.14353176,0.00319925,0.00877161,0.43372842
