energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,0.37419958,0.13387709,0.00000000,0.00000211,0.07647241,0.14682213,0.10009354
-5.99399700,0.39490608,0.14128675,0.00000000,0.00000292,0.08070225,0.15494569,0.10563491
-5.98799400,0.41377488,0.14803959,0.00000000,0.00000402,0.08455577,0.16234779,0.11068585
-5.98199100,0.43044461,0.15400652,0.00000000,0.00000550,0.08795888,0.16888652,0.11515003
-5.97598799,0.44458763,0.15907056,0.00000000,0.00000745,0.09084435,0.17443311,0.11894025
-5.96998499,0.45592120,0.16313090,0.00000000,0.00001004,0.09315402,0.17887641,0.12198140
-5.96398199,0.46421763,0.16610645,0.00000000,0.00001343,0.09484091,0.18212675,0.12421324
-5.95797899,0.46931265,0.16793895,0.00000000,0.00001783,0.09587090,0.18411930,0.12559265
-5.95197599,0.47111191,0.16859522,0.00000000,0.00002351,0.09622406,0.18481651,0.12609535
-5.94597299,0.46959493,0.16806867,0.00000000,0.00003077,0.09589539,0.18420972,0.12571703
-5.93996998,0.46481674,0.16637985,0.00000000,0.00003998,0.09489521,0.18231969,0.12447378
-5.93396698,0.45690678,0.16357609,0.00000000,0.00005159,0.09324886,0.17919618,0.12240183
-5.92796398,0.44606524,0.15973022,0.00000000,0.00006610,0.09099599,0.17491648,0.11955658
-5.92196098,0.43255716,0.15493848,0.00000000,0.00008407,0.08818930,0.16958299,0.11601105
-5.91595798,0.41670431,0.14931760,0.00000000,0.00010618,0.08489291,0.16332004,0.11185369
-5.90995498,0.39887545,0.14300136,0.00000000,0.00013315,0.08118036,0.15626996,0.10718577
-5.90395198,0.37947538,0.13613666,0.00000000,0.00016579,0.07713236,0.14858874,0.10211844
-5.89794897,0.35893310,0.12887928,0.00000000,0.00020495,0.07283446,0.14044127,0.09676953
-5.89194597,0.33768986,0.12138963,0.00000000,0.00025158,0.06837454,0.13199664,0.09126031
-5.88594297,0.31618732,0.11382848,0.00000000,0.00030663,0.06384054,0.12342333,0.08571224
-5.87993997,0.29485640,0.10635293,0.00000000,0.00037109,0.05931814,0.11488482,0.08024390
-5.87393697,0.27410717,0.09911280,0.00000000,0.00044592,0.05488883,0.10653550,0.07496821
-5.86793397,0.25432006,0.09224740,0.00000000,0.00053207,0.05062816,0.09851718,0.06998991
-5.86193097,0.23583851,0.08588288,0.00000000,0.00063040,0.04660438,0.09095613,0.06540350
-5.85592796,0.21896341,0.08013016,0.00000000,0.00074165,0.04287731,0.08396086,0.06129159
-5.84992496,0.20394906,0.07508340,0.00000000,0.00086643,0.03949773,0.07762055,0.05772364
-5.84392196,0.19100086,0.07081913,0.00000000,0.00100511,0.03650692,0.07200415,0.05475524
-5.83791896,0.18027445,0.06739584,0.00000000,0.00115786,0.03393666,0.06716007,0.05242770
-5.83191596,0.17187625,0.06485409,0.00000000,0.00132453,0.03180939,0.06311659,0.05076810
-5.82591296,0.16586514,0.06321701,0.00000000,0.00150468,0.03013861,0.05988258,0.04978964
