energy_ev,total_up,Al_p_up,Al_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-4.80540270,2.12617671,0.15580880,0.00000000,0.62197722,1.11434506,0.12202564,0.25903144
-4.79939970,2.08110122,0.15636288,0.00000000,0.59971997,1.10024004,0.12239678,0.24818943
-4.79339670,2.03711844,0.15687217,0.00000000,0.57806371,1.08617334,0.12221028,0.23818439
-4.78739370,1.99505136,0.15739688,0.00000000,0.55726427,1.07256032,0.12150041,0.22911963
-4.78139070,1.95576147,0.15800504,0.00000000,0.53757255,1.05985613,0.12031528,0.22108735
-4.77538769,1.92012973,0.15877044,0.00000000,0.51923002,1.04854547,0.11871578,0.21416735
-4.76938469,1.88903409,0.15977016,0.00000000,0.50246354,1.03912992,0.11677391,0.20842570
-4.76338169,1.86332428,0.16108161,0.00000000,0.48747993,1.03211328,0.11457078,0.20391323
-4.75737869,1.84379470,0.16277944,0.00000000,0.47446033,1.02798536,0.11219424,0.20066407
-4.75137569,1.83115673,0.16493219,0.00000000,0.46355462,1.02720497,0.10973627,0.19869414
-4.74537269,1.82601164,0.16759911,0.00000000,0.45487628,1.03018284,0.10729022,0.19799994
-4.73936968,1.82882538,0.17082701,0.00000000,0.44849787,1.03726526,0.10494793,0.19855741
-4.73336668,1.83990677,0.17464769,0.00000000,0.44444745,1.04871915,0.10279703,0.20032141
-4.72736368,1.85939006,0.17907569,0.00000000,0.44270626,1.06471950,0.10091829,0.20322546
-4.72136068,1.88722315,0.18410682,0.00000000,0.44320772,1.08533970,0.09938332,0.20718224
-4.71535768,1.92316222,0.18971740,0.00000000,0.44583806,1.11054541,0.09825256,0.21208463
-4.70935468,1.96677336,0.19586431,0.00000000,0.45043863,1.14019236,0.09757375,0.21780749
-4.70335168,2.01744145,0.20248596,0.00000000,0.45680975,1.17402834,0.09738078,0.22421009
-4.69734867,2.07438625,0.20950410,0.00000000,0.46471631,1.21169939,0.09769314,0.23113924
-4.69134567,2.13668523,0.21682643,0.00000000,0.47389463,1.25276019,0.09851579,0.23843295
-4.68534267,2.20330245,0.22434993,0.00000000,0.48406058,1.29668816,0.09983960,0.24592457
-4.67933967,2.27312238,0.23196487,0.00000000,0.49491861,1.34290087,0.10164220,0.25344725
-4.67333667,2.34498747,0.23955922,0.00000000,0.50617130,1.39077611,0.10388928,0.26083856
-4.66733367,2.41773789,0.24702334,0.00000000,0.51752898,1.43967375,0.10653622,0.26794507
-4.66133067,2.49025184,0.25425479,0.00000000,0.52871930,1.48895863,0.10953004,0.27462676
-4.65532766,2.56148475,0.26116296,0.00000000,0.53949595,1.53802336,0.11281150,0.28076092
-4.64932466,2.63050579,0.26767345,0.00000000,0.54964656,1.58631024,0.11631729,0.28624564
-4.64332166,2.69652986,0.27373185,0.00000000,0.55899913,1.63333117,0.11998230,0.29100243
-4.63731866,2.75894402,0.27930682,0.00000000,0.56742693,1.67868481,0.12374173,0.29497809
-4.63131566,2.81732673,0.28439234,0.00000000,0.57485162,1.72207007,0.12753307,0.29814563
-4.62531266,2.87145933,0.28900892,0.00000000,0.58124432,1.76329536,0.13129786,0.30050424
-4.61930965,2.92132901,0.29320370,0.00000000,0.58662486,1.80228302,0.13498311,0.30207833
-4.61330665,2.96712304,0.29704953,0.00000000,0.59105900,1.83906884,0.13854236,0.30291556
-4.60730365,3.00921441,0.30064280,0.00000000,0.59465388,1.87379634,0.14193640,0.30308420
-4.60130065,3.04813956,0.30410027,0.00000000,0.59755193,1.90670623,0.14513358,0.30266965
-4.59529765,3.08456890,0.30755494,0.00000000,0.59992344,1.93812135,0.14810973,0.30177048
-4.58929465,3.11927157,0.31115109,0.00000000,0.60195809,1.96842774,0.15084771,0.30049406
-4.58329165,3.15307583,0.31503872,0.00000000,0.60385600,1.99805273,0.15333670,0.29895205
-4.57728864,3.18682705,0.31936760,0.00000000,0.60581844,2.02744106,0.15557118,0.29725583
-4.57128564,3.22134508,0.32428116,0.00000000,0.60803884,2.05703009,0.15754983,0.29551216
-4.56528264,3.25738311,0.32991060,0.00000000,0.61069426,2.08722554,0.15927424,0.29381925
-4.55927964,3.29558986,0.33636928,0.00000000,0.61393795,2.11837871,0.16074770,0.29226330
-4.55327664,3.33647713,0.34374792,0.00000000,0.61789300,2.15076656,0.16197399,0.29091576
-4.54727364,3.38039404,0.35211062,0.00000000,0.62264765,2.18457566,0.16295643,0.28983130
-4.54127064,3.42750949,0.36149197,0.00000000,0.62825219,2.21989075,0.16369707,0.28904670
-4.53526763,3.47780350,0.37189544,0.00000000,0.63471764,2.25668873,0.16419616,0.28858044
-4.52926463,3.53106798,0.38329311,0.00000000,0.64201635,2.29483832,0.16445193,0.28843326
-4.52326163,3.58691680,0.39562675,0.00000000,0.65008416,2.33410536,0.16446069,0.28858939
-4.51725863,3.64480471,0.40881014,0.00000000,0.65882428,2.37416373,0.16421718,0.28901849
-4.51125563,3.70405397,0.42273276,0.00000000,0.66811246,2.41461099,0.16371516,0.28967817
-4.50525263,3.76388742,0.43726430,0.00000000,0.67780324,2.45498824,0.16294830,0.29051684
-4.49924962,3.82346621,0.45226018,0.00000000,0.68773695,2.49480291,0.16191108,0.29147693
-4.49324662,3.88193022,0.46756748,0.00000000,0.69774713,2.53355335,0.16059980,0.29249810
-4.48724362,3.93843920,0.48303115,0.00000000,0.70766802,2.57075391,0.15901361,0.29352040
-4.48124062,3.99221238,0.49850023,0.00000000,0.71734163,2.60595922,0.15715539,0.29448730
-4.47523762,4.04256487,0.51383364,0.00000000,0.72662440,2.63878641,0.15503248,0.29534823
-4.46923462,4.08893883,0.52890538,0.00000000,0.73539281,2.66893409,0.15265722,0.29606081
-4.46323162,4.13092823,0.54360887,0.00000000,0.74354801,2.69619732,0.15004716,0.29659247
-4.45722861,4.16829617,0.55786026,0.00000000,0.75101921,2.72047779,0.14722509,0.29692153
-4.45122561,4.20098397,0.57160053,0.00000000,0.75776577,2.74178884,0.14421867,0.29703777
-4.44522261,4.22911210,0.58479629,0.00000000,0.76377798,2.76025533,0.14105988,0.29694234
-4.43921961,4.25297322,0.59743947,0.00000000,0.76907663,2.77610839,0.13778417,0.29664726
-4.43321661,4.27301779,0.60954565,0.00000000,0.77371142,2.78967561,0.13442946,0.29617445
-4.42721361,4.28983353,0.62115145,0.00000000,0.77775838,2.80136729,0.13103497,0.29555441
-4.42121061,4.30411978,0.63231091,0.00000000,0.78131648,2.81165953,0.12764007,0.29482467
-4.41520760,4.31665828,0.64309124,0.00000000,0.78450363,2.82107522,0.12428298,0.29402805
-4.40920460,4.32828176,0.65356809,0.00000000,0.78745222,2.83016371,0.12099970,0.29321090
-4.40320160,4.33984185,0.66382048,0.00000000,0.79030443,2.83948030,0.11782294,0.29242126
-4.39719860,4.35217765,0.67392587,0.00000000,0.79320737,2.84956633,0.11478129,0.29170721
-4.39119560,4.36608617,0.68395534,0.00000000,0.79630833,2.86093063,0.11189853,0.29111525
-4.38519260,4.38229547,0.69396923,0.00000000,0.79975008,2.87403302,0.10919322,0.29068892
-4.37918959,4.40144150,0.70401334,0.00000000,0.80366641,2.88927029,0.10667845,0.29046750
-4.37318659,4.42404885,0.71411586,0.00000000,0.80817793,2.90696494,0.10436190,0.29048498
-4.36718359,4.45051593,0.72428506,0.00000000,0.81338813,2.92735682,0.10224596,0.29076915
-4.36118059,4.48110450,0.73450788,0.00000000,0.81937981,2.95059777,0.10032811,0.29134085
-4.35517759,4.51593359,0.74474935,0.00000000,0.82621189,2.97674899,0.09860142,0.29221337
-4.34917459,4.55497762,0.75495288,0.00000000,0.83391659,3.00578122,0.09705510,0.29339198
-4.34317159,4.59806849,0.76504139,0.00000000,0.84249715,3.03757730,0.09567509,0.29487359
-4.33716858,4.64490147,0.77491919,0.00000000,0.85192613,3.07193708,0.09444470,0.29664651
-4.33116558,4.69504468,0.78447452,0.00000000,0.86214436,3.10858453,0.09334521,0.29869043
-4.32516258,4.74795197,0.79358276,0.00000000,0.87306074,3.14717670,0.09235643,0.30097646
-4.31915958,4.80297920,0.80211015,0.00000000,0.88455297,3.18731471,0.09145716,0.30346750
-4.31315658,4.85940361,0.80991796,0.00000000,0.89646932,3.22855650,0.09062569,0.30611870
-4.30715358,4.91644643,0.81686699,0.00000000,0.90863163,3.27043134,0.08984012,0.30887835
