energy_ev,total_up,Al_p_up,Al_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,5.50929875,0.15138055,0.00000000,1.44099107,2.85332950,0.00980344,2.19782414
-5.99399700,5.49301449,0.14958111,0.00000000,1.43287783,2.85391791,0.00963532,2.19690199
-5.98799400,5.47391349,0.14821697,0.00000000,1.42345730,2.85135170,0.00947113,2.19401950
-5.98199100,5.45212499,0.14733025,0.00000000,1.41285835,2.84549121,0.00931292,2.18905726
-5.97598799,5.42775682,0.14695131,0.00000000,1.40121070,2.83622043,0.00916270,2.18190538
-5.96998499,5.40091002,0.14709801,0.00000000,1.38864613,2.82346045,0.00902242,2.17247442
-5.96398199,5.37169243,0.14777528,0.00000000,1.37529957,2.80718115,0.00889387,2.16070520
-5.95797899,5.34022997,0.14897491,0.00000000,1.36130979,2.78741024,0.00877868,2.14657712
-5.95197599,5.30667480,0.15067576,0.00000000,1.34681959,2.76423910,0.00867820,2.13011431
-5.94597299,5.27120969,0.15284418,0.00000000,1.33197526,2.73782498,0.00859354,2.11138927
-5.93996998,5.23404827,0.15543476,0.00000000,1.31692517,2.70838947,0.00852550,2.09052380
-5.93396698,5.19543105,0.15839142,0.00000000,1.30181755,2.67621318,0.00847456,2.06768722
-5.92796398,5.15561758,0.16164867,0.00000000,1.28679740,2.64162704,0.00844086,2.04309190
-5.92196098,5.11487525,0.16513316,0.00000000,1.27200264,2.60500059,0.00842416,2.01698635
-5.91595798,5.07346540,0.16876539,0.00000000,1.25755976,2.56672794,0.00842389,1.98964649
-5.90995498,5.03162775,0.17246158,0.00000000,1.24357900,2.52721217,0.00843914,1.96136524
-5.90395198,4.98956411,0.17613559,0.00000000,1.23014951,2.48684898,0.00846863,1.93244130
-5.89794897,4.94742252,0.17970086,0.00000000,1.21733462,2.44601045,0.00851075,1.90316755
-5.89194597,4.90528276,0.18307235,0.00000000,1.20516765,2.40502979,0.00856359,1.87381982
-5.88594297,4.86314445,0.18616834,0.00000000,1.19364847,2.36418783,0.00862494,1.84464640
-5.87993997,4.82091841,0.18891215,0.00000000,1.18274115,2.32370197,0.00869233,1.81585905
-5.87393697,4.77842223,0.19123360,0.00000000,1.17237285,2.28371815,0.00876308,1.78762583
-5.86793397,4.73538049,0.19307037,0.00000000,1.16243434,2.24430632,0.00883429,1.76006612
-5.86193097,4.69143003,0.19436905,0.00000000,1.15278199,2.20545960,0.00890295,1.73324807
-5.85592796,4.64613040,0.19508599,0.00000000,1.14324153,2.16709731,0.00896596,1.70718872
-5.84992496,4.59897926,0.19518789,0.00000000,1.13361339,2.12907176,0.00902020,1.68185656
-5.84392196,4.54943254,0.19465220,0.00000000,1.12367959,2.09117861,0.00906258,1.65717670
-5.83791896,4.49692848,0.19346726,0.00000000,1.11321187,2.05317037,0.00909015,1.63303815
-5.83191596,4.44091488,0.19163224,0.00000000,1.10198081,2.01477252,0.00910015,1.60930312
-5.82591296,4.38087842,0.18915695,0.00000000,1.08976562,1.97570165,0.00909010,1.58581768
-5.81990995,4.31637483,0.18606139,0.00000000,1.07636411,1.93568476,0.00905788,1.56242346
-5.81390695,4.24705859,0.18237527,0.00000000,1.06160242,1.89447900,0.00900183,1.53896978
-5.80790395,4.17271070,0.17813727,0.00000000,1.04534404,1.85189093,0.00892079,1.51532548
-5.80190095,4.09326327,0.17339427,0.00000000,1.02749772,1.80779446,0.00881420,1.49139019
-5.79589795,4.00881943,0.16820045,0.00000000,1.00802382,1.76214652,0.00868216,1.46710409
-5.78989495,3.91966754,0.16261624,0.00000000,0.98693873,1.71499989,0.00852542,1.44245593
-5.78389195,3.82628874,0.15670729,0.00000000,0.96431720,1.66651229,0.00834547,1.41748878
-5.77788894,3.72935705,0.15054319,0.00000000,0.94029235,1.61695137,0.00814450,1.39230314
-5.77188594,3.62973181,0.14419635,0.00000000,0.91505331,1.56669510,0.00792539,1.36705726
-5.76588294,3.52844233,0.13774062,0.00000000,0.88884062,1.51622742,0.00769168,1.34196459
-5.75987994,3.42666518,0.13125002,0.00000000,0.86193947,1.46612923,0.00744748,1.31728831
-5.75387694,3.32569481,0.12479740,0.00000000,0.83467118,1.41706483,0.00719742,1.29333334
-5.74787394,3.22690850,0.11845319,0.00000000,0.80738319,1.36976427,0.00694651,1.27043599
-5.74187094,3.13172703,0.11228411,0.00000000,0.78043805,1.32500234,0.00670004,1.24895176
-5.73586793,3.04157263,0.10635204,0.00000000,0.75420189,1.28357484,0.00646342,1.22924193
-5.72986493,2.95782585,0.10071298,0.00000000,0.72903285,1.24627313,0.00624209,1.21165936
-5.72386193,2.88178329,0.09541614,0.00000000,0.70527001,1.21385812,0.00604130,1.19653446
-5.71785893,2.81461775,0.09050324,0.00000000,0.68322323,1.18703452,0.00586605,1.18416167
-5.71185593,2.75734279,0.08600794,0.00000000,0.66316440,1.16642670,0.00572091,1.17478738
-5.70585293,2.71078288,0.08195555,0.00000000,0.64532036,1.15255712,0.00560991,1.16859973
-5.69984992,2.67555070,0.07836287,0.00000000,0.62986775,1.14582827,0.00553644,1.16572082
-5.69384692,2.65203231,0.07523836,0.00000000,0.61693011,1.14650889,0.00550321,1.16620180
-5.68784392,2.64038092,0.07258241,0.00000000,0.60657695,1.15472531,0.00551211,1.17002087
-5.68184092,2.64051931,0.07038785,0.00000000,0.59882517,1.17045794,0.00556428,1.17708463
-5.67583792,2.65215081,0.06864071,0.00000000,0.59364224,1.19354343,0.00566004,1.18723240
-5.66983492,2.67477814,0.06732100,0.00000000,0.59095133,1.22368211,0.00579894,1.20024344
-5.66383192,2.70772904,0.06640372,0.00000000,0.59063766,1.26045044,0.00597982,1.21584670
-5.65782891,2.75018746,0.06585991,0.00000000,0.59255606,1.30331781,0.00620084,1.23373253
-5.65182591,2.80122855,0.06565772,0.00000000,0.59653906,1.35166670,0.00645961,1.25356579
-5.64582291,2.85985570,0.06576355,0.00000000,0.60240516,1.40481537,0.00675325,1.27499954
-5.63981991,2.92503771,0.06614307,0.00000000,0.60996689,1.46204162,0.00707853,1.29768866
-5.63381691,2.99574404,0.06676222,0.00000000,0.61903815,1.52260656,0.00743194,1.32130259
-5.62781391,3.07097650,0.06758811,0.00000000,0.62944049,1.58577702,0.00780982,1.34553648
-5.62181091,3.14979559,0.06858970,0.00000000,0.64100806,1.65084551,0.00820845,1.37012009
-5.61580790,3.23134032,0.06973840,0.00000000,0.65359098,1.71714676,0.00862411,1.39482393
-5.60980490,3.31484062,0.07100846,0.00000000,0.66705700,1.78406992,0.00905318,1.41946240
-5.60380190,3.39962192,0.07237717,0.00000000,0.68129145,1.85106613,0.00949218,1.44389359
-5.59779890,3.48510196,0.07382488,0.00000000,0.69619561,1.91765121,0.00993781,1.46801599
-5.59179590,3.57078059,0.07533489,0.00000000,0.71168362,1.98340356,0.01038694,1.49176233
-5.58579290,3.65622362,0.07689317,0.00000000,0.72767832,2.04795795,0.01083665,1.51509093
-5.57978989,3.74104217,0.07848800,0.00000000,0.74410634,2.11099589,0.01128421,1.53797549
-5.57378689,3.82486964,0.08010950,0.00000000,0.76089293,2.17223369,0.01172704,1.56039376
-5.56778389,3.90733817,0.08174917,0.00000000,0.77795692,2.23140936,0.01216273,1.58231637
-5.56178089,3.98805687,0.08339945,0.00000000,0.79520633,2.28826969,0.01258897,1.60369638
-5.55577789,4.06659379,0.08505329,0.00000000,0.81253503,2.34255887,0.01300360,1.62446070
-5.54977489,4.14246352,0.08670386,0.00000000,0.82982079,2.39400961,0.01340453,1.64450398
-5.54377189,4.21512166,0.08834436,0.00000000,0.84692503,2.44233786,0.01378979,1.66368556
-5.53776888,4.28396721,0.08996795,0.00000000,0.86369429,2.48724179,0.01415752,1.68182999
-5.53176588,4.34835308,0.09156781,0.00000000,0.87996365,2.52840512,0.01450605,1.69873101
-5.52576288,4.40760428,0.09313741,0.00000000,0.89556166,2.56550500,0.01483385,1.71415905
-5.51975988,4.46104297,0.09467081,0.00000000,0.91031686,2.59822378,0.01513968,1.72787169
-5.51375688,4.50801874,0.09616308,0.00000000,0.92406524,2.62626392,0.01542257,1.73962643
-5.50775388,4.54794201,0.09761078,0.00000000,0.93665830,2.64936493,0.01568194,1.74919489
-5.50175088,4.58031841,0.09901240,0.00000000,0.94797115,2.66732109,0.01591759,1.75637758
-5.49574787,4.60478144,0.10036884,0.00000000,0.95791007,2.67999845,0.01612980,1.76101791
-5.48974487,4.62112108,0.10168368,0.00000000,0.96641903,2.68734974,0.01631932,1.76301471
-5.48374187,4.62930606,0.10296341,0.00000000,0.97348461,2.68942596,0.01648742,1.76233199
-5.47773887,4.62949796,0.10421740,0.00000000,0.97913889,2.68638348,0.01663583,1.75900548
-5.47173587,4.62205573,0.10545778,0.00000000,0.98346021,2.67848595,0.01676672,1.75314517
-5.46573287,4.60753006,0.10669897,0.00000000,0.98657138,2.66610061,0.01688263,1.74493365
-5.45972986,4.58664752,0.10795714,0.00000000,0.98863556,2.64968900,0.01698639,1.73462031
-5.45372686,4.56028518,0.10924937,0.00000000,0.98984994,2.62979240,0.01708097,1.72251162
-5.44772386,4.52943703,0.11059274,0.00000000,0.99043737,2.60701290,0.01716938,1.70895817
-5.44172086,4.49517420,0.11200330,0.00000000,0.99063667,2.58199110,0.01725450,1.69433911
-5.43571786,4.45860113,0.11349492,0.00000000,0.99069191,2.55538168,0.01733894,1.67904511
-5.42971486,4.42081032,0.11507827,0.00000000,0.99084133,2.52782847,0.01742490,1.66346075
-5.42371186,4.38283838,0.11675985,0.00000000,0.99130661,2.49994027,0.01751402,1.64794751
-5.41770885,4.34562573,0.11854109,0.00000000,0.99228297,2.47226903,0.01760730,1.63282826
-5.41170585,4.30998228,0.12041781,0.00000000,0.99393078,2.44529136,0.01770499,1.61837418
-5.40570285,4.27656083,0.12237986,0.00000000,0.99636893,2.41939457,0.01780656,1.60479473
-5.39969985,4.24583958,0.12441100,0.00000000,0.99967058,2.39486768,0.01791072,1.59223121
-5.39369685,4.21811421,0.12648926,0.00000000,1.00386123,2.37189779,0.01801540,1.58075402
-5.38769385,4.19349969,0.12858744,0.00000000,1.00891933,2.35057170,0.01811788,1.57036359
-5.38169085,4.17194120,0.13067404,0.00000000,1.01477921,2.33088244,0.01821489,1.56099476
-5.37568784,4.15323304,0.13271437,0.00000000,1.02133622,2.31273985,0.01830274,1.55252405
-5.36968484,4.13704393,0.13467190,0.00000000,1.02845360,2.29598450,0.01837752,1.54477921
-5.36368184,4.12294691,0.13650979,0.00000000,1.03597079,2.28040370,0.01843528,1.53755040
-5.35767884,4.11045167,0.13819239,0.00000000,1.04371249,2.26574858,0.01847223,1.53060203
-5.35167584,4.09903741,0.13968687,0.00000000,1.05149817,2.25175105,0.01848493,1.52368476
-5.34567284,4.08818407,0.14096464,0.00000000,1.05915123,2.23813966,0.01847047,1.51654675
-5.33966983,4.07740040,0.14200271,0.00000000,1.06650761,2.22465344,0.01842663,1.50894380
-5.33366683,4.06624730,0.14278473,0.00000000,1.07342320,2.21105317,0.01835204,1.50064774
-5.32766383,4.05435561,0.14330186,0.00000000,1.07977981,2.19712958,0.01824620,1.49145296
-5.32166083,4.04143753,0.14355319,0.00000000,1.08548941,2.18270834,0.01810962,1.48118096
-5.31565783,4.02729183,0.14354598,0.00000000,1.09049652,2.16765187,0.01794380,1.46968283
-5.30965483,4.01180285,0.14329538,0.00000000,1.09477875,2.15185840,0.01775118,1.45684000
-5.30365183,3.99493401,0.14282393,0.00000000,1.09834543,2.13525853,0.01753516,1.44256345
-5.29764882,3.97671679,0.14216072,0.00000000,1.10123456,2.11780998,0.01729993,1.42679167
-5.29164582,3.95723612,0.14134026,0.00000000,1.10350842,2.09949122,0.01705042,1.40948792
-5.28564282,3.93661351,0.14040113,0.00000000,1.10524785,2.08029452,0.01679217,1.39063693
-5.27963982,3.91498919,0.13938448,0.00000000,1.10654577,2.06021918,0.01653117,1.37024158
-5.27363682,3.89250428,0.13833245,0.00000000,1.10750031,2.03926531,0.01627377,1.34831978
-5.26763382,3.86928433,0.13728655,0.00000000,1.10820761,2.01742892,0.01602650,1.32490169
-5.26163082,3.84542490,0.13628605,0.00000000,1.10875507,1.99469826,0.01579601,1.30002761
-5.25562781,3.82098015,0.13536654,0.00000000,1.10921501,1.97105189,0.01558893,1.27374640
-5.24962481,3.79595473,0.13455859,0.00000000,1.10963927,1.94645844,0.01541178,1.24611465
-5.24362181,3.77029947,0.13388667,0.00000000,1.11005481,1.92087789,0.01527091,1.21719625
-5.23761881,3.74391073,0.13336827,0.00000000,1.11046070,1.89426434,0.01517242,1.18706259
-5.23161581,3.71663346,0.13301337,0.00000000,1.11082640,1.86656990,0.01512211,1.15579295
-5.22561281,3.68826758,0.13282411,0.00000000,1.11109165,1.83774937,0.01512539,1.12347512
-5.21960980,3.65857721,0.13279482,0.00000000,1.11116765,1.80776545,0.01518726,1.09020598
-5.21360680,3.62730221,0.13291236,0.00000000,1.11093984,1.77659394,0.01531223,1.05609202
-5.20760380,3.59417148,0.13315664,0.00000000,1.11027182,1.74422884,0.01550422,1.02124955
-5.20160080,3.55891713,0.13350146,0.00000000,1.10901049,1.71068667,0.01576643,0.98580468
-5.19559780,3.52128909,0.13391555,0.00000000,1.10699202,1.67601022,0.01610128,0.94989284
-5.18959480,3.48106920,0.13436371,0.00000000,1.10404851,1.64027102,0.01651023,0.91365804
-5.18359180,3.43808446,0.13480817,0.00000000,1.10001501,1.60357085,0.01699363,0.87725175
-5.17758879,3.39221864,0.13520989,0.00000000,1.09473667,1.56604195,0.01755055,0.84083139
-5.17158579,3.34342201,0.13553000,0.00000000,1.08807568,1.52784602,0.01817863,0.80455877
-5.16558279,3.29171859,0.13573113,0.00000000,1.07991772,1.48917215,0.01887392,0.76859824
-5.15957979,3.23721102,0.13577867,0.00000000,1.07017785,1.45023359,0.01963077,0.73311484
-5.15357679,3.18008257,0.13564198,0.00000000,1.05880535,1.41126384,0.02044172,0.69827247
-5.14757379,3.12059660,0.13529538,0.00000000,1.04578757,1.37251195,0.02129746,0.66423212
-5.14157079,3.05909336,0.13471897,0.00000000,1.03115263,1.33423737,0.02218690,0.63115034
-5.13556778,2.99598442,0.13389932,0.00000000,1.01497074,1.29670459,0.02309722,0.59917773
-5.12956478,2.93174495,0.13282988,0.00000000,0.99735434,1.26017770,0.02401410,0.56845783
-5.12356178,2.86690421,0.13151122,0.00000000,0.97845690,1.22491514,0.02492195,0.53912605
-5.11755878,2.80203456,0.12995101,0.00000000,0.95847047,1.19116463,0.02580434,0.51130886
-5.11155578,2.73773934,0.12816388,0.00000000,0.93762215,1.15915871,0.02664436,0.48512305
-5.10555278,2.67464010,0.12617096,0.00000000,0.91616946,1.12911066,0.02742518,0.46067513
-5.09954977,2.61336335,0.12399939,0.00000000,0.89439482,1.10121109,0.02813061,0.43806066
-5.09354677,2.55452730,0.12168151,0.00000000,0.87259934,1.07562516,0.02874568,0.41736365
-5.08754377,2.49872886,0.11925405,0.00000000,0.85109589,1.05249038,0.02925724,0.39865575
-5.08154077,2.44653108,0.11675716,0.00000000,0.83020192,1.03191508,0.02965460,0.38199539
-5.07553777,2.39845137,0.11423332,0.00000000,0.81023189,1.01397743,0.02993003,0.36742676
-5.06953477,2.35495063,0.11172629,0.00000000,0.79148967,0.99872499,0.03007928,0.35497864
-5.06353177,2.31642352,0.10927991,0.00000000,0.77426114,0.98617470,0.03010197,0.34466307
-5.05752876,2.28319005,0.10693707,0.00000000,0.75880696,0.97631341,0.03000189,0.33647406
-5.05152576,2.25548857,0.10473860,0.00000000,0.74535595,0.96909868,0.02978717,0.33038619
-5.04552276,2.23347043,0.10272228,0.00000000,0.73409903,0.96446001,0.02947032,0.32635341
-5.03951976,2.21719633,0.10092199,0.00000000,0.72518403,0.96230039,0.02906815,0.32430797
-5.03351676,2.20663452,0.09936691,0.00000000,0.71871154,0.96249813,0.02860157,0.32415969
-5.02751376,2.20166098,0.09808098,0.00000000,0.71473179,0.96490909,0.02809520,0.32579566
-5.02151076,2.20206157,0.09708249,0.00000000,0.71324286,0.96936910,0.02757700,0.32908038
-5.01550775,2.20753617,0.09638382,0.00000000,0.71419017,0.97569670,0.02707763,0.33385658
-5.00950475,2.21770480,0.09599145,0.00000000,0.71746735,0.98369616,0.02662996,0.33994655
-5.00350175,2.23211559,0.09590614,0.00000000,0.72291848,0.99316071,0.02626829,0.34715418
-4.99749875,2.25025444,0.09612325,0.00000000,0.73034167,1.00387593,0.02602772,0.35526766
-4.99149575,2.27155603,0.09663331,0.00000000,0.73949383,1.01562328,0.02594343,0.36406273
-4.98549275,2.29541607,0.09742263,0.00000000,0.75009655,1.02818359,0.02604995,0.37330640
-4.97948974,2.32120418,0.09847409,0.00000000,0.76184294,1.04134060,0.02638043,0.38276121
-4.97348674,2.34827718,0.09976799,0.00000000,0.77440509,1.05488418,0.02696604,0.39218962
-4.96748374,2.37599228,0.10128281,0.00000000,0.78744195,1.06861342,0.02783521,0.40135865
-4.96148074,2.40371970,0.10299614,0.00000000,0.80060752,1.08233914,0.02901311,0.41004446
-4.95547774,2.43085437,0.10488531,0.00000000,0.81355879,1.09588606,0.03052097,0.41803676
-4.94947474,2.45682622,0.10692814,0.00000000,0.82596342,1.10909428,0.03237559,0.42514292
-4.94347174,2.48110891,0.10910334,0.00000000,0.83750682,1.12182014,0.03458875,0.43119161
-4.93746873,2.50322657,0.11139088,0.00000000,0.84789839,1.13393639,0.03716675,0.43603587
-4.93146573,2.52275854,0.11377215,0.00000000,0.85687682,1.14533165,0.04010994,0.43955555
-4.92546273,2.53934204,0.11622987,0.00000000,0.86421426,1.15590930,0.04341232,0.44165901
-4.91945973,2.55267285,0.11874793,0.00000000,0.86971938,1.16558571,0.04706116,0.44228403
-4.91345673,2.56250425,0.12131105,0.00000000,0.87323922,1.17428816,0.05103675,0.44139800
-4.90745373,2.56864435,0.12390431,0.00000000,0.87465992,1.18195242,0.05531219,0.43899738
-4.90145073,2.57095245,0.12651263,0.00000000,0.87390643,1.18852034,0.05985336,0.43510647
-4.89544772,2.56933469,0.12912035,0.00000000,0.87094131,1.19393757,0.06461900,0.42977558
-4.88944472,2.56373951,0.13171073,0.00000000,0.86576277,1.19815174,0.06956096,0.42307869
-4.88344172,2.55415351,0.13426568,0.00000000,0.85840224,1.20111124,0.07462467,0.41511077
-4.87743872,2.54059803,0.13676565,0.00000000,0.84892147,1.20276487,0.07974987,0.40598478
-4.87143572,2.52312699,0.13918972,0.00000000,0.83740965,1.20306253,0.08487147,0.39582857
-4.86543272,2.50182620,0.14151596,0.00000000,0.82398034,1.20195708,0.08992077,0.38478176
-4.85942971,2.47681439,0.14372210,0.00000000,0.80876875,1.19940733,0.09482684,0.37299264
-4.85342671,2.44824597,0.14578645,0.00000000,0.79192918,1.19538225,0.09951813,0.36061532
-4.84742371,2.41631532,0.14768900,0.00000000,0.77363285,1.18986626,0.10392430,0.34780711
-4.84142071,2.38126245,0.14941283,0.00000000,0.75406608,1.18286523,0.10797811,0.33472617
-4.83541771,2.34337954,0.15094558,0.00000000,0.73342875,1.17441315,0.11161748,0.32152951
-4.82941471,2.30301763,0.15228091,0.00000000,0.71193308,1.16457878,0.11478742,0.30837125
-4.82341171,2.26059298,0.15341999,0.00000000,0.68980244,1.15347210,0.11744202,0.29540123
-4.81740870,2.21659221,0.15437278,0.00000000,0.66727028,1.14124995,0.11954618,0.28276385
-4.81140570,2.17157543,0.15515900,0.00000000,0.64457877,1.12812035,0.12107713,0.27059705
