energy_ev,total_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.20860430,0.83893614,0.99908543,0.37394192,0.14552831,0.21938375,0.00006193,0.00702500,0.00161503,0.06047200
-3.20260130,0.92722411,1.09688818,0.41470080,0.16028460,0.24304482,0.00006795,0.00789249,0.00177894,0.06583944
-3.19659830,1.02067572,1.19891530,0.45829290,0.17576400,0.26792159,0.00007421,0.00888135,0.00195229,0.07168893
-3.19059530,1.11900700,1.30468817,0.50466845,0.19191280,0.29390462,0.00008072,0.00999449,0.00213523,0.07798804
-3.18459230,1.22188481,1.41369859,0.55375934,0.20867267,0.32086192,0.00008745,0.01123400,0.00232793,0.08470274
-3.17858929,1.32892773,1.52541778,0.60547770,0.22598157,0.34863903,0.00009442,0.01260090,0.00253059,0.09179756
-3.17258629,1.43970613,1.63930414,0.65971375,0.24377451,0.37705935,0.00010164,0.01409486,0.00274344,0.09923569
-3.16658329,1.55374140,1.75480921,0.71633283,0.26198407,0.40592484,0.00010914,0.01571389,0.00296672,0.10697882
-3.16058029,1.67050434,1.87138133,0.77517172,0.28054054,0.43501701,0.00011699,0.01745407,0.00320061,0.11498700
-3.15457729,1.78941266,1.98846680,0.83603424,0.29937185,0.46409827,0.00012526,0.01930924,0.00344526,0.12321822
-3.14857429,1.90982806,2.10550857,0.89868651,0.31840302,0.49291386,0.00013406,0.02127079,0.00370068,0.13162805
-3.14257129,2.03105325,2.22194261,0.96285204,0.33755551,0.52119415,0.00014353,0.02332745,0.00396674,0.14016915
-3.13656828,2.15232942,2.33719246,1.02820713,0.35674625,0.54865765,0.00015388,0.02546512,0.00424307,0.14879076
-3.13056528,2.27283500,2.45066285,1.09437705,0.37588665,0.57501460,0.00016533,0.02766689,0.00452907,0.15743836
-3.12456228,2.39168622,2.56173304,1.16093339,0.39488166,0.59997128,0.00017817,0.02991303,0.00482381,0.16605335
-3.11855928,2.50794048,2.66975116,1.22739332,0.41362900,0.62323500,0.00019274,0.03218114,0.00512602,0.17457296
-3.11255628,2.62060295,2.77403041,1.29322094,0.43201883,0.64451967,0.00020945,0.03444643,0.00543405,0.18293043
-3.10655328,2.72863696,2.87384830,1.35783137,0.44993379,0.66355196,0.00022876,0.03668208,0.00574586,0.19105546
-3.10055028,2.83097863,2.96844966,1.42059768,0.46724976,0.68007789,0.00025121,0.03885970,0.00605904,0.19887499
-3.09454727,2.92655552,3.05705394,1.48086081,0.48383719,0.69386953,0.00027736,0.04094994,0.00637084,0.20631432
-3.08854427,3.01430915,3.13886733,1.53794245,0.49956320,0.70473171,0.00030788,0.04292310,0.00667816,0.21329859
-3.08254127,3.09322083,3.21309930,1.59116052,0.51429429,0.71250833,0.00034346,0.04474989,0.00697770,0.21975449
-3.07653827,3.16233968,3.27898320,1.63984680,0.52789962,0.71708816,0.00038484,0.04640220,0.00726597,0.22561226
-3.07053527,3.22081181,3.33580003,1.68336603,0.54025474,0.71840946,0.00043279,0.04785383,0.00753943,0.23080776
-3.06453227,3.26790912,3.38290407,1.72113560,0.55124550,0.71646357,0.00048809,0.04908125,0.00779458,0.23528463
-3.05852926,3.30305628,3.41974890,1.75264494,0.56077195,0.71129683,0.00055151,0.05006432,0.00802804,0.23899630
-3.05252626,3.32585413,3.44591220,1.77747356,0.56875206,0.70301085,0.00062382,0.05078690,0.00823672,0.24190783
-3.04652326,3.33609815,3.46111751,1.79530671,0.57512480,0.69176095,0.00070568,0.05123733,0.00841788,0.24399740
-3.04052026,3.33379067,3.46525136,1.80594783,0.57985259,0.67775273,0.00079771,0.05140880,0.00856922,0.24525731
-3.03451726,3.31914571,3.45837450,1.80932687,0.58292277,0.66123680,0.00090040,0.05129959,0.00868899,0.24569451
-3.02851426,3.29258594,3.44072599,1.80550398,0.58434798,0.64250199,0.00101407,0.05091314,0.00877597,0.24533050
-3.02251126,3.25473150,3.41271962,1.79466830,0.58416546,0.62186708,0.00113888,0.05025787,0.00882959,0.24420058
-3.01650825,3.20638106,3.37493257,1.77713159,0.58243514,0.59967154,0.00127477,0.04934697,0.00884985,0.24235261
-3.01050525,3.14848576,3.32808659,1.75331714,0.57923674,0.57626570,0.00142143,0.04819796,0.00883736,0.23984505
-3.00450225,3.08211728,3.27302261,1.72374437,0.57466588,0.55200064,0.00157829,0.04683213,0.00879323,0.23674472
-2.99849925,3.00843172,3.21067027,1.68900991,0.56882966,0.52721844,0.00174449,0.04527386,0.00871907,0.23312405
-2.99249625,2.92863084,3.14201379,1.64976609,0.56184171,0.50224306,0.00191886,0.04354993,0.00861687,0.22905827
-2.98649325,2.84392292,3.06805644,1.60669801,0.55381721,0.47737240,0.00209994,0.04168871,0.00848892,0.22462245
-2.98049025,2.75548509,2.98978536,1.56050039,0.54486812,0.45287174,0.00228598,0.03971934,0.00833768,0.21988872
-2.97448724,2.66442906,2.90813896,1.51185528,0.53509890,0.42896892,0.00247492,0.03767104,0.00816574,0.21492375
-2.96848424,2.57177191,2.82397866,1.46141185,0.52460302,0.40585140,0.00266448,0.03557231,0.00797569,0.20978664
-2.96248124,2.47841336,2.73806650,1.40976913,0.51346050,0.38366514,0.00285216,0.03345035,0.00777006,0.20452733
-2.95647824,2.38512041,2.65104979,1.35746258,0.50173650,0.36251548,0.00303528,0.03133049,0.00755123,0.19918560
-2.95047524,2.29251981,2.56345339,1.30495481,0.48948116,0.34246966,0.00321107,0.02923579,0.00732142,0.19379076
-2.94447224,2.20109856,2.47567998,1.25263087,0.47673059,0.32356099,0.00337672,0.02718674,0.00708264,0.18836197
-2.93846923,2.11121171,2.38801769,1.20079802,0.46350895,0.30579410,0.00352944,0.02520108,0.00683669,0.18290914
-2.93246623,2.02309692,2.30065459,1.14968966,0.44983143,0.28915129,0.00366656,0.02329374,0.00658517,0.17743438
-2.92646323,1.93689436,2.21369858,1.09947285,0.43570787,0.27359932,0.00378559,0.02147693,0.00632951,0.17193394
-2.92046023,1.85267057,2.12720136,1.05025891,0.42114690,0.25909643,0.00388432,0.01976025,0.00607100,0.16640037
-2.91445723,1.77044470,2.04118465,1.00211598,0.40616007,0.24559922,0.00396083,0.01815097,0.00581085,0.16082488
-2.90845423,1.69021533,1.95566700,0.95508285,0.39076594,0.23306910,0.00401361,0.01665427,0.00555023,0.15519975
-2.90245123,1.61198635,1.87068934,0.90918295,0.37499367,0.22147786,0.00404161,0.01527362,0.00529032,0.14952052
-2.89644822,1.53579029,1.78633771,0.86443776,0.35888595,0.21081237,0.00404422,0.01401104,0.00503235,0.14378804
-2.89044522,1.46170793,1.70276183,0.82087868,0.34250107,0.20107809,0.00402136,0.01286751,0.00477768,0.13801002
-2.88444222,1.38988300,1.62018845,0.77855678,0.32591404,0.19230119,0.00397345,0.01184318,0.00452774,0.13220223
-2.87843922,1.32053141,1.53892872,0.73755002,0.30921661,0.18452944,0.00390138,0.01093772,0.00428413,0.12638907
-2.87243622,1.25394452,1.45937921,0.69796731,0.29251622,0.17783166,0.00380654,0.01015047,0.00404858,0.12060370
-2.86643322,1.19048638,1.38201680,0.65994965,0.27593404,0.17229588,0.00369076,0.00948059,0.00382291,0.11488752
-2.86043022,1.13058533,1.30738746,0.62366815,0.25960200,0.16802617,0.00355620,0.00892718,0.00360903,0.10928919
-2.85442721,1.07472021,1.23608991,0.58931919,0.24365915,0.16513842,0.00340536,0.00848924,0.00340890,0.10386317
-2.84842421,1.02340222,1.16875484,0.55711714,0.22824753,0.16375510,0.00324098,0.00816569,0.00322446,0.09866786
-2.84242121,0.97715316,1.10602088,0.52728509,0.21350757,0.16399922,0.00306593,0.00795522,0.00305757,0.09376342
-2.83641821,0.93648128,1.04850850,0.50004409,0.19957348,0.16598770,0.00288316,0.00785618,0.00290994,0.08920947
-2.83041521,0.90185571,0.99679309,0.47560161,0.18656867,0.16982434,0.00269563,0.00786636,0.00278308,0.08506264
-2.82441221,0.87368090,0.95137851,0.45413977,0.17460151,0.17559272,0.00250619,0.00798285,0.00267819,0.08137414
-2.81840920,0.85227201,0.91267228,0.43580405,0.16376148,0.18334920,0.00231754,0.00820179,0.00259617,0.07818751
-2.81240620,0.83783262,0.88096352,0.42069296,0.15411603,0.19311633,0.00213215,0.00851819,0.00253749,0.07553655
-2.80640320,0.83043550,0.85640470,0.40884929,0.14570809,0.20487698,0.00195223,0.00892575,0.00250218,0.07344357
-2.80040020,0.83000770,0.83899782,0.40025339,0.13855444,0.21856942,0.00177969,0.00941676,0.00248980,0.07191810
-2.79439720,0.83632041,0.82858586,0.39481877,0.13264499,0.23408363,0.00161609,0.00998194,0.00249940,0.07095590
-2.78839420,0.84898435,0.82484974,0.39239032,0.12794283,0.25125907,0.00146264,0.01061050,0.00252957,0.07053860
-2.78239120,0.86745110,0.82731117,0.39274533,0.12438526,0.26988420,0.00132022,0.01129013,0.00257837,0.07063377
-2.77638819,0.89102034,0.83534122,0.39559727,0.12188565,0.28969772,0.00118936,0.01200714,0.00264345,0.07119547
-2.77038519,0.91885320,0.84817453,0.40060227,0.12033593,0.31039184,0.00107027,0.01274665,0.00272204,0.07216542
-2.76438219,0.94999122,0.86492867,0.40736815,0.11960991,0.33161747,0.00096289,0.01349283,0.00281103,0.07347445
-2.75837919,0.98338053,0.88462804,0.41546563,0.11956700,0.35299128,0.00086689,0.01422925,0.00290705,0.07504454
-2.75237619,1.01790039,0.90623153,0.42444132,0.12005647,0.37410450,0.00078174,0.01493924,0.00300656,0.07679104
-2.74637319,1.05239520,0.92866290,0.43383209,0.12092186,0.39453320,0.00070673,0.01560635,0.00310595,0.07862527
-2.74037019,1.08570881,0.95084289,0.44318020,0.12200560,0.41384977,0.00064105,0.01621474,0.00320163,0.08045723
-2.73436718,1.11671986,0.97172183,0.45204863,0.12315354,0.43163511,0.00058378,0.01674967,0.00329014,0.08219836
-2.72836418,1.14437684,0.99031147,0.46003598,0.12421933,0.44749109,0.00053396,0.01719792,0.00336828,0.08376435
-2.72236118,1.16773132,1.00571495,0.46679038,0.12506840,0.46105285,0.00049063,0.01754819,0.00343315,0.08507770
-2.71635818,1.18596827,1.01715357,0.47202185,0.12558153,0.47200031,0.00045285,0.01779148,0.00348227,0.08607012
-2.71035518,1.19843189,1.02398951,0.47551250,0.12565778,0.48006846,0.00041974,0.01792130,0.00351367,0.08668457
-2.70435218,1.20464615,1.02574341,0.47712421,0.12521678,0.48505597,0.00039046,0.01793396,0.00352591,0.08687690
-2.69834917,1.20432895,1.02210631,0.47680348,0.12420018,0.48683164,0.00036430,0.01782859,0.00351813,0.08661700
-2.69234617,1.19739944,1.01294536,0.47458321,0.12257246,0.48533854,0.00034060,0.01760718,0.00349006,0.08588949
-2.68634317,1.18397815,0.99830327,0.47058122,0.12032078,0.48059544,0.00031883,0.01727452,0.00344204,0.08469380
-2.68034017,1.16437986,0.97839149,0.46499575,0.11745418,0.47269572,0.00029855,0.01683792,0.00337497,0.08304387
-2.67433717,1.13909979,0.95357759,0.45809801,0.11400201,0.46180355,0.00027941,0.01630704,0.00329025,0.08096717
-2.66833417,1.10879345,0.92436738,0.45022207,0.11001177,0.44814776,0.00026116,0.01569346,0.00318976,0.07850344
-2.66233117,1.07425132,0.89138275,0.44175254,0.10554644,0.43201353,0.00024362,0.01501032,0.00307575,0.07570294
-2.65632816,1.03636945,0.85533610,0.43311064,0.10068138,0.41373234,0.00022669,0.01427184,0.00295077,0.07262447
-2.65032516,0.99611714,0.81700268,0.42473912,0.09550106,0.39367076,0.00021032,0.01349288,0.00281755,0.06933314
-2.64432216,0.95450334,0.77719189,0.41708672,0.09009563,0.37221833,0.00019451,0.01268846,0.00267891,0.06589806
-2.63831916,0.91254306,0.73671891,0.41059286,0.08455753,0.34977539,0.00017927,0.01187334,0.00253770,0.06239001
-2.63231616,0.87122521,0.69637763,0.40567315,0.07897834,0.32674111,0.00016468,0.01106156,0.00239663,0.05887917
-2.62631316,0.83148318,0.65691615,0.40270638,0.07344586,0.30350229,0.00015078,0.01026615,0.00225826,0.05543307
-2.62031016,0.79416925,0.61901555,0.40202350,0.06804157,0.28042340,0.00013765,0.00949877,0.00212489,0.05211472
-2.61430715,0.76003375,0.58327272,0.40389897,0.06283859,0.25783807,0.00012534,0.00876955,0.00199847,0.04898108
-2.60830415,0.72970963,0.55018768,0.40854501,0.05790013,0.23604247,0.00011392,0.00808692,0.00188065,0.04608185
-2.60230115,0.70370279,0.52015575,0.41610881,0.05327845,0.21529040,0.00010341,0.00745751,0.00177265,0.04345857
-2.59629815,0.68238823,0.49346446,0.42667278,0.04901435,0.19579055,0.00009384,0.00688622,0.00167531,0.04114419
-2.59029515,0.66601203,0.47029511,0.44025787,0.04513720,0.17770543,0.00008521,0.00637624,0.00158908,0.03916284
-2.58429215,0.65469846,0.45072852,0.45682972,0.04166532,0.16115224,0.00007750,0.00592922,0.00151405,0.03753008
-2.57828914,0.64846181,0.43475455,0.47630714,0.03860689,0.14620522,0.00007069,0.00554544,0.00144998,0.03625329
-2.57228614,0.64722192,0.42228449,0.49857269,0.03596103,0.13289926,0.00006472,0.00522401,0.00139633,0.03533235
-2.56628314,0.65082246,0.41316576,0.52348457,0.03371918,0.12123459,0.00005954,0.00496315,0.00135235,0.03476057
-2.56028014,0.65905094,0.40719790,0.55088907,0.03186665,0.11118213,0.00005508,0.00476043,0.00131712,0.03452558
-2.55427714,0.67165913,0.40414907,0.58063315,0.03038418,0.10268925,0.00005125,0.00461301,0.00128962,0.03461046
-2.54827414,0.68838291,0.40377217,0.61257592,0.02924951,0.09568561,0.00004799,0.00451791,0.00126880,0.03499477
-2.54227114,0.70896033,0.40581982,0.64659865,0.02843882,0.09008883,0.00004520,0.00447221,0.00125364,0.03565559
-2.53626813,0.73314704,0.41005749,0.68261237,0.02792813,0.08580977,0.00004280,0.00447323,0.00124323,0.03656844
-2.53026513,0.76072805,0.41627413,0.72056251,0.02769433,0.08275722,0.00004072,0.00451869,0.00123679,0.03770818
-2.52426213,0.79152544,0.42428993,0.76043014,0.02771613,0.08084182,0.00003890,0.00460681,0.00123373,0.03904963
-2.51825913,0.82540140,0.43396088,0.80222950,0.02797466,0.07997917,0.00003725,0.00473634,0.00123371,0.04056818
-2.51225613,0.86225657,0.44518004,0.84600165,0.02845382,0.08009208,0.00003574,0.00490659,0.00123662,0.04224012
-2.50625313,0.90202375,0.45787554,0.89180460,0.02914037,0.08111185,0.00003431,0.00511738,0.00124262,0.04404288
-2.50025013,0.94465736,0.47200550,0.93969997,0.03002375,0.08297879,0.00003293,0.00536894,0.00125212,0.04595509
-2.49424712,0.99011930,0.48755042,0.98973715,0.03109571,0.08564186,0.00003156,0.00566178,0.00126580,0.04795651
-2.48824412,1.03836205,0.50450336,1.04193547,0.03234970,0.08905767,0.00003019,0.00599654,0.00128452,0.05002784
-2.48224112,1.08931004,0.52285868,1.09626558,0.03378018,0.09318888,0.00002881,0.00637383,0.00130935,0.05215046
-2.47623812,1.14284054,0.54260005,1.15263103,0.03538178,0.09800211,0.00002742,0.00679398,0.00134146,0.05430614
-2.47023512,1.19876525,0.56368845,1.21085135,0.03714844,0.10346570,0.00002601,0.00725689,0.00138211,0.05647667
-2.46423212,1.25681389,0.58605100,1.27064773,0.03907259,0.10954710,0.00002460,0.00776182,0.00143257,0.05864355
-2.45822911,1.31662104,0.60957131,1.33163245,0.04114437,0.11621052,0.00002319,0.00830726,0.00149405,0.06078777
-2.45222611,1.37771727,0.63408203,1.39330309,0.04335098,0.12341454,0.00002181,0.00889072,0.00156762,0.06288957
-2.44622311,1.43952539,0.65936018,1.45504225,0.04567619,0.13111016,0.00002047,0.00950872,0.00165417,0.06492844
-2.44022011,1.50136257,0.68512557,1.51612320,0.04810010,0.13923921,0.00001919,0.01015668,0.00175431,0.06688312
-2.43421711,1.56244864,0.71104270,1.57572187,0.05059906,0.14773332,0.00001800,0.01082895,0.00186837,0.06873184
-2.42821411,1.62192049,0.73672604,1.63293482,0.05314589,0.15651354,0.00001693,0.01151891,0.00199627,0.07045271
-2.42221111,1.67885240,0.76174870,1.68680284,0.05571040,0.16549067,0.00001602,0.01221903,0.00213759,0.07202417
-2.41620810,1.73228163,0.78565408,1.73633938,0.05826006,0.17456633,0.00001529,0.01292113,0.00229145,0.07342572
-2.41020510,1.78123835,0.80797013,1.78056271,0.06076101,0.18363475,0.00001479,0.01361661,0.00245660,0.07463870
-2.40420210,1.82477879,0.82822559,1.81853044,0.06317926,0.19258545,0.00001457,0.01429673,0.00263138,0.07564717
-2.39819910,1.86202026,0.84596746,1.84937510,0.06548204,0.20130646,0.00001470,0.01495298,0.00281376,0.07643892
-2.39219610,1.89217659,0.86077907,1.87233900,0.06763931,0.20968827,0.00001525,0.01557747,0.00300146,0.07700650
-2.38619310,1.91459256,0.87229786,1.88680704,0.06962537,0.21762834,0.00001632,0.01616335,0.00319195,0.07734821
-2.38019010,1.92877579,0.88023220,1.89233590,0.07142045,0.22503595,0.00001802,0.01670518,0.00338261,0.07746914
-2.37418709,1.93442489,0.88437650,1.88867828,0.07301226,0.23183733,0.00002048,0.01719943,0.00357079,0.07738200
-2.36818409,1.93145250,0.88462401,1.87580128,0.07439751,0.23798089,0.00002387,0.01764481,0.00375398,0.07710796
-2.36218109,1.92000253,0.88097689,1.85389803,0.07558316,0.24344229,0.00002838,0.01804268,0.00392992,0.07667721
-2.35617809,1.90046068,0.87355304,1.82339217,0.07658751,0.24822923,0.00003425,0.01839735,0.00409671,0.07612933
-2.35017509,1.87345792,0.86258965,1.78493498,0.07744097,0.25238569,0.00004175,0.01871636,0.00425299,0.07551344
-2.34417209,1.83986678,0.84844321,1.73939543,0.07818650,0.25599540,0.00005119,0.01901063,0.00439801,0.07488801
-2.33816908,1.80079050,0.83158620,1.68784357,0.07887970,0.25918436,0.00006294,0.01929460,0.00453177,0.07432044
-2.33216608,1.75754541,0.81260042,1.63152794,0.07958837,0.26212220,0.00007739,0.01958615,0.00465509,0.07388620
-2.32616308,1.71163699,0.79216733,1.57184793,0.08039175,0.26502223,0.00009500,0.01990651,0.00476965,0.07366775
-2.32016008,1.66473028,0.77105571,1.51032211,0.08137921,0.26813992,0.00011627,0.02028003,0.00487805,0.07375304
-2.31415708,1.61861551,0.75010686,1.44855350,0.08264851,0.27176989,0.00014174,0.02073374,0.00498375,0.07423365
-2.30815408,1.57516954,0.73021782,1.38819302,0.08430356,0.27624108,0.00017198,0.02129693,0.00509109,0.07520274
-2.30215108,1.53631420,0.71232300,1.33090203,0.08645182,0.28191030,0.00020760,0.02200042,0.00520511,0.07675259
-2.29614807,1.50397228,0.69737440,1.27831488,0.08920126,0.28915405,0.00024922,0.02287587,0.00533153,0.07897196
-2.29014507,1.48002193,0.68632090,1.23200235,0.09265698,0.29835875,0.00029748,0.02395488,0.00547648,0.08194322
-2.28414207,1.46625055,0.68008696,1.19343670,0.09691767,0.30990949,0.00035300,0.02526799,0.00564638,0.08573946
-2.27813907,1.46430877,0.67955089,1.16395880,0.10207180,0.32417760,0.00041638,0.02684368,0.00584770,0.09042143
-2.27213607,1.47566549,0.68552306,1.14474795,0.10819384,0.34150723,0.00048818,0.02870718,0.00608668,0.09603465
-2.26613307,1.50156487,0.69872448,1.13679465,0.11534057,0.36220135,0.00056888,0.03087939,0.00636911,0.10260664
-2.26013007,1.54298609,0.71976588,1.14087674,0.12354756,0.38650764,0.00065891,0.03337572,0.00670005,0.11014439
-2.25412706,1.60060696,0.74912785,1.15753923,0.13282607,0.41460464,0.00075857,0.03620502,0.00708357,0.11863228
-2.24812406,1.67477233,0.78714238,1.18707808,0.14316039,0.44658876,0.00086806,0.03936858,0.00752252,0.12803044
-2.24212106,1.76546837,0.83397640,1.22952823,0.15450593,0.48246275,0.00098742,0.04285931,0.00801830,0.13827372
-2.23611806,1.87230386,0.88961776,1.28465635,0.16678797,0.52212608,0.00111656,0.04666103,0.00857069,0.14927138
-2.23011506,1.99449949,0.95386430,1.35195859,0.17990142,0.56536779,0.00125523,0.05074809,0.00917771,0.16090753
-2.22411206,2.13088624,1.02631664,1.43066362,0.19371149,0.61186249,0.00140301,0.05508515,0.00983555,0.17304239
-2.21810905,2.27991350,1.10637524,1.51974147,0.20805538,0.66116967,0.00155935,0.05962735,0.01053854,0.18551437
-2.21210605,2.43966793,1.19324236,1.61791831,0.22274512,0.71273693,0.00172350,0.06432074,0.01127920,0.19814306
-2.20610305,2.60790292,1.28592931,1.72369731,0.23757130,0.76590707,0.00189461,0.06910310,0.01204837,0.21073287
-2.20010005,2.78207916,1.38326937,1.83538572,0.25230781,0.81992935,0.00207171,0.07390505,0.01283533,0.22307754
-2.19409705,2.95941541,1.48393646,1.95112778,0.26671743,0.87397461,0.00225370,0.07865149,0.01362812,0.23496505
-2.18809405,3.13694901,1.58646963,2.06894312,0.28055798,0.92715400,0.00243944,0.08326334,0.01441378,0.24618311
-2.18209105,3.31160452,1.68930291,2.18677004,0.29358902,0.97854095,0.00262774,0.08765952,0.01517874,0.25652483
-2.17608804,3.48026872,1.79080006,2.30251251,0.30557864,1.02719551,0.00281738,0.09175907,0.01590913,0.26579442
-2.17008504,3.63986995,1.88929326,2.41408991,0.31631031,1.07219043,0.00300718,0.09548344,0.01659128,0.27381279
-2.16408204,3.78745892,1.98312488,2.51948798,0.32558934,1.11263794,0.00319597,0.09875875,0.01721204,0.28042270
-2.15807904,3.92028847,2.07069077,2.61680937,0.33324870,1.14771619,0.00338264,0.10151802,0.01775924,0.28549340
-2.15207604,4.03588926,2.15048378,2.70432230,0.33915411,1.17669447,0.00356616,0.10370318,0.01822203,0.28892447
-2.14607304,4.13213845,2.22113601,2.78050535,0.34320799,1.19895582,0.00374557,0.10526697,0.01859122,0.29064876
-2.14007004,4.20731889,2.28145795,2.84408698,0.34535215,1.21401645,0.00391996,0.10617437,0.01885959,0.29063423
-2.13406703,4.26016615,2.33047324,2.89407816,0.34556921,1.22154091,0.00408852,0.10640376,0.01902204,0.28888482
-2.12806403,4.28990182,2.36744752,2.92979696,0.34388254,1.22135231,0.00425045,0.10594763,0.01907576,0.28544000
-2.12206103,4.29625138,2.39191016,2.95088394,0.34035482,1.21343733,0.00440500,0.10481272,0.01902029,0.28037339
-2.11605803,4.27944634,2.40366801,2.95730806,0.33508531,1.19794567,0.00455142,0.10301989,0.01885746,0.27379023
-2.11005503,4.24021024,2.40281051,2.94936252,0.32820583,1.17518403,0.00468892,0.10060333,0.01859132,0.26582392
-2.10405203,4.17972960,2.38970594,2.92765109,0.31987585,1.14560495,0.00481667,0.09760947,0.01822790,0.25663189
-2.09804902,4.09961083,2.36498895,2.89306521,0.31027677,1.10979103,0.00493378,0.09409546,0.01777502,0.24639078
-2.09204602,4.00182528,2.32953986,2.84675305,0.29960574,1.06843528,0.00503928,0.09012736,0.01724196,0.23529127
-2.08604302,3.88864461,2.28445651,2.79008161,0.28806923,1.02231856,0.00513209,0.08577813,0.01663911,0.22353272
-2.08004002,3.76256944,2.23101983,2.72459341,0.27587672,0.97228500,0.00521107,0.08112541,0.01597763,0.21131787
-2.07403702,3.62625389,2.17065443,2.65195949,0.26323470,0.91921669,0.00527502,0.07624934,0.01526911,0.19884767
-2.06803402,3.48242924,2.10488574,2.57393025,0.25034133,0.86400840,0.00532269,0.07123035,0.01452514,0.18631660
-2.06203102,3.33382920,2.03529526,2.49228609,0.23738183,0.80754361,0.00535283,0.06614712,0.01375708,0.17390841
-2.05602801,3.18311967,1.96347546,2.40878926,0.22452476,0.75067255,0.00536427,0.06107474,0.01297569,0.16179255
-2.05002501,3.03283485,1.89098600,2.32513848,0.21191947,0.69419299,0.00535591,0.05608307,0.01219094,0.15012129
-2.04402201,2.88532175,1.81931250,2.24292761,0.19969444,0.63883438,0.00532683,0.05123542,0.01141178,0.13902755
-2.03801901,2.74269404,1.74982918,2.16360944,0.18795675,0.58524559,0.00527633,0.04658760,0.01064606,0.12862350
-2.03201601,2.60679631,1.68376644,2.08846527,0.17679251,0.53398641,0.00520399,0.04218719,0.00990040,0.11899976
-2.02601301,2.47917882,1.62218410,2.01858098,0.16626806,0.48552278,0.00510971,0.03807324,0.00918020,0.11022539
-2.02001001,2.36108267,1.56595093,1.95482980,0.15643190,0.44022546,0.00499375,0.03427617,0.00848968,0.10234830
-2.01400700,2.25343486,1.51573078,1.89786186,0.14731711,0.39837176,0.00485676,0.03081800,0.00783194,0.09539620
-2.00800400,2.15685253,1.47197550,1.84810058,0.13894410,0.36014993,0.00469979,0.02771275,0.00720907,0.08937793
-2.00200100,2.07165529,1.43492453,1.80574545,0.13132348,0.32566564,0.00452429,0.02496708,0.00662229,0.08428503
-1.99599800,1.99788453,1.40461091,1.77078102,0.12445893,0.29494992,0.00433205,0.02258098,0.00607207,0.08009355
-1.98999500,1.93532873,1.38087345,1.74299154,0.11834986,0.26796812,0.00412524,0.02054860,0.00555835,0.07676595
-1.98399200,1.88355331,1.36337427,1.72198078,0.11299374,0.24462939,0.00390626,0.01885911,0.00508060,0.07425309
-1.97798899,1.84193430,1.35162140,1.70719633,0.10838812,0.22479607,0.00367777,0.01749755,0.00463806,0.07249617
-1.97198599,1.80969439,1.34499542,1.69795777,0.10453212,0.20829295,0.00344256,0.01644569,0.00422979,0.07142873
-1.96598299,1.78594080,1.34277939,1.69348799,0.10142747,0.19491583,0.00320348,0.01568276,0.00385483,0.07097850
-1.95997999,1.76970378,1.34419124,1.69294673,0.09907911,0.18443940,0.00296341,0.01518628,0.00351226,0.07106923
-1.95397699,1.75997511,1.34841754,1.69546558,0.09749530,0.17662436,0.00272513,0.01493265,0.00320130,0.07162251
-1.94797399,1.75574565,1.35464756,1.70018339,0.09668736,0.17122363,0.00249127,0.01489778,0.00292134,0.07255942
-1.94197099,1.75604136,1.36210671,1.70628109,0.09666910,0.16798783,0.00226426,0.01505762,0.00267194,0.07380217
-1.93596798,1.75995681,1.37008815,1.71301491,0.09745595,0.16667010,0.00204626,0.01538867,0.00245291,0.07527565
-1.92996498,1.76668550,1.37798150,1.71974675,0.09906388,0.16703020,0.00183916,0.01586833,0.00226422,0.07690890
-1.92396198,1.77554617,1.38529769,1.72597079,0.10150826,0.16883820,0.00164448,0.01647532,0.00210608,0.07863648
-1.91795898,1.78600440,1.39168896,1.73133514,0.10480255,0.17187765,0.00146345,0.01719000,0.00197881,0.08039972
-1.91195598,1.79768856,1.39696321,1.73565770,0.10895704,0.17594838,0.00129692,0.01799461,0.00188288,0.08214783
-1.90595298,1.81039971,1.40109207,1.73893540,0.11397749,0.18086886,0.00114543,0.01887354,0.00181886,0.08383878
-1.89994997,1.82411465,1.40421220,1.74134612,0.11986397,0.18647823,0.00100921,0.01981344,0.00178733,0.08544003
-1.89394697,1.83898185,1.40661965,1.74324311,0.12660955,0.19263776,0.00088820,0.02080340,0.00178888,0.08692893
-1.88794397,1.85531015,1.40875724,1.74514156,0.13419925,0.19923184,0.00078210,0.02183492,0.00182404,0.08829289
-1.88194097,1.87355001,1.41119533,1.74769779,0.14260896,0.20616829,0.00069039,0.02290189,0.00189324,0.08952920
-1.87593797,1.89426798,1.41460648,1.75168132,0.15180445,0.21337794,0.00061236,0.02400049,0.00199672,0.09064447
-1.86993497,1.91811474,1.41973490,1.75794080,0.16174061,0.22081350,0.00054721,0.02512889,0.00213452,0.09165380
-1.86393197,1.94578781,1.42736160,1.76736483,0.17236066,0.22844746,0.00049399,0.02628700,0.00230639,0.09257963
-1.85792896,1.97799006,1.43826675,1.78083911,0.18359564,0.23626933,0.00045175,0.02747601,0.00251175,0.09345015
-1.85192596,2.01538554,1.45319040,1.79920145,0.19536403,0.24428194,0.00041947,0.02869792,0.00274963,0.09429765
-1.84592296,2.05855434,1.47279338,1.82319637,0.20757165,0.25249722,0.00039618,0.02995498,0.00301860,0.09515651
