energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
-2.83041521,14.47356354,0.00543471,0.19335307,0.41593728,12.06861850,0.56020471,0.94968763,0.02017765,1.13563128
-2.82441221,14.41748513,0.00516646,0.19144558,0.41384840,12.01092991,0.55982990,0.95647162,0.02000369,1.13135549
-2.81840920,14.34575324,0.00492844,0.18920677,0.41137700,11.94145554,0.55841002,0.96163443,0.01986342,1.12441687
-2.81240620,14.26018825,0.00472034,0.18671092,0.40862799,11.86155958,0.55608060,0.96530436,0.01976874,1.11504546
-2.80640320,14.16273998,0.00454136,0.18403632,0.40571950,11.77266834,0.55299130,0.96763768,0.01973161,1.10351465
-2.80040020,14.05547540,0.00439031,0.18126281,0.40277975,11.67626933,0.54930002,0.96881739,0.01976389,1.09013192
-2.79439720,13.94056534,0.00426579,0.17846925,0.39994338,11.57391084,0.54516660,0.96905155,0.01987717,1.07522868
-2.78839420,13.82026940,0.00416635,0.17573101,0.39734750,11.46720094,0.54074645,0.96857097,0.02008267,1.05914963
-2.78239120,13.69691846,0.00409061,0.17311758,0.39512745,11.35780492,0.53618443,0.96762612,0.02039109,1.04224205
-2.77638819,13.57289393,0.00403743,0.17069032,0.39341253,11.24744012,0.53160908,0.96648325,0.02081250,1.02484543
-2.77038519,13.45060320,0.00400599,0.16850053,0.39232178,11.13786718,0.52712764,0.96541975,0.02135618,1.00728178
-2.76438219,13.33245118,0.00399591,0.16658784,0.39195998,11.03087719,0.52282198,0.96471845,0.02203049,0.98984699
-2.75837919,13.22080775,0.00400731,0.16497893,0.39241403,10.92827436,0.51874563,0.96466129,0.02284281,0.97280346
-2.75237619,13.11797186,0.00404081,0.16368680,0.39374981,10.83185417,0.51492210,0.96552216,0.02379936,0.95637441
-2.74637319,13.02613310,0.00409760,0.16271041,0.39600970,10.74337777,0.51134465,0.96755935,0.02490509,0.94073988
-2.74037019,12.94733234,0.00417937,0.16203488,0.39921077,10.66454341,0.50797732,0.97100760,0.02616357,0.92603453
-2.73436718,12.88342323,0.00428826,0.16163217,0.40334383,10.59695653,0.50475757,0.97607039,0.02757689,0.91234745
-2.72836418,12.83603690,0.00442680,0.16146220,0.40837327,10.54210023,0.50159997,0.98291260,0.02914550,0.89972366
-2.72236118,12.80655228,0.00459779,0.16147448,0.41423779,10.50130829,0.49840129,0.99165399,0.03086814,0.88816743
-2.71635818,12.79607446,0.00480418,0.16161000,0.42085198,10.47574280,0.49504632,1.00236405,0.03274170,0.87764705
-2.71035518,12.80542348,0.00504892,0.16180360,0.42810868,10.46637874,0.49141449,1.01505845,0.03476117,0.86810087
-2.70435218,12.83513541,0.00533482,0.16198643,0.43588209,10.47399716,0.48738683,1.02969744,0.03691950,0.85944438
-2.69834917,12.88547707,0.00566441,0.16208863,0.44403149,10.49918844,0.48285301,1.04618659,0.03920759,0.85157787
-2.69234617,12.95647489,0.00603971,0.16204209,0.45240547,10.54236654,0.47771807,1.06437981,0.04161427,0.84439438
-2.68634317,13.04795763,0.00646218,0.16178302,0.46084652,10.60379423,0.47190868,1.08408488,0.04412626,0.83778765
-2.68034017,13.15961159,0.00693250,0.16125453,0.46919579,10.68361852,0.46537835,1.10507127,0.04672825,0.83165961
-2.67433717,13.29104608,0.00745052,0.16040887,0.47729799,10.78191482,0.45811173,1.12707994,0.04940300,0.82592718
-2.66833417,13.44186587,0.00801510,0.15920933,0.48500611,10.89873745,0.45012738,1.14983495,0.05213149,0.82052811
-2.66233117,13.61174679,0.00862411,0.15763184,0.49218587,11.03417344,0.44147931,1.17305610,0.05489312,0.81542556
-2.65632816,13.80050988,0.00927438,0.15566603,0.49871989,11.18839600,0.43225682,1.19647233,0.05766601,0.81061141
-2.65032516,14.00818927,0.00996171,0.15331584,0.50451124,11.36171397,0.42258294,1.21983484,0.06042730,0.80610800
-2.64432216,14.23508914,0.01068090,0.15059970,0.50948650,11.55461320,0.41261145,1.24292967,0.06315357,0.80196854
-2.63831916,14.48182507,0.01142590,0.14755013,0.51359807,11.76778622,0.40252261,1.26558871,0.06582124,0.79827588
-2.63231616,14.74934606,0.01218985,0.14421293,0.51682581,12.00214695,0.39251782,1.28769869,0.06840706,0.79514008
-2.62631316,15.03893422,0.01296534,0.14064599,0.51917795,12.25882799,0.38281341,1.30920769,0.07088860,0.79269468
-2.62031016,15.35218025,0.01374452,0.13691768,0.52069123,12.53915895,0.37363395,1.33012853,0.07324473,0.79109187
-2.61430715,15.69093426,0.01451934,0.13310499,0.52143029,12.84462522,0.36520514,1.35053904,0.07545609,0.79049686
-2.60830415,16.05723277,0.01528177,0.12929139,0.52148642,13.17680801,0.35774684,1.37057885,0.07750555,0.79108163
-2.60230115,16.45320428,0.01602405,0.12556467,0.52097555,13.53730751,0.35146622,1.39044308,0.07937862,0.79301821
-2.59629815,16.88095702,0.01673891,0.12201451,0.52003570,13.92765210,0.34655147,1.41037283,0.08106370,0.79647182
-2.59029515,17.34245377,0.01741975,0.11873027,0.51882382,14.34919788,0.34316619,1.43064318,0.08255242,0.80159415
-2.58429215,17.83937978,0.01806086,0.11579869,0.51751208,14.80302320,0.34144466,1.45154902,0.08383971,0.80851680
-2.57828914,18.37301010,0.01865762,0.11330177,0.51628380,15.28982377,0.34148804,1.47338956,0.08492395,0.81734536
-2.57228614,18.94408349,0.01920654,0.11131481,0.51532889,15.80981399,0.34336166,1.49645206,0.08580684,0.82815415
-2.56628314,19.55268963,0.01970542,0.10990471,0.51483905,16.36264033,0.34709346,1.52099572,0.08649340,0.84098190
-2.56028014,20.19817621,0.02015338,0.10912841,0.51500272,16.94731195,0.35267341,1.54723641,0.08699174,0.85582847
-2.55427714,20.87908162,0.02055083,0.10903173,0.51599985,17.56215334,0.36005413,1.57533301,0.08731283,0.87265280
-2.54827414,21.59309769,0.02089946,0.10964832,0.51799672,18.20478250,0.36915235,1.60537602,0.08747028,0.89137223
-2.54227114,22.33706573,0.02120216,0.11099905,0.52114074,18.87211725,0.37985146,1.63737899,0.08748007,0.91186314
-2.53626813,23.10700743,0.02146289,0.11309160,0.52555554,19.56041040,0.39200472,1.67127317,0.08736026,0.93396311
-2.53026513,23.89819003,0.02168653,0.11592032,0.53133637,20.26531360,0.40543917,1.70690564,0.08713082,0.95747437
-2.52426213,24.70522395,0.02187877,0.11946647,0.53854607,20.98196731,0.41996018,1.74404107,0.08681339,0.98216868
-2.51825913,25.52218860,0.02204583,0.12369856,0.54721160,21.70511356,0.43535627,1.78236692,0.08643114,1.00779330
-2.51225613,26.34278091,0.02219438,0.12857314,0.55732152,22.42922633,0.45140425,1.82150194,0.08600868,1.03407795
-2.50625313,27.16047961,0.02233125,0.13403564,0.56882431,23.14865334,0.46787450,1.86100752,0.08557196,1.06074256
-2.50025013,27.96871709,0.02246327,0.14002156,0.58162788,23.85776233,0.48453607,1.90040135,0.08514825,1.08750528
-2.49424712,28.76105036,0.02259712,0.14645779,0.59560020,24.55108439,0.50116176,1.93917283,0.08476603,1.11409074
-2.48824412,29.53132235,0.02273906,0.15326412,0.61057123,25.22344683,0.51753275,1.97679938,0.08445493,1.14023782
-2.48224112,30.27380510,0.02289486,0.16035481,0.62633603,25.87008865,0.53344282,2.01276310,0.08424556,1.16570690
-2.47623812,30.98331760,0.02306956,0.16764036,0.64265919,26.48675249,0.54870205,2.04656687,0.08416926,1.19028598
-2.47023512,31.65531213,0.02326740,0.17502917,0.65928032,27.06974810,0.56313977,2.07774924,0.08425778,1.21379553
-2.46423212,32.28592499,0.02349167,0.18242937,0.67592053,27.61598437,0.57660697,2.10589752,0.08454272,1.23609169
-2.45822911,32.87198944,0.02374462,0.18975040,0.69228977,28.12296837,0.58897777,2.13065843,0.08505494,1.25706780
-2.45222611,33.41101111,0.02402740,0.19690465,0.70809460,28.58877231,0.60015030,2.15174595,0.08582376,1.27665393
-2.44622311,33.90110850,0.02434002,0.20380890,0.72304634,29.01197105,0.61004673,2.16894617,0.08687600,1.29481473
-2.44022011,34.34092328,0.02468130,0.21038554,0.73686918,29.39155511,0.61861269,2.18211888,0.08823497,1.31154547
-2.43421711,34.72950731,0.02504892,0.21656367,0.74930790,29.72682520,0.62581600,2.19119601,0.08991936,1.32686664
-2.42821411,35.06619469,0.02543946,0.22227994,0.76013506,30.01727637,0.63164499,2.19617723,0.09194202,1.34081736
-2.42221111,35.35046836,0.02584851,0.22747912,0.76915730,30.26247987,0.63610633,2.19712289,0.09430892,1.35344802
-2.41620810,35.58183108,0.02627072,0.23211456,0.77622048,30.46197176,0.63922264,2.19414482,0.09701805,1.36481260
-2.41020510,35.75969067,0.02670002,0.23614838,0.78121356,30.61515664,0.64103003,2.18739570,0.10005855,1.37496111
-2.40420210,35.88326816,0.02712977,0.23955148,0.78407112,30.72123393,0.64157556,2.17705739,0.10341009,1.38393266
-2.39819910,35.95153654,0.02755300,0.24230345,0.78477435,30.77915296,0.64091493,2.16332914,0.10704244,1.39174963
-2.39219610,35.96319528,0.02796259,0.24439234,0.78335064,30.78760110,0.63911041,2.14641618,0.11091548,1.39841324
-2.38619310,35.91668381,0.02835156,0.24581438,0.77987172,30.74502687,0.63622915,2.12651941,0.11497952,1.40390091
-2.38019010,35.81023437,0.02871333,0.24657365,0.77445062,30.64969785,0.63234190,2.10382670,0.11917600,1.40816566
-2.37418709,35.64196177,0.02904189,0.24668172,0.76723745,30.49979058,0.62752223,2.07850634,0.12343867,1.41113745
-2.36818409,35.40998543,0.02933210,0.24615727,0.75841429,30.29350749,0.62184619,2.05070288,0.12769499,1.41272665
-2.36218109,35.11257621,0.02957988,0.24502579,0.74818942,30.02921397,0.61539251,2.02053551,0.13186803,1.41282931
-2.35617809,34.74831927,0.02978233,0.24331913,0.73679102,29.70558704,0.60824308,1.98809924,0.13587851,1.41133409
-2.35017509,34.31628232,0.02993785,0.24107513,0.72446064,29.32176632,0.60048383,1.95346841,0.13964706,1.40813030
-2.34417209,33.81617869,0.03004624,0.23833713,0.71144659,28.87749744,0.59220572,1.91670251,0.14309662,1.40311672
-2.33816908,33.24851404,0.03010864,0.23515346,0.69799745,28.37325831,0.58350592,1.87785381,0.14615476,1.39621059
-2.33216608,32.61470682,0.03012752,0.23157673,0.68435585,27.81035980,0.57448875,1.83697624,0.14875591,1.38735633
-2.32616308,31.91717394,0.03010651,0.22766304,0.67075265,27.19101345,0.56526654,1.79413498,0.15084340,1.37653324
-2.32016008,31.15937492,0.03005024,0.22347101,0.65740168,26.51836111,0.55596005,1.74941604,0.15237113,1.36376198
-2.31415708,30.34581044,0.02996412,0.21906069,0.64449499,25.79646338,0.54669845,1.70293525,0.15330493,1.34910903
-2.30815408,29.48197384,0.02985405,0.21449223,0.63219892,25.03024645,0.53761874,1.65484604,0.15362336,1.33268921
-2.30215108,28.57425675,0.02972616,0.20982451,0.62065077,24.22540898,0.52886449,1.60534536,0.15331814,1.31466561
-2.29614807,27.62981297,0.02958649,0.20511368,0.60995634,23.38829344,0.52058397,1.55467741,0.15239399,1.29524724
-2.29014507,26.65638679,0.02944068,0.20041163,0.60018831,22.52572810,0.51292752,1.50313482,0.15086806,1.27468414
-2.28414207,25.66211418,0.02929376,0.19576454,0.59138547,21.64484740,0.50604444,1.45105708,0.14876885,1.25326036
-2.27813907,24.65530670,0.02914984,0.19121157,0.58355280,20.75289985,0.50007923,1.39882619,0.14613480,1.23128498
-2.27213607,23.64422854,0.02901198,0.18678364,0.57666255,19.85705293,0.49516747,1.34685968,0.14301259,1.20908159
-2.26613307,22.63687756,0.02888204,0.18250267,0.57065611,18.96420435,0.49143142,1.29560134,0.13945518,1.18697690
-2.26013007,21.64078070,0.02876063,0.17838094,0.56544672,18.08080865,0.48897561,1.24550984,0.13551980,1.16528875
-2.25412706,20.66281266,0.02864710,0.17442095,0.56092309,17.21272687,0.48788248,1.19704602,0.13126593,1.14431438
-2.24812406,19.70904577,0.02853965,0.17061566,0.55695350,16.36510539,0.48820838,1.15065918,0.12675334,1.12431932
-2.24212106,18.78463648,0.02843545,0.16694912,0.55339062,15.54228832,0.48998007,1.10677317,0.12204034,1.10552755
-2.23611806,17.89375191,0.02833085,0.16339749,0.55007665,14.74776578,0.49319207,1.06577268,0.11718229,1.08811335
-2.23011506,17.03953766,0.02822158,0.15993041,0.54684861,13.98415834,0.49780479,1.02799062,0.11223038,1.07219533
-2.22411206,16.22412579,0.02810305,0.15651266,0.54354375,13.25323575,0.50374381,0.99369689,0.10723073,1.05783270
-2.21810905,15.44867974,0.02797059,0.15310599,0.54000469,12.55596686,0.51090037,0.96308912,0.10222387,1.04502422
-2.21210605,14.71347149,0.02781972,0.14967108,0.53608415,11.89259554,0.51913308,0.93628577,0.09724452,1.03370970
-2.20610305,14.01798480,0.02764636,0.14616954,0.53164914,11.26273696,0.52827101,0.91332188,0.09232165,1.02377407
-2.20010005,13.36103761,0.02744709,0.14256578,0.52658439,10.66548766,0.53811797,0.89414758,0.08747884,1.01505382
-2.19409705,12.74091632,0.02721922,0.13882872,0.52079497,10.09954276,0.54845809,0.87862946,0.08273475,1.00734552
-2.18809405,12.15551468,0.02696092,0.13493328,0.51420802,9.56331411,0.55906239,0.86655469,0.07810388,1.00041609
-2.18209105,11.60247069,0.02667128,0.13086151,0.50677351,9.05504331,0.56969623,0.85763781,0.07359723,0.99401433
-2.17608804,11.07929561,0.02635023,0.12660339,0.49846418,8.57290501,0.58012743,0.85152977,0.06922313,0.98788326
-2.17008504,10.58349030,0.02599849,0.12215725,0.48927475,8.11509659,0.59013458,0.84782899,0.06498799,0.98177271
-2.16408204,10.11264538,0.02561749,0.11752983,0.47922036,7.67991160,0.59951549,0.84609402,0.06089697,0.97545167
-2.15807904,9.66452289,0.02520916,0.11273595,0.46833463,7.26579578,0.60809507,0.84585718,0.05695456,0.96871972
-2.15207604,9.23711840,0.02477583,0.10779788,0.45666736,6.87138522,0.61573258,0.84663884,0.05316510,0.96141729
-2.14607304,8.82870368,0.02432004,0.10274445,0.44428205,6.49552776,0.62232770,0.84796180,0.04953308,0.95343400
-2.14007004,8.43785091,0.02384444,0.09760998,0.43125346,6.13728898,0.62782506,0.84936513,0.04606345,0.94471489
-2.13406703,8.06344015,0.02335164,0.09243301,0.41766537,5.79594529,0.63221711,0.85041723,0.04276169,0.93526418
-2.12806403,7.70465244,0.02284424,0.08725498,0.40360852,5.47096662,0.63554486,0.85072742,0.03963392,0.92514634
-2.12206103,7.36095097,0.02232475,0.08211899,0.38917894,5.16199144,0.63789660,0.84995599,0.03668683,0.91448442
-2.11605803,7.03205320,0.02179572,0.07706844,0.37447663,4.86879709,0.63940435,0.84782220,0.03392762,0.90345563
-2.11005503,6.71789643,0.02125985,0.07214591,0.35960459,4.59126768,0.64023815,0.84411027,0.03136395,0.89228441
-2.10405203,6.41859941,0.02072019,0.06739212,0.34466819,4.32936201,0.64059853,0.83867314,0.02900378,0.88123323
-2.09804902,6.13442226,0.02018039,0.06284505,0.32977477,4.08308317,0.64070721,0.83143411,0.02685529,0.87059148
-2.09204602,5.86572648,0.01964501,0.05853916,0.31503339,3.85245120,0.64079652,0.82238650,0.02492677,0.86066310
-2.08604302,5.61293693,0.01911982,0.05450496,0.30055470,3.63747988,0.64109817,0.81159152,0.02322655,0.85175331
-2.08004002,5.37650683,0.01861221,0.05076853,0.28645078,3.43815792,0.64183156,0.79917474,0.02176288,0.84415534
-2.07403702,5.15688695,0.01813145,0.04735136,0.27283486,3.25443488,0.64319258,0.78532131,0.02054389,0.83813749
-2.06803402,4.95449957,0.01768908,0.04427024,0.25982094,3.08621169,0.64534323,0.77027053,0.01957746,0.83393151
-2.06203102,4.76971777,0.01729915,0.04153733,0.24752319,2.93333525,0.64840272,0.75431003,0.01887109,0.83172258
-2.05602801,4.60285022,0.01697846,0.03916027,0.23605520,2.79559675,0.65244050,0.73776985,0.01843179,0.83164157
-2.05002501,4.45413141,0.01674669,0.03714241,0.22552899,2.67273305,0.65747165,0.72101680,0.01826581,0.83375994
-2.04402201,4.32371714,0.01662643,0.03548312,0.21605390,2.56443038,0.66345491,0.70444932,0.01837847,0.83808757
-2.03801901,4.21168477,0.01664313,0.03417814,0.20773539,2.47032979,0.67029350,0.68849283,0.01877380,0.84457354
-2.03201601,4.11803763,0.01682489,0.03321992,0.20067372,2.39003363,0.67783873,0.67359579,0.01945420,0.85310995
-2.02601301,4.04271271,0.01720208,0.03259812,0.19496273,2.32311244,0.68589629,0.66022618,0.02042006,0.86353848
-2.02001001,3.98559056,0.01780688,0.03229998,0.19068856,2.26911167,0.69423485,0.64886839,0.02166934,0.87565939
-2.01400700,3.94650634,0.01867261,0.03231087,0.18792855,2.22755771,0.70259671,0.64002014,0.02319711,0.88924238
-2.00800400,3.92526064,0.01983295,0.03261474,0.18675019,2.19796274,0.71070975,0.63418920,0.02499515,0.90403886
-2.00200100,3.92162891,0.02132095,0.03319465,0.18721027,2.17982806,0.71830031,0.63188939,0.02705156,0.91979486
-1.99599800,3.93536811,0.02316797,0.03403326,0.18935403,2.17264558,0.72510610,0.63363567,0.02935044,0.93626378
-1.98999500,3.96621956,0.02540247,0.03511335,0.19321454,2.17589724,0.73088868,0.63993784,0.03187162,0.95321846
-1.98399200,4.01390709,0.02804874,0.03641831,0.19881208,2.18905243,0.73544474,0.65129259,0.03459057,0.97046176
-1.97798899,4.07812969,0.03112558,0.03793261,0.20615357,2.21156324,0.73861565,0.66817366,0.03747842,0.98783499
-1.97198599,4.15854869,0.03464494,0.03964219,0.21523205,2.24285811,0.74029468,0.69102018,0.04050207,1.00522385
-1.96598299,4.25476941,0.03861074,0.04153482,0.22602614,2.28233390,0.74043170,0.72022307,0.04362462,1.02256137
-1.95997999,4.36631801,0.04301764,0.04360041,0.23849951,2.32934727,0.73903493,0.75610977,0.04680577,1.03982773
-1.95397699,4.49261469,0.04785014,0.04583114,0.25260036,2.38320578,0.73616980,0.79892789,0.05000263,1.05704699
-1.94797399,4.63294481,0.05308190,0.04822158,0.26826105,2.44315977,0.73195495,0.84882802,0.05317045,1.07428072
-1.94197099,4.78642977,0.05867530,0.05076867,0.28539776,2.50839573,0.72655555,0.90584673,0.05626375,1.09161914
-1.93596798,4.95200010,0.06458148,0.05347158,0.30391045,2.57803222,0.72017446,0.96989044,0.05923736,1.10917001
-1.92996498,5.12837302,0.07074077,0.05633153,0.32368315,2.65111915,0.71304150,1.04072111,0.06204771,1.12704611
-1.92396198,5.31403707,0.07708352,0.05935146,0.34458472,2.72664126,0.70540168,1.11794487,0.06465413,1.14535205
-1.91795898,5.50724597,0.08353152,0.06253569,0.36647010,2.80352642,0.69750290,1.20100446,0.06702015,1.16417107
-1.91195598,5.70602390,0.08999975,0.06588956,0.38918230,2.88065917,0.68958367,1.28917640,0.06911484,1.18355296
-1.90595298,5.90818353,0.09639863,0.06941904,0.41255509,2.95689953,0.68186186,1.38157378,0.07091399,1.20350364
-1.89994997,6.11135769,0.10263664,0.07313042,0.43641642,3.03110690,0.67452472,1.47715518,0.07240128,1.22397734
-1.89394697,6.31304489,0.10862315,0.07703000,0.46059262,3.10216837,0.66772086,1.57473999,0.07356916,1.24487181
-1.88794397,6.51066759,0.11427151,0.08112394,0.48491320,3.16903061,0.66155469,1.67303035,0.07441964,1.26602722
-1.88194097,6.70164184,0.11950212,0.08541818,0.50921627,3.23073382,0.65608333,1.77063915,0.07496472,1.28722867
-1.87593797,6.88345544,0.12424539,0.08991848,0.53335413,3.28644626,0.65131638,1.86612360,0.07522658,1.30821263
-1.86993497,7.05375126,0.12844454,0.09463057,0.55719895,3.33549744,0.64721822,1.95802326,0.07523748,1.32867676
-1.86393197,7.21041179,0.13205791,0.09956037,0.58064825,3.37740805,0.64371296,2.04490108,0.07503922,1.34829290
-1.85792896,7.35164010,0.13506081,0.10471428,0.60362960,3.41191460,0.64069134,2.12538607,0.07468238,1.36672228
-1.85192596,7.47603281,0.13744673,0.11009945,0.62610442,3.43898692,0.63801942,2.19821541,0.07422511,1.38363226
-1.84592296,7.58264014,0.13922777,0.11572399,0.64807043,3.45883681,0.63554832,2.26227440,0.07373165,1.39871359
-1.83991996,7.67100900,0.14043431,0.12159705,0.66956238,3.47191665,0.63312444,2.31663204,0.07327053,1.41169700
-1.83391696,7.74120539,0.14111394,0.12772882,0.69065094,3.47890717,0.63059960,2.36057066,0.07291251,1.42236827
-1.82791396,7.79381379,0.14132952,0.13413011,0.71143943,3.48069401,0.62784039,2.39360775,0.07272832,1.43058059
-1.82191096,7.82991200,0.14115653,0.14081192,0.73205859,3.47833365,0.62473633,2.41550905,0.07278623,1.43626364
-1.81590795,7.85102155,0.14067990,0.14778448,0.75265916,3.47300952,0.62120625,2.42629186,0.07314963,1.43942853
-1.80990495,7.85903529,0.13999023,0.15505626,0.77340281,3.46598014,0.61720270,2.42621846,0.07387453,1.44016843
-1.80390195,7.85612509,0.13917982,0.16263255,0.79445155,3.45852133,0.61271410,2.41577972,0.07500728,1.43865466
-1.79789895,7.84463401,0.13833855,0.17051404,0.81595633,3.45186535,0.60776465,2.39566985,0.07658245,1.43512860
-1.79189595,7.82695838,0.13754976,0.17869524,0.83804515,3.44713978,0.60241220,2.36675343,0.07862100,1.42988977
-1.78589295,7.80542627,0.13688656,0.18716296,0.86081165,3.44530957,0.59674402,2.33002659,0.08112889,1.42328092
-1.77988994,7.78217891,0.13640846,0.19589503,0.88430465,3.44712521,0.59087127,2.28657426,0.08409612,1.41567099
-1.77388694,7.75906208,0.13615872,0.20485925,0.90851949,3.45308014,0.58492211,2.23752592,0.08749641,1.40743711
-1.76788394,7.73753376,0.13616248,0.21401286,0.93339166,3.46337993,0.57903436,2.18401198,0.09128731,1.39894658
-1.76188094,7.71859371,0.13642566,0.22330247,0.95879336,3.47792514,0.57334784,2.12712330,0.09541108,1.39054016
-1.75587794,7.70273929,0.13693486,0.23266477,0.98453331,3.49630933,0.56799714,2.06787557,0.09979611,1.38251735
-1.74987494,7.68995037,0.13765817,0.24202781,1.01035996,3.51783257,0.56310500,2.00718059,0.10435895,1.37512471
-1.74387194,7.67970443,0.13854681,0.25131302,1.03596822,3.54153006,0.55877677,1.94582540,0.10900682,1.36854773
-1.73786893,7.67102102,0.13953762,0.26043788,1.06100928,3.56621470,0.55509610,1.88446013,0.11364067,1.36290645
-1.73186593,7.66253310,0.14055613,0.26931915,1.08510323,3.59053155,0.55212202,1.82359467,0.11815845,1.35825495
-1.72586293,7.65258091,0.14152023,0.27787649,1.10785386,3.61302126,0.54988738,1.76360385,0.12245871,1.35458451
-1.71985993,7.63932272,0.14234403,0.28603635,1.12886473,3.63218947,0.54839859,1.70474020,0.12644415,1.35182976
-1.71385693,7.62085595,0.14294192,0.29373584,1.14775581,3.64657826,0.54763654,1.64715292,0.13002514,1.34987743
-1.70785393,7.59534118,0.14323249,0.30092645,1.16417966,3.65483611,0.54755831,1.59091155,0.13312300,1.34857659
-1.70185093,7.56112188,0.14314218,0.30757731,1.17783631,3.65578256,0.54809965,1.53603239,0.13567282,1.34774974
-1.69584792,7.51683279,0.14260849,0.31367784,1.18848600,3.64846439,0.54917779,1.48250576,0.13762582,1.34720374
-1.68984492,7.46149078,0.14158251,0.31923958,1.19595906,3.63220034,0.55069437,1.43032217,0.13895105,1.34673999
-1.68384192,7.39456329,0.14003087,0.32429711,1.20016255,3.60661243,0.55253834,1.37949586,0.13963637,1.34616300
-1.67783892,7.31601084,0.13793681,0.32890787,1.20108320,3.57164244,0.55458868,1.33008405,0.13968872,1.34528711
-1.67183592,7.22630173,0.13530051,0.33315095,1.19878670,3.52755308,0.55671680,1.28220090,0.13913355,1.34394108
-1.66583292,7.12639901,0.13213863,0.33712492,1.19341338,3.47491439,0.55878864,1.23602558,0.13801364,1.34197038
-1.65982991,7.01772118,0.12848317,0.34094456,1.18517080,3.41457639,0.56066649,1.19180396,0.13638714,1.33923765
-1.65382691,6.90207971,0.12437968,0.34473694,1.17432364,3.34762998,0.56221071,1.14984435,0.13432513,1.33562134
-1.64782391,6.78159769,0.11988506,0.34863681,1.16118158,3.27535853,0.56328127,1.11050752,0.13190872,1.33101334
-1.64182091,6.65861474,0.11506491,0.35278154,1.14608604,3.19918303,0.56373941,1.07419205,0.12922585,1.32531584
-1.63581791,6.53558395,0.10999082,0.35730594,1.12939638,3.12060370,0.56344951,1.04131608,0.12636792,1.31843822
-1.62981491,6.41496661,0.10473758,0.36233711,1.11147649,3.04114120,0.56228110,1.01229665,0.12342652,1.31029432
-1.62381191,6.29913026,0.09938045,0.36798946,1.09268226,2.96228017,0.56011132,0.98752813,0.12049016,1.30080063
-1.61780890,6.19025528,0.09399275,0.37436030,1.07335073,2.88541766,0.55682752,0.96736100,0.11764142,1.28987558
-1.61180590,6.09025404,0.08864378,0.38152597,1.05379107,2.81181842,0.55233026,0.95208235,0.11495445,1.27744024
-1.60580290,6.00070600,0.08339712,0.38953877,1.03427798,2.74257863,0.54653632,0.94189920,0.11249287,1.26342034
-1.59979990,5.92281086,0.07830944,0.39842469,1.01504729,2.67859898,0.53938177,0.93692563,0.11030830,1.24774942
-1.59379690,5.85736085,0.07342977,0.40818209,0.99629406,2.62056746,0.53082479,0.93717437,0.10843943,1.23037300
-1.58779390,5.80473209,0.06879923,0.41878125,0.97817270,2.56895180,0.52084819,0.94255343,0.10691155,1.21125325
-1.58179090,5.76489421,0.06445125,0.43016485,0.96079919,2.52400093,0.50946127,0.95286777,0.10573674,1.19037391
-1.57578789,5.73743641,0.06041208,0.44224935,0.94425472,2.48575450,0.49670106,0.96782596,0.10491444,1.16774485
-1.56978489,5.72160766,0.05670169,0.45492713,0.92859068,2.45405930,0.48263261,0.98705160,0.10443250,1.14340603
-1.56378189,5.71636828,0.05333477,0.46806935,0.91383437,2.42859122,0.46734841,1.01009863,0.10426851,1.11743051
-1.55777889,5.72044990,0.05032204,0.48152952,0.89999532,2.40888127,0.45096688,1.03646993,0.10439147,1.08992610
-1.55177589,5.73242082,0.04767140,0.49514756,0.88707153,2.39434434,0.43362989,1.06563825,0.10476352,1.06103573
-1.54577289,5.75075355,0.04538921,0.50875425,0.87505573,2.38430926,0.41549952,1.09706819,0.10534188,1.03093634
-1.53976988,5.77389196,0.04348134,0.52217616,0.86394106,2.37804909,0.39675411,1.13023834,0.10608072,0.99983637
-1.53376688,5.80031524,0.04195414,0.53524061,0.85372619,2.37481045,0.37758382,1.16466229,0.10693301,0.96797209
-1.52776388,5.82859648,0.04081510,0.54778081,0.84441963,2.37384123,0.35818590,1.19990738,0.10785227,0.93560290
-1.52176088,5.85745401,0.04007333,0.55964097,0.83604315,2.37441570,0.33875985,1.23561034,0.10879414,0.90300588
-1.51575788,5.88579372,0.03973968,0.57068111,0.82863414,2.37585673,0.31950269,1.27148881,0.10971776,0.87046996
-1.50975488,5.91274139,0.03982665,0.58078165,0.82224697,2.37755451,0.30060457,1.30734813,0.11058693,0.83828981
-1.50375188,5.93766396,0.04034796,0.58984741,0.81695319,2.37898162,0.28224479,1.34308303,0.11137108,0.80675993
-1.49774887,5.96017944,0.04131782,0.59781102,0.81284057,2.37970413,0.26458838,1.37867396,0.11204588,0.77616891
-1.49174587,5.98015535,0.04275007,0.60463551,0.81001101,2.37938869,0.24778341,1.41417822,0.11259370,0.74679423
-1.48574287,5.99769587,0.04465701,0.61031593,0.80857726,2.37780568,0.23195889,1.44971627,0.11300381,0.71889752
-1.47973987,6.01311851,0.04704813,0.61488003,0.80865858,2.37482829,0.21722348,1.48545382,0.11327224,0.69272042
-1.47373687,6.02692143,0.04992873,0.61838768,0.81037533,2.37042795,0.20366470,1.52158076,0.11340155,0.66848107
-1.46773387,6.03974268,0.05329854,0.62092922,0.81384275,2.36466620,0.19134894,1.55828787,0.11340031,0.64637106
