energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,10.75568578,0.14785177,0.00000000,0.03016052,0.26571720,4.39885921,6.51703482,0.00852419,5.77735291
-5.99399700,10.65951089,0.14714571,0.00000000,0.03065015,0.26009370,4.37842632,6.45419097,0.00955759,5.72950868
-5.98799400,10.53264287,0.14624552,0.00000000,0.03123044,0.25373846,4.34986249,6.37009079,0.01074682,5.66475451
-5.98199100,10.37999708,0.14529064,0.00000000,0.03193966,0.24691683,4.31586863,6.26704013,0.01210787,5.58558986
-5.97598799,10.20683295,0.14442891,0.00000000,0.03281637,0.23991215,4.27924128,6.14756297,0.01365577,5.49468348
-5.96998499,10.01860805,0.14381269,0.00000000,0.03389815,0.23301840,4.24278852,6.01433575,0.01540405,5.39479621
-5.96398199,9.82083282,0.14359477,0.00000000,0.03522025,0.22653259,4.20924778,5.87012206,0.01736418,5.28870482
-5.95797899,9.61893080,0.14392437,0.00000000,0.03681419,0.22074718,4.18120854,5.71770960,0.01954494,5.17912979
-5.95197599,9.41810878,0.14494320,0.00000000,0.03870643,0.21594276,4.16104271,5.55985147,0.02195192,5.06866925
-5.94597299,9.22324061,0.14678183,0.00000000,0.04091719,0.21238111,4.15084474,5.39921300,0.02458696,4.95974101
-5.93996998,9.03876726,0.14955644,0.00000000,0.04345933,0.21029906,4.15238305,5.23832541,0.02744773,4.85453405
-5.93396698,8.86861525,0.15336590,0.00000000,0.04633750,0.20990306,4.16706377,5.07954661,0.03052739,4.75497029
-5.92796398,8.71613414,0.15828945,0.00000000,0.04954746,0.21136483,4.19590711,4.92502971,0.03381430,4.66267700
-5.92196098,8.58405351,0.16438484,0.00000000,0.05307576,0.21481790,4.23953620,4.77669889,0.03729194,4.57896958
-5.91595798,8.47445868,0.17168702,0.00000000,0.05689961,0.22035545,4.29817753,4.63623248,0.04093891,4.50484420
-5.90995498,8.38878402,0.18020735,0.00000000,0.06098714,0.22802909,4.37167199,4.50505252,0.04472911,4.44097932
-5.90395198,8.32782230,0.18993333,0.00000000,0.06529797,0.23784890,4.45949486,4.38432028,0.04863204,4.38774502
-5.89794897,8.29174807,0.20082890,0.00000000,0.06978397,0.24978441,4.56078336,4.27493685,0.05261322,4.34521864
-5.89194597,8.28015300,0.21283511,0.00000000,0.07439046,0.26376667,4.67436984,4.17754816,0.05663484,4.31320571
-5.88594297,8.29209103,0.22587128,0.00000000,0.07905751,0.27969116,4.79881910,4.09255370,0.06065639,4.29126455
-5.87993997,8.32613140,0.23983660,0.00000000,0.08372147,0.29742150,4.93246830,4.02011828,0.06463546,4.27873362
-5.87393697,8.38041753,0.25461209,0.00000000,0.08831668,0.31679382,5.07346831,3.96018636,0.06852858,4.27476047
-5.86793397,8.45273015,0.27006292,0.00000000,0.09277713,0.33762161,5.21982530,3.91249849,0.07229216,4.27833157
-5.86193097,8.54055323,0.28604111,0.00000000,0.09703826,0.35970094,5.36944204,3.87660962,0.07588330,4.28830239
-5.85592796,8.64114148,0.30238845,0.00000000,0.10103859,0.38281584,5.52015840,3.85190889,0.07926077,4.30342731
-5.84992496,8.75158839,0.31893985,0.00000000,0.10472125,0.40674376,5.66979072,3.83764091,0.08238576,4.32238923
-5.84392196,8.86889388,0.33552676,0.00000000,0.10803539,0.43126079,5.81617014,3.83292813,0.08522275,4.34382860
-5.83791896,8.99003087,0.35198088,0.00000000,0.11093728,0.45614667,5.95717962,3.83679443,0.08774010,4.36637196
-5.83191596,9.11200978,0.36813792,0.00000000,0.11339119,0.48118924,6.09078999,3.84818936,0.08991072,4.38865994
-5.82591296,9.23194030,0.38384141,0.00000000,0.11537000,0.50618843,6.21509452,3.86601303,0.09171250,4.40937454
-5.81990995,9.34708942,0.39894634,0.00000000,0.11685552,0.53095945,6.32834213,3.88914108,0.09312872,4.42726551
-5.81390695,9.45493469,0.41332270,0.00000000,0.11783853,0.55533518,6.42896848,3.91644931,0.09414820,4.44117566
-5.80790395,9.55321156,0.42685850,0.00000000,0.11831850,0.57916780,6.51562451,3.94683742,0.09476551,4.45006439
-5.80190095,9.63995356,0.43946237,0.00000000,0.11830320,0.60232944,6.58720141,3.97925115,0.09498090,4.45302910
-5.79589795,9.71352413,0.45106551,0.00000000,0.11780800,0.62471203,6.64285108,4.01270208,0.09480021,4.44932346
-5.78989495,9.77263867,0.46162277,0.00000000,0.11685504,0.64622627,6.68200096,4.04628450,0.09423461,4.43837211
-5.78389195,9.81637611,0.47111293,0.00000000,0.11547227,0.66679991,6.70436213,4.07918858,0.09330031,4.41978071
-5.77788894,9.84417891,0.47953796,0.00000000,0.11369251,0.68637536,6.70992978,4.11070932,0.09201809,4.39334075
-5.77188594,9.85584129,0.48692124,0.00000000,0.11155227,0.70490686,6.69897520,4.14025093,0.09041281,4.35902865
-5.76588294,9.85148570,0.49330491,0.00000000,0.10909080,0.72235731,6.67202917,4.16732636,0.08851285,4.31699865
-5.75987994,9.83152830,0.49874622,0.00000000,0.10634902,0.73869505,6.62985647,4.19155215,0.08634939,4.26756955
-5.75387694,9.79663457,0.50331317,0.00000000,0.10336852,0.75389066,6.57342247,4.21263897,0.08395578,4.21120560
-5.74787394,9.74766703,0.50707961,0.00000000,0.10019072,0.76791411,6.50385253,4.23037826,0.08136681,4.14849216
-5.74187094,9.68562743,0.51011996,0.00000000,0.09685607,0.78073242,6.42238606,4.24462620,0.07861790,4.08010704
-5.73586793,9.61159616,0.51250393,0.00000000,0.09340332,0.79230784,6.33032708,4.25528571,0.07574443,4.00678896
-5.72986493,9.52667217,0.51429148,0.00000000,0.08986900,0.80259698,6.22899367,4.26228809,0.07278099,3.92930450
-5.72386193,9.43191645,0.51552833,0.00000000,0.08628693,0.81155069,6.11966887,4.26557527,0.06976068,3.84841531
-5.71785893,9.32830218,0.51624230,0.00000000,0.08268793,0.81911487,6.00355552,4.26508421,0.06671456,3.76484729
-5.71185593,9.21667444,0.51644070,0.00000000,0.07909958,0.82523218,5.88173738,4.26073445,0.06367106,3.67926322
-5.70585293,9.09772158,0.51610903,0.00000000,0.07554620,0.82984453,5.75514866,4.25241977,0.06065564,3.59224055
-5.69984992,8.97195983,0.51521103,0.00000000,0.07204884,0.83289619,5.62455354,4.24000466,0.05769039,3.50425523
-5.69384692,8.83973185,0.51369009,0.00000000,0.06862547,0.83433747,5.49053657,4.22332586,0.05479395,3.41567250
-5.68784392,8.70121893,0.51147212,0.00000000,0.06529119,0.83412850,5.35350434,4.20219887,0.05198138,3.32674493
-5.68184092,8.55646589,0.50846950,0.00000000,0.06205864,0.83224309,5.21369791,4.17642894,0.04926430,3.23761759
-5.67583792,8.40541649,0.50458619,0.00000000,0.05893836,0.82867224,5.07121514,4.14582588,0.04665107,3.14833968
-5.66983492,8.24795690,0.49972340,0.00000000,0.05593927,0.82342713,4.92604093,4.11022129,0.04414707,3.05888183
-5.66383192,8.08396393,0.49378582,0.00000000,0.05306912,0.81654131,4.77808351,4.06948718,0.04175515,2.96915744
-5.65782891,7.91335458,0.48668773,0.00000000,0.05033503,0.80807185,4.62721410,4.02355433,0.03947606,2.87904685
-5.65182591,7.73613343,0.47835894,0.00000000,0.04774386,0.79809943,4.47330745,3.97242914,0.03730896,2.78842232
-5.64582291,7.55243450,0.46875000,0.00000000,0.04530263,0.78672723,4.31628054,3.91620744,0.03525193,2.69717242
-5.63981991,7.36255481,0.45783650,0.00000000,0.04301879,0.77407863,4.15612722,3.85508435,0.03330252,2.60522400
-5.63381691,7.16697737,0.44562221,0.00000000,0.04090044,0.76029382,3.99294662,3.78935925,0.03145819,2.51256063
-5.62781391,6.96638208,0.43214089,0.00000000,0.03895633,0.74552553,3.82696399,3.71943538,0.02971677,2.41923626
-5.62181091,6.76164412,0.41745665,0.00000000,0.03719583,0.72993405,3.65854278,3.64581406,0.02807679,2.32538352
-5.61580790,6.55381981,0.40166303,0.00000000,0.03562866,0.71368188,3.48818786,3.56908370,0.02653774,2.23121633
-5.60980490,6.34412132,0.38488066,0.00000000,0.03426455,0.69692829,3.31653986,3.48990425,0.02510029,2.13702682
-5.60380190,6.13388168,0.36725378,0.00000000,0.03311279,0.67982416,3.14436157,3.40898803,0.02376635,2.04317722
-5.59779890,5.92451269,0.34894590,0.00000000,0.03218161,0.66250730,2.97251742,3.32707794,0.02253903,1.95008712
-5.59179590,5.71745811,0.33013469,0.00000000,0.03147754,0.64509864,2.80194774,3.24492440,0.02142259,1.85821747
-5.58579290,5.51414513,0.31100652,0.00000000,0.03100478,0.62769954,2.63363937,3.16326214,0.02042222,1.76805217
-5.57978989,5.31593675,0.29175084,0.00000000,0.03076447,0.61039016,2.46859447,3.08278820,0.01954380,1.68007853
-5.57378689,5.12408776,0.27255471,0.00000000,0.03075414,0.59322914,2.30779930,3.00414203,0.01879357,1.59476787
-5.56778389,4.93970636,0.25359771,0.00000000,0.03096713,0.57625457,2.15219449,2.92788873,0.01817784,1.51255729
-5.56178089,4.76372317,0.23504747,0.00000000,0.03139224,0.55948600,2.00264828,2.85450600,0.01770253,1.43383357
-5.55577789,4.59686885,0.21705587,0.00000000,0.03201347,0.54292745,1.85993364,2.78437517,0.01737287,1.35891992
-5.54977489,4.43966089,0.19975614,0.00000000,0.03281002,0.52657112,1.72471010,2.71777652,0.01719293,1.28806627
-5.54377189,4.29239957,0.18326081,0.00000000,0.03375643,0.51040157,1.59751070,2.65488882,0.01716536,1.22144317
-5.53776888,4.15517289,0.16766058,0.00000000,0.03482297,0.49440003,1.47873419,2.59579271,0.01729098,1.15913962
-5.53176588,4.02786936,0.15302401,0.00000000,0.03597628,0.47854857,1.36864228,2.54047755,0.01756855,1.10116440
-5.52576288,3.91019780,0.13939802,0.00000000,0.03718012,0.46283386,1.26736157,2.48885119,0.01799456,1.04745098
-5.51975988,3.80171254,0.12680903,0.00000000,0.03839634,0.44725037,1.17488965,2.44075195,0.01856306,0.99786509
-5.51375688,3.70184269,0.11526465,0.00000000,0.03958601,0.43180266,1.09110475,2.39596222,0.01926560,0.95221476
-5.50775388,3.60992401,0.10475581,0.00000000,0.04071061,0.41650689,1.01577802,2.35422295,0.02009125,0.91026197
-5.50175088,3.52523171,0.09525919,0.00000000,0.04173323,0.40139136,0.94858808,2.31524849,0.02102670,0.87173536
-5.49574787,3.44701300,0.08673977,0.00000000,0.04261984,0.38649615,0.88913664,2.27874107,0.02205647,0.83634326
-5.48974487,3.37451810,0.07915343,0.00000000,0.04334040,0.37187196,0.83696502,2.24440453,0.02316313,0.80378650
-5.48374187,3.30702865,0.07244961,0.00000000,0.04386999,0.35757831,0.79157051,2.21195675,0.02432768,0.77377043
-5.47773887,3.24388261,0.06657368,0.00000000,0.04418962,0.34368121,0.75242243,2.18114049,0.02552993,0.74601569
-5.47173587,3.18449503,0.06146924,0.00000000,0.04428698,0.33025054,0.71897714,2.15173233,0.02674899,0.72026728
-5.46573287,3.12837430,0.05708013,0.00000000,0.04415690,0.31735730,0.69069177,2.12354943,0.02796375,0.69630190
-5.45972986,3.07513342,0.05335216,0.00000000,0.04380162,0.30507094,0.66703646,2.09645410,0.02915333,0.67393315
-5.45372686,3.02449632,0.05023462,0.00000000,0.04323076,0.29345683,0.64750463,2.07035597,0.03029770,0.65301471
-5.44772386,2.97629938,0.04768142,0.00000000,0.04246108,0.28257415,0.63162149,2.04521202,0.03137804,0.63344155
-5.44172086,2.93048825,0.04565198,0.00000000,0.04151606,0.27247410,0.61895045,2.02102433,0.03237729,0.61514930
-5.43571786,2.88711059,0.04411189,0.00000000,0.04042526,0.26319860,0.60909752,1.99783599,0.03328049,0.59811193
-5.42971486,2.84630509,0.04303325,0.00000000,0.03922346,0.25477947,0.60171385,1.97572524,0.03407512,0.58233814
-5.42371186,2.80828762,0.04239486,0.00000000,0.03794980,0.24723804,0.59649639,1.95479845,0.03475139,0.56786672
-5.41770885,2.77333517,0.04218213,0.00000000,0.03664676,0.24058515,0.59318697,1.93518203,0.03530238,0.55476117
-5.41170585,2.74176843,0.04238685,0.00000000,0.03535907,0.23482149,0.59156992,1.91701411,0.03572415,0.54310392
-5.40570285,2.71393385,0.04300684,0.00000000,0.03413267,0.22993830,0.59146865,1.90043608,0.03601579,0.53299045
-5.39969985,2.69018601,0.04404536,0.00000000,0.03301367,0.22591816,0.59274124,1.88558473,0.03617934,0.52452363
-5.39369685,2.67087101,0.04551051,0.00000000,0.03204731,0.22273610,0.59527566,1.87258522,0.03621970,0.51780830
-5.38769385,2.65631158,0.04741446,0.00000000,0.03127703,0.22036068,0.59898461,1.86154543,0.03614446,0.51294650
-5.38169085,2.64679441,0.04977263,0.00000000,0.03074360,0.21875525,0.60380053,1.85255173,0.03596370,0.51003318
-5.37568784,2.64256012,0.05260275,0.00000000,0.03048423,0.21787924,0.60967084,1.84566655,0.03568976,0.50915259
-5.36968484,2.64379597,0.05592393,0.00000000,0.03053192,0.21768947,0.61655384,1.84092757,0.03533699,0.51037527
-5.36368184,2.65063147,0.05975563,0.00000000,0.03091470,0.21814152,0.62441523,1.83834876,0.03492146,0.51375562
-5.35767884,2.66313665,0.06411665,0.00000000,0.03165503,0.21919108,0.63322556,1.83792269,0.03446074,0.51932992
-5.35167584,2.68132282,0.06902403,0.00000000,0.03276926,0.22079534,0.64295857,1.83962426,0.03397357,0.52711472
-5.34567284,2.70514532,0.07449205,0.00000000,0.03426712,0.22291436,0.65359039,1.84341513,0.03347964,0.53710558
-5.33966983,2.73450798,0.08053124,0.00000000,0.03615129,0.22551239,0.66509967,1.84924866,0.03299927,0.54927604
-5.33366683,2.76926860,0.08714740,0.00000000,0.03841705,0.22855912,0.67746840,1.85707499,0.03255316,0.56357679
-5.32766383,2.80924511,0.09434074,0.00000000,0.04105203,0.23203077,0.69068329,1.86684562,0.03216210,0.57993507
-5.32166083,2.85422190,0.10210514,0.00000000,0.04403608,0.23591109,0.70473765,1.87851754,0.03184665,0.59825428
-5.31565783,2.90395600,0.11042753,0.00000000,0.04734123,0.24019200,0.71963332,1.89205623,0.03162686,0.61841395
-5.30965483,2.95818270,0.11928742,0.00000000,0.05093189,0.24487402,0.73538272,1.90743777,0.03152194,0.64027008
-5.30365183,3.01662060,0.12865661,0.00000000,0.05476514,0.24996628,0.75201058,1.92464964,0.03154988,0.66365598
-5.29764882,3.07897586,0.13849910,0.00000000,0.05879131,0.25548621,0.76955527,1.94369056,0.03172711,0.68838371
-5.29164582,3.14494571,0.14877116,0.00000000,0.06295469,0.26145866,0.78806953,1.96456929,0.03206814,0.71424617
-5.28564282,3.21422140,0.15942165,0.00000000,0.06719445,0.26791469,0.80762047,1.98730268,0.03258514,0.74101993
-5.27963982,3.28649056,0.17039241,0.00000000,0.07144583,0.27488989,0.82828877,2.01191334,0.03328760,0.76846871
-5.27363682,3.36143933,0.18161893,0.00000000,0.07564143,0.28242224,0.85016696,2.03842701,0.03418192,0.79634758
-5.26763382,3.43875431,0.19303105,0.00000000,0.07971265,0.29054973,0.87335691,2.06687025,0.03527110,0.82440763
-5.26163082,3.51812456,0.20455386,0.00000000,0.08359128,0.29930761,0.89796644,2.09726838,0.03655446,0.85240112
-5.25562781,3.59924382,0.21610860,0.00000000,0.08721105,0.30872562,0.92410532,2.12964426,0.03802733,0.88008668
-5.24962481,3.68181290,0.22761365,0.00000000,0.09050927,0.31882505,0.95188063,2.16401771,0.03968097,0.90723462
-5.24362181,3.76554236,0.23898553,0.00000000,0.09342834,0.32961602,0.98139177,2.20040590,0.04150241,0.93363185
-5.23761881,3.85015540,0.25013990,0.00000000,0.09591712,0.34109498,1.01272539,2.23882452,0.04347452,0.95908629
-5.23161581,3.93539083,0.26099256,0.00000000,0.09793219,0.35324256,1.04595029,2.27928963,0.04557614,0.98343057
-5.22561281,4.02100589,0.27146043,0.00000000,0.09943882,0.36602198,1.08111265,2.32181992,0.04778230,1.00652481
-5.21960980,4.10677880,0.28146246,0.00000000,0.10041171,0.37937804,1.11823183,2.36643901,0.05006464,1.02825835
-5.21360680,4.19251073,0.29092064,0.00000000,0.10083543,0.39323683,1.15729683,2.41317752,0.05239188,1.04855041
-5.20760380,4.27802683,0.29976086,0.00000000,0.10070460,0.40750617,1.19826363,2.46207423,0.05473046,1.06734964
-5.20160080,4.36317622,0.30791390,0.00000000,0.10002374,0.42207683,1.24105354,2.51317613,0.05704525,1.08463271
-5.19559780,4.44783050,0.31531633,0.00000000,0.09880688,0.43682452,1.28555257,2.56653673,0.05930037,1.10040194
-5.18959480,4.53188071,0.32191152,0.00000000,0.09707693,0.45161253,1.33161186,2.62221233,0.06146004,1.11468236
-5.18359180,4.61523252,0.32765053,0.00000000,0.09486477,0.46629498,1.37904912,2.68025607,0.06348954,1.12751814
-5.17758879,4.69779958,0.33249310,0.00000000,0.09220830,0.48072060,1.42765087,2.74070944,0.06535607,1.13896888
-5.17158579,4.77949523,0.33640853,0.00000000,0.08915125,0.49473680,1.47717559,2.80359148,0.06702970,1.14910586
-5.16558279,4.86022257,0.33937651,0.00000000,0.08574202,0.50819396,1.52735732,2.86888576,0.06848418,1.15800851
-5.15957979,4.93986352,0.34138781,0.00000000,0.08203241,0.52094974,1.57790985,2.93652573,0.06969771,1.16576127
-5.15357679,5.01826717,0.34244487,0.00000000,0.07807644,0.53287332,1.62853120,3.00637898,0.07065354,1.17245121
-5.14757379,5.09523836,0.34256209,0.00000000,0.07392917,0.54384929,1.67890830,3.07823132,0.07134050,1.17816628
-5.14157079,5.17052724,0.34176598,0.00000000,0.06964567,0.55378128,1.72872201,3.15177184,0.07175334,1.18299455
-5.13556778,5.24382097,0.34009499,0.00000000,0.06528001,0.56259503,1.77765229,3.22657992,0.07189286,1.18702443
-5.12956478,5.31473856,0.33759909,0.00000000,0.06088449,0.57024105,1.82538382,3.30211568,0.07176597,1.19034595
-5.12356178,5.38283005,0.33433906,0.00000000,0.05650890,0.57669668,1.87161211,3.37771495,0.07138550,1.19305308
-5.11755878,5.44758112,0.33038559,0.00000000,0.05220001,0.58196765,1.91605021,3.45258999,0.07076991,1.19524709
-5.11155578,5.50842393,0.32581814,0.00000000,0.04800114,0.58608920,1.95843645,3.52583687,0.06994285,1.19704090
-5.10555278,5.56475485,0.32072368,0.00000000,0.04395191,0.58912667,1.99854298,3.59645021,0.06893262,1.19856428
-5.09954977,5.61595931,0.31519535,0.00000000,0.04008807,0.59117578,2.03618555,3.66334557,0.06777160,1.19996971
-5.09354677,5.66144330,0.30933114,0.00000000,0.03644148,0.59236251,2.07123412,3.72538916,0.06649553,1.20143862
-5.08754377,5.70067100,0.30323257,0.00000000,0.03304019,0.59284260,2.10362426,3.78143444,0.06514286,1.20318774
-5.08154077,5.73320671,0.29700354,0.00000000,0.02990854,0.59280079,2.13336893,3.83036418,0.06375404,1.20547510
-5.07553777,5.75875931,0.29074929,0.00000000,0.02706741,0.59244953,2.16056988,3.87113637,0.06237086,1.20860523
-5.06953477,5.77722649,0.28457551,0.00000000,0.02453444,0.59202726,2.18542799,3.90283185,0.06103576,1.21293294
-5.06353177,5.78873591,0.27858758,0.00000000,0.02232430,0.59179597,2.20825157,3.92470105,0.05979123,1.21886509
-5.05752876,5.79367983,0.27288992,0.00000000,0.02044895,0.59203802,2.22946147,3.93620733,0.05867914,1.22685987
-5.05152576,5.79274002,0.26758534,0.00000000,0.01891791,0.59305193,2.24959204,3.93706396,0.05774017,1.23742277
-5.04552276,5.78689975,0.26277436,0.00000000,0.01773845,0.59514708,2.26928673,3.92726228,0.05701315,1.25109894
-5.03951976,5.77744021,0.25855439,0.00000000,0.01691575,0.59863705,2.28928760,3.90708872,0.05653444,1.26846148
-5.03351676,5.76591924,0.25501864,0.00000000,0.01645298,0.60383174,2.31041795,3.87712875,0.05633723,1.29009541
-5.02751376,5.75413143,0.25225476,0.00000000,0.01635131,0.61102804,2.33355799,3.83825689,0.05645081,1.31657749
-5.02151076,5.74404945,0.25034316,0.00000000,0.01660985,0.62049929,2.35961341,3.79161206,0.05689980,1.34845210
-5.01550775,5.73774792,0.24935482,0.00000000,0.01722545,0.63248376,2.38947785,3.73855907,0.05770334,1.38620387
-5.00950475,5.73731224,0.24934893,0.00000000,0.01819254,0.64717249,2.42399014,3.68063732,0.05887418,1.43022794
-5.00350175,5.74473608,0.25037009,0.00000000,0.01950277,0.66469680,2.46388804,3.61949896,0.06041794,1.48079909
-4.99749875,5.76181228,0.25244538,0.00000000,0.02114468,0.68511637,2.50976065,3.55683939,0.06233221,1.53804125
-4.99149575,5.79002260,0.25558143,0.00000000,0.02310337,0.70840816,2.56200187,3.49432341,0.06460588,1.60189899
-4.98549275,5.83043264,0.25976160,0.00000000,0.02536010,0.73445723,2.62076757,3.43351083,0.06721859,1.67211284
-4.97948974,5.88359794,0.26494354,0.00000000,0.02789199,0.76304983,2.68593928,3.37578561,0.07014029,1.74820013
-4.97348674,5.94948751,0.27105728,0.00000000,0.03067174,0.79386976,2.75709696,3.32229213,0.07333120,1.82944309
-4.96748374,6.02743003,0.27800414,0.00000000,0.03366750,0.82649821,2.83350326,3.27388221,0.07674194,1.91488563
-4.96148074,6.11608730,0.28565655,0.00000000,0.03684283,0.86041785,2.91410113,3.23107595,0.08031410,2.00333978
-4.95547774,6.21345800,0.29385897,0.00000000,0.04015682,0.89502113,2.99752613,3.19403839,0.08398109,2.09340269
-4.94947474,6.31691326,0.30243002,0.00000000,0.04356438,0.92962297,3.08213386,3.16257352,0.08766943,2.18348401
-4.94347174,6.42326395,0.31116573,0.00000000,0.04701677,0.96347758,3.16604240,3.13613612,0.09130036,2.27184347
-4.93746873,6.52885772,0.31984406,0.00000000,0.05046221,0.99579895,3.24718857,3.11386064,0.09479176,2.35663758
-4.93146573,6.62970223,0.32823034,0.00000000,0.05384676,1.02578428,3.32339618,3.09460602,0.09806035,2.43597381
