energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.72386193,0.55034388,0.00350729,0.02300882,0.14151971,0.05997869,0.01530992,0.27588860,0.14126398,0.05352294
-5.71785893,0.54860970,0.00398528,0.02368780,0.14545902,0.06056517,0.01471773,0.27504796,0.14595972,0.05215749
-5.71185593,0.54741678,0.00449589,0.02445980,0.15001838,0.06130075,0.01408333,0.27448619,0.15130109,0.05075805
-5.70585293,0.54700773,0.00503552,0.02532995,0.15524938,0.06219410,0.01341978,0.27433291,0.15729958,0.04935782
-5.69984992,0.54759208,0.00559944,0.02630147,0.16119447,0.06324918,0.01273971,0.27470164,0.16395308,0.04798847
-5.69384692,0.54933484,0.00618181,0.02737523,0.16788398,0.06446415,0.01205495,0.27568403,0.17124351,0.04667889
-5.68784392,0.55234750,0.00677577,0.02854946,0.17533383,0.06583061,0.01137616,0.27734531,0.17913528,0.04545410
-5.68184092,0.55668213,0.00737351,0.02981954,0.18354394,0.06733312,0.01071262,0.27972119,0.18757465,0.04433446
-5.67583792,0.56232856,0.00796641,0.03117801,0.19249734,0.06894922,0.01007201,0.28281638,0.19648994,0.04333508
-5.66983492,0.56921498,0.00854527,0.03261467,0.20216015,0.07064983,0.00946036,0.28660466,0.20579275,0.04246562
-5.66383192,0.57721163,0.00910048,0.03411682,0.21248213,0.07239997,0.00888197,0.29103058,0.21537998,0.04173029
-5.65782891,0.58613735,0.00962233,0.03566965,0.22339792,0.07415988,0.00833952,0.29601254,0.22513664,0.04112819
-5.65182591,0.59576863,0.01010126,0.03725671,0.23482882,0.07588640,0.00783413,0.30144703,0.23493932,0.04065380
-5.64582291,0.60585043,0.01052820,0.03886048,0.24668493,0.07753456,0.00736557,0.30721389,0.24466004,0.04029774
-5.63981991,0.61610838,0.01089479,0.04046293,0.25886754,0.07905929,0.00693250,0.31318218,0.25417033,0.04004763
-5.63381691,0.62626157,0.01119376,0.04204615,0.27127172,0.08041713,0.00653265,0.31921638,0.26334549,0.03988908
-5.62781391,0.63603524,0.01141910,0.04359295,0.28378889,0.08156794,0.00616312,0.32518260,0.27206855,0.03980667
-5.62181091,0.64517299,0.01156632,0.04508743,0.29630936,0.08247642,0.00582063,0.33095461,0.28023399,0.03978501
-5.61580790,0.65344772,0.01163265,0.04651550,0.30872479,0.08311344,0.00550176,0.33641933,0.28775104,0.03980963
-5.60980490,0.66067121,0.01161708,0.04786530,0.32093043,0.08345708,0.00520319,0.34148164,0.29454638,0.03986792
-5.60380190,0.66670168,0.01152048,0.04912763,0.33282733,0.08349339,0.00492185,0.34606834,0.30056617,0.03994984
-5.59779890,0.67144944,0.01134558,0.05029618,0.34432431,0.08321680,0.00465512,0.35013130,0.30577753,0.04004857
-5.59179590,0.67488053,0.01109684,0.05136779,0.35533988,0.08263021,0.00440093,0.35364948,0.31016933,0.04016097
-5.58579290,0.67701811,0.01078038,0.05234255,0.36580410,0.08174474,0.00415781,0.35663023,0.31375229,0.04028789
-5.57978989,0.67794218,0.01040376,0.05322389,0.37566032,0.08057923,0.00392495,0.35910945,0.31655867,0.04043433
-5.57378689,0.67778729,0.00997575,0.05401857,0.38486691,0.07915946,0.00370219,0.36115112,0.31864136,0.04060946
-5.56778389,0.67673884,0.00950603,0.05473657,0.39339882,0.07751718,0.00348996,0.36284582,0.32007254,0.04082643
-5.56178089,0.67502789,0.00900494,0.05539099,0.40124903,0.07568903,0.00328925,0.36430870,0.32094202,0.04110212
-5.55577789,0.67292482,0.00848315,0.05599781,0.40842968,0.07371531,0.00310146,0.36567664,0.32135521,0.04145669
-5.54977489,0.67073189,0.00795136,0.05657560,0.41497285,0.07163875,0.00292838,0.36710483,0.32143071,0.04191300
-5.54377189,0.66877490,0.00742001,0.05714512,0.42093068,0.06950327,0.00277197,0.36876265,0.32129770,0.04249591
-5.53776888,0.66739399,0.00689900,0.05772890,0.42637487,0.06735281,0.00263435,0.37082898,0.32109285,0.04323151
-5.53176588,0.66693369,0.00639745,0.05835057,0.43139523,0.06523013,0.00251759,0.37348689,0.32095703,0.04414612
-5.52576288,0.66773228,0.00592353,0.05903423,0.43609729,0.06317580,0.00242363,0.37691771,0.32103156,0.04526532
-5.51975988,0.67011062,0.00548425,0.05980362,0.44059879,0.06122725,0.00235419,0.38129465,0.32145411,0.04661282
-5.51375688,0.67436049,0.00508538,0.06068121,0.44502514,0.05941790,0.00231063,0.38677592,0.32235436,0.04820925
-5.50775388,0.68073286,0.00473133,0.06168723,0.44950382,0.05777640,0.00229391,0.39349754,0.32384925,0.05007102
-5.50175088,0.68942609,0.00442516,0.06283857,0.45415799,0.05632604,0.00230451,0.40156620,0.32603825,0.05220908
-5.49574787,0.70057477,0.00416857,0.06414779,0.45909937,0.05508424,0.00234235,0.41105208,0.32899845,0.05462782
-5.48974487,0.71423937,0.00396192,0.06562200,0.46442097,0.05406208,0.00240681,0.42198235,0.33278001,0.05732404
-5.48374187,0.73039746,0.00380430,0.06726199,0.47018983,0.05326414,0.00249668,0.43433537,0.33740189,0.06028612
-5.47773887,0.74893686,0.00369365,0.06906137,0.47644028,0.05268826,0.00261020,0.44803614,0.34284841,0.06349342
-5.47173587,0.76965142,0.00362686,0.07100600,0.48316821,0.05232566,0.00274505,0.46295336,0.34906657,0.06691599
-5.46573287,0.79223992,0.00359992,0.07307365,0.49032675,0.05216108,0.00289844,0.47889837,0.35596478,0.07051462
-5.45972986,0.81630843,0.00360803,0.07523399,0.49782367,0.05217314,0.00306716,0.49562630,0.36341280,0.07424126
-5.45372686,0.84137668,0.00364582,0.07744893,0.50552103,0.05233488,0.00324769,0.51283973,0.37124336,0.07803993
-5.44772386,0.86688825,0.00370744,0.07967326,0.51323694,0.05261453,0.00343629,0.53019472,0.37925542,0.08184804
-5.44172086,0.89222481,0.00378682,0.08185582,0.52074985,0.05297636,0.00362919,0.54730946,0.38721905,0.08559808
-5.43571786,0.91672397,0.00387773,0.08394082,0.52780509,0.05338179,0.00382265,0.56377512,0.39488196,0.08921983
-5.42971486,0.93970032,0.00397405,0.08586959,0.53412347,0.05379058,0.00401324,0.57916878,0.40197731,0.09264275
-5.42371186,0.96046891,0.00406983,0.08758256,0.53941178,0.05416218,0.00419790,0.59306784,0.40823271,0.09579877
-5.41770885,0.97837029,0.00415950,0.08902135,0.54337438,0.05445703,0.00437421,0.60506551,0.41337990,0.09862520
-5.41170585,0.99279611,0.00423798,0.09013097,0.54572573,0.05463804,0.00454053,0.61478654,0.41716473,0.10106764
-5.40570285,1.00321417,0.00430080,0.09086197,0.54620296,0.05467187,0.00469619,0.62190272,0.41935711,0.10308287
-5.39969985,1.00919177,0.00434417,0.09117245,0.54457792,0.05453021,0.00484164,0.62614732,0.41976024,0.10464161
-5.39369685,1.01041631,0.00436511,0.09102990,0.54066820,0.05419086,0.00497862,0.62732774,0.41821883,0.10573083
-5.38769385,1.00671216,0.00436142,0.09041259,0.53434647,0.05363867,0.00511028,0.62533590,0.41462591,0.10635579
-5.38169085,0.99805295,0.00433179,0.08931072,0.52554765,0.05286614,0.00524127,0.62015585,0.40892783,0.10654140
-5.37568784,0.98456878,0.00427572,0.08772707,0.51427370,0.05187387,0.00537777,0.61186810,0.40112725,0.10633312
-5.36968484,0.96654792,0.00419357,0.08567713,0.50059573,0.05067064,0.00552757,0.60065061,0.39128408,0.10579712
-5.36368184,0.94443289,0.00408643,0.08318891,0.48465340,0.04927324,0.00569994,0.58677632,0.37951421,0.10501975
-5.35767884,0.91881115,0.00395613,0.08030215,0.46665178,0.04770602,0.00590561,0.57060735,0.36598622,0.10410628
-5.35167584,0.89040079,0.00380509,0.07706725,0.44685573,0.04600016,0.00615660,0.55258606,0.35091629,0.10317905
-5.34567284,0.86003172,0.00363626,0.07354384,0.42558238,0.04419273,0.00646600,0.53322349,0.33456157,0.10237482
-5.33966983,0.82862333,0.00345296,0.06979905,0.40319198,0.04232560,0.00684772,0.51308556,0.31721229,0.10184160
-5.33366683,0.79715925,0.00325885,0.06590568,0.38007759,0.04044415,0.00731612,0.49277755,0.29918314,0.10173497
-5.32766383,0.76666035,0.00305770,0.06194022,0.35665426,0.03859595,0.00788568,0.47292761,0.28080424,0.10221387
-5.32166083,0.73815688,0.00285339,0.05798097,0.33334808,0.03682935,0.00857048,0.45416976,0.26241213,0.10343617
-5.31565783,0.71266062,0.00264973,0.05410607,0.31058556,0.03519212,0.00938379,0.43712695,0.24434105,0.10555391
-5.30965483,0.69113784,0.00245040,0.05039189,0.28878376,0.03373017,0.01033748,0.42239474,0.22691498,0.10870848
-5.30365183,0.67448392,0.00225885,0.04691137,0.26834138,0.03248624,0.01144149,0.41052605,0.21044052,0.11302581
-5.29764882,0.66350014,0.00207827,0.04373277,0.24963113,0.03149888,0.01270332,0.40201726,0.19520087,0.11861170
-5.29164582,0.65887318,0.00191151,0.04091855,0.23299329,0.03080140,0.01412743,0.39729606,0.18145093,0.12554739
-5.28564282,0.66115755,0.00176106,0.03852445,0.21873062,0.03042111,0.01571475,0.39671105,0.16941352,0.13388565
-5.27963982,0.67076147,0.00162902,0.03659885,0.20710444,0.03037864,0.01746228,0.40052352,0.15927678,0.14364729
-5.27363682,0.68793601,0.00151712,0.03518224,0.19833172,0.03068751,0.01936268,0.40890114,0.15119247,0.15481844
-5.26763382,0.71276789,0.00142670,0.03430686,0.19258311,0.03135375,0.02140404,0.42191377,0.14527511,0.16734859
-5.26163082,0.74517573,0.00135877,0.03399643,0.18998152,0.03237583,0.02356973,0.43953141,0.14160186,0.18114960
-5.25562781,0.78490988,0.00131396,0.03426592,0.19060121,0.03374464,0.02583850,0.46162412,0.14021284,0.19609570
-5.24962481,0.83155576,0.00129265,0.03512146,0.19446723,0.03544372,0.02818460,0.48796390,0.14111194,0.21202455
-5.24362181,0.88454064,0.00129494,0.03656011,0.20155492,0.03744956,0.03057819,0.51822860,0.14426772,0.22873953
-5.23761881,0.94314376,0.00132073,0.03856981,0.21178973,0.03973212,0.03298586,0.55200766,0.14961475,0.24601310
-5.23161581,1.00650984,0.00136976,0.04112921,0.22504705,0.04225548,0.03537140,0.58880972,0.15705486,0.26359125
-5.22561281,1.07366566,0.00144168,0.04420768,0.24115242,0.04497861,0.03769664,0.62807197,0.16645886,0.28119909
-5.21960980,1.14353968,0.00153611,0.04776527,0.25988211,0.04785627,0.03992245,0.66917127,0.17766826,0.29854722
-5.21360680,1.21498436,0.00165272,0.05175283,0.28096425,0.05084012,0.04200988,0.71143670,0.19049754,0.31533891
-5.20760380,1.28680094,0.00179131,0.05611232,0.30408094,0.05387982,0.04392135,0.75416372,0.20473677,0.33127779
-5.20160080,1.35776621,0.00195189,0.06077728,0.32887127,0.05692429,0.04562179,0.79662937,0.22015482,0.34607582
-5.19559780,1.42666082,0.00213483,0.06567351,0.35493566,0.05992308,0.04707988,0.83810859,0.23650329,0.35946126
-5.18959480,1.49229846,0.00234092,0.07072010,0.38184164,0.06282772,0.04826909,0.87789109,0.25352114,0.37118638
-5.18359180,1.55355524,0.00257151,0.07583071,0.40913107,0.06559311,0.04916867,0.91529850,0.27094006,0.38103465
-5.17758879,1.60939854,0.00282868,0.08091511,0.43632888,0.06817889,0.04976445,0.94970141,0.28849069,0.38882703
-5.17158579,1.65891439,0.00311530,0.08588101,0.46295313,0.07055075,0.05004942,0.98053573,0.30590931,0.39442729
-5.16558279,1.70133261,0.00343522,0.09063619,0.48852629,0.07268164,0.05002411,1.00731792,0.32294516,0.39774597
-5.15957979,1.73604877,0.00379334,0.09509068,0.51258730,0.07455278,0.04969666,1.02965856,0.33936795,0.39874302
-5.15357679,1.76264223,0.00419575,0.09915914,0.53470401,0.07615453,0.04908271,1.04727375,0.35497523,0.39742885
-5.14757379,1.78088941,0.00464980,0.10276319,0.55448560,0.07748701,0.04820492,1.05999388,0.36959958,0.39386388
-5.14157079,1.79077172,0.00516413,0.10583367,0.57159426,0.07856038,0.04709238,1.06776934,0.38311491,0.38815655
-5.13556778,1.79247771,0.00574869,0.10831268,0.58575573,0.07939494,0.04577967,1.07067289,0.39544172,0.38045991
-5.12956478,1.78639914,0.00641468,0.11015538,0.59676815,0.08002082,0.04430582,1.06889837,0.40655099,0.37096697
-5.12356178,1.77312083,0.00717445,0.11133128,0.60450854,0.08047735,0.04271311,1.06275582,0.41646633,0.35990497
-5.11755878,1.75340465,0.00804138,0.11182518,0.60893685,0.08081215,0.04104576,1.05266295,0.42526417,0.34752878
-5.11155578,1.72816787,0.00902961,0.11163753,0.61009691,0.08107995,0.03934857,1.03913311,0.43307193,0.33411376
-5.10555278,1.69845670,0.01015379,0.11078427,0.60811452,0.08134106,0.03766558,1.02276035,0.44006417,0.31994835
-5.09954977,1.66541573,0.01142875,0.10929604,0.60319242,0.08165969,0.03603880,1.00420178,0.44645661,0.30532655
-5.09354677,1.63025451,0.01286916,0.10721699,0.59560244,0.08210213,0.03450694,0.98415801,0.45249851,0.29054074
-5.08754377,1.59421232,0.01448904,0.10460300,0.58567516,0.08273481,0.03310442,0.96335233,0.45846347,0.27587492
-5.08154077,1.55852247,0.01630145,0.10151958,0.57378745,0.08362236,0.03186045,0.94250946,0.46463921,0.26159861
-5.07553777,1.52437753,0.01831797,0.09803947,0.56034860,0.08482573,0.03079828,0.92233459,0.47131664,0.24796161
-5.06953477,1.49289669,0.02054838,0.09424001,0.54578550,0.08640048,0.02993476,0.90349359,0.47877894,0.23518976
-5.06353177,1.46509640,0.02300021,0.09020050,0.53052772,0.08839521,0.02928005,0.88659498,0.48729093,0.22348156
-5.05752876,1.44186541,0.02567849,0.08599962,0.51499300,0.09085031,0.02883753,0.87217457,0.49708935,0.21300603
-5.05152576,1.42394501,0.02858545,0.08171299,0.49957394,0.09379696,0.02860399,0.86068300,0.50837452,0.20390133
-5.04552276,1.41191477,0.03172036,0.07741103,0.48462623,0.09725652,0.02856997,0.85247666,0.52130354,0.19627452
-5.03951976,1.40618442,0.03507940,0.07315713,0.47045913,0.10124019,0.02872032,0.84781221,0.53598551,0.19020191
-5.03351676,1.40699138,0.03865566,0.06900629,0.45732817,0.10574899,0.02903486,0.84684460,0.55247869,0.18573025
-5.02751376,1.41440392,0.04243915,0.06500416,0.44543058,0.11077407,0.02948923,0.84962849,0.57078970,0.18287833
-5.02151076,1.42832915,0.04641689,0.06118651,0.43490320,0.11629718,0.03005578,0.85612263,0.59087452,0.18163891
-5.01550775,1.44852508,0.05057307,0.05757923,0.42582291,0.12229140,0.03070459,0.86619681,0.61264125,0.18198094
-5.00950475,1.47461577,0.05488917,0.05419862,0.41820930,0.12872186,0.03140444,0.87964074,0.63595402,0.18385167
-5.00350175,1.50610846,0.05934413,0.05105209,0.41202923,0.13554661,0.03212382,0.89617421,0.66063790,0.18717877
-4.99749875,1.54241167,0.06391446,0.04813915,0.40720287,0.14271734,0.03283188,0.91545798,0.68648425,0.19187226
-4.99149575,1.58285325,0.06857437,0.04545253,0.40361090,0.15018012,0.03349929,0.93710469,0.71325624,0.19782611
-4.98549275,1.62669757,0.07329581,0.04297954,0.40110221,0.15787588,0.03409908,0.96068930,0.74069406,0.20491971
-4.97948974,1.67316115,0.07804846,0.04070339,0.39950190,0.16574087,0.03460721,0.98575875,0.76851969,0.21301900
-4.97348674,1.72142638,0.08279972,0.03860449,0.39861906,0.17370691,0.03500316,1.01184041,0.79644089,0.22197743
-4.96748374,1.77065319,0.08751468,0.03666178,0.39825406,0.18170151,0.03527028,1.03844939,0.82415455,0.23163689
-4.96148074,1.81998880,0.09215605,0.03485381,0.39820515,0.18964795,0.03539596,1.06509462,0.85134934,0.24182860
-4.95547774,1.86857589,0.09668418,0.03315970,0.39827418,0.19746541,0.03537177,1.09128403,0.87770784,0.25237415
-4.94947474,1.91555977,0.10105708,0.03155996,0.39827142,0.20506912,0.03519334,1.11652896,0.90290843,0.26308685
-4.94347174,1.96009518,0.10523067,0.03003709,0.39801946,0.21237071,0.03486017,1.14034837,0.92662729,0.27377346
-4.93746873,2.00135350,0.10915905,0.02857594,0.39735620,0.21927886,0.03437531,1.16227307,0.94854077,0.28423639
-4.93146573,2.03853088,0.11279504,0.02716399,0.39613722,0.22570025,0.03374502,1.18185047,0.96832854,0.29427648
-4.92546273,2.07085813,0.11609085,0.02579141,0.39423745,0.23154088,0.03297824,1.19865020,0.98567776,0.30369629
-4.91945973,2.09761238,0.11899904,0.02445102,0.39155244,0.23670787,0.03208617,1.21227061,1.00028841,0.31230402
-4.91345673,2.11813098,0.12147358,0.02313810,0.38799930,0.24111155,0.03108175,1.22234655,1.01187993,0.31991778
-4.90745373,2.13182721,0.12347113,0.02185022,0.38351740,0.24466803,0.02997918,1.22855801,1.02019904,0.32637029
-4.90145073,2.13820751,0.12495246,0.02058691,0.37806895,0.24730191,0.02879342,1.23063970,1.02502852,0.33151360
-4.89544772,2.13688955,0.12588392,0.01934936,0.37163946,0.24894927,0.02753984,1.22839086,1.02619665,0.33522392
-4.88944472,2.12762007,0.12623889,0.01814013,0.36423809,0.24956051,0.02623382,1.22168511,1.02358675,0.33740600
-4.88344172,2.11029155,0.12599918,0.01696284,0.35589780,0.24910322,0.02489047,1.21047948,1.01714639,0.33799707
-4.87743872,2.08495644,0.12515624,0.01582190,0.34667530,0.24756458,0.02352436,1.19482200,1.00689544,0.33697005
-4.87143572,2.05183782,0.12371220,0.01472222,0.33665066,0.24495333,0.02214939,1.17485738,0.99293261,0.33433568
-4.86543272,2.01133534,0.12168048,0.01366903,0.32592644,0.24130112,0.02077862,1.15082990,0.97543960,0.33014359
-4.85942971,1.96402575,0.11908615,0.01266768,0.31462636,0.23666304,0.01942425,1.12308325,0.95468267,0.32448213
-4.85342671,1.91065710,0.11596582,0.01172347,0.30289338,0.23111739,0.01809756,1.09205681,0.93101094,0.31747679
-4.84742371,1.85213655,0.11236709,0.01084154,0.29088705,0.22476443,0.01680891,1.05827831,0.90485147,0.30928735
-4.84142071,1.78951168,0.10834767,0.01002674,0.27878037,0.21772440,0.01556777,1.02235284,0.87670094,0.30010376
-4.83541771,1.72394579,0.10397397,0.00928357,0.26675590,0.21013453,0.01438277,0.98494842,0.84711408,0.29014091
-4.82941471,1.65668783,0.09931950,0.00861609,0.25500147,0.20214546,0.01326172,0.94677866,0.81668926,0.27963242
-4.82341171,1.58903820,0.09446288,0.00802790,0.24370537,0.19391697,0.01221171,0.90858298,0.78605173,0.26882376
-4.81740870,1.52231153,0.08948569,0.00752205,0.23305142,0.18561333,0.01123910,0.87110534,0.75583510,0.25796494
-4.81140570,1.45779812,0.08447028,0.00710108,0.22321389,0.17739837,0.01034961,0.83507207,0.72666191,0.24730303
-4.80540270,1.39672554,0.07949749,0.00676696,0.21435254,0.16943059,0.00954833,0.80117001,0.69912408,0.23707485
-4.79939970,1.34022208,0.07464454,0.00652111,0.20660807,0.16185842,0.00883977,0.77002567,0.67376404,0.22750012
-4.79339670,1.28928347,0.06998304,0.00636440,0.20009804,0.15481586,0.00822785,0.74218636,0.65105749,0.21877524
-4.78739370,1.24474441,0.06557732,0.00629716,0.19491353,0.14841873,0.00771597,0.71810415,0.63139843,0.21106807
-4.78139070,1.20725591,0.06148304,0.00631928,0.19111664,0.14276158,0.00730697,0.69812321,0.61508719,0.20451379
-4.77538769,1.17726944,0.05774613,0.00643017,0.18873897,0.13791549,0.00700317,0.68247111,0.60232185,0.19921200
-4.76938469,1.15502838,0.05440224,0.00662889,0.18778116,0.13392670,0.00680633,0.67125441,0.59319362,0.19522506
-4.76338169,1.14056690,0.05147640,0.00691418,0.18821346,0.13081623,0.00671767,0.66445853,0.58768606,0.19257787
-4.75737869,1.13371637,0.04898323,0.00728453,0.18997733,0.12858039,0.00673785,0.66195207,0.58567834,0.19125877
-4.75137569,1.13411855,0.04692737,0.00773828,0.19298804,0.12719218,0.00686691,0.66349505,0.58695223,0.19122175
-4.74537269,1.14124504,0.04530429,0.00827364,0.19713804,0.12660336,0.00710427,0.66875074,0.59120250,0.19238955
-4.73936968,1.15442183,0.04410127,0.00888878,0.20230103,0.12674735,0.00744868,0.67730052,0.59805017,0.19465777
-4.73336668,1.17285779,0.04329867,0.00958181,0.20833646,0.12754244,0.00789817,0.68866098,0.60705796,0.19789945
-4.72736368,1.19567585,0.04287117,0.01035088,0.21509437,0.12889554,0.00844999,0.70230248,0.61774736,0.20197025
-4.72136068,1.22194529,0.04278925,0.01119405,0.22242017,0.13070593,0.00910058,0.71766837,0.62961632,0.20671372
-4.71535768,1.25071393,0.04302050,0.01210935,0.23015926,0.13286918,0.00984551,0.73419401,0.64215702,0.21196661
-4.70935468,1.28103881,0.04353095,0.01309461,0.23816132,0.13528088,0.01067942,0.75132477,0.65487280,0.21756395
-4.70335168,1.31201421,0.04428628,0.01414739,0.24628395,0.13784002,0.01159600,0.76853235,0.66729365,0.22334379
-4.69734867,1.34279602,0.04525288,0.01526482,0.25439561,0.14045210,0.01258800,0.78532886,0.67898971,0.22915135
-4.69134567,1.37262162,0.04639874,0.01644344,0.26237781,0.14303163,0.01364719,0.80127803,0.68958218,0.23484260
-4.68534267,1.40082491,0.04769409,0.01767902,0.27012641,0.14550411,0.01476442,0.81600355,0.69875151,0.24028709
-4.67933967,1.42684612,0.04911193,0.01896634,0.27755203,0.14780742,0.01592967,0.82919409,0.70624252,0.24537007
-4.67333667,1.45023643,0.05062828,0.02029905,0.28457973,0.14989252,0.01713211,0.84060531,0.71186657,0.24999388
-4.66733367,1.47065773,0.05222222,0.02166949,0.29114793,0.15172365,0.01836027,0.85005882,0.71550088,0.25407863
-4.66133067,1.48787792,0.05387585,0.02306855,0.29720686,0.15327784,0.01960209,0.85743869,0.71708519,0.25756232
-4.65532766,1.50176254,0.05557397,0.02448565,0.30271651,0.15454401,0.02084518,0.86268565,0.71661624,0.26040031
-4.64932466,1.51226335,0.05730372,0.02590867,0.30764451,0.15552165,0.02207690,0.86578979,0.71414053,0.26256442
-4.64332166,1.51940483,0.05905403,0.02732407,0.31196386,0.15621906,0.02328463,0.86678210,0.70974573,0.26404167
