energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.84992496,4.52905330,0.04222020,0.62334660,0.89506765,0.41203353,2.10087333,0.00000000,1.34288686,0.85380916
-5.84392196,4.54220531,0.04224461,0.62262131,0.88881871,0.41857027,2.10599722,0.00000000,1.35081077,0.85783539
-5.83791896,4.55725395,0.04229478,0.62243193,0.88295874,0.42570347,2.11144621,0.00000000,1.35872431,0.86245519
-5.83191596,4.57343508,0.04237516,0.62271886,0.87732469,0.43329877,2.11682581,0.00000000,1.36635284,0.86756926
-5.82591296,4.58988101,0.04248767,0.62339249,0.87173843,0.44121526,2.12171852,0.00000000,1.37340455,0.87303164
-5.81990995,4.60565129,0.04263159,0.62433544,0.86601524,0.44930965,2.12570085,0.00000000,1.37958128,0.87865327
-5.81390695,4.61976930,0.04280359,0.62540632,0.85997302,0.45744073,2.12836177,0.00000000,1.38459057,0.88420806
-5.80790395,4.63126303,0.04299790,0.62644505,0.85344181,0.46547397,2.12932171,0.00000000,1.38815853,0.88944126
-5.80190095,4.63920871,0.04320664,0.62727942,0.84627320,0.47328610,2.12825141,0.00000000,1.39004291,0.89407979
-5.79589795,4.64277519,0.04342024,0.62773283,0.83834926,0.48076954,2.12488972,0.00000000,1.39004588,0.89784402
-5.78989495,4.64126705,0.04362798,0.62763259,0.82959051,0.48783652,2.11905943,0.00000000,1.38802594,0.90046060
-5.78389195,4.63416434,0.04381859,0.62681855,0.81996258,0.49442264,2.11068036,0.00000000,1.38390820,0.90167559
-5.77788894,4.62115666,0.04398088,0.62515164,0.80948113,0.50048982,2.09977893,0.00000000,1.37769266,0.90126725
-5.77188594,4.60216988,0.04410440,0.62252169,0.79821485,0.50602840,2.08649362,0.00000000,1.36945994,0.89905783
-5.76588294,4.57738377,0.04417994,0.61885435,0.78628625,0.51105837,2.07107602,0.00000000,1.35937399,0.89492381
-5.75987994,4.54723946,0.04420015,0.61411651,0.77387012,0.51562944,2.05388703,0.00000000,1.34768171,0.88880384
-5.75387694,4.51243592,0.04415986,0.60832008,0.76118985,0.51982017,2.03538852,0.00000000,1.33470918,0.88070428
-5.74787394,4.47391539,0.04405640,0.60152382,0.74851143,0.52373592,2.01613052,0.00000000,1.32085470,0.87070169
-5.74187094,4.43283813,0.04388975,0.59383312,0.73613565,0.52750571,1.99673443,0.00000000,1.30657885,0.85894240
-5.73586793,4.39054736,0.04366250,0.58539773,0.72438855,0.53127817,1.97787296,0.00000000,1.29239175,0.84563905
-5.72986493,4.34852580,0.04337973,0.57640758,0.71361067,0.53521656,1.96024754,0.00000000,1.27883816,0.83106428
-5.72386193,4.30834552,0.04304871,0.56708672,0.70414547,0.53949301,1.94456418,0.00000000,1.26648098,0.81554195
-5.71785893,4.27161320,0.04267856,0.55768589,0.69632731,0.54428228,1.93150855,0.00000000,1.25588361,0.79943617
-5.71185593,4.23991297,0.04227970,0.54847388,0.69046962,0.54975515,1.92172155,0.00000000,1.24759203,0.78313886
-5.70585293,4.21474911,0.04186339,0.53972813,0.68685355,0.55607157,1.91577596,0.00000000,1.24211719,0.76705622
-5.69984992,4.19749089,0.04144113,0.53172499,0.68571754,0.56337406,1.91415525,0.00000000,1.23991826,0.75159487
-5.69384692,4.18932145,0.04102415,0.52473007,0.68724836,0.57178124,1.91723512,0.00000000,1.24138747,0.73714811
-5.68784392,4.19119275,0.04062285,0.51898901,0.69157355,0.58138200,1.92526842,0.00000000,1.24683681,0.72408296
-5.68184092,4.20378793,0.04024639,0.51471909,0.69875586,0.59223030,1.93837385,0.00000000,1.25648720,0.71272844
-5.67583792,4.22749226,0.03990231,0.51210192,0.70878959,0.60434095,1.95652869,0.00000000,1.27046019,0.70336544
-5.66983492,4.26237364,0.03959625,0.51127750,0.72159894,0.61768639,1.97956565,0.00000000,1.28877254,0.69621850
-5.66383192,4.30817278,0.03933178,0.51233977,0.73703845,0.63219467,2.00717397,0.00000000,1.31133362,0.69144983
-5.65782891,4.36430350,0.03911034,0.51533373,0.75489536,0.64774874,2.03890434,0.00000000,1.33794558,0.68915547
-5.65182591,4.42986254,0.03893129,0.52025424,0.77489382,0.66418711,2.07417775,0.00000000,1.36830637,0.68936371
-5.64582291,4.50364878,0.03879201,0.52704630,0.79670078,0.68130582,2.11229761,0.00000000,1.40201517,0.69203572
-5.63981991,4.58419081,0.03868811,0.53560694,0.81993335,0.69886189,2.15246511,0.00000000,1.43858023,0.69706818
-5.63381691,4.66978213,0.03861366,0.54578833,0.84416749,0.71657802,2.19379710,0.00000000,1.47742878,0.70429770
-5.62781391,4.75852292,0.03856153,0.55740221,0.86894764,0.73414857,2.23534632,0.00000000,1.51791875,0.71350693
-5.62181091,4.84836720,0.03852365,0.57022522,0.89379721,0.75124666,2.27612330,0.00000000,1.55935212,0.72443186
-5.61580790,4.93717416,0.03849136,0.58400508,0.91822972,0.76753215,2.31511969,0.00000000,1.60098951,0.73677034
-5.60980490,5.02276242,0.03845570,0.59846735,0.94176012,0.78266044,2.35133232,0.00000000,1.64206582,0.75019124
-5.60380190,5.10296580,0.03840769,0.61332270,0.96391631,0.79629172,2.38378762,0.00000000,1.68180663,0.76434426
-5.59779890,5.17568936,0.03833858,0.62827422,0.98425050,0.80810043,2.41156580,0.00000000,1.71944511,0.77886989
-5.59179590,5.23896421,0.03824007,0.64302494,1.00235014,0.81778472,2.43382434,0.00000000,1.75423904,0.79340947
-5.58579290,5.29099978,0.03810449,0.65728510,1.01784824,0.82507547,2.44982002,0.00000000,1.78548773,0.80761495
-5.57978989,5.33023200,0.03792494,0.67077913,1.03043279,0.82974470,2.45892919,0.00000000,1.81254839,0.82115818
-5.57378689,5.35536629,0.03769542,0.68325218,1.03985504,0.83161299,2.46066538,0.00000000,1.83485164,0.83373954
-5.56778389,5.36541369,0.03741092,0.69447598,1.04593639,0.83055565,2.45469395,0.00000000,1.85191568,0.84509551
-5.56178089,5.35971928,0.03706745,0.70425394,1.04857367,0.82650742,2.44084310,0.00000000,1.86335867,0.85500520
-5.55577789,5.33798157,0.03666215,0.71242532,1.04774259,0.81946553,2.41911080,0.00000000,1.86890906,0.86329546
-5.54977489,5.30026225,0.03619332,0.71886833,1.04349923,0.80949084,2.38966731,0.00000000,1.86841320,0.86984438
-5.54377189,5.24698553,0.03566040,0.72350209,1.03597935,0.79670719,2.35285298,0.00000000,1.86184008,0.87458320
-5.53776888,5.17892697,0.03506406,0.72628737,1.02539554,0.78129877,2.30917138,0.00000000,1.84928275,0.87749635
-5.53176588,5.09719176,0.03440620,0.72722602,1.01203222,0.76350571,2.25927753,0.00000000,1.83095640,0.87861963
-5.52576288,5.00318318,0.03368991,0.72635916,0.99623845,0.74361794,2.20396190,0.00000000,1.80719272,0.87803663
-5.51975988,4.89856176,0.03291951,0.72376408,0.97841886,0.72196758,2.14413013,0.00000000,1.77843102,0.87587335
-5.51375688,4.78519691,0.03210049,0.71955012,0.95902283,0.69892011,2.08077955,0.00000000,1.74520588,0.87229133
-5.50775388,4.66511214,0.03123949,0.71385339,0.93853235,0.67486464,2.01497289,0.00000000,1.70813202,0.86747946
-5.50175088,4.54042630,0.03034419,0.70683090,0.91744877,0.65020367,1.94781027,0.00000000,1.66788678,0.86164483
-5.49574787,4.41329264,0.02942323,0.69865403,0.89627914,0.62534268,1.88040040,0.00000000,1.62519080,0.85500304
-5.48974487,4.28583816,0.02848612,0.68950181,0.87552238,0.60067996,1.81383208,0.00000000,1.58078776,0.84776842
-5.48374187,4.16010556,0.02754303,0.67955420,0.85565588,0.57659702,1.74914685,0.00000000,1.53542383,0.84014450
-5.47773887,4.03799987,0.02660465,0.66898576,0.83712302,0.55344993,1.68731402,0.00000000,1.48982781,0.83231541
-5.47173587,3.92124191,0.02568203,0.65795998,0.82032200,0.53156192,1.62920871,0.00000000,1.44469263,0.82443839
-5.46573287,3.81133007,0.02478634,0.64662440,0.80559638,0.51121729,1.57559374,0.00000000,1.40065901,0.81663800
-5.45972986,3.70951174,0.02392869,0.63510701,0.79322765,0.49265708,1.52710588,0.00000000,1.35830181,0.80900209
-5.45372686,3.61676519,0.02311995,0.62351371,0.78342999,0.47607623,1.48424673,0.00000000,1.31811963,0.80157995
-5.44772386,3.53379195,0.02237050,0.61192727,0.77634731,0.46162250,1.44737836,0.00000000,1.28052784,0.79438249
-5.44172086,3.46101964,0.02169011,0.60040751,0.77205272,0.44939687,1.41672361,0.00000000,1.24585521,0.78738452
-5.43571786,3.39861428,0.02108776,0.58899271,0.77054998,0.43945545,1.39237061,0.00000000,1.21434399,0.78052891
-5.42971486,3.34650092,0.02057152,0.57770221,0.77177712,0.43181245,1.37428109,0.00000000,1.18615318,0.77373232
-5.42371186,3.30439099,0.02014841,0.56653973,0.77561167,0.42644427,1.36230185,0.00000000,1.16136461,0.76689221
-5.41770885,3.27181469,0.01982434,0.55549746,0.78187721,0.42329412,1.35617850,0.00000000,1.13999109,0.75989459
-5.41170585,3.24815624,0.01960407,0.54456037,0.79035099,0.42227713,1.35557082,0.00000000,1.12198628,0.75262212
-5.40570285,3.23269031,0.01949114,0.53371058,0.80077214,0.42328558,1.36006889,0.00000000,1.10725539,0.74496210
-5.39969985,3.22461768,0.01948789,0.52293159,0.81285008,0.42619394,1.36920922,0.00000000,1.09566606,0.73681385
-5.39369685,3.22309872,0.01959544,0.51221197,0.82627290,0.43086366,1.38249025,0.00000000,1.08705901,0.72809520
-5.38769385,3.22728319,0.01981374,0.50154838,0.84071547,0.43714746,1.39938680,0.00000000,1.08125768,0.71874772
-5.38169085,3.23633581,0.02014156,0.49094798,0.85584690,0.44489302,1.41936288,0.00000000,1.07807680,0.70874059
-5.37568784,3.24945688,0.02057652,0.48042982,0.87133741,0.45394605,1.44188284,0.00000000,1.07732928,0.69807297
-5.36968484,3.26589786,0.02111516,0.47002561,0.88686443,0.46415275,1.46642068,0.00000000,1.07883160,0.68677483
-5.36368184,3.28497241,0.02175295,0.45977967,0.90211795,0.47536169,1.49246753,0.00000000,1.08240770,0.67490658
-5.35767884,3.30606310,0.02248430,0.44974830,0.91680519,0.48742520,1.51953754,0.00000000,1.08789135,0.66255743
-5.35167584,3.32862486,0.02330264,0.43999873,0.93065456,0.50020048,1.54717242,0.00000000,1.09512746,0.64984293
-5.34567284,3.35218583,0.02420043,0.43060785,0.94341911,0.51355033,1.57494477,0.00000000,1.10397260,0.63690194
-5.33966983,3.37634676,0.02516920,0.42166085,0.95487951,0.52734398,1.60246068,0.00000000,1.11429500,0.62389321
-5.33366683,3.40077961,0.02619964,0.41325000,0.96484656,0.54145774,1.62936177,0.00000000,1.12597451,0.61099207
-5.32766383,3.42522629,0.02728160,0.40547368,0.97316341,0.55577591,1.65532690,0.00000000,1.13890269,0.59838725
-5.32166083,3.44949796,0.02840422,0.39843575,0.97970739,0.57019180,1.68007375,0.00000000,1.15298340,0.58627814
-5.31565783,3.47347534,0.02955602,0.39224538,0.98439154,0.58460899,1.70336043,0.00000000,1.16813400,0.57487258
-5.30965483,3.49711008,0.03072501,0.38701715,0.98716575,0.59894270,1.72498706,0.00000000,1.18428710,0.56438517
-5.30365183,3.52042698,0.03189886,0.38287159,0.98801740,0.61312145,1.74479731,0.00000000,1.20139298,0.55503609
-5.29764882,3.54352683,0.03306504,0.37993576,0.98697156,0.62708866,1.76267991,0.00000000,1.21942240,0.54705031
-5.29164582,3.56658928,0.03421102,0.37834399,0.98409061,0.64080428,1.77856981,0.00000000,1.23836957,0.54065704
-5.28564282,3.58987502,0.03532449,0.37823835,0.97947307,0.65424620,1.79244893,0.00000000,1.25825489,0.53608919
-5.27963982,3.61372660,0.03639360,0.37976876,0.97325191,0.66741137,1.80434636,0.00000000,1.27912728,0.53358259
-5.27363682,3.63856712,0.03740714,0.38309253,0.96559191,0.68031646,1.81433764,0.00000000,1.30106539,0.53337485
-5.26763382,3.66489616,0.03835483,0.38837309,0.95668642,0.69299792,1.82254314,0.00000000,1.32417766,0.53570346
-5.26163082,3.69328216,0.03922750,0.39577784,0.94675333,0.70551130,1.82912531,0.00000000,1.34860066,0.54080313
-5.25562781,3.72435117,0.04001732,0.40547489,0.93603030,0.71792981,1.83428467,0.00000000,1.37449553,0.54890217
-5.24962481,3.75877134,0.04071794,0.41762883,0.92476954,0.73034203,1.83825463,0.00000000,1.40204238,0.56021777
-5.24362181,3.79723353,0.04132466,0.43239537,0.91323197,0.74284871,1.84129499,0.00000000,1.43143269,0.57495042
-5.23761881,3.84042805,0.04183450,0.44991515,0.90168111,0.75555882,1.84368436,0.00000000,1.46285964,0.59327724
-5.23161581,3.88901816,0.04224620,0.47030665,0.89037677,0.76858487,1.84571146,0.00000000,1.49650686,0.61534471
-5.22561281,3.94361116,0.04256027,0.49365871,0.87956867,0.78203763,1.84766582,0.00000000,1.53253577,0.64126081
-5.21960980,4.00472807,0.04277884,0.52002278,0.86949025,0.79602053,1.84982781,0.00000000,1.57107216,0.67108701
-5.21360680,4.07277298,0.04290556,0.54940532,0.86035273,0.81062393,1.85245864,0.00000000,1.61219260,0.70483038
-5.20760380,4.14800384,0.04294539,0.58176074,0.85233970,0.82591953,1.85579053,0.00000000,1.65591133,0.74243636
-5.20160080,4.23050576,0.04290438,0.61698526,0.84560236,0.84195517,1.86001761,0.00000000,1.70216839,0.78378240
-5.19559780,4.32016862,0.04278940,0.65491209,0.84025557,0.85875050,1.86528790,0.00000000,1.75081975,0.82867316
-5.18959480,4.41667032,0.04260785,0.69530829,0.83637483,0.87629351,1.87169689,0.00000000,1.80163002,0.87683739
-5.18359180,4.51946708,0.04236739,0.73787367,0.83399438,0.89453842,1.87928299,0.00000000,1.85426847,0.92792704
-5.17758879,4.62779173,0.04207563,0.78224186,0.83310641,0.91340502,1.88802537,0.00000000,1.90830871,0.98151881
-5.17158579,4.74066084,0.04173992,0.82798388,0.83366156,0.93277952,1.89784428,0.00000000,1.96323245,1.03711830
-5.16558279,4.85689120,0.04136707,0.87461408,0.83557068,0.95251711,1.90860410,0.00000000,2.01843737,1.09416687
-5.15957979,4.97512524,0.04096325,0.92159861,0.83870778,0.97244606,1.92011909,0.00000000,2.07324904,1.15205117
-5.15357679,5.09386530,0.04053386,0.96836602,0.84291428,0.99237326,1.93216170,0.00000000,2.12693669,1.21011519
-5.14757379,5.21151545,0.04008344,1.01431992,0.84800424,1.01209100,1.94447321,0.00000000,2.17873220,1.26767444
-5.14157079,5.32642944,0.03961574,1.05885316,0.85377058,1.03138466,1.95677627,0.00000000,2.22785172,1.32403199
-5.13556778,5.43696314,0.03913379,1.10136315,0.85999210,1.05004097,1.96878871,0.00000000,2.27351908,1.37849558
-5.12956478,5.54152899,0.03864001,1.14126770,0.86644093,1.06785634,1.98023819,0.00000000,2.31498995,1.43039554
-5.12356178,5.63865028,0.03813636,1.17802074,0.87289026,1.08464500,1.99087664,0.00000000,2.35157589,1.47910236
-5.11755878,5.72701272,0.03762461,1.21112743,0.87912210,1.10024635,2.00049409,0.00000000,2.38266704,1.52404362
-5.11155578,5.80551072,0.03710650,1.24015784,0.88493469,1.11453117,2.00893087,0.00000000,2.40775260,1.56471927
-5.10555278,5.87328628,0.03658396,1.26475876,0.89014929,1.12740653,2.01608764,0.00000000,2.42643812,1.60071466
-5.09954977,5.92975830,0.03605934,1.28466305,0.89461611,1.13881882,2.02193258,0.00000000,2.43845874,1.63171073
-5.09354677,5.97464089,0.03553555,1.29969610,0.89821916,1.14875501,2.02650526,0.00000000,2.44368791,1.65749089
-5.08754377,6.00794959,0.03501620,1.30977925,0.90087971,1.15724202,2.02991698,0.00000000,2.44214105,1.67794420
-5.08154077,6.02999496,0.03450568,1.31492973,0.90255834,1.16434411,2.03234722,0.00000000,2.43397408,1.69306471
-5.07553777,6.04136377,0.03400914,1.31525744,0.90325534,1.17015863,2.03403655,0.00000000,2.41947686,1.70294700
-5.06953477,6.04288865,0.03353248,1.31095857,0.90300960,1.17481024,2.03527603,0.00000000,2.39906180,1.70777811
-5.06353177,6.03560746,0.03308219,1.30230630,0.90189581,1.17844399,2.03639357,0.00000000,2.37324827,1.70782627
-5.05752876,6.02071430,0.03266525,1.28963921,0.90002035,1.18121762,2.03773797,0.00000000,2.34264350,1.70342694
-5.05152576,5.99950470,0.03228882,1.27334785,0.89751571,1.18329343,2.03966123,0.00000000,2.30792078,1.69496700
-5.04552276,5.97331739,0.03196008,1.25386008,0.89453399,1.18483027,2.04250004,0.00000000,2.26979607,1.68286763
-5.03951976,5.94347566,0.03168588,1.23162598,0.89123953,1.18597596,2.04655734,0.00000000,2.22900394,1.66756704
-5.03351676,5.91123107,0.03147246,1.20710290,0.88780106,1.18686052,2.05208483,0.00000000,2.18627399,1.64950363
-5.02751376,5.87771223,0.03132522,1.18074138,0.88438380,1.18759063,2.05926734,0.00000000,2.14230866,1.62910058
-5.02151076,5.84388107,0.03124837,1.15297260,0.88114168,1.18824536,2.06820986,0.00000000,2.09776338,1.60675240
-5.01550775,5.81049866,0.03124480,1.12419764,0.87821019,1.18887367,2.07892790,0.00000000,2.05322970,1.58281429
-5.00950475,5.77810195,0.03131581,1.09477922,0.87570007,1.18949340,2.09134171,0.00000000,2.00922215,1.55759436
-5.00350175,5.74699251,0.03146106,1.06503586,0.87369223,1.19009204,2.10527479,0.00000000,1.96616901,1.53134931
-4.99749875,5.71723737,0.03167851,1.03523869,0.87223398,1.19062906,2.12045667,0.00000000,1.92440717,1.50428335
-4.99149575,5.68868165,0.03196440,1.00561088,0.87133684,1.19103965,2.13653009,0.00000000,1.88418122,1.47655027
-4.98549275,5.66097203,0.03231339,0.97632925,0.87097599,1.19123964,2.15306219,0.00000000,1.84564620,1.44825836
-4.97948974,5.63358940,0.03271867,0.94752807,0.87109134,1.19113136,2.16955914,0.00000000,1.80887388,1.41947763
-4.97348674,5.60588878,0.03317223,0.91930429,0.87159012,1.19061007,2.18548374,0.00000000,1.77386180,1.39024876
-4.96748374,5.57714412,0.03366509,0.89172395,0.87235085,1.18957060,2.20027499,0.00000000,1.74054455,1.36059307
-4.96148074,5.54659555,0.03418761,0.86482929,0.87322855,1.18791398,2.21336878,0.00000000,1.70880649,1.33052281
-4.95547774,5.51349634,0.03472985,0.83864581,0.87406071,1.18555356,2.22421870,0.00000000,1.67849520,1.30005111
-4.94947474,5.47715727,0.03528188,0.81318920,0.87467391,1.18242046,2.23231603,0.00000000,1.64943494,1.26920096
-4.94347174,5.43698615,0.03583414,0.78847142,0.87489064,1.17846804,2.23720791,0.00000000,1.62143961,1.23801258
-4.93746873,5.39252057,0.03637774,0.76450584,0.87453603,1.17367529,2.23851295,0.00000000,1.59432440,1.20654901
-4.93146573,5.34345256,0.03690474,0.74131115,0.87344419,1.16804887,2.23593355,0.00000000,1.56791606,1.17489938
-4.92546273,5.28964435,0.03740838,0.71891392,0.87146386,1.16162402,2.22926453,0.00000000,1.54206110,1.14318004
-4.91945973,5.23113478,0.03788327,0.69734986,0.86846322,1.15446410,2.21839784,0.00000000,1.51663217,1.11153334
-4.91345673,5.16813674,0.03832548,0.67666370,0.86433365,1.14665907,2.20332319,0.00000000,1.49153217,1.08012444
-4.90745373,5.10102635,0.03873259,0.65690809,0.85899244,1.13832300,2.18412502,0.00000000,1.46669648,1.04913634
-4.90145073,5.03032495,0.03910368,0.63814141,0.85238440,1.12959087,2.16097608,0.00000000,1.44209333,1.01876354
-4.89544772,4.95667559,0.03943920,0.62042499,0.84448242,1.12061473,2.13412817,0.00000000,1.41772249,0.98920483
-4.88944472,4.88081549,0.03974089,0.60381977,0.83528715,1.11155980,2.10390090,0.00000000,1.39361269,0.96065559
-4.88344172,4.80354651,0.04001155,0.58838283,0.82482589,1.10260034,2.07066901,0.00000000,1.36981798,0.93330021
-4.87743872,4.72570514,0.04025478,0.57416388,0.81315089,1.09391580,2.03484926,0.00000000,1.34641332,0.90730489
-4.87143572,4.64813381,0.04047477,0.56120202,0.80033725,1.08568732,1.99688740,0.00000000,1.32348975,0.88281135
-4.86543272,4.57165482,0.04067599,0.54952279,0.78648056,1.07809461,1.95724601,0.00000000,1.30114928,0.85993176
-4.85942971,4.49704786,0.04086291,0.53913588,0.77169443,1.07131340,1.91639366,0.00000000,1.27949984,0.83874490
-4.85342671,4.42503208,0.04103978,0.53003333,0.75610807,1.06551335,1.87479569,0.00000000,1.25865033,0.81929402
-4.84742371,4.35625272,0.04121033,0.52218849,0.73986384,1.06085643,1.83290690,0.00000000,1.23870605,0.80158616
-4.84142071,4.29127262,0.04137760,0.51555560,0.72311504,1.05749562,1.79116600,0.00000000,1.21976445,0.78559303
-4.83541771,4.23056814,0.04154378,0.51007013,0.70602367,1.05557387,1.74999177,0.00000000,1.20191142,0.77125329
-4.82941471,4.17452896,0.04171010,0.50564973,0.68875835,1.05522310,1.70978065,0.00000000,1.18521809,0.75847607
-4.82341171,4.12346108,0.04187676,0.50219589,0.67149217,1.05656321,1.67090533,0.00000000,1.16973823,0.74714553
-4.81740870,4.07759216,0.04204298,0.49959605,0.65440050,1.05970092,1.63371400,0.00000000,1.15550619,0.73712618
-4.81140570,4.03707831,0.04220700,0.49772629,0.63765866,1.06472835,1.59852981,0.00000000,1.14253554,0.72826871
-4.80540270,4.00201156,0.04236626,0.49645436,0.62143944,1.07172139,1.56565016,0.00000000,1.13081836,0.72041598
-4.79939970,3.97242725,0.04251751,0.49564308,0.60591042,1.08073776,1.53534556,0.00000000,1.12032514,0.71340912
-4.79339670,3.94831076,0.04265705,0.49515387,0.59123101,1.09181496,1.50785778,0.00000000,1.11100543,0.70709321
-4.78739370,3.92960325,0.04278094,0.49485039,0.57754952,1.10496807,1.48339736,0.00000000,1.10278898,0.70132254
-4.78139070,3.91620608,0.04288520,0.49460218,0.56499996,1.12018764,1.46214033,0.00000000,1.09558771,0.69596516
-4.77538769,3.90798393,0.04296612,0.49428807,0.55369906,1.13743786,1.44422453,0.00000000,1.08929804,0.69090661
-4.76938469,3.90476679,0.04302040,0.49379937,0.54374332,1.15665508,1.42974554,0.00000000,1.08380382,0.68605275
-4.76338169,3.90635111,0.04304541,0.49304262,0.53520650,1.17774706,1.41875283,0.00000000,1.07897959,0.68133153
-4.75737869,3.91250046,0.04303929,0.49194185,0.52813755,1.20059292,1.41124631,0.00000000,1.07469421,0.67669384
-4.75137569,3.92294628,0.04300110,0.49044032,0.52255915,1.22504412,1.40717388,0.00000000,1.07081454,0.67211336
-4.74537269,3.93738915,0.04293085,0.48850153,0.51846707,1.25092651,1.40643013,0.00000000,1.06720930,0.66758553
-4.73936968,3.95550124,0.04282949,0.48610968,0.51583036,1.27804349,1.40885689,0.00000000,1.06375275,0.66312578
-4.73336668,3.97693021,0.04269889,0.48326936,0.51459251,1.30618047,1.41424545,0.00000000,1.06032832,0.65876708
-4.72736368,4.00130514,0.04254172,0.48000477,0.51467360,1.33511038,1.42234102,0.00000000,1.05683192,0.65455713
-4.72136068,4.02824457,0.04236129,0.47635824,0.51597326,1.36460034,1.43284915,0.00000000,1.05317497,0.65055519
-4.71535768,4.05736684,0.04216141,0.47238838,0.51837465,1.39441917,1.44544420,0.00000000,1.04928704,0.64682891
-4.70935468,4.08830256,0.04194620,0.46816788,0.52174904,1.42434566,1.45977947,0.00000000,1.04511812,0.64345122
-4.70335168,4.12070881,0.04171989,0.46378101,0.52596095,1.45417727,1.47549879,0.00000000,1.04064043,0.64049742
-4.69734867,4.15428476,0.04148665,0.45932106,0.53087366,1.48373885,1.49224894,0.00000000,1.03584980,0.63804272
-4.69134567,4.18878770,0.04125045,0.45488775,0.53635475,1.51289113,1.50969237,0.00000000,1.03076658,0.63616009
-4.68534267,4.22404878,0.04101491,0.45058468,0.54228143,1.54153854,1.52751968,0.00000000,1.02543611,0.63491874
-4.67933967,4.25998734,0.04078324,0.44651703,0.54854542,1.56963578,1.54546104,0.00000000,1.01992856,0.63438289
-4.67333667,4.29662273,0.04055817,0.44278936,0.55505713,1.59719297,1.56329608,0.00000000,1.01433835,0.63461105
-4.66733367,4.33408258,0.04034199,0.43950370,0.56174874,1.62427874,1.58086153,0.00000000,1.00878290,0.63565559
-4.66133067,4.37260643,0.04013653,0.43675783,0.56857626,1.65102106,1.59805614,0.00000000,1.00340077,0.63756248
-4.65532766,4.41254394,0.03994329,0.43464380,0.57552020,1.67760546,1.61484257,0.00000000,0.99834919,0.64037114
-4.64932466,4.45434712,0.03976348,0.43324658,0.58258482,1.70427058,1.63124592,0.00000000,0.99380085,0.64411422
-4.64332166,4.49855629,0.03959811,0.43264296,0.58979610,1.73130085,1.64734905,0.00000000,0.98994020,0.64881728
