energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,3.69612386,-3.69612400,0.03330415,-0.03330414,0.49819907,-0.49819908,0.95795836,-0.95795839,0.30990031,-0.30990030,0.62694275,-0.62694276,0.38414380,-0.38414387,1.64836572,-1.64836578,0.00000000,-0.00000000
-5.99399700,3.72802449,-3.72802463,0.03282026,-0.03282025,0.50817992,-0.50817994,0.98150698,-0.98150701,0.31174796,-0.31174796,0.62647234,-0.62647235,0.38847165,-0.38847171,1.65691671,-1.65691677,0.00000000,-0.00000000
-5.98799400,3.76029490,-3.76029503,0.03226678,-0.03226678,0.51912729,-0.51912731,1.00842466,-1.00842469,0.31353011,-0.31353010,0.62622456,-0.62622457,0.39235098,-0.39235104,1.66452345,-1.66452350,0.00000000,-0.00000000
-5.98199100,3.79197789,-3.79197801,0.03165124,-0.03165124,0.53077998,-0.53078000,1.03833391,-1.03833394,0.31512608,-0.31512607,0.62612685,-0.62612686,0.39571929,-0.39571935,1.67096908,-1.67096912,0.00000000,-0.00000000
-5.97598799,3.82217069,-3.82217080,0.03098494,-0.03098494,0.54288338,-0.54288340,1.07082705,-1.07082708,0.31643405,-0.31643405,0.62610000,-0.62610001,0.39851849,-0.39851855,1.67605273,-1.67605276,0.00000000,-0.00000000
-5.96998499,3.85004436,-3.85004446,0.03028252,-0.03028252,0.55519472,-0.55519474,1.10547087,-1.10547090,0.31737393,-0.31737392,0.62606032,-0.62606033,0.40069626,-0.40069632,1.67959349,-1.67959352,0.00000000,-0.00000000
-5.96398199,3.87485858,-3.87485866,0.02956151,-0.02956151,0.56748711,-0.56748713,1.14181021,-1.14181024,0.31788917,-0.31788916,0.62592167,-0.62592167,0.40220740,-0.40220745,1.68143353,-1.68143355,0.00000000,-0.00000000
-5.95797899,3.89597197,-3.89597204,0.02884172,-0.02884172,0.57955244,-0.57955246,1.17937068,-1.17937071,0.31794756,-0.31794754,0.62559723,-0.62559724,0.40301521,-0.40301526,1.68144030,-1.68144031,0.00000000,-0.00000000
-5.95197599,3.91284805,-3.91284810,0.02814467,-0.02814467,0.59120313,-0.59120315,1.21766058,-1.21766061,0.31754111,-0.31754110,0.62500108,-0.62500108,0.40309300,-0.40309304,1.67950801,-1.67950801,0.00000000,-0.00000000
-5.94597299,3.92505740,-3.92505743,0.02749300,-0.02749300,0.60227277,-0.60227279,1.25617237,-1.25617240,0.31668502,-0.31668500,0.62404941,-0.62404941,0.40242544,-0.40242547,1.67555844,-1.67555843,0.00000000,-0.00000000
-5.93996998,3.93227659,-3.93227660,0.02690986,-0.02690986,0.61261598,-0.61261600,1.29438411,-1.29438414,0.31541590,-0.31541589,0.62266154,-0.62266154,0.40101002,-0.40101006,1.66954134,-1.66954132,0.00000000,-0.00000000
-5.93396698,3.93428494,-3.93428493,0.02641847,-0.02641846,0.62210757,-0.62210759,1.33176126,-1.33176130,0.31378952,-0.31378951,0.62076068,-0.62076068,0.39885840,-0.39885843,1.66143451,-1.66143448,0.00000000,-0.00000000
-5.92796398,3.93095980,-3.93095978,0.02604159,-0.02604159,0.63064127,-0.63064128,1.36775926,-1.36775929,0.31187811,-0.31187809,0.61827465,-0.61827465,0.39599758,-0.39599761,1.65124396,-1.65124392,0.00000000,-0.00000000
-5.92196098,3.92227136,-3.92227131,0.02580129,-0.02580129,0.63812832,-0.63812833,1.40182731,-1.40182734,0.30976742,-0.30976741,0.61513645,-0.61513645,0.39247096,-0.39247098,1.63900406,-1.63900401,0.00000000,-0.00000000
-5.91595798,3.90827765,-3.90827758,0.02571861,-0.02571861,0.64449610,-0.64449611,1.43341370,-1.43341372,0.30755382,-0.30755381,0.61128503,-0.61128502,0.38833910,-0.38833911,1.62477814,-1.62477808,0.00000000,-0.00000000
-5.90995498,3.88912043,-3.88912035,0.02581345,-0.02581345,0.64968701,-0.64968701,1.46197282,-1.46197284,0.30534138,-0.30534136,0.60666611,-0.60666610,0.38368015,-0.38368016,1.60865926,-1.60865920,0.00000000,-0.00000000
-5.90395198,3.86502221,-3.86502211,0.02610446,-0.02610446,0.65365767,-0.65365767,1.48697405,-1.48697406,0.30323910,-0.30323909,0.60123325,-0.60123324,0.37858994,-0.37858995,1.59077144,-1.59077137,0.00000000,-0.00000000
-5.89794897,3.83628437,-3.83628426,0.02660900,-0.02660900,0.65637863,-0.65637863,1.50791229,-1.50791230,0.30135843,-0.30135842,0.59494917,-0.59494916,0.37318146,-0.37318146,1.57127100,-1.57127092,0.00000000,-0.00000000
-5.89194597,3.80328635,-3.80328622,0.02734313,-0.02734314,0.65783445,-0.65783444,1.52431994,-1.52431994,0.29981091,-0.29981090,0.58778727,-0.58778726,0.36758389,-0.36758389,1.55034794,-1.55034786,0.00000000,-0.00000000
-5.88594297,3.76648507,-3.76648494,0.02832160,-0.02832160,0.65802415,-0.65802415,1.53577986,-1.53577986,0.29870603,-0.29870601,0.57973329,-0.57973328,0.36194100,-0.36194100,1.52822706,-1.52822697,0.00000000,-0.00000000
-5.87993997,3.72641407,-3.72641393,0.02955774,-0.02955774,0.65696194,-0.65696193,1.54193877,-1.54193875,0.29814917,-0.29814915,0.57078710,-0.57078708,0.35640889,-0.35640889,1.50516844,-1.50516835,0.00000000,-0.00000000
-5.87393697,3.68368120,-3.68368106,0.03106335,-0.03106336,0.65467781,-0.65467780,1.54252018,-1.54252016,0.29823965,-0.29823964,0.56096430,-0.56096429,0.35115303,-0.35115303,1.48146691,-1.48146682,0.00000000,-0.00000000
-5.86793397,3.63896409,-3.63896395,0.03284848,-0.03284848,0.65121817,-0.65121815,1.53733641,-1.53733638,0.29906867,-0.29906866,0.55029774,-0.55029772,0.34634471,-0.34634471,1.45745016,-1.45745007,0.00000000,-0.00000000
-5.86193097,3.59300220,-3.59300206,0.03492101,-0.03492102,0.64664581,-0.64664580,1.52629852,-1.52629848,0.30071709,-0.30071708,0.53883841,-0.53883839,0.34215675,-0.34215675,1.43347508,-1.43347500,0.00000000,-0.00000000
-5.85592796,3.54658486,-3.54658473,0.03728626,-0.03728627,0.64103950,-0.64103949,1.50942365,-1.50942361,0.30325310,-0.30325310,0.52665597,-0.52665594,0.33875876,-0.33875877,1.40992215,-1.40992208,0.00000000,-0.00000000
-5.84992496,3.50053459,-3.50053447,0.03994636,-0.03994637,0.63449258,-0.63449256,1.48683907,-1.48683902,0.30672963,-0.30672962,0.51383836,-0.51383834,0.33631191,-0.33631192,1.38718758,-1.38718752,0.00000000,-0.00000000
-5.84392196,3.45568562,-3.45568551,0.04289956,-0.04289957,0.62711080,-0.62711078,1.45878232,-1.45878227,0.31118154,-0.31118153,0.50049069,-0.50049067,0.33496331,-0.33496333,1.36567335,-1.36567330,0.00000000,-0.00000000
-5.83791896,3.41285772,-3.41285764,0.04613950,-0.04613951,0.61900922,-0.61900920,1.42559739,-1.42559733,0.31662278,-0.31662278,0.48673315,-0.48673313,0.33484040,-0.33484043,1.34577510,-1.34577506,0.00000000,-0.00000000
-5.83191596,3.37282618,-3.37282612,0.04965443,-0.04965444,0.61030821,-0.61030818,1.38772662,-1.38772655,0.32304349,-0.32304349,0.47269805,-0.47269803,0.33604526,-0.33604529,1.32786831,-1.32786829,0.00000000,-0.00000000
-5.82591296,3.33628884,-3.33628880,0.05342650,-0.05342651,0.60112882,-0.60112879,1.34569870,-1.34569863,0.33040724,-0.33040725,0.45852604,-0.45852602,0.33864927,-0.33864931,1.31229326,-1.31229325,0.00000000,-0.00000000
-5.81990995,3.30383186,-3.30383186,0.05743105,-0.05743106,0.59158763,-0.59158761,1.30011320,-1.30011313,0.33864875,-0.33864875,0.44436157,-0.44436155,0.34268836,-0.34268840,1.29933924,-1.29933925,0.00000000,-0.00000000
