energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.68375787,-0.63299075,0.11959580,-0.18461310,0.31630674,-0.10247065,0.00870696,-0.00325020,0.21325507,-0.19427540,0.00874316,-0.01414302,0.06807095,-0.11416515
-5.99399700,0.68346821,-0.69439321,0.12084812,-0.20260831,0.31684778,-0.11265417,0.00860271,-0.00353215,0.21404488,-0.21280025,0.00870520,-0.01528488,0.06733967,-0.12593296
-5.98799400,0.68352824,-0.76041695,0.12220614,-0.22202961,0.31728510,-0.12366832,0.00848571,-0.00386462,0.21481566,-0.23287652,0.00870765,-0.01654761,0.06682576,-0.13834613
-5.98199100,0.68404674,-0.83028346,0.12372218,-0.24265807,0.31761286,-0.13539222,0.00835715,-0.00424417,0.21557344,-0.25427007,0.00874997,-0.01791255,0.06659052,-0.15126062
-5.97598799,0.68515882,-0.90310060,0.12545786,-0.26424122,0.31782987,-0.14768534,0.00821796,-0.00466653,0.21632967,-0.27671151,0.00883277,-0.01935877,0.06670329,-0.16451212
-5.96998499,0.68703478,-0.97787405,0.12748630,-0.28649606,0.31794351,-0.16038917,0.00806881,-0.00512668,0.21710398,-0.29989931,0.00895790,-0.02086333,0.06724244,-0.17791848
-5.96398199,0.68988944,-1.05352306,0.12989430,-0.30911326,0.31797403,-0.17332945,0.00791021,-0.00561885,0.21792724,-0.32350433,0.00912860,-0.02240165,0.06829637,-0.19128302
-5.95797899,0.69399127,-1.12890048,0.13278431,-0.33176259,0.31795888,-0.18631931,0.00774262,-0.00613654,0.21884453,-0.34717563,0.00934962,-0.02394800,0.06996441,-0.20439853
-5.95197599,0.69967031,-1.20281662,0.13627612,-0.35409962,0.31795674,-0.19916297,0.00756649,-0.00667269,0.21991778,-0.37054743,0.00962725,-0.02547600,0.07235744,-0.21705202
-5.94597299,0.70732411,-1.27406653,0.14050796,-0.37577338,0.31805088,-0.21166019,0.00738245,-0.00721972,0.22122787,-0.39324729,0.00996929,-0.02695922,0.07559821,-0.22902996
