energy_ev,total_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.82591296,6.23592036,0.84050606,0.65677304,1.72589326,2.48070549,0.01658514,0.73186358,0.03739683,2.62098751
-5.81990995,6.30351481,0.84849231,0.66481861,1.77153502,2.49969686,0.01733110,0.75680561,0.03776046,2.63489871
-5.81390695,6.37183805,0.85530109,0.67186612,1.81825238,2.51961263,0.01815312,0.78300872,0.03809197,2.64798299
-5.80790395,6.43987243,0.86098468,0.67795223,1.86557028,2.53993106,0.01904907,0.81033438,0.03838344,2.65979435
-5.80190095,6.50656517,0.86559543,0.68311424,1.91298942,2.56011256,0.02001517,0.83862136,0.03862865,2.66988757
-5.79589795,6.57084681,0.86918322,0.68738790,1.95999129,2.57961495,0.02104587,0.86768369,0.03882295,2.67783132
-5.78989495,6.63165033,0.87179343,0.69080555,2.00604401,2.59790828,0.02213374,0.89730932,0.03896309,2.68322116
-5.78389195,6.68793106,0.87346547,0.69339497,2.05060940,2.61448912,0.02326944,0.92725987,0.03904704,2.68569184
-5.77788894,6.73868735,0.87423202,0.69517883,2.09315119,2.62889378,0.02444179,0.95727152,0.03907376,2.68492892
-5.77188594,6.78298202,0.87411905,0.69617491,2.13314438,2.64071033,0.02563787,0.98705750,0.03904301,2.68067907
-5.76588294,6.81996433,0.87314647,0.69639699,2.17008585,2.64958908,0.02684328,1.01631203,0.03895517,2.67275905
-5.75987994,6.84889221,0.87132962,0.69585657,2.20350586,2.65525146,0.02804241,1.04471602,0.03881107,2.66106305
-5.75387694,6.86915416,0.86868128,0.69456500,2.23298014,2.65749697,0.02921889,1.07194406,0.03861188,2.64556814
-5.74787394,6.88029029,0.86521414,0.69253625,2.25814232,2.65620817,0.03035605,1.09767283,0.03835910,2.62633772
-5.74187094,6.88201134,0.86094364,0.68978973,2.27869604,2.65135353,0.03143740,1.12159030,0.03805445,2.60352282
-5.73586793,6.87421485,0.85589079,0.68635329,2.29442616,2.64298809,0.03244725,1.14340544,0.03770003,2.57736115
-5.72986493,6.85699743,0.85008487,0.68226584,2.30520863,2.63125164,0.03337127,1.16285788,0.03729832,2.54817387
-5.72386193,6.83066170,0.84356567,0.67757956,2.31101821,2.61636467,0.03419705,1.17972690,0.03685231,2.51635994
-5.71785893,6.79571732,0.83638515,0.67236127,2.31193361,2.59862178,0.03491467,1.19383939,0.03636564,2.48238829
-5.71185593,6.75287497,0.82860818,0.66669287,2.30813955,2.57838284,0.03551717,1.20507610,0.03584275,2.44678779
-5.70585293,6.70303294,0.82031236,0.66067071,2.29992538,2.55606190,0.03600096,1.21337573,0.03528899,2.41013529
-5.69984992,6.64725620,0.81158678,0.65440369,2.28768013,2.53211417,0.03636612,1.21873678,0.03471071,2.37304206
-5.69384692,6.58674814,0.80252963,0.64801017,2.27188395,2.50702139,0.03661663,1.22121673,0.03411535,2.33613885
-5.68784392,6.52281601,0.79324495,0.64161382,2.25309625,2.48127608,0.03676043,1.22092861,0.03351144,2.30006031
-5.68184092,6.45683101,0.78383847,0.63533849,2.23194082,2.45536525,0.03680938,1.21803519,0.03290855,2.26542905
-5.67583792,6.39018491,0.77441287,0.62930243,2.20908861,2.42975410,0.03677907,1.21274097,0.03231722,2.23284011
-5.66983492,6.32424498,0.76506281,0.62361217,2.18523884,2.40487060,0.03668857,1.20528247,0.03174878,2.20284631
-5.66383192,6.26030950,0.75586988,0.61835638,2.16109920,2.38109141,0.03656000,1.19591732,0.03121515,2.17594515
-5.65782891,6.19956586,0.74689804,0.61360021,2.13736616,2.35872999,0.03641804,1.18491279,0.03072858,2.15256770
-5.65182591,6.14305351,0.73818973,0.60938042,2.11470596,2.33802735,0.03628935,1.17253440,0.03030134,2.13306993
-5.64582291,6.09163332,0.72976300,0.60570162,2.09373718,2.31914588,0.03620193,1.15903523,0.02994542,2.11772673
-5.63981991,6.04596493,0.72160994,0.60253408,2.07501561,2.30216663,0.03618442,1.14464649,0.02967215,2.10672878
-5.63381691,6.00649276,0.71369651,0.59981313,2.05902155,2.28708994,0.03626539,1.12956987,0.02949190,2.10018203
-5.62781391,5.97344113,0.70596389,0.59744037,2.04615022,2.27383947,0.03647256,1.11397193,0.02941368,2.09810981
-5.62181091,5.94681811,0.69833130,0.59528675,2.03670502,2.26226914,0.03683209,1.09798092,0.02944490,2.10045692
-5.61580790,5.92642721,0.69070015,0.59319728,2.03089372,2.25217252,0.03736780,1.08168584,0.02959100,2.10709531
-5.60980490,5.91188575,0.68295930,0.59099732,2.02882723,2.24329407,0.03810046,1.06513791,0.02985526,2.11783062
-5.60380190,5.90264800,0.67499114,0.58849999,2.03052057,2.23534136,0.03904707,1.04835402,0.03023854,2.13240909
-5.59779890,5.89803141,0.66667813,0.58551450,2.03589567,2.22799766,0.04022024,1.03132196,0.03073913,2.15052406
-5.59179590,5.89724399,0.65790933,0.58185481,2.04478533,2.22093392,0.04162754,1.01400694,0.03135268,2.17182162
-5.58579290,5.89941100,0.64858664,0.57734822,2.05693810,2.21381973,0.04327099,0.99635893,0.03207208,2.19590505
-5.57978989,5.90359955,0.63863031,0.57184358,2.07202369,2.20633253,0.04514661,0.97832041,0.03288752,2.22233780
-5.57378689,5.90884005,0.62798337,0.56521842,2.08963856,2.19816480,0.04724403,0.95983393,0.03378657,2.25064503
-5.56778389,5.91414373,0.61661476,0.55738494,2.10931176,2.18902915,0.04954634,0.94084921,0.03475426,2.28031408
-5.56178089,5.91851637,0.60452100,0.54829429,2.13051101,2.17866120,0.05202994,0.92132924,0.03577336,2.31079401
-5.55577789,5.92096835,0.59172628,0.53793920,2.15264915,2.16682063,0.05466470,0.90125536,0.03682460,2.34149521
-5.54977489,5.92052200,0.57828107,0.52635468,2.17509138,2.15329064,0.05741423,0.88063087,0.03788705,2.37178934
-5.54377189,5.91621716,0.56425925,0.51361681,2.19716351,2.13787654,0.06023636,0.85948328,0.03893852,2.40101079
-5.53776888,5.90711620,0.54975416,0.49983981,2.21816157,2.12040368,0.06308385,0.83786509,0.03995602,2.42845998
-5.53176588,5.89230979,0.53487365,0.48517148,2.23736307,2.10071563,0.06590533,0.81585329,0.04091626,2.45340945
-5.52576288,5.87092432,0.51973453,0.46978730,2.25404014,2.07867280,0.06864640,0.79354748,0.04179623,2.47511283
-5.51975988,5.84213202,0.50445685,0.45388348,2.26747440,2.05415202,0.07125094,0.77106714,0.04257381,2.49281725
-5.51375688,5.80516389,0.48915823,0.43766933,2.27697350,2.02704732,0.07366255,0.74854785,0.04322826,2.50577872
-5.50775388,5.75932572,0.47394855,0.42135930,2.28188890,1.99727185,0.07582611,0.72613695,0.04374089,2.51328049
-5.50175088,5.70401648,0.45892553,0.40516504,2.28163432,1.96476099,0.07768939,0.70398881,0.04409556,2.51465343
-5.49574787,5.63874840,0.44417101,0.38928786,2.27570411,1.92947635,0.07920459,0.68225971,0.04427912,2.50929774
-5.48974487,5.56316736,0.42974851,0.37391181,2.26369067,1.89141018,0.08032988,0.66110275,0.04428190,2.49670486
-5.48374187,5.47707225,0.41570184,0.35919771,2.24530007,1.85058994,0.08103076,0.64066286,0.04409794,2.47647841
-5.47773887,5.38043176,0.40205492,0.34527835,2.22036483,1.80708226,0.08128120,0.62107198,0.04372524,2.44835290
-5.47173587,5.27339699,0.38881270,0.33225492,2.18885317,1.76099610,0.08106453,0.60244464,0.04316581,2.41220909
-5.46573287,5.15630885,0.37596305,0.32019483,2.15087397,1.71248446,0.08037402,0.58487409,0.04242562,2.36808513
-5.45972986,5.02969902,0.36347951,0.30913090,2.10667700,1.66174445,0.07921317,0.56842891,0.04151445,2.31618239
-5.45372686,4.89428413,0.35132452,0.29906188,2.05664829,1.60901551,0.07759553,0.55315048,0.04044558,2.25686585
-5.44772386,4.75095300,0.33945320,0.28995432,2.00130050,1.55457575,0.07554432,0.53905114,0.03923539,2.19065854
-5.44172086,4.60074736,0.32781710,0.28174547,1.94125891,1.49873654,0.07309158,0.52611334,0.03790288,2.11823041
-5.43571786,4.44483696,0.31636809,0.27434728,1.87724342,1.44183570,0.07027717,0.51428975,0.03646910,2.04038191
-5.42971486,4.28449030,0.30506182,0.26765104,1.81004748,1.38422948,0.06714739,0.50350438,0.03495658,1.95802310
-5.42371186,4.12104244,0.29386093,0.26153277,1.74051500,1.32628406,0.06375353,0.49365484,0.03338866,1.87214929
-5.41770885,3.95586168,0.28273765,0.25585881,1.66951610,1.26836691,0.06015023,0.48461561,0.03178894,1.78381417
-5.41170585,3.79031684,0.27167585,0.25049165,1.59792316,1.21083853,0.05639384,0.47624228,0.03018067,1.69410182
-5.40570285,3.62574658,0.26067249,0.24529560,1.52658792,1.15404515,0.05254081,0.46837683,0.02858621,1.60409868
-5.39969985,3.46343231,0.24973834,0.24014224,1.45632068,1.09831256,0.04864617,0.46085348,0.02702663,1.51486664
-5.39369685,3.30457576,0.23889823,0.23491532,1.38787252,1.04394163,0.04476215,0.45350527,0.02552125,1.42741837
-5.38769385,3.15028179,0.22819060,0.22951506,1.32192081,0.99120536,0.04093701,0.44617084,0.02408744,1.34269558
-5.38169085,3.00154687,0.21766672,0.22386166,1.25905868,0.94034766,0.03721412,0.43870128,0.02274039,1.26155090
-5.37568784,2.85925309,0.20738934,0.21789793,1.19978826,0.89158378,0.03363127,0.43096675,0.02149301,1.18473383
-5.36968484,2.72416727,0.19743110,0.21159103,1.14451781,0.84510201,0.03022029,0.42286254,0.02035592,1.11288085
-5.36368184,2.59694452,0.18787271,0.20493318,1.09356225,0.80106650,0.02700686,0.41431428,0.01933751,1.04650978
-5.35767884,2.47813527,0.17880083,0.19794151,1.04714680,0.75962079,0.02401058,0.40528212,0.01844408,0.98601803
-5.35167584,2.36819481,0.17030593,0.19065698,1.00541308,0.72089176,0.02124532,0.39576357,0.01767997,0.93168449
-5.34567284,2.26749428,0.16248003,0.18314248,0.96842707,0.68499351,0.01871967,0.38579498,0.01704784,0.88367464
-5.33966983,2.17633232,0.15541442,0.17548034,0.93618839,0.65203106,0.01643753,0.37545152,0.01654885,0.84204824
-5.33366683,2.09494631,0.14919746,0.16776918,0.90864030,0.62210344,0.01439888,0.36484564,0.01618296,0.80676917
-5.32766383,2.02352290,0.14391236,0.16012042,0.88567985,0.59530620,0.01260052,0.35412422,0.01594914,0.77771681
-5.32166083,1.96220721,0.13963511,0.15265462,0.86716801,0.57173301,0.01103690,0.34346442,0.01584563,0.75469849
-5.31565783,1.91111069,0.13643260,0.14549765,0.85293913,0.55147669,0.00970091,0.33306855,0.01587018,0.73746253
-5.30965483,1.87031745,0.13436080,0.13877702,0.84280986,0.53462939,0.00858462,0.32315818,0.01602025,0.72571144
-5.30365183,1.83988948,0.13346332,0.13261848,0.83658728,0.52128229,0.00767999,0.31396783,0.01629319,0.71911503
-5.29764882,1.81987084,0.13377018,0.12714285,0.83407615,0.51152490,0.00697945,0.30573849,0.01668640,0.71732294
-5.29164582,1.81029112,0.13529687,0.12246348,0.83508545,0.50544412,0.00647644,0.29871131,0.01719744,0.71997651
-5.28564282,1.81116865,0.13804387,0.11868408,0.83943409,0.50312323,0.00616575,0.29312174,0.01782415,0.72671974
-5.27963982,1.82251347,0.14199652,0.11589717,0.84695604,0.50464096,0.00604385,0.28919431,0.01856469,0.73720903
-5.27363682,1.84433022,0.14712534,0.11418309,0.85750464,0.51007072,0.00610901,0.28713826,0.01941758,0.75112169
-5.26763382,1.87662114,0.15338676,0.11360956,0.87095634,0.51948002,0.00636135,0.28714409,0.02038168,0.76816295
-5.26163082,1.91938866,0.16072437,0.11423164,0.88721376,0.53293002,0.00680276,0.28938112,0.02145618,0.78807145
-5.25562781,1.97263766,0.16907048,0.11609214,0.90620783,0.55047517,0.00743670,0.29399596,0.02264053,0.81062297
-5.24962481,2.03637668,0.17834814,0.11922236,0.92789916,0.57216276,0.00826788,0.30111182,0.02393432,0.83563238
-5.24362181,2.11061783,0.18847338,0.12364299,0.95227830,0.59803227,0.00930189,0.31082857,0.02533721,0.86295379
-5.23761881,2.19537481,0.19935771,0.12936506,0.97936485,0.62811424,0.01054470,0.32322326,0.02684874,0.89247881
-5.23161581,2.29065852,0.21091068,0.13639097,1.00920522,0.66242846,0.01200206,0.33835093,0.02846815,0.92413295
-5.22561281,2.39646996,0.22304253,0.14471529,1.04186896,0.70098146,0.01367893,0.35624555,0.03019425,0.95787036
-5.21960980,2.51279020,0.23566654,0.15432546,1.07744372,0.74376297,0.01557878,0.37692080,0.03202517,0.99366697
-5.21360680,2.63956726,0.24870131,0.16520212,1.11602860,0.79074146,0.01770292,0.40037054,0.03395815,1.03151223
-5.20760380,2.77670008,0.26207255,0.17731924,1.15772627,0.84185866,0.02004983,0.42656882,0.03598935,1.07139986
-5.20160080,2.92402016,0.27571449,0.19064381,1.20263380,0.89702329,0.02261455,0.45546943,0.03811361,1.11331788
-5.19559780,3.08127127,0.28957068,0.20513536,1.25083262,0.95610411,0.02538805,0.48700483,0.04032427,1.15723830
-5.18959480,3.24808833,0.30359425,0.22074506,1.30237785,1.01892265,0.02835682,0.52108458,0.04261301,1.20310703
-5.18359180,3.42397638,0.31774753,0.23741477,1.35728750,1.08524609,0.03150247,0.55759338,0.04496964,1.25083434
-5.17758879,3.60829100,0.33200105,0.25507585,1.41553185,1.15478056,0.03480153,0.59638883,0.04738207,1.30028653
-5.17158579,3.80022151,0.34633200,0.27364800,1.47702375,1.22716564,0.03822544,0.63729912,0.04983621,1.35127904
-5.16558279,3.99877822,0.36072214,0.29303824,1.54161008,1.30197037,0.04174065,0.68012092,0.05231596,1.40357168
-5.15957979,4.20278507,0.37515534,0.31313999,1.60906506,1.37869137,0.04530902,0.72461770,0.05480330,1.45686618
-5.15357679,4.41087885,0.38961483,0.33383261,1.67908582,1.45675359,0.04888832,0.77051868,0.05727844,1.51080638
-5.14757379,4.62151591,0.40408035,0.35498125,1.75129058,1.53551401,0.05243299,0.81751872,0.05972002,1.56498135
-5.14157079,4.83298691,0.41852523,0.37643734,1.82521978,1.61426847,0.05589505,0.86527942,0.06210540,1.61893132
-5.13556778,5.04344013,0.43291378,0.39803959,1.90034038,1.69226197,0.05922512,0.91343132,0.06441111,1.67215662
-5.12956478,5.25091292,0.44719895,0.41961563,1.97605348,1.76870212,0.06237364,0.96157771,0.06661326,1.72412913
-5.12356178,5.45337108,0.46132049,0.44098436,2.05170505,1.84277570,0.06529211,1.00929974,0.06868812,1.77430627
-5.11755878,5.64875494,0.47520383,0.46195886,2.12659977,1.91366778,0.06793436,1.05616300,0.07061268,1.82214671
-5.11155578,5.83503106,0.48875966,0.48234993,2.20001761,1.98058287,0.07025780,1.10172537,0.07236535,1.86712752
-5.10555278,6.01024758,0.50188440,0.50197009,2.27123263,2.04276737,0.07222467,1.14554612,0.07392658,1.90876199
-5.09954977,6.17259142,0.51446158,0.52063798,2.33953359,2.09953238,0.07380306,1.18719580,0.07527952,1.94661725
-5.09354677,6.32044504,0.52636411,0.53818296,2.40424550,2.15027598,0.07496789,1.22626685,0.07641066,1.98033117
-5.08754377,6.45244042,0.53745750,0.55444988,2.46475158,2.19450399,0.07570159,1.26238445,0.07731043,2.00962753
-5.08154077,6.56750800,0.54760381,0.56930363,2.52051464,2.23184824,0.07599466,1.29521733,0.07797359,2.03432882
-5.07553777,6.66491833,0.55666638,0.58263349,2.57109703,2.26208143,0.07584589,1.32448804,0.07839964,2.05436598
-5.06953477,6.74431444,0.56451503,0.59435706,2.61617856,2.28512794,0.07526240,1.34998246,0.07859301,2.06978449
-5.06353177,6.80573332,0.57103161,0.60442350,2.65557120,2.30106981,0.07425938,1.37155799,0.07856307,2.08074639
-5.05752876,6.84961522,0.57611557,0.61281603,2.68923026,2.31014763,0.07285962,1.38915014,0.07832399,2.08752801
-5.05152576,6.87680012,0.57968948,0.61955358,2.71726110,2.31275620,0.07109284,1.40277728,0.07789441,2.09051329
-5.04552276,6.88851106,0.58170400,0.62469147,2.73992111,2.30943488,0.06899474,1.41254315,0.07729687,2.09018290
-5.03951976,6.88632479,0.58214221,0.62832100,2.75761668,2.30085319,0.06660604,1.41863702,0.07655719,2.08709952
-5.03351676,6.87213057,0.58102298,0.63056813,2.77089487,2.28779199,0.06397126,1.42133145,0.07570357,2.08188968
-5.02751376,6.84807861,0.57840317,0.63159104,2.78043025,2.27112109,0.06113758,1.42097748,0.07476564,2.07522311
-5.02151076,6.81652003,0.57437857,0.63157682,2.78700692,2.25177429,0.05815353,1.41799741,0.07377346,2.06779023
-5.01550775,6.77994048,0.56908335,0.63073730,2.79149641,2.23072256,0.05506784,1.41287532,0.07275644,2.06027892
-5.00950475,6.74089000,0.56268803,0.62930416,2.79483227,2.20894677,0.05192824,1.40614552,0.07174232,2.05335136
-5.00350175,6.70191158,0.55539605,0.62752345,2.79798202,2.18741074,0.04878043,1.39837926,0.07075621,2.04762218
-4.99749875,6.66547103,0.54743892,0.62564969,2.80191758,2.16703575,0.04566713,1.39017006,0.06981972,2.04363862
-4.99149575,6.63389066,0.53907020,0.62393968,2.80758525,2.14867730,0.04262731,1.38211810,0.06895030,2.04186360
-4.98549275,6.60928871,0.53055844,0.62264626,2.81587618,2.13310484,0.03969553,1.37481411,0.06816074,2.04266245
-4.97948974,6.59352652,0.52217947,0.62201199,2.82759852,2.12098510,0.03690156,1.36882327,0.06745889,2.04629357
-4.97348674,6.58816460,0.51420817,0.62226307,2.84345194,2.11286916,0.03427000,1.36466952,0.06684758,2.05290344
-4.96748374,6.59442873,0.50691018,0.62360349,2.86400548,2.10918355,0.03182023,1.36282082,0.06632482,2.06252584
-4.96148074,6.61318611,0.50053374,0.62620961,2.88967936,2.11022528,0.02956643,1.36367571,0.06588414,2.07508519
-4.95547774,6.64493185,0.49530208,0.63022511,2.92073097,2.11616047,0.02751770,1.36755158,0.06551519,2.09040355
-4.94947474,6.68978508,0.49140650,0.63575661,2.95724554,2.12702638,0.02567841,1.37467498,0.06520442,2.10821064
-4.94347174,6.74749406,0.48900054,0.64286980,2.99913139,2.14273617,0.02404851,1.38517418,0.06493590,2.12815629
-4.93746873,6.81744902,0.48819515,0.65158635,3.04611961,2.16308611,0.02262405,1.39907422,0.06469220,2.14982442
-4.93146573,6.89870192,0.48905535,0.66188157,3.09776812,2.18776447,0.02139758,1.41629448,0.06445530,2.17274787
-4.92546273,6.98999165,0.49159807,0.67368292,3.15346956,2.21636185,0.02035876,1.43664898,0.06420742,2.19642324
-4.91945973,7.08977373,0.49579154,0.68686948,3.21246273,2.24838229,0.01949484,1.45984922,0.06393182,2.22032515
-4.91345673,7.19625363,0.50155590,0.70127247,3.27384713,2.28325499,0.01879117,1.48550967,0.06361350,2.24391932
-4.90745373,7.30742275,0.50876523,0.71667688,3.33660024,2.32034630,0.01823176,1.51315561,0.06323973,2.26667415
-4.90145073,7.42109678,0.51725066,0.73282429,3.39959704,2.35897184,0.01779967,1.54223337,0.06280049,2.28807063
-4.89544772,7.53495588,0.52680464,0.74941697,3.46163159,2.39840874,0.01747747,1.57212257,0.06228870,2.30761045
-4.88944472,7.64658663,0.53718607,0.76612324,3.52144030,2.43790794,0.01724765,1.60215024,0.06170036,2.32482255
-4.88344172,7.75352572,0.54812630,0.78258407,3.57772660,2.47670662,0.01709293,1.63160645,0.06103454,2.33926827
-4.87743872,7.85330515,0.55933563,0.79842091,3.62918687,2.51404083,0.01699661,1.65976117,0.06029325,2.35054559
-4.87143572,7.94349907,0.57051040,0.81324453,3.67453717,2.54915833,0.01694277,1.68588199,0.05948128,2.35829259
-4.86543272,8.02177177,0.58134028,0.82666478,3.71254075,2.58133167,0.01691656,1.70925229,0.05860591,2.36219088
-4.85942971,8.08592662,0.59151577,0.83830095,3.74203563,2.60987144,0.01690442,1.72918941,0.05767667,2.36196893
-4.85342671,8.13395502,0.60073563,0.84779244,3.76196198,2.63413944,0.01689417,1.74506240,0.05670505,2.35740584
-4.84742371,8.16408449,0.60871418,0.85480937,3.77138868,2.65356173,0.01687524,1.75630884,0.05570429,2.34833560
-4.84142071,8.17482472,0.61518814,0.85906282,3.76953838,2.66764105,0.01683879,1.76245027,0.05468912,2.33465176
-4.83541771,8.16500998,0.61992310,0.86031422,3.75581019,2.67596834,0.01677776,1.76310576,0.05367563,2.31631244
-4.82941471,8.13383629,0.62271914,0.85838345,3.72979941,2.67823292,0.01668699,1.75800312,0.05268115,2.29334539
-4.82341171,8.08089178,0.62341571,0.85315549,3.69131327,2.67423083,0.01656326,1.74698744,0.05172415,2.26585268
-4.81740870,8.00617847,0.62189547,0.84458500,3.64038196,2.66387099,0.01640529,1.73002651,0.05082421,2.23401468
-4.81140570,7.91012398,0.61808701,0.83269888,3.57726425,2.64717878,0.01621371,1.70721294,0.05000197,2.19809257
-4.80540270,7.79358206,0.61196635,0.81759644,3.50244718,2.62429655,0.01599104,1.67876277,0.04927902,2.15842918
-4.79939970,7.65782097,0.60355709,0.79944722,3.41663942,2.59548123,0.01574151,1.64501053,0.04867787,2.11544744
-4.79339670,7.50449937,0.59292936,0.77848649,3.32075805,2.56109854,0.01547100,1.60640085,0.04822168,2.06964630
-4.78739370,7.33562994,0.58019733,0.75500854,3.21590920,2.52161410,0.01518674,1.56347675,0.04793408,2.02159357
-4.78139070,7.15353116,0.56551558,0.72935813,3.10336260,2.47758161,0.01489717,1.51686501,0.04783873,1.97191591
-4.77538769,6.96076875,0.54907434,0.70192029,2.98452098,2.42962828,0.01461157,1.46725895,0.04795882,1.92128570
-4.76938469,6.76008826,0.53109379,0.67310904,2.86088508,2.37843811,0.01433981,1.41539931,0.04831650,1.87040532
-4.76338169,6.55434116,0.51181765,0.64335539,2.73401551,2.32473351,0.01409194,1.36205369,0.04893206,1.81998902
-4.75737869,6.34640682,0.49150624,0.61309516,2.60549274,2.26925588,0.01387791,1.30799539,0.04982311,1.77074301
-4.75137569,6.13911321,0.47042939,0.58275714,2.47687653,2.21274587,0.01370713,1.25398221,0.05100365,1.72334459
-4.74537269,5.93515927,0.44885935,0.55275201,2.34966641,2.15592403,0.01358816,1.20073610,0.05248305,1.67842091
-4.73936968,5.73704175,0.42706401,0.52346245,2.22526448,2.09947258,0.01352833,1.14892425,0.05426509,1.63652846
-4.73336668,5.54698935,0.40530075,0.49523480,2.10494190,2.04401887,0.01353348,1.09914231,0.05634698,1.59813400
-4.72736368,5.36690654,0.38381096,0.46837257,1.98981026,1.99012133,0.01360769,1.05190025,0.05871858,1.56359792
-4.72136068,5.19832929,0.36281554,0.44313180,1.88079873,1.93825813,0.01375309,1.00761143,0.06136166,1.53316085
-4.71535768,5.04239422,0.34251147,0.41971854,1.77863774,1.88881916,0.01396970,0.96658509,0.06424948,1.50693417
-4.70935468,4.89982222,0.32306940,0.39828824,1.68384960,1.84210147,0.01425544,0.92902255,0.06734661,1.48489496
-4.70335168,4.77091707,0.30463244,0.37894698,1.59674618,1.79830818,0.01460611,0.89501713,0.07060900,1.46688587
-4.69734867,4.65557871,0.28731586,0.36175433,1.51743359,1.75755089,0.01501555,0.86455762,0.07398456,1.45261992
-4.69134567,4.55333048,0.27120781,0.34672745,1.44582334,1.71985537,0.01547580,0.83753530,0.07741388,1.44169027
-4.68534267,4.46335881,0.25637082,0.33384625,1.38164936,1.68516996,0.01597737,0.81375377,0.08083151,1.43358462
-4.67933967,4.38456347,0.24284383,0.32305909,1.32449000,1.65337639,0.01650956,0.79294150,0.08416743,1.42770371
-4.67333667,4.31561587,0.23064469,0.31428878,1.27379397,1.62430234,0.01706085,0.77476622,0.08734892,1.42338315
-4.66733367,4.25502295,0.21977288,0.30743847,1.22890903,1.59773499,0.01761931,0.75885071,0.09030256,1.41991777
-4.66133067,4.20119348,0.21021226,0.30239711,1.18911218,1.57343499,0.01817295,0.74478918,0.09295648,1.41658742
-4.65532766,4.15250410,0.20193366,0.29904430,1.15364017,1.55114998,0.01871022,0.73216375,0.09524262,1.41268299
-4.64932466,4.10736216,0.19489723,0.29725425,1.12171917,1.53062729,0.01922032,0.72056014,0.09709894,1.40753173
-4.64332166,4.06426282,0.18905448,0.29689886,1.09259234,1.51162492,0.01969356,0.70958222,0.09847157,1.40052061
