energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.54977489,3.66091951,0.02407931,0.17844732,0.44097784,0.00000000,0.85559293,2.07203377,1.44685669,0.00000000
-5.54377189,3.69570025,0.02489196,0.19235567,0.45408807,0.00000000,0.86362863,2.08029312,1.45163115,0.00000000
-5.53776888,3.73077472,0.02564304,0.20812006,0.46711256,0.00000000,0.87129400,2.08794429,1.45544518,0.00000000
-5.53176588,3.76607038,0.02631512,0.22563211,0.47995964,0.00000000,0.87851179,2.09502952,1.45869478,0.00000000
-5.52576288,3.80161438,0.02689203,0.24476781,0.49255249,0.00000000,0.88523405,2.10165269,1.46182637,0.00000000
-5.51975988,3.83754483,0.02735944,0.26538729,0.50483407,0.00000000,0.89144726,2.10798375,1.46533520,0.00000000
-5.51375688,3.87412074,0.02770535,0.28733519,0.51677159,0.00000000,0.89717687,2.11426251,1.46976307,0.00000000
-5.50775388,3.91172935,0.02792062,0.31044145,0.52836048,0.00000000,0.90249074,2.12080102,1.47569494,0.00000000
-5.50175088,3.95088937,0.02799927,0.33452271,0.53962718,0.00000000,0.90750117,2.12798391,1.48375362,0.00000000
-5.49574787,3.99224877,0.02793882,0.35938433,0.55063072,0.00000000,0.91236492,2.13626602,1.49459211,0.00000000
-5.48974487,4.03657612,0.02774040,0.38482293,0.56146255,0.00000000,0.91728095,2.14616676,1.50888309,0.00000000
-5.48374187,4.08474449,0.02740876,0.41062944,0.57224471,0.00000000,0.92248571,2.15826074,1.52730532,0.00000000
-5.47773887,4.13770778,0.02695217,0.43659253,0.58312607,0.00000000,0.92824587,2.17316470,1.55052678,0.00000000
-5.47173587,4.19646949,0.02638219,0.46250236,0.59427682,0.00000000,0.93484859,2.19152050,1.57918505,0.00000000
-5.46573287,4.26204481,0.02571327,0.48815440,0.60588149,0.00000000,0.94258970,2.21397488,1.61386498,0.00000000
-5.45972986,4.33541730,0.02496233,0.51335322,0.61813057,0.00000000,0.95176011,2.24115632,1.65507485,0.00000000
-5.45372686,4.41749185,0.02414820,0.53791611,0.63121147,0.00000000,0.96263126,2.27364998,1.70322159,0.00000000
-5.44772386,4.50904622,0.02329108,0.56167634,0.64529913,0.00000000,0.97544020,2.31197181,1.75858651,0.00000000
-5.44172086,4.61068358,0.02241188,0.58448587,0.66054695,0.00000000,0.99037514,2.35654298,1.82130261,0.00000000
-5.43571786,4.72278859,0.02153167,0.60621749,0.67707854,0.00000000,1.00756248,2.40766591,1.89133504,0.00000000
-5.42971486,4.84548968,0.02067109,0.62676629,0.69498086,0.00000000,1.02705587,2.46550314,1.96846571,0.00000000
-5.42371186,4.97862979,0.01984988,0.64605031,0.71429924,0.00000000,1.04882832,2.53006030,2.05228353,0.00000000
-5.41770885,5.12174757,0.01908640,0.66401050,0.73503458,0.00000000,1.07276777,2.60117416,2.14218106,0.00000000
-5.41170585,5.27407058,0.01839732,0.68060986,0.75714295,0.00000000,1.09867671,2.67850648,2.23735836,0.00000000
-5.40570285,5.43452132,0.01779738,0.69583205,0.78053761,0.00000000,1.12627594,2.76154441,2.33683442,0.00000000
-5.39969985,5.60173637,0.01729919,0.70967928,0.80509337,0.00000000,1.15521251,2.84960739,2.43946611,0.00000000
-5.39369685,5.77409809,0.01691324,0.72216982,0.83065300,0.00000000,1.18507172,2.94186065,2.54397440,0.00000000
-5.38769385,5.94977780,0.01664785,0.73333523,0.85703521,0.00000000,1.21539243,3.03733481,2.64897699,0.00000000
-5.38169085,6.12678869,0.01650935,0.74321740,0.88404369,0.00000000,1.24568530,3.13495086,2.75302628,0.00000000
-5.37568784,6.30304613,0.01650215,0.75186557,0.91147658,0.00000000,1.27545294,3.23354948,2.85465131,0.00000000
-5.36968484,6.47643279,0.01662900,0.75933364,0.93913582,0.00000000,1.30421096,3.33192370,2.95240198,0.00000000
-5.36368184,6.64486564,0.01689115,0.76567766,0.96683554,0.00000000,1.33150913,3.42885331,3.04489383,0.00000000
-5.35767884,6.80636184,0.01728862,0.77095381,0.99440916,0.00000000,1.35695125,3.52313980,3.13085147,0.00000000
-5.35167584,6.95910082,0.01782036,0.77521697,1.02171464,0.00000000,1.38021301,3.61364036,3.20914895,0.00000000
-5.34567284,7.10147956,0.01848446,0.77851979,1.04863748,0.00000000,1.40105685,3.69929954,3.27884527,0.00000000
-5.33966983,7.23215921,0.01927831,0.78091246,1.07509148,0.00000000,1.41934298,3.77917746,3.33921365,0.00000000
-5.33366683,7.35010079,0.02019871,0.78244303,1.10101715,0.00000000,1.43503618,3.85247348,3.38976326,0.00000000
-5.32766383,7.45458900,0.02124194,0.78315827,1.12637791,0.00000000,1.44820780,3.91854439,3.43025268,0.00000000
-5.32166083,7.54524318,0.02240381,0.78310500,1.15115456,0.00000000,1.45903299,3.97691680,3.46069430,0.00000000
-5.31565783,7.62201531,0.02367963,0.78233166,1.17533824,0.00000000,1.46778326,4.02729313,3.48134983,0.00000000
-5.30965483,7.68517539,0.02506418,0.78089002,1.19892252,0.00000000,1.47481451,4.06955127,3.49271687,0.00000000
-5.30365183,7.73528503,0.02655169,0.77883673,1.22189525,0.00000000,1.48055124,4.10373815,3.49550721,0.00000000
-5.29764882,7.77316056,0.02813566,0.77623470,1.24423054,0.00000000,1.48546751,4.13005737,3.49061772,0.00000000
-5.29164582,7.79982719,0.02980885,0.77315381,1.26588161,0.00000000,1.49006544,4.14885180,3.47909502,0.00000000
-5.28564282,7.81646625,0.03156313,0.76967105,1.28677484,0.00000000,1.49485227,4.16058175,3.46209512,0.00000000
-5.27963982,7.82435760,0.03338942,0.76586978,1.30680550,0.00000000,1.50031679,4.16579957,3.44083983,0.00000000
-5.27363682,7.82481933,0.03527759,0.76183805,1.32583533,0.00000000,1.50690622,4.16512192,3.41657124,0.00000000
-5.26763382,7.81914730,0.03721645,0.75766596,1.34369217,0.00000000,1.51500451,4.15920064,3.39050625,0.00000000
-5.26163082,7.80855669,0.03919370,0.75344214,1.36017168,0.00000000,1.52491289,4.14869348,3.36379260,0.00000000
-5.25562781,7.79412787,0.04119605,0.74924944,1.37504100,0.00000000,1.53683354,4.13423583,3.33746812,0.00000000
-5.24962481,7.77675881,0.04320922,0.74516000,1.38804425,0.00000000,1.55085703,4.11641463,3.31242463,0.00000000
-5.24362181,7.75712600,0.04521813,0.74123009,1.39890952,0.00000000,1.56695414,4.09574558,3.28937792,0.00000000
-5.23761881,7.73565563,0.04720711,0.73749498,1.40735717,0.00000000,1.58497235,4.07265468,3.26884485,0.00000000
-5.23161581,7.71250648,0.04916015,0.73396415,1.41310893,0.00000000,1.60463730,4.04746494,3.25112853,0.00000000
-5.22561281,7.68756566,0.05106117,0.73061739,1.41589758,0.00000000,1.62555923,4.02038905,3.23631220,0.00000000
-5.21960980,7.66045767,0.05289441,0.72740195,1.41547677,0.00000000,1.64724407,3.99152837,3.22426203,0.00000000
-5.21360680,7.63056705,0.05464476,0.72423131,1.41163070,0.00000000,1.66910906,3.96087867,3.21463900,0.00000000
-5.20760380,7.59707402,0.05629814,0.72098549,1.40418327,0.00000000,1.69050211,3.92834235,3.20691923,0.00000000
-5.20160080,7.55900223,0.05784185,0.71751343,1.39300648,0.00000000,1.71072434,3.89374691,3.20042231,0.00000000
-5.19559780,7.51527680,0.05926494,0.71363716,1.37802779,0.00000000,1.72905486,3.85686900,3.19434636,0.00000000
-5.18959480,7.46479056,0.06055841,0.70915785,1.35923626,0.00000000,1.74477693,3.81746295,3.18780863,0.00000000
-5.18359180,7.40647587,0.06171549,0.70386360,1.33668724,0.00000000,1.75720433,3.77529266,3.17988996,0.00000000
-5.17758879,7.33937885,0.06273168,0.69753840,1.31050557,0.00000000,1.76570716,3.73016526,3.16968134,0.00000000
-5.17158579,7.26273266,0.06360480,0.68997218,1.28088707,0.00000000,1.76973577,3.68196497,3.15633060,0.00000000
-5.16558279,7.17602664,0.06433486,0.68097120,1.24809837,0.00000000,1.76884219,3.63068531,3.13908739,0.00000000
-5.15957979,7.07906769,0.06492388,0.67036840,1.21247503,0.00000000,1.76269810,3.57645801,3.11734442,0.00000000
-5.15357679,6.97203089,0.06537552,0.65803314,1.17441800,0.00000000,1.75110882,3.51957690,3.09067339,0.00000000
-5.14757379,6.85549679,0.06569478,0.64387978,1.13438844,0.00000000,1.73402280,3.46051521,3.05885387,0.00000000
-5.14157079,6.73047293,0.06588745,0.62787474,1.09290116,0.00000000,1.71153651,3.39993522,3.02189407,0.00000000
-5.13556778,6.59839846,0.06595971,0.61004159,1.05051677,0.00000000,1.68389469,3.33868904,2.98004261,0.00000000
-5.12956478,6.46113080,0.06591759,0.59046394,1.00783271,0.00000000,1.65148611,3.27781027,2.93379067,0.00000000
-5.12356178,6.32091465,0.06576659,0.56928594,0.96547353,0.00000000,1.61483537,3.21849607,2.88386461,0.00000000
-5.11755878,6.18033398,0.06551128,0.54671053,0.92408061,0.00000000,1.57459109,3.16208011,2.83120933,0.00000000
-5.11155578,6.04224862,0.06515505,0.52299535,0.88430150,0.00000000,1.53151135,3.10999702,2.77696298,0.00000000
-5.10555278,5.90971760,0.06469998,0.49844663,0.84677941,0.00000000,1.48644692,3.06373922,2.72242410,0.00000000
-5.09954977,5.78591194,0.06414687,0.47341138,0.81214273,0.00000000,1.44032299,3.02480788,2.66901260,0.00000000
-5.09354677,5.67401994,0.06349537,0.44826819,0.78099509,0.00000000,1.39412012,2.99465929,2.61822578,0.00000000
-5.08754377,5.57714831,0.06274433,0.42341712,0.75390597,0.00000000,1.34885499,2.97464891,2.57159135,0.00000000
-5.08154077,5.49822263,0.06189221,0.39926903,0.73140204,0.00000000,1.30556130,2.96597498,2.53061885,0.00000000
-5.07553777,5.43989048,0.06093765,0.37623483,0.71395918,0.00000000,1.26527127,2.96962399,2.49675130,0.00000000
-5.06953477,5.40443057,0.05988007,0.35471498,0.70199538,0.00000000,1.22899780,2.98632012,2.47131858,0.00000000
-5.06353177,5.39367083,0.05872032,0.33508955,0.69586439,0.00000000,1.19771754,3.01648080,2.45549404,0.00000000
-5.05752876,5.40891831,0.05746137,0.31770919,0.69585002,0.00000000,1.17235462,3.06018038,2.45025562,0.00000000
-5.05152576,5.45090293,0.05610885,0.30288701,0.70216121,0.00000000,1.15376512,3.11712366,2.45635263,0.00000000
-5.04552276,5.51973721,0.05467158,0.29089174,0.71492766,0.00000000,1.14272209,3.18663071,2.47427897,0.00000000
-5.03951976,5.61489312,0.05316192,0.28194196,0.73419607,0.00000000,1.13990100,3.26763407,2.50425357,0.00000000
-5.03351676,5.73519709,0.05159606,0.27620167,0.75992699,0.00000000,1.14586560,3.35868913,2.54620851,0.00000000
-5.02751376,5.87884333,0.04999398,0.27377699,0.79199238,0.00000000,1.16105434,3.45799766,2.59978494,0.00000000
-5.02151076,6.04342545,0.04837937,0.27471401,0.83017390,0.00000000,1.18576739,3.56344448,2.66433698,0.00000000
-5.01550775,6.22598556,0.04677934,0.27899777,0.87416222,0.00000000,1.22015471,3.67264614,2.73894333,0.00000000
-5.00950475,6.42307969,0.04522389,0.28655235,0.92355751,0.00000000,1.26420564,3.78301057,2.82242628,0.00000000
-5.00350175,6.63085772,0.04374533,0.29724192,0.97787133,0.00000000,1.31774052,3.89180566,2.91337765,0.00000000
-4.99749875,6.84515586,0.04237749,0.31087290,1.03653029,0.00000000,1.38040510,3.99623459,3.01019089,0.00000000
-4.99149575,7.06159886,0.04115490,0.32719713,1.09888163,0.00000000,1.45166839,4.09351533,3.11109863,0.00000000
-4.98549275,7.27570931,0.04011187,0.34591615,1.16420105,0.00000000,1.53082472,4.18096138,3.21421455,0.00000000
-4.97948974,7.48302060,0.03928156,0.36668653,1.23170282,0.00000000,1.61700046,4.25606080,3.31757874,0.00000000
-4.97348674,7.67919042,0.03869504,0.38912625,1.30055233,0.00000000,1.70916594,4.31655054,3.41920510,0.00000000
-4.96748374,7.86011120,0.03838042,0.41282226,1.36988094,0.00000000,1.80615277,4.36048318,3.51712978,0.00000000
-4.96148074,8.02201421,0.03836196,0.43733891,1.43880299,0.00000000,1.90667650,4.38628358,3.60945909,0.00000000
-4.95547774,8.16156400,0.03865938,0.46222735,1.50643448,0.00000000,2.00936410,4.39279325,3.69441574,0.00000000
-4.94947474,8.27594020,0.03928716,0.48703553,1.57191306,0.00000000,2.11278590,4.37930080,3.77038200,0.00000000
-4.94347174,8.36290415,0.04025403,0.51131875,1.63441853,0.00000000,2.21549061,4.34555746,3.83593840,0.00000000
-4.93746873,8.42084798,0.04156255,0.53465026,1.69319312,0.00000000,2.31604241,4.29177719,3.88989691,0.00000000
-4.93146573,8.44882481,0.04320886,0.55663168,1.74756072,0.00000000,2.41305853,4.21862172,3.93132742,0.00000000
-4.92546273,8.44655881,0.04518250,0.57690279,1.79694414,0.00000000,2.50524563,4.12717137,3.95957663,0.00000000
-4.91945973,8.41443503,0.04746647,0.59515032,1.84087938,0.00000000,2.59143334,4.01888311,3.97427863,0.00000000
-4.91345673,8.35346913,0.05003737,0.61111529,1.87902640,0.00000000,2.67060340,3.89553772,3.97535687,0.00000000
-4.90745373,8.26525823,0.05286567,0.62459861,1.91117534,0.00000000,2.74191280,3.75917853,3.96301712,0.00000000
-4.90145073,8.15191458,0.05591615,0.63546459,1.93724797,0.00000000,2.80470984,3.61204425,3.93773189,0.00000000
-4.89544772,8.01598427,0.05914846,0.64364215,1.95729397,0.00000000,2.85854222,3.45649845,3.90021652,0.00000000
-4.88944472,7.86035408,0.06251779,0.64912376,1.97148203,0.00000000,2.90315680,3.29495870,3.85139797,0.00000000
-4.88344172,7.68814962,0.06597565,0.65196190,1.98008616,0.00000000,2.93849104,3.12982764,3.79237733,0.00000000
-4.87743872,7.50262861,0.06947073,0.65226340,1.98346758,0.00000000,2.96465667,2.96342855,3.72438750,0.00000000
-4.87143572,7.30707316,0.07294988,0.65018184,1.98205318,0.00000000,2.98191651,2.79794733,3.64874763,0.00000000
-4.86543272,7.10468499,0.07635906,0.64590831,1.97631157,0.00000000,2.99065601,2.63538266,3.56681620,0.00000000
-4.85942971,6.89848757,0.07964437,0.63966122,1.96672777,0.00000000,2.99135093,2.47750556,3.47994454,0.00000000
-4.85342671,6.69123881,0.08275311,0.63167538,1.95377812,0.00000000,2.98453335,2.32582910,3.38943270,0.00000000
-4.84742371,6.48535743,0.08563475,0.62219114,1.93790652,0.00000000,2.97075779,2.18158888,3.29648958,0.00000000
-4.84142071,6.28286594,0.08824186,0.61144408,1.91950341,0.00000000,2.95056954,2.04573400,3.20219876,0.00000000
-4.83541771,6.08535205,0.09053105,0.59965567,1.89888855,0.00000000,2.92447701,1.91892839,3.10749151,0.00000000
-4.82941471,5.89394987,0.09246371,0.58702549,1.87629861,0.00000000,2.89292953,1.80156171,3.01312809,0.00000000
-4.82341171,5.70934134,0.09400673,0.57372523,1.85188016,0.00000000,2.85630184,1.69376874,2.91968774,0.00000000
-4.81740870,5.53177732,0.09513304,0.55989478,1.82568837,0.00000000,2.81488600,1.59545630,2.82756784,0.00000000
-4.81140570,5.36111718,0.09582201,0.54564047,1.79769153,0.00000000,2.76889083,1.50633609,2.73699183,0.00000000
-4.80540270,5.19688449,0.09605980,0.53103546,1.76778091,0.00000000,2.71844885,1.42596209,2.64802532,0.00000000
-4.79939970,5.03833621,0.09583944,0.51612216,1.73578548,0.00000000,2.66362973,1.35377094,2.56059929,0.00000000
-4.79339670,4.88454172,0.09516089,0.50091625,1.70149032,0.00000000,2.60445938,1.28912366,2.47453899,0.00000000
-4.78739370,4.73446783,0.09403088,0.48541224,1.66465783,0.00000000,2.54094299,1.23134729,2.38959693,0.00000000
-4.78139070,4.58706567,0.09246267,0.46958989,1.62505029,0.00000000,2.47309058,1.17977473,2.30548804,0.00000000
-4.77538769,4.44135518,0.09047571,0.45342110,1.58245244,0.00000000,2.40094302,1.13378160,2.22192513,0.00000000
-4.76938469,4.29650318,0.08809512,0.43687697,1.53669289,0.00000000,2.32459694,1.09281872,2.13865281,0.00000000
-4.76338169,4.15189137,0.08535113,0.41993432,1.48766297,0.00000000,2.24422671,1.05643915,2.05547800,0.00000000
-4.75737869,4.00717097,0.08227848,0.40258154,1.43533209,0.00000000,2.16010208,1.02431893,1.97229561,0.00000000
-4.75137569,3.86230163,0.07891562,0.38482331,1.37975889,0.00000000,2.07260032,0.99627069,1.88910807,0.00000000
-4.74537269,3.71757275,0.07530400,0.36668394,1.32109742,0.00000000,1.98221207,0.97224988,1.80603777,0.00000000
-4.73936968,3.57360646,0.07148724,0.34820937,1.25959835,0.00000000,1.88954038,0.95235324,1.72333205,0.00000000
-4.73336668,3.43134215,0.06751027,0.32946749,1.19560523,0.00000000,1.79529310,0.93680971,1.64136041,0.00000000
-4.72736368,3.29200351,0.06341851,0.31054722,1.12954600,0.00000000,1.70026883,0.92596397,1.56060443,0.00000000
-4.72136068,3.15704961,0.05925704,0.29155608,1.06192061,0.00000000,1.60533737,0.92025341,1.48164092,0.00000000
-4.71535768,3.02811263,0.05506979,0.27261678,0.99328530,0.00000000,1.51141538,0.92017912,1.40511924,0.00000000
-4.70935468,2.90692488,0.05089879,0.25386292,0.92423460,0.00000000,1.41943891,0.92627223,1.33173421,0.00000000
-4.70335168,2.79523876,0.04678349,0.23543410,0.85538205,0.00000000,1.33033377,0.93905671,1.26219573,0.00000000
-4.69734867,2.69474324,0.04276012,0.21747083,0.78734061,0.00000000,1.24498553,0.95901025,1.19719694,0.00000000
-4.69134567,2.60698065,0.03886126,0.20010939,0.72070379,0.00000000,1.16421039,0.98652474,1.13738224,0.00000000
-4.68534267,2.53326757,0.03511534,0.18347705,0.65602825,0.00000000,1.08872836,1.02186802,1.08331693,0.00000000
-4.67933967,2.47462333,0.03154646,0.16768780,0.59381881,0.00000000,1.01913990,1.06514871,1.03545968,0.00000000
-4.67333667,2.43170939,0.02817416,0.15283886,0.53451616,0.00000000,0.95590707,1.11628581,0.99413927,0.00000000
-4.66733367,2.40478230,0.02501340,0.13900794,0.47848782,0.00000000,0.89933988,1.17498444,0.95953658,0.00000000
-4.66133067,2.39366254,0.02207469,0.12625157,0.42602246,0.00000000,0.84958843,1.24071945,0.93167259,0.00000000
-4.65532766,2.39772058,0.01936421,0.11460433,0.37732754,0.00000000,0.80664103,1.31272777,0.91040308,0.00000000
-4.64932466,2.41588125,0.01688415,0.10407905,0.33253015,0.00000000,0.77032821,1.39001046,0.89542008,0.00000000
-4.64332166,2.44664630,0.01463304,0.09466790,0.29168067,0.00000000,0.74033257,1.47134490,0.88626019,0.00000000
