energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.81990995,2.58530191,0.03003686,0.02330821,0.99469330,0.33036685,0.01667961,1.79640123,1.06149910,0.27583614
-5.81390695,2.66785452,0.03067940,0.02367592,1.02354719,0.34038053,0.01763855,1.85508755,1.08446102,0.28725730
-5.80790395,2.74869460,0.03141682,0.02412460,1.05160041,0.35004800,0.01862938,1.91239941,1.10705639,0.29826145
-5.80190095,2.82647247,0.03224307,0.02464085,1.07830545,0.35924654,0.01964413,1.96738530,1.12883971,0.30866555
-5.79589795,2.89982212,0.03314954,0.02520987,1.10311100,0.36785282,0.02067385,2.01908506,1.14935039,0.31828889
-5.78989495,2.96740105,0.03412535,0.02581564,1.12548006,0.37574615,0.02170865,2.06655820,1.16812855,0.32695835
-5.78389195,3.02792942,0.03515753,0.02644135,1.14490752,0.38281175,0.02273789,2.10891153,1.18473065,0.33451342
-5.77788894,3.08022642,0.03623135,0.02706966,1.16093644,0.38894365,0.02375024,2.14532483,1.19874423,0.34081091
-5.77188594,3.12324252,0.03733059,0.02768310,1.17317230,0.39404723,0.02473380,2.17507350,1.20980084,0.34572902
-5.76588294,3.15608629,0.03843784,0.02826445,1.18129456,0.39804128,0.02567628,2.19754731,1.21758688,0.34917064
-5.75987994,3.17804496,0.03953483,0.02879707,1.18506532,0.40085951,0.02656513,2.21226469,1.22185184,0.35106580
-5.75387694,3.18859822,0.04060276,0.02926525,1.18433458,0.40245150,0.02738772,2.21888211,1.22241371,0.35137314
-5.74787394,3.18742523,0.04162263,0.02965449,1.17904235,0.40278314,0.02813154,2.21719869,1.21916166,0.35008042
-5.74187094,3.17440503,0.04257557,0.02995181,1.16921742,0.40183657,0.02878442,2.20715599,1.21205596,0.34720412
-5.73586793,3.14961107,0.04344321,0.03014596,1.15497326,0.39960974,0.02933477,2.18883365,1.20112551,0.34278809
-5.72986493,3.11330045,0.04420798,0.03022764,1.13650145,0.39611558,0.02977183,2.16244124,1.18646330,0.33690147
-5.72386193,3.06589910,0.04485354,0.03018960,1.11406294,0.39138107,0.03008596,2.12830715,1.16822028,0.32963598
-5.71785893,3.00798364,0.04536501,0.03002678,1.08797779,0.38544605,0.03026890,2.08686517,1.14659799,0.32110273
-5.71185593,2.94026121,0.04572939,0.02973640,1.05861397,0.37836200,0.03031403,2.03863961,1.12184060,0.31142865
-5.70585293,2.86354805,0.04593580,0.02931792,1.02637564,0.37019087,0.03021664,1.98422953,1.09422657,0.30075278
-5.69984992,2.77874776,0.04597572,0.02877307,0.99169136,0.36100387,0.02997411,1.92429278,1.06406043,0.28922255
-5.69384692,2.68682984,0.04584326,0.02810575,0.95500283,0.35088036,0.02958612,1.85953034,1.03166493,0.27699014
-5.68784392,2.58880905,0.04553527,0.02732192,0.91675423,0.33990678,0.02905472,1.79067127,0.99737372,0.26420900
-5.68184092,2.48572599,0.04505141,0.02642948,0.87738260,0.32817562,0.02838442,1.71845860,0.96152471,0.25103072
-5.67583792,2.37862901,0.04439421,0.02543805,0.83730938,0.31578438,0.02758210,1.64363631,0.92445418,0.23760226
-5.66983492,2.26855754,0.04356896,0.02435875,0.79693309,0.30283452,0.02665697,1.56693744,0.88649157,0.22406344
-5.66383192,2.15652695,0.04258359,0.02320396,0.75662335,0.28943042,0.02562034,1.48907335,0.84795494,0.21054499
-5.65782891,2.04351481,0.04144846,0.02198699,0.71671610,0.27567811,0.02448539,1.41072414,0.80914700,0.19716684
-5.65182591,1.93044855,0.04017609,0.02072185,0.67751003,0.26168412,0.02326682,1.33253014,0.77035174,0.18403693
-5.64582291,1.81819444,0.03878079,0.01942288,0.63926411,0.24755407,0.02198052,1.25508457,0.73183143,0.17125029
-5.63981991,1.70754813,0.03727837,0.01810444,0.60219615,0.23339133,0.02064315,1.17892721,0.69382408,0.15888849
-5.63381691,1.59922651,0.03568565,0.01678064,0.56648244,0.21929557,0.01927169,1.10453924,0.65654141,0.14701943
-5.62781391,1.49386122,0.03402011,0.01546502,0.53225814,0.20536132,0.01788305,1.03233934,0.62016714,0.13569736
-5.62181091,1.39199398,0.03229950,0.01417028,0.49961859,0.19167667,0.01649361,0.96268095,0.58485592,0.12496319
-5.61580790,1.29407358,0.03054137,0.01290806,0.46862144,0.17832203,0.01511892,0.89585096,0.55073271,0.11484507
-5.60980490,1.20045512,0.02876281,0.01168876,0.43928935,0.16536905,0.01377327,0.83206982,0.51789286,0.10535911
-5.60380190,1.11140108,0.02698007,0.01052137,0.41161348,0.15287982,0.01246949,0.77149307,0.48640285,0.09651035
-5.59779890,1.02708465,0.02520832,0.00941335,0.38555738,0.14090628,0.01121868,0.71421436,0.45630167,0.08829383
-5.59179590,0.94759501,0.02346141,0.00837066,0.36106147,0.12948997,0.01003013,0.66026978,0.42760298,0.08069583
-5.58579290,0.87294439,0.02175177,0.00739764,0.33804772,0.11866199,0.00891118,0.60964356,0.40029787,0.07369522
-5.57978989,0.80307690,0.02009024,0.00649716,0.31642460,0.10844334,0.00786724,0.56227465,0.37435817,0.06726481
-5.57378689,0.73787848,0.01848604,0.00567060,0.29609205,0.09884544,0.00690188,0.51806432,0.34974021,0.06137278
-5.56778389,0.67718782,0.01694680,0.00491804,0.27694635,0.08987098,0.00601687,0.47688412,0.32638891,0.05598407
-5.56178089,0.62080768,0.01547856,0.00423837,0.25888468,0.08151487,0.00521238,0.43858414,0.30424190,0.05106177
-5.55577789,0.56851629,0.01408588,0.00362944,0.24180930,0.07376534,0.00448715,0.40300117,0.28323363,0.04656830
-5.54977489,0.52007820,0.01277188,0.00308823,0.22563120,0.06660516,0.00383871,0.36996641,0.26329917,0.04246663
-5.54377189,0.47525445,0.01153844,0.00261105,0.21027302,0.06001288,0.00326358,0.33931255,0.24437770,0.03872121
-5.53776888,0.43381143,0.01038629,0.00219370,0.19567134,0.05396399,0.00275748,0.31087988,0.22641531,0.03529885
-5.53176588,0.39552846,0.00931514,0.00183162,0.18177812,0.04843205,0.00231560,0.28452138,0.20936725,0.03216930
-5.52576288,0.36020371,0.00832386,0.00152007,0.16856143,0.04338971,0.00193272,0.26010661,0.19319947,0.02930574
-5.51975988,0.32765849,0.00741057,0.00125424,0.15600540,0.03880963,0.00160346,0.23752428,0.17788933,0.02668506
-5.51375688,0.29773988,0.00657280,0.00102943,0.14410954,0.03466514,0.00132241,0.21668380,0.16342577,0.02428795
-5.50775388,0.27032183,0.00580762,0.00084104,0.13288739,0.03093088,0.00108424,0.19751548,0.14980867,0.02209881
-5.50175088,0.24530478,0.00511170,0.00068476,0.12236479,0.02758316,0.00088386,0.17996988,0.13704778,0.02010561
-5.49574787,0.22261415,0.00448148,0.00055655,0.11257769,0.02460025,0.00071645,0.16401624,0.12516115,0.01829956
-5.48974487,0.20219771,0.00391317,0.00045274,0.10356977,0.02196251,0.00057754,0.14964013,0.11417323,0.01667471
-5.48374187,0.18402227,0.00340289,0.00037000,0.09538987,0.01965234,0.00046306,0.13684068,0.10411273,0.01522753
-5.47773887,0.16806978,0.00294671,0.00030537,0.08808937,0.01765413,0.00036933,0.12562737,0.09501044,0.01395637
-5.47173587,0.15433301,0.00254069,0.00025626,0.08171962,0.01595399,0.00029308,0.11601658,0.08689702,0.01286101
-5.46573287,0.14281112,0.00218093,0.00022043,0.07632948,0.01453959,0.00023144,0.10802806,0.07980080,0.01194210
-5.45972986,0.13350517,0.00186364,0.00019596,0.07196289,0.01339973,0.00018192,0.10168133,0.07374583,0.01120070
-5.45372686,0.12641362,0.00158512,0.00018124,0.06865674,0.01252405,0.00014236,0.09699226,0.06874998,0.01063778
-5.44772386,0.12152813,0.00134181,0.00017489,0.06643884,0.01190263,0.00011095,0.09396964,0.06482337,0.01025381
-5.44172086,0.11882943,0.00113031,0.00017579,0.06532605,0.01152562,0.00008615,0.09261202,0.06196688,0.01004833
-5.43571786,0.11828359,0.00094740,0.00018298,0.06532266,0.01138279,0.00006667,0.09290477,0.06017100,0.01001959
-5.42971486,0.11983857,0.00079004,0.00019566,0.06641898,0.01146322,0.00005146,0.09481733,0.05941478,0.01016422
-5.42371186,0.12342122,0.00065538,0.00021317,0.06859007,0.01175489,0.00003964,0.09830087,0.05966511,0.01047697
-5.41770885,0.12893472,0.00054078,0.00023490,0.07179482,0.01224437,0.00003050,0.10328626,0.06087616,0.01095047
-5.41170585,0.13625662,0.00044380,0.00026032,0.07597522,0.01291655,0.00002349,0.10968251,0.06298907,0.01157506
-5.40570285,0.14523748,0.00036219,0.00028893,0.08105604,0.01375442,0.00001813,0.11737577,0.06593189,0.01233867
-5.39969985,0.15570041,0.00029393,0.00032025,0.08694485,0.01473896,0.00001407,0.12622888,0.06961989,0.01322681
-5.39369685,0.16744134,0.00023718,0.00035378,0.09353248,0.01584903,0.00001103,0.13608170,0.07395608,0.01422260
-5.38769385,0.18023033,0.00019028,0.00038902,0.10069402,0.01706145,0.00000878,0.14675222,0.07883214,0.01530687
-5.38169085,0.19381397,0.00015176,0.00042547,0.10829029,0.01835117,0.00000715,0.15803849,0.08412976,0.01645842
-5.37568784,0.20791879,0.00012034,0.00046260,0.11616997,0.01969150,0.00000603,0.16972147,0.08972232,0.01765428
-5.36968484,0.22225583,0.00009487,0.00049989,0.12417216,0.02105452,0.00000531,0.18156877,0.09547699,0.01887015
-5.36368184,0.23652624,0.00007438,0.00053681,0.13212963,0.02241153,0.00000495,0.19333927,0.10125721,0.02008089
-5.35767884,0.25042783,0.00005801,0.00057287,0.13987241,0.02373368,0.00000492,0.20478847,0.10692553,0.02126107
-5.35167584,0.26366242,0.00004505,0.00060762,0.14723189,0.02499260,0.00000521,0.21567453,0.11234667,0.02238563
-5.34567284,0.27594373,0.00003488,0.00064071,0.15404509,0.02616115,0.00000585,0.22576472,0.11739082,0.02343058
-5.33966983,0.28700567,0.00002699,0.00067189,0.16015914,0.02721419,0.00000689,0.23484218,0.12193700,0.02437371
-5.33366683,0.29661058,0.00002098,0.00070103,0.16543565,0.02812935,0.00000843,0.24271266,0.12587643,0.02519532
-5.32766383,0.30455723,0.00001650,0.00072823,0.16975492,0.02888780,0.00001060,0.24921101,0.12911563,0.02587891
-5.32166083,0.31068824,0.00001330,0.00075379,0.17301973,0.02947495,0.00001356,0.25420720,0.13157940,0.02641189
-5.31565783,0.31489656,0.00001115,0.00077829,0.17515854,0.02988109,0.00001755,0.25761160,0.13321322,0.02678610
-5.30965483,0.31713088,0.00000993,0.00080261,0.17612807,0.03010190,0.00002287,0.25937922,0.13398523,0.02699834
-5.30365183,0.31739955,0.00000954,0.00082801,0.17591499,0.03013891,0.00002990,0.25951291,0.13388757,0.02705075
-5.29764882,0.31577312,0.00000991,0.00085614,0.17453669,0.02999970,0.00003910,0.25806521,0.13293707,0.02695104
-5.29164582,0.31238512,0.00001106,0.00088911,0.17204117,0.02969808,0.00005107,0.25513894,0.13117520,0.02671262
-5.28564282,0.30743124,0.00001299,0.00092950,0.16850597,0.02925403,0.00006653,0.25088632,0.12866734,0.02635455
-5.27963982,0.30116694,0.00001578,0.00098041,0.16403616,0.02869356,0.00008635,0.24550687,0.12550142,0.02590139
-5.27363682,0.29390348,0.00001953,0.00104552,0.15876155,0.02804837,0.00011159,0.23924400,0.12178582,0.02538290
-5.26763382,0.28600261,0.00002436,0.00112903,0.15283322,0.02735547,0.00014352,0.23238054,0.11764687,0.02483361
-5.26163082,0.27787002,0.00003044,0.00123575,0.14641946,0.02665663,0.00018361,0.22523325,0.11322582,0.02429223
-5.25562781,0.26994784,0.00003795,0.00137104,0.13970131,0.02599772,0.00023362,0.21814656,0.10867548,0.02380107
-5.24962481,0.26270623,0.00004711,0.00154084,0.13286788,0.02542810,0.00029555,0.21148573,0.10415663,0.02340526
-5.24362181,0.25663438,0.00005817,0.00175155,0.12611157,0.02499977,0.00037172,0.20562946,0.09983434,0.02315194
-5.23761881,0.25223102,0.00007137,0.00201004,0.11962331,0.02476664,0.00046475,0.20096226,0.09587417,0.02308936
-5.23161581,0.24999456,0.00008699,0.00232352,0.11358803,0.02478363,0.00057756,0.19786657,0.09243854,0.02326596
-5.22561281,0.25041299,0.00010532,0.00269943,0.10818037,0.02510585,0.00071342,0.19671483,0.08968308,0.02372932
-5.21960980,0.25395360,0.00012663,0.00314527,0.10356080,0.02578759,0.00087586,0.19786150,0.08775326,0.02452516
-5.21360680,0.26105273,0.00015120,0.00366846,0.09987212,0.02688146,0.00106873,0.20163520,0.08678121,0.02569621
-5.20760380,0.27210543,0.00017929,0.00427610,0.09723644,0.02843732,0.00129609,0.20833093,0.08688272,0.02728113
-5.20160080,0.28745529,0.00021110,0.00497475,0.09575264,0.03050130,0.00156219,0.21820258,0.08815464,0.02931339
-5.19559780,0.30738455,0.00024684,0.00577018,0.09549434,0.03311469,0.00187137,0.23145567,0.09067249,0.03182013
-5.18959480,0.33210468,0.00028661,0.00666713,0.09650843,0.03631288,0.00222801,0.24824068,0.09448844,0.03482114
-5.18359180,0.36174758,0.00033049,0.00766901,0.09881403,0.04012426,0.00263635,0.26864684,0.09962968,0.03832781
-5.17758879,0.39635786,0.00037845,0.00877766,0.10240212,0.04456910,0.00310040,0.29269693,0.10609725,0.04234231
-5.17158579,0.43588649,0.00043038,0.00999314,0.10723572,0.04965854,0.00362379,0.32034304,0.11386529,0.04685685
-5.16558279,0.48018611,0.00048607,0.01131353,0.11325063,0.05539363,0.00420957,0.35146377,0.12288099,0.05185318
-5.15957979,0.52900860,0.00054520,0.01273477,0.12035688,0.06176450,0.00486003,0.38586308,0.13306507,0.05730236
-5.15357679,0.58200527,0.00060735,0.01425062,0.12844093,0.06874975,0.00557659,0.42327108,0.14431305,0.06316484
-5.14757379,0.63872992,0.00067199,0.01585261,0.13736842,0.07631601,0.00635949,0.46334705,0.15649732,0.06939091
-5.14157079,0.69864533,0.00073848,0.01753021,0.14698784,0.08441787,0.00720773,0.50568490,0.16947002,0.07592153
-5.13556778,0.76113318,0.00080609,0.01927095,0.15713480,0.09299810,0.00811885,0.54982118,0.18306676,0.08268955
-5.12956478,0.82550756,0.00087402,0.02106070,0.16763705,0.10198831,0.00908880,0.59524566,0.19711123,0.08962143
-5.12356178,0.89103194,0.00094140,0.02288412,0.17832001,0.11130991,0.01011184,0.64141445,0.21142056,0.09663921
-5.11755878,0.95693939,0.00100732,0.02472504,0.18901288,0.12087565,0.01118052,0.68776537,0.22581136,0.10366295
-5.11155578,1.02245545,0.00107087,0.02656708,0.19955498,0.13059143,0.01228561,0.73373516,0.24010622,0.11061338
-5.10555278,1.08682303,0.00113114,0.02839417,0.20980222,0.14035859,0.01341621,0.77877810,0.25414058,0.11741478
-5.09954977,1.14932849,0.00118726,0.03019124,0.21963343,0.15007646,0.01455984,0.82238532,0.26776959,0.12399788
-5.09354677,1.20932786,0.00123845,0.03194484,0.22895627,0.15964526,0.01570263,0.86410408,0.28087478,0.13030278
-5.08754377,1.26627214,0.00128404,0.03364371,0.23771250,0.16896907,0.01682958,0.90355616,0.29337008,0.13628169
-5.08154077,1.31973035,0.00132348,0.03527940,0.24588220,0.17795889,0.01792482,0.94045447,0.30520710,0.14190125
-5.07553777,1.36940932,0.00135637,0.03684667,0.25348682,0.18653565,0.01897207,0.97461712,0.31637915,0.14714453
-5.06953477,1.41516898,0.00138251,0.03834389,0.26059078,0.19463292,0.01995494,1.00597794,0.32692379,0.15201235
-5.06353177,1.45703227,0.00140188,0.03977321,0.26730129,0.20219936,0.02085745,1.03459300,0.33692377,0.15652399
-5.05752876,1.49518871,0.00141468,0.04114062,0.27376661,0.20920064,0.02166448,1.06064229,0.34650600,0.16071708
-5.05152576,1.52999128,0.00142132,0.04245579,0.28017230,0.21562072,0.02236217,1.08442645,0.35583868,0.16464674
-5.04552276,1.56194621,0.00142241,0.04373182,0.28673575,0.22146247,0.02293844,1.10635816,0.36512633,0.16838391
-5.03951976,1.59169577,0.00141880,0.04498470,0.29369914,0.22674753,0.02338329,1.12694842,0.37460306,0.17201286
-5.03351676,1.61999463,0.00141151,0.04623272,0.30132077,0.23151531,0.02368924,1.14678810,0.38452411,0.17562807
-5.02751376,1.64768027,0.00140177,0.04749568,0.30986537,0.23582120,0.02385151,1.16652511,0.39515590,0.17933052
-5.02151076,1.67563882,0.00139097,0.04879405,0.31959354,0.23973407,0.02386823,1.18683831,0.40676514,0.18322352
-5.01550775,1.70476744,0.00138066,0.05014806,0.33075073,0.24333304,0.02374054,1.20840898,0.41960728,0.18740829
-5.00950475,1.73593497,0.00137255,0.05157681,0.34355643,0.24670374,0.02347252,1.23189106,0.43391479,0.19197955
-5.00350175,1.76994253,0.00136846,0.05309734,0.35819365,0.24993420,0.02307114,1.25788151,0.44988589,0.19702122
-4.99749875,1.80748587,0.00137030,0.05472395,0.37479959,0.25311055,0.02254595,1.28689204,0.46767416,0.20260249
-4.99149575,1.84912121,0.00138012,0.05646750,0.39345754,0.25631271,0.02190886,1.31932359,0.48737956,0.20877445
-4.98549275,1.89523635,0.00140003,0.05833497,0.41419066,0.25961041,0.02117371,1.35544468,0.50904134,0.21556749
-4.97948974,1.94602825,0.00143224,0.06032927,0.43695779,0.26305959,0.02035584,1.39537477,0.53263317,0.22298953
-4.97348674,2.00148852,0.00147905,0.06244917,0.46165159,0.26669950,0.01947165,1.43907346,0.55806077,0.23102527
-4.96748374,2.06139730,0.00154284,0.06468957,0.48809904,0.27055056,0.01853805,1.48633601,0.58516227,0.23963634
-4.96148074,2.12532620,0.00162606,0.06704193,0.51606440,0.27461326,0.01757205,1.53679561,0.61371120,0.24876265
-4.95547774,2.19264992,0.00173128,0.06949494,0.54525445,0.27886795,0.01659023,1.58993220,0.64342213,0.25832445
-4.94947474,2.26256623,0.00186115,0.07203531,0.57532580,0.28327576,0.01560835,1.64508761,0.67395873,0.26822542
-4.94347174,2.33412333,0.00201841,0.07464872,0.60589400,0.28778043,0.01464102,1.70148616,0.70494373,0.27835632
-4.93746873,2.40625318,0.00220588,0.07732078,0.63654402,0.29231111,0.01370135,1.75825999,0.73597053,0.28859915
-4.93146573,2.47780931,0.00242647,0.08003805,0.66684170,0.29678581,0.01280074,1.81447777,0.76661581,0.29883157
-4.92546273,2.54760724,0.00268312,0.08278890,0.69634562,0.30111550,0.01194880,1.86917562,0.79645263,0.30893141
-4.91945973,2.61446562,0.00297881,0.08556432,0.72461898,0.30520844,0.01115319,1.92138866,0.82506326,0.31878091
-4.91345673,2.67724614,0.00331651,0.08835848,0.75124096,0.30897475,0.01041967,1.97018205,0.85205144,0.32827063
-4.90745373,2.73489059,0.00369912,0.09116915,0.77581724,0.31233063,0.00975220,2.01467998,0.87705332,0.33730279
-4.90145073,2.78645326,0.00412942,0.09399778,0.79798920,0.31520244,0.00915298,2.05409155,0.89974669,0.34579388
-4.89544772,2.83112779,0.00461001,0.09684937,0.81744158,0.31753000,0.00862268,2.08773257,0.91985828,0.35367652
-4.88944472,2.86826723,0.00514322,0.09973211,0.83390853,0.31926934,0.00816061,2.11504266,0.93716880,0.36090042
-4.88344172,2.89739705,0.00573107,0.10265671,0.84717777,0.32039441,0.00776489,2.13559698,0.95151566,0.36743261
-4.87743872,2.91822097,0.00637512,0.10563567,0.85709300,0.32089806,0.00743273,2.14911279,0.96279350,0.37325686
-4.87143572,2.93061981,0.00707649,0.10868225,0.86355463,0.32079197,0.00716056,2.15545071,0.97095259,0.37837240
-4.86543272,2.93464405,0.00783567,0.11180950,0.86651897,0.32010571,0.00694430,2.15461112,0.97599549,0.38279221
-4.85942971,2.93050101,0.00865254,0.11502918,0.86599609,0.31888506,0.00677948,2.14672634,0.97797214,0.38654077
-4.85342671,2.91853761,0.00952625,0.11835076,0.86204655,0.31718956,0.00666141,2.13204921,0.97697398,0.38965176
-4.84742371,2.89921993,0.01045520,0.12178048,0.85477737,0.31508961,0.00658531,2.11093889,0.97312729,0.39216548
-4.84142071,2.87311074,0.01143697,0.12532058,0.84433726,0.31266312,0.00654644,2.08384467,0.96658638,0.39412644
-4.83541771,2.84084614,0.01246830,0.12896870,0.83091160,0.30999206,0.00654010,2.05128866,0.95752672,0.39558109
-4.82941471,2.80311226,0.01354505,0.13271747,0.81471706,0.30715887,0.00656178,2.01384800,0.94613859,0.39657572
-4.82341171,2.76062289,0.01466222,0.13655432,0.79599626,0.30424310,0.00660712,1.97213724,0.93262123,0.39715477
-4.81740870,2.71409869,0.01581392,0.14046151,0.77501240,0.30131821,0.00667199,1.92679148,0.91717785,0.39735936
-4.81140570,2.66424858,0.01699339,0.14441637,0.75204397,0.29844878,0.00675245,1.87845055,0.90001145,0.39722625
-4.80540270,2.61175337,0.01819301,0.14839170,0.72737968,0.29568821,0.00684475,1.82774462,0.88132151,0.39678706
-4.79939970,2.55725211,0.01940433,0.15235637,0.70131349,0.29307679,0.00694537,1.77528140,0.86130147,0.39606786
-4.79339670,2.50133099,0.02061811,0.15627608,0.67413983,0.29064050,0.00705094,1.72163504,0.84013702,0.39508898
-4.78739370,2.44451490,0.02182435,0.16011423,0.64614905,0.28839019,0.00715829,1.66733682,0.81800490,0.39386513
-4.78139070,2.38726162,0.02301237,0.16383287,0.61762314,0.28632140,0.00726438,1.61286772,0.79507230,0.39240578
-4.77538769,2.32995851,0.02417085,0.16739379,0.58883166,0.28441477,0.00736636,1.55865279,0.77149654,0.39071569
-4.76938469,2.27292169,0.02528795,0.17075965,0.56002811,0.28263687,0.00746149,1.50505749,0.74742516,0.38879580
-4.76338169,2.21639768,0.02635142,0.17389518,0.53144668,0.28094156,0.00754720,1.45238597,0.72299614,0.38664420
-4.75737869,2.16056742,0.02734875,0.17676842,0.50329961,0.27927183,0.00762108,1.40088119,0.69833837,0.38425751
-4.75137569,2.10555259,0.02826734,0.17935198,0.47577509,0.27756200,0.00768090,1.35072721,0.67357227,0.38163228
-4.74537269,2.05142413,0.02909466,0.18162425,0.44903596,0.27574032,0.00772461,1.30205323,0.64881059,0.37876678
-4.73936968,1.99821279,0.02981858,0.18357064,0.42321910,0.27373177,0.00775041,1.25493957,0.62415941,0.37566282
-4.73336668,1.94592137,0.03042752,0.18518462,0.39843574,0.27146117,0.00775678,1.20942540,0.59971934,0.37232770
-4.72736368,1.89453834,0.03091082,0.18646874,0.37477250,0.26885639,0.00774250,1.16551780,0.57558700,0.36877619
-4.72136068,1.84405224,0.03125901,0.18743532,0.35229325,0.26585154,0.00770672,1.12320216,0.55185661,0.36503242
-4.71535768,1.79446640,0.03146409,0.18810692,0.33104170,0.26239013,0.00764901,1.08245317,0.52862185,0.36113148
-4.70935468,1.74581307,0.03151984,0.18851652,0.31104450,0.25842805,0.00756940,1.04324618,0.50597774,0.35712076
-4.70335168,1.69816642,0.03142213,0.18870720,0.29231478,0.25393617,0.00746844,1.00556827,0.48402256,0.35306069
-4.69734867,1.65165349,0.03116908,0.18873149,0.27485591,0.24890256,0.00734724,0.96942850,0.46285963,0.34902494
-4.69134567,1.60646240,0.03076130,0.18865014,0.25866529,0.24333416,0.00720748,0.93486675,0.44259881,0.34509986
-4.68534267,1.56284726,0.03020199,0.18853057,0.24373795,0.23725779,0.00705146,0.90196069,0.42335759,0.34138317
-4.67933967,1.52112906,0.02949698,0.18844472,0.23006968,0.23072043,0.00688207,0.87083032,0.40526154,0.33798175
-4.67333667,1.48169249,0.02865469,0.18846659,0.21765974,0.22378878,0.00670278,0.84163987,0.38844411,0.33500873
-4.66733367,1.44497828,0.02768603,0.18866948,0.20651264,0.21654800,0.00651759,0.81459661,0.37304549,0.33257985
-4.66133067,1.41147138,0.02660414,0.18912297,0.19663927,0.20909965,0.00633098,0.78994676,0.35921060,0.33080919
-4.65532766,1.38168529,0.02542412,0.18988984,0.18805700,0.20155900,0.00614781,0.76796830,0.34708618,0.32980457
-4.64932466,1.35614297,0.02416271,0.19102309,0.18078891,0.19405158,0.00597320,0.74896107,0.33681681,0.32966267
-4.64332166,1.33535537,0.02283778,0.19256315,0.17486219,0.18670936,0.00581239,0.73323452,0.32854025,0.33046429
