energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-6.00000000,2.14519590,0.00388907,0.00000000,0.00007136,1.70447496,0.91197475,1.35905799
-5.99399700,2.03064822,0.00431508,0.00000000,0.00008943,1.61115284,0.87307290,1.27823858
-5.98799400,1.91919912,0.00487191,0.00000000,0.00011354,1.51977596,0.83715351,1.19786181
-5.98199100,1.81403842,0.00558501,0.00000000,0.00014492,1.43278690,0.80578930,1.11972710
-5.97598799,1.71828765,0.00648257,0.00000000,0.00018509,1.35255619,0.78054106,1.04556277
-5.96998499,1.63494663,0.00759539,0.00000000,0.00023594,1.28133899,0.76293052,0.97699397
-5.96398199,1.56684612,0.00895659,0.00000000,0.00029978,1.22123685,0.75441407,0.91551577
-5.95797899,1.51660639,0.01060132,0.00000000,0.00037936,1.17416460,0.75635721,0.86247149
-5.95197599,1.48660151,0.01256624,0.00000000,0.00047794,1.14182223,0.77000951,0.81903615
-5.94597299,1.47892849,0.01488892,0.00000000,0.00059933,1.12567126,0.79648016,0.78620456
-5.93996998,1.49538069,0.01760706,0.00000000,0.00074797,1.12691517,0.83671375,0.76478366
-5.93396698,1.53742449,0.02075763,0.00000000,0.00092895,1.14648326,0.89146657,0.75538835
-5.92796398,1.60617877,0.02437576,0.00000000,0.00114806,1.18501764,0.96128337,0.75844016
-5.92196098,1.70239656,0.02849366,0.00000000,0.00141181,1.24286280,1.04647525,0.77416829
-5.91595798,1.82644887,0.03313931,0.00000000,0.00172747,1.32005793,1.14709914,0.80261242
-5.90995498,1.97831072,0.03833519,0.00000000,0.00210300,1.41633189,1.26293975,0.84362698
-5.90395198,2.15754996,0.04409693,0.00000000,0.00254707,1.53110135,1.39349508,0.89688665
-5.89794897,2.36331960,0.05043200,0.00000000,0.00306892,1.66347252,1.53796649,0.96189308
-5.89194597,2.59435472,0.05733853,0.00000000,0.00367831,1.81224712,1.69525463,1.03798280
-5.88594297,2.84897484,0.06480420,0.00000000,0.00438527,1.97593334,1.86396222,1.12433661
-5.87993997,3.12509310,0.07280533,0.00000000,0.00519995,2.15276238,2.04240467,1.21999040
-5.87393697,3.42023284,0.08130630,0.00000000,0.00613230,2.34071094,2.22862919,1.32384787
-5.86793397,3.73155260,0.09025912,0.00000000,0.00719178,2.53753010,2.42044275,1.43469498
-5.86193097,4.05587954,0.09960341,0.00000000,0.00838699,2.74078033,2.61544869,1.55121641
-5.85592796,4.38975149,0.10926675,0.00000000,0.00972521,2.94787235,2.81109158,1.67201379
-5.84992496,4.72946691,0.11916529,0.00000000,0.01121199,3.15611294,3.00470917,1.79562559
-5.84392196,5.07114199,0.12920481,0.00000000,0.01285067,3.36275481,3.19359001,1.92054826
-5.83791896,5.41077341,0.13928209,0.00000000,0.01464190,3.56504884,3.37503493,2.04525834
-5.83191596,5.74430536,0.14928659,0.00000000,0.01658320,3.76029739,3.54642024,2.16823480
-5.82591296,6.06769886,0.15910236,0.00000000,0.01866854,3.94590680,3.70526032,2.28798144
-5.81990995,6.37700162,0.16861027,0.00000000,0.02088801,4.11943748,3.84926734,2.40304843
-5.81390695,6.66841659,0.17769032,0.00000000,0.02322757,4.27864994,3.97640588,2.51205285
-5.80790395,6.93836744,0.18622402,0.00000000,0.02566889,4.42154549,4.08494031,2.61369766
-5.80190095,7.18355974,0.19409690,0.00000000,0.02818944,4.54640043,4.17347362,2.70678900
-5.79589795,7.40103643,0.20120089,0.00000000,0.03076257,4.65179318,4.24097609,2.79025143
-5.78989495,7.58822699,0.20743664,0.00000000,0.03335791,4.73662378,4.28680344,2.86314139
-5.78389195,7.74298951,0.21271566,0.00000000,0.03594188,4.80012601,4.31070401,2.92465862
-5.77788894,7.86364564,0.21696225,0.00000000,0.03847837,4.84187231,4.31281549,2.97415597
-5.77188594,7.94900810,0.22011520,0.00000000,0.04092958,4.86177221,4.29365167,3.01114749
-5.76588294,7.99840077,0.22212911,0.00000000,0.04325702,4.86006492,4.25408063,3.03531511
-5.75987994,8.01167152,0.22297548,0.00000000,0.04542259,4.83730702,4.19529540,3.04651387
-5.75387694,7.98919762,0.22264338,0.00000000,0.04738971,4.79435608,4.11877887,3.04477577
-5.74787394,7.93188359,0.22113979,0.00000000,0.04912452,4.73235084,4.02626435,3.03031197
-5.74187094,7.84115139,0.21848953,0.00000000,0.05059697,4.65268874,3.91969333,3.00351328
-5.73586793,7.71892245,0.21473485,0.00000000,0.05178193,4.55700098,3.80117173,2.96494843
-5.72986493,7.56759125,0.20993463,0.00000000,0.05266009,4.44712552,3.67292585,2.91535974
-5.72386193,7.38999001,0.20416328,0.00000000,0.05321871,4.32507800,3.53725886,2.85565576
