energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.67583792,1.85283978,0.07279003,0.00000000,0.22383884,0.62034658,0.59439120,0.30933494
-5.66983492,1.81571166,0.07032429,0.00000000,0.21620855,0.61669829,0.60152934,0.30023513
-5.66383192,1.77941527,0.06852475,0.00000000,0.20796464,0.61331323,0.61042708,0.29084887
-5.65782891,1.74445478,0.06739219,0.00000000,0.19921602,0.61034427,0.62108609,0.28129412
-5.65182591,1.71126247,0.06691669,0.00000000,0.19007222,0.60791419,0.63346416,0.27168258
-5.64582291,1.68017865,0.06707724,0.00000000,0.18064055,0.60610833,0.64746841,0.26211608
-5.63981991,1.65143511,0.06784151,0.00000000,0.17102361,0.60496874,0.66295014,0.25268361
-5.63381691,1.62514322,0.06916582,0.00000000,0.16131732,0.60449014,0.67970165,0.24345903
-5.62781391,1.60128716,0.07099523,0.00000000,0.15160942,0.60461799,0.69745548,0.23449946
-5.62181091,1.57972275,0.07326409,0.00000000,0.14197851,0.60524860,0.71588615,0.22584459
-5.61580790,1.56018195,0.07589676,0.00000000,0.13249351,0.60623162,0.73461456,0.21751673
-5.60980490,1.54228288,0.07880880,0.00000000,0.12321362,0.60737452,0.75321507,0.20952159
-5.60380190,1.52554478,0.08190850,0.00000000,0.11418861,0.60844913,0.77122499,0.20184982
-5.59779890,1.50940749,0.08509872,0.00000000,0.10545939,0.60919982,0.78815632,0.19447897
-5.59179590,1.49325425,0.08827915,0.00000000,0.09705875,0.60935302,0.80350935,0.18737607
-5.58579290,1.47643704,0.09134870,0.00000000,0.08901230,0.60862777,0.81678744,0.18050031
-5.57978989,1.45830322,0.09420815,0.00000000,0.08133933,0.60674663,0.82751267,0.17380596
-5.57378689,1.43822226,0.09676287,0.00000000,0.07405371,0.60344673,0.83524154,0.16724532
-5.56778389,1.41561148,0.09892547,0.00000000,0.06716467,0.59849032,0.83958007,0.16077144
-5.56178089,1.38995966,0.10061830,0.00000000,0.06067757,0.59167443,0.84019774,0.15434068
-5.55577789,1.36084759,0.10177575,0.00000000,0.05459440,0.58283921,0.83683955,0.14791488
-5.54977489,1.32796466,0.10234612,0.00000000,0.04891428,0.57187469,0.82933567,0.14146312
-5.54377189,1.29112099,0.10229308,0.00000000,0.04363382,0.55872553,0.81760833,0.13496305
-5.53776888,1.25025464,0.10159660,0.00000000,0.03874732,0.54339378,0.80167555,0.12840173
-5.53176588,1.20543378,0.10025333,0.00000000,0.03424699,0.52593942,0.78165152,0.12177595
-5.52576288,1.15685389,0.09827640,0.00000000,0.03012310,0.50647881,0.75774380,0.11509214
-5.51975988,1.10483034,0.09569467,0.00000000,0.02636410,0.48518114,0.73024728,0.10836586
-5.51375688,1.04978686,0.09255147,0.00000000,0.02295673,0.46226311,0.69953543,0.10162094
-5.50775388,0.99224068,0.08890290,0.00000000,0.01988622,0.43798213,0.66604911,0.09488828
-5.50175088,0.93278504,0.08481578,0.00000000,0.01713648,0.41262846,0.63028367,0.08820457
-5.49574787,0.87207017,0.08036533,0.00000000,0.01469032,0.38651661,0.59277482,0.08161077
-5.48974487,0.81078369,0.07563276,0.00000000,0.01252974,0.35997652,0.55408406,0.07515064
-5.48374187,0.74963118,0.07070278,0.00000000,0.01063625,0.33334489,0.51478436,0.06886925
-5.47773887,0.68931819,0.06566127,0.00000000,0.00899120,0.30695706,0.47544666,0.06281162
-5.47173587,0.63053408,0.06059309,0.00000000,0.00757617,0.28113980,0.43662775,0.05702161
-5.46573287,0.57393856,0.05558016,0.00000000,0.00637331,0.25620528,0.39886012,0.05154087
-5.45972986,0.52015126,0.05069994,0.00000000,0.00536570,0.23244645,0.36264400,0.04640820
-5.45372686,0.46974460,0.04602424,0.00000000,0.00453768,0.21013379,0.32844180,0.04165906
-5.44772386,0.42324002,0.04161841,0.00000000,0.00387518,0.18951374,0.29667499,0.03732538
-5.44172086,0.38110725,0.03754095,0.00000000,0.00336591,0.17080838,0.26772339,0.03343561
-5.43571786,0.34376648,0.03384349,0.00000000,0.00299964,0.15421644,0.24192644,0.03001496
-5.42971486,0.31159271,0.03057101,0.00000000,0.00276829,0.13991536,0.21958631,0.02708583
-5.42371186,0.28492174,0.02776242,0.00000000,0.00266603,0.12806397,0.20097214,0.02466830
-5.41770885,0.26405691,0.02545117,0.00000000,0.00268929,0.11880563,0.18632509,0.02278069
-5.41170585,0.24927606,0.02366609,0.00000000,0.00283667,0.11227136,0.17586345,0.02144013
-5.40570285,0.24083760,0.02243213,0.00000000,0.00310882,0.10858262,0.16978740,0.02066298
-5.39969985,0.23898521,0.02177109,0.00000000,0.00350826,0.10785346,0.16828270,0.02046513
-5.39369685,0.24395038,0.02170222,0.00000000,0.00403900,0.11019163,0.17152302,0.02086215
-5.38769385,0.25595230,0.02224258,0.00000000,0.00470627,0.11569851,0.17967039,0.02186918
-5.38169085,0.27519482,0.02340721,0.00000000,0.00551604,0.12446774,0.19287362,0.02350048
-5.37568784,0.30186029,0.02520906,0.00000000,0.00647452,0.13658230,0.21126444,0.02576886
-5.36968484,0.33610033,0.02765864,0.00000000,0.00758762,0.15211031,0.23495160,0.02868472
-5.36368184,0.37802389,0.03076340,0.00000000,0.00886038,0.17109948,0.26401290,0.03225493
-5.35767884,0.42768317,0.03452702,0.00000000,0.01029634,0.19357063,0.29848575,0.03648150
-5.35167584,0.48505801,0.03894850,0.00000000,0.01189692,0.21951044,0.33835655,0.04136012
-5.34567284,0.55003978,0.04402113,0.00000000,0.01366083,0.24886403,0.38354970,0.04687870
-5.33966983,0.62241589,0.04973164,0.00000000,0.01558354,0.28152768,0.43391693,0.05301590
-5.33366683,0.70185587,0.05605927,0.00000000,0.01765680,0.31734237,0.48922766,0.05973992
-5.32766383,0.78790042,0.06297523,0.00000000,0.01986826,0.35608857,0.54916133,0.06700741
-5.32166083,0.87995434,0.07044226,0.00000000,0.02220128,0.39748280,0.61330238,0.07476284
-5.31565783,0.97728452,0.07841472,0.00000000,0.02463481,0.44117650,0.68113866,0.08293827
-5.30965483,1.07902350,0.08683896,0.00000000,0.02714349,0.48675744,0.75206363,0.09145365
-5.30365183,1.18417941,0.09565423,0.00000000,0.02969800,0.53375402,0.82538290,0.10021765
-5.29764882,1.29165217,0.10479392,0.00000000,0.03226547,0.58164250,0.90032508,0.10912907
-5.29164582,1.40025586,0.11418738,0.00000000,0.03481023,0.62985702,0.97605690,0.11807886
-5.28564282,1.50874669,0.12376189,0.00000000,0.03729459,0.67780231,1.05170201,0.12695259
-5.27963982,1.61585549,0.13344508,0.00000000,0.03967993,0.72486850,1.12636311,0.13563335
-5.27363682,1.72032337,0.14316735,0.00000000,0.04192775,0.77044753,1.19914606,0.14400504
-5.26763382,1.82093910,0.15286440,0.00000000,0.04400091,0.81395039,1.26918539,0.15195577
-5.26163082,1.91657614,0.16247952,0.00000000,0.04586484,0.85482454,1.33566945,0.15938126
-5.25562781,2.00622763,0.17196566,0.00000000,0.04748872,0.89257038,1.39786440,0.16618820
-5.24962481,2.08903741,0.18128699,0.00000000,0.04884658,0.92675626,1.45513548,0.17229719
-5.24362181,2.16432531,0.19041994,0.00000000,0.04991828,0.95703105,1.50696456,0.17764525
-5.23761881,2.23160535,0.19935350,0.00000000,0.05069028,0.98313362,1.55296297,0.18218772
-5.23161581,2.29059583,0.20808889,0.00000000,0.05115614,1.00489897,1.59287907,0.18589952
-5.22561281,2.34122060,0.21663835,0.00000000,0.05131686,1.02226041,1.62659998,0.18877550
-5.21960980,2.38360160,0.22502329,0.00000000,0.05118087,1.03524797,1.65414772,0.19083012
-5.21360680,2.41804304,0.23327180,0.00000000,0.05076374,1.04398311,1.67566981,0.19209629
-5.20760380,2.44500815,0.24141564,0.00000000,0.05008766,1.04867011,1.69142529,0.19262354
-5.20160080,2.46509003,0.24948681,0.00000000,0.04918065,1.04958473,1.70176686,0.19247555
-5.19559780,2.47897809,0.25751403,0.00000000,0.04807557,1.04706078,1.70712042,0.19172725
-5.18959480,2.48742236,0.26551927,0.00000000,0.04680899,1.04147554,1.70796321,0.19046157
-5.18359180,2.49119736,0.27351445,0.00000000,0.04541990,1.03323468,1.70480195,0.18876611
-5.17758879,2.49106786,0.28149870,0.00000000,0.04394844,1.02275766,1.69815214,0.18672980
-5.17158579,2.48775798,0.28945620,0.00000000,0.04243461,1.01046422,1.68851956,0.18443979
-5.16558279,2.48192545,0.29735478,0.00000000,0.04091702,0.99676255,1.67638502,0.18197866
-5.15957979,2.47414179,0.30514548,0.00000000,0.03943180,0.98203963,1.66219266,0.17942210
-5.15357679,2.46487929,0.31276292,0.00000000,0.03801162,0.96665392,1.64634226,0.17683708
-5.14757379,2.45450471,0.32012668,0.00000000,0.03668495,0.95093041,1.62918537,0.17428064
-5.14157079,2.44327951,0.32714346,0.00000000,0.03547547,0.93515787,1.61102502,0.17179922
-5.13556778,2.43136578,0.33371001,0.00000000,0.03440169,0.91958811,1.59211824,0.16942845
-5.12956478,2.41883677,0.33971667,0.00000000,0.03347686,0.90443662,1.57268076,0.16719354
-5.12356178,2.40569075,0.34505123,0.00000000,0.03270896,0.88988430,1.55289287,0.16510991
-5.11755878,2.39186677,0.34960307,0.00000000,0.03210091,0.87607956,1.53290568,0.16318419
-5.11155578,2.37726080,0.35326721,0.00000000,0.03165095,0.86314055,1.51284677,0.16141529
-5.10555278,2.36174112,0.35594822,0.00000000,0.03135310,0.85115686,1.49282470,0.15979565
-5.09954977,2.34516166,0.35756363,0.00000000,0.03119765,0.84019065,1.47293177,0.15831234
-5.09354677,2.32737275,0.35804689,0.00000000,0.03117180,0.83027681,1.45324482,0.15694816
-5.08754377,2.30822858,0.35734957,0.00000000,0.03126019,0.82142241,1.43382409,0.15568253
-5.08154077,2.28759144,0.35544283,0.00000000,0.03144550,0.81360537,1.41471028,0.15449221
-5.07553777,2.26533287,0.35231816,0.00000000,0.03170900,0.80677272,1.39592039,0.15335189
-5.06953477,2.24133230,0.34798723,0.00000000,0.03203102,0.80083880,1.37744280,0.15223459
-5.06353177,2.21547382,0.34248120,0.00000000,0.03239141,0.79568382,1.35923243,0.15111189
-5.05752876,2.18764211,0.33584918,0.00000000,0.03276995,0.79115313,1.34120666,0.14995421
-5.05152576,2.15771829,0.32815640,0.00000000,0.03314666,0.78705776,1.32324273,0.14873099
-5.04552276,2.12557669,0.31948178,0.00000000,0.03350209,0.78317636,1.30517717,0.14741090
-5.03951976,2.09108325,0.30991540,0.00000000,0.03381763,0.77925891,1.28680776,0.14596225
-5.03351676,2.05409618,0.29955578,0.00000000,0.03407572,0.77503222,1.26789823,0.14435334
-5.02751376,2.01446910,0.28850719,0.00000000,0.03426009,0.77020713,1.24818565,0.14255316
-5.02151076,1.97205687,0.27687710,0.00000000,0.03435597,0.76448730,1.22739039,0.14053208
-5.01550775,1.92672383,0.26477381,0.00000000,0.03435031,0.75757916,1.20522814,0.13826274
-5.00950475,1.87835390,0.25230444,0.00000000,0.03423200,0.74920256,1.18142334,0.13572099
-5.00350175,1.82686217,0.23957311,0.00000000,0.03399206,0.73910178,1.15572341,0.13288697
-4.99749875,1.77220678,0.22667965,0.00000000,0.03362383,0.72705598,1.12791281,0.12974605
-4.99149575,1.71440050,0.21371846,0.00000000,0.03312313,0.71288888,1.09782612,0.12628975
-4.98549275,1.65352098,0.20077785,0.00000000,0.03248837,0.69647686,1.06535937,0.12251655
-4.97948974,1.58971880,0.18793952,0.00000000,0.03172065,0.67775522,1.03047892,0.11843245
-4.97348674,1.52322266,0.17527837,0.00000000,0.03082376,0.65672207,0.99322729,0.11405126
-4.96748374,1.45434112,0.16286243,0.00000000,0.02980412,0.63343977,0.95372557,0.10939465
-4.96148074,1.38346066,0.15075292,0.00000000,0.02867066,0.60803380,0.91217228,0.10449188
-4.95547774,1.31103986,0.13900446,0.00000000,0.02743465,0.58068903,0.86883874,0.09937915
-4.94947474,1.23760000,0.12766523,0.00000000,0.02610939,0.55164381,0.82406115,0.09409879
-4.94347174,1.16371247,0.11677720,0.00000000,0.02470989,0.52118196,0.77822982,0.08869807
-4.93746873,1.08998356,0.10637633,0.00000000,0.02325249,0.48962330,0.73177621,0.08322786
-4.93146573,1.01703737,0.09649282,0.00000000,0.02175446,0.45731310,0.68515839,0.07774119
-4.92546273,0.94549790,0.08715127,0.00000000,0.02023353,0.42461099,0.63884570,0.07229163
-4.91945973,0.87597104,0.07837094,0.00000000,0.01870744,0.39187991,0.59330349,0.06693181
-4.91345673,0.80902747,0.07016590,0.00000000,0.01719357,0.35947561,0.54897850,0.06171193
-4.90745373,0.74518737,0.06254541,0.00000000,0.01570852,0.32773712,0.50628570,0.05667841
-4.90145073,0.68490755,0.05551414,0.00000000,0.01426779,0.29697852,0.46559716,0.05187277
-4.89544772,0.62857169,0.04907260,0.00000000,0.01288551,0.26748241,0.42723326,0.04733080
-4.88944472,0.57648404,0.04321765,0.00000000,0.01157426,0.23949515,0.39145669,0.04308187
-4.88344172,0.52886673,0.03794299,0.00000000,0.01034494,0.21322392,0.35846925,0.03914866
-4.87743872,0.48586074,0.03323982,0.00000000,0.00920676,0.18883572,0.32841143,0.03554712
-4.87143572,0.44753032,0.02909750,0.00000000,0.00816725,0.16645791,0.30136473,0.03228669
-4.86543272,0.41387038,0.02550434,0.00000000,0.00723238,0.14618036,0.27735622,0.02937080
-4.85942971,0.38481650,0.02244827,0.00000000,0.00640672,0.12805881,0.25636513,0.02679752
-4.85342671,0.36025670,0.01991761,0.00000000,0.00569361,0.11211904,0.23833083,0.02456040
-4.84742371,0.34004431,0.01790173,0.00000000,0.00509541,0.09836173,0.22316183,0.02264942
-4.84142071,0.32401129,0.01639164,0.00000000,0.00461371,0.08676752,0.21074511,0.02105193
-4.83541771,0.31198099,0.01538041,0.00000000,0.00424953,0.07730201,0.20095530,0.01975363
-4.82941471,0.30377985,0.01486347,0.00000000,0.00400355,0.06992034,0.19366322,0.01873946
-4.82341171,0.29924715,0.01483867,0.00000000,0.00387619,0.06457126,0.18874331,0.01799440
-4.81740870,0.29824248,0.01530614,0.00000000,0.00386781,0.06120026,0.18607950,0.01750412
-4.81140570,0.30065031,0.01626793,0.00000000,0.00397865,0.05975188,0.18556942,0.01725542
-4.80540270,0.30638150,0.01772734,0.00000000,0.00420890,0.06017087,0.18712651,0.01723656
-4.79939970,0.31537166,0.01968807,0.00000000,0.00455853,0.06240236,0.19068019,0.01743728
-4.79339670,0.32757635,0.02215317,0.00000000,0.00502722,0.06639100,0.19617401,0.01784871
-4.78739370,0.34296343,0.02512372,0.00000000,0.00561410,0.07207918,0.20356196,0.01846308
-4.78139070,0.36150297,0.02859745,0.00000000,0.00631756,0.07940449,0.21280317,0.01927322
-4.77538769,0.38315539,0.03256729,0.00000000,0.00713493,0.08829664,0.22385541,0.02027203
-4.76938469,0.40785827,0.03701986,0.00000000,0.00806220,0.09867397,0.23666770,0.02145177
-4.76338169,0.43551299,0.04193411,0.00000000,0.00909376,0.11044003,0.25117271,0.02280338
-4.75737869,0.46597178,0.04728006,0.00000000,0.01022210,0.12348016,0.26727918,0.02431576
-4.75137569,0.49902622,0.05301786,0.00000000,0.01143763,0.13765878,0.28486522,0.02597518
-4.74537269,0.53439794,0.05909715,0.00000000,0.01272853,0.15281718,0.30377266,0.02776472
-4.73936968,0.57173242,0.06545688,0.00000000,0.01408064,0.16877247,0.32380322,0.02966391
-4.73336668,0.61059641,0.07202557,0.00000000,0.01547753,0.18531764,0.34471661,0.03164855
-4.72736368,0.65047956,0.07872218,0.00000000,0.01690062,0.20222285,0.36623110,0.03369075
-4.72136068,0.69080042,0.08545747,0.00000000,0.01832941,0.21923824,0.38802647,0.03575915
-4.71535768,0.73091701,0.09213594,0.00000000,0.01974189,0.23609805,0.40974965,0.03781948
-4.70935468,0.77014166,0.09865830,0.00000000,0.02111493,0.25252605,0.43102272,0.03983523
-4.70335168,0.80775961,0.10492444,0.00000000,0.02242491,0.26824217,0.45145315,0.04176858
-4.69734867,0.84305093,0.11083671,0.00000000,0.02364830,0.28297006,0.47064581,0.04358151
-4.69134567,0.87531456,0.11630347,0.00000000,0.02476238,0.29644526,0.48821643,0.04523701
-4.68534267,0.90389371,0.12124283,0.00000000,0.02574590,0.30842375,0.50380566,0.04670032
-4.67933967,0.92820129,0.12558624,0.00000000,0.02657980,0.31869029,0.51709330,0.04794026
-4.67333667,0.94774416,0.12928198,0.00000000,0.02724787,0.32706646,0.52781190,0.04893044
-4.66733367,0.96214512,0.13229819,0.00000000,0.02773732,0.33341765,0.53575909,0.04965037
-4.66133067,0.97116141,0.13462546,0.00000000,0.02803924,0.33765899,0.54080798,0.05008640
-4.65532766,0.97469873,0.13627867,0.00000000,0.02814900,0.33975959,0.54291509,0.05023244
-4.64932466,0.97282012,0.13729808,0.00000000,0.02806641,0.33974510,0.54212533,0.05009039
-4.64332166,0.96574900,0.13774950,0.00000000,0.02779583,0.33769823,0.53857376,0.04967032
-4.63731866,0.95386619,0.13772354,0.00000000,0.02734604,0.33375725,0.53248386,0.04899031
-4.63131566,0.93770086,0.13733387,0.00000000,0.02672999,0.32811246,0.52416242,0.04807599
-4.62531266,0.91791567,0.13671447,0.00000000,0.02596443,0.32100073,0.51399108,0.04695979
-4.61930965,0.89528670,0.13601607,0.00000000,0.02506933,0.31269831,0.50241479,0.04567995
-4.61330665,0.87067879,0.13540171,0.00000000,0.02406736,0.30351212,0.48992775,0.04427929
-4.60730365,0.84501746,0.13504159,0.00000000,0.02298312,0.29377006,0.47705717,0.04280380
-4.60130065,0.81925828,0.13510745,0.00000000,0.02184246,0.28381038,0.46434558,0.04130111
-4.59529765,0.79435504,0.13576654,0.00000000,0.02067175,0.27397086,0.45233229,0.03981896
-4.58929465,0.77122780,0.13717543,0.00000000,0.01949717,0.26457795,0.44153475,0.03840358
-4.58329165,0.75073221,0.13947393,0.00000000,0.01834411,0.25593651,0.43243044,0.03709822
-4.57728864,0.73363106,0.14277924,0.00000000,0.01723659,0.24832026,0.42544000,0.03594178
-4.57128564,0.72056926,0.14718061,0.00000000,0.01619681,0.24196357,0.42091221,0.03496754
-4.56528264,0.71205305,0.15273473,0.00000000,0.01524488,0.23705461,0.41911131,0.03420224
-4.55927964,0.70843425,0.15946203,0.00000000,0.01439856,0.23373037,0.42020728,0.03366530
-4.55327664,0.70990011,0.16734409,0.00000000,0.01367329,0.23207339,0.42426919,0.03336833
-4.54727364,0.71646910,0.17632224,0.00000000,0.01308220,0.23211062,0.43126221,0.03331498
-4.54127064,0.72799276,0.18629760,0.00000000,0.01263633,0.23381418,0.44104803,0.03350101
-4.53526763,0.74416362,0.19713247,0.00000000,0.01234494,0.23710409,0.45338907,0.03391469
-4.52926463,0.76452880,0.20865321,0.00000000,0.01221589,0.24185289,0.46795608,0.03453747
-4.52326163,0.78850892,0.22065446,0.00000000,0.01225604,0.24789177,0.48433907,0.03534483
-4.51725863,0.81542145,0.23290470,0.00000000,0.01247175,0.25501822,0.50206114,0.03630740
-4.51125563,0.84450775,0.24515291,0.00000000,0.01286928,0.26300471,0.52059472,0.03739222
-4.50525263,0.87496277,0.25713618,0.00000000,0.01345526,0.27160808,0.53937965,0.03856408
-4.49924962,0.90596606,0.26858788,0.00000000,0.01423694,0.28057934,0.55784255,0.03978696
-4.49324662,0.93671309,0.27924626,0.00000000,0.01522248,0.28967342,0.57541647,0.04102543
-4.48724362,0.96644534,0.28886298,0.00000000,0.01642104,0.29865839,0.59156049,0.04224603
-4.48124062,0.99447808,0.29721129,0.00000000,0.01784267,0.30732396,0.60577802,0.04341850
-4.47523762,1.02022449,0.30409349,0.00000000,0.01949811,0.31548864,0.61763353,0.04451682
-4.46923462,1.04321519,0.30934740,0.00000000,0.02139841,0.32300546,0.62676663,0.04552014
-4.46323162,1.06311215,0.31285144,0.00000000,0.02355428,0.32976585,0.63290330,0.04641328
-4.45722861,1.07971650,0.31452830,0.00000000,0.02597538,0.33570164,0.63586351,0.04718712
-4.45122561,1.09296982,0.31434674,0.00000000,0.02866941,0.34078497,0.63556517,0.04783862
-4.44522261,1.10294891,0.31232180,0.00000000,0.03164116,0.34502626,0.63202419,0.04837052
-4.43921961,1.10985430,0.30851323,0.00000000,0.03489138,0.34847029,0.62535073,0.04879082
-4.43321661,1.11399320,0.30302222,0.00000000,0.03841579,0.35119063,0.61574187,0.04911199
-4.42721361,1.11575774,0.29598679,0.00000000,0.04220404,0.35328281,0.60347118,0.04934997
-4.42121061,1.11559967,0.28757596,0.00000000,0.04623883,0.35485646,0.58887563,0.04952300
-4.41520760,1.11400289,0.27798302,0.00000000,0.05049520,0.35602706,0.57234065,0.04965041
-4.40920460,1.11145524,0.26741839,0.00000000,0.05494010,0.35690760,0.55428388,0.04975135
-4.40320160,1.10842109,0.25610218,0.00000000,0.05953219,0.35760070,0.53513864,0.04984355
-4.39719860,1.10531611,0.24425706,0.00000000,0.06422206,0.35819157,0.51533767,0.04994219
-4.39119560,1.10248554,0.23210162,0.00000000,0.06895276,0.35874235,0.49529800,0.05005898
-4.38519260,1.10018701,0.21984451,0.00000000,0.07366074,0.35928783,0.47540746,0.05020140
-4.37918959,1.09857881,0.20767965,0.00000000,0.07827715,0.35983313,0.45601351,0.05037219
-4.37318659,1.09771397,0.19578254,0.00000000,0.08272946,0.36035310,0.43741455,0.05056914
-4.36718359,1.09754043,0.18430784,0.00000000,0.08694342,0.36079369,0.41985411,0.05078518
-4.36118059,1.09790695,0.17338813,0.00000000,0.09084513,0.36107506,0.40351791,0.05100863
-4.35517759,1.09857448,0.16313380,0.00000000,0.09436333,0.36109612,0.38853358,0.05122383
-4.34917459,1.09923192,0.15363396,0.00000000,0.09743172,0.36074042,0.37497308,0.05141190
-4.34317159,1.09951546,0.14495805,0.00000000,0.09999114,0.35988283,0.36285717,0.05155168
-4.33716858,1.09903019,0.13715808,0.00000000,0.10199163,0.35839669,0.35216174,0.05162079
-4.33116558,1.09737285,0.13027111,0.00000000,0.10339420,0.35616105,0.34282532,0.05159673
-4.32516258,1.09415429,0.12432183,0.00000000,0.10417226,0.35306756,0.33475751,0.05145801
-4.31915958,1.08902062,0.11932501,0.00000000,0.10431263,0.34902666,0.32784751,0.05118516
-4.31315658,1.08167191,0.11528749,0.00000000,0.10381603,0.34397287,0.32197260,0.05076167
-4.30715358,1.07187766,0.11220981,0.00000000,0.10269717,0.33786881,0.31700602,0.05017478
