energy_ev,total_up,As_p_up,As_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.34567284,13.41280311,0.10770476,0.00000000,4.35054102,10.07874638,3.50179950,0.00000000
-5.33966983,13.34962192,0.11007149,0.00000000,4.46038951,9.95354201,3.53289711,0.00000000
-5.33366683,13.25920706,0.11239204,0.00000000,4.56258461,9.80759038,3.55656324,0.00000000
-5.32766383,13.14252337,0.11465819,0.00000000,4.65681286,9.64207315,3.57285103,0.00000000
-5.32166083,13.00065318,0.11685875,0.00000000,4.74280560,9.45823477,3.58186620,0.00000000
-5.31565783,12.83478570,0.11897933,0.00000000,4.82032210,9.25737703,3.58375907,0.00000000
-5.30965483,12.64620608,0.12100226,0.00000000,4.88913244,9.04085503,3.57871567,0.00000000
-5.30365183,12.43628331,0.12290666,0.00000000,4.94900105,8.81007325,3.56694824,0.00000000
-5.29764882,12.20645638,0.12466862,0.00000000,4.99967219,8.56648080,3.54868540,0.00000000
-5.29164582,11.95821829,0.12626161,0.00000000,5.04085827,8.31156490,3.52416245,0.00000000
-5.28564282,11.69309815,0.12765699,0.00000000,5.07223216,8.04684204,3.49361208,0.00000000
-5.27963982,11.41264154,0.12882467,0.00000000,5.09342410,7.77384656,3.45725624,0.00000000
-5.27363682,11.11839013,0.12973393,0.00000000,5.10402381,7.49411681,3.41529935,0.00000000
-5.26763382,10.81186159,0.13035433,0.00000000,5.10358821,7.20917936,3.36792356,0.00000000
-5.26163082,10.49453100,0.13065671,0.00000000,5.09165447,6.92053198,3.31528623,0.00000000
-5.25562781,10.16781515,0.13061423,0.00000000,5.06775831,6.62962639,3.25752014,0.00000000
-5.24962481,9.83306096,0.13020344,0.00000000,5.03145669,6.33785189,3.19473634,0.00000000
-5.24362181,9.49153907,0.12940526,0.00000000,4.98235400,6.04652089,3.12702980,0.00000000
-5.23761881,9.14444313,0.12820595,0.00000000,4.92013058,5.75685733,3.05448762,0.00000000
-5.23161581,8.79289535,0.12659793,0.00000000,4.84457203,5.46998878,2.97719935,0.00000000
-5.22561281,8.43795780,0.12458045,0.00000000,4.75559795,5.18694269,2.89526901,0.00000000
-5.21960980,8.08064897,0.12216006,0.00000000,4.65328841,4.90864700,2.80882808,0.00000000
-5.21360680,7.72196439,0.11935093,0.00000000,4.53790677,4.63593495,2.71804861,0.00000000
-5.20760380,7.36289988,0.11617486,0.00000000,4.40991729,4.36955374,2.62315579,0.00000000
-5.20160080,7.00447573,0.11266111,0.00000000,4.26999667,4.11017620,2.52443897,0.00000000
-5.19559780,6.64775997,0.10884601,0.00000000,4.11903839,3.85841478,2.42226042,0.00000000
-5.18959480,6.29388902,0.10477233,0.00000000,3.95814946,3.61483673,2.31706126,0.00000000
-5.18359180,5.94408411,0.10048846,0.00000000,3.78863947,3.37997953,2.20936385,0.00000000
-5.17758879,5.59966215,0.09604743,0.00000000,3.61200205,3.15436559,2.09977044,0.00000000
-5.17158579,5.26204029,0.09150582,0.00000000,3.42988947,2.93851545,1.98895804,0.00000000
-5.16558279,4.93273356,0.08692255,0.00000000,3.24408123,2.73295873,1.87766936,0.00000000
-5.15957979,4.61334569,0.08235765,0.00000000,3.05644780,2.53824244,1.76670046,0.00000000
-5.15357679,4.30555360,0.07787102,0.00000000,2.86891108,2.35493643,1.65688536,0.00000000
-5.14757379,4.01108614,0.07352124,0.00000000,2.68340279,2.18363584,1.54907839,0.00000000
-5.14157079,3.73169852,0.06936443,0.00000000,2.50182269,2.02496071,1.44413506,0.00000000
-5.13556778,3.46914325,0.06545321,0.00000000,2.32599781,1.87955287,1.34289219,0.00000000
-5.12956478,3.22513917,0.06183579,0.00000000,2.15764426,1.74807046,1.24614817,0.00000000
-5.12356178,3.00133963,0.05855519,0.00000000,1.99833261,1.63118023,1.15464417,0.00000000
-5.11755878,2.79930083,0.05564862,0.00000000,1.84945791,1.52954778,1.06904691,0.00000000
-5.11155578,2.62045120,0.05314696,0.00000000,1.71221494,1.44382598,0.98993360,0.00000000
-5.10555278,2.46606228,0.05107436,0.00000000,1.58757904,1.37464143,0.91777948,0.00000000
-5.09954977,2.33722134,0.04944803,0.00000000,1.47629267,1.32257898,0.85294829,0.00000000
-5.09354677,2.23480583,0.04827802,0.00000000,1.37885765,1.28816415,0.79568562,0.00000000
-5.08754377,2.15945937,0.04756720,0.00000000,1.29553270,1.27184331,0.74611543,0.00000000
-5.08154077,2.11156922,0.04731124,0.00000000,1.22633592,1.27396164,0.70423932,0.00000000
-5.07553777,2.09124499,0.04749864,0.00000000,1.17105171,1.29473873,0.66993865,0.00000000
-5.06953477,2.09829840,0.04811093,0.00000000,1.12924161,1.33424238,0.64297902,0.00000000
-5.06353177,2.13222451,0.04912276,0.00000000,1.10025862,1.39236083,0.62301704,0.00000000
-5.05752876,2.19218472,0.05050224,0.00000000,1.08326444,1.46877440,0.60960904,0.00000000
-5.05152576,2.27699245,0.05221120,0.00000000,1.07724944,1.56292772,0.60222149,0.00000000
-5.04552276,2.38510265,0.05420564,0.00000000,1.08105497,1.67400384,0.60024295,0.00000000
-5.03951976,2.51460657,0.05643630,0.00000000,1.09339778,1.80090209,0.60299733,0.00000000
-5.03351676,2.66323354,0.05884927,0.00000000,1.11289649,1.94222149,0.60975837,0.00000000
-5.02751376,2.82836138,0.06138683,0.00000000,1.13809979,2.09625166,0.61976511,0.00000000
-5.02151076,3.00703729,0.06398844,0.00000000,1.16751631,2.26097322,0.63223831,0.00000000
-5.01550775,3.19601052,0.06659180,0.00000000,1.19964581,2.43406920,0.64639755,0.00000000
-5.00950475,3.39177788,0.06913418,0.00000000,1.23301137,2.61294890,0.66147885,0.00000000
-5.00350175,3.59064257,0.07155377,0.00000000,1.26619209,2.79478491,0.67675261,0.00000000
-4.99749875,3.78878611,0.07379116,0.00000000,1.29785561,2.97656352,0.69154137,0.00000000
-4.99149575,3.98235224,0.07579095,0.00000000,1.32678991,3.15514785,0.70523723,0.00000000
-4.98549275,4.16754100,0.07750325,0.00000000,1.35193326,3.32735247,0.71731828,0.00000000
-4.97948974,4.34071030,0.07888520,0.00000000,1.37240164,3.49002729,0.72736376,0.00000000
-4.97348674,4.49848145,0.07990243,0.00000000,1.38751258,3.64014799,0.73506720,0.00000000
-4.96748374,4.63784493,0.08053025,0.00000000,1.39680446,3.77490943,0.74024733,0.00000000
-4.96148074,4.75626162,0.08075472,0.00000000,1.40005050,3.89181835,0.74285596,0.00000000
-4.95547774,4.85175528,0.08057344,0.00000000,1.39726665,3.98878105,0.74298273,0.00000000
-4.94947474,4.92299157,0.07999597,0.00000000,1.38871296,4.06418201,0.74085612,0.00000000
-4.94347174,4.96933943,0.07904402,0.00000000,1.37488787,4.11694949,0.73684061,0.00000000
-4.93746873,4.99091147,0.07775121,0.00000000,1.35651563,4.14660467,0.73142993,0.00000000
-4.93146573,4.98858033,0.07616255,0.00000000,1.33452685,4.15329137,0.72523617,0.00000000
-4.92546273,4.96396943,0.07433351,0.00000000,1.31003252,4.13778452,0.71897520,0.00000000
-4.91945973,4.91941730,0.07232888,0.00000000,1.28429243,4.10147625,0.71344835,0.00000000
-4.91345673,4.85791608,0.07022126,0.00000000,1.25867853,4.04633958,0.70952102,0.00000000
-4.90745373,4.78302575,0.06808938,0.00000000,1.23463451,3.97487090,0.70809848,0.00000000
-4.90145073,4.69876687,0.06601623,0.00000000,1.21363265,3.89001304,0.71009963,0.00000000
-4.89544772,4.60949560,0.06408706,0.00000000,1.19712921,3.79506217,0.71642928,0.00000000
-4.88944472,4.51976545,0.06238732,0.00000000,1.18651962,3.69356198,0.72794979,0.00000000
-4.88344172,4.43418082,0.06100058,0.00000000,1.18309496,3.58918944,0.74545277,0.00000000
-4.87743872,4.35724790,0.06000650,0.00000000,1.18800073,3.48563676,0.76963169,0.00000000
-4.87143572,4.29322843,0.05947888,0.00000000,1.20219936,3.38649402,0.80105631,0.00000000
-4.86543272,4.24600168,0.05948391,0.00000000,1.22643749,3.29513727,0.84014955,0.00000000
-4.85942971,4.21893982,0.06007846,0.00000000,1.26121905,3.21462607,0.88716784,0.00000000
-4.85342671,4.21480105,0.06130878,0.00000000,1.30678494,3.14761424,0.94218546,0.00000000
-4.84742371,4.23564433,0.06320928,0.00000000,1.36310018,3.09627691,1.00508376,0.00000000
-4.84142071,4.28276857,0.06580170,0.00000000,1.42984885,3.06225609,1.07554553,0.00000000
-4.83541771,4.35667805,0.06909454,0.00000000,1.50643725,3.04662616,1.15305519,0.00000000
-4.82941471,4.45707518,0.07308278,0.00000000,1.59200533,3.04988002,1.23690496,0.00000000
-4.82341171,4.58288021,0.07774796,0.00000000,1.68544624,3.07193542,1.32620698,0.00000000
-4.81740870,4.73227678,0.08305863,0.00000000,1.78543346,3.11216074,1.41991140,0.00000000
-4.81140570,4.90278131,0.08897097,0.00000000,1.89045494,3.16941820,1.51682987,0.00000000
-4.80540270,5.09133296,0.09542989,0.00000000,1.99885315,3.24212240,1.61566398,0.00000000
-4.79939970,5.29440078,0.10237027,0.00000000,2.10886994,3.32831129,1.71503768,0.00000000
-4.79339670,5.50810345,0.10971849,0.00000000,2.21869460,3.42572647,1.81353266,0.00000000
-4.78739370,5.72833718,0.11739414,0.00000000,2.32651364,3.53189943,1.90972554,0.00000000
-4.78139070,5.95090677,0.12531180,0.00000000,2.43056039,3.64424048,2.00222544,0.00000000
-4.77538769,6.17165491,0.13338300,0.00000000,2.52916286,3.76012693,2.08971048,0.00000000
-4.76938469,6.38658521,0.14151804,0.00000000,2.62078778,3.87698747,2.17096196,0.00000000
-4.76338169,6.59197450,0.14962782,0.00000000,2.70407952,3.99237997,2.24489474,0.00000000
-4.75737869,6.78447078,0.15762551,0.00000000,2.77789220,4.10406029,2.31058276,0.00000000
-4.75137569,6.96117382,0.16542805,0.00000000,2.84131403,4.21004021,2.36727867,0.00000000
-4.74537269,7.11969621,0.17295733,0.00000000,2.89368293,4.30863304,2.41442687,0.00000000
-4.73936968,7.25820368,0.18014125,0.00000000,2.93459320,4.39848619,2.45166976,0.00000000
-4.73336668,7.37543420,0.18691434,0.00000000,2.96389307,4.47860019,2.47884690,0.00000000
-4.72736368,7.47069649,0.19321825,0.00000000,2.98167373,4.54833461,2.49598766,0.00000000
-4.72136068,7.54384931,0.19900186,0.00000000,2.98825049,4.60740129,2.50329778,0.00000000
-4.71535768,7.59526350,0.20422125,0.00000000,2.98413740,4.65584611,2.50114082,0.00000000
-4.70935468,7.62576949,0.20883945,0.00000000,2.97001656,4.69402067,2.49001560,0.00000000
-4.70335168,7.63659309,0.21282612,0.00000000,2.94670388,4.72254528,2.47053082,0.00000000
-4.69734867,7.62928302,0.21615706,0.00000000,2.91511280,4.74226526,2.44337821,0.00000000
-4.69134567,7.60563317,0.21881386,0.00000000,2.87621777,4.75420219,2.40930554,0.00000000
-4.68534267,7.56760286,0.22078341,0.00000000,2.83101895,4.75950194,2.36909050,0.00000000
-4.67933967,7.51723793,0.22205763,0.00000000,2.78050946,4.75938125,2.32351672,0.00000000
-4.67333667,7.45659526,0.22263322,0.00000000,2.72564645,4.75507456,2.27335256,0.00000000
-4.66733367,7.38767274,0.22251150,0.00000000,2.66732659,4.74778252,2.21933336,0.00000000
-4.66133067,7.31234667,0.22169843,0.00000000,2.60636673,4.73862370,2.16214746,0.00000000
-4.65532766,7.23231767,0.22020465,0.00000000,2.54348981,4.72859082,2.10242608,0.00000000
-4.64932466,7.14906636,0.21804560,0.00000000,2.47931602,4.71851266,2.04073688,0.00000000
-4.64332166,7.06381931,0.21524169,0.00000000,2.41435890,4.70902270,1.97758106,0.00000000
-4.63731866,6.97752582,0.21181846,0.00000000,2.34902598,4.70053572,1.91339333,0.00000000
-4.63131566,6.89084571,0.20780667,0.00000000,2.28362333,4.69323291,1.84854446,0.00000000
-4.62531266,6.80414827,0.20324235,0.00000000,2.21836324,4.68705650,1.78334562,0.00000000
-4.61930965,6.71752229,0.19816677,0.00000000,2.15337462,4.68171444,1.71805422,0.00000000
-4.61330665,6.63079691,0.19262626,0.00000000,2.08871514,4.67669530,1.65288056,0.00000000
-4.60730365,6.54357295,0.18667199,0.00000000,2.02438473,4.67129369,1.58799487,0.00000000
-4.60130065,6.45526413,0.18035956,0.00000000,1.96033976,4.66464575,1.52353459,0.00000000
-4.59529765,6.36514716,0.17374857,0.00000000,1.89650751,4.65577405,1.45961139,0.00000000
-4.58929465,6.27241969,0.16690208,0.00000000,1.83280047,4.64364088,1.39631799,0.00000000
-4.58329165,6.17626433,0.15988600,0.00000000,1.76913021,4.62720833,1.33373449,0.00000000
-4.57728864,6.07591704,0.15276852,0.00000000,1.70542044,4.60550310,1.27193430,0.00000000
-4.57128564,5.97073743,0.14561941,0.00000000,1.64161914,4.57768391,1.21098960,0.00000000
-4.56528264,5.86027853,0.13850947,0.00000000,1.57770936,4.54310853,1.15097630,0.00000000
-4.55927964,5.74435321,0.13150986,0.00000000,1.51371875,4.50139791,1.09197850,0.00000000
-4.55327664,5.62309441,0.12469155,0.00000000,1.44972725,4.45249426,1.03409247,0.00000000
-4.54727364,5.49700626,0.11812479,0.00000000,1.38587321,4.39671024,0.97742998,0.00000000
-4.54127064,5.36700365,0.11187853,0.00000000,1.32235735,4.33476680,0.92212112,0.00000000
-4.53526763,5.23443772,0.10601997,0.00000000,1.25944476,4.26781722,0.86831630,0.00000000
-4.52926463,5.10110564,0.10061407,0.00000000,1.19746480,4.19745572,0.81618753,0.00000000
-4.52326163,4.96924334,0.09572306,0.00000000,1.13680870,4.12570944,0.76592885,0.00000000
-4.51725863,4.84150061,0.09140601,0.00000000,1.07792525,4.05501322,0.71775587,0.00000000
-4.51125563,4.72089879,0.08771832,0.00000000,1.02131441,3.98816751,0.67190435,0.00000000
-4.50525263,4.61077173,0.08471134,0.00000000,0.96751923,3.92828010,0.62862795,0.00000000
-4.49924962,4.51469168,0.08243185,0.00000000,0.91711622,3.87869334,0.58819502,0.00000000
-4.49324662,4.43638209,0.08092164,0.00000000,0.87070452,3.84289882,0.55088470,0.00000000
-4.48724362,4.37961985,0.08021709,0.00000000,0.82889426,3.82444206,0.51698222,0.00000000
-4.48124062,4.34813008,0.08034876,0.00000000,0.79229425,3.82682018,0.48677368,0.00000000
-4.47523762,4.34547643,0.08134094,0.00000000,0.76149956,3.85337560,0.46054037,0.00000000
-4.46923462,4.37495037,0.08321136,0.00000000,0.73707914,3.90718905,0.43855264,0.00000000
-4.46323162,4.43946270,0.08597078,0.00000000,0.71956373,3.99097518,0.42106365,0.00000000
-4.45722861,4.54144047,0.08962273,0.00000000,0.70943438,4.10698402,0.40830292,0.00000000
-4.45122561,4.68273251,0.09416318,0.00000000,0.70711159,4.25691113,0.40046985,0.00000000
-4.44522261,4.86452615,0.09958031,0.00000000,0.71294532,4.44181954,0.39772721,0.00000000
-4.43921961,5.08727797,0.10585433,0.00000000,0.72720588,4.66207569,0.40019483,0.00000000
-4.43321661,5.35066052,0.11295723,0.00000000,0.75007573,4.91730175,0.40794346,0.00000000
-4.42721361,5.65352708,0.12085274,0.00000000,0.78164244,5.20634615,0.42098884,0.00000000
-4.42121061,5.99389593,0.12949622,0.00000000,0.82189259,5.52727349,0.43928632,0.00000000
-4.41520760,6.36895506,0.13883472,0.00000000,0.87070697,5.87737497,0.46272596,0.00000000
-4.40920460,6.77508823,0.14880707,0.00000000,0.92785717,6.25319966,0.49112845,0.00000000
-4.40320160,7.20792215,0.15934420,0.00000000,0.99300353,6.65060645,0.52424197,0.00000000
-4.39719860,7.66239468,0.17036949,0.00000000,1.06569492,7.06483593,0.56174027,0.00000000
-4.39119560,8.13284275,0.18179938,0.00000000,1.14537033,7.49060088,0.60322229,0.00000000
-4.38519260,8.61310854,0.19354415,0.00000000,1.23136262,7.92219331,0.64821345,0.00000000
-4.37918959,9.09666153,0.20550885,0.00000000,1.32290448,8.35360548,0.69616884,0.00000000
-4.37318659,9.57673342,0.21759453,0.00000000,1.41913668,8.77866168,0.74647861,0.00000000
-4.36718359,10.04646261,0.22969954,0.00000000,1.51911883,9.19115697,0.79847550,0.00000000
-4.36118059,10.49904397,0.24172108,0.00000000,1.62184226,9.58499891,0.85144457,0.00000000
-4.35517759,10.92787973,0.25355680,0.00000000,1.72624511,9.95434785,0.90463503,0.00000000
-4.34917459,11.32672663,0.26510653,0.00000000,1.83122899,10.29375121,0.95727399,0.00000000
-4.34317159,11.68983490,0.27627393,0.00000000,1.93567711,10.59826767,1.00858160,0.00000000
-4.33716858,12.01207434,0.28696817,0.00000000,2.03847298,10.86357695,1.05778739,0.00000000
-4.33116558,12.28904354,0.29710537,0.00000000,2.13851933,11.08607176,1.10414704,0.00000000
-4.32516258,12.51715855,0.30660987,0.00000000,2.23475637,11.26292905,1.14695907,0.00000000
-4.31915958,12.69371832,0.31541520,0.00000000,2.32617889,11.39215844,1.18558075,0.00000000
-4.31315658,12.81694497,0.32346478,0.00000000,2.41185143,11.47262673,1.21944268,0.00000000
-4.30715358,12.88599809,0.33071212,0.00000000,2.49092120,11.50405831,1.24806124,0.00000000
