energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.44799974,0.02793625,0.00916034,0.05100094,0.03548962,0.05822370,1.21399632
-5.99399700,1.35631128,0.02705834,0.00866599,0.04868273,0.03409721,0.05599415,1.13300863
-5.98799400,1.26830745,0.02624676,0.00817153,0.04637848,0.03278146,0.05383043,1.05531795
-5.98199100,1.18476188,0.02554446,0.00768328,0.04413925,0.03158911,0.05180670,0.98144217
-5.97598799,1.10652797,0.02499639,0.00720789,0.04201832,0.03056872,0.05000008,0.91196774
-5.96998499,1.03450608,0.02464884,0.00675213,0.04007003,0.02976994,0.04848937,0.84752196
-5.96398199,0.96961219,0.02454874,0.00632270,0.03834877,0.02924263,0.04735368,0.78874681
-5.95797899,0.91274832,0.02474290,0.00592609,0.03690780,0.02903595,0.04667102,0.73627473
-5.95197599,0.86477514,0.02527718,0.00556835,0.03579818,0.02919751,0.04651681,0.69070662
-5.94597299,0.82648671,0.02619554,0.00525496,0.03506764,0.02977227,0.04696232,0.65259219
-5.93996998,0.79858749,0.02753909,0.00499075,0.03475956,0.03080156,0.04807313,0.62241255
-5.93396698,0.78167138,0.02934502,0.00477969,0.03491183,0.03232198,0.04990742,0.60056500
-5.92796398,0.77620276,0.03164548,0.00462485,0.03555587,0.03436421,0.05251437,0.58734984
-5.92196098,0.78249939,0.03446648,0.00452830,0.03671561,0.03695191,0.05593248,0.58295900
-5.91595798,0.80071732,0.03782668,0.00449106,0.03840652,0.04010056,0.06018790,0.58746648
-5.90995498,0.83083771,0.04173629,0.00451301,0.04063480,0.04381634,0.06529296,0.60082052
-5.90395198,0.87265607,0.04619604,0.00459293,0.04339654,0.04809513,0.07124472,0.62283756
-5.89794897,0.92577404,0.05119618,0.00472843,0.04667717,0.05292165,0.07802382,0.65319812
-5.89194597,0.98959434,0.05671579,0.00491600,0.05045095,0.05826877,0.08559354,0.69144488
-5.88594297,1.06331947,0.06272218,0.00515104,0.05468075,0.06409706,0.09389926,0.73698322
-5.87993997,1.14595451,0.06917064,0.00542793,0.05931810,0.07035472,0.10286834,0.78908450
-5.87393697,1.23631483,0.07600454,0.00574008,0.06430348,0.07697771,0.11241045,0.84689248
-5.86793397,1.33303885,0.08315567,0.00608010,0.06956694,0.08389042,0.12241844,0.90943306
-5.86193097,1.43460642,0.09054510,0.00643987,0.07502912,0.09100662,0.13276980,0.97562750
-5.85592796,1.53936257,0.09808432,0.00681078,0.08060255,0.09823088,0.14332860,1.04430925
-5.84992496,1.64554662,0.10567680,0.00718383,0.08619329,0.10546035,0.15394802,1.11424410
-5.84392196,1.75132613,0.11321993,0.00754989,0.09170293,0.11258685,0.16447335,1.18415342
-5.83791896,1.85483479,0.12060713,0.00789990,0.09703084,0.11949938,0.17474534,1.25274000
-5.83191596,1.95421336,0.12773035,0.00822507,0.10207652,0.12608668,0.18460395,1.31871571
-5.82591296,2.04765227,0.13448255,0.00851715,0.10674223,0.13224003,0.19389212,1.38083024
-5.81990995,2.13343436,0.14076040,0.00876859,0.11093554,0.13785604,0.20245970,1.43789977
-5.81390695,2.20997634,0.14646676,0.00897276,0.11457186,0.14283936,0.21016721,1.48883481
-5.80790395,2.27586726,0.15151315,0.00912414,0.11757676,0.14710519,0.21688934,1.53266583
-5.80190095,2.32990247,0.15582195,0.00921845,0.11988810,0.15058148,0.22251806,1.56856593
-5.79589795,2.37111185,0.15932819,0.00925274,0.12145773,0.15321082,0.22696516,1.59586955
-5.78989495,2.39878099,0.16198111,0.00922548,0.12225282,0.15495180,0.23016430,1.61408640
-5.78389195,2.41246471,0.16374511,0.00913658,0.12225668,0.15577988,0.23207222,1.62291024
-5.77788894,2.41199230,0.16460039,0.00898734,0.12146905,0.15568779,0.23266936,1.62222209
-5.77188594,2.39746460,0.16454296,0.00878040,0.11990589,0.15468526,0.23195970,1.61208788
-5.76588294,2.36924298,0.16358437,0.00851960,0.11759861,0.15279842,0.22996987,1.59275068
-5.75987994,2.32793110,0.16175080,0.00820988,0.11459289,0.15006856,0.22674776,1.56461807
-5.75387694,2.27435023,0.15908198,0.00785705,0.11094701,0.14655057,0.22236048,1.52824517
-5.74787394,2.20950942,0.15562967,0.00746761,0.10672983,0.14231104,0.21689190,1.48431423
-5.74187094,2.13457183,0.15145597,0.00704853,0.10201860,0.13742611,0.21043990,1.43361163
-5.73586793,2.05081871,0.14663139,0.00660706,0.09689649,0.13197916,0.20311341,1.37700334
