energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,0.89190230,-1.40428351,0.01452870,-0.02705883,0.05863943,-0.10196542,0.41076331,-0.67842534,0.10305966,-0.11543611,0.17184976,-0.27028029,0.13453765,-0.23635487,0.00356456,-0.00271011,0.47005337,-0.73589369
-5.99399700,0.86548954,-1.31327515,0.01362024,-0.02518483,0.05587249,-0.09521981,0.39237632,-0.62815951,0.10106332,-0.10928668,0.16837376,-0.25241116,0.12883003,-0.21902877,0.00371936,-0.00262906,0.45955149,-0.68966683
-5.98799400,0.84766537,-1.22596715,0.01282245,-0.02336427,0.05366066,-0.08872595,0.37822563,-0.58017900,0.09997642,-0.10332552,0.16701091,-0.23544067,0.12437491,-0.20246848,0.00389211,-0.00256933,0.45351117,-0.64537243
-5.98199100,0.83804293,-1.14326530,0.01212756,-0.02160986,0.05196871,-0.08254683,0.36810400,-0.53490043,0.09975664,-0.09763667,0.16773067,-0.21953538,0.12110437,-0.18682020,0.00407892,-0.00253141,0.45173918,-0.60349951
-5.97598799,0.83613927,-1.06600331,0.01152595,-0.01993234,0.05075396,-0.07674003,0.36175775,-0.49268856,0.10034991,-0.09230091,0.17048436,-0.20485783,0.11893618,-0.17220942,0.00427592,-0.00251600,0.45399475,-0.56450202
-5.96998499,0.84140167,-0.99493050,0.01100667,-0.01834047,0.04996837,-0.07135661,0.35890035,-0.45385324,0.10169340,-0.08739397,0.17520814,-0.19156356,0.11777836,-0.15874025,0.00447931,-0.00252385,0.46000297,-0.52879209
-5.96398199,0.85323338,-0.93070226,0.01055790,-0.01684100,0.04956050,-0.06644015,0.35922549,-0.41864809,0.10371840,-0.08298485,0.18182568,-0.17979846,0.11753364,-0.14649555,0.00468550,-0.00255573,0.46946782,-0.49673478
-5.95797899,0.87101762,-0.87387347,0.01016758,-0.01543875,0.04947740,-0.06202604,0.36241924,-0.38727074,0.10635313,-0.07913431,0.19025044,-0.16969661,0.11810365,-0.13553748,0.00489114,-0.00261236,0.48208428,-0.46864429
-5.95197599,0.89413896,-0.82489458,0.00982381,-0.01413672,0.04966630,-0.05814093,0.36817077,-0.35986442,0.10952517,-0.07589370,0.20038749,-0.16137852,0.11939285,-0.12590866,0.00509323,-0.00269432,0.49754917,-0.44478154
-5.94597299,0.92200146,-0.78411039,0.00951535,-0.01293622,0.05007611,-0.05480248,0.37618140,-0.33652075,0.11316366,-0.07330405,0.21213468,-0.15494989,0.12131179,-0.11763366,0.00528920,-0.00280197,0.51557014,-0.42535316
-5.93996998,0.95404304,-0.75176114,0.00923192,-0.01183704,0.05065865,-0.05201930,0.38617175,-0.31728335,0.11720098,-0.07139536,0.22538342,-0.15050068,0.12377987,-0.11072076,0.00547697,-0.00293540,0.53587288,-0.41051173
-5.93396698,0.98974599,-0.72798576,0.00896456,-0.01083762,0.05136955,-0.04979106,0.39788697,-0.30215209,0.12157406,-0.07018637,0.24001895,-0.14810458,0.12672744,-0.10516393,0.00565494,-0.00309437,0.55820614,-0.40035703
-5.92796398,1.02864360,-0.71282678,0.00870579,-0.00993521,0.05216893,-0.04810890,0.41110000,-0.29108777,0.12622518,-0.06968444,0.25592027,-0.14781871,0.13009720,-0.10094489,0.00582209,-0.00327826,0.58234486,-0.39493829
-5.92196098,1.07032317,-0.70623674,0.00844975,-0.00912608,0.05302177,-0.04695592,0.42561300,-0.28401694,0.13110244,-0.06988587,0.27295992,-0.14968352,0.13384498,-0.09803515,0.00597790,-0.00348609,0.60809134,-0.39425714
-5.91595798,1.11442576,-0.70808564,0.00819226,-0.00840567,0.05389806,-0.04630789,0.44125724,-0.28083666,0.13615980,-0.07077640,0.29100372,-0.15372278,0.13793987,-0.09639808,0.00612240,-0.00371647,0.63527478,-0.39827112
-5.90995498,1.16064331,-0.71816915,0.00793074,-0.00776874,0.05477269,-0.04613409,0.45789156,-0.28141916,0.14135680,-0.07233192,0.30991066,-0.15994358,0.14236383,-0.09599083,0.00625609,-0.00396763,0.66374941,-0.40689767
-5.90395198,1.20871365,-0.73621723,0.00766416,-0.00720957,0.05562523,-0.04639817,0.47539981,-0.28561605,0.14665805,-0.07451947,0.32953310,-0.16833633,0.14711078,-0.09676614,0.00637988,-0.00423745,0.69339156,-0.42001823
-5.89794897,1.25841409,-0.76190282,0.00739283,-0.00672209,0.05643949,-0.04705925,0.49368754,-0.29326219,0.15203257,-0.07729830,0.34971739,-0.17887467,0.15218531,-0.09867397,0.00649505,-0.00452352,0.72409605,-0.43748246
-5.89194597,1.30955423,-0.79485050,0.00711826,-0.00630002,0.05720307,-0.04807284,0.51267824,-0.30417898,0.15745304,-0.08062111,0.37030503,-0.19151528,0.15760105,-0.10166297,0.00660314,-0.00482316,0.75577209,-0.45911239
-5.88594297,1.36196845,-0.83464461,0.00684283,-0.00593697,0.05790680,-0.04939199,0.53230944,-0.31817716,0.16289496,-0.08443530,0.39113439,-0.20619758,0.16337887,-0.10568172,0.00670588,-0.00513351,0.78833919,-0.48470636
-5.87993997,1.41550863,-0.88083689,0.00656963,-0.00562662,0.05854423,-0.05096826,0.55252886,-0.33505902,0.16833592,-0.08868428,0.41204299,-0.22284343,0.16954489,-0.11067979,0.00680507,-0.00545163,0.82172309,-0.51404263
-5.87393697,1.47003745,-0.93295339,0.00630213,-0.00536277,0.05911109,-0.05275275,0.57329088,-0.35462001,0.17375490,-0.09330877,0.43287018,-0.24135678,0.17612837,-0.11660850,0.00690251,-0.00577452,0.85585205,-0.54688266
-5.86793397,1.52542240,-0.99050054,0.00604396,-0.00513948,0.05960486,-0.05469696,0.59455336,-0.37664999,0.17913165,-0.09824801,0.45346031,-0.26162338,0.18315967,-0.12342158,0.00699991,-0.00609926,0.89065354,-0.58297398
-5.86193097,1.58153065,-1.05297037,0.00579866,-0.00495111,0.06002433,-0.05675369,0.61627497,-0.40093386,0.18444629,-0.10344093,0.47366597,-0.28351066,0.19066818,-0.13107547,0.00709879,-0.00642303,0.92605135,-0.62205255
-5.85592796,1.63822470,-1.11984491,0.00556948,-0.00479242,0.06036930,-0.05887770,0.63841301,-0.42725200,0.18967885,-0.10882718,0.49335121,-0.30686792,0.19868027,-0.13952944,0.00720044,-0.00674325,0.96196321,-0.66384482
-5.84992496,1.69535882,-1.19059971,0.00535919,-0.00465861,0.06064033,-0.06102640,0.66092169,-0.45538037,0.19480907,-0.11434801,0.51239462,-0.33152672,0.20721743,-0.14874550,0.00730586,-0.00705755,0.99829866,-0.70806930
-5.84392196,1.75277595,-1.26470676,0.00516997,-0.00454533,0.06083856,-0.06316026,0.68375079,-0.48509050,0.19981618,-0.11994711,0.53069182,-0.35730191,0.21629442,-0.15868808,0.00741570,-0.00736392,1.03495730,-0.75443781
