energy_ev,total_up,Au_p_up,Au_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-4.75737869,0.37205625,0.19009830,0.26254912,0.05962832,0.00043000,0.02466202,0.03497089
-4.75137569,0.34103631,0.17497614,0.24081327,0.05430700,0.00039463,0.02253311,0.03187818
-4.74537269,0.31231333,0.16081935,0.22051879,0.04950333,0.00036178,0.02052601,0.02907670
-4.73936968,0.28616321,0.14778865,0.20187298,0.04525538,0.00033184,0.01866026,0.02657739
-4.73336668,0.26287697,0.13605088,0.18508900,0.04160538,0.00030524,0.01695479,0.02439455
-4.72736368,0.24275888,0.12577771,0.17038433,0.03859978,0.00028238,0.01542783,0.02254579
-4.72136068,0.22612497,0.11714455,0.15797946,0.03628920,0.00026370,0.01409677,0.02105191
-4.71535768,0.21330177,0.11032962,0.14809707,0.03472848,0.00024961,0.01297817,0.01993668
-4.70935468,0.20462487,0.10551313,0.14096121,0.03397642,0.00024056,0.01208773,0.01922664
-4.70335168,0.20043723,0.10287633,0.13679643,0.03409562,0.00023698,0.01144038,0.01895072
-4.69734867,0.20108668,0.10260030,0.13582658,0.03515183,0.00023931,0.01105025,0.01913981
-4.69134567,0.20692219,0.10486420,0.13827285,0.03721314,0.00024799,0.01093068,0.01982616
-4.68534267,0.21828869,0.10984282,0.14435096,0.04034878,0.00026346,0.01109416,0.02104266
-4.67933967,0.23551982,0.11770327,0.15426717,0.04462734,0.00028613,0.01155214,0.02282189
-4.67333667,0.25892868,0.12860062,0.16821284,0.05011465,0.00031639,0.01231485,0.02519506
-4.66733367,0.28879615,0.14267243,0.18635763,0.05687113,0.00035461,0.01339087,0.02819063
-4.66133067,0.32535716,0.16003231,0.20884125,0.06494858,0.00040106,0.01478667,0.03183284
-4.65532766,0.36878486,0.18076240,0.23576385,0.07438672,0.00045598,0.01650606,0.03614004
-4.64932466,0.41917340,0.20490521,0.26717555,0.08520924,0.00051948,0.01854953,0.04112285
-4.64332166,0.47651979,0.23245490,0.30306526,0.09741990,0.00059156,0.02091349,0.04678235
-4.63731866,0.54070585,0.26334867,0.34334949,0.11099844,0.00067206,0.02358956,0.05310823
-4.63131566,0.61148106,0.29745852,0.38786177,0.12589691,0.00076069,0.02656388,0.06007708
-4.62531266,0.68844763,0.33458395,0.43634332,0.14203631,0.00085693,0.02981642,0.06765089
-4.61930965,0.77104880,0.37444634,0.48843576,0.15930405,0.00096008,0.03332051,0.07577591
-4.61330665,0.85856159,0.41668530,0.54367665,0.17755229,0.00106925,0.03704249,0.08438192
-4.60730365,0.95009499,0.46085775,0.60149833,0.19659746,0.00118330,0.04094158,0.09338208
-4.60130065,1.04459458,0.50643995,0.66123091,0.21622107,0.00130091,0.04497011,0.10267340
-4.59529765,1.14085402,0.55283297,0.72210953,0.23617210,0.00142055,0.04907388,0.11213785
-4.58929465,1.23753387,0.59937157,0.78328626,0.25617077,0.00154052,0.05319300,0.12164426
-4.58329165,1.33318760,0.64533666,0.84384655,0.27591387,0.00165900,0.05726292,0.13105088
-4.57728864,1.42629431,0.68997093,0.90282990,0.29508158,0.00177405,0.06121581,0.14020857
-4.57128564,1.51529733,0.73249743,0.95925427,0.31334536,0.00188369,0.06498216,0.14896469
-4.56528264,1.59864738,0.77214029,1.01214334,0.33037695,0.00198595,0.06849262,0.15716723
-4.55927964,1.67484872,0.80814695,1.06055570,0.34585791,0.00207890,0.07167995,0.16466945
-4.55327664,1.74250639,0.83981108,1.10361467,0.35948945,0.00216076,0.07448099,0.17133446
-4.54727364,1.80037243,0.86649488,1.14053749,0.37100204,0.00222991,0.07683865,0.17703980
-4.54127064,1.84738912,0.88765020,1.17066266,0.38016445,0.00228496,0.07870379,0.18168164
-4.53526763,1.88272696,0.90283710,1.19347382,0.38679174,0.00232482,0.08003677,0.18517855
-4.52926463,1.90581572,0.91173918,1.20861937,0.39075181,0.00234870,0.08080887,0.18747453
-4.52326163,1.91636680,0.91417488,1.21592643,0.39197021,0.00235618,0.08100325,0.18854122
-4.51725863,1.91438592,0.91010417,1.21540875,0.39043299,0.00234720,0.08061549,0.18837910
-4.51125563,1.90017512,0.89963027,1.20726780,0.38618739,0.00232207,0.07965378,0.18701774
-4.50525263,1.87432426,0.88299634,1.19188714,0.37934037,0.00228147,0.07813860,0.18451495
-4.49924962,1.83769200,0.86057734,1.16982016,0.37005499,0.00222643,0.07610193,0.18095492
-4.49324662,1.79137731,0.83286738,1.14177180,0.35854497,0.00215826,0.07358620,0.17644543
-4.48724362,1.73668281,0.80046323,1.10857499,0.34506745,0.00207859,0.07064272,0.17111428
-4.48124062,1.67507153,0.76404479,1.07116297,0.32991454,0.00198923,0.06733003,0.16510507
-4.47523762,1.60811916,0.72435344,1.03053877,0.31340387,0.00189215,0.06371186,0.15857254
-4.46923462,1.53746388,0.68216917,0.98774305,0.29586868,0.00178944,0.05985520,0.15167770
-4.46323162,1.46475597,0.63828773,0.94382187,0.27764785,0.00168322,0.05582819,0.14458286
-4.45722861,1.39160926,0.59349844,0.89979569,0.25907624,0.00157561,0.05169818,0.13744702
-4.45122561,1.31955643,0.54856374,0.85663068,0.24047584,0.00146864,0.04752991,0.13042143
-4.44522261,1.25000962,0.50420123,0.81521363,0.22214783,0.00136422,0.04338391,0.12364581
-4.43921961,1.18422782,0.46106851,0.77633107,0.20436607,0.00126412,0.03931519,0.11724522
-4.43321661,1.12329175,0.41975143,0.74065329,0.18737195,0.00116990,0.03537220,0.11132760
-4.42721361,1.06808686,0.38075585,0.70872356,0.17137076,0.00108293,0.03159612,0.10598215
-4.42121061,1.01929430,0.34450276,0.68095249,0.15652961,0.00100433,0.02802048,0.10127849
-4.41520760,0.97738972,0.31132677,0.65761747,0.14297681,0.00093498,0.02467104,0.09726651
-4.40920460,0.94264917,0.28147759,0.63886669,0.13080252,0.00087555,0.02156599,0.09397702
-4.40320160,0.91516101,0.25512390,0.62472714,0.12006059,0.00082648,0.01871639,0.09142286
-4.39719860,0.89484303,0.23235943,0.61511585,0.11077124,0.00078797,0.01612669,0.08960053
-4.39119560,0.88146315,0.21321040,0.60985368,0.10292448,0.00076006,0.01379558,0.08849226
-4.38519260,0.87466270,0.19764394,0.60868061,0.09648394,0.00074258,0.01171675,0.08806814
-4.37918959,0.87398083,0.18557702,0.61127191,0.09139099,0.00073524,0.00987981,0.08828851
-4.37318659,0.87887890,0.17688531,0.61725423,0.08756878,0.00073757,0.00827118,0.08910621
-4.36718359,0.88876389,0.17141170,0.62622111,0.08492627,0.00074902,0.00687494,0.09046883
-4.36118059,0.90300976,0.16897405,0.63774707,0.08336186,0.00076890,0.00567367,0.09232064
-4.35517759,0.92097640,0.16937217,0.65140017,0.08276677,0.00079646,0.00464910,0.09460436
-4.34917459,0.94202536,0.17239364,0.66675239,0.08302789,0.00083087,0.00378279,0.09726257
-4.34317159,0.96553248,0.17781862,0.68338796,0.08403026,0.00087125,0.00305667,0.10023881
-4.33716858,0.99089716,0.18542352,0.70090942,0.08565911,0.00091664,0.00245340,0.10347833
-4.33116558,1.01754848,0.19498378,0.71894160,0.08780140,0.00096607,0.00195672,0.10692859
-4.32516258,1.04494866,0.20627556,0.73713378,0.09034717,0.00101853,0.00155170,0.11053941
-4.31915958,1.07259399,0.21907688,0.75516021,0.09319041,0.00107297,0.00122487,0.11426295
-4.31315658,1.10001417,0.23316800,0.77271941,0.09622990,0.00112835,0.00096429,0.11805347
-4.30715358,1.12677019,0.24833141,0.78953265,0.09936971,0.00118359,0.00075957,0.12186699
