energy_ev,total_up,Au_p_up,Au_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-6.00000000,6.49725997,0.61392828,6.06989488,0.19027361,0.02352963,0.01936638,0.24216906
-5.99399700,6.58858180,0.63439900,6.14559419,0.19533850,0.02371739,0.02069114,0.25270436
-5.98799400,6.67640331,0.65869912,6.21658604,0.20125740,0.02388733,0.02212666,0.26355194
-5.98199100,6.76181062,0.68679825,6.28401964,0.20809311,0.02404373,0.02367494,0.27464150
-5.97598799,6.84594380,0.71859565,6.34911868,0.21589924,0.02419066,0.02533536,0.28589584
-5.96998499,6.92992868,0.75391864,6.41311323,0.22471710,0.02433170,0.02710441,0.29723159
-5.96398199,7.01480777,0.79252265,6.47717049,0.23457259,0.02446976,0.02897545,0.30856004
-5.95797899,7.10147367,0.83409299,6.54232763,0.24547333,0.02460689,0.03093863,0.31978804
-5.95197599,7.19060827,0.87824848,6.60943003,0.25740603,0.02474417,0.03298094,0.33081909
-5.94597299,7.28263091,0.92454692,6.67907798,0.27033434,0.02488162,0.03508632,0.34155443
-5.93996998,7.37765794,0.97249221,6.75158430,0.28419720,0.02501821,0.03723595,0.35189442
-5.93396698,7.47547587,1.02154314,6.82694507,0.29890795,0.02515193,0.03940868,0.36173990
-5.92796398,7.57552949,1.07112352,6.90482474,0.31435410,0.02527984,0.04158148,0.37099374
-5.92196098,7.67692549,1.12063350,6.98455643,0.33039795,0.02539832,0.04373011,0.37956251
-5.91595798,7.77845175,1.16946158,7.06515729,0.34687806,0.02550319,0.04582971,0.38735813
-5.90995498,7.87861132,1.21699717,7.14535843,0.36361155,0.02559000,0.04785554,0.39429960
-5.90395198,7.97566978,1.26264309,7.22364792,0.38039719,0.02565429,0.04978367,0.40031465
-5.89794897,8.06771400,1.30582781,7.29832508,0.39701927,0.02569182,0.05159171,0.40534135
-5.89194597,8.15271971,1.34601693,7.36756375,0.41325207,0.02569882,0.05325936,0.40932948
-5.88594297,8.22862524,1.38272364,7.42948183,0.42886492,0.02567228,0.05476903,0.41224175
-5.87993997,8.29340826,1.41551778,7.48221418,0.44362750,0.02561009,0.05610626,0.41405477
-5.87393697,8.34516245,1.44403340,7.52398595,0.45731546,0.02551123,0.05726002,0.41475966
-5.86793397,8.38217109,1.46797444,7.55318334,0.46971594,0.02537588,0.05822294,0.41436239
-5.86193097,8.40297452,1.48711868,7.56841896,0.48063294,0.02520550,0.05899130,0.41288378
-5.85592796,8.40642890,1.50131974,7.56858916,0.48989232,0.02500278,0.05956499,0.41035916
-5.84992496,8.39175408,1.51050725,7.55292117,0.49734618,0.02477166,0.05994725,0.40683771
-5.84392196,8.35856855,1.51468533,7.52100827,0.50287658,0.02451715,0.06014438,0.40238156
-5.83791896,8.30691050,1.51392949,7.47283155,0.50639832,0.02424523,0.06016525,0.39706457
-5.83191596,8.23724399,1.50838207,7.40876771,0.50786088,0.02396266,0.06002087,0.39097101
-5.82591296,8.15045048,1.49824671,7.32958263,0.50724920,0.02367669,0.05972384,0.38419406
-5.81990995,8.04780599,1.48378170,7.23641131,0.50458349,0.02339487,0.05928779,0.37683414
-5.81390695,7.93094527,1.46529288,7.13072508,0.49991807,0.02312473,0.05872691,0.36899729
-5.80790395,7.80181450,1.44312596,7.01428789,0.49333920,0.02287353,0.05805546,0.36079347
-5.80190095,7.66261490,1.41765877,6.88910350,0.48496212,0.02264801,0.05728734,0.35233490
-5.79589795,7.51573962,1.38929346,6.75735632,0.47492736,0.02245409,0.05643584,0.34373446
-5.78989495,7.36370676,1.35844893,6.62134825,0.46339659,0.02229669,0.05551339,0.33510409
-5.78389195,7.20909138,1.32555355,6.48343462,0.45054808,0.02217952,0.05453146,0.32655329
-5.77788894,7.05445934,1.29103839,6.34596167,0.43657203,0.02210495,0.05350056,0.31818771
-5.77188594,6.90230544,1.25533091,6.21120830,0.42166593,0.02207392,0.05243032,0.31010774
-5.76588294,6.75499818,1.21884922,6.08133415,0.40603007,0.02208589,0.05132968,0.30240722
-5.75987994,6.61473271,1.18199687,5.95833567,0.38986345,0.02213888,0.05020710,0.29517216
-5.75387694,6.48349328,1.14515829,5.84401135,0.37336011,0.02222954,0.04907081,0.28847949
-5.74787394,6.36302552,1.10869460,5.73993659,0.35670591,0.02235326,0.04792912,0.28239592
-5.74187094,6.25481849,1.07294006,5.64744800,0.34007601,0.02250439,0.04679065,0.27697680
-5.73586793,6.16009570,1.03819882,5.56763647,0.32363278,0.02267640,0.04566451,0.27226504
-5.72986493,6.07981392,1.00474214,5.50134764,0.30752435,0.02286216,0.04456051,0.26829019
-5.72386193,6.01466800,0.97280597,5.44918825,0.29188360,0.02305419,0.04348914,0.26506751
-5.71785893,5.96509989,0.94258888,5.41153628,0.27682759,0.02324492,0.04246157,0.26259735
-5.71185593,5.93130990,0.91425037,5.38855303,0.26245736,0.02342694,0.04148948,0.26086461
-5.70585293,5.91326815,0.88790952,5.38019517,0.24885796,0.02359326,0.04058482,0.25983848
-5.69984992,5.91072493,0.86364411,5.38622513,0.23609866,0.02373748,0.03975944,0.25947252
-5.69384692,5.92321837,0.84149026,5.40621862,0.22423335,0.02385400,0.03902468,0.25970496
-5.68784392,5.95007910,0.82144253,5.43956848,0.21330089,0.02393809,0.03839083,0.26045950
-5.68184092,5.99043157,0.80345474,5.48548475,0.20332561,0.02398599,0.03786667,0.26164640
-5.67583792,6.04319252,0.78744141,5.54299154,0.19431771,0.02399492,0.03745891,0.26316399
-5.66983492,6.10706771,0.77327997,5.61092137,0.18627378,0.02396304,0.03717168,0.26490065
-5.66383192,6.18054843,0.76081370,5.68790892,0.17917724,0.02388941,0.03700613,0.26673703
-5.65782891,6.26190937,0.74985548,5.77238564,0.17299895,0.02377381,0.03696005,0.26854872
-5.65182591,6.34921023,0.74019230,5.86257757,0.16769780,0.02361666,0.03702767,0.27020912
-5.64582291,6.44030272,0.73159043,5.95650821,0.16322155,0.02341886,0.03719956,0.27159251
-5.63981991,6.53284499,0.72380127,6.05200852,0.15950775,0.02318161,0.03746271,0.27257723
-5.63381691,6.62432488,0.71656766,6.14673557,0.15648492,0.02290628,0.03780072,0.27304886
-5.62781391,6.71209285,0.70963062,6.23820086,0.15407399,0.02259424,0.03819419,0.27290327
-5.62181091,6.79340513,0.70273626,6.32380883,0.15218986,0.02224681,0.03862128,0.27204949
-5.61580790,6.86547639,0.69564273,6.40090528,0.15074336,0.02186513,0.03905829,0.27041225
-5.60980490,6.92554122,0.68812711,6.46683486,0.14964330,0.02145013,0.03948047,0.26793412
-5.60380190,6.97092221,0.67999186,6.51900574,0.14879876,0.02100256,0.03986282,0.26457721
-5.59779890,6.99910264,0.67107078,6.55495941,0.14812142,0.02052297,0.04018096,0.26032426
-5.59179590,7.00780055,0.66123427,6.57244278,0.14752802,0.02001180,0.04041199,0.25517919
-5.58579290,6.99504130,0.65039368,6.56947936,0.14694272,0.01946945,0.04053530,0.24916712
-5.57978989,6.95922502,0.63850458,6.54443637,0.14629930,0.01889640,0.04053335,0.24233363
-5.57378689,6.89918593,0.62556885,6.49608449,0.14554324,0.01829331,0.04039228,0.23474365
-5.56778389,6.81424037,0.61163546,6.42364730,0.14463327,0.01766112,0.04010242,0.22647964
-5.56178089,6.70422109,0.59679980,6.32683780,0.14354272,0.01700119,0.03965865,0.21763944
-5.55577789,6.56949584,0.58120162,6.20588002,0.14226020,0.01631532,0.03906054,0.20833362
-5.54977489,6.41096896,0.56502140,6.06151450,0.14078978,0.01560588,0.03831238,0.19868253
-5.54377189,6.23006567,0.54847544,5.89498690,0.13915059,0.01487577,0.03742295,0.18881321
-5.53776888,6.02869934,0.53180942,5.70802029,0.13737575,0.01412848,0.03640518,0.17885606
-5.53176588,5.80922283,0.51529094,5.50277179,0.13551072,0.01336804,0.03527561,0.16894151
-5.52576288,5.57436600,0.49920093,5.28177563,0.13361109,0.01259895,0.03405377,0.15919680
-5.51975988,5.32716158,0.48382438,5.04787462,0.13173985,0.01182609,0.03276139,0.14974289
-5.51375688,5.07086261,0.46944052,4.80414302,0.12996430,0.01105461,0.03142161,0.14069155
-5.50775388,4.80885448,0.45631297,4.55380381,0.12835264,0.01028985,0.03005814,0.13214291
-5.50175088,4.54456512,0.44468006,4.30014353,0.12697052,0.00953711,0.02869437,0.12418325
-5.49574787,4.28137662,0.43474584,4.04642793,0.12587752,0.00880162,0.02735255,0.11688335
-5.48974487,4.02254142,0.42667208,3.79582142,0.12512386,0.00808833,0.02605312,0.11029729
-5.48374187,3.77110604,0.42057163,3.55131304,0.12474752,0.00740180,0.02481399,0.10446180
-5.47773887,3.52984462,0.41650362,3.31565121,0.12477175,0.00674614,0.02365005,0.09939614
-5.47173587,3.30120426,0.41447053,3.09128918,0.12520333,0.00612486,0.02257281,0.09510252
-5.46573287,3.08726352,0.41441762,2.88034240,0.12603145,0.00554084,0.02159016,0.09156712
-5.45972986,2.88970473,0.41623460,2.68455854,0.12722752,0.00499631,0.02070629,0.08876149
-5.45372686,2.70980039,0.41975973,2.50530054,0.12874570,0.00449279,0.01992179,0.08664455
-5.44772386,2.54841330,0.42478612,2.34354223,0.13052432,0.00403112,0.01923388,0.08516488
-5.44172086,2.40600946,0.43107019,2.19987604,0.13248809,0.00361149,0.01863677,0.08426332
-5.43571786,2.28268266,0.43834175,2.07453150,0.13455097,0.00323351,0.01812210,0.08387586
-5.42971486,2.17818888,0.44631552,1.96740336,0.13661956,0.00289625,0.01767949,0.08393654
-5.42371186,2.09198886,0.45470339,1.87808748,0.13859699,0.00259829,0.01729717,0.08438037
-5.41770885,2.02329662,0.46322704,1.80592292,0.14038695,0.00233787,0.01696255,0.08514618
-5.41170585,1.97113166,0.47163011,1.75003818,0.14189776,0.00211292,0.01666287,0.08617915
-5.40570285,1.93437289,0.47968957,1.70939969,0.14304627,0.00192117,0.01638577,0.08743298
-5.39969985,1.91181176,0.48722547,1.68286075,0.14376144,0.00176022,0.01611982,0.08887168
-5.39369685,1.90220288,0.49410879,1.66920893,0.14398736,0.00162760,0.01585496,0.09047072
-5.38769385,1.90430996,0.50026667,1.66721041,0.14368557,0.00152087,0.01558286,0.09221760
-5.38169085,1.91694561,0.50568509,1.67564963,0.14283666,0.00143763,0.01529711,0.09411184
-5.37568784,1.93900361,0.51040842,1.69336306,0.14144098,0.00137561,0.01499344,0.09616422
-5.36968484,1.96948268,0.51453610,1.71926595,0.13951852,0.00133263,0.01466962,0.09839544
-5.36368184,2.00750103,0.51821646,1.75237156,0.13710786,0.00130670,0.01432547,0.10083422
-5.35767884,2.05230172,0.52163795,1.79180224,0.13426443,0.00129593,0.01396258,0.10351482
-5.35167584,2.10324875,0.52501815,1.83679254,0.13105794,0.00129863,0.01358412,0.10647432
-5.34567284,2.15981479,0.52859122,1.88668463,0.12756941,0.00131320,0.01319445,0.10974947
-5.33966983,2.22156139,0.53259422,1.94091659,0.12388763,0.00133818,0.01279878,0.11337360
-5.33366683,2.28811315,0.53725316,1.99900475,0.12010551,0.00137219,0.01240275,0.11737345
-5.32766383,2.35912744,0.54276929,2.06052124,0.11631624,0.00141393,0.01201208,0.12176631
-5.32166083,2.43426167,0.54930642,2.12506832,0.11260966,0.00146214,0.01163218,0.12655742
-5.31565783,2.51314000,0.55697996,2.19225112,0.10906882,0.00151556,0.01126786,0.13173793
-5.30965483,2.59532158,0.56584800,2.26165053,0.10576698,0.00157297,0.01092300,0.13728346
-5.30365183,2.68027227,0.57590514,2.33279791,0.10276509,0.00163310,0.01060045,0.14315327
-5.29764882,2.76734157,0.58707914,2.40515332,0.10010994,0.00169470,0.01030182,0.14929029
-5.29164582,2.85574623,0.59923075,2.47808852,0.09783287,0.00175646,0.01002749,0.15562173
-5.28564282,2.94456181,0.61215651,2.55087599,0.09594928,0.00181708,0.00977662,0.16206060
-5.27963982,3.03272264,0.62559459,2.62268470,0.09445867,0.00187527,0.00954722,0.16850771
-5.27363682,3.11903071,0.63923325,2.69258304,0.09334549,0.00192973,0.00933637,0.17485441
-5.26763382,3.20217305,0.65272157,2.75954902,0.09258044,0.00197921,0.00914037,0.18098565
-5.26163082,3.28074720,0.66568196,2.82248724,0.09212231,0.00202254,0.00895497,0.18678347
-5.25562781,3.35329343,0.67772389,2.88025205,0.09192027,0.00205861,0.00877569,0.19213059
-5.24962481,3.41833264,0.68845823,2.93167577,0.09191643,0.00208647,0.00859803,0.19691407
-5.24362181,3.47440795,0.69751156,2.97560072,0.09204861,0.00210527,0.00841771,0.20102886
-5.23761881,3.52012852,0.70453999,3.01091362,0.09225318,0.00211438,0.00823100,0.20438099
-5.23161581,3.55421339,0.70924175,3.03658077,0.09246797,0.00211333,0.00803482,0.20689053
-5.22561281,3.57553372,0.71136832,3.05168241,0.09263490,0.00210185,0.00782701,0.20849397
-5.21960980,3.58315149,0.71073348,3.05544491,0.09270261,0.00207988,0.00760642,0.20914604
-5.21360680,3.57635326,0.70722024,3.04726920,0.09262866,0.00204758,0.00737303,0.20882105
-5.20760380,3.55467754,0.70078524,3.02675447,0.09238142,0.00200531,0.00712803,0.20751351
-5.20160080,3.51793484,0.69146069,2.99371611,0.09194164,0.00195361,0.00687381,0.20523816
-5.19559780,3.46621965,0.67935389,2.94819714,0.09130345,0.00189321,0.00661402,0.20202951
-5.18959480,3.39991406,0.66464427,2.89047297,0.09047505,0.00182500,0.00635351,0.19794078
-5.18359180,3.31968298,0.64757841,2.82104914,0.08947883,0.00174996,0.00609830,0.19304243
-5.17758879,3.22646115,0.62846301,2.74065234,0.08835112,0.00166922,0.00585553,0.18742024
-5.17158579,3.12143272,0.60765635,2.65021508,0.08714143,0.00158393,0.00563340,0.18117321
-5.16558279,3.00600403,0.58555843,2.55085464,0.08591132,0.00149532,0.00544113,0.17441115
-5.15957979,2.88177071,0.56260021,2.44384709,0.08473293,0.00140462,0.00528886,0.16725216
-5.15357679,2.75048025,0.53923233,2.33059736,0.08368715,0.00131304,0.00518760,0.15982004
-5.14757379,2.61399125,0.51591355,2.21260634,0.08286153,0.00122178,0.00514917,0.15224178
-5.14157079,2.47423082,0.49309947,2.09143619,0.08234801,0.00113195,0.00518612,0.14464502
-5.13556778,2.33315126,0.47123156,1.96867491,0.08224047,0.00104463,0.00531160,0.13715573
-5.12956478,2.19268740,0.45072700,1.84590122,0.08263222,0.00096078,0.00553929,0.12989601
-5.12356178,2.05471576,0.43196952,1.72465084,0.08361349,0.00088130,0.00588324,0.12298207
-5.11755878,1.92101652,0.41530133,1.60638500,0.08526890,0.00080696,0.00635768,0.11652253
-5.11155578,1.79323932,0.40101642,1.49246205,0.08767506,0.00073845,0.00697678,0.11061680
-5.10555278,1.67287346,0.38935531,1.38411273,0.09089831,0.00067635,0.00775441,0.10535389
-5.09954977,1.56122313,0.38050117,1.28241959,0.09499265,0.00062115,0.00870378,0.10081124
-5.09354677,1.45938792,0.37457760,1.18830094,0.09999788,0.00057323,0.00983708,0.09705395
-5.08754377,1.36824887,0.37164772,1.10249940,0.10593805,0.00053288,0.01116504,0.09413412
-5.08154077,1.28845991,0.37171472,1.02557505,0.11282011,0.00050030,0.01269649,0.09209038
-5.07553777,1.22044449,0.37472373,0.95790311,0.12063301,0.00047558,0.01443783,0.09094762
-5.06953477,1.16439726,0.38056471,0.89967576,0.12934699,0.00045876,0.01639260,0.09071678
-5.06353177,1.12029014,0.38907650,0.85090782,0.13891336,0.00044975,0.01856093,0.09139485
-5.05752876,1.08788250,0.40005156,0.81144584,0.14926453,0.00044843,0.02093912,0.09296490
-5.05152576,1.06673482,0.41324144,0.78098014,0.16031454,0.00045454,0.02351930,0.09539625
-5.04552276,1.05622536,0.42836275,0.75905928,0.17195986,0.00046779,0.02628907,0.09864467
-5.03951976,1.05556931,0.44510337,0.74510646,0.18408065,0.00048777,0.02923139,0.10265281
-5.03351676,1.06384003,0.46312901,0.73843745,0.19654242,0.00051402,0.03232453,0.10735060
-5.02751376,1.07999181,0.48208968,0.73827963,0.20919804,0.00054598,0.03554218,0.11265594
-5.02151076,1.10288387,0.50162629,0.74379156,0.22189016,0.00058302,0.03885379,0.11847548
-5.01550775,1.13130526,0.52137705,0.75408302,0.23445393,0.00062446,0.04222501,0.12470568
-5.00950475,1.16400018,0.54098375,0.76823489,0.24672008,0.00066955,0.04561837,0.13123410
-5.00350175,1.19969360,0.56009786,0.78531880,0.25851826,0.00071747,0.04899407,0.13794094
-4.99749875,1.23711659,0.57838632,0.80441605,0.26968055,0.00076739,0.05231095,0.14470091
-4.99149575,1.27503118,0.59553709,0.82463572,0.28004511,0.00081844,0.05552752,0.15138540
-4.98549275,1.31225423,0.61126427,0.84513147,0.28945980,0.00086974,0.05860307,0.15786487
-4.97948974,1.34767986,0.62531285,0.86511685,0.29778581,0.00092042,0.06149883,0.16401149
-4.97348674,1.38029995,0.63746288,0.88387883,0.30490096,0.00096965,0.06417904,0.16970198
-4.96748374,1.40922219,0.64753304,0.90078913,0.31070276,0.00101662,0.06661194,0.17482049
-4.96148074,1.43368513,0.65538345,0.91531319,0.31511095,0.00106061,0.06877071,0.17926140
-4.95547774,1.45306973,0.66091752,0.92701652,0.31806950,0.00110096,0.07063409,0.18293212
-4.94947474,1.46690705,0.66408294,0.93556816,0.31954794,0.00113711,0.07218690,0.18575549
-4.94347174,1.47488163,0.66487137,0.94074120,0.31954194,0.00116861,0.07342028,0.18767187
-4.93746873,1.47683052,0.66331715,0.94241033,0.31807308,0.00119509,0.07433167,0.18864072
-4.93146573,1.47273777,0.65949460,0.94054654,0.31518784,0.00121633,0.07492452,0.18864157
-4.92546273,1.46272471,0.65351432,0.93520905,0.31095579,0.00123221,0.07520781,0.18767436
-4.91945973,1.44703627,0.64551822,0.92653499,0.30546710,0.00124271,0.07519536,0.18575916
-4.91345673,1.42602398,0.63567377,0.91472708,0.29882934,0.00124791,0.07490490,0.18293503
-4.90745373,1.40012630,0.62416742,0.90004002,0.29116395,0.00124798,0.07435712,0.17925846
-4.90145073,1.36984717,0.61119759,0.88276601,0.28260224,0.00124316,0.07357463,0.17480104
-4.89544772,1.33573388,0.59696757,0.86322020,0.27328130,0.00123375,0.07258088,0.16964679
-4.88944472,1.29835494,0.58167855,0.84172664,0.26333995,0.00122009,0.07139920,0.16388908
-4.88344172,1.25827934,0.56552323,0.81860537,0.25291491,0.00120251,0.07005191,0.15762737
-4.87743872,1.21605769,0.54868020,0.79416113,0.24213728,0.00118140,0.06855962,0.15096394
-4.87143572,1.17220632,0.53130948,0.76867427,0.23112958,0.00115711,0.06694068,0.14400070
-4.86543272,1.12719476,0.51354935,0.74239400,0.22000345,0.00112997,0.06521089,0.13683624
-4.85942971,1.08143698,0.49551459,0.71553423,0.20885790,0.00110031,0.06338339,0.12956331
-4.85342671,1.03528659,0.47729623,0.68827205,0.19777844,0.00106841,0.06146873,0.12226668
-4.84742371,0.98903582,0.45896265,0.66074861,0.18683675,0.00103452,0.05947521,0.11502162
-4.84142071,0.94291811,0.44056204,0.63307214,0.17609113,0.00099889,0.05740927,0.10789287
-4.83541771,0.89711367,0.42212587,0.60532281,0.16558739,0.00096172,0.05527606,0.10093419
-4.82941471,0.85175742,0.40367312,0.57755888,0.15536029,0.00092319,0.05308005,0.09418846
-4.82341171,0.80694866,0.38521514,0.54982362,0.14543523,0.00088348,0.05082563,0.08768821
-4.81740870,0.76276166,0.36676050,0.52215258,0.13583022,0.00084278,0.04851774,0.08145653
-4.81140570,0.71925635,0.34831984,0.49458052,0.12655781,0.00080126,0.04616237,0.07550829
-4.80540270,0.67648860,0.32991026,0.46714792,0.11762709,0.00075911,0.04376698,0.06985157
-4.79939970,0.63451943,0.31155901,0.43990627,0.10904546,0.00071656,0.04134082,0.06448916
-4.79339670,0.59342269,0.29330643,0.41292236,0.10082020,0.00067383,0.03889506,0.05942005
-4.78739370,0.55329107,0.27520802,0.38628108,0.09295988,0.00063118,0.03644286,0.05464094
-4.78139070,0.51424031,0.25733546,0.36008700,0.08547531,0.00058891,0.03399923,0.05014755
-4.77538769,0.47641149,0.23977691,0.33446462,0.07838039,0.00054731,0.03158083,0.04593577
-4.76938469,0.43997190,0.22263643,0.30955757,0.07169262,0.00050672,0.02920570,0.04200265
-4.76338169,0.40511447,0.20603288,0.28552694,0.06543342,0.00046749,0.02689287,0.03834719
