energy_ev,total_up,Pb_p_up,Pb_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-5.84392196,0.90635846,0.06123005,0.00077763,0.30878222,0.31273738,0.62320553,0.00000000
-5.83791896,0.95462316,0.06575126,0.00078654,0.33281591,0.32600432,0.66176660,0.00000000
-5.83191596,1.00479273,0.07021349,0.00079929,0.35728929,0.34015696,0.70138482,0.00000000
-5.82591296,1.05588849,0.07452960,0.00081534,0.38183438,0.35487829,0.74135703,0.00000000
-5.81990995,1.10685229,0.07861268,0.00083403,0.40605652,0.36982079,0.78092824,0.00000000
-5.81390695,1.15657516,0.08237819,0.00085461,0.42954380,0.38461605,0.81931133,0.00000000
-5.80790395,1.20392899,0.08574631,0.00087624,0.45187795,0.39888558,0.85570914,0.00000000
-5.80190095,1.24780038,0.08864417,0.00089808,0.47264612,0.41225225,0.88933784,0.00000000
-5.79589795,1.28712518,0.09100806,0.00091923,0.49145328,0.42435214,0.91945107,0.00000000
-5.78989495,1.32092249,0.09278539,0.00093886,0.50793463,0.43484612,0.94536362,0.00000000
-5.78389195,1.34832672,0.09393638,0.00095614,0.52176767,0.44343092,0.96647388,0.00000000
-5.77788894,1.36861651,0.09443538,0.00097036,0.53268341,0.44984915,0.98228420,0.00000000
-5.77188594,1.38123935,0.09427170,0.00098090,0.54047620,0.45389792,0.99241814,0.00000000
-5.76588294,1.38583101,0.09345004,0.00098723,0.54501190,0.45543574,0.99663423,0.00000000
-5.75987994,1.38222885,0.09199031,0.00098902,0.54623395,0.45438754,0.99483539,0.00000000
-5.75387694,1.37047887,0.08992706,0.00098604,0.54416715,0.45074741,0.98707392,0.00000000
-5.74787394,1.35083604,0.08730836,0.00097826,0.53891904,0.44457933,0.97355178,0.00000000
-5.74187094,1.32375812,0.08419429,0.00096579,0.53067863,0.43601563,0.95461623,0.00000000
-5.73586793,1.28989330,0.08065509,0.00094893,0.51971285,0.42525341,0.93075104,0.00000000
-5.72986493,1.25006227,0.07676904,0.00092809,0.50636049,0.41254908,0.90256372,0.00000000
-5.72386193,1.20523548,0.07262020,0.00090387,0.49102420,0.39821131,0.87076926,0.00000000
-5.71785893,1.15650652,0.06829600,0.00087697,0.47416050,0.38259257,0.83617108,0.00000000
-5.71185593,1.10506260,0.06388498,0.00084820,0.45626844,0.36607971,0.79963983,0.00000000
-5.70585293,1.05215326,0.05947450,0.00081847,0.43787699,0.34908389,0.76209081,0.00000000
-5.69984992,0.99905820,0.05514877,0.00078872,0.41953182,0.33203005,0.72446072,0.00000000
-5.69384692,0.94705529,0.05098699,0.00075995,0.40178151,0.31534645,0.68768453,0.00000000
-5.68784392,0.89738956,0.04706188,0.00073316,0.38516388,0.29945436,0.65267278,0.00000000
-5.68184092,0.85124393,0.04343844,0.00070932,0.37019248,0.28475830,0.62029027,0.00000000
-5.67583792,0.80971216,0.04017300,0.00068935,0.35734375,0.27163679,0.59133612,0.00000000
-5.66983492,0.77377462,0.03731263,0.00067413,0.34704497,0.26043405,0.56652591,0.00000000
-5.66383192,0.74427710,0.03489475,0.00066439,0.33966324,0.25145251,0.54647587,0.00000000
-5.65782891,0.72191287,0.03294701,0.00066078,0.33549587,0.24494628,0.53168951,0.00000000
-5.65182591,0.70720820,0.03148731,0.00066380,0.33476204,0.24111568,0.52254665,0.00000000
-5.64582291,0.70051137,0.03052401,0.00067377,0.33759630,0.24010278,0.51929507,0.00000000
-5.63981991,0.70198517,0.03005631,0.00069088,0.34404368,0.24198804,0.52204477,0.00000000
-5.63381691,0.71160312,0.03007455,0.00071510,0.35405685,0.24678801,0.53076490,0.00000000
-5.62781391,0.72914921,0.03056077,0.00074625,0.36749529,0.25445417,0.54528353,0.00000000
-5.62181091,0.75422145,0.03148917,0.00078394,0.38412670,0.26487301,0.56529014,0.00000000
-5.61580790,0.78623909,0.03282667,0.00082760,0.40363065,0.27786726,0.59034113,0.00000000
-5.60980490,0.82445373,0.03453350,0.00087649,0.42560454,0.29319841,0.61986813,0.00000000
-5.60380190,0.86796419,0.03656384,0.00092972,0.44957195,0.31057063,0.65318936,0.00000000
-5.59779890,0.91573510,0.03886657,0.00098625,0.47499315,0.32963603,0.68952380,0.00000000
-5.59179590,0.96661919,0.04138597,0.00104489,0.50127773,0.35000118,0.72800815,0.00000000
-5.58579290,1.01938276,0.04406266,0.00110442,0.52779905,0.37123518,0.76771629,0.00000000
-5.57978989,1.07273413,0.04683456,0.00116349,0.55391026,0.39287874,0.80768096,0.00000000
-5.57378689,1.12535444,0.04963795,0.00122079,0.57896128,0.41445452,0.84691716,0.00000000
-5.56778389,1.17592995,0.05240867,0.00127495,0.60231645,0.43547834,0.88444667,0.00000000
-5.56178089,1.22318522,0.05508333,0.00132471,0.62337212,0.45547091,0.91932307,0.00000000
-5.55577789,1.26591592,0.05760070,0.00136883,0.64157363,0.47397006,0.95065648,0.00000000
-5.54977489,1.30302043,0.05990297,0.00140624,0.65643107,0.49054271,0.97763717,0.00000000
-5.54377189,1.33352905,0.06193713,0.00143598,0.66753316,0.50479655,0.99955730,0.00000000
-5.53776888,1.35662980,0.06365626,0.00145726,0.67455883,0.51639075,1.01582984,0.00000000
-5.53176588,1.37168974,0.06502062,0.00146952,0.67728582,0.52504544,1.02600417,0.00000000
-5.52576288,1.37827121,0.06599877,0.00147237,0.67559619,0.53054965,1.02977755,0.00000000
-5.51975988,1.37614208,0.06656829,0.00146567,0.66947834,0.53276716,1.02700212,0.00000000
-5.51375688,1.36527982,0.06671643,0.00144947,0.65902567,0.53164031,1.01768709,0.00000000
-5.50775388,1.34586917,0.06644042,0.00142408,0.64443169,0.52719141,1.00199621,0.00000000
-5.50175088,1.31829343,0.06574745,0.00138996,0.62598213,0.51952172,0.98024034,0.00000000
-5.49574787,1.28312001,0.06465450,0.00134779,0.60404423,0.50880817,0.95286584,0.00000000
-5.48974487,1.24108055,0.06318775,0.00129841,0.57905378,0.49529771,0.92043898,0.00000000
-5.48374187,1.19304675,0.06138177,0.00124277,0.55150045,0.47929975,0.88362716,0.00000000
-5.47773887,1.14000266,0.05927848,0.00118195,0.52191205,0.46117682,0.84317778,0.00000000
-5.47173587,1.08301469,0.05692593,0.00111707,0.49083843,0.44133393,0.79989545,0.00000000
-5.46573287,1.02320042,0.05437687,0.00104931,0.45883554,0.42020686,0.75461852,0.00000000
-5.45972986,0.96169728,0.05168724,0.00097983,0.42645027,0.39825003,0.70819574,0.00000000
-5.45372686,0.89963227,0.04891464,0.00090979,0.39420664,0.37592411,0.66146388,0.00000000
-5.44772386,0.83809359,0.04611675,0.00084026,0.36259361,0.35368391,0.61522683,0.00000000
-5.44172086,0.77810493,0.04334985,0.00077226,0.33205493,0.33196695,0.57023703,0.00000000
-5.43571786,0.72060313,0.04066740,0.00070668,0.30298112,0.31118280,0.52717934,0.00000000
-5.42971486,0.66641953,0.03811874,0.00064432,0.27570368,0.29170372,0.48665791,0.00000000
-5.42371186,0.61626539,0.03574805,0.00058583,0.25049152,0.27385654,0.44918599,0.00000000
-5.41770885,0.57072127,0.03359338,0.00053175,0.22754945,0.25791604,0.41517884,0.00000000
-5.41170585,0.53023048,0.03168597,0.00048246,0.20701854,0.24409999,0.38494956,0.00000000
-5.40570285,0.49509633,0.03004978,0.00043823,0.18897812,0.23256560,0.35870772,0.00000000
-5.39969985,0.46548287,0.02870121,0.00039918,0.17344922,0.22340771,0.33656053,0.00000000
-5.39369685,0.44141890,0.02764906,0.00036533,0.16039903,0.21665842,0.31851632,0.00000000
-5.38769385,0.42280479,0.02689477,0.00033656,0.14974630,0.21228824,0.30448995,0.00000000
-5.38169085,0.40942173,0.02643276,0.00031269,0.14136725,0.21020861,0.29430996,0.00000000
-5.37568784,0.40094320,0.02625103,0.00029342,0.13510194,0.21027573,0.28772712,0.00000000
-5.36968484,0.39694811,0.02633198,0.00027840,0.13076084,0.21229559,0.28442417,0.00000000
-5.36368184,0.39693547,0.02665333,0.00026721,0.12813143,0.21603010,0.28402647,0.00000000
-5.35767884,0.40034013,0.02718925,0.00025940,0.12698479,0.22120408,0.28611335,0.00000000
-5.35167584,0.40654941,0.02791155,0.00025447,0.12708203,0.22751323,0.29022998,0.00000000
-5.34567284,0.41492026,0.02879104,0.00025193,0.12818054,0.23463254,0.29589952,0.00000000
-5.33966983,0.42479664,0.02979893,0.00025127,0.13003991,0.24222530,0.30263533,0.00000000
-5.33366683,0.43552677,0.03090825,0.00025198,0.13242758,0.24995230,0.30995311,0.00000000
-5.32766383,0.44647999,0.03209530,0.00025359,0.13512405,0.25748100,0.31738255,0.00000000
-5.32166083,0.45706266,0.03334100,0.00025565,0.13792764,0.26449455,0.32447849,0.00000000
-5.31565783,0.46673294,0.03463220,0.00025775,0.14065868,0.27070022,0.33083113,0.00000000
-5.30965483,0.47501388,0.03596276,0.00025951,0.14316318,0.27583708,0.33607512,0.00000000
-5.30365183,0.48150451,0.03733446,0.00026062,0.14531561,0.27968273,0.33989726,0.00000000
-5.29764882,0.48588854,0.03875771,0.00026081,0.14702106,0.28205871,0.34204268,0.00000000
-5.29164582,0.48794048,0.04025178,0.00025987,0.14821645,0.28283450,0.34231917,0.00000000
-5.28564282,0.48752882,0.04184486,0.00025765,0.14887084,0.28192997,0.34059962,0.00000000
-5.27963982,0.48461623,0.04357358,0.00025406,0.14898473,0.27931621,0.33682253,0.00000000
-5.27363682,0.47925684,0.04548224,0.00024907,0.14858851,0.27501458,0.33099059,0.00000000
-5.26763382,0.47159053,0.04762147,0.00024268,0.14773990,0.26909436,0.32316731,0.00000000
-5.26163082,0.46183462,0.05004662,0.00023497,0.14652051,0.26166873,0.31347209,0.00000000
-5.25562781,0.45027331,0.05281569,0.00022603,0.14503173,0.25288961,0.30207378,0.00000000
-5.24962481,0.43724512,0.05598690,0.00021601,0.14338993,0.24294148,0.28918307,0.00000000
-5.24362181,0.42312920,0.05961607,0.00020507,0.14172124,0.23203438,0.27504423,0.00000000
-5.23761881,0.40833074,0.06375378,0.00019341,0.14015608,0.22039663,0.25992628,0.00000000
-5.23161581,0.39326636,0.06844245,0.00018123,0.13882367,0.20826738,0.24411422,0.00000000
-5.22561281,0.37835004,0.07371352,0.00016875,0.13784673,0.19588948,0.22790061,0.00000000
-5.21960980,0.36398005,0.07958478,0.00015619,0.13733653,0.18350287,0.21157782,0.00000000
-5.21360680,0.35052761,0.08605807,0.00014376,0.13738869,0.17133878,0.19543120,0.00000000
-5.20760380,0.33832754,0.09311738,0.00013167,0.13807962,0.15961492,0.17973354,0.00000000
-5.20160080,0.32767135,0.10072763,0.00012011,0.13946406,0.14853184,0.16474072,0.00000000
-5.19559780,0.31880287,0.10883408,0.00010927,0.14157359,0.13827055,0.15068890,0.00000000
-5.18959480,0.31191662,0.11736252,0.00009932,0.14441629,0.12899123,0.13779293,0.00000000
-5.18359180,0.30715869,0.12622034,0.00009042,0.14797758,0.12083325,0.12624613,0.00000000
-5.17758879,0.30463003,0.13529841,0.00008271,0.15222206,0.11391607,0.11622111,0.00000000
-5.17158579,0.30439181,0.14447382,0.00007632,0.15709646,0.10834108,0.10787146,0.00000000
-5.16558279,0.30647237,0.15361328,0.00007138,0.16253333,0.10419398,0.10133406,0.00000000
-5.15957979,0.31087527,0.16257726,0.00006800,0.16845543,0.10154757,0.09673162,0.00000000
-5.15357679,0.31758783,0.17122449,0.00006628,0.17478052,0.10046457,0.09417527,0.00000000
-5.14757379,0.32658965,0.17941685,0.00006632,0.18142625,0.10100031,0.09376675,0.00000000
-5.14157079,0.33786032,0.18702423,0.00006823,0.18831502,0.10320499,0.09560012,0.00000000
-5.13556778,0.35138596,0.19392927,0.00007210,0.19537837,0.10712526,0.09976250,0.00000000
-5.12956478,0.36716399,0.20003174,0.00007801,0.20256072,0.11280505,0.10633395,0.00000000
-5.12356178,0.38520574,0.20525220,0.00008607,0.20982225,0.12028539,0.11538619,0.00000000
-5.11755878,0.40553671,0.20953497,0.00009633,0.21714074,0.12960332,0.12698015,0.00000000
-5.11155578,0.42819428,0.21285007,0.00010889,0.22451219,0.14078975,0.14116256,0.00000000
-5.10555278,0.45322310,0.21519414,0.00012380,0.23195028,0.15386656,0.15796156,0.00000000
-5.09954977,0.48066810,0.21659022,0.00014110,0.23948453,0.16884285,0.17738154,0.00000000
-5.09354677,0.51056587,0.21708643,0.00016082,0.24715746,0.18571075,0.19939772,0.00000000
-5.08754377,0.54293456,0.21675368,0.00018296,0.25502077,0.20444098,0.22395046,0.00000000
-5.08154077,0.57776328,0.21568244,0.00020751,0.26313075,0.22497848,0.25094009,0.00000000
-5.07553777,0.61500149,0.21397883,0.00023440,0.27154334,0.24723842,0.28022226,0.00000000
-5.06953477,0.65454922,0.21176021,0.00026356,0.28030908,0.27110292,0.31160455,0.00000000
-5.06353177,0.69624889,0.20915051,0.00029486,0.28946813,0.29641882,0.34484447,0.00000000
-5.05752876,0.73987936,0.20627563,0.00032814,0.29904595,0.32299670,0.37964927,0.00000000
-5.05152576,0.78515274,0.20325892,0.00036323,0.30904972,0.35061133,0.41567768,0.00000000
-5.04552276,0.83171452,0.20021729,0.00039990,0.31946574,0.37900379,0.45254386,0.00000000
-5.03951976,0.87914694,0.19725784,0.00043790,0.33025812,0.40788514,0.48982341,0.00000000
-5.03351676,0.92697596,0.19447525,0.00047695,0.34136863,0.43694157,0.52706135,0.00000000
-5.02751376,0.97468126,0.19195001,0.00051678,0.35271795,0.46584100,0.56378191,0.00000000
-5.02151076,1.02170906,0.18974749,0.00055705,0.36420804,0.49424071,0.59949965,0.00000000
-5.01550775,1.06748712,0.18791778,0.00059747,0.37572557,0.52179569,0.63373156,0.00000000
-5.00950475,1.11144096,0.18649628,0.00063771,0.38714608,0.54816739,0.66600948,0.00000000
-5.00350175,1.15301070,0.18550473,0.00067744,0.39833879,0.57303239,0.69589251,0.00000000
-4.99749875,1.19166744,0.18495282,0.00071636,0.40917147,0.59609051,0.72297849,0.00000000
-4.99149575,1.22692836,0.18483986,0.00075417,0.41951524,0.61707211,0.74691432,0.00000000
-4.98549275,1.25836975,0.18515665,0.00079058,0.42924896,0.63574408,0.76740452,0.00000000
-4.97948974,1.28563735,0.18588710,0.00082532,0.43826291,0.65191435,0.78421765,0.00000000
-4.97348674,1.30845354,0.18700976,0.00085813,0.44646160,0.66543475,0.79719031,0.00000000
-4.96748374,1.32662112,0.18849895,0.00088879,0.45376550,0.67620216,0.80622872,0.00000000
-4.96148074,1.34002376,0.19032552,0.00091709,0.46011182,0.68415796,0.81130785,0.00000000
-4.95547774,1.34862317,0.19245729,0.00094283,0.46545415,0.68928602,0.81246820,0.00000000
-4.94947474,1.35245371,0.19485916,0.00096587,0.46976128,0.69160943,0.80981063,0.00000000
-4.94347174,1.35161469,0.19749292,0.00098606,0.47301523,0.69118624,0.80348967,0.00000000
-4.93746873,1.34626130,0.20031702,0.00100330,0.47520888,0.68810471,0.79370559,0.00000000
-4.93146573,1.33659480,0.20328629,0.00101752,0.47634331,0.68247823,0.78069587,0.00000000
-4.92546273,1.32285269,0.20635178,0.00102869,0.47642527,0.67444044,0.76472655,0.00000000
-4.91945973,1.30529964,0.20946086,0.00103682,0.47546485,0.66414069,0.74608388,0.00000000
-4.91345673,1.28421952,0.21255767,0.00104199,0.47347383,0.65174021,0.72506658,0.00000000
-4.90745373,1.25990911,0.21558396,0.00104430,0.47046461,0.63740900,0.70197916,0.00000000
-4.90145073,1.23267348,0.21848032,0.00104395,0.46644996,0.62132363,0.67712635,0.00000000
-4.89544772,1.20282327,0.22118787,0.00104118,0.46144357,0.60366578,0.65080878,0.00000000
-4.88944472,1.17067345,0.22365018,0.00103634,0.45546132,0.58462151,0.62331988,0.00000000
-4.88344172,1.13654349,0.22581546,0.00102979,0.44852315,0.56438107,0.59494388,0.00000000
-4.87743872,1.10075822,0.22763879,0.00102200,0.44065537,0.54313897,0.56595470,0.00000000
-4.87143572,1.06364920,0.22908423,0.00101347,0.43189314,0.52109410,0.53661561,0.00000000
-4.86543272,1.02555575,0.23012667,0.00100478,0.42228284,0.49844977,0.50717922,0.00000000
-4.85942971,0.98682544,0.23075324,0.00099651,0.41188418,0.47541326,0.47788777,0.00000000
-4.85342671,0.94781349,0.23096417,0.00098926,0.40077176,0.45219493,0.44897329,0.00000000
-4.84742371,0.90888084,0.23077293,0.00098364,0.38903587,0.42900668,0.42065769,0.00000000
-4.84142071,0.87039080,0.23020566,0.00098021,0.37678251,0.40605980,0.39315240,0.00000000
-4.83541771,0.83270425,0.22929994,0.00097948,0.36413244,0.38356215,0.36665773,0.00000000
-4.82941471,0.79617366,0.22810282,0.00098189,0.35121942,0.36171496,0.34136178,0.00000000
-4.82341171,0.76113613,0.22666838,0.00098777,0.33818757,0.34070926,0.31743912,0.00000000
-4.81740870,0.72790607,0.22505486,0.00099733,0.32518820,0.32072225,0.29504916,0.00000000
-4.81140570,0.69676785,0.22332166,0.00101064,0.31237613,0.30191375,0.27433446,0.00000000
-4.80540270,0.66796904,0.22152643,0.00102762,0.29990589,0.28442306,0.25541907,0.00000000
-4.79939970,0.64171482,0.21972241,0.00104805,0.28792792,0.26836640,0.23840707,0.00000000
-4.79339670,0.61816402,0.21795633,0.00107155,0.27658523,0.25383511,0.22338138,0.00000000
-4.78739370,0.59742711,0.21626708,0.00109759,0.26601053,0.24089478,0.21040301,0.00000000
-4.78139070,0.57956653,0.21468521,0.00112554,0.25632428,0.22958535,0.19951073,0.00000000
-4.77538769,0.56459946,0.21323347,0.00115465,0.24763355,0.21992225,0.19072130,0.00000000
-4.76938469,0.55250295,0.21192841,0.00118411,0.24003208,0.21189854,0.18403019,0.00000000
-4.76338169,0.54322135,0.21078293,0.00121308,0.23360125,0.20548797,0.17941281,0.00000000
-4.75737869,0.53667571,0.20980977,0.00124072,0.22841221,0.20064873,0.17682616,0.00000000
-4.75137569,0.53277462,0.20902572,0.00126623,0.22452885,0.19732792,0.17621086,0.00000000
-4.74537269,0.53142617,0.20845628,0.00128891,0.22201153,0.19546624,0.17749351,0.00000000
-4.73936968,0.53255019,0.20814058,0.00130820,0.22092131,0.19500300,0.18058929,0.00000000
-4.73336668,0.53609040,0.20813615,0.00132366,0.22132449,0.19588094,0.18540473,0.00000000
-4.72736368,0.54202556,0.20852324,0.00133510,0.22329704,0.19805086,0.19184056,0.00000000
-4.72136068,0.55037923,0.20940836,0.00134249,0.22692870,0.20147571,0.19979470,0.00000000
-4.71535768,0.56122746,0.21092667,0.00134607,0.23232645,0.20613400,0.20916513,0.00000000
-4.70935468,0.57470383,0.21324300,0.00134631,0.23961703,0.21202242,0.21985290,0.00000000
-4.70335168,0.59100170,0.21655123,0.00134390,0.24894817,0.21915745,0.23176493,0.00000000
-4.69734867,0.61037299,0.22107184,0.00133974,0.26048842,0.22757598,0.24481670,0.00000000
-4.69134567,0.63312372,0.22704754,0.00133493,0.27442534,0.23733476,0.25893489,0.00000000
-4.68534267,0.65960589,0.23473701,0.00133074,0.29096187,0.24850876,0.27405959,0.00000000
-4.67933967,0.69020606,0.24440678,0.00132853,0.31031097,0.26118832,0.29014630,0.00000000
-4.67333667,0.72533066,0.25632141,0.00132973,0.33268835,0.27547535,0.30716749,0.00000000
-4.66733367,0.76538859,0.27073234,0.00133578,0.35830365,0.29147844,0.32511362,0.00000000
-4.66133067,0.81077143,0.28786565,0.00134807,0.38735009,0.30930717,0.34399362,0.00000000
-4.65532766,0.86183207,0.30790922,0.00136788,0.41999299,0.32906570,0.36383461,0.00000000
-4.64932466,0.91886246,0.33099981,0.00139633,0.45635752,0.35084599,0.38468105,0.00000000
-4.64332166,0.98207145,0.35721064,0.00143432,0.49651632,0.37472069,0.40659297,0.00000000
-4.63731866,1.05156363,0.38653999,0.00148246,0.54047726,0.40073629,0.42964365,0.00000000
-4.63131566,1.12732028,0.41890152,0.00154109,0.58817239,0.42890658,0.45391659,0.00000000
-4.62531266,1.20918346,0.45411687,0.00161019,0.63944834,0.45920699,0.47950201,0.00000000
-4.61930965,1.29684439,0.49191105,0.00168937,0.69405914,0.49157000,0.50649298,0.00000000
-4.61330665,1.38983677,0.53191107,0.00177790,0.75166192,0.52588205,0.53498147,0.00000000
-4.60730365,1.48753623,0.57364827,0.00187468,0.81181612,0.56198226,0.56505446,0.00000000
-4.60130065,1.58916605,0.61656441,0.00197828,0.87398659,0.59966307,0.59679042,0.00000000
-4.59529765,1.69380981,0.66002166,0.00208695,0.93755089,0.63867315,0.63025634,0.00000000
-4.58929465,1.80043066,0.70331633,0.00219871,1.00181085,0.67872241,0.66550550,0.00000000
-4.58329165,1.90789693,0.74569604,0.00231135,1.06600814,0.71948925,0.70257615,0.00000000
-4.57728864,2.01501337,0.78637977,0.00242253,1.12934371,0.76062964,0.74149104,0.00000000
-4.57128564,2.12055671,0.82458013,0.00252986,1.19100010,0.80178785,0.78225792,0.00000000
-4.56528264,2.22331430,0.85952709,0.00263096,1.25016615,0.84260833,0.82487072,0.00000000
-4.55927964,2.32212385,0.89049205,0.00272352,1.30606277,0.88274812,0.86931134,0.00000000
-4.55327664,2.41591266,0.91681148,0.00280544,1.35796879,0.92188915,0.91555167,0.00000000
-4.54727364,2.50373402,0.93790887,0.00287482,1.40524551,0.95974985,0.96355545,0.00000000
-4.54127064,2.58479905,0.95331414,0.00293009,1.44735878,0.99609524,1.01327975,0.00000000
-4.53526763,2.65850213,0.96267957,0.00297001,1.48389731,1.03074488,1.06467556,0.00000000
-4.52926463,2.72443836,0.96579153,0.00299374,1.51458629,1.06357822,1.11768720,0.00000000
-4.52326163,2.78241197,0.96257740,0.00300088,1.53929539,1.09453680,1.17225032,0.00000000
-4.51725863,2.83243501,0.95310742,0.00299142,1.55804062,1.12362310,1.22828836,0.00000000
-4.51125563,2.87471623,0.93759133,0.00296578,1.57097988,1.15089597,1.28570742,0.00000000
-4.50525263,2.90964064,0.91637001,0.00292478,1.57840229,1.17646279,1.34438982,0.00000000
-4.49924962,2.93774068,0.88990255,0.00286958,1.58071170,1.20046873,1.40418641,0.00000000
-4.49324662,2.95966060,0.85874931,0.00280167,1.57840531,1.22308362,1.46490842,0.00000000
-4.48724362,2.97611590,0.82355188,0.00272275,1.57204847,1.24448723,1.52631916,0.00000000
-4.48124062,2.98785017,0.78501082,0.00263474,1.56224690,1.26485367,1.58812636,0.00000000
-4.47523762,2.99559171,0.74386226,0.00253963,1.54961782,1.28433602,1.64997592,0.00000000
-4.46923462,3.00001224,0.70085436,0.00243947,1.53476161,1.30305199,1.71144770,0.00000000
-4.46323162,3.00169032,0.65672465,0.00233629,1.51823540,1.32107154,1.77205407,0.00000000
-4.45722861,3.00108115,0.61217923,0.00223198,1.50052990,1.33840731,1.83124173,0.00000000
-4.45122561,2.99849469,0.56787450,0.00212833,1.48205084,1.35500848,1.88839731,0.00000000
-4.44522261,2.99408312,0.52440210,0.00202691,1.46310567,1.37075847,1.94285670,0.00000000
-4.43921961,2.98783826,0.48227752,0.00192907,1.44389630,1.38547680,1.99391831,0.00000000
-4.43321661,2.97959894,0.44193248,0.00183588,1.42451793,1.39892500,2.04085982,0.00000000
-4.42721361,2.96906773,0.40371119,0.00174819,1.40496399,1.41081634,2.08295786,0.00000000
-4.42121061,2.95583597,0.36787023,0.00166656,1.38513656,1.42082886,2.11950996,0.00000000
-4.41520760,2.93941539,0.33458188,0.00159132,1.36486163,1.42862113,2.14985771,0.00000000
-4.40920460,2.91927453,0.30394024,0.00152256,1.34390810,1.43384958,2.17341013,0.00000000
-4.40320160,2.89487760,0.27596964,0.00146017,1.32200930,1.43618684,2.18966601,0.00000000
-4.39719860,2.86572372,0.25063490,0.00140388,1.29888580,1.43533967,2.19823403,0.00000000
-4.39119560,2.83138408,0.22785249,0.00135330,1.27426815,1.43106582,2.19884977,0.00000000
-4.38519260,2.79153515,0.20750227,0.00130792,1.24791823,1.42318865,2.19138833,0.00000000
-4.37918959,2.74598606,0.18943908,0.00126722,1.21964817,1.41160887,2.17587207,0.00000000
-4.37318659,2.69469878,0.17350365,0.00123062,1.18933583,1.39631262,2.15247288,0.00000000
-4.36718359,2.63780016,0.15953253,0.00119757,1.15693621,1.37737567,2.12150870,0.00000000
-4.36118059,2.57558549,0.14736662,0.00116757,1.12248823,1.35496339,2.08343446,0.00000000
-4.35517759,2.50851336,0.13685814,0.00114017,1.08611690,1.32932655,2.03882788,0.00000000
-4.34917459,2.43719268,0.12787579,0.00111497,1.04803074,1.30079334,1.98837062,0.00000000
-4.34317159,2.36236250,0.12030830,0.00109169,1.00851513,1.26975800,1.93282591,0.00000000
-4.33716858,2.28486606,0.11406614,0.00107011,0.96792189,1.23666664,1.87301358,0.00000000
-4.33116558,2.20562061,0.10908173,0.00105010,0.92665592,1.20200124,1.80978382,0.00000000
-4.32516258,2.12558461,0.10530823,0.00103161,0.88515984,1.16626242,1.74399086,0.00000000
-4.31915958,2.04572403,0.10271714,0.00101466,0.84389734,1.12995204,1.67646781,0.00000000
-4.31315658,1.96697955,0.10129496,0.00099931,0.80333633,1.09355643,1.60800375,0.00000000
-4.30715358,1.89023603,0.10103917,0.00098568,0.76393257,1.05753091,1.53932413,0.00000000
