energy_ev,total_up,Bi_p_up,Bi_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.64582291,4.28706918,0.32377196,0.01182574,1.30456322,2.60735830,0.02823136,1.66878057
-5.63981991,4.25353259,0.32552306,0.01188734,1.25466519,2.61356321,0.02777947,1.64247023
-5.63381691,4.21744900,0.32786591,0.01197301,1.20596765,2.61718600,0.02737405,1.61440555
-5.62781391,4.17910789,0.33078309,0.01208294,1.15899535,2.61812394,0.02701684,1.58481972
-5.62181091,4.13875453,0.33424056,0.01221690,1.11420146,2.61628275,0.02670835,1.55393111
-5.61580790,4.09660276,0.33819048,0.01237429,1.07196714,2.61158810,0.02644798,1.52194522
-5.60980490,4.05284910,0.34257439,0.01255427,1.03260270,2.60399701,0.02623421,1.48905757
-5.60380190,4.00768713,0.34732636,0.01275579,0.99635014,2.59350830,0.02606480,1.45545707
-5.59779890,3.96132078,0.35237612,0.01297768,0.96338668,2.58017137,0.02593702,1.42132956
-5.59179590,3.91397549,0.35765181,0.01321871,0.93382867,2.56409255,0.02584778,1.38686119
-5.58579290,3.86590629,0.36308235,0.01347759,0.90773588,2.54543861,0.02579381,1.35224113
-5.57978989,3.81740218,0.36859920,0.01375304,0.88511572,2.52443690,0.02577174,1.31766363
-5.57378689,3.76878637,0.37413753,0.01404378,0.86592727,2.50137218,0.02577824,1.28332894
-5.56778389,3.72041240,0.37963675,0.01434849,0.85008519,2.47657996,0.02580998,1.24944319
-5.56178089,3.67265634,0.38504042,0.01466583,0.83746328,2.45043690,0.02586369,1.21621715
-5.55577789,3.62590566,0.39029570,0.01499439,0.82789804,2.42334846,0.02593608,1.18386392
-5.54977489,3.58054555,0.39535228,0.01533262,0.82119209,2.39573477,0.02602380,1.15259568
-5.54377189,3.53694376,0.40016115,0.01567882,0.81711781,2.36801527,0.02612335,1.12261987
-5.53776888,3.49543494,0.40467324,0.01603109,0.81542126,2.34059311,0.02623094,1.09413487
-5.53176588,3.45630592,0.40883815,0.01638730,0.81582659,2.31384026,0.02634249,1.06732563
-5.52576288,3.41978281,0.41260316,0.01674503,0.81804102,2.28808415,0.02645345,1.04235947
-5.51975988,3.38602117,0.41591267,0.01710164,0.82176052,2.26359665,0.02655882,1.01938238
-5.51375688,3.35509993,0.41870814,0.01745423,0.82667617,2.24058613,0.02665310,0.99851612
-5.50775388,3.32701982,0.42092868,0.01779970,0.83248113,2.21919301,0.02673032,0.97985616
-5.50175088,3.30170645,0.42251234,0.01813481,0.83887814,2.19948908,0.02678411,0.96347079
-5.49574787,3.27901812,0.42339798,0.01845630,0.84558730,2.18148065,0.02680784,0.94940123
-5.48974487,3.25875784,0.42352775,0.01876092,0.85235380,2.16511532,0.02679478,0.93766297
-5.48374187,3.24068912,0.42284997,0.01904564,0.85895537,2.15029187,0.02673832,0.92824786
-5.47773887,3.22455420,0.42132231,0.01930773,0.86520899,2.13687260,0.02663224,0.92112718
-5.47173587,3.21009387,0.41891502,0.01954488,0.87097657,2.12469746,0.02647096,0.91625502
-5.46573287,3.19706732,0.41561391,0.01975539,0.87616905,2.11359882,0.02624989,0.91357203
-5.45972986,3.18527075,0.41142309,0.01993823,0.88074878,2.10341602,0.02596567,0.91300897
-5.45372686,3.17455324,0.40636688,0.02009315,0.88472982,2.09400866,0.02561649,0.91448999
-5.44772386,3.16482892,0.40049099,0.02022076,0.88817590,2.08526786,0.02520230,0.91793513
-5.44172086,3.15608419,0.39386274,0.02032253,0.89119617,2.07712451,0.02472505,0.92326201
-5.43571786,3.14837941,0.38657013,0.02040082,0.89393852,2.06955413,0.02418878,0.93038650
-5.42971486,3.14184483,0.37871979,0.02045876,0.89658090,2.06257796,0.02359970,0.93922224
-5.42371186,3.13667055,0.37043392,0.02050023,0.89932074,2.05626010,0.02296618,0.94967914
-5.41770885,3.13309124,0.36184618,0.02052966,0.90236312,2.05070097,0.02229862,0.96166092
-5.41170585,3.13136622,0.35309680,0.02055190,0.90590796,2.04602743,0.02160929,0.97506183
-5.40570285,3.13175609,0.34432721,0.02057198,0.91013704,2.04238026,0.02091202,0.98976299
-5.39969985,3.13449740,0.33567423,0.02059490,0.91520148,2.03989977,0.02022190,1.00562849
-5.39369685,3.13977668,0.32726440,0.02062541,0.92121022,2.03871044,0.01955486,1.02250168
-5.38769385,3.14770570,0.31920862,0.02066775,0.92822026,2.03890565,0.01892716,1.04020207
-5.38169085,3.15829940,0.31159739,0.02072543,0.93622924,2.04053339,0.01835499,1.05852306
-5.37568784,3.17145783,0.30449695,0.02080107,0.94517069,2.04358399,0.01785388,1.07723085
-5.36968484,3.18695363,0.29794664,0.02089619,0.95491245,2.04798052,0.01743827,1.09606479
-5.36368184,3.20442553,0.29195744,0.02101114,0.96525834,2.05357260,0.01712097,1.11473925
-5.35767884,3.22337878,0.28651199,0.02114499,0.97595308,2.06013397,0.01691273,1.13294706
-5.35167584,3.24319241,0.28156590,0.02129552,0.98669036,2.06736400,0.01682188,1.15036452
-5.34567284,3.26313321,0.27705050,0.02145929,0.99712366,2.07489309,0.01685396,1.16665772
-5.33966983,3.28237568,0.27287671,0.02163172,1.00687928,2.08229181,0.01701153,1.18149002
-5.33366683,3.30002708,0.26893981,0.02180721,1.01557113,2.08908305,0.01729397,1.19453041
-5.32766383,3.31515636,0.26512508,0.02197936,1.02281632,2.09475682,0.01769744,1.20546215
-5.32166083,3.32682541,0.26131370,0.02214118,1.02825102,2.09878676,0.01821494,1.21399163
-5.31565783,3.33412129,0.25738879,0.02228534,1.03154558,2.10064760,0.01883640,1.21985669
-5.30965483,3.33618766,0.25324122,0.02240441,1.03241842,2.09983271,0.01954898,1.22283434
-5.30365183,3.33225422,0.24877493,0.02249117,1.03064779,2.09587090,0.02033731,1.22274722
-5.29764882,3.32166261,0.24391142,0.02253881,1.02608097,2.08834172,0.02118395,1.21946879
-5.29164582,3.30388778,0.23859327,0.02254121,1.01864049,2.07688858,0.02206981,1.21292681
-5.28564282,3.27855400,0.23278653,0.02249311,1.00832711,2.06122930,0.02297469,1.20310513
-5.27963982,3.24544498,0.22648188,0.02239030,0.99521946,2.04116353,0.02387781,1.19004367
-5.27363682,3.20450784,0.21969463,0.02222973,0.97947044,2.01657712,0.02475835,1.17383668
-5.26763382,3.15585108,0.21246342,0.02200962,0.96130070,1.98744311,0.02559603,1.15462936
-5.26163082,3.09973691,0.20484801,0.02172943,0.94098948,1.95381983,0.02637159,1.13261303
-5.25562781,3.03656854,0.19692608,0.02138992,0.91886343,1.91584603,0.02706736,1.10801915
-5.24962481,2.96687324,0.18878939,0.02099304,0.89528388,1.87373372,0.02766757,1.08111238
-5.24362181,2.89128209,0.18053946,0.02054186,0.87063332,1.82775899,0.02815879,1.05218307
-5.23761881,2.81050759,0.17228301,0.02004041,0.84530158,1.77825145,0.02853017,1.02153939
-5.23161581,2.72531992,0.16412743,0.01949356,0.81967242,1.72558281,0.02877359,0.98949941
-5.22561281,2.63652313,0.15617645,0.01890681,0.79411108,1.67015505,0.02888379,0.95638351
-5.21960980,2.54493200,0.14852619,0.01828614,0.76895309,1.61238887,0.02885832,0.92250711
-5.21360680,2.45135056,0.14126181,0.01763779,0.74449497,1.55271271,0.02869750,0.88817416
-5.20760380,2.35655274,0.13445476,0.01696810,0.72098687,1.49155273,0.02840416,0.85367133
-5.20160080,2.26126587,0.12816082,0.01628335,0.69862729,1.42932413,0.02798351,0.81926321
-5.19559780,2.16615722,0.12241882,0.01558956,0.67756008,1.36642396,0.02744276,0.78518829
-5.18959480,2.07182384,0.11725022,0.01489242,0.65787350,1.30322542,0.02679086,0.75165608
-5.18359180,1.97878568,0.11265928,0.01419716,0.63960125,1.24007380,0.02603811,0.71884507
-5.17758879,1.88748191,0.10863389,0.01350844,0.62272521,1.17728400,0.02519586,0.68690173
-5.17158579,1.79827018,0.10514700,0.01283035,0.60717978,1.11513927,0.02427612,0.65594025
-5.16558279,1.71142858,0.10215839,0.01216632,0.59285735,1.05389131,0.02329126,0.62604325
-5.15957979,1.62715978,0.09961681,0.01151919,0.57961474,0.99376128,0.02225374,0.59726308
-5.15357679,1.54559714,0.09746232,0.01089115,0.56728024,0.93494151,0.02117583,0.56962389
-5.14757379,1.46681217,0.09562877,0.01028383,0.55566110,0.87759778,0.02006943,0.54312420
-5.14157079,1.39082311,0.09404623,0.00969831,0.54455104,0.82187186,0.01894587,0.51773996
-5.13556778,1.31760406,0.09264337,0.00913522,0.53373774,0.76788416,0.01781582,0.49342804
-5.12956478,1.24709443,0.09134973,0.00859476,0.52301005,0.71573621,0.01668919,0.47012996
-5.12356178,1.17920837,0.09009776,0.00807682,0.51216469,0.66551311,0.01557507,0.44777586
-5.11755878,1.11384385,0.08882463,0.00758100,0.50101247,0.61728557,0.01448174,0.42628856
-5.11155578,1.05089120,0.08747374,0.00710674,0.48938369,0.57111168,0.01341667,0.40558760
-5.10555278,0.99024099,0.08599599,0.00665332,0.47713290,0.52703845,0.01238656,0.38559320
-5.09954977,0.93179098,0.08435071,0.00621998,0.46414263,0.48510294,0.01139738,0.36623000
-5.09354677,0.87545215,0.08250632,0.00580593,0.45032639,0.44533323,0.01045444,0.34743046
-5.08754377,0.82115364,0.08044066,0.00541043,0.43563049,0.40774924,0.00956247,0.32913788
-5.08154077,0.76884663,0.07814105,0.00503278,0.42003507,0.37236334,0.00872573,0.31130893
-5.07553777,0.71850716,0.07560408,0.00467239,0.40355396,0.33918102,0.00794804,0.29391557
-5.06953477,0.67013774,0.07283517,0.00432880,0.38623372,0.30820149,0.00723292,0.27694639
-5.06353177,0.62376797,0.06984789,0.00400165,0.36815164,0.27941833,0.00658368,0.26040731
-5.05752876,0.57945413,0.06666311,0.00369071,0.34941293,0.25282019,0.00600349,0.24432160
-5.05152576,0.53727774,0.06330796,0.00339587,0.33014722,0.22839153,0.00549549,0.22872919
-5.04552276,0.49734327,0.05981475,0.00311716,0.31050440,0.20611342,0.00506285,0.21368554
-5.03951976,0.45977508,0.05621970,0.00285466,0.29064997,0.18596423,0.00470886,0.19925975
-5.03351676,0.42471364,0.05256177,0.00260855,0.27076024,0.16792045,0.00443698,0.18553237
-5.02751376,0.39231120,0.04888142,0.00237908,0.25101732,0.15195717,0.00425087,0.17259271
-5.02151076,0.36272700,0.04521939,0.00216650,0.23160430,0.13804864,0.00415441,0.16053595
-5.01550775,0.33612223,0.04161570,0.00197107,0.21270069,0.12616839,0.00415170,0.14945996
-5.00950475,0.31265473,0.03810864,0.00179305,0.19447831,0.11628933,0.00424702,0.13946219
-5.00350175,0.29247370,0.03473397,0.00163264,0.17709780,0.10838337,0.00444478,0.13063644
-4.99749875,0.27571450,0.03152429,0.00148998,0.16070587,0.10242090,0.00474941,0.12306987
-4.99149575,0.26249364,0.02850862,0.00136510,0.14543335,0.09836996,0.00516527,0.11684012
-4.98549275,0.25290418,0.02571208,0.00125796,0.13139406,0.09619516,0.00569648,0.11201280
-4.97948974,0.24701157,0.02315588,0.00116838,0.11868456,0.09585640,0.00634681,0.10863929
-4.97348674,0.24485014,0.02085742,0.00109607,0.10738472,0.09730760,0.00711950,0.10675496
-4.96748374,0.24642038,0.01883050,0.00104060,0.09755901,0.10049526,0.00801708,0.10637785
-4.96148074,0.25168703,0.01708580,0.00100139,0.08925845,0.10535727,0.00904126,0.10750787
-4.95547774,0.26057825,0.01563133,0.00097777,0.08252308,0.11182183,0.01019275,0.11012654
-4.94947474,0.27298588,0.01447305,0.00096892,0.07738477,0.11980676,0.01147118,0.11419726
-4.94347174,0.28876689,0.01361549,0.00097390,0.07387030,0.12921924,0.01287505,0.11966616
-4.93746873,0.30774609,0.01306237,0.00099172,0.07200440,0.13995605,0.01440166,0.12646354
-4.93146573,0.32972007,0.01281722,0.00102129,0.07181277,0.15190446,0.01604717,0.13450586
-4.92546273,0.35446242,0.01288393,0.00106150,0.07332474,0.16494370,0.01780667,0.14369816
-4.91945973,0.38173001,0.01326722,0.00111121,0.07657563,0.17894710,0.01967427,0.15393709
-4.91345673,0.41127024,0.01397297,0.00116932,0.08160843,0.19378485,0.02164329,0.16511414
-4.90745373,0.44282901,0.01500848,0.00123481,0.08847497,0.20932725,0.02370642,0.17711926
-4.90145073,0.47615909,0.01638246,0.00130675,0.09723625,0.22544830,0.02585591,0.18984457
-4.89544772,0.51102862,0.01810502,0.00138436,0.10796205,0.24202966,0.02808380,0.20318806
-4.88944472,0.54722921,0.02018734,0.00146704,0.12072969,0.25896450,0.03038208,0.21705714
-4.88344172,0.58458334,0.02264127,0.00155444,0.13562198,0.27616132,0.03274286,0.23137184
-4.87743872,0.62295064,0.02547874,0.00164646,0.15272439,0.29354724,0.03515845,0.24606748
-4.87143572,0.66223252,0.02871108,0.00174327,0.17212150,0.31107088,0.03762142,0.26109672
-4.86543272,0.70237504,0.03234811,0.00184538,0.19389277,0.32870426,0.04012459,0.27643079
-4.85942971,0.74336949,0.03639725,0.00195360,0.21810788,0.34644387,0.04266092,0.29205976
-4.85342671,0.78525067,0.04086257,0.00206906,0.24482159,0.36431061,0.04522340,0.30799185
-4.84742371,0.82809274,0.04574373,0.00219319,0.27406850,0.38234856,0.04780481,0.32425179
-4.84142071,0.87200270,0.05103508,0.00232769,0.30585765,0.40062265,0.05039751,0.34087807
-4.83541771,0.91711155,0.05672469,0.00247447,0.34016738,0.41921505,0.05299313,0.35791931
-4.82941471,0.96356363,0.06279364,0.00263564,0.37694044,0.43822069,0.05558240,0.37542988
-4.82341171,1.01150426,0.06921535,0.00281336,0.41607968,0.45774172,0.05815483,0.39346475
-4.81740870,1.06106634,0.07595513,0.00300982,0.45744437,0.47788137,0.06069859,0.41207400
-4.81140570,1.11235638,0.08297000,0.00322710,0.50084744,0.49873723,0.06320035,0.43129704
-4.80540270,1.16544046,0.09020874,0.00346707,0.54605364,0.52039442,0.06564529,0.45115692
-4.79939970,1.22033088,0.09761213,0.00373128,0.59277889,0.54291864,0.06801716,0.47165484
-4.79339670,1.27697398,0.10511359,0.00402085,0.64069077,0.56634967,0.07029844,0.49276524
-4.78739370,1.33523967,0.11263995,0.00433634,0.68941037,0.59069533,0.07247058,0.51443172
-4.78139070,1.39491335,0.12011258,0.00467768,0.73851537,0.61592639,0.07451441,0.53656388
-4.77538769,1.45569052,0.12744870,0.00504405,0.78754462,0.64197245,0.07641047,0.55903538
-4.76938469,1.51717455,0.13456285,0.00543384,0.83600392,0.66871918,0.07813955,0.58168337
-4.76338169,1.57887790,0.14136859,0.00584458,0.88337324,0.69600700,0.07968313,0.60430937
-4.75737869,1.64022699,0.14778029,0.00627294,0.92911514,0.72363142,0.08102386,0.62668168
-4.75137569,1.70057074,0.15371496,0.00671473,0.97268436,0.75134509,0.08214604,0.64853927
-4.74537269,1.75919286,0.15909412,0.00716498,1.01353847,0.77886165,0.08303607,0.66959727
-4.73936968,1.81532764,0.16384563,0.00761801,1.05114935,0.80586137,0.08368273,0.68955374
-4.73336668,1.86817899,0.16790548,0.00806753,1.08501529,0.83199856,0.08407757,0.70809774
-4.72736368,1.91694232,0.17121937,0.00850682,1.11467350,0.85691062,0.08421506,0.72491839
-4.72136068,1.96082860,0.17374415,0.00892890,1.13971261,0.88022851,0.08409282,0.73971472
-4.71535768,1.99909002,0.17544908,0.00932675,1.15978487,0.90158836,0.08371164,0.75220592
-4.70935468,2.03104639,0.17631679,0.00969349,1.17461764,0.92064404,0.08307560,0.76214169
-4.70335168,2.05611127,0.17634393,0.01002266,1.18402372,0.93708001,0.08219202,0.76931229
-4.69734867,2.07381694,0.17554154,0.01030837,1.18791006,0.95062426,0.08107148,0.77355792
-4.69134567,2.08383716,0.17393511,0.01054558,1.18628446,0.96106062,0.07972776,0.77477694
-4.68534267,2.08600657,0.17156419,0.01073026,1.17925990,0.96824001,0.07817774,0.77293264
-4.67933967,2.08033591,0.16848178,0.01085954,1.16705599,0.97209001,0.07644141,0.76805821
-4.67333667,2.06702195,0.16475326,0.01093182,1.14999748,0.97262231,0.07454169,0.76025946
-4.66733367,2.04645166,0.16045508,0.01094688,1.12850951,0.96993754,0.07250434,0.74971533
-4.66133067,2.01919989,0.15567308,0.01090588,1.10310961,0.96422699,0.07035781,0.73667576
-4.65532766,1.98602036,0.15050066,0.01081130,1.07439659,0.95577113,0.06813299,0.72145707
-4.64932466,1.94782996,0.14503659,0.01066695,1.04303643,0.94493469,0.06586293,0.70443488
-4.64332166,1.90568663,0.13938286,0.01047772,1.00974562,0.93215829,0.06358244,0.68603467
-4.63731866,1.86076149,0.13364232,0.01024955,0.97527241,0.91794687,0.06132762,0.66672030
-4.63131566,1.81430599,0.12791637,0.00998909,0.94037660,0.90285520,0.05913525,0.64698092
-4.62531266,1.76761536,0.12230280,0.00970358,0.90580855,0.88747108,0.05704212,0.62731661
-4.61930965,1.72198959,0.11689366,0.00940054,0.87228810,0.87239664,0.05508423,0.60822335
-4.61330665,1.67869356,0.11177354,0.00908755,0.84048434,0.85822879,0.05329592,0.59017787
-4.60730365,1.63891782,0.10701798,0.00877200,0.81099679,0.84553936,0.05170895,0.57362294
-4.60130065,1.60374169,0.10269240,0.00846086,0.78433885,0.83485595,0.05035155,0.55895367
-4.59529765,1.57410009,0.09885129,0.00816050,0.76092417,0.82664425,0.04924755,0.54650539
-4.58929465,1.55075563,0.09553794,0.00787649,0.74105634,0.82129262,0.04841544,0.53654352
-4.58329165,1.53427691,0.09278452,0.00761354,0.72492238,0.81909971,0.04786773,0.52925589
-4.57728864,1.52502406,0.09061257,0.00737534,0.71259033,0.82026543,0.04761026,0.52474771
-4.57128564,1.52314196,0.08903387,0.00716459,0.70401080,0.82488594,0.04764187,0.52303954
-4.56528264,1.52856131,0.08805157,0.00698300,0.69902264,0.83295259,0.04795415,0.52406802
-4.55927964,1.54100745,0.08766165,0.00683129,0.69736226,0.84435498,0.04853157,0.52768966
-4.55327664,1.56001626,0.08785438,0.00670934,0.69867630,0.85888771,0.04935176,0.53368717
-4.54727364,1.58495644,0.08861593,0.00661625,0.70253706,0.87626072,0.05038609,0.54177822
-4.54127064,1.61505680,0.08992992,0.00655049,0.70846009,0.89611225,0.05160047,0.55162620
-4.53526763,1.64943751,0.09177879,0.00651005,0.71592310,0.91802412,0.05295640,0.56285249
-4.52926463,1.68714345,0.09414502,0.00649255,0.72438562,0.94153820,0.05441211,0.57504963
-4.52326163,1.72717841,0.09701202,0.00649541,0.73330842,0.96617346,0.05592395,0.58779501
-4.51725863,1.76853839,0.10036471,0.00651596,0.74217210,0.99144259,0.05744767,0.60066435
-4.51125563,1.81024272,0.10418975,0.00655152,0.75049411,1.01686756,0.05893988,0.61324459
-4.50525263,1.85136163,0.10847542,0.00659953,0.75784355,1.04199336,0.06035931,0.62514548
-4.49924962,1.89103928,0.11321117,0.00665753,0.76385339,1.06639935,0.06166804,0.63600979
-4.49324662,1.92851169,0.11838683,0.00672327,0.76822960,1.08970790,0.06283250,0.64552144
-4.48724362,1.96311890,0.12399170,0.00679463,0.77075711,1.11159006,0.06382428,0.65341171
-4.48124062,1.99431161,0.13001332,0.00686966,0.77130239,1.13176836,0.06462072,0.65946315
-4.47523762,2.02165226,0.13643634,0.00694653,0.76981285,1.15001672,0.06520515,0.66351129
-4.46923462,2.04481132,0.14324128,0.00702345,0.76631322,1.16615799,0.06556697,0.66544438
-4.46323162,2.06355948,0.15040343,0.00709867,0.76089912,1.18005948,0.06570141,0.66520119
-4.45722861,2.07775666,0.15789193,0.00717038,0.75372838,1.19162708,0.06560908,0.66276733
-4.45122561,2.08733900,0.16566908,0.00723674,0.74501056,1.20079845,0.06529534,0.65817025
-4.44522261,2.09230483,0.17368994,0.00729575,0.73499512,1.20753615,0.06476955,0.65147355
-4.43921961,2.09270070,0.18190222,0.00734535,0.72395887,1.21182100,0.06404415,0.64277076
-4.43321661,2.08860849,0.19024658,0.00738336,0.71219322,1.21364632,0.06313386,0.63217910
-4.42721361,2.08013424,0.19865718,0.00740753,0.69999186,1.21301347,0.06205475,0.61983349
-4.42121061,2.06739938,0.20706257,0.00741561,0.68763913,1.20992884,0.06082350,0.60588114
-4.41520760,2.05053472,0.21538692,0.00740540,0.67539974,1.20440252,0.05945666,0.59047689
-4.40920460,2.02967726,0.22355140,0.00737486,0.66351011,1.19644858,0.05797020,0.57377950
-4.40320160,2.00496977,0.23147586,0.00732217,0.65217158,1.18608689,0.05637907,0.55594885
-4.39719860,1.97656292,0.23908059,0.00724587,0.64154567,1.17334614,0.05469700,0.53714415
-4.39119560,1.94461945,0.24628828,0.00714492,0.63175166,1.15826787,0.05293649,0.51752303
-4.38519260,1.90931983,0.25302600,0.00701882,0.62286627,1.14091101,0.05110888,0.49724139
-4.37918959,1.87086895,0.25922721,0.00686763,0.61492561,1.12135662,0.04922454,0.47645387
-4.37318659,1.82950305,0.26483379,0.00669210,0.60792916,1.09971243,0.04729320,0.45531468
-4.36718359,1.78549641,0.26979806,0.00649361,0.60184551,1.07611678,0.04532426,0.43397870
-4.36118059,1.73916732,0.27408465,0.00627425,0.59661969,1.05074178,0.04332718,0.41260266
-4.35517759,1.69088274,0.27767226,0.00603675,0.59218175,1.02379534,0.04131179,0.39134607
-4.34917459,1.64106143,0.28055532,0.00578444,0.58845605,0.99552197,0.03928860,0.37037207
-4.34317159,1.59017527,0.28274528,0.00552119,0.58537101,0.96620234,0.03726898,0.34984773
-4.33716858,1.53874864,0.28427172,0.00525133,0.58286868,0.93615152,0.03526532,0.32994406
-4.33116558,1.48735581,0.28518302,0.00497951,0.58091380,0.90571595,0.03329103,0.31083548
-4.32516258,1.43661637,0.28554666,0.00471059,0.57950179,0.87526935,0.03136047,0.29269881
-4.31915958,1.38718871,0.28544887,0.00444955,0.57866523,0.84520761,0.02948880,0.27571185
-4.31315658,1.33976188,0.28499389,0.00420132,0.57847847,0.81594292,0.02769174,0.26005142
-4.30715358,1.29504581,0.28430246,0.00397070,0.57905998,0.78789726,0.02598525,0.24589115
