energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-4.79939970,1.71929578,0.00591868,0.29225185,0.07546158,0.46701940,0.00000000,0.56386391,0.85985328
-4.79339670,1.62329966,0.00642178,0.27260162,0.07021420,0.44769004,0.00000000,0.52944278,0.80933049
-4.78739370,1.53014205,0.00701442,0.25382866,0.06521529,0.42960482,0.00000000,0.49736231,0.75930968
-4.78139070,1.44153591,0.00770727,0.23620757,0.06054278,0.41332257,0.00000000,0.46818042,0.71058957
-4.77538769,1.35909565,0.00851002,0.21997419,0.05626909,0.39938189,0.00000000,0.44239337,0.66393348
-4.76938469,1.28430823,0.00943097,0.20532240,0.05246043,0.38829089,0.00000000,0.42042972,0.62005489
-4.76338169,1.21850827,0.01047650,0.19240238,0.04917632,0.38051772,0.00000000,0.40264592,0.57960481
-4.75737869,1.16285728,0.01165067,0.18132004,0.04646916,0.37648206,0.00000000,0.38932331,0.54316093
-4.75137569,1.11832747,0.01295478,0.17213786,0.04438408,0.37654783,0.00000000,0.38066667,0.51121891
-4.74537269,1.08569003,0.01438697,0.16487670,0.04295881,0.38101698,0.00000000,0.37680406,0.48418572
-4.73936968,1.06550801,0.01594196,0.15951875,0.04222370,0.39012470,0.00000000,0.37778787,0.46237524
-4.73336668,1.05813338,0.01761079,0.15601128,0.04220172,0.40403585,0.00000000,0.38359703,0.44600585
-4.72736368,1.06370825,0.01938078,0.15427109,0.04290860,0.42284268,0.00000000,0.39414025,0.43520000
-4.72136068,1.08216988,0.02123553,0.15418956,0.04435284,0.44656394,0.00000000,0.40926027,0.42998567
-4.71535768,1.11325906,0.02315509,0.15563808,0.04653590,0.47514516,0.00000000,0.42873898,0.43029934
-4.70935468,1.15653161,0.02511631,0.15847372,0.04945222,0.50846020,0.00000000,0.45230342,0.43599065
-4.70335168,1.21137265,0.02709327,0.16254501,0.05308932,0.54631402,0.00000000,0.47963254,0.44682815
-4.69734867,1.27701321,0.02905791,0.16769764,0.05742790,0.58844648,0.00000000,0.51036456,0.46250636
-4.69134567,1.35254889,0.03098072,0.17377995,0.06244195,0.63453726,0.00000000,0.54410505,0.48265378
-4.68534267,1.43696016,0.03283159,0.18064800,0.06809889,0.68421176,0.00000000,0.58043522,0.50684172
-4.67933967,1.52913404,0.03458065,0.18817017,0.07435982,0.73704784,0.00000000,0.61892069,0.53459388
-4.67333667,1.62788661,0.03619919,0.19623106,0.08117972,0.79258329,0.00000000,0.65912008,0.56539653
-4.66733367,1.73198603,0.03766060,0.20473461,0.08850793,0.85032397,0.00000000,0.70059356,0.59870901
-4.66133067,1.84017559,0.03894117,0.21360622,0.09628855,0.90975234,0.00000000,0.74291089,0.63397457
-4.65532766,1.95119622,0.04002087,0.22279394,0.10446104,0.97033627,0.00000000,0.78565875,0.67063119
-4.64932466,2.06380797,0.04088401,0.23226853,0.11296092,1.03153782,0.00000000,0.82844707,0.70812218
-4.64332166,2.17680998,0.04151970,0.24202236,0.12172045,1.09282189,0.00000000,0.87091417,0.74590645
-4.63731866,2.28905816,0.04192214,0.25206720,0.13066949,1.15366433,0.00000000,0.91273044,0.78346790
-4.63131566,2.39948036,0.04209075,0.26243095,0.13973633,1.21355944,0.00000000,0.95360039,0.82032403
-4.62531266,2.50708824,0.04203006,0.27315336,0.14884844,1.27202646,0.00000000,0.99326306,0.85603316
-4.61930965,2.61098582,0.04174942,0.28428088,0.15793335,1.32861504,0.00000000,1.03149063,0.89020025
-4.61330665,2.71037415,0.04126255,0.29586091,0.16691924,1.38290928,0.00000000,1.06808553,0.92248102
-4.60730365,2.80455228,0.04058686,0.30793558,0.17573563,1.43453052,0.00000000,1.10287599,0.95258433
-4.60130065,2.89291453,0.03974278,0.32053546,0.18431383,1.48313858,0.00000000,1.13571043,0.98027266
-4.59529765,2.97494440,0.03875287,0.33367333,0.19258728,1.52843172,0.00000000,1.16645107,1.00536087
-4.58929465,3.05020565,0.03764096,0.34733851,0.20049183,1.57014520,0.00000000,1.19496712,1.02771317
-4.58329165,3.11833124,0.03643130,0.36149196,0.20796584,1.60804893,0.00000000,1.22112801,1.04723877
-4.57728864,3.17901096,0.03514769,0.37606239,0.21495032,1.64194416,0.00000000,1.24479730,1.06388631
-4.57128564,3.23197879,0.03381277,0.39094385,0.22138891,1.67165987,0.00000000,1.26582760,1.07763757
-4.56528264,3.27700088,0.03244733,0.40599474,0.22722802,1.69704890,0.00000000,1.28405712,1.08850078
-4.55927964,3.31386529,0.03106983,0.42103865,0.23241694,1.71798455,0.00000000,1.29930807,1.09650408
-4.55327664,3.34237424,0.02969603,0.43586689,0.23690812,1.73435774,0.00000000,1.31138735,1.10168950
-4.54727364,3.36233984,0.02833878,0.45024279,0.24065757,1.74607524,0.00000000,1.32008959,1.10410785
-4.54127064,3.37358360,0.02700796,0.46390776,0.24362553,1.75305917,0.00000000,1.32520260,1.10381488
-4.53526763,3.37594023,0.02571059,0.47658861,0.24577719,1.75524798,0.00000000,1.32651496,1.10086893
-4.52926463,3.36926554,0.02445101,0.48800623,0.24708371,1.75259900,0.00000000,1.32382566,1.09533027
-4.52326163,3.35344821,0.02323121,0.49788497,0.24752336,1.74509236,0.00000000,1.31695505,1.08726194
-4.51725863,3.32842473,0.02205124,0.50596252,0.24708274,1.73273639,0.00000000,1.30575675,1.07673231
-4.51125563,3.29419667,0.02090960,0.51199968,0.24575802,1.71557381,0.00000000,1.29012971,1.06381879
-4.50525263,3.25084908,0.01980375,0.51578978,0.24355620,1.69368868,0.00000000,1.27002976,1.04861261
-4.49924962,3.19856878,0.01873049,0.51716709,0.24049612,1.66721338,0.00000000,1.24547989,1.03122413
-4.49324662,3.13766123,0.01768645,0.51601398,0.23660932,1.63633509,0.00000000,1.21657858,1.01178822
