energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.06762224,0.00879952,0.35533052,0.20171616,0.72810290,0.00000000,1.91372876,0.60702758
-5.99399700,2.21745665,0.00979030,0.38065940,0.22454796,0.78420563,0.00000000,2.04915891,0.64770827
-5.98799400,2.36564269,0.01084616,0.40542658,0.24902132,0.84087750,0.00000000,2.18098545,0.68723655
-5.98199100,2.51049661,0.01196338,0.42931906,0.27506468,0.89759796,0.00000000,2.30748151,0.72508221
-5.97598799,2.65041690,0.01313698,0.45203726,0.30258207,0.95386636,0.00000000,2.42698869,0.76075345
-5.96998499,2.78392795,0.01436062,0.47330346,0.33145157,1.00921361,0.00000000,2.53796277,0.79381208
-5.96398199,2.90972062,0.01562657,0.49286982,0.36152445,1.06321297,0.00000000,2.63901682,0.82388739
-5.95797899,3.02668796,0.01692560,0.51052556,0.39262501,1.11548931,0.00000000,2.72895982,0.85068825
-5.95197599,3.13395435,0.01824702,0.52610303,0.42455142,1.16572669,0.00000000,2.80682899,0.87401267
-5.94597299,3.23089686,0.01957876,0.53948235,0.45707754,1.21367366,0.00000000,2.87191449,0.89375432
-5.93996998,3.31715778,0.02090741,0.55059443,0.48995582,1.25914642,0.00000000,2.92377540,0.90990585
-5.93396698,3.39264790,0.02221842,0.55942229,0.52292122,1.30202940,0.00000000,2.96224629,0.92255857
-5.92796398,3.45754044,0.02349634,0.56600054,0.55569621,1.34227366,0.00000000,2.98743438,0.93189866
-5.92196098,3.51225592,0.02472505,0.57041310,0.58799662,1.37989297,0.00000000,2.99970743,0.93819994
-5.91595798,3.55743887,0.02588813,0.57278935,0.61953821,1.41495801,0.00000000,2.99967325,0.94181354
-5.90995498,3.59392736,0.02696924,0.57329871,0.65004365,1.44758891,0.00000000,2.98815181,0.94315482
-5.90395198,3.62271677,0.02795251,0.57214412,0.67924977,1.47794649,0.00000000,2.96614154,0.94268826
-5.89794897,3.64491939,0.02882296,0.56955446,0.70691450,1.50622265,0.00000000,2.93478123,0.94091064
-5.89194597,3.66172135,0.02956696,0.56577652,0.73282338,1.53263025,0.00000000,2.89530950,0.93833353
-5.88594297,3.67433867,0.03017261,0.56106646,0.75679510,1.55739282,0.00000000,2.84902345,0.93546543
-5.87993997,3.68397392,0.03063013,0.55568151,0.77868586,1.58073448,0.00000000,2.79723809,0.93279440
-5.87393697,3.69177491,0.03093218,0.54987183,0.79839229,1.60287035,0.00000000,2.74124824,0.93077175
-5.86793397,3.69879678,0.03107410,0.54387302,0.81585256,1.62399763,0.00000000,2.68229405,0.92979729
-5.86193097,3.70596845,0.03105409,0.53789948,0.83104578,1.64428763,0.00000000,2.62153112,0.93020659
-5.85592796,3.71406429,0.03087326,0.53213875,0.84398956,1.66387884,0.00000000,2.56000607,0.93226065
-5.84992496,3.72368181,0.03053565,0.52674701,0.85473589,1.68287122,0.00000000,2.49863783,0.93613818
-5.84392196,3.73522560,0.03004804,0.52184581,0.86336548,1.70132173,0.00000000,2.43820495,0.94193069
-5.83791896,3.74889791,0.02941980,0.51752017,0.86998099,1.71924135,0.00000000,2.37933871,0.94964044
-5.83191596,3.76469593,0.02866255,0.51381785,0.87469939,1.73659346,0.00000000,2.32252169,0.95918129
-5.82591296,3.78241569,0.02778982,0.51075002,0.87764408,1.75329383,0.00000000,2.26809140,0.97038221
-5.81990995,3.80166234,0.02681661,0.50829299,0.87893705,1.76921215,0.00000000,2.21624824,0.98299350
-5.81390695,3.82186650,0.02575898,0.50639111,0.87869169,1.78417523,0.00000000,2.16706710,0.99669529
-5.80790395,3.84230607,0.02463356,0.50496056,0.87700665,1.79797178,0.00000000,2.12051180,1.01110818
-5.80190095,3.86213301,0.02345708,0.50389393,0.87396104,1.81035872,0.00000000,2.07645167,1.02580564
-5.79589795,3.88040417,0.02224602,0.50306540,0.86961140,1.82106906,0.00000000,2.03467934,1.04032769
-5.78989495,3.89611530,0.02101615,0.50233636,0.86399044,1.82982097,0.00000000,1.99492921,1.05419571
-5.78389195,3.90823722,0.01978226,0.50156123,0.85710772,1.83632794,0.00000000,1.95689585,1.06692756
-5.77788894,3.91575296,0.01855790,0.50059324,0.84895216,1.84030971,0.00000000,1.92025168,1.07805290
-5.77188594,3.91769464,0.01735513,0.49929014,0.83949616,1.84150347,0.00000000,1.88466355,1.08712799
-5.76588294,3.91317882,0.01618449,0.49751941,0.82870111,1.83967512,0.00000000,1.84980768,1.09374953
-5.75987994,3.90143899,0.01505487,0.49516296,0.81652378,1.83462977,0.00000000,1.81538268,1.09756724
-5.75387694,3.88185405,0.01397357,0.49212119,0.80292333,1.82622144,0.00000000,1.78112039,1.09829446
-5.74787394,3.85397155,0.01294630,0.48831607,0.78786836,1.81436096,0.00000000,1.74679432,1.09571670
-5.74187094,3.81752480,0.01197735,0.48369342,0.77134356,1.79902214,0.00000000,1.71222560,1.08969761
-5.73586793,3.77244313,0.01106964,0.47822412,0.75335559,1.78024541,0.00000000,1.67728648,1.08018229
-5.72986493,3.71885472,0.01022492,0.47190431,0.73393777,1.75813898,0.00000000,1.64190135,1.06719774
-5.72386193,3.65708205,0.00944388,0.46475458,0.71315326,1.73287712,0.00000000,1.60604544,1.05085050
-5.71785893,3.58762996,0.00872635,0.45681826,0.69109671,1.70469574,0.00000000,1.56974146,1.03132160
-5.71185593,3.51116697,0.00807139,0.44815884,0.66789409,1.67388531,0.00000000,1.53305428,1.00885896
-5.70585293,3.42850067,0.00747746,0.43885668,0.64370081,1.64078141,0.00000000,1.49608424,0.98376769
-5.69984992,3.34054829,0.00694250,0.42900515,0.61869838,1.60575342,0.00000000,1.45895919,0.95639866
-5.69384692,3.24830401,0.00646405,0.41870652,0.59308961,1.56919179,0.00000000,1.42182594,0.92713586
-5.68784392,3.15280440,0.00603931,0.40806760,0.56709285,1.53149465,0.00000000,1.38484139,0.89638311
-5.68184092,3.05509371,0.00566523,0.39719554,0.54093548,1.49305440,0.00000000,1.34816393,0.86455066
-5.67583792,2.95619086,0.00533852,0.38619380,0.51484712,1.45424507,0.00000000,1.31194556,0.83204244
-5.66983492,2.85705937,0.00505573,0.37515872,0.48905294,1.41541109,0.00000000,1.27632511,0.79924422
-5.66383192,2.75858208,0.00481329,0.36417662,0.46376738,1.37685811,0.00000000,1.24142293,0.76651342
-5.65782891,2.66154135,0.00460754,0.35332170,0.43918864,1.33884644,0.00000000,1.20733745,0.73417087
-5.65182591,2.56660590,0.00443478,0.34265479,0.41549424,1.30158740,0.00000000,1.17414370,0.70249471
-5.64582291,2.47432449,0.00429131,0.33222301,0.39283775,1.26524273,0.00000000,1.14189377,0.67171680
-5.63981991,2.38512659,0.00417354,0.32206018,0.37134683,1.22992722,0.00000000,1.11061947,0.64202147
-5.63381691,2.29932947,0.00407798,0.31218822,0.35112262,1.19571402,0.00000000,1.08033655,0.61354656
-5.62781391,2.21715116,0.00400139,0.30261904,0.33224040,1.16264263,0.00000000,1.05105056,0.58638668
-5.62181091,2.13872791,0.00394080,0.29335714,0.31475128,1.13072862,0.00000000,1.02276368,0.56059807
-5.61580790,2.06413493,0.00389366,0.28440239,0.29868484,1.09997466,0.00000000,0.99548208,0.53620496
-5.60980490,1.99340888,0.00385784,0.27575311,0.28405245,1.07038194,0.00000000,0.96922326,0.51320669
-5.60380190,1.92657042,0.00383179,0.26740900,0.27085089,1.04196122,0.00000000,0.94402281,0.49158535
-5.59779890,1.86364535,0.00381454,0.25937383,0.25906610,1.01474281,0.00000000,0.91993996,0.47131323
-5.59179590,1.80468292,0.00380581,0.25165768,0.24867678,0.98878460,0.00000000,0.89706157,0.45235981
-5.58579290,1.74977012,0.00380604,0.24427868,0.23965762,0.96417782,0.00000000,0.87550410,0.43469776
-5.57978989,1.69904118,0.00381638,0.23726396,0.23198192,0.94104996,0.00000000,0.85541337,0.41830782
-5.57378689,1.65268175,0.00383875,0.23064994,0.22562357,0.91956469,0.00000000,0.83696199,0.40318219
-5.56778389,1.61092761,0.00387578,0.22448187,0.22055830,0.89991885,0.00000000,0.82034468,0.38932642
-5.56178089,1.57405835,0.00393079,0.21881269,0.21676423,0.88233658,0.00000000,0.80577145,0.37675982
-5.55577789,1.54238638,0.00400772,0.21370127,0.21422171,0.86706109,0.00000000,0.79345943,0.36551444
-5.54977489,1.51624248,0.00411103,0.20921024,0.21291271,0.85434456,0.00000000,0.78362339,0.35563293
-5.54377189,1.49595867,0.00424562,0.20540347,0.21281979,0.84443676,0.00000000,0.77646592,0.34716535
-5.53776888,1.48184983,0.00441666,0.20234340,0.21392478,0.83757314,0.00000000,0.77216766,0.34016541
-5.53176588,1.47419526,0.00462945,0.20008844,0.21620755,0.83396305,0.00000000,0.77087820,0.33468634
-5.52576288,1.47322124,0.00488927,0.19869052,0.21964476,0.83377877,0.00000000,0.77270829,0.33077672
-5.51975988,1.47908570,0.00520121,0.19819295,0.22420891,0.83714593,0.00000000,0.77772361,0.32847662
-5.51375688,1.49186575,0.00556991,0.19862871,0.22986770,0.84413565,0.00000000,0.78594068,0.32781409
-5.50775388,1.51154857,0.00599945,0.20001923,0.23658367,0.85475895,0.00000000,0.79732479,0.32880244
-5.50175088,1.53802595,0.00649308,0.20237366,0.24431437,0.86896328,0.00000000,0.81179019,0.33143812
-5.49574787,1.57109244,0.00705307,0.20568858,0.25301262,0.88663140,0.00000000,0.82920230,0.33569952
-5.48974487,1.61044682,0.00768050,0.20994826,0.26262717,0.90758237,0.00000000,0.84938167,0.34154640
-5.48374187,1.65569649,0.00837510,0.21512520,0.27310334,0.93157437,0.00000000,0.87210932,0.34892008
-5.47773887,1.70636410,0.00913508,0.22118095,0.28438364,0.95830919,0.00000000,0.89713308,0.35774418
-5.47173587,1.76189584,0.00995703,0.22806711,0.29640832,0.98743780,0.00000000,0.92417439,0.36792572
-5.46573287,1.82167066,0.01083584,0.23572642,0.30911549,1.01856680,0.00000000,0.95293507,0.37935658
-5.45972986,1.88500989,0.01176463,0.24409376,0.32244098,1.05126539,0.00000000,0.98310375,0.39191503
-5.45372686,1.95118673,0.01273482,0.25309710,0.33631776,1.08507249,0.00000000,1.01436151,0.40546729
-5.44772386,2.01943524,0.01373611,0.26265828,0.35067488,1.11950393,0.00000000,1.04638656,0.41986901
-5.44172086,2.08895883,0.01475667,0.27269361,0.36543615,1.15405944,0.00000000,1.07885779,0.43496663
-5.43571786,2.15893794,0.01578332,0.28311430,0.38051844,1.18822949,0.00000000,1.11145719,0.45059856
-5.42971486,2.22853736,0.01680171,0.29382674,0.39582991,1.22150199,0.00000000,1.14387128,0.46659624
-5.42371186,2.29691319,0.01779668,0.30473271,0.41126825,1.25336876,0.00000000,1.17579164,0.48278507
-5.41770885,2.36321975,0.01875257,0.31572945,0.42671914,1.28333208,0.00000000,1.20691484,0.49898536
-5.41170585,2.42661688,0.01965361,0.32670993,0.44205514,1.31091116,0.00000000,1.23694207,0.51501326
-5.40570285,2.48627772,0.02048430,0.33756301,0.45713514,1.33564874,0.00000000,1.26557870,0.53068182
-5.39969985,2.54139715,0.02122987,0.34817397,0.47180454,1.35711773,0.00000000,1.29253409,0.54580226
-5.39369685,2.59120112,0.02187663,0.35842501,0.48589631,1.37492781,0.00000000,1.31752182,0.56018538
-5.38769385,2.63495660,0.02241244,0.36819624,0.49923284,1.38873201,0.00000000,1.34026053,0.57364330
-5.38169085,2.67198211,0.02282698,0.37736669,0.51162872,1.39823286,0.00000000,1.36047544,0.58599142
-5.37568784,2.70165846,0.02311215,0.38581573,0.52289437,1.40318810,0.00000000,1.37790060,0.59705063
-5.36968484,2.72343935,0.02326220,0.39342462,0.53284021,1.40341559,0.00000000,1.39228178,0.60664969
-5.36368184,2.73686142,0.02327402,0.40007834,0.54128152,1.39879711,0.00000000,1.40337985,0.61462780
-5.35767884,2.74155323,0.02314711,0.40566744,0.54804341,1.38928095,0.00000000,1.41097463,0.62083722
-5.35167584,2.73724284,0.02288365,0.41009010,0.55296606,1.37488304,0.00000000,1.41486894,0.62514587
-5.34567284,2.72376363,0.02248840,0.41325411,0.55590961,1.35568641,0.00000000,1.41489265,0.62743990
-5.33966983,2.70105798,0.02196853,0.41507893,0.55675879,1.33183908,0.00000000,1.41090663,0.62762609
-5.33366683,2.66917886,0.02133335,0.41549754,0.55542687,1.30355031,0.00000000,1.40280645,0.62563400
-5.32766383,2.62828913,0.02059409,0.41445823,0.55185884,1.27108541,0.00000000,1.39052559,0.62141787
-5.32166083,2.57865868,0.01976345,0.41192615,0.54603368,1.23475929,0.00000000,1.37403822,0.61495818
-5.31565783,2.52065956,0.01885528,0.40788461,0.53796563,1.19492892,0.00000000,1.35336140,0.60626280
-5.30965483,2.45475934,0.01788420,0.40233612,0.52770435,1.15198524,0.00000000,1.32855660,0.59536769
-5.30365183,2.38151302,0.01686511,0.39530312,0.51533415,1.10634459,0.00000000,1.29973063,0.58233722
-5.29764882,2.30155365,0.01581290,0.38682831,0.50097216,1.05844012,0.00000000,1.26703586,0.56726382
-5.29164582,2.21558216,0.01474204,0.37697462,0.48476557,1.00871354,0.00000000,1.23066972,0.55026730
-5.28564282,2.12435646,0.01366626,0.36582482,0.46688824,0.95760722,0.00000000,1.19087357,0.53149348
-5.27963982,2.02868018,0.01259829,0.35348069,0.44753655,0.90555719,0.00000000,1.14793069,0.51111237
-5.27363682,1.92939114,0.01154966,0.34006170,0.42692482,0.85298685,0.00000000,1.10216358,0.48931572
-5.26763382,1.82734981,0.01053049,0.32570344,0.40528052,0.80030167,0.00000000,1.05393047,0.46631419
-5.26163082,1.72342774,0.00954942,0.31055551,0.38283920,0.74788481,0.00000000,1.00362098,0.44233388
-5.25562781,1.61849611,0.00861356,0.29477909,0.35983952,0.69609366,0.00000000,0.95165100,0.41761264
-5.24962481,1.51341456,0.00772849,0.27854421,0.33651847,0.64525722,0.00000000,0.89845683,0.39239590
-5.24362181,1.40902022,0.00689830,0.26202675,0.31310680,0.59567420,0.00000000,0.84448863,0.36693237
-5.23761881,1.30611721,0.00612567,0.24540522,0.28982488,0.54761174,0.00000000,0.79020329,0.34146961
-5.23161581,1.20546666,0.00541201,0.22885748,0.26687907,0.50130474,0.00000000,0.73605689,0.31624964
-5.22561281,1.10777742,0.00475757,0.21255737,0.24445859,0.45695553,0.00000000,0.68249693,0.29150471
-5.21960980,1.01369760,0.00416160,0.19667147,0.22273306,0.41473395,0.00000000,0.62995457,0.26745338
-5.21360680,0.92380722,0.00362252,0.18135598,0.20185058,0.37477774,0.00000000,0.57883705,0.24429700
-5.20760380,0.83861211,0.00313805,0.16675389,0.18193653,0.33719317,0.00000000,0.52952067,0.22221684
-5.20160080,0.75853918,0.00270539,0.15299242,0.16309297,0.30205602,0.00000000,0.48234439,0.20137172
-5.19559780,0.68393338,0.00232136,0.14018092,0.14539858,0.26941268,0.00000000,0.43760448,0.18189649
-5.18959480,0.61505629,0.00198251,0.12840921,0.12890929,0.23928168,0.00000000,0.39555024,0.16390121
-5.18359180,0.55208652,0.00168524,0.11774633,0.11365928,0.21165539,0.00000000,0.35638099,0.14747107
-5.17758879,0.49512198,0.00142592,0.10823999,0.09966252,0.18650205,0.00000000,0.32024454,0.13266712
-5.17158579,0.44418377,0.00120095,0.09991632,0.08691460,0.16376811,0.00000000,0.28723696,0.11952770
-5.16558279,0.39922187,0.00100683,0.09278035,0.07539490,0.14338081,0.00000000,0.25740388,0.10807046
-5.15957979,0.36012228,0.00084024,0.08681689,0.06506893,0.12525098,0.00000000,0.23074305,0.09829498
-5.15357679,0.32671544,0.00069802,0.08199194,0.05589081,0.10927617,0.00000000,0.20720824,0.09018583
-5.14757379,0.29878584,0.00057725,0.07825452,0.04780574,0.09534374,0.00000000,0.18671414,0.08371591
-5.14157079,0.27608232,0.00047526,0.07553895,0.04075249,0.08333419,0.00000000,0.16914229,0.07885005
-5.13556778,0.25832903,0.00038958,0.07376746,0.03466571,0.07312442,0.00000000,0.15434758,0.07554867
-5.12956478,0.24523658,0.00031803,0.07285319,0.02947815,0.06459097,0.00000000,0.14216544,0.07377139
-5.12356178,0.23651319,0.00025865,0.07270329,0.02512259,0.05761312,0.00000000,0.13241914,0.07348056
-5.11755878,0.23187553,0.00020970,0.07322240,0.02153355,0.05207573,0.00000000,0.12492724,0.07464443
-5.11155578,0.23105900,0.00016968,0.07431607,0.01864877,0.04787195,0.00000000,0.11951091,0.07724007
-5.10555278,0.23382716,0.00013728,0.07589430,0.01641025,0.04490544,0.00000000,0.11600086,0.08125581
-5.09954977,0.23998003,0.00011140,0.07787499,0.01476520,0.04309239,0.00000000,0.11424369,0.08669315
-5.09354677,0.24936116,0.00009110,0.08018726,0.01366651,0.04236298,0.00000000,0.11410759,0.09356810
-5.08754377,0.26186315,0.00007563,0.08277443,0.01307307,0.04266259,0.00000000,0.11548708,0.10191198
-5.08154077,0.27743134,0.00006439,0.08559664,0.01294981,0.04395239,0.00000000,0.11830670,0.11177137
-5.07553777,0.29606581,0.00005691,0.08863306,0.01326746,0.04620957,0.00000000,0.12252349,0.12320757
-5.06953477,0.31782116,0.00005287,0.09188335,0.01400216,0.04942710,0.00000000,0.12812824,0.13629517
-5.06353177,0.34280432,0.00005208,0.09536850,0.01513491,0.05361298,0.00000000,0.13514518,0.15112011
-5.05752876,0.37117010,0.00005447,0.09913086,0.01665082,0.05878908,0.00000000,0.14363036,0.16777687
-5.05152576,0.40311459,0.00006006,0.10323327,0.01853835,0.06498948,0.00000000,0.15366839,0.18636519
-5.04552276,0.43886645,0.00006902,0.10775726,0.02078834,0.07225844,0.00000000,0.16536778,0.20698611
-5.03951976,0.47867618,0.00008157,0.11280039,0.02339313,0.08064787,0.00000000,0.17885481,0.22973756
-5.03351676,0.52280354,0.00009807,0.11847259,0.02634553,0.09021454,0.00000000,0.19426610,0.25470953
-5.02751376,0.57150355,0.00011895,0.12489174,0.02963791,0.10101686,0.00000000,0.21174008,0.28197894
-5.02151076,0.62501108,0.00014470,0.13217841,0.03326120,0.11311138,0.00000000,0.23140752,0.31160436
-5.01550775,0.68352475,0.00017591,0.14045009,0.03720402,0.12654910,0.00000000,0.25338146,0.34362062
-5.00950475,0.74719042,0.00021319,0.14981494,0.04145185,0.14137161,0.00000000,0.27774697,0.37803365
-5.00350175,0.81608479,0.00025722,0.16036538,0.04598627,0.15760712,0.00000000,0.30455096,0.41481540
-4.99749875,0.89019970,0.00030867,0.17217172,0.05078436,0.17526658,0.00000000,0.33379261,0.45389933
-4.99149575,0.96942766,0.00036821,0.18527607,0.05581818,0.19433990,0.00000000,0.36541481,0.49517626
-4.98549275,1.05354927,0.00043650,0.19968690,0.06105442,0.21479241,0.00000000,0.39929704,0.53849110
-4.97948974,1.14222285,0.00051411,0.21537443,0.06645420,0.23656174,0.00000000,0.43525015,0.58364026
-4.97348674,1.23497722,0.00060152,0.23226712,0.07197307,0.25955521,0.00000000,0.47301330,0.63037004
-4.96748374,1.33120762,0.00069912,0.25024950,0.07756115,0.28364782,0.00000000,0.51225354,0.67837619
-4.96148074,1.43017557,0.00080712,0.26916163,0.08316352,0.30868111,0.00000000,0.55256798,0.72730448
-4.95547774,1.53101272,0.00092553,0.28880003,0.08872081,0.33446284,0.00000000,0.59348893,0.77675270
-4.94947474,1.63272900,0.00105418,0.30892051,0.09416991,0.36076768,0.00000000,0.63449174,0.82627385
-4.94347174,1.73422514,0.00119266,0.32924259,0.09944495,0.38733904,0.00000000,0.67500534,0.87538082
-4.93746873,1.83430935,0.00134031,0.34945564,0.10447845,0.41389198,0.00000000,0.71442519,0.92355234
-4.93146573,1.93171815,0.00149621,0.36922639,0.10920254,0.44011731,0.00000000,0.75212815,0.97024039
-4.92546273,2.02514077,0.00165924,0.38820777,0.11355040,0.46568679,0.00000000,0.78748891,1.01487887
-4.91945973,2.11324673,0.00182804,0.40604865,0.11745774,0.49025950,0.00000000,0.81989725,1.05689346
-4.91345673,2.19471591,0.00200109,0.42240413,0.12086431,0.51348900,0.00000000,0.84877567,1.09571259
-4.90745373,2.26827022,0.00217675,0.43694609,0.12371542,0.53503154,0.00000000,0.87359646,1.13077922
-4.90145073,2.33270620,0.00235334,0.44937351,0.12596343,0.55455462,0.00000000,0.89389791,1.16156326
-4.89544772,2.38692731,0.00252923,0.45942215,0.12756908,0.57174615,0.00000000,0.90929863,1.18757425
-4.88944472,2.42997508,0.00270294,0.46687322,0.12850275,0.58632358,0.00000000,0.91950976,1.20837407
-4.88344172,2.46105804,0.00287326,0.47156068,0.12874540,0.59804284,0.00000000,0.92434443,1.22358920
-4.87743872,2.47957741,0.00303939,0.47337695,0.12828941,0.60670687,0.00000000,0.92372420,1.23292218
-4.87143572,2.48514867,0.00320107,0.47227659,0.12713900,0.61217324,0.00000000,0.91768227,1.23616188
-4.86543272,2.47761813,0.00335868,0.46827811,0.12531050,0.61436070,0.00000000,0.90636333,1.23319209
-4.85942971,2.45707395,0.00351344,0.46146359,0.12283216,0.61325442,0.00000000,0.89002025,1.22399818
-4.85342671,2.42385097,0.00366749,0.45197630,0.11974380,0.60890957,0.00000000,0.86900766,1.20867146
-4.84742371,2.37852926,0.00382401,0.44001640,0.11609603,0.60145316,0.00000000,0.84377291,1.18741090
-4.84142071,2.32192616,0.00398726,0.42583487,0.11194931,0.59108403,0.00000000,0.81484464,1.16052224
-4.83541771,2.25508214,0.00416272,0.40972608,0.10737273,0.57807096,0.00000000,0.78281954,1.12841414
-4.82941471,2.17924077,0.00435702,0.39201911,0.10244254,0.56274882,0.00000000,0.74834789,1.09159172
-4.82341171,2.09582347,0.00457797,0.37306836,0.09724069,0.54551300,0.00000000,0.71211817,1.05064736
-4.81740870,2.00639983,0.00483442,0.35324372,0.09185313,0.52681225,0.00000000,0.67484153,1.00624919
-4.81140570,1.91265440,0.00513622,0.33292065,0.08636818,0.50714003,0.00000000,0.63723643,0.95912748
-4.80540270,1.81635103,0.00549394,0.31247057,0.08087491,0.48702478,0.00000000,0.60001392,0.91005953
