energy_ev,total_up,Hf_p_up,Hf_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,3.50223557,3.27455620,1.38393474,1.22761662,0.02208267,1.50811295,0.00000000
-5.99399700,3.53655548,3.30245224,1.40420774,1.26119659,0.02244374,1.49590644,0.00000000
-5.98799400,3.57157552,3.32904605,1.42528523,1.29369021,0.02279926,1.48564414,0.00000000
-5.98199100,3.60723890,3.35437485,1.44709630,1.32500188,0.02314799,1.47741263,0.00000000
-5.97598799,3.64326399,3.37831708,1.46947192,1.35501517,0.02348810,1.47112521,0.00000000
-5.96998499,3.67915248,3.40059157,1.49214883,1.38359068,0.02381728,1.46653020,0.00000000
-5.96398199,3.71420784,3.42076489,1.51477781,1.41056474,0.02413275,1.46322716,0.00000000
-5.95797899,3.74756326,3.43826671,1.53693591,1.43574942,0.02443142,1.46069003,0.00000000
-5.95197599,3.77821756,3.45241221,1.55814200,1.45893373,0.02470997,1.45829600,0.00000000
-5.94597299,3.80507744,3.46243078,1.57787515,1.47988635,0.02496500,1.45535842,0.00000000
-5.93996998,3.82700409,3.46749939,1.59559490,1.49835993,0.02519316,1.45116207,0.00000000
-5.93396698,3.84286205,3.46677943,1.61076267,1.51409686,0.02539130,1.44499906,0.00000000
-5.92796398,3.85156835,3.45945525,1.62286340,1.52683661,0.02555653,1.43620358,0.00000000
-5.92196098,3.85213975,3.44477276,1.63142656,1.53632433,0.02568639,1.42418390,0.00000000
-5.91595798,3.84373627,3.42207663,1.63604567,1.54232058,0.02577894,1.40845019,0.00000000
-5.90995498,3.82569938,3.39084442,1.63639567,1.54461172,0.02583277,1.38863712,0.00000000
-5.90395198,3.79758339,3.35071635,1.63224745,1.54302077,0.02584714,1.36452025,0.00000000
-5.89794897,3.75917900,3.30151963,1.62347893,1.53741803,0.02582197,1.33602588,0.00000000
-5.89194597,3.71052832,3.24328642,1.61008247,1.52773114,0.02575789,1.30323406,0.00000000
-5.88594297,3.65193094,3.17626478,1.59216818,1.51395401,0.02565624,1.26637514,0.00000000
-5.87993997,3.58394105,3.10092237,1.56996322,1.49615416,0.02551905,1.22582003,0.00000000
-5.87393697,3.50735593,3.01794285,1.54380696,1.47447793,0.02534905,1.18206527,0.00000000
-5.86793397,3.42319635,2.92821513,1.51414241,1.44915338,0.02514958,1.13571345,0.00000000
-5.86193097,3.33267975,2.83281612,1.48150409,1.42049042,0.02492459,1.08745034,0.00000000
-5.85592796,3.23718734,2.73298752,1.44650284,1.38887812,0.02467855,1.03801968,0.00000000
-5.84992496,3.13822622,2.63010764,1.40980820,1.35477915,0.02441634,0.98819696,0.00000000
-5.84392196,3.03738805,2.52565912,1.37212893,1.31872138,0.02414319,0.93876303,0.00000000
-5.83791896,2.93630548,2.42119380,1.33419230,1.28128700,0.02386455,0.89047891,0.00000000
-5.83191596,2.83660806,2.31829570,1.29672310,1.24309937,0.02358599,0.84406248,0.00000000
-5.82591296,2.73987879,2.21854339,1.26042281,1.20480808,0.02331302,0.80016785,0.00000000
-5.81990995,2.64761292,2.12347264,1.22594989,1.16707290,0.02305102,0.75936804,0.00000000
-5.81390695,2.56118014,2.03454064,1.19390178,1.13054693,0.02280506,0.72214150,0.00000000
-5.80790395,2.48179134,1.95309259,1.16479922,1.09585987,0.02257981,0.68886242,0.00000000
-5.80190095,2.41047107,1.88033146,1.13907347,1.06360184,0.02237945,0.65979529,0.00000000
-5.79589795,2.34803628,1.81729187,1.11705687,1.03430843,0.02220754,0.63509343,0.00000000
-5.78989495,2.29508222,1.76481859,1.09897707,1.00844760,0.02206700,0.61480138,0.00000000
-5.78389195,2.25197573,1.72355015,1.08495509,0.98640875,0.02196010,0.59886085,0.00000000
-5.77788894,2.21885618,1.69390806,1.07500741,0.96849459,0.02188843,0.58711991,0.00000000
-5.77188594,2.19564390,1.67609184,1.06905181,0.95491586,0.02185304,0.57934492,0.00000000
-5.76588294,2.18205594,1.67007995,1.06691702,0.94578933,0.02185444,0.57523474,0.00000000
-5.75987994,2.17762842,1.67563673,1.06835552,0.94113888,0.02189282,0.57443665,0.00000000
-5.75387694,2.18174482,1.69232505,1.07305932,0.94089982,0.02196816,0.57656348,0.00000000
-5.74787394,2.19366920,1.71952445,1.08067791,0.94492612,0.02208049,0.58121126,0.00000000
-5.74187094,2.21258303,1.75645420,1.09083769,0.95300030,0.02223003,0.58797695,0.00000000
-5.73586793,2.23762437,1.80220078,1.10316229,0.96484551,0.02241748,0.59647550,0.00000000
-5.72986493,2.26792785,1.85574872,1.11729265,0.98013943,0.02264419,0.60635584,0.00000000
-5.72386193,2.30266388,1.91601403,1.13290632,0.99852923,0.02291239,0.61731503,0.00000000
-5.71785893,2.34107542,1.98187896,1.14973478,1.01964705,0.02322536,0.62911033,0.00000000
-5.71185593,2.38251075,2.05222684,1.16757823,1.04312529,0.02358750,0.64156846,0.00000000
-5.70585293,2.42645066,2.12597565,1.18631698,1.06861101,0.02400447,0.65459185,0.00000000
-5.69984992,2.47252875,2.20210895,1.20591878,1.09577878,0.02448311,0.66816145,0.00000000
-5.69384692,2.52054374,2.27970283,1.22644158,1.12434131,0.02503139,0.68233606,0.00000000
-5.68784392,2.57046273,2.35794752,1.24803151,1.15405726,0.02565824,0.69724782,0.00000000
-5.68184092,2.62241523,2.43616273,1.27091578,1.18473598,0.02637327,0.71309430,0.00000000
-5.67583792,2.67667753,2.51380574,1.29539068,1.21623860,0.02718642,0.73012699,0.00000000
-5.66983492,2.73364807,2.59047185,1.32180505,1.24847554,0.02810758,0.74863688,0.00000000
-5.66383192,2.79381433,2.66588696,1.35053968,1.28140041,0.02914604,0.76893743,0.00000000
-5.65782891,2.85771282,2.73989269,1.38198346,1.31500056,0.03030996,0.79134556,0.00000000
-5.65182591,2.92588357,2.81242473,1.41650738,1.34928475,0.03160583,0.81616159,0.00000000
-5.64582291,2.99882145,2.88348556,1.45443736,1.38426855,0.03303787,0.84364878,0.00000000
-5.63981991,3.07692660,2.95311320,1.49602738,1.41995843,0.03460751,0.87401346,0.00000000
-5.63381691,3.16045650,3.02134785,1.54143413,1.45633520,0.03631286,0.90738671,0.00000000
-5.62781391,3.24948247,3.08819846,1.59069464,1.49333820,0.03814835,0.94380843,0.00000000
-5.62181091,3.34385286,3.15361149,1.64370808,1.53085101,0.04010444,0.98321468,0.00000000
-5.61580790,3.44316561,3.21744401,1.70022290,1.56868981,0.04216748,1.02542893,0.00000000
-5.60980490,3.54675176,3.27944294,1.75983027,1.60659528,0.04431973,1.07015784,0.00000000
-5.60380190,3.65367144,3.33923224,1.82196426,1.64422879,0.04653958,1.11699189,0.00000000
-5.59779890,3.76272320,3.39630891,1.88590931,1.68117335,0.04880194,1.16541101,0.00000000
-5.59179590,3.87246651,3.45004856,1.95081467,1.71693948,0.05107877,1.21479505,0.00000000
-5.58579290,3.98125699,3.49972034,2.01571546,1.75097604,0.05333981,1.26443874,0.00000000
-5.57978989,4.08729274,3.54451052,2.07955955,1.78268549,0.05555339,1.31357061,0.00000000
-5.57378689,4.18866985,3.58355346,2.14123900,1.81144303,0.05768741,1.36137506,0.00000000
-5.56778389,4.28344433,3.61596798,2.19962475,1.83661851,0.05971026,1.40701650,0.00000000
-5.56178089,4.36969756,3.64089705,2.25360289,1.85760008,0.06159183,1.44966478,0.00000000
-5.55577789,4.44560185,3.65754812,2.30211079,1.87381825,0.06330440,1.48852041,0.00000000
-5.54977489,4.50948302,3.66523162,2.34417141,1.88476914,0.06482353,1.52283883,0.00000000
-5.54377189,4.55987674,3.66339526,2.37892422,1.89003546,0.06612867,1.55195245,0.00000000
-5.53776888,4.59557614,3.65165184,2.40565131,1.88930428,0.06720375,1.57528959,0.00000000
-5.53176588,4.61566841,3.62979907,2.42379759,1.88238064,0.06803744,1.59238969,0.00000000
-5.52576288,4.61955904,3.59783020,2.43298446,1.86919618,0.06862330,1.60291421,0.00000000
-5.51975988,4.60698303,3.55593511,2.43301643,1.84981273,0.06895966,1.60665291,0.00000000
-5.51375688,4.57800315,3.50449209,2.42388098,1.82442064,0.06904933,1.60352558,0.00000000
-5.50775388,4.53299627,3.44405116,2.40574190,1.79333223,0.06889917,1.59357939,0.00000000
-5.50175088,4.47262913,3.37531044,2.37892709,1.75697102,0.06851950,1.57698228,0.00000000
-5.49574787,4.39782578,3.29908743,2.34391179,1.71585751,0.06792342,1.55401304,0.00000000
-5.48974487,4.30972908,3.21628734,2.30129853,1.67059257,0.06712612,1.52504873,0.00000000
-5.48374187,4.20965890,3.12787065,2.25179515,1.62183944,0.06614421,1.49055033,0.00000000
-5.47773887,4.09906952,3.03482220,2.19619219,1.57030555,0.06499505,1.45104740,0.00000000
-5.47173587,3.97950871,2.93812353,2.13534090,1.51672500,0.06369625,1.40712247,0.00000000
-5.46573287,3.85258033,2.83873010,2.07013288,1.46184270,0.06226522,1.35939599,0.00000000
-5.45972986,3.71991202,2.73755440,2.00148219,1.40640066,0.06071890,1.30851223,0.00000000
-5.45372686,3.58312886,2.63545523,1.93031029,1.35112690,0.05907359,1.25512669,0.00000000
-5.44772386,3.44383322,2.53323336,1.85753407,1.29672703,0.05734499,1.19989525,0.00000000
-5.44172086,3.30359066,2.43163267,1.78405694,1.24387840,0.05554826,1.14346515,0.00000000
-5.43571786,3.16392096,2.33134588,1.71076242,1.19322648,0.05369819,1.08646771,0.00000000
-5.42971486,3.02629329,2.23302352,1.63850984,1.14538289,0.05180949,1.02951286,0.00000000
-5.42371186,2.89212393,2.13728450,1.56813138,1.10092446,0.04989700,0.97318494,0.00000000
-5.41770885,2.76277522,2.04472675,1.50042971,1.06039263,0.04797594,0.91803972,0.00000000
-5.41170585,2.63955422,1.95593654,1.43617555,1.02429253,0.04606207,0.86460227,0.00000000
-5.40570285,2.52370985,1.87149512,1.37610451,0.99309116,0.04417181,0.81336535,0.00000000
-5.39969985,2.41642763,1.79198184,1.32091272,0.96721436,0.04232219,0.76478810,0.00000000
-5.39369685,2.31882146,1.71797331,1.27125116,0.94704210,0.04053077,0.71929496,0.00000000
-5.38769385,2.23192238,1.65003846,1.22771838,0.93290245,0.03881538,0.67727448,0.00000000
-5.38169085,2.15666459,1.58872993,1.19085210,0.92506412,0.03719380,0.63907824,0.00000000
-5.37568784,2.09386962,1.53457246,1.16111986,0.92372814,0.03568337,0.60501971,0.00000000
-5.36968484,2.04422947,1.48804940,1.13890945,0.92901935,0.03430048,0.57537326,0.00000000
-5.36368184,2.00829023,1.44958860,1.12451961,0.94097824,0.03306012,0.55037340,0.00000000
-5.35767884,1.98643743,1.41954890,1.11815198,0.95955405,0.03197539,0.53021426,0.00000000
-5.35167584,1.97888440,1.39820863,1.11990468,0.98459985,0.03105706,0.51504962,0.00000000
-5.34567284,1.98566498,1.38575722,1.12976842,1.01587032,0.03031322,0.50499341,0.00000000
-5.33966983,2.00663131,1.38229079,1.14762547,1.05302271,0.02974899,0.50012073,0.00000000
-5.33366683,2.04145732,1.38781226,1.17325173,1.09562139,0.02936641,0.50046935,0.00000000
-5.32766383,2.08964801,1.40223618,1.20632207,1.14314611,0.02916437,0.50604167,0.00000000
-5.32166083,2.15055419,1.42539789,1.24641868,1.19500372,0.02913877,0.51680676,0.00000000
-5.31565783,2.22339190,1.45706644,1.29304198,1.25054303,0.02928267,0.53270254,0.00000000
-5.30965483,2.30726533,1.49696018,1.34562358,1.30907207,0.02958665,0.55363761,0.00000000
-5.30365183,2.40119180,1.54476361,1.40354040,1.36987686,0.03003921,0.57949256,0.00000000
-5.29764882,2.50412723,1.60014410,1.46612925,1.43224076,0.03062720,0.61012061,0.00000000
-5.29164582,2.61499016,1.66276675,1.53270065,1.49546310,0.03133632,0.64534718,0.00000000
-5.28564282,2.73268298,1.73230587,1.60255150,1.55887613,0.03215155,0.68496852,0.00000000
-5.27963982,2.85610874,1.80845182,1.67497541,1.62185922,0.03305758,0.72874911,0.00000000
-5.27363682,2.98418251,1.89091201,1.74927044,1.68384934,0.03403919,0.77641816,0.00000000
-5.26763382,3.11583675,1.97940561,1.82474384,1.74434741,0.03508148,0.82766520,0.00000000
-5.26163082,3.25002042,2.07365165,1.90071366,1.80291989,0.03617010,0.88213524,0.00000000
-5.25562781,3.38569245,2.17335112,1.97650765,1.85919596,0.03729130,0.93942385,0.00000000
-5.24962481,3.52181033,2.27816397,2.05145974,1.91286030,0.03843192,0.99907262,0.00000000
-5.24362181,3.65731549,2.38768244,2.12490497,1.96364238,0.03957929,1.06056568,0.00000000
-5.23761881,3.79111705,2.50140281,2.19617382,2.01130307,0.04072108,1.12332783,0.00000000
-5.23161581,3.92207635,2.61869769,2.26458684,2.05561989,0.04184510,1.18672475,0.00000000
-5.22561281,4.04899418,2.73879147,2.32945079,2.09637207,0.04293906,1.25006596,0.00000000
-5.21960980,4.17060303,2.86074131,2.39005719,2.13332697,0.04399042,1.31261075,0.00000000
-5.21360680,4.28556618,2.98342602,2.44568424,2.16622898,0.04498624,1.37357750,0.00000000
-5.20760380,4.39248513,3.10554491,2.49560273,2.19479221,0.04591311,1.43215632,0.00000000
-5.20160080,4.48991643,3.22562798,2.53908623,2.21869787,0.04675716,1.48752502,0.00000000
