energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.34567284,7.79439831,0.50482348,0.84780852,0.18691876,0.34815857,3.57597754,2.48919620,0.03288439,3.95761605
-5.33966983,7.98031742,0.52308572,0.87381562,0.19060649,0.37384119,3.66583052,2.54338305,0.03312870,4.01905310
-5.33366683,8.15000904,0.54041216,0.89785116,0.19356728,0.40051262,3.74586675,2.59373615,0.03328455,4.06862022
-5.32766383,8.30047039,0.55653347,0.91957010,0.19572073,0.42794808,3.81456394,2.63930922,0.03334776,4.10499761
-5.32166083,8.42879549,0.57117422,0.93863115,0.19699760,0.45588244,3.87049108,2.67918848,0.03331451,4.12701624
-5.31565783,8.53225405,0.58406147,0.95470494,0.19734304,0.48401517,3.91234478,2.71251462,0.03318148,4.13369417
-5.30965483,8.60837409,0.59493412,0.96748296,0.19671940,0.51201698,3.93898573,2.73850586,0.03294606,4.12427103
-5.30365183,8.65502473,0.60355253,0.97668726,0.19510855,0.53953811,3.94947417,2.75648102,0.03260652,4.09823904
-5.29764882,8.67049498,0.60970807,0.98208017,0.19251345,0.56621788,3.94310240,2.76588154,0.03216219,4.05536863
-5.29164582,8.65356450,0.61323195,0.98347380,0.18895905,0.59169507,3.91942282,2.76629133,0.03161362,3.99572726
-5.28564282,8.60356237,0.61400302,0.98073865,0.18449232,0.61561874,3.87826999,2.75745321,0.03096268,3.91969001
-5.27963982,8.52041030,0.61195405,0.97381105,0.17918141,0.63765883,3.81977523,2.73928103,0.03021268,3.82794084
-5.27363682,8.40464733,0.60707614,0.96269879,0.17311414,0.65751623,3.74437279,2.71186643,0.02936836,3.72146410
-5.26763382,8.25743410,0.59942101,0.94748466,0.16639556,0.67493157,3.65279687,2.67547973,0.02843591,3.60152599
-5.26163082,8.08053533,0.58910100,0.92832768,0.15914505,0.68969256,3.54606917,2.63056453,0.02742291,3.46964652
-5.25562781,7.87628086,0.57628676,0.90546172,0.15149276,0.70163921,3.42547722,2.57772596,0.02633823,3.32756259
-5.24962481,7.64750605,0.56120266,0.87919164,0.14357580,0.71066700,3.29254414,2.51771297,0.02519183,3.17718370
-5.24362181,7.39747392,0.54412023,0.84988682,0.13553417,0.71672766,3.14899086,2.45139521,0.02399462,3.02054188
-5.23761881,7.12978209,0.52534969,0.81797251,0.12750666,0.71982767,2.99669230,2.37973551,0.02275823,2.85973765
-5.23161581,6.84825848,0.50523029,0.78391924,0.11962687,0.72002464,2.83762922,2.30375912,0.02149470,2.69688444
-5.22561281,6.55685029,0.48411952,0.74823074,0.11201951,0.71742186,2.67383777,2.22452112,0.02021630,2.53405338
-5.21960980,6.25951108,0.46238197,0.71143084,0.10479708,0.71216143,2.50735875,2.14307346,0.01893518,2.37322074
-5.21360680,5.96009088,0.44037821,0.67405003,0.09805704,0.70441639,2.34018854,2.06043327,0.01766315,2.21621998
-5.20760380,5.66223409,0.41845418,0.63661222,0.09187958,0.69438241,2.17423384,1.97755367,0.01641143,2.06470017
-5.20160080,5.36928942,0.39693149,0.59962224,0.08632603,0.68226965,2.01127159,1.89529866,0.01519039,1.92009217
-5.19559780,5.08423548,0.37609917,0.56355468,0.08143788,0.66829510,1.85291580,1.81442300,0.01400940,1.78358354
-5.18959480,4.80962478,0.35620695,0.52884455,0.07723650,0.65267595,1.70059201,1.73555792,0.01287666,1.65610297
-5.18359180,4.54754798,0.33746057,0.49588011,0.07372349,0.63562442,1.55552025,1.65920322,0.01179909,1.53831417
-5.17758879,4.29961924,0.32001895,0.46499816,0.07088164,0.61734405,1.41870654,1.58572582,0.01078227,1.43061930
-5.17158579,4.06698224,0.30399352,0.43648192,0.06867636,0.59802770,1.29094281,1.51536467,0.00983044,1.33317104
-5.16558279,3.85033583,0.28944945,0.41056152,0.06705768,0.57785728,1.17281466,1.44824135,0.00894652,1.24589270
-5.15957979,3.64997701,0.27640875,0.38741699,0.06596255,0.55700487,1.06471610,1.38437585,0.00813221,1.16850491
-5.15357679,3.46585854,0.26485497,0.36718350,0.06531747,0.53563520,0.96687002,1.32370612,0.00738806,1.10055765
-5.14757379,3.29765750,0.25473914,0.34995847,0.06504132,0.51390898,0.87935308,1.26611067,0.00671367,1.04146603
-5.14157079,3.14485126,0.24598673,0.33581012,0.06504826,0.49198687,0.80212367,1.21143257,0.00610786,0.99054823
-5.13556778,3.00679656,0.23850521,0.32478691,0.06525070,0.47003347,0.73505123,1.15950381,0.00556882,0.94706403
-5.12956478,2.88280801,0.23219176,0.31692739,0.06556209,0.44822123,0.67794556,1.11016875,0.00509436,0.91025231
-5.12356178,2.77223204,0.22694086,0.31226974,0.06589965,0.42673364,0.63058482,1.06330543,0.00468210,0.87936622
-5.11755878,2.67451300,0.22265133,0.31086050,0.06618674,0.40576760,0.59274075,1.01884401,0.00432964,0.85370464
-5.11155578,2.58924860,0.21923252,0.31276207,0.06635496,0.38553465,0.56420031,0.97678134,0.00403482,0.83263894
-5.10555278,2.51623238,0.21660942,0.31805828,0.06634588,0.36626095,0.54478276,0.93719131,0.00379582,0.81563430
-5.09954977,2.45548169,0.21472643,0.32685790,0.06611230,0.34818602,0.53435163,0.90023056,0.00361133,0.80226483
-5.09354677,2.40725036,0.21354972,0.33929577,0.06561909,0.33156010,0.53282124,0.86613959,0.00348067,0.79222238
-5.08754377,2.37202596,0.21306801,0.35553137,0.06484355,0.31664050,0.54015768,0.83523917,0.00340388,0.78531887
-5.08154077,2.35051217,0.21329199,0.37574493,0.06377534,0.30368679,0.55637443,0.80792262,0.00338175,0.78148245
-5.07553777,2.34359767,0.21425214,0.40013119,0.06241594,0.29295534,0.58152292,0.78464415,0.00341584,0.78074783
-5.06953477,2.35231302,0.21599554,0.42889122,0.06077772,0.28469324,0.61567866,0.76590402,0.00350845,0.78324160
-5.06353177,2.37777799,0.21858140,0.46222247,0.05888277,0.27913191,0.65892370,0.75223102,0.00366258,0.78916319
-5.05752876,2.42114180,0.22207598,0.50030786,0.05676128,0.27648073,0.71132627,0.74416303,0.00388180,0.79876269
-5.05152576,2.48351900,0.22654698,0.54330430,0.05444992,0.27692077,0.77291862,0.74222638,0.00417014,0.81231636
-5.04552276,2.56592401,0.23205767,0.59133138,0.05198997,0.28059902,0.84367422,0.74691464,0.00453194,0.83010123
-5.03951976,2.66920703,0.23866126,0.64446080,0.04942550,0.28762316,0.92348532,0.75866764,0.00497163,0.85236975
-5.03351676,2.79399423,0.24639567,0.70270728,0.04680151,0.29805717,1.01214212,0.77785131,0.00549355,0.87932576
-5.02751376,2.94063475,0.25527893,0.76602142,0.04416233,0.31191778,1.10931457,0.80473897,0.00610172,0.91110268
-5.02151076,3.10915672,0.26530567,0.83428504,0.04155000,0.32917210,1.21453787,0.83949469,0.00679958,0.94774507
-5.01550775,3.29923421,0.27644458,0.90730937,0.03900309,0.34973621,1.32720247,0.88215923,0.00758981,0.98919404
-5.00950475,3.51016676,0.28863727,0.98483625,0.03655558,0.37347515,1.44654950,0.93263903,0.00847406,1.03527746
-5.00350175,3.74087217,0.30179828,1.06654248,0.03423618,0.40020400,1.57167196,0.99069877,0.00945275,1.08570515
-4.99749875,3.98989339,0.31581659,1.15204719,0.03206786,0.42969045,1.70152217,1.05595769,0.01052489,1.14006933
-4.99149575,4.25541936,0.33055829,1.24092188,0.03006765,0.46165846,1.83492559,1.12789022,0.01168790,1.19785037
-4.98549275,4.53531930,0.34587036,1.33270292,0.02824672,0.49579340,1.97060064,1.20583086,0.01293755,1.25842764
-4.97948974,4.82718951,0.36158555,1.42690575,0.02661070,0.53174821,2.10718437,1.28898362,0.01426784,1.32109495
-4.97348674,5.12841124,0.37752792,1.52304037,0.02516015,0.56915084,2.24326309,1.37643587,0.01567104,1.38508018
-4.96748374,5.43621774,0.39351896,1.62062726,0.02389120,0.60761254,2.37740700,1.46717645,0.01713771,1.44956811
-4.96148074,5.74776823,0.40938400,1.71921312,0.02279626,0.64673701,2.50820782,1.56011780,0.01865686,1.51372589
-4.95547774,6.06022635,0.42495858,1.81838570,0.02186486,0.68612999,2.63431779,1.65412140,0.02021608,1.57672979
-4.94947474,6.37084014,0.44009463,1.91778707,0.02108438,0.72540916,2.75448871,1.74802612,0.02180185,1.63779246
-4.94347174,6.67702089,0.45466607,2.01712476,0.02044091,0.76421395,2.86760931,1.84067836,0.02339978,1.69618950
-4.93746873,6.97641763,0.46857368,2.11618034,0.01991988,0.80221485,2.97273933,1.93096322,0.02499500,1.75128417
-4.93146573,7.26698454,0.48174912,2.21481512,0.01950677,0.83912189,3.06913872,2.01783533,0.02657253,1.80254931
-4.92546273,7.54703846,0.49415764,2.31297268,0.01918761,0.87469196,3.15629055,2.10034837,0.02811768,1.84958537
-4.91945973,7.81530388,0.50579970,2.41067831,0.01894941,0.90873443,3.23391620,2.17768191,0.02961644,1.89213375
-4.91345673,8.07094348,0.51671111,2.50803535,0.01878046,0.94111489,3.30198206,2.24916429,0.03105595,1.93008479
-4.90745373,8.31357243,0.52696186,2.60521867,0.01867055,0.97175673,3.36069686,2.31429064,0.03242478,1.96347977
-4.90145073,8.54325535,0.53665346,2.70246560,0.01861098,1.00064024,3.41049952,2.37273476,0.03371330,1.99250675
-4.89544772,8.76048562,0.54591493,2.80006465,0.01859461,1.02779931,3.45203759,2.42435444,0.03491395,2.01749018
-4.88944472,8.96614716,0.55489754,2.89834255,0.01861567,1.05331558,3.48613683,2.46918946,0.03602139,2.03887446
-4.88344172,9.16145991,0.56376836,2.99765004,0.01866964,1.07731038,3.51376303,2.50745231,0.03703261,2.05720199
-4.87743872,9.34791064,0.57270293,3.09834701,0.01875294,1.09993452,3.53597750,2.53951175,0.03794695,2.07308652
-4.87143572,9.52717169,0.58187713,3.20078745,0.01886272,1.12135656,3.55388796,2.56586983,0.03876600,2.08718271
-4.86543272,9.70101098,0.59145873,3.30530474,0.01899651,1.14174983,3.56859705,2.58713327,0.03949341,2.10015319
-4.85942971,9.87119681,0.60159874,3.41219782,0.01915197,1.16127903,3.58115058,2.60398039,0.04013467,2.11263451
-4.85342671,10.03940186,0.61242299,3.52171870,0.01932659,1.18008688,3.59248810,2.61712525,0.04069673,2.12520356
-4.84742371,10.20711080,0.62402442,3.63406174,0.01951746,1.19828169,3.60339809,2.62728061,0.04118765,2.13834594
-4.84142071,10.37553582,0.63645616,3.74935505,0.01972110,1.21592640,3.61447996,2.63512154,0.04161620,2.15242785
-4.83541771,10.54554458,0.64972607,3.86765440,0.01993331,1.23302982,3.62611488,2.64125165,0.04199138,2.16767299
-4.82941471,10.71760423,0.66379284,3.98893971,0.02014910,1.24954061,3.63844702,2.64617350,0.04232211,2.18414571
-4.82341171,10.89174477,0.67856401,4.11311453,0.02036272,1.26534448,3.65137634,2.65026496,0.04261678,2.20174134
-4.81740870,11.06754398,0.69389608,4.24000816,0.02056772,1.28026479,3.66456341,2.65376265,0.04288294,2.22018453
-4.81140570,11.24413513,0.70959684,4.36938061,0.02075708,1.29406684,3.67744627,2.65675346,0.04312710,2.23903569
-4.80540270,11.42023756,0.72542994,4.50092996,0.02092341,1.30646558,3.68926866,2.65917450,0.04335456,2.25770573
-4.79939970,11.59420885,0.74112161,4.63430176,0.02105921,1.31713657,3.69911832,2.66082173,0.04356930,2.27547823
-4.79339670,11.76411622,0.75636922,4.76909984,0.02115711,1.32572976,3.70597355,2.66136649,0.04377408,2.29153847
-4.78739370,11.92782342,0.77085152,4.90489791,0.02121017,1.33188533,3.70875579,2.66037930,0.04397050,2.30500778
-4.78139070,12.08308875,0.78424010,5.04125113,0.02121217,1.33525094,3.70638554,2.65735938,0.04415920,2.31498179
-4.77538769,12.22766870,0.79621140,5.17770668,0.02115791,1.33549949,3.69783873,2.65176836,0.04434014,2.32057066
-4.76938469,12.35942162,0.80645904,5.31381259,0.02104339,1.33234637,3.68220090,2.64306620,0.04451288,2.32093943
-4.76338169,12.47640548,0.81470557,5.44912394,0.02086604,1.32556555,3.65871605,2.63074730,0.04467689,2.31534646
-4.75737869,12.57696424,0.82071331,5.58320566,0.02062487,1.31500331,3.62682805,2.61437483,0.04483187,2.30317810
-4.75137569,12.65979789,0.82429355,5.71563159,0.02032051,1.30058917,3.58621223,2.59361118,0.04497807,2.28397789
-4.74537269,12.72401205,0.82531385,5.84597948,0.01995522,1.28234328,3.53679575,2.56824308,0.04511646,2.25746895
-4.73936968,12.76914466,0.82370289,5.97382192,0.01953285,1.26037984,3.47876590,2.53819983,0.04524898,2.22356837
-4.73336668,12.79516813,0.81945277,6.09871386,0.01905869,1.23490649,3.41256590,2.50356381,0.04537862,2.18239315
-4.72736368,12.80246754,0.81261858,6.22017728,0.01853927,1.20621952,3.33887879,2.46457269,0.04550945,2.13425747
-4.72136068,12.79179631,0.80331540,6.33768427,0.01798218,1.17469533,3.25860051,2.42161346,0.04564653,2.07966151
-4.71535768,12.76421290,0.79171276,6.45063991,0.01739581,1.14077848,3.17280379,2.37520867,0.04579585,2.01927275
-4.70935468,12.72100268,0.77802711,6.55836653,0.01678903,1.10496695,3.08269497,2.32599582,0.04596402,1.95390065
-4.70335168,12.66359060,0.76251250,6.66009115,0.01617100,1.06779548,2.98956641,2.27470119,0.04615809,1.88446634
-4.69734867,12.59345042,0.74545028,6.75493772,0.01555087,1.02981765,2.89474684,2.22210974,0.04638522,1.81196884
-4.69134567,12.51201670,0.72713811,6.84192580,0.01493758,0.99158782,2.79955259,2.16903272,0.04665236,1.73744967
-4.68534267,12.42060542,0.70787907,6.91997689,0.01433967,0.95364353,2.70524210,2.11627494,0.04696590,1.66195753
-4.67933967,12.32034838,0.68797136,6.98792925,0.01376517,0.91648938,2.61297590,2.06460338,0.04733143,1.58651489
-4.67333667,12.21214560,0.66769915,7.04456173,0.01322146,0.88058299,2.52378392,2.01471885,0.04775342,1.51208784
-4.66733367,12.09663871,0.64732491,7.08862609,0.01271532,0.84632349,2.43854143,1.96723196,0.04823499,1.43956050
-4.66133067,11.97420665,0.62708362,7.11888735,0.01225284,0.81404318,2.35795431,1.92264464,0.04877780,1.36971498
-4.65532766,11.84498372,0.60717906,7.13417040,0.01183954,0.78400228,2.28255380,1.88133772,0.04938190,1.30321731
-4.64932466,11.70889831,0.58778212,7.13341126,0.01148038,0.75638693,2.21270040,1.84356505,0.05004572,1.24060963
-4.64332166,11.56572928,0.56903117,7.11571029,0.01117989,0.73131036,2.14859584,1.80945395,0.05076610,1.18230842
