energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.20260130,1.13656315,0.06071397,0.00095970,0.01232678,0.01585467,0.85386592,0.21029478,0.19805098
-3.19659830,1.16402760,0.06189319,0.00097535,0.01376688,0.01596809,0.87635024,0.21487110,0.20179593
-3.19059530,1.18950090,0.06292728,0.00098798,0.01541252,0.01603157,0.89751479,0.21900519,0.20507238
-3.18459230,1.21352818,0.06385280,0.00099809,0.01728392,0.01605575,0.91775262,0.22279391,0.20798021
-3.17858929,1.23673332,0.06471293,0.00100628,0.01940050,0.01605296,0.93751174,0.22634890,0.21063508
-3.17258629,1.25979104,0.06555593,0.00101322,0.02177993,0.01603685,0.95727456,0.22979162,0.21316353
-3.16658329,1.28339559,0.06643332,0.00101966,0.02443721,0.01602194,0.97753495,0.23324773,0.21569735
-3.16058029,1.30822754,0.06739784,0.00102636,0.02738360,0.01602318,0.99877397,0.23684114,0.21836757
-3.15457729,1.33492012,0.06850129,0.00103409,0.03062578,0.01605543,1.02143536,0.24068812,0.22129837
-3.14857429,1.36402678,0.06979228,0.00104358,0.03416492,0.01613304,1.04590200,0.24489158,0.22460107
-3.14257129,1.39599164,0.07131413,0.00105552,0.03799598,0.01626936,1.07247463,0.24953592,0.22836860
-3.13656828,1.43112420,0.07310284,0.00107049,0.04210712,0.01647638,1.10135378,0.25468270,0.23267072
-3.13056528,1.46957976,0.07518534,0.00108896,0.04647933,0.01676440,1.13262593,0.26036735,0.23755016
-3.12456228,1.51134654,0.07757812,0.00111130,0.05108633,0.01714172,1.16625470,0.26659709,0.24301993
-3.11855928,1.55624013,0.08028621,0.00113770,0.05589464,0.01761448,1.20207749,0.27335011,0.24906198
-3.11255628,1.60390586,0.08330256,0.00116825,0.06086407,0.01818655,1.23980790,0.28057625,0.25562718
-3.10655328,1.65382870,0.08660804,0.00120287,0.06594834,0.01885951,1.27904367,0.28819878,0.26263671
-3.10055028,1.70535059,0.09017176,0.00124135,0.07109604,0.01963263,1.31928012,0.29611767,0.26998490
-3.09454727,1.75769421,0.09395194,0.00128338,0.07625186,0.02050306,1.35992811,0.30421368,0.27754310
-3.08854427,1.80999207,0.09789717,0.00132851,0.08135791,0.02146590,1.40033596,0.31235346,0.28516479
-3.08254127,1.86131964,0.10194804,0.00137625,0.08635528,0.02251446,1.43981408,0.32039509,0.29269133
-3.07653827,1.91073088,0.10603902,0.00142602,0.09118567,0.02364045,1.47766131,0.32819403,0.29995841
-3.07053527,1.95729447,0.11010063,0.00147725,0.09579300,0.02483421,1.51319161,0.33560896,0.30680263
-3.06453227,2.00012921,0.11406161,0.00152934,0.10012498,0.02608498,1.54575993,0.34250738,0.31306807
-3.05852926,2.03843681,0.11785118,0.00158171,0.10413459,0.02738111,1.57478610,0.34877056,0.31861257
-3.05252626,2.07153085,0.12140120,0.00163385,0.10778134,0.02871028,1.59977576,0.35429780,0.32331332
-3.04652326,2.09886058,0.12464814,0.00168527,0.11103232,0.03005970,1.62033734,0.35900962,0.32707167
-3.04052026,2.12002874,0.12753489,0.00173559,0.11386290,0.03141629,1.63619471,0.36284994,0.32981683
-3.03451726,2.13480288,0.13001221,0.00178447,0.11625721,0.03276685,1.64719486,0.36578703,0.33150853
-3.02851426,2.14311994,0.13203987,0.00183168,0.11820826,0.03409813,1.65331080,0.36781346,0.33213828
-3.02251126,2.14508420,0.13358744,0.00187704,0.11971766,0.03539701,1.65463954,0.36894495,0.33172952
-3.01650825,2.14095915,0.13463467,0.00192043,0.12079520,0.03665055,1.65139576,0.36921829,0.33033643
-3.01050525,2.13115391,0.13517159,0.00196179,0.12145799,0.03784608,1.64390152,0.36868856,0.32804174
-3.00450225,2.11620527,0.13519818,0.00200107,0.12172946,0.03897129,1.63257297,0.36742591,0.32495350
-2.99849925,2.09675626,0.13472380,0.00203823,0.12163823,0.04001427,1.61790457,0.36551192,0.32120108
-2.99249625,2.07353253,0.13376632,0.00207323,0.12121676,0.04096365,1.60045199,0.36303594,0.31693058
-2.98649325,2.04731772,0.13235111,0.00210598,0.12050005,0.04180860,1.58081420,0.36009161,0.31229986
-2.98049025,2.01892871,0.13050978,0.00213635,0.11952431,0.04253899,1.55961573,0.35677359,0.30747342
-2.97448724,1.98919187,0.12827892,0.00216413,0.11832567,0.04314541,1.53748965,0.35317480,0.30261724
-2.96848424,1.95892102,0.12569872,0.00218904,0.11693909,0.04361935,1.51506179,0.34938416,0.29789392
-2.96248124,1.92889760,0.12281170,0.00221073,0.11539732,0.04395327,1.49293654,0.34548491,0.29345812
-2.95647824,1.89985349,0.11966138,0.00222876,0.11373013,0.04414069,1.47168446,0.34155343,0.28945243
-2.95047524,1.87245654,0.11629114,0.00224264,0.11196369,0.04417639,1.45183170,0.33765864,0.28600388
-2.94447224,1.84729882,0.11274314,0.00225180,0.11012015,0.04405644,1.43385118,0.33386176,0.28322096
-2.93846923,1.82488746,0.10905744,0.00225566,0.10821744,0.04377839,1.41815533,0.33021635,0.28119130
-2.93246623,1.80563760,0.10527127,0.00225362,0.10626927,0.04334134,1.40509016,0.32676858,0.27997994
-2.92646323,1.78986742,0.10141846,0.00224508,0.10428522,0.04274605,1.39493041,0.32355745,0.27962816
-2.92046023,1.77779454,0.09752907,0.00222953,0.10227108,0.04199502,1.38787549,0.32061500,0.28015289
-2.91445723,1.76953389,0.09362917,0.00220648,0.10022921,0.04109254,1.38404617,0.31796636,0.28154658
-2.90845423,1.76509644,0.08974078,0.00217558,0.09815901,0.04004472,1.38348172,0.31562950,0.28377753
-2.90245123,1.76438904,0.08588198,0.00213659,0.09605747,0.03885948,1.38613769,0.31361485,0.28679062
-2.89644822,1.76721509,0.08206713,0.00208942,0.09391969,0.03754649,1.39188428,0.31192455,0.29050846
-2.89044522,1.77327631,0.07830718,0.00203415,0.09173953,0.03611711,1.40050563,0.31055168,0.29483289
-2.88444222,1.78217580,0.07461008,0.00197102,0.08951006,0.03458421,1.41170020,0.30947930,0.29964676
-2.87843922,1.79342263,0.07098127,0.00190043,0.08722416,0.03296202,1.42508261,0.30867955,0.30481620
-2.87243622,1.80643832,0.06742409,0.00182298,0.08487501,0.03126590,1.44018740,0.30811293,0.31019308
-2.86643322,1.82056549,0.06394040,0.00173938,0.08245648,0.02951205,1.45647476,0.30772783,0.31561795
-2.86043022,1.83507896,0.06053096,0.00165051,0.07996358,0.02771728,1.47333877,0.30746055,0.32092316
-2.85442721,1.84919935,0.05719594,0.00155732,0.07739277,0.02589862,1.49011823,0.30723571,0.32593642
-2.84842421,1.86210927,0.05393533,0.00146088,0.07474225,0.02407303,1.50610991,0.30696740,0.33048455
-2.84242121,1.87297193,0.05074924,0.00136229,0.07201216,0.02225708,1.52058442,0.30656082,0.33439739
-2.83641821,1.88095177,0.04763823,0.00126267,0.06920476,0.02046658,1.53280411,0.30591461,0.33751194
-2.83041521,1.88523665,0.04460347,0.00116313,0.06632452,0.01871633,1.54204267,0.30492373,0.33967640
-2.82441221,1.88506086,0.04164687,0.00106473,0.06337816,0.01701981,1.54760580,0.30348282,0.34075414
-2.81840920,1.87972818,0.03877112,0.00096848,0.06037459,0.01538899,1.54885215,0.30148984,0.34062746
-2.81240620,1.86863406,0.03597968,0.00087526,0.05732485,0.01383412,1.54521382,0.29885002,0.33920094
-2.80640320,1.85128601,0.03327666,0.00078588,0.05424198,0.01236364,1.53621538,0.29547965,0.33640428
-2.80040020,1.82732121,0.03066671,0.00070099,0.05114074,0.01098408,1.52149068,0.29130982,0.33219451
-2.79439720,1.79652058,0.02815482,0.00062113,0.04803742,0.00970008,1.50079669,0.28628971,0.32655746
-2.78839420,1.75881852,0.02574612,0.00054670,0.04494953,0.00851444,1.47402359,0.28038937,0.31950839
-2.78239120,1.71430788,0.02344564,0.00047795,0.04189543,0.00742817,1.44120056,0.27360182,0.31109177
-2.77638819,1.66323973,0.02125810,0.00041501,0.03889399,0.00644067,1.40249719,0.26594431,0.30138017
-2.77038519,1.60601795,0.01918772,0.00035791,0.03596420,0.00554992,1.35822008,0.25745880,0.29047230
-2.76438219,1.54318881,0.01723798,0.00030656,0.03312482,0.00475259,1.30880492,0.24821143,0.27849024
-2.75837919,1.47542582,0.01541149,0.00026077,0.03039397,0.00404435,1.25480436,0.23829121,0.26557602
-2.75237619,1.40351065,0.01370985,0.00022028,0.02778882,0.00342003,1.19687206,0.22780783,0.25188766
-2.74637319,1.32831072,0.01213357,0.00018480,0.02532526,0.00287384,1.13574370,0.21688875,0.23759473
-2.74037019,1.25075457,0.01068203,0.00015395,0.02301758,0.00239961,1.07221576,0.20567564,0.22287381
-2.73436718,1.17180579,0.00935349,0.00012735,0.02087830,0.00199094,1.00712274,0.19432042,0.20790373
-2.72836418,1.09243674,0.00814509,0.00010462,0.01891795,0.00164138,0.94131400,0.18298095,0.19286114
-2.72236118,1.01360284,0.00705296,0.00008534,0.01714490,0.00134461,0.87563087,0.17181653,0.17791615
-2.71635818,0.93621853,0.00607233,0.00006912,0.01556531,0.00109449,0.81088493,0.16098348,0.16322855
-2.71035518,0.86113544,0.00519762,0.00005559,0.01418305,0.00088525,0.74783818,0.15063080,0.14894444
-2.70435218,0.78912369,0.00442260,0.00004440,0.01299966,0.00071147,0.68718569,0.14089623,0.13519361
-2.69834917,0.72085655,0.00374058,0.00003521,0.01201440,0.00056818,0.62954118,0.13190258,0.12208749
-2.69234617,0.65689879,0.00314449,0.00002772,0.01122428,0.00045089,0.57542579,0.12375469,0.10971781
-2.68634317,0.59769906,0.00262713,0.00002167,0.01062412,0.00035555,0.52526023,0.11653688,0.09815601
-2.68034017,0.54358588,0.00218122,0.00001682,0.01020659,0.00027862,0.47936038,0.11031109,0.08745324
-2.67433717,0.49476750,0.00179960,0.00001296,0.00996240,0.00021696,0.43793608,0.10511564,0.07764095
-2.66833417,0.45133500,0.00147532,0.00000992,0.00988032,0.00016790,0.40109305,0.10096472,0.06873202
-2.66233117,0.41326850,0.00120171,0.00000754,0.00994739,0.00012913,0.36883759,0.09784848,0.06072234
-2.65632816,0.38044592,0.00097252,0.00000569,0.01014902,0.00009870,0.34108371,0.09573390,0.05359266
-2.65032516,0.35265397,0.00078191,0.00000426,0.01046922,0.00007498,0.31766235,0.09456621,0.04731074
-2.64432216,0.32960086,0.00062453,0.00000317,0.01089079,0.00005661,0.29833224,0.09427097,0.04183359
-2.63831916,0.31093020,0.00049554,0.00000234,0.01139561,0.00004248,0.28279211,0.09475667,0.03710984
-2.63231616,0.29623586,0.00039057,0.00000171,0.01196487,0.00003169,0.27069377,0.09591786,0.03308205
-2.62631316,0.28507722,0.00030578,0.00000125,0.01257947,0.00002350,0.26165575,0.09763869,0.02968898
-2.62031016,0.27699449,0.00023779,0.00000090,0.01322034,0.00001732,0.25527717,0.09979681,0.02686767
-2.61430715,0.27152385,0.00018367,0.00000065,0.01386886,0.00001269,0.25115148,0.10226752,0.02455547
-2.60830415,0.26821190,0.00014090,0.00000046,0.01450730,0.00000924,0.24887977,0.10492801,0.02269171
-2.60230115,0.26662936,0.00010735,0.00000033,0.01511924,0.00000669,0.24808345,0.10766170,0.02121933
-2.59629815,0.26638353,0.00008124,0.00000023,0.01569002,0.00000482,0.24841585,0.11036239,0.02008617
-2.59029515,0.26712940,0.00006105,0.00000016,0.01620717,0.00000345,0.24957263,0.11293822,0.01924600
-2.58429215,0.26857908,0.00004556,0.00000011,0.01666080,0.00000245,0.25130078,0.11531522,0.01865943
-2.57828914,0.27050938,0.00003377,0.00000008,0.01704396,0.00000174,0.25340577,0.11744029,0.01829445
-2.57228614,0.27276724,0.00002486,0.00000005,0.01735285,0.00000122,0.25575689,0.11928362,0.01812683
-2.56628314,0.27527297,0.00001817,0.00000004,0.01758705,0.00000086,0.25829041,0.12084027,0.01814017
-2.56028014,0.27802106,0.00001319,0.00000002,0.01774960,0.00000059,0.26101056,0.12213089,0.01832588
-2.55427714,0.28107839,0.00000951,0.00000002,0.01784690,0.00000041,0.26398808,0.12320154,0.01868274
-2.54827414,0.28458005,0.00000680,0.00000001,0.01788862,0.00000028,0.26735644,0.12412247,0.01921638
-2.54227114,0.28872253,0.00000484,0.00000001,0.01788738,0.00000019,0.27130565,0.12498599,0.01993847
-2.53626813,0.29375445,0.00000341,0.00000000,0.01785835,0.00000013,0.27607375,0.12590330,0.02086573
-2.53026513,0.29996515,0.00000239,0.00000000,0.01781875,0.00000009,0.28193617,0.12700046,0.02201871
-2.52426213,0.30767114,0.00000166,0.00000000,0.01778722,0.00000006,0.28919321,0.12841359,0.02342050
-2.51825913,0.31720099,0.00000115,0.00000000,0.01778312,0.00000004,0.29815596,0.13028337,0.02509511
-2.51225613,0.32887894,0.00000079,0.00000000,0.01782582,0.00000003,0.30913093,0.13274907,0.02706597
-2.50625313,0.34300777,0.00000054,0.00000000,0.01793386,0.00000002,0.32240415,0.13594233,0.02935416
-2.50025013,0.35985155,0.00000036,0.00000000,0.01812421,0.00000001,0.33822491,0.13998081,0.03197677
-2.49424712,0.37961877,0.00000024,0.00000000,0.01841151,0.00000001,0.35679010,0.14496206,0.03494517
-2.48824412,0.40244667,0.00000016,0.00000000,0.01880733,0.00000000,0.37822944,0.15095783,0.03826353
-2.48224112,0.42838730,0.00000011,0.00000000,0.01931960,0.00000000,0.40259245,0.15800902,0.04192737
-2.47623812,0.45739600,0.00000007,0.00000000,0.01995208,0.00000000,0.42983767,0.16612150,0.04592242
-2.47023512,0.48932300,0.00000005,0.00000000,0.02070399,0.00000000,0.45982474,0.17526311,0.05022376
-2.46423212,0.52390845,0.00000003,0.00000000,0.02156985,0.00000000,0.49230984,0.18536192,0.05479532
-2.45822911,0.56078161,0.00000002,0.00000000,0.02253935,0.00000000,0.52694485,0.19630589,0.05958982
-2.45222611,0.59946418,0.00000001,0.00000000,0.02359759,0.00000000,0.56328056,0.20794411,0.06454906
-2.44622311,0.63937810,0.00000001,0.00000000,0.02472532,0.00000000,0.60077394,0.22008955,0.06960479
-2.44022011,0.67985764,0.00000000,0.00000000,0.02589949,0.00000000,0.63879960,0.23252332,0.07467997
-2.43421711,0.72016563,0.00000000,0.00000000,0.02709386,0.00000000,0.67666491,0.24500034,0.07969051
-2.42821411,0.75951319,0.00000000,0.00000000,0.02827981,0.00000000,0.71362869,0.25725624,0.08454734
-2.42221111,0.79708254,0.00000000,0.00000000,0.02942723,0.00000000,0.74892252,0.26901525,0.08915890
-2.41620810,0.83205182,0.00000000,0.00000000,0.03050551,0.00000000,0.78177413,0.27999883,0.09343384
-2.41020510,0.86362121,0.00000000,0.00000000,0.03148455,0.00000000,0.81143190,0.28993463,0.09728380
-2.40420210,0.89103904,0.00000000,0.00000000,0.03233574,0.00000000,0.83718946,0.29856552,0.10062631
-2.39819910,0.91362706,0.00000000,0.00000000,0.03303297,0.00000000,0.85840933,0.30565817,0.10338754
-2.39219610,0.93080355,0.00000000,0.00000000,0.03355352,0.00000000,0.87454468,0.31101097,0.10550488
-2.38619310,0.94210339,0.00000000,0.00000000,0.03387877,0.00000000,0.88515819,0.31446089,0.10692909
-2.38019010,0.94719420,0.00000000,0.00000000,0.03399487,0.00000000,0.88993717,0.31588888,0.10762619
-2.37418709,0.94588781,0.00000000,0.00000000,0.03389312,0.00000000,0.88870434,0.31522375,0.10757869
-2.36818409,0.93814659,0.00000000,0.00000000,0.03357026,0.00000000,0.88142375,0.31244425,0.10678633
-2.36218109,0.92408442,0.00000000,0.00000000,0.03302846,0.00000000,0.86820168,0.30757937,0.10526627
-2.35617809,0.90396233,0.00000000,0.00000000,0.03227518,0.00000000,0.84928252,0.30070671,0.10305257
-2.35017509,0.87817913,0.00000000,0.00000000,0.03132280,0.00000000,0.82503990,0.29194924,0.10019526
-2.34417209,0.84725746,0.00000000,0.00000000,0.03018813,0.00000000,0.79596359,0.28147048,0.09675882
-2.33816908,0.81182607,0.00000000,0.00000000,0.02889171,0.00000000,0.76264280,0.26946835,0.09282025
-2.33216608,0.77259929,0.00000001,0.00000000,0.02745707,0.00000000,0.72574684,0.25616812,0.08846687
-2.32616308,0.73035445,0.00000001,0.00000000,0.02590987,0.00000000,0.68600389,0.24181468,0.08379383
-2.32016008,0.68590852,0.00000001,0.00000000,0.02427705,0.00000000,0.64417899,0.22666450,0.07890161
-2.31415708,0.64009485,0.00000002,0.00000000,0.02258596,0.00000000,0.60105215,0.21097767,0.07389340
-2.30815408,0.59374094,0.00000003,0.00000000,0.02086352,0.00000000,0.55739743,0.19501037,0.06887274
-2.30215108,0.54764813,0.00000005,0.00000000,0.01913551,0.00000000,0.51396385,0.17900795,0.06394122
-2.29614807,0.50257370,0.00000008,0.00000000,0.01742589,0.00000000,0.47145856,0.16319894,0.05919645
-2.29014507,0.45921600,0.00000011,0.00000000,0.01575630,0.00000000,0.43053281,0.14779021,0.05473041
-2.28414207,0.41820274,0.00000017,0.00000000,0.01414563,0.00000000,0.39177105,0.13296315,0.05062800
-2.27813907,0.38008253,0.00000025,0.00000000,0.01260976,0.00000000,0.35568294,0.11887128,0.04696594
-2.27213607,0.34531956,0.00000038,0.00000000,0.01116143,0.00000000,0.32269844,0.10563884,0.04381203
-2.26613307,0.31429116,0.00000055,0.00000000,0.00981026,0.00000000,0.29316555,0.09336070,0.04122453
-2.26013007,0.28728777,0.00000080,0.00000000,0.00856276,0.00000000,0.26735043,0.08210308,0.03925188
-2.25412706,0.26451501,0.00000116,0.00000000,0.00742263,0.00000000,0.24543936,0.07190522,0.03793251
-2.24812406,0.24609721,0.00000167,0.00000001,0.00639092,0.00000000,0.22754220,0.06278168,0.03729477
-2.24212106,0.23208206,0.00000239,0.00000001,0.00546643,0.00000000,0.21369680,0.05472510,0.03735702
-2.23611806,0.22244581,0.00000339,0.00000001,0.00464602,0.00000001,0.20387402,0.04770928,0.03812764
-2.23011506,0.21709883,0.00000477,0.00000002,0.00392495,0.00000001,0.19798294,0.04169237,0.03960522
-2.22411206,0.21589117,0.00000667,0.00000002,0.00329733,0.00000001,0.19587611,0.03662004,0.04177870
-2.21810905,0.21861803,0.00000925,0.00000003,0.00275636,0.00000001,0.19735453,0.03242857,0.04462761
-2.21210605,0.22502509,0.00001275,0.00000004,0.00229475,0.00000002,0.20217256,0.02904765,0.04812248
-2.20610305,0.23481372,0.00001745,0.00000006,0.00190494,0.00000003,0.21004254,0.02640296,0.05222525
-2.20010005,0.24764639,0.00002372,0.00000008,0.00157938,0.00000004,0.22063936,0.02441841,0.05689007
-2.19409705,0.26315220,0.00003200,0.00000011,0.00131073,0.00000005,0.23360525,0.02301803,0.06206425
-2.18809405,0.28093296,0.00004287,0.00000015,0.00109203,0.00000006,0.24855476,0.02212766,0.06768956
-2.18209105,0.30056996,0.00005702,0.00000019,0.00091682,0.00000008,0.26508035,0.02167619,0.07370386
-2.17608804,0.32163159,0.00007532,0.00000026,0.00077924,0.00000011,0.28275858,0.02159669,0.08004313
-2.17008504,0.34368186,0.00009879,0.00000033,0.00067408,0.00000014,0.30115718,0.02182728,0.08664383
-2.16408204,0.36628992,0.00012865,0.00000043,0.00059684,0.00000019,0.31984286,0.02231179,0.09344559
-2.15807904,0.38904032,0.00016636,0.00000056,0.00054371,0.00000024,0.33838999,0.02300033,0.10039409
-2.15207604,0.41154395,0.00021360,0.00000071,0.00051158,0.00000031,0.35638984,0.02384972,0.10744418
-2.14607304,0.43344918,0.00027233,0.00000090,0.00049800,0.00000039,0.37346021,0.02482377,0.11456282
-2.14007004,0.45445276,0.00034477,0.00000113,0.00050122,0.00000050,0.38925519,0.02589354,0.12173205
-2.13406703,0.47431015,0.00043341,0.00000142,0.00052004,0.00000063,0.40347448,0.02703742,0.12895145
-2.12806403,0.49284439,0.00054101,0.00000176,0.00055387,0.00000079,0.41587201,0.02824113,0.13624009
-2.12206103,0.50995325,0.00067059,0.00000217,0.00060263,0.00000098,0.42626332,0.02949760,0.14363780
-2.11605803,0.52561390,0.00082539,0.00000265,0.00066669,0.00000122,0.43453124,0.03080664,0.15120550
-2.11005503,0.53988478,0.00100882,0.00000323,0.00074684,0.00000150,0.44062954,0.03217448,0.15902440
-2.10405203,0.55290412,0.00122442,0.00000390,0.00084420,0.00000184,0.44458424,0.03361314,0.16719420
-2.09804902,0.56488513,0.00147576,0.00000468,0.00096017,0.00000226,0.44649228,0.03513959,0.17582998
-2.09204602,0.57610764,0.00176637,0.00000557,0.00109631,0.00000275,0.44651760,0.03677470,0.18505795
-2.08604302,0.58690636,0.00209962,0.00000659,0.00125431,0.00000335,0.44488456,0.03854203,0.19501013
-2.08004002,0.59765617,0.00247858,0.00000774,0.00143590,0.00000406,0.44186892,0.04046656,0.20581807
-2.07403702,0.60875497,0.00290594,0.00000904,0.00164269,0.00000491,0.43778678,0.04257316,0.21760591
-2.06803402,0.62060473,0.00338383,0.00001048,0.00187616,0.00000592,0.43298176,0.04488519,0.23048301
-2.06203102,0.63359160,0.00391374,0.00001208,0.00213752,0.00000713,0.42781114,0.04742298,0.24453657
-2.05602801,0.64806616,0.00449636,0.00001382,0.00242766,0.00000857,0.42263145,0.05020247,0.25982458
-2.05002501,0.66432457,0.00513150,0.00001571,0.00274704,0.00001030,0.41778419,0.05323400,0.27636947
-2.04402201,0.68259194,0.00581803,0.00001776,0.00309562,0.00001237,0.41358242,0.05652134,0.29415299
-2.03801901,0.70300848,0.00655383,0.00001994,0.00347285,0.00001484,0.41029873,0.06006100,0.31311249
-2.03201601,0.72561965,0.00733579,0.00002225,0.00387765,0.00001779,0.40815525,0.06384194,0.33313916
-2.02601301,0.75037062,0.00815985,0.00002469,0.00430835,0.00002132,0.40731613,0.06784565,0.35407817
-2.02001001,0.77710567,0.00902111,0.00002723,0.00476277,0.00002554,0.40788285,0.07204666,0.37573118
-2.01400700,0.80557263,0.00991398,0.00002987,0.00523829,0.00003057,0.40989252,0.07641345,0.39786095
-2.00800400,0.83543231,0.01083233,0.00003259,0.00573188,0.00003656,0.41331932,0.08090979,0.42019808
-2.00200100,0.86627245,0.01176976,0.00003538,0.00624026,0.00004366,0.41807881,0.08549639,0.44244974
-1.99599800,0.89762568,0.01271983,0.00003822,0.00675999,0.00005205,0.42403501,0.09013276,0.46430983
-1.98999500,0.92899040,0.01367632,0.00004111,0.00728768,0.00006194,0.43100967,0.09477931,0.48547029
-1.98399200,0.95985375,0.01463355,0.00004403,0.00782006,0.00007352,0.43879331,0.09939945,0.50563290
-1.97798899,0.98971514,0.01558657,0.00004698,0.00835421,0.00008703,0.44715741,0.10396154,0.52452109
-1.97198599,1.01810923,0.01653144,0.00004995,0.00888763,0.00010268,0.45586690,0.10844069,0.54189093
-1.96598299,1.04462706,0.01746534,0.00005295,0.00941843,0.00012071,0.46469249,0.11282018,0.55754088
-1.95997999,1.06893390,0.01838672,0.00005597,0.00994535,0.00014134,0.47342195,0.11709242,0.57131967
-1.95397699,1.09078303,0.01929529,0.00005904,0.01046782,0.00016476,0.48186982,0.12125927,0.58313176
-1.94797399,1.11002443,0.02019193,0.00006215,0.01098596,0.00019117,0.48988500,0.12533191,0.59294007
-1.94197099,1.12660793,0.02107858,0.00006532,0.01150055,0.00022069,0.49735582,0.12932984,0.60076588
-1.93596798,1.14058052,0.02195792,0.00006857,0.01201287,0.00025343,0.50421238,0.13327944,0.60668569
-1.92996498,1.15207818,0.02283309,0.00007190,0.01252456,0.00028941,0.51042604,0.13721185,0.61082526
-1.92396198,1.16131239,0.02370725,0.00007533,0.01303744,0.00032861,0.51600624,0.14116039,0.61335124
-1.91795898,1.16855254,0.02458314,0.00007886,0.01355325,0.00037091,0.52099489,0.14515765,0.61446071
-1.91195598,1.17410503,0.02546265,0.00008249,0.01407342,0.00041610,0.52545875,0.14923243,0.61436933
-1.90595298,1.17829061,0.02634635,0.00008622,0.01459883,0.00046390,0.52948043,0.15340666,0.61329877
-1.89994997,1.18142131,0.02723306,0.00009004,0.01512952,0.00051389,0.53314861,0.15769257,0.61146421
-1.89394697,1.18377851,0.02811960,0.00009391,0.01566457,0.00056560,0.53654822,0.16209031,0.60906268
-1.88794397,1.18559363,0.02900048,0.00009781,0.01620187,0.00061843,0.53975133,0.16658613,0.60626288
-1.88194097,1.18703265,0.02986785,0.00010169,0.01673809,0.00067174,0.54280924,0.17115133,0.60319720
-1.87593797,1.18818567,0.03071153,0.00010551,0.01726865,0.00072477,0.54574664,0.17574216,0.59995645
-1.86993497,1.18906208,0.03151921,0.00010919,0.01778780,0.00077675,0.54855804,0.18030064,0.59658746
-1.86393197,1.18959184,0.03227679,0.00011267,0.01828880,0.00082685,0.55120682,0.18475626,0.59309397
-1.85792896,1.18963284,0.03296887,0.00011589,0.01876416,0.00087425,0.55362713,0.18902877,0.58944048
-1.85192596,1.18898388,0.03357932,0.00011876,0.01920594,0.00091813,0.55572831,0.19303160,0.58555901
-1.84592296,1.18740247,0.03409204,0.00012122,0.01960618,0.00095773,0.55740187,0.19667606,0.58135819
-1.83991996,1.18462643,0.03449162,0.00012318,0.01995728,0.00099234,0.55853023,0.19987588,0.57673416
-1.83391696,1.18039777,0.03476418,0.00012459,0.02025248,0.00102139,0.55899698,0.20255200,0.57158262
-1.82791396,1.17448746,0.03489808,0.00012539,0.02048626,0.00104437,0.55869767,0.20463725,0.56581112
-1.82191096,1.16671926,0.03488458,0.00012553,0.02065476,0.00106096,0.55755058,0.20608068,0.55935091
-1.81590795,1.15699130,0.03471844,0.00012498,0.02075612,0.00107097,0.55550665,0.20685125,0.55216747
-1.80990495,1.14529365,0.03439830,0.00012373,0.02079070,0.00107439,0.55255777,0.20694074,0.54426914
-1.80390195,1.13172083,0.03392696,0.00012178,0.02076131,0.00107136,0.54874287,0.20636551,0.53571313
-1.79789895,1.11647830,0.03331149,0.00011914,0.02067317,0.00106221,0.54415136,0.20516716,0.52660854
-1.79189595,1.09988220,0.03256302,0.00011583,0.02053385,0.00104740,0.53892340,0.20341185,0.51711616
-1.78589295,1.08235234,0.03169655,0.00011192,0.02035306,0.00102755,0.53324703,0.20118838,0.50744490
-1.77988994,1.06439847,0.03073037,0.00010746,0.02014234,0.00100338,0.52735203,0.19860505,0.49784497
-1.77388694,1.04660050,0.02968547,0.00010251,0.01991456,0.00097573,0.52150097,0.19578543,0.48859826
-1.76788394,1.02958363,0.02858479,0.00009717,0.01968343,0.00094547,0.51597755,0.19286320,0.48000618
-1.76188094,1.01398963,0.02745237,0.00009151,0.01946290,0.00091353,0.51107317,0.18997636,0.47237571
-1.75587794,1.00044565,0.02631244,0.00008562,0.01926653,0.00088083,0.50707218,0.18726107,0.46600434
-1.74987494,0.98953238,0.02518857,0.00007960,0.01910683,0.00084825,0.50423671,0.18484534,0.46116463
-1.74387194,0.98175304,0.02410275,0.00007353,0.01899469,0.00081662,0.50279186,0.18284303,0.45808932
-1.73786893,0.97750501,0.02307470,0.00006750,0.01893878,0.00078667,0.50291224,0.18134832,0.45695762
-1.73186593,0.97705551,0.02212110,0.00006159,0.01894511,0.00075901,0.50471037,0.18043105,0.45788347
-1.72586293,0.98052276,0.02125513,0.00005586,0.01901667,0.00073412,0.50822784,0.18013300,0.46090647
-1.71985993,0.98786352,0.02048604,0.00005037,0.01915320,0.00071235,0.51342966,0.18046547,0.46598589
-1.71385693,0.99886799,0.01981896,0.00004517,0.01935109,0.00069389,0.52020223,0.18140825,0.47299814
-1.70785393,1.01316213,0.01925488,0.00004029,0.01960343,0.00067877,0.52835500,0.18290989,0.48173789
-1.70185093,1.03021763,0.01879075,0.00003577,0.01990029,0.00066687,0.53762590,0.18488946,0.49192291
-1.69584792,1.04936896,0.01841978,0.00003162,0.02022896,0.00065796,0.54769033,0.18723961,0.50320232
-1.68984492,1.06983685,0.01813188,0.00002785,0.02057452,0.00065167,0.55817313,0.18983080,0.51516801
