energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.00829282,0.17268206,0.00251386,0.62632337,0.00000000,0.88912621,0.19868635
-5.99399700,1.03226046,0.18523757,0.00259330,0.63593105,0.00000000,0.91403328,0.19796309
-5.98799400,1.05459783,0.19759116,0.00266575,0.64438545,0.00000000,0.93750833,0.19703807
-5.98199100,1.07507890,0.20960504,0.00273003,0.65159663,0.00000000,0.95927536,0.19594992
-5.97598799,1.09348921,0.22114859,0.00278501,0.65747955,0.00000000,0.97906450,0.19473399
-5.96998499,1.10964006,0.23210321,0.00282971,0.66196154,0.00000000,0.99662612,0.19342326
-5.96398199,1.12338268,0.24236703,0.00286329,0.66498982,0.00000000,1.01174518,0.19204955
-5.95797899,1.13462133,0.25185891,0.00288513,0.66653865,0.00000000,1.02425484,0.19064475
-5.95197599,1.14332428,0.26052177,0.00289484,0.66661539,0.00000000,1.03404825,0.18924204
-5.94597299,1.14953176,0.26832476,0.00289229,0.66526493,0.00000000,1.04108783,0.18787684
-5.93996998,1.15336005,0.27526427,0.00287765,0.66257223,0.00000000,1.04541098,0.18658739
-5.93396698,1.15500113,0.28136364,0.00285136,0.65866232,0.00000000,1.04713200,0.18541482
-5.92796398,1.15471767,0.28667140,0.00281412,0.65369785,0.00000000,1.04643952,0.18440267
-5.92196098,1.15283338,0.29125820,0.00276690,0.64787412,0.00000000,1.04358976,0.18359576
-5.91595798,1.14971900,0.29521258,0.00271088,0.64141175,0.00000000,1.03889553,0.18303859
-5.90995498,1.14577482,0.29863562,0.00264740,0.63454735,0.00000000,1.03271180,0.18277316
-5.90395198,1.14141045,0.30163492,0.00257794,0.62752280,0.00000000,1.02541843,0.18283650
-5.89794897,1.13702318,0.30431812,0.00250403,0.62057368,0.00000000,1.01740119,0.18325805
-5.89194597,1.13297636,0.30678646,0.00242724,0.61391763,0.00000000,1.00903215,0.18405701
-5.88594297,1.12957893,0.30912865,0.00234906,0.60774341,0.00000000,1.00065079,0.18523999
-5.87993997,1.12706789,0.31141547,0.00227091,0.60220140,0.00000000,0.99254695,0.18679915
-5.87393697,1.12559464,0.31369557,0.00219406,0.59739623,0.00000000,0.98494687,0.18871097
-5.86793397,1.12521653,0.31599259,0.00211962,0.59338213,0.00000000,0.97800328,0.19093590
-5.86193097,1.12589420,0.31830400,0.00204851,0.59016145,0.00000000,0.97179028,0.19341900
-5.85592796,1.12749543,0.32060164,0.00198144,0.58768647,0.00000000,0.96630360,0.19609159
-5.84992496,1.12980534,0.32283413,0.00191892,0.58586482,0.00000000,0.96146620,0.19887403
-5.84392196,1.13254277,0.32493093,0.00186130,0.58456797,0.00000000,0.95713928,0.20167937
-5.83791896,1.13538216,0.32680807,0.00180876,0.58364285,0.00000000,0.95313800,0.20441802
-5.83191596,1.13797983,0.32837499,0.00176137,0.58292567,0.00000000,0.94925125,0.20700305
-5.82591296,1.14000341,0.32954235,0.00171914,0.58225753,0.00000000,0.94526429,0.20935587
-5.81990995,1.14116283,0.33023031,0.00168206,0.58150084,0.00000000,0.94098308,0.21141224
-5.81390695,1.14124114,0.33037674,0.00165014,0.58055575,0.00000000,0.93625890,0.21312800
-5.80790395,1.14012360,0.32994499,0.00162350,0.57937563,0.00000000,0.93101176,0.21448448
-5.80190095,1.13782305,0.32893070,0.00160235,0.57798071,0.00000000,0.92525132,0.21549315
-5.79589795,1.13450041,0.32736711,0.00158710,0.57646913,0.00000000,0.91909385,0.21619916
-5.78989495,1.13047856,0.32532878,0.00157833,0.57502460,0.00000000,0.91277425,0.21668376
-5.78389195,1.12624889,0.32293310,0.00157687,0.57392011,0.00000000,0.90665216,0.21706514
-5.77788894,1.12246954,0.32033972,0.00158371,0.57351739,0.00000000,0.90121156,0.21749771
-5.77188594,1.11995523,0.31774751,0.00160009,0.57426179,0.00000000,0.89705355,0.21816976
-5.76588294,1.11965847,0.31538945,0.00162740,0.57667263,0.00000000,0.89488233,0.21929934
-5.75987994,1.12264279,0.31352524,0.00166718,0.58132918,0.00000000,0.89548470,0.22112866
-5.75387694,1.13004860,0.31243211,0.00172104,0.58885276,0.00000000,0.89970375,0.22391690
-5.74787394,1.14305298,0.31239416,0.00179064,0.59988530,0.00000000,0.90840764,0.22793185
-5.74187094,1.16282470,0.31369050,0.00187755,0.61506528,0.00000000,0.92245461,0.23344048
-5.73586793,1.19047615,0.31658293,0.00198323,0.63500187,0.00000000,0.94265568,0.24069886
-5.72986493,1.22701416,0.32130339,0.00210892,0.66024809,0.00000000,0.96973640,0.24994168
-5.72386193,1.27329142,0.32804200,0.00225556,0.69127419,0.00000000,1.00429940,0.26137186
-5.71785893,1.32996077,0.33693604,0.00242370,0.72844227,0.00000000,1.04678921,0.27515051
-5.71185593,1.39743417,0.34806048,0.00261346,0.77198316,0.00000000,1.09746108,0.29138785
-5.70585293,1.47584828,0.36142049,0.00282446,0.82197666,0.00000000,1.15635518,0.31013523
-5.69984992,1.56503834,0.37694637,0.00305575,0.87833612,0.00000000,1.22327755,0.33137885
-5.69384692,1.66452179,0.39449108,0.00330581,0.94079811,0.00000000,1.29778888,0.35503536
-5.68784392,1.77349280,0.41383084,0.00357254,1.00891797,0.00000000,1.37920202,0.38094973
