energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.23995646,0.03242386,0.04299313,0.30314874,0.10761987,0.79800954,0.00000000,0.35957047,0.18655698
-5.99399700,1.17094148,0.03059532,0.04033052,0.28200952,0.10109439,0.75632943,0.00000000,0.34359017,0.18135994
-5.98799400,1.10754581,0.02899196,0.03795890,0.26207328,0.09534352,0.71785109,0.00000000,0.32919135,0.17714461
-5.98199100,1.05030861,0.02763606,0.03590188,0.24345664,0.09041474,0.68290624,0.00000000,0.31653890,0.17401972
-5.97598799,0.99962020,0.02654252,0.03417560,0.22624312,0.08633803,0.65174336,0.00000000,0.30575689,0.17206240
-5.96998499,0.95572585,0.02571890,0.03278883,0.21048532,0.08312646,0.62452958,0.00000000,0.29692830,0.17131680
-5.96398199,0.91873180,0.02516557,0.03174323,0.19620760,0.08077700,0.60135362,0.00000000,0.29009532,0.17179351
-5.95797899,0.88861322,0.02487607,0.03103371,0.18340904,0.07927153,0.58222957,0.00000000,0.28526031,0.17347004
-5.95197599,0.86522358,0.02483764,0.03064895,0.17206653,0.07857793,0.56710141,0.00000000,0.28238726,0.17629216
-5.94597299,0.84830521,0.02503192,0.03057189,0.16213789,0.07865133,0.55584793,0.00000000,0.28140374,0.18017608
-5.93996998,0.83750098,0.02543573,0.03078043,0.15356504,0.07943537,0.54828832,0.00000000,0.28220340,0.18501159
-5.93396698,0.83236671,0.02602199,0.03124805,0.14627696,0.08086361,0.54418816,0.00000000,0.28464889,0.19066587
-5.92796398,0.83238456,0.02676068,0.03194458,0.14019266,0.08286091,0.54326595,0.00000000,0.28857540,0.19698797
-5.92196098,0.83697706,0.02761986,0.03283693,0.13522389,0.08534500,0.54520029,0.00000000,0.29379459,0.20381391
-5.91595798,0.84552189,0.02856671,0.03388987,0.13127784,0.08822800,0.54963757,0.00000000,0.30009912,0.21097214
-5.90995498,0.85736723,0.02956858,0.03506687,0.12825961,0.09141812,0.55620027,0.00000000,0.30726762,0.21828925
-5.90395198,0.87184760,0.03059397,0.03633089,0.12607461,0.09482138,0.56449588,0.00000000,0.31506999,0.22559581
-5.89794897,0.88829986,0.03161351,0.03764517,0.12463071,0.09834344,0.57412611,0.00000000,0.32327313,0.23273202
-5.89194597,0.90607913,0.03260082,0.03897411,0.12384037,0.10189146,0.58469648,0.00000000,0.33164676,0.23955310
-5.88594297,0.92457429,0.03353330,0.04028396,0.12362240,0.10537597,0.59582589,0.00000000,0.33996933,0.24593415
-5.87993997,0.94322256,0.03439273,0.04154359,0.12390364,0.10871277,0.60715591,0.00000000,0.34803373,0.25177427
-5.87393697,0.96152266,0.03516581,0.04272516,0.12462022,0.11182472,0.61835959,0.00000000,0.35565273,0.25699983
-5.86793397,0.97904620,0.03584450,0.04380472,0.12571861,0.11464349,0.62914932,0.00000000,0.36266383,0.26156671
-5.86193097,0.99544667,0.03642614,0.04476267,0.12715624,0.11711107,0.63928343,0.00000000,0.36893337,0.26546141
-5.85592796,1.01046574,0.03691348,0.04558415,0.12890173,0.11918108,0.64857135,0.00000000,0.37435976,0.26870093
-5.84992496,1.02393643,0.03731444,0.04625928,0.13093467,0.12081980,0.65687689,0.00000000,0.37887564,0.27133148
-5.84392196,1.03578309,0.03764175,0.04678328,0.13324502,0.12200687,0.66411957,0.00000000,0.38244883,0.27342594
-5.83791896,1.04601786,0.03791236,0.04715636,0.13583203,0.12273562,0.67027391,0.00000000,0.38508208,0.27508030
-5.83191596,1.05473401,0.03814677,0.04738358,0.13870288,0.12301294,0.67536657,0.00000000,0.38681157,0.27640906
-5.82591296,1.06209610,0.03836810,0.04747445,0.14187086,0.12285885,0.67947155,0.00000000,0.38770420,0.27753995
-5.81990995,1.06832750,0.03860121,0.04744243,0.14535344,0.12230552,0.68270354,0.00000000,0.38785374,0.27860801
-5.81390695,1.07369582,0.03887156,0.04730435,0.14917016,0.12139604,0.68520989,0.00000000,0.38737618,0.27974946
-5.80790395,1.07849683,0.03920422,0.04707964,0.15334053,0.12018270,0.68716134,0.00000000,0.38640418,0.28109542
-5.80190095,1.08303767,0.03962266,0.04678958,0.15788200,0.11872511,0.68874223,0.00000000,0.38508119,0.28276599
-5.79589795,1.08762013,0.04014779,0.04645643,0.16280820,0.11708802,0.69014048,0.00000000,0.38355529,0.28486480
-5.78989495,1.09252491,0.04079687,0.04610261,0.16812752,0.11533900,0.69153791,0.00000000,0.38197311,0.28747424
-5.78389195,1.09799751,0.04158267,0.04574985,0.17384218,0.11354616,0.69310148,0.00000000,0.38047419,0.29065182
-5.77788894,1.10423652,0.04251269,0.04541846,0.17994781,0.11177575,0.69497574,0.00000000,0.37918588,0.29442749
-5.77188594,1.11138495,0.04358864,0.04512663,0.18643363,0.11009010,0.69727708,0.00000000,0.37821920,0.29880240
-5.76588294,1.11952503,0.04480598,0.04488991,0.19328328,0.10854565,0.70008985,0.00000000,0.37766572,0.30374880
-5.75987994,1.12867663,0.04615388,0.04472077,0.20047620,0.10719131,0.70346475,0.00000000,0.37759565,0.30921151
-5.75387694,1.13879955,0.04761523,0.04462836,0.20798966,0.10606725,0.70741942,0.00000000,0.37805723,0.31511041
-5.74787394,1.14979937,0.04916699,0.04461842,0.21580114,0.10520398,0.71194120,0.00000000,0.37907737,0.32134436
