energy_ev,total_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.75387694,2.73477446,1.03674841,1.48516560,0.03314902,0.98428268,0.24298010,0.01224179
-5.74787394,2.74535966,1.03480325,1.49914046,0.03281461,0.98233881,0.24585681,0.01259901
-5.74187094,2.76049955,1.03433810,1.51597050,0.03246997,0.98171175,0.25003202,0.01294554
-5.73586793,2.77973686,1.03520084,1.53531084,0.03211606,0.98238742,0.25532652,0.01327682
-5.72986493,2.80267104,1.03721905,1.55687377,0.03175373,0.98436347,0.26156525,0.01358868
-5.72386193,2.82898293,1.04021099,1.58044341,0.03138392,0.98765499,0.26858286,0.01387749
-5.71785893,2.85845389,1.04399685,1.60588607,0.03100775,0.99229883,0.27622844,0.01414030
-5.71185593,2.89097873,1.04840962,1.63315572,0.03062673,0.99835626,0.28436930,0.01437493
-5.70585293,2.92657149,1.05330496,1.66229442,0.03024282,1.00591372,0.29289360,0.01458006
-5.69984992,2.96536376,1.05856950,1.69342751,0.02985854,1.01508150,0.30171176,0.01475530
-5.69384692,3.00759542,1.06412700,1.72675384,0.02947702,1.02599034,0.31075677,0.01490115
-5.68784392,3.05359800,1.06994210,1.76253141,0.02910196,1.03878591,0.31998324,0.01501903
-5.68184092,3.10377121,1.07602124,1.80105884,0.02873762,1.05362136,0.32936542,0.01511118
-5.67583792,3.15855382,1.08241081,1.84265365,0.02838868,1.07064829,0.33889423,0.01518054
-5.66983492,3.21838999,1.08919254,1.88762823,0.02806010,1.09000641,0.34857361,0.01523065
-5.66383192,3.28369288,1.09647649,1.93626469,0.02775698,1.11181239,0.35841629,0.01526545
-5.65782891,3.35480731,1.10439197,1.98878974,0.02748434,1.13614854,0.36843928,0.01528912
-5.65182591,3.43197352,1.11307707,2.04535091,0.02724691,1.16305193,0.37865932,0.01530588
-5.64582291,3.51529395,1.12266737,2.10599541,0.02704896,1.19250438,0.38908871,0.01531981
-5.63981991,3.60470515,1.13328463,2.17065269,0.02689414,1.22442424,0.39973143,0.01533470
-5.63381691,3.69995622,1.14502602,2.23912174,0.02678531,1.25866014,0.41058010,0.01535387
-5.62781391,3.80059543,1.15795461,2.31106387,0.02672451,1.29498748,0.42161374,0.01538010
-5.62181091,3.90596567,1.17209165,2.38600148,0.02671290,1.33310771,0.43279648,0.01541554
-5.61580790,4.01520928,1.18741105,2.46332304,0.02675080,1.37265068,0.44407720,0.01546170
-5.60980490,4.12728218,1.20383615,2.54229397,0.02683778,1.41318006,0.45539024,0.01551946
-5.60380190,4.24097649,1.22123911,2.62207316,0.02697278,1.45420162,0.46665681,0.01558911
-5.59779890,4.35495067,1.23944262,2.70173420,0.02715428,1.49517409,0.47778724,0.01567050
-5.59179590,4.46776552,1.25822371,2.78029037,0.02738047,1.53552204,0.48868362,0.01576309
-5.58579290,4.57792421,1.27731948,2.85672212,0.02764945,1.57465041,0.49924285,0.01586613
-5.57978989,4.68391421,1.29643410,2.93000574,0.02795936,1.61195980,0.50935973,0.01597877
-5.57378689,4.78424914,1.31524675,2.99914186,0.02830856,1.64686206,0.51892983,0.01610020
-5.56778389,4.87750837,1.33341994,3.06318236,0.02869564,1.67879541,0.52785218,0.01622975
-5.56178089,4.96237254,1.35060790,3.12125461,0.02911945,1.70723849,0.53603136,0.01636697
-5.55577789,5.03765366,1.36646448,3.17258198,0.02957904,1.73172279,0.54337909,0.01651164
-5.54977489,5.10231852,1.38065051,3.21649987,0.03007351,1.75184309,0.54981516,0.01666381
-5.54377189,5.15550494,1.39284022,3.25246687,0.03060180,1.76726553,0.55526778,0.01682370
-5.53776888,5.19653065,1.40272684,3.28007082,0.03116243,1.77773322,0.55967343,0.01699165
-5.53176588,5.22489523,1.41002730,3.29903004,0.03175322,1.78306930,0.56297620,0.01716800
-5.52576288,5.24027577,1.41448611,3.30919017,0.03237093,1.78317764,0.56512693,0.01735292
-5.51975988,5.24251753,1.41587867,3.31051722,0.03301099,1.77804130,0.56608229,0.01754628
-5.51375688,5.23162083,1.41401415,3.30308781,0.03366723,1.76771919,0.56580385,0.01774751
-5.50775388,5.20772574,1.40873804,3.28707754,0.03433168,1.75234118,0.56425741,0.01795547
-5.50175088,5.17109610,1.39993467,3.26274844,0.03499446,1.73210215,0.56141277,0.01816832
-5.49574787,5.12210418,1.38752979,3.23043657,0.03564375,1.70725535,0.55724394,0.01838351
-5.48974487,5.06121729,1.37149309,3.19054053,0.03626595,1.67810550,0.55172984,0.01859774
-5.48374187,4.98898713,1.35184096,3.14351160,0.03684591,1.64500193,0.54485563,0.01880702
-5.47773887,4.90604258,1.32863909,3.08984595,0.03736729,1.60833203,0.53661447,0.01900681
-5.47173587,4.81308587,1.30200503,3.03007925,0.03781306,1.56851524,0.52700971,0.01919213
-5.46573287,4.71089217,1.27211028,2.96478345,0.03816608,1.52599763,0.51605730,0.01935782
-5.45972986,4.60031184,1.23918195,2.89456572,0.03840974,1.48124715,0.50378835,0.01949879
-5.45372686,4.48227463,1.20350349,2.82006893,0.03852867,1.43474945,0.49025151,0.01961026
-5.44772386,4.35779458,1.16541443,2.74197316,0.03850944,1.38700416,0.47551520,0.01968807
-5.44172086,4.22797473,1.12530890,2.66099746,0.03834119,1.33852152,0.45966917,0.01972899
-5.43571786,4.09401001,1.08363269,2.57790113,0.03801629,1.28981908,0.44282563,0.01973090
-5.42971486,3.95718755,1.04087881,2.49348385,0.03753078,1.24141829,0.42511947,0.01969305
-5.42371186,3.81888313,0.99758155,2.40858392,0.03688477,1.19384094,0.40670764,0.01961622
-5.41770885,3.68055317,0.95430889,2.32407417,0.03608269,1.14760495,0.38776769,0.01950280
-5.41170585,3.54372173,0.91165362,2.24085516,0.03513332,1.10321987,0.36849532,0.01935678
-5.40570285,3.40996231,0.87022301,2.15984553,0.03404970,1.06118150,0.34910109,0.01918375
-5.39969985,3.28087475,0.83062758,2.08196955,0.03284888,1.02196608,0.32980640,0.01899072
-5.39369685,3.15805761,0.79346892,2.00814210,0.03155148,0.98602381,0.31083875,0.01878595
-5.38769385,3.04307684,0.75932702,1.93925159,0.03018117,0.95377186,0.29242660,0.01857864
-5.38169085,2.93743177,0.72874746,1.87614128,0.02876401,0.92558717,0.27479384,0.01837868
-5.37568784,2.84251960,0.70222858,1.81958982,0.02732768,0.90179901,0.25815423,0.01819623
-5.36968484,2.75959971,0.68020924,1.77029169,0.02590072,0.88268169,0.24270587,0.01804140
-5.36368184,2.68975904,0.66305730,1.72883835,0.02451172,0.86844765,0.22862596,0.01792384
-5.35767884,2.63388005,0.65105917,1.69570093,0.02318851,0.85924109,0.21606603,0.01785239
-5.35167584,2.59261228,0.64441089,1.67121508,0.02195736,0.85513246,0.20514777,0.01783473
-5.34567284,2.56634884,0.64321077,1.65556870,0.02084237,0.85611416,0.19595960,0.01787709
-5.33966983,2.55520861,0.64745415,1.64879300,0.01986473,0.86209736,0.18855415,0.01798398
-5.33366683,2.55902501,0.65703027,1.65075738,0.01904229,0.87291057,0.18294667,0.01815803
-5.32766383,2.57734174,0.67172154,1.66116821,0.01838906,0.88829971,0.17911442,0.01839983
-5.32166083,2.60941601,0.69120541,1.67957186,0.01791496,0.90793003,0.17699715,0.01870790
-5.31565783,2.65422901,0.71505880,1.70536168,0.01762557,0.93138997,0.17649851,0.01907869
-5.30965483,2.71050376,0.74276521,1.73778896,0.01752210,0.95819673,0.17748857,0.01950667
-5.30365183,2.77672972,0.77372437,1.77597748,0.01760134,0.98780387,0.17980714,0.01998447
-5.29764882,2.85119359,0.80726440,1.81894125,0.01785588,1.01961042,0.18326799,0.02050308
-5.29164582,2.93201559,0.84265600,1.86560497,0.01827423,1.05297175,0.18766376,0.02105210
-5.28564282,3.01719008,0.87912866,1.91482653,0.01884122,1.08721160,0.19277144,0.02162000
-5.27963982,3.10462943,0.91588813,1.96542106,0.01953835,1.12163521,0.19835821,0.02219448
-5.27363682,3.19220998,0.95213489,2.01618567,0.02034423,1.15554312,0.20418756,0.02276275
-5.26763382,3.27781850,0.98708293,2.06592425,0.02123517,1.18824528,0.21002539,0.02331191
-5.26163082,3.35939810,1.01997831,2.11347169,0.02218565,1.21907499,0.21564597,0.02382924
-5.25562781,3.43499203,1.05011674,2.15771671,0.02316903,1.24740239,0.22083758,0.02430252
-5.24962481,3.50278409,1.07685982,2.19762287,0.02415809,1.27264694,0.22540752,0.02472036
-5.24362181,3.56113471,1.09964915,2.23224703,0.02512574,1.29428857,0.22918656,0.02507240
-5.23761881,3.60861144,1.11801800,2.26075504,0.02604560,1.31187724,0.23203244,0.02534954
-5.23161581,3.64401337,1.13160007,2.28243415,0.02689264,1.32504052,0.23383255,0.02554416
-5.22561281,3.66638879,1.14013520,2.29670212,0.02764378,1.33348904,0.23450557,0.02565020
-5.21960980,3.67504589,1.14347188,2.30311288,0.02827837,1.33701976,0.23400209,0.02566325
-5.21360680,3.66955659,1.14156653,2.30135883,0.02877866,1.33551704,0.23230428,0.02558060
-5.20760380,3.64975373,1.13447987,2.29127000,0.02913021,1.32895153,0.22942462,0.02540123
-5.20160080,3.61572217,1.12237055,2.27281032,0.02932214,1.31737709,0.22540377,0.02512577
-5.19559780,3.56778443,1.10548651,2.24607140,0.02934733,1.30092602,0.22030777,0.02475639
-5.18959480,3.50648191,1.08415445,2.21126419,0.02920249,1.27980272,0.21422463,0.02429671
-5.18359180,3.43255235,1.05876801,2.16870901,0.02888812,1.25427633,0.20726052,0.02375168
-5.17758879,3.34690480,1.02977512,2.11882439,0.02840839,1.22467237,0.19953579,0.02312736
-5.17158579,3.25059278,0.99766500,2.06211500,0.02777092,1.19136404,0.19118080,0.02243084
-5.16558279,3.14478671,0.96295522,1.99915924,0.02698639,1.15476305,0.18233191,0.02166999
-5.15957979,3.03074618,0.92617932,1.93059662,0.02606820,1.11531066,0.17312759,0.02085332
-5.15357679,2.90979292,0.88787509,1.85711524,0.02503200,1.07346875,0.16370490,0.01998978
-5.14757379,2.78328470,0.84857384,1.77943948,0.02389515,1.02971125,0.15419632,0.01908862
-5.14157079,2.65259076,0.80879079,1.69831815,0.02267620,0.98451604,0.14472699,0.01815919
-5.13556778,2.51906884,0.76901652,1.61451298,0.02139439,0.93835726,0.13541248,0.01721077
-5.12956478,2.38404404,0.72970959,1.52878759,0.02006908,0.89169815,0.12635694,0.01625249
-5.12356178,2.24878945,0.69129020,1.44189697,0.01871930,0.84498440,0.11765180,0.01529311
-5.11755878,2.11450877,0.65413485,1.35457742,0.01736325,0.79863794,0.10937479,0.01434094
-5.11155578,1.98232079,0.61857203,1.26753706,0.01601798,0.75305133,0.10158946,0.01340373
-5.10555278,1.85324578,0.58487866,1.18144692,0.01469901,0.70858258,0.09434496,0.01248857
-5.09954977,1.72819389,0.55327754,1.09693268,0.01342009,0.66555070,0.08767616,0.01160176
-5.09354677,1.60795570,0.52393556,1.01456727,0.01219303,0.62423170,0.08160403,0.01074883
-5.08754377,1.49319500,0.49696291,0.93486439,0.01102761,0.58485552,0.07613631,0.00993441
-5.08154077,1.38444390,0.47241323,0.85827309,0.00993153,0.54760372,0.07126823,0.00916225
-5.07553777,1.28210065,0.45028478,0.78517368,0.00891045,0.51260812,0.06698361,0.00843515
-5.06953477,1.18643007,0.43052275,0.71587499,0.00796812,0.47995055,0.06325595,0.00775503
-5.06353177,1.09756685,0.41302282,0.65061319,0.00710649,0.44966376,0.06004977,0.00712291
-5.05752876,1.01552173,0.39763578,0.58955215,0.00632592,0.42173347,0.05732199,0.00653895
-5.05152576,0.94019047,0.38417351,0.53278548,0.00562545,0.39610169,0.05502351,0.00600253
-5.04552276,0.87136544,0.37241596,0.48034010,0.00500300,0.37267123,0.05310081,0.00551234
-5.03951976,0.80874965,0.36211919,0.43218130,0.00445569,0.35131119,0.05149759,0.00506641
-5.03351676,0.75197269,0.35302413,0.38821910,0.00398008,0.33186346,0.05015654,0.00466227
-5.02751376,0.70060825,0.34486600,0.34831577,0.00357251,0.31414987,0.04902095,0.00429707
-5.02151076,0.65419254,0.33738385,0.31229404,0.00322933,0.29797989,0.04803646,0.00396761
-5.01550775,0.61224309,0.33033015,0.27994604,0.00294721,0.28315839,0.04715252,0.00367056
-5.00950475,0.57427719,0.32347981,0.25104231,0.00272336,0.26949343,0.04632387,0.00340251
-5.00350175,0.53982942,0.31663859,0.22534086,0.00255577,0.25680359,0.04551179,0.00316009
-4.99749875,0.50846769,0.30965025,0.20259575,0.00244344,0.24492462,0.04468511,0.00294008
-4.99149575,0.47980714,0.30240250,0.18256512,0.00238655,0.23371521,0.04382098,0.00273946
-4.98549275,0.45352163,0.29483122,0.16501835,0.00238660,0.22306165,0.04290546,0.00255554
-4.97948974,0.42935243,0.28692297,0.14974211,0.00244654,0.21288120,0.04193367,0.00238596
-4.97348674,0.40711388,0.27871570,0.13654527,0.00257086,0.20312410,0.04090978,0.00222874
-4.96748374,0.38669601,0.27029749,0.12526259,0.00276560,0.19377424,0.03984666,0.00208231
-4.96148074,0.36806414,0.26180360,0.11575707,0.00303833,0.18484846,0.03876521,0.00194551
-4.95547774,0.35125565,0.25341180,0.10792106,0.00339814,0.17639455,0.03769356,0.00181759
-4.94947474,0.33637408,0.24533617,0.10167618,0.00385548,0.16848816,0.03666589,0.00169817
-4.94347174,0.32358103,0.23781975,0.09697206,0.00442198,0.16122870,0.03572123,0.00158723
-4.93746873,0.31308613,0.23112608,0.09378423,0.00511023,0.15473450,0.03490196,0.00148503
-4.93146573,0.30513554,0.22553011,0.09211100,0.00593344,0.14913736,0.03425232,0.00139212
-4.92546273,0.29999942,0.22130867,0.09196974,0.00690513,0.14457679,0.03381678,0.00130926
-4.91945973,0.29795884,0.21873083,0.09339263,0.00803862,0.14119410,0.03363845,0.00123736
-4.91345673,0.29929249,0.21804848,0.09642199,0.00934663,0.13912649,0.03375748,0.00117747
-4.90745373,0.30426375,0.21948730,0.10110543,0.01084067,0.13850155,0.03420949,0.00113070
-4.90145073,0.31310826,0.22323851,0.10749099,0.01253053,0.13943199,0.03502424,0.00109820
-4.89544772,0.32602272,0.22945163,0.11562235,0.01442371,0.14201114,0.03622426,0.00108110
-4.88944472,0.34315487,0.23822835,0.12553435,0.01652481,0.14630901,0.03782383,0.00108050
-4.88344172,0.36459528,0.24961789,0.13724887,0.01883504,0.15236928,0.03982807,0.00109744
-4.87743872,0.39037098,0.26361392,0.15077139,0.02135170,0.16020715,0.04223231,0.00113287
-4.87143572,0.42044133,0.28015319,0.16608806,0.02406782,0.16980814,0.04502180,0.00118762
-4.86543272,0.45469614,0.29911605,0.18316370,0.02697186,0.18112801,0.04817160,0.00126242
-4.85942971,0.49295632,0.32032880,0.20194056,0.03004755,0.19409361,0.05164692,0.00135784
-4.85342671,0.53497692,0.34356806,0.22233809,0.03327390,0.20860479,0.05540374,0.00147433
-4.84742371,0.58045261,0.36856685,0.24425355,0.03662536,0.22453724,0.05938972,0.00161216
-4.84142071,0.62902552,0.39502250,0.26756358,0.04007219,0.24174629,0.06354548,0.00177146
-4.83541771,0.68029495,0.42260599,0.29212668,0.04358093,0.26007137,0.06780617,0.00195220
-4.82941471,0.73382886,0.45097249,0.31778633,0.04711513,0.27934107,0.07210328,0.00215417
-4.82341171,0.78917654,0.47977276,0.34437480,0.05063616,0.29937863,0.07636664,0.00237701
-4.81740870,0.84588187,0.50866488,0.37171734,0.05410414,0.32000753,0.08052651,0.00262018
-4.81140570,0.90349671,0.53732585,0.39963659,0.05747903,0.34105695,0.08451581,0.00288298
-4.80540270,0.96159355,0.56546252,0.42795694,0.06072164,0.36236689,0.08827220,0.00316451
-4.79939970,1.01977693,0.59282126,0.45650860,0.06379475,0.38379259,0.09174009,0.00346374
-4.79339670,1.07769292,0.61919589,0.48513121,0.06666413,0.40520805,0.09487238,0.00377943
-4.78739370,1.13503599,0.64443336,0.51367668,0.06929946,0.42650837,0.09763187,0.00411018
-4.78139070,1.19155303,0.66843678,0.54201110,0.07167514,0.44761082,0.09999237,0.00445440
-4.77538769,1.24704405,0.69116562,0.57001573,0.07377094,0.46845447,0.10193919,0.00481033
-4.76938469,1.30135949,0.71263283,0.59758676,0.07557237,0.48899836,0.10346930,0.00517604
-4.76338169,1.35439428,0.73289903,0.62463414,0.07707095,0.50921830,0.10459090,0.00554937
-4.75737869,1.40607886,0.75206400,0.65107931,0.07826419,0.52910240,0.10532253,0.00592801
-4.75137569,1.45636777,0.77025578,0.67685216,0.07915532,0.54864563,0.10569169,0.00630945
-4.74537269,1.50522640,0.78761796,0.70188733,0.07975296,0.56784365,0.10573316,0.00669098
-4.73936968,1.55261679,0.80429596,0.72612021,0.08007041,0.58668634,0.10548699,0.00706973
-4.73336668,1.59848344,0.82042289,0.74948284,0.08012500,0.60515142,0.10499627,0.00744266
-4.72736368,1.64274005,0.83610600,0.77190018,0.07993723,0.62319860,0.10430494,0.00780657
-4.72136068,1.68525820,0.85141442,0.79328687,0.07952986,0.64076472,0.10345555,0.00815813
-4.71535768,1.72585892,0.86636916,0.81354500,0.07892702,0.65776016,0.10248732,0.00849395
-4.70935468,1.76430776,0.88093582,0.83256294,0.07815335,0.67406700,0.10143442,0.00881055
-4.70335168,1.80031408,0.89502077,0.85021555,0.07723321,0.68953907,0.10032463,0.00910451
-4.69734867,1.83353479,0.90847104,0.86636585,0.07618995,0.70400398,0.09917857,0.00937244
-4.69134567,1.86358264,0.92107809,0.88086815,0.07504538,0.71726729,0.09800932,0.00961111
-4.68534267,1.89003895,0.93258541,0.89357263,0.07381938,0.72911855,0.09682259,0.00981751
-4.67933967,1.91247014,0.94269956,0.90433122,0.07252957,0.73933917,0.09561743,0.00998894
-4.67333667,1.93044762,0.95110427,0.91300455,0.07119128,0.74771151,0.09438735,0.01012307
-4.66733367,1.94356986,0.95747674,0.91946973,0.06981761,0.75402914,0.09312185,0.01021806
-4.66133067,1.95148586,0.96150542,0.92362855,0.06841954,0.75810740,0.09180821,0.01027261
-4.65532766,1.95391860,0.96290830,0.92541576,0.06700633,0.75979397,0.09043344,0.01028607
-4.64932466,1.95068745,0.96145069,0.92480710,0.06558587,0.75897890,0.08898637,0.01025844
-4.64332166,1.94172835,0.95696162,0.92182648,0.06416513,0.75560336,0.08745958,0.01019047
-4.63731866,1.92711049,0.94934786,0.91655212,0.06275066,0.74966691,0.08585120,0.01008368
-4.63131566,1.90704875,0.93860494,0.90912116,0.06134909,0.74123271,0.08416642,0.00994034
-4.62531266,1.88191090,0.92482437,0.89973241,0.05996755,0.73043034,0.08241858,0.00976348
-4.61930965,1.85221912,0.90819684,0.88864701,0.05861405,0.71745615,0.08062994,0.00955686
-4.61330665,1.81864537,0.88901103,0.87618676,0.05729780,0.70257091,0.07883180,0.00932488
-4.60730365,1.78200063,0.86764808,0.86272996,0.05602940,0.68609486,0.07706425,0.00907254
-4.60130065,1.74321798,0.84457199,0.84870473,0.05482081,0.66840022,0.07537532,0.00880531
-4.59529765,1.70333011,0.82031619,0.83457990,0.05368533,0.64990151,0.07381972,0.00852900
-4.58929465,1.66344168,0.79546698,0.82085350,0.05263732,0.63104393,0.07245713,0.00824964
-4.58329165,1.62469753,0.77064442,0.80803914,0.05169178,0.61229017,0.07135010,0.00797334
-4.57728864,1.58824765,0.74648155,0.79665072,0.05086388,0.59410627,0.07056174,0.00770608
-4.57128564,1.55521009,0.72360264,0.78718567,0.05016827,0.57694692,0.07015313,0.00745362
-4.56528264,1.52663317,0.70260145,0.78010755,0.04961836,0.56124078,0.07018071,0.00722125
-4.55927964,1.50345824,0.68402033,0.77582839,0.04922556,0.54737634,0.07069371,0.00701374
-4.55327664,1.48648449,0.66833083,0.77469155,0.04899852,0.53568884,0.07173163,0.00683508
-4.54727364,1.47633714,0.65591669,0.77695579,0.04894231,0.52644882,0.07332200,0.00668844
-4.54127064,1.47344041,0.64705978,0.78278134,0.04905784,0.51985259,0.07547848,0.00657603
-4.53526763,1.47799628,0.64192944,0.79221852,0.04934126,0.51601512,0.07819930,0.00649900
-4.52926463,1.48997044,0.64057566,0.80519978,0.04978367,0.51496558,0.08146629,0.00645744
-4.52326163,1.50908581,0.64292637,0.82153546,0.05037091,0.51664574,0.08524434,0.00645030
-4.51725863,1.53482455,0.64878879,0.84091396,0.05108368,0.52091133,0.08948155,0.00647546
-4.51125563,1.56643863,0.65785498,0.86290632,0.05189784,0.52753639,0.09410991,0.00652976
-4.50525263,1.60296888,0.66971127,0.88697546,0.05278502,0.53622048,0.09904664,0.00660909
-4.49924962,1.64327205,0.68385120,0.91248987,0.05371344,0.54659839,0.10419605,0.00670851
-4.49324662,1.68605521,0.69969174,0.93874137,0.05464888,0.55825231,0.10945201,0.00682241
-4.48724362,1.72991609,0.71659193,0.96496643,0.05555592,0.57072571,0.11470079,0.00694466
-4.48124062,1.77338823,0.73387346,0.99037022,0.05639917,0.58353866,0.11982432,0.00706887
-4.47523762,1.81498889,0.75084249,1.01415253,0.05714469,0.59620383,0.12470370,0.00718850
-4.46923462,1.85326816,0.76681168,1.03553449,0.05776124,0.60824276,0.12922278,0.00729715
-4.46323162,1.88685707,0.78112205,1.05378489,0.05822152,0.61920155,0.13327179,0.00738876
-4.45722861,1.91451291,0.79316340,1.06824518,0.05850327,0.62866551,0.13675074,0.00745775
-4.45122561,1.93515975,0.80239305,1.07835183,0.05859013,0.63627216,0.13957259,0.00749928
-4.44522261,1.94792261,0.80835180,1.08365528,0.05847219,0.64172204,0.14166594,0.00750932
-4.43921961,1.95215386,0.81067694,1.08383449,0.05814632,0.64478700,0.14297723,0.00748481
-4.43321661,1.94745086,0.80911159,1.07870670,0.05761618,0.64531557,0.14347226,0.00742375
-4.42721361,1.93366425,0.80351034,1.06823183,0.05689184,0.64323541,0.14313711,0.00732519
-4.42121061,1.91089665,0.79384089,1.05251152,0.05598922,0.63855267,0.14197823,0.00718928
-4.41520760,1.87949225,0.78018189,1.03178301,0.05492917,0.63134849,0.14002194,0.00701722
-4.40920460,1.84001782,0.76271713,1.00640819,0.05373640,0.62177281,0.13731319,0.00681116
-4.40320160,1.79323639,0.74172635,0.97685841,0.05243825,0.61003596,0.13391373,0.00657412
-4.39719860,1.74007485,0.71757335,0.94369598,0.05106339,0.59639835,0.12989976,0.00630983
-4.39119560,1.68158733,0.69069179,0.90755324,0.04964049,0.58115892,0.12535917,0.00602261
-4.38519260,1.61891585,0.66156937,0.86911011,0.04819696,0.56464285,0.12038859,0.00571718
-4.37918959,1.55325031,0.63073116,0.82907131,0.04675785,0.54718905,0.11509016,0.00539850
-4.37318659,1.48578926,0.59872256,0.78814409,0.04534490,0.52913806,0.10956847,0.00507162
-4.36718359,1.41770326,0.56609273,0.74701748,0.04397581,0.51082082,0.10392745,0.00474149
-4.36118059,1.35010201,0.53337896,0.70634370,0.04266380,0.49254861,0.09826769,0.00441286
-4.35517759,1.28400633,0.50109242,0.66672238,0.04141740,0.47460468,0.09268392,0.00409010
-4.34917459,1.22032578,0.46970588,0.62868806,0.04024056,0.45723757,0.08726305,0.00377720
-4.34317159,1.15984228,0.43964354,0.59270111,0.03913289,0.44065639,0.08208256,0.00347759
-4.33716858,1.10319980,0.41127310,0.55914209,0.03809026,0.42502795,0.07720948,0.00319418
-4.33116558,1.05089999,0.38490044,0.52830959,0.03710546,0.41047572,0.07269980,0.00292930
-4.32516258,1.00330329,0.36076646,0.50042113,0.03616901,0.39708045,0.06859836,0.00268469
-4.31915958,0.96063484,0.33904645,0.47561684,0.03527007,0.38488224,0.06493924,0.00246157
-4.31315658,0.92299453,0.31985143,0.45396550,0.03439732,0.37388373,0.06174647,0.00226062
-4.30715358,0.89037033,0.30323148,0.43547236,0.03353984,0.36405426,0.05903515,0.00208211
