energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,1.74367073,0.02095086,0.00000000,0.00106139,0.05449304,0.00529813,1.04103060,0.52576639,0.20804486
-5.99399700,1.64227665,0.01968718,0.00000000,0.00095550,0.05019541,0.00507256,0.98313184,0.49624748,0.19456101
-5.98799400,1.54562834,0.01844463,0.00000000,0.00086034,0.04636822,0.00488892,0.92766964,0.46765978,0.18168973
-5.98199100,1.45479407,0.01723592,0.00000000,0.00077620,0.04303180,0.00475046,0.87530680,0.44033603,0.16955349
-5.97598799,1.37073352,0.01607286,0.00000000,0.00070329,0.04020424,0.00465994,0.82664068,0.41457183,0.15826355
-5.96998499,1.29428115,0.01496624,0.00000000,0.00064175,0.03790130,0.00461951,0.78219261,0.39062145,0.14791825
-5.96398199,1.22613339,0.01392569,0.00000000,0.00059164,0.03613624,0.00463070,0.74239960,0.36869484,0.13860185
-5.95797899,1.16683978,0.01295961,0.00000000,0.00055299,0.03491965,0.00469428,0.70760859,0.34895609,0.13038375
-5.95197599,1.11679808,0.01207516,0.00000000,0.00052579,0.03425932,0.00481023,0.67807319,0.33152307,0.12331807
-5.94597299,1.07625315,0.01127820,0.00000000,0.00050998,0.03416003,0.00497773,0.65395285,0.31646824,0.11744370
-5.93996998,1.04529944,0.01057331,0.00000000,0.00050547,0.03462333,0.00519509,0.63531438,0.30382060,0.11278460
-5.93396698,1.02388673,0.00996386,0.00000000,0.00051215,0.03564736,0.00545979,0.62213552,0.29356855,0.10935048
-5.92796398,1.01182868,0.00945202,0.00000000,0.00052989,0.03722658,0.00576848,0.61431049,0.28566350,0.10713761
-5.92196098,1.00881381,0.00903881,0.00000000,0.00055855,0.03935153,0.00611703,0.61165698,0.28002409,0.10612989
-5.91595798,1.01441837,0.00872421,0.00000000,0.00059792,0.04200861,0.00650061,0.61392445,0.27654082,0.10629995
-5.90995498,1.02812050,0.00850720,0.00000000,0.00064780,0.04517979,0.00691372,0.62080335,0.27508086,0.10761038
-5.90395198,1.04931528,0.00838583,0.00000000,0.00070796,0.04884251,0.00735034,0.63193481,0.27549288,0.11001483
-5.89794897,1.07733003,0.00835731,0.00000000,0.00077811,0.05296944,0.00780402,0.64692059,0.27761176,0.11345914
-5.89194597,1.11143945,0.00841807,0.00000000,0.00085793,0.05752841,0.00826799,0.66533283,0.28126291,0.11788229
-5.88594297,1.15088015,0.00856381,0.00000000,0.00094706,0.06248243,0.00873531,0.68672337,0.28626621,0.12321722
-5.87993997,1.19486415,0.00878958,0.00000000,0.00104509,0.06778972,0.00919902,0.71063237,0.29243934,0.12939153
-5.87393697,1.24259114,0.00908983,0.00000000,0.00115155,0.07340396,0.00965227,0.73659598,0.29960055,0.13632793
-5.86793397,1.29325926,0.00945844,0.00000000,0.00126595,0.07927453,0.01008844,0.76415300,0.30757072,0.14394460
-5.86193097,1.34607427,0.00988880,0.00000000,0.00138773,0.08534698,0.01050130,0.79285036,0.31617486,0.15215539
-5.85592796,1.40025726,0.01037383,0.00000000,0.00151629,0.09156357,0.01088514,0.82224753,0.32524305,0.16086995
-5.84992496,1.45505083,0.01090605,0.00000000,0.00165100,0.09786397,0.01123485,0.85191983,0.33461087,0.16999377
-5.84392196,1.50972407,0.01147763,0.00000000,0.00179119,0.10418601,0.01154602,0.88146080,0.34411950,0.17942829
-5.83791896,1.56357655,0.01208042,0.00000000,0.00193618,0.11046660,0.01181503,0.91048391,0.35361565,0.18907105
-5.83191596,1.61594167,0.01270605,0.00000000,0.00208527,0.11664273,0.01203908,0.93862373,0.36295145,0.19881600
-5.82591296,1.66618971,0.01334600,0.00000000,0.00223773,0.12265248,0.01221627,0.96553683,0.37198438,0.20855401
-5.81990995,1.71373095,0.01399166,0.00000000,0.00239286,0.12843613,0.01234555,0.99090273,0.38057751,0.21817360
-5.81390695,1.75801913,0.01463444,0.00000000,0.00254995,0.13393724,0.01242676,1.01442510,0.38860009,0.22756206
-5.80790395,1.79855553,0.01526589,0.00000000,0.00270832,0.13910377,0.01246061,1.03583336,0.39592858,0.23660671
-5.80190095,1.83489387,0.01587780,0.00000000,0.00286731,0.14388908,0.01244861,1.05488493,0.40244812,0.24519665
-5.79589795,1.86664597,0.01646234,0.00000000,0.00302627,0.14825295,0.01239305,1.07136806,0.40805451,0.25322466
-5.78989495,1.89348833,0.01701217,0.00000000,0.00318461,0.15216240,0.01229694,1.08510537,0.41265654,0.26058944
-5.78389195,1.91516918,0.01752060,0.00000000,0.00334178,0.15559251,0.01216391,1.09595793,0.41617869,0.26719794
-5.77788894,1.93151589,0.01798171,0.00000000,0.00349728,0.15852695,0.01199820,1.10382963,0.41856395,0.27296785
-5.77188594,1.94244229,0.01839050,0.00000000,0.00365067,0.16095849,0.01180451,1.10867179,0.41977657,0.27783000
-5.76588294,1.94795531,0.01874297,0.00000000,0.00380156,0.16288922,0.01158800,1.11048745,0.41980469,0.28173073
-5.75987994,1.94816058,0.01903626,0.00000000,0.00394966,0.16433063,0.01135417,1.10933512,0.41866251,0.28463387
-5.75387694,1.94326616,0.01926870,0.00000000,0.00409475,0.16530346,0.01110878,1.10533166,0.41639186,0.28652249
-5.74787394,1.93358411,0.01943989,0.00000000,0.00423672,0.16583735,0.01085779,1.09865376,0.41306297,0.28740008
-5.74187094,1.91952920,0.01955071,0.00000000,0.00437555,0.16597027,0.01060726,1.08953781,0.40877436,0.28729118
-5.73586793,1.90161446,0.01960330,0.00000000,0.00451134,0.16574772,0.01036329,1.07827781,0.40365168,0.28624135
-5.72986493,1.88044319,0.01960105,0.00000000,0.00464431,0.16522172,0.01013190,1.06522119,0.39784545,0.28431650
-5.72386193,1.85669744,0.01954847,0.00000000,0.00477478,0.16444961,0.00991894,1.05076237,0.39152781,0.28160142
-5.71785893,1.83112279,0.01945109,0.00000000,0.00490319,0.16349262,0.00973000,1.03533406,0.38488815,0.27819769
-5.71185593,1.80450994,0.01931532,0.00000000,0.00503007,0.16241432,0.00957028,1.01939659,0.37812791,0.27422086
-5.70585293,1.77767328,0.01914822,0.00000000,0.00515602,0.16127886,0.00944450,1.00342526,0.37145461,0.26979720
-5.69984992,1.75142726,0.01895731,0.00000000,0.00528168,0.16014921,0.00935675,0.98789644,0.36507535,0.26505983
-5.69384692,1.72656127,0.01875033,0.00000000,0.00540770,0.15908522,0.00931037,0.97327257,0.35919004,0.26014467
-5.68784392,1.70381401,0.01853498,0.00000000,0.00553467,0.15814176,0.00930787,0.95998692,0.35398462,0.25518618
-5.68184092,1.68384835,0.01831867,0.00000000,0.00566311,0.15736695,0.00935080,0.94842855,0.34962454,0.25031315
-5.67583792,1.66722798,0.01810828,0.00000000,0.00579335,0.15680040,0.00943965,0.93892840,0.34624881,0.24564468
-5.66983492,1.65439674,0.01790992,0.00000000,0.00592552,0.15647183,0.00957378,0.93174689,0.34396489,0.24128654
-5.66383192,1.64566197,0.01772875,0.00000000,0.00605948,0.15639986,0.00975142,0.92706404,0.34284477,0.23732805
-5.65782891,1.64118265,0.01756876,0.00000000,0.00619478,0.15659120,0.00996960,0.92497234,0.34292222,0.23383974
-5.65182591,1.64096328,0.01743273,0.00000000,0.00633060,0.15704026,0.01022425,0.92547317,0.34419166,0.23087168
-5.64582291,1.64485396,0.01732208,0.00000000,0.00646574,0.15772926,0.01051022,0.92847686,0.34660861,0.22845280
-5.63981991,1.65255705,0.01723695,0.00000000,0.00659862,0.15862878,0.01082142,0.93380663,0.35009172,0.22659106
-5.63381691,1.66364028,0.01717615,0.00000000,0.00672731,0.15969889,0.01115099,0.94120644,0.35452645,0.22527459
-5.62781391,1.67755594,0.01713736,0.00000000,0.00684955,0.16089071,0.01149147,0.95035236,0.35977025,0.22447359
-5.62181091,1.69366546,0.01711722,0.00000000,0.00696279,0.16214845,0.01183509,0.96086712,0.36565891,0.22414304
-5.61580790,1.71126830,0.01711157,0.00000000,0.00706435,0.16341178,0.01217397,0.97233715,0.37201403,0.22422603
-5.60980490,1.72963375,0.01711568,0.00000000,0.00715145,0.16461850,0.01250044,0.98433134,0.37865109,0.22465741
-5.60380190,1.74803411,0.01712451,0.00000000,0.00722137,0.16570728,0.01280729,0.99642053,0.38538774,0.22536779
-5.59779890,1.76577760,0.01713300,0.00000000,0.00727158,0.16662047,0.01308804,1.00819676,0.39205204,0.22628743
-5.59179590,1.78223911,0.01713630,0.00000000,0.00729983,0.16730673,0.01333720,1.01929129,0.39849000,0.22734995
-5.58579290,1.79688724,0.01713005,0.00000000,0.00730435,0.16772339,0.01355046,1.02939029,0.40457223,0.22849562
-5.57978989,1.80930604,0.01711055,0.00000000,0.00728389,0.16783832,0.01372481,1.03824743,0.41019912,0.22967403
-5.57378689,1.81921025,0.01707495,0.00000000,0.00723787,0.16763140,0.01385871,1.04569262,0.41530436,0.23084601
-5.56778389,1.82645309,0.01702135,0.00000000,0.00716645,0.16709529,0.01395206,1.05163636,0.41985663,0.23198467
-5.56178089,1.83102626,0.01694882,0.00000000,0.00707056,0.16623551,0.01400617,1.05606952,0.42385916,0.23307558
-5.55577789,1.83305210,0.01685740,0.00000000,0.00695192,0.16506998,0.01402367,1.05905851,0.42734735,0.23411609
-5.54977489,1.83276838,0.01674802,0.00000000,0.00681301,0.16362786,0.01400831,1.06073619,0.43038447,0.23511381
-5.54377189,1.83050675,0.01662237,0.00000000,0.00665703,0.16194780,0.01396476,1.06128909,0.43305574,0.23608442
-5.53776888,1.82666622,0.01648268,0.00000000,0.00648781,0.16007581,0.01389832,1.06094170,0.43546102,0.23704903
-5.53176588,1.82168326,0.01633157,0.00000000,0.00630968,0.15806284,0.01381463,1.05993895,0.43770674,0.23803118
-5.52576288,1.81600054,0.01617181,0.00000000,0.00612737,0.15596209,0.01371935,1.05852787,0.43989737,0.23905383
