energy_ev,total_up,In_p_up,In_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.96999212,0.09495025,0.00150719,0.43072614,0.13925548,0.42800224,0.00000000
-5.99399700,0.91566247,0.08747150,0.00144895,0.41713891,0.12962355,0.40722687,0.00000000
-5.98799400,0.86204258,0.08008427,0.00139249,0.40376520,0.12005345,0.38691062,0.00000000
-5.98199100,0.80976465,0.07286951,0.00133839,0.39077905,0.11066675,0.36726605,0.00000000
-5.97598799,0.75937790,0.06590108,0.00128707,0.37831361,0.10157325,0.34847354,0.00000000
-5.96998499,0.71134190,0.05924460,0.00123882,0.36646054,0.09286942,0.33067985,0.00000000
-5.96398199,0.66602463,0.05295670,0.00119378,0.35527164,0.08463747,0.31399854,0.00000000
-5.95797899,0.62370525,0.04708462,0.00115193,0.34476275,0.07694527,0.29851235,0.00000000
-5.95197599,0.58458102,0.04166626,0.00111318,0.33491954,0.06984674,0.28427730,0.00000000
-5.94597299,0.54877786,0.03673059,0.00107733,0.32570486,0.06338297,0.27132813,0.00000000
-5.93996998,0.51636369,0.03229833,0.00104414,0.31706704,0.05758367,0.25968483,0.00000000
-5.93396698,0.48736361,0.02838291,0.00101333,0.30894887,0.05246907,0.24935987,0.00000000
-5.92796398,0.46177583,0.02499154,0.00098465,0.30129643,0.04805194,0.24036543,0.00000000
-5.92196098,0.43958754,0.02212646,0.00095786,0.29406750,0.04433973,0.23272041,0.00000000
-5.91595798,0.42078944,0.01978611,0.00093281,0.28723884,0.04133662,0.22645667,0.00000000
-5.90995498,0.40538833,0.01796630,0.00090941,0.28081209,0.03904533,0.22162397,0.00000000
-5.90395198,0.39341676,0.01666120,0.00088766,0.27481781,0.03746870,0.21829337,0.00000000
-5.89794897,0.38493936,0.01586416,0.00086769,0.26931753,0.03661078,0.21655885,0.00000000
-5.89194597,0.38005525,0.01556832,0.00084972,0.26440361,0.03647748,0.21653675,0.00000000
-5.88594297,0.37889653,0.01576691,0.00083405,0.26019686,0.03707674,0.21836317,0.00000000
-5.87993997,0.38162268,0.01645331,0.00082110,0.25684217,0.03841810,0.22218919,0.00000000
-5.87393697,0.38841125,0.01762078,0.00081131,0.25450214,0.04051179,0.22817416,0.00000000
-5.86793397,0.39944518,0.01926199,0.00080519,0.25334915,0.04336738,0.23647720,0.00000000
-5.86193097,0.41489730,0.02136825,0.00080324,0.25355625,0.04699189,0.24724722,0.00000000
-5.85592796,0.43491289,0.02392862,0.00080595,0.25528715,0.05138776,0.26061207,0.00000000
-5.84992496,0.45959108,0.02692882,0.00081374,0.25868596,0.05655044,0.27666703,0.00000000
-5.84392196,0.48896606,0.03035012,0.00082696,0.26386711,0.06246602,0.29546346,0.00000000
-5.83791896,0.52298912,0.03416826,0.00084583,0.27090590,0.06910887,0.31699795,0.00000000
-5.83191596,0.56151267,0.03835239,0.00087043,0.27983023,0.07643948,0.34120282,0.00000000
-5.82591296,0.60427700,0.04286423,0.00090068,0.29061397,0.08440267,0.36793828,0.00000000
-5.81990995,0.65090091,0.04765751,0.00093631,0.30317221,0.09292630,0.39698702,0.00000000
-5.81390695,0.70087685,0.05267760,0.00097688,0.31735890,0.10192062,0.42805149,0.00000000
-5.80790395,0.75357129,0.05786164,0.00102175,0.33296693,0.11127826,0.46075440,0.00000000
-5.80190095,0.80823061,0.06313898,0.00107012,0.34973090,0.12087513,0.49464256,0.00000000
-5.79589795,0.86399273,0.06843208,0.00112100,0.36733242,0.13057204,0.52919425,0.00000000
-5.78989495,0.91990439,0.07365783,0.00117329,0.38540807,0.14021722,0.56382992,0.00000000
-5.78389195,0.97494355,0.07872926,0.00122578,0.40355951,0.14964960,0.59792613,0.00000000
-5.77788894,1.02804645,0.08355755,0.00127717,0.42136572,0.15870278,0.63083222,0.00000000
-5.77188594,1.07813825,0.08805441,0.00132616,0.43839664,0.16720956,0.66188922,0.00000000
-5.76588294,1.12416608,0.09213451,0.00137146,0.45422796,0.17500687,0.69045029,0.00000000
-5.75987994,1.16513340,0.09571812,0.00141182,0.46845633,0.18194092,0.71590179,0.00000000
-5.75387694,1.20013399,0.09873362,0.00144613,0.48071445,0.18787229,0.73768439,0.00000000
-5.74787394,1.22838429,0.10111988,0.00147339,0.49068536,0.19268080,0.75531293,0.00000000
-5.74187094,1.24925259,0.10282842,0.00149283,0.49811555,0.19627000,0.76839454,0.00000000
-5.73586793,1.26228381,0.10382507,0.00150386,0.50282599,0.19857085,0.77664398,0.00000000
-5.72986493,1.26721865,0.10409139,0.00150615,0.50472099,0.19954470,0.77989558,0.00000000
-5.72386193,1.26400643,0.10362530,0.00149962,0.50379427,0.19918524,0.77811129,0.00000000
-5.71785893,1.25281078,0.10244138,0.00148448,0.50013205,0.19751939,0.77138441,0.00000000
-5.71185593,1.23400820,0.10057046,0.00146116,0.49391309,0.19460706,0.75993885,0.00000000
-5.70585293,1.20817933,0.09805871,0.00143037,0.48540557,0.19053984,0.74412400,0.00000000
-5.69984992,1.17609338,0.09496617,0.00139306,0.47496097,0.18543864,0.72440537,0.00000000
-5.69384692,1.13868653,0.09136488,0.00135037,0.46300520,0.17945041,0.70135152,0.00000000
-5.68784392,1.09703501,0.08733664,0.00130361,0.45002714,0.17274400,0.67561774,0.00000000
-5.68184092,1.05232406,0.08297047,0.00125424,0.43656525,0.16550547,0.64792714,0.00000000
-5.67583792,1.00581399,0.07836000,0.00120378,0.42319239,0.15793294,0.61905005,0.00000000
-5.66983492,0.95880458,0.07360070,0.00115381,0.41049951,0.15023118,0.58978232,0.00000000
-5.66383192,0.91259907,0.06878732,0.00110593,0.39907864,0.14260617,0.56092335,0.00000000
-5.65782891,0.86846881,0.06401138,0.00106164,0.38950562,0.13525982,0.53325468,0.00000000
-5.65182591,0.82761985,0.05935896,0.00102239,0.38232313,0.12838492,0.50751951,0.00000000
-5.64582291,0.79116207,0.05490876,0.00098948,0.37802427,0.12216052,0.48440403,0.00000000
-5.63981991,0.76008177,0.05073051,0.00096404,0.37703737,0.11674794,0.46452074,0.00000000
-5.63381691,0.73521824,0.04688380,0.00094700,0.37971207,0.11228715,0.44839412,0.00000000
-5.62781391,0.71724457,0.04341725,0.00093906,0.38630732,0.10889405,0.43644904,0.00000000
-5.62181091,0.70665304,0.04036799,0.00094068,0.39698140,0.10665814,0.42900182,0.00000000
-5.61580790,0.70374519,0.03776162,0.00095204,0.41178432,0.10564109,0.42625411,0.00000000
-5.60980490,0.70862651,0.03561231,0.00097307,0.43065290,0.10587574,0.42828953,0.00000000
-5.60380190,0.72120570,0.03392332,0.00100341,0.45340865,0.10736581,0.43507303,0.00000000
-5.59779890,0.74119835,0.03268763,0.00104245,0.47975870,0.11008621,0.44645288,0.00000000
-5.59179590,0.76813500,0.03188875,0.00108933,0.50929991,0.11398382,0.46216512,0.00000000
-5.58579290,0.80137309,0.03150177,0.00114296,0.54152614,0.11897881,0.48184044,0.00000000
-5.57978989,0.84011291,0.03149434,0.00120204,0.57583868,0.12496652,0.50501323,0.00000000
-5.57378689,0.88341698,0.03182786,0.00126510,0.61155981,0.13181969,0.53113278,0.00000000
-5.56778389,0.93023264,0.03245862,0.00133056,0.64794904,0.13939121,0.55957625,0.00000000
-5.56178089,0.97941745,0.03333896,0.00139672,0.68422189,0.14751722,0.58966342,0.00000000
-5.55577789,1.02976682,0.03441849,0.00146186,0.71957055,0.15602059,0.62067274,0.00000000
-5.54977489,1.08004346,0.03564518,0.00152425,0.75318592,0.16471478,0.65185851,0.00000000
-5.54377189,1.12900777,0.03696656,0.00158222,0.78428033,0.17340787,0.68246882,0.00000000
-5.53776888,1.17544863,0.03833076,0.00163419,0.81211009,0.18190684,0.71176376,0.00000000
-5.53176588,1.21821361,0.03968755,0.00167874,0.83599719,0.19002200,0.73903355,0.00000000
-5.52576288,1.25623790,0.04098938,0.00171463,0.85534924,0.19757131,0.76361600,0.00000000
-5.51975988,1.28857098,0.04219221,0.00174084,0.86967693,0.20438477,0.78491297,0.00000000
-5.51375688,1.31440031,0.04325642,0.00175660,0.87860825,0.21030843,0.80240510,0.00000000
-5.50775388,1.33307117,0.04414749,0.00176141,0.88189899,0.21520818,0.81566464,0.00000000
-5.50175088,1.34410212,0.04483660,0.00175507,0.87943914,0.21897307,0.82436568,0.00000000
-5.49574787,1.34719545,0.04530116,0.00173764,0.87125470,0.22151801,0.82829167,0.00000000
-5.48974487,1.34224241,0.04552513,0.00170948,0.85750527,0.22278586,0.82733984,0.00000000
-5.48374187,1.32932296,0.04549920,0.00167122,0.83847717,0.22274877,0.82152249,0.00000000
-5.47773887,1.30870018,0.04522083,0.00162372,0.81457273,0.22140873,0.81096492,0.00000000
-5.47173587,1.28080954,0.04469414,0.00156807,0.78629613,0.21879729,0.79590042,0.00000000
-5.46573287,1.24624355,0.04392955,0.00150553,0.75423644,0.21497444,0.77666216,0.00000000
-5.45972986,1.20573229,0.04294339,0.00143749,0.71904864,0.21002675,0.75367251,0.00000000
-5.45372686,1.16012066,0.04175728,0.00136547,0.68143345,0.20406476,0.72743011,0.00000000
-5.44772386,1.11034309,0.04039742,0.00129103,0.64211668,0.19721966,0.69849513,0.00000000
-5.44172086,1.05739672,0.03889374,0.00121572,0.60182897,0.18963954,0.66747327,0.00000000
-5.43571786,1.00231380,0.03727900,0.00114109,0.56128665,0.18148518,0.63499893,0.00000000
-5.42971486,0.94613430,0.03558784,0.00106863,0.52117418,0.17292551,0.60171826,0.00000000
-5.42371186,0.88987960,0.03385576,0.00099971,0.48212886,0.16413302,0.56827236,0.00000000
-5.41770885,0.83452778,0.03211817,0.00093557,0.44472806,0.15527919,0.53528140,0.00000000
-5.41170585,0.78099142,0.03040938,0.00087731,0.40947914,0.14652998,0.50332978,0.00000000
-5.40570285,0.73009827,0.02876177,0.00082585,0.37681235,0.13804173,0.47295299,0.00000000
-5.39969985,0.68257519,0.02720488,0.00078193,0.34707644,0.12995740,0.44462628,0.00000000
-5.39369685,0.63903571,0.02576481,0.00074609,0.32053706,0.12240336,0.41875550,0.00000000
-5.38769385,0.59997139,0.02446354,0.00071866,0.29737769,0.11548676,0.39567022,0.00000000
-5.38169085,0.56574691,0.02331854,0.00069980,0.27770282,0.10929355,0.37561929,0.00000000
-5.37568784,0.53659903,0.02234244,0.00068944,0.26154320,0.10388729,0.35876885,0.00000000
-5.36968484,0.51263922,0.02154291,0.00068736,0.24886279,0.09930856,0.34520281,0.00000000
-5.36368184,0.49385975,0.02092263,0.00069316,0.23956712,0.09557524,0.33492580,0.00000000
-5.35767884,0.48014306,0.02047951,0.00070627,0.23351290,0.09268340,0.32786827,0.00000000
-5.35167584,0.47127406,0.02020699,0.00072603,0.23051842,0.09060888,0.32389388,0.00000000
-5.34567284,0.46695499,0.02009447,0.00075163,0.23037464,0.08930954,0.32280865,0.00000000
-5.33966983,0.46682231,0.02012788,0.00078221,0.23285664,0.08872794,0.32437184,0.00000000
-5.33366683,0.47046533,0.02029037,0.00081683,0.23773513,0.08879455,0.32830805,0.00000000
-5.32766383,0.47744580,0.02056306,0.00085456,0.24478783,0.08943125,0.33432034,0.00000000
-5.32166083,0.48731796,0.02092582,0.00089444,0.25381027,0.09055501,0.34210371,0.00000000
-5.31565783,0.49964834,0.02135809,0.00093559,0.26462589,0.09208165,0.35135875,0.00000000
-5.30965483,0.51403460,0.02183972,0.00097717,0.27709487,0.09392961,0.36180469,0.00000000
-5.30365183,0.53012273,0.02235170,0.00101846,0.29112148,0.09602336,0.37319148,0.00000000
-5.29764882,0.54762180,0.02287690,0.00105884,0.30665947,0.09829660,0.38531041,0.00000000
-5.29164582,0.56631564,0.02340063,0.00109786,0.32371524,0.10069491,0.39800262,0.00000000
-5.28564282,0.58607085,0.02391113,0.00113521,0.34234836,0.10317782,0.41116516,0.00000000
-5.27963982,0.60684057,0.02439991,0.00117077,0.36266931,0.10572016,0.42475429,0.00000000
-5.27363682,0.62866373,0.02486185,0.00120456,0.38483407,0.10831274,0.43878555,0.00000000
-5.26763382,0.65165957,0.02529524,0.00123678,0.40903579,0.11096210,0.45333072,0.00000000
-5.26163082,0.67601747,0.02570156,0.00126779,0.43549335,0.11368959,0.46851144,0.00000000
-5.25562781,0.70198244,0.02608510,0.00129806,0.46443725,0.11652959,0.48448979,0.00000000
-5.24962481,0.72983668,0.02645250,0.00132817,0.49609321,0.11952710,0.50145622,0.00000000
-5.24362181,0.75987802,0.02681206,0.00135876,0.53066396,0.12273471,0.51961513,0.00000000
