energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-4.93146573,5.81746440,0.05874105,0.20702003,0.15145826,1.48429986,4.06181658,2.05984527,0.00000000
-4.92546273,5.92143165,0.05892460,0.21144321,0.15085505,1.51408558,4.12097210,2.09214851,0.00000000
-4.91945973,6.04525952,0.05908560,0.21679062,0.15014066,1.54604707,4.19510446,2.13067486,0.00000000
-4.91345673,6.18788746,0.05919767,0.22290708,0.14921048,1.57986412,4.28367472,2.17530040,0.00000000
-4.90745373,6.34779984,0.05923518,0.22962340,0.14796834,1.61520866,4.38576345,2.22574892,0.00000000
-4.90145073,6.52305841,0.05917456,0.23676268,0.14633011,1.65175864,4.50007889,2.28160156,0.00000000
-4.89544772,6.71135174,0.05899560,0.24414679,0.14422668,1.68921194,4.62497989,2.34231251,0.00000000
-4.88944472,6.91005939,0.05868246,0.25160296,0.14160624,1.72729948,4.75851274,2.40722963,0.00000000
-4.88344172,7.11632770,0.05822455,0.25897002,0.13843591,1.76579646,4.89846071,2.47561894,0.00000000
-4.87743872,7.32715361,0.05761705,0.26610425,0.13470252,1.80453104,5.04240384,2.54669125,0.00000000
-4.87143572,7.53947225,0.05686123,0.27288425,0.13041259,1.84338961,5.18778669,2.61962957,0.00000000
-4.86543272,7.75024406,0.05596440,0.27921482,0.12559155,1.88231809,5.33199066,2.69361549,0.00000000
-4.85942971,7.95653691,0.05493966,0.28502963,0.12028234,1.92131901,5.47240779,2.76785317,0.00000000
-4.85342671,8.15559939,0.05380527,0.29029238,0.11454328,1.96044415,5.60651255,2.84158944,0.00000000
-4.84742371,8.34492192,0.05258392,0.29499655,0.10844565,1.99978317,5.73192851,2.91412902,0.00000000
-4.84142071,8.52228294,0.05130177,0.29916365,0.10207083,2.03944853,5.84648710,2.98484419,0.00000000
-4.83541771,8.68577872,0.04998734,0.30284009,0.09550736,2.07955763,5.94827608,3.05317854,0.00000000
-4.82941471,8.83383636,0.04867042,0.30609277,0.08884796,2.12021315,6.03567619,3.11864499,0.00000000
-4.82341171,8.96521053,0.04738092,0.30900365,0.08218670,2.16148277,6.10738497,3.18081862,0.00000000
-4.81740870,9.07896565,0.04614779,0.31166362,0.07561639,2.20337964,6.16242780,3.23932525,0.00000000
-4.81140570,9.17444624,0.04499809,0.31416598,0.06922635,2.24584495,6.20015662,3.29382710,0.00000000
-4.80540270,9.25123866,0.04395617,0.31659978,0.06310057,2.28873384,6.22023768,3.34400687,0.00000000
-4.79939970,9.30912818,0.04304304,0.31904363,0.05731635,2.33180580,6.22263028,3.38955207,0.00000000
-4.79339670,9.34805516,0.04227599,0.32156010,0.05194336,2.37472062,6.20755859,3.43014096,0.00000000
-4.78739370,9.36807432,0.04166837,0.32419114,0.04704319,2.41704024,6.17547904,3.46543171,0.00000000
-4.78139070,9.36932035,0.04122957,0.32695477,0.04266920,2.45823698,6.12704571,3.49505601,0.00000000
-4.77538769,9.35198243,0.04096529,0.32984320,0.03886682,2.49770791,6.06307607,3.51861781,0.00000000
-4.76938469,9.31628946,0.04087782,0.33282249,0.03567393,2.53479480,5.98451876,3.53569792,0.00000000
-4.76338169,9.26250661,0.04096654,0.33583380,0.03312153,2.56880879,5.89242514,3.54586413,0.00000000
-4.75737869,9.19094262,0.04122849,0.33879606,0.03123437,2.59905839,5.78792524,3.54868665,0.00000000
-4.75137569,9.10196662,0.04165893,0.34160995,0.03003154,2.62487938,5.67220864,3.54375777,0.00000000
-4.74537269,8.99603171,0.04225189,0.34416296,0.02952701,2.64566487,5.54650983,3.53071439,0.00000000
-4.73936968,8.87370260,0.04300068,0.34633517,0.02972991,2.66089362,5.41209753,3.50926206,0.00000000
-4.73336668,8.73568349,0.04389829,0.34800536,0.03064461,2.67015501,5.27026673,3.47919850,0.00000000
-4.72736368,8.58284288,0.04493761,0.34905727,0.03227055,2.67316896,5.12233227,3.44043503,0.00000000
-4.72136068,8.41623174,0.04611155,0.34938535,0.03460178,2.66979959,4.96962248,3.39301417,0.00000000
-4.71535768,8.23709238,0.04741299,0.34889999,0.03762630,2.66006155,4.81347177,3.33712193,0.00000000
-4.70935468,8.04685583,0.04883449,0.34753166,0.04132521,2.64411862,4.65521109,3.27309378,0.00000000
-4.70335168,7.84712684,0.05036798,0.34523395,0.04567169,2.62227457,4.49615573,3.20141367,0.00000000
-4.69734867,7.63965646,0.05200426,0.34198527,0.05062999,2.59495669,4.33759018,3.12270581,0.00000000
-4.69134567,7.42630329,0.05373241,0.33778918,0.05615448,2.56269304,4.18075046,3.03771972,0.00000000
-4.68534267,7.20898576,0.05553925,0.33267344,0.06218880,2.52608474,4.02680475,2.94730929,0.00000000
-4.67933967,6.98962829,0.05740879,0.32668778,0.06866533,2.48577510,3.87683332,2.85240701,0.00000000
-4.67333667,6.77010514,0.05932173,0.31990076,0.07550495,2.44241747,3.73180943,2.75399513,0.00000000
-4.66733367,6.55218592,0.06125519,0.31239576,0.08261729,2.39664385,3.59258262,2.65307531,0.00000000
-4.66133067,6.33748666,0.06318253,0.30426659,0.08990143,2.34903627,3.45986619,2.55063872,0.00000000
-4.65532766,6.12743022,0.06507345,0.29561291,0.09724717,2.30010274,3.33423011,2.44763842,0.00000000
-4.64932466,5.92321905,0.06689431,0.28653569,0.10453678,2.25025926,3.21610055,2.34496540,0.00000000
-4.64332166,5.72582234,0.06860872,0.27713321,0.11164733,2.19981895,3.10576674,2.24342989,0.00000000
-4.63731866,5.53597874,0.07017834,0.26749752,0.11845343,2.14898901,3.00339511,2.14374854,0.00000000
-4.63131566,5.35421453,0.07156393,0.25771188,0.12483034,2.09787548,2.90905038,2.04653820,0.00000000
-4.62531266,5.18087587,0.07272657,0.24784894,0.13065735,2.04649546,2.82272246,1.95231605,0.00000000
-4.61930965,5.01617283,0.07362894,0.23797000,0.13582128,1.99479581,2.74435748,1.86150588,0.00000000
-4.61330665,4.86023191,0.07423679,0.22812511,0.14021994,1.94267708,2.67389111,1.77444947,0.00000000
-4.60730365,4.71315291,0.07452021,0.21835410,0.14376537,1.89002093,2.61128159,1.69142193,0.00000000
-4.60130065,4.57506596,0.07445499,0.20868823,0.14638675,1.83671917,2.55654008,1.61264968,0.00000000
-4.59529765,4.44618407,0.07402369,0.19915241,0.14803286,1.78270261,2.50975594,1.53832944,0.00000000
-4.58929465,4.32684712,0.07321652,0.18976781,0.14867382,1.72796768,2.47111459,1.46864664,0.00000000
-4.58329165,4.21755348,0.07203200,0.18055449,0.14830221,1.67259919,2.44090620,1.40379199,0.00000000
-4.57728864,4.11897662,0.07047725,0.17153410,0.14693336,1.61678777,2.41952387,1.34397471,0.00000000
-4.57128564,4.03196463,0.06856796,0.16273222,0.14460487,1.56084100,2.40745074,1.28943170,0.00000000
-4.56528264,3.95752225,0.06632803,0.15418041,0.14137533,1.50518747,2.40523598,1.24043185,0.00000000
-4.55927964,3.89677568,0.06378893,0.14591769,0.13732232,1.45037367,2.41346069,1.19727530,0.00000000
-4.55327664,3.85092201,0.06098872,0.13799151,0.13253975,1.39705389,2.43269506,1.16028767,0.00000000
-4.54727364,3.82116600,0.05797089,0.13045806,0.12713472,1.34597377,2.46344911,1.12980986,0.00000000
-4.54127064,3.80864771,0.05478299,0.12338206,0.12122398,1.29794855,2.50611970,1.10618394,0.00000000
-4.53526763,3.81436533,0.05147516,0.11683595,0.11493016,1.25383710,2.56093689,1.08973620,0.00000000
-4.52926463,3.83909784,0.04809863,0.11089860,0.10837796,1.21451330,2.62791287,1.08075859,0.00000000
-4.52326163,3.88333207,0.04470421,0.10565364,0.10169044,1.18083613,2.70679685,1.07948952,0.00000000
-4.51725863,3.94719876,0.04134090,0.10118747,0.09498557,1.15361994,2.79703877,1.08609544,0.00000000
-4.51125563,4.03042153,0.03805463,0.09758705,0.08837311,1.13360628,2.89776465,1.10065413,0.00000000
-4.50525263,4.13228204,0.03488713,0.09493754,0.08195203,1.12143844,3.00776556,1.12314084,0.00000000
-4.49924962,4.25160363,0.03187511,0.09331994,0.07580842,1.11763963,3.12550158,1.15341790,0.00000000
-4.49324662,4.38675489,0.02904959,0.09280870,0.07001408,1.12259537,3.24912143,1.19122848,0.00000000
