energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,1.14356804,0.00342370,0.10921113,0.04507792,0.53211571,0.66106320,0.35187880,0.00000000
-5.99399700,1.14280292,0.00332557,0.10962979,0.04982333,0.53478433,0.65282594,0.35507635,0.00000000
-5.98799400,1.17134587,0.00331216,0.11296594,0.05570767,0.55340817,0.66092447,0.36725643,0.00000000
-5.98199100,1.22868784,0.00338428,0.11914708,0.06275774,0.58739923,0.68503770,0.38834973,0.00000000
-5.97598799,1.31420595,0.00354268,0.12809466,0.07098851,0.63618534,0.72477126,0.41824553,0.00000000
-5.96998499,1.42712746,0.00378806,0.13971940,0.08040050,0.69918471,0.77964125,0.45677989,0.00000000
-5.96398199,1.56648815,0.00412105,0.15391625,0.09097702,0.77577705,0.84905490,0.50372207,0.00000000
-5.95797899,1.73108809,0.00454219,0.17055927,0.10268175,0.86527311,0.93228964,0.55876018,0.00000000
-5.95197599,1.91944802,0.00505187,0.18949659,0.11545653,0.96688467,1.02847233,0.62148690,0.00000000
-5.94597299,2.12977000,0.00565029,0.21054611,0.12921979,1.07969719,1.13656045,0.69138668,0.00000000
-5.93996998,2.35990590,0.00633732,0.23349199,0.14386560,1.20264703,1.25532722,0.76782532,0.00000000
-5.93396698,2.60733723,0.00711248,0.25808246,0.15926364,1.33450546,1.38335259,0.85004319,0.00000000
-5.92796398,2.86916964,0.00797479,0.28402920,0.17526007,1.47387093,1.51902171,0.93715314,0.00000000
-5.92196098,3.14214448,0.00892268,0.31100858,0.19167946,1.61917115,1.66053236,1.02814390,0.00000000
-5.91595798,3.42266944,0.00995389,0.33866478,0.20832786,1.76867581,1.80591225,1.12188960,0.00000000
-5.90995498,3.70686912,0.01106539,0.36661512,0.22499682,1.92052045,1.95304686,1.21716579,0.00000000
-5.90395198,3.99065531,0.01225325,0.39445726,0.24146838,2.07274116,2.09971746,1.31267184,0.00000000
-5.89794897,4.26981563,0.01351258,0.42177838,0.25752089,2.22331950,2.24364891,1.40705940,0.00000000
-5.89194597,4.54011812,0.01483746,0.44816585,0.27293534,2.37023594,2.38256559,1.49896614,0.00000000
-5.88594297,4.79742790,0.01622087,0.47321918,0.28750208,2.51153003,2.51425382,1.58705354,0.00000000
-5.87993997,5.03783148,0.01765464,0.49656265,0.30102749,2.64536452,2.63662798,1.67004733,0.00000000
-5.87393697,5.25776318,0.01912944,0.51785809,0.31334041,2.77009054,2.74779774,1.74677872,0.00000000
-5.86793397,5.45412768,0.02063475,0.53681723,0.32429789,2.88431055,2.84613300,1.81622467,0.00000000
-5.86193097,5.62441259,0.02215891,0.55321299,0.33379010,2.98693557,2.93032345,1.87754495,0.00000000
-5.85592796,5.76678493,0.02368916,0.56688898,0.34174396,3.07723345,2.99942928,1.93011413,0.00000000
-5.84992496,5.88016609,0.02521172,0.57776693,0.34812542,3.15486512,3.05292046,1.97354664,0.00000000
-5.84392196,5.96428037,0.02671191,0.58585121,0.35294018,3.21990610,3.09070173,2.00771322,0.00000000
-5.83791896,6.01967360,0.02817432,0.59123043,0.35623276,3.27285146,3.11312163,2.03274762,0.00000000
-5.83191596,6.04769975,0.02958304,0.59407574,0.35808396,3.31460292,3.12096434,2.04904275,0.00000000
-5.82591296,6.05047458,0.03092182,0.59463577,0.35860683,3.34643780,3.11542403,2.05723588,0.00000000
-5.81990995,6.03079771,0.03217446,0.59322843,0.35794123,3.36996044,3.09806221,2.05818332,0.00000000
-5.81390695,5.99204545,0.03332506,0.59022983,0.35624738,3.38703779,3.07074962,2.05292537,0.00000000
-5.80790395,5.93803877,0.03435836,0.58606068,0.35369855,3.39972138,3.03559476,2.04264276,0.00000000
-5.80190095,5.87289184,0.03526012,0.58117090,0.35047337,3.41015930,2.99486216,2.02860655,0.00000000
-5.79589795,5.80084786,0.03601749,0.57602299,0.34674803,3.42050171,2.95088382,2.01212361,0.00000000
-5.78989495,5.72610941,0.03661932,0.57107494,0.34268880,3.43280465,2.90596774,1.99448012,0.00000000
-5.78389195,5.65267107,0.03705651,0.56676354,0.33844522,3.44893633,2.86230767,1.97688575,0.00000000
-5.77788894,5.58416201,0.03732225,0.56348874,0.33414424,3.47049075,2.82189813,1.96042111,0.00000000
-5.77188594,5.52370558,0.03741232,0.56159974,0.32988560,3.49871277,2.78645851,1.94599095,0.00000000
-5.76588294,5.47380238,0.03732514,0.56138355,0.32573863,3.53443839,2.75736966,1.93428533,0.00000000
-5.75987994,5.43624190,0.03706193,0.56305637,0.32174068,3.57805331,2.73562569,1.92575063,0.00000000
-5.75387694,5.41204648,0.03662666,0.56675809,0.31789702,3.62947175,2.72180304,1.92057180,0.00000000
-5.74787394,5.40144966,0.03602597,0.57255011,0.31418235,3.68813683,2.71604786,1.91866658,0.00000000
-5.74187094,5.40390933,0.03526899,0.58041647,0.31054382,3.75304214,2.71808213,1.91969202,0.00000000
-5.73586793,5.41815435,0.03436708,0.59026794,0.30690517,3.82277369,2.72722762,1.92306284,0.00000000
-5.72986493,5.44226162,0.03333354,0.60194886,0.30317195,3.89556972,2.74244636,1.92798080,0.00000000
-5.72386193,5.47375921,0.03218321,0.61524612,0.29923750,3.96939554,2.76239515,1.93347339,0.00000000
-5.71785893,5.50975006,0.03093209,0.62989976,0.29498926,4.04202928,2.78549140,1.93844021,0.00000000
-5.71185593,5.54704955,0.02959692,0.64561452,0.29031527,4.11115429,2.80998665,1.94170441,0.00000000
-5.70585293,5.58233034,0.02819477,0.66207165,0.28511036,4.17445347,2.83404430,1.94206702,0.00000000
-5.69984992,5.61226713,0.02674264,0.67894037,0.27928187,4.22970089,2.85581780,1.93836142,0.00000000
-5.69384692,5.63367477,0.02525707,0.69588844,0.27275461,4.27484633,2.87352556,1.92950538,0.00000000
-5.68784392,5.64363353,0.02375389,0.71259132,0.26547478,4.30808877,2.88551945,1.91454851,0.00000000
-5.68184092,5.63959637,0.02224786,0.72873965,0.25741284,4.32793593,2.89034405,1.89271287,0.00000000
-5.67583792,5.61947425,0.02075256,0.74404484,0.24856512,4.33324740,2.88678439,1.86342523,0.00000000
-5.66983492,5.58169691,0.01928019,0.75824272,0.23895417,4.32326030,2.87390080,1.82633977,0.00000000
-5.66383192,5.52524790,0.01784147,0.77109544,0.22862794,4.29759730,2.85105019,1.78135056,0.00000000
-5.65782891,5.44967426,0.01644569,0.78239178,0.21765787,4.25625779,2.81789365,1.72859373,0.00000000
-5.65182591,5.35507242,0.01510063,0.79194627,0.20613604,4.19959394,2.77439131,1.66843977,0.00000000
-5.64582291,5.24205314,0.01381270,0.79959754,0.19417149,4.12827427,2.72078567,1.60147678,0.00000000
-5.63981991,5.11168919,0.01258699,0.80520635,0.18188607,4.04323760,2.65757549,1.52848606,0.00000000
-5.63381691,4.96545010,0.01142737,0.80865372,0.16940998,3.94564092,2.58548221,1.45041155,0.00000000
-5.62781391,4.80512873,0.01033669,0.80983954,0.15687717,3.83680444,2.50541158,1.36832501,0.00000000
-5.62181091,4.63276417,0.00931681,0.80868205,0.14442092,3.71815729,2.41841281,1.28338867,0.00000000
-5.61580790,4.45056550,0.00836881,0.80511825,0.13216972,3.59118671,2.32563764,1.19681751,0.00000000
-5.60980490,4.26084012,0.00749312,0.79910547,0.12024370,3.45739301,2.22830138,1.10984260,0.00000000
-5.60380190,4.06592986,0.00668960,0.79062386,0.10875158,3.31825225,2.12764764,1.02367720,0.00000000
-5.59779890,3.86815699,0.00595765,0.77967988,0.09778844,3.17518747,2.02491814,0.93948689,0.00000000
-5.59179590,3.66978145,0.00529637,0.76631019,0.08743412,3.02954887,1.92132819,0.85836451,0.00000000
-5.58579290,3.47296981,0.00470456,0.75058585,0.07775243,2.88260255,1.81804847,0.78131053,0.00000000
-5.57978989,3.27977530,0.00418086,0.73261625,0.06879107,2.73552680,1.71619270,0.70921913,0.00000000
-5.57378689,3.09212794,0.00372378,0.71255245,0.06058211,2.58941469,1.61681099,0.64286962,0.00000000
-5.56778389,2.91183291,0.00333171,0.69058943,0.05314312,2.44528113,1.52088792,0.58292309,0.00000000
-5.56178089,2.74057527,0.00300304,0.66696697,0.04647867,2.30407271,1.42934444,0.52992335,0.00000000
-5.55577789,2.57992872,0.00273609,0.64196894,0.04058220,2.16667851,1.34304252,0.48430153,0.00000000
-5.54977489,2.43136622,0.00252920,0.61592072,0.03543805,2.03394035,1.26279137,0.44638337,0.00000000
-5.54377189,2.29627071,0.00238065,0.58918484,0.03102366,1.90666106,1.18935434,0.41639819,0.00000000
-5.53776888,2.17594403,0.00228874,0.56215489,0.02731174,1.78560996,1.12345545,0.39448884,0.00000000
-5.53176588,2.07161309,0.00225170,0.53524784,0.02427234,1.67152494,1.06578507,0.38072166,0.00000000
-5.52576288,1.98443245,0.00226768,0.50889515,0.02187484,1.56511105,1.01700404,0.37509592,0.00000000
-5.51975988,1.91548312,0.00233475,0.48353298,0.02008965,1.46703579,0.97774613,0.37755228,0.00000000
-5.51375688,1.86576768,0.00245083,0.45959192,0.01888978,1.37792172,0.94861872,0.38797989,0.00000000
-5.50775388,1.83620235,0.00261365,0.43748669,0.01825202,1.29833722,0.93020172,0.40622221,0.00000000
-5.50175088,1.82760688,0.00282075,0.41760622,0.01815797,1.22878620,0.92304512,0.43208143,0.00000000
-5.49574787,1.84069299,0.00306940,0.40030455,0.01859477,1.16969789,0.92766528,0.46532191,0.00000000
-5.48974487,1.87605273,0.00335662,0.38589276,0.01955548,1.12141756,0.94454037,0.50567275,0.00000000
-5.48374187,1.93414737,0.00367913,0.37463231,0.02103928,1.08419900,0.97410528,0.55283005,0.00000000
-5.47773887,2.01529785,0.00403340,0.36672994,0.02305143,1.05819938,1.01674613,0.60645913,0.00000000
-5.47173587,2.11967722,0.00441564,0.36233415,0.02560288,1.04347677,1.07279461,0.66619705,0.00000000
-5.46573287,2.24730541,0.00482182,0.36153338,0.02870974,1.03999059,1.14252217,0.73165579,0.00000000
-5.45972986,2.39804625,0.00524777,0.36435569,0.03239244,1.04760471,1.22613391,0.80242620,0.00000000
-5.45372686,2.57160659,0.00568922,0.37076993,0.03667470,1.06609284,1.32376225,0.87808267,0.00000000
-5.44772386,2.76753685,0.00614189,0.38068817,0.04158221,1.09514572,1.43545995,0.95818866,0.00000000
-5.44172086,2.98523242,0.00660158,0.39396916,0.04714118,1.13437933,1.56119251,1.04230256,0.00000000
-5.43571786,3.22393519,0.00706426,0.41042268,0.05337659,1.18334338,1.70082960,1.12998381,0.00000000
-5.42971486,3.48273437,0.00752620,0.42981444,0.06031031,1.24152937,1.85413562,1.22079871,0.00000000
-5.42371186,3.76056621,0.00798400,0.45187146,0.06795912,1.30837745,2.02075944,1.31432552,0.00000000
-5.41770885,4.05621204,0.00843471,0.47628771,0.07633256,1.38328159,2.20022342,1.41015844,0.00000000
-5.41170585,4.36829478,0.00887585,0.50272976,0.08543084,1.46559282,2.39191231,1.50790999,0.00000000
-5.40570285,4.69527397,0.00930545,0.53084254,0.09524280,1.55462013,2.59506250,1.60721166,0.00000000
-5.39969985,5.03544019,0.00972207,0.56025496,0.10574397,1.64962956,2.80875261,1.70771251,0.00000000
-5.39369685,5.38690973,0.01012475,0.59058540,0.11689497,1.74984148,3.03189605,1.80907584,0.00000000
-5.38769385,5.74762072,0.01051294,0.62144709,0.12864025,1.85442698,3.26323696,1.91097410,0.00000000
-5.38169085,6.11533243,0.01088648,0.65245332,0.14090731,1.96250385,3.50135021,2.01308237,0.00000000
-5.37568784,6.48762898,0.01124543,0.68322247,0.15360644,2.07313336,3.74464672,2.11507093,0.00000000
-5.36968484,6.86192924,0.01159004,0.71338289,0.16663119,2.18531855,3.99138470,2.21659750,0.00000000
-5.36368184,7.23550394,0.01192055,0.74257762,0.17985951,2.29800503,4.23968754,2.31729990,0.00000000
-5.35767884,7.60550116,0.01223713,0.77046884,0.19315558,2.41008514,4.48756851,2.41678975,0.00000000
-5.35167584,7.96898036,0.01253979,0.79674211,0.20637248,2.52040604,4.73296217,2.51464789,0.00000000
-5.34567284,8.32295513,0.01282827,0.82111024,0.21935542,2.62778203,4.97376187,2.61042204,0.00000000
-5.33966983,8.66444363,0.01310201,0.84331674,0.23194566,2.73101130,5.20786248,2.70362714,0.00000000
-5.33366683,8.99052549,0.01336014,0.86313880,0.24398485,2.82889674,5.43320677,2.79374847,0.00000000
-5.32766383,9.29840310,0.01360153,0.88038963,0.25531971,2.92027018,5.64783382,2.88024772,0.00000000
-5.32166083,9.58546490,0.01382482,0.89492015,0.26580681,3.00401931,5.84992740,2.96257157,0.00000000
-5.31565783,9.84934777,0.01402856,0.90661995,0.27531734,3.07911588,6.03786214,3.04016258,0.00000000
-5.30965483,10.08799560,0.01421132,0.91541747,0.28374149,3.14464413,6.21024527,3.11247174,0.00000000
-5.30365183,10.29971102,0.01437192,0.92127942,0.29099241,3.19982770,6.36595189,3.17897187,0.00000000
-5.29764882,10.48319759,0.01450960,0.92420947,0.29700940,3.24405381,6.50415195,3.23917144,0.00000000
-5.29164582,10.63759019,0.01462419,0.92424626,0.30176029,3.27689314,6.62432733,3.29262763,0.00000000
-5.28564282,10.76247179,0.01471637,0.92146088,0.30524279,3.29811441,6.72627834,3.33895832,0.00000000
-5.27963982,10.85787575,0.01478784,0.91595390,0.30748469,3.30769264,6.81011884,3.37785215,0.00000000
-5.27363682,10.92427327,0.01484149,0.90785210,0.30854306,3.30581046,6.87626053,3.40907635,0.00000000
-5.26763382,10.96254676,0.01488155,0.89730514,0.30850222,3.29285237,6.92538685,3.43248198,0.00000000
-5.26163082,10.97395046,0.01491366,0.88448208,0.30747079,3.26939206,6.95841802,3.44800656,0.00000000
-5.25562781,10.96006030,0.01494495,0.86956822,0.30557772,3.23617324,6.97646884,3.45567411,0.00000000
-5.24962481,10.92271564,0.01498399,0.85276198,0.30296772,3.19408498,6.98080151,3.45559291,0.00000000
-5.24362181,10.86395589,0.01504075,0.83427215,0.29979603,3.14413263,6.97277577,3.44795133,0.00000000
-5.23761881,10.78595501,0.01512647,0.81431537,0.29622303,3.08740565,6.95379879,3.43301218,0.00000000
-5.23161581,10.69095706,0.01525348,0.79311395,0.29240862,3.02504395,6.92527726,3.41110605,0.00000000
-5.22561281,10.58121552,0.01543493,0.77089378,0.28850694,2.95820401,6.88857377,3.38262421,0.00000000
-5.21960980,10.45893902,0.01568454,0.74788247,0.28466134,2.88802649,6.84496938,3.34801137,0.00000000
-5.21360680,10.32624508,0.01601628,0.72430744,0.28099999,2.81560641,6.79563378,3.30775874,0.00000000
-5.20760380,10.18512340,0.01644395,0.70039399,0.27763225,2.74196715,6.74160384,3.26239758,0.00000000
-5.20160080,10.03740924,0.01698084,0.67636313,0.27464582,2.66803905,6.68377107,3.21249326,0.00000000
-5.19559780,9.88476671,0.01763931,0.65242925,0.27210486,2.59464321,6.62287776,3.15863997,0.00000000
-5.18959480,9.72868157,0.01843036,0.62879750,0.27004904,2.52248070,6.55952100,3.10145575,0.00000000
-5.18359180,9.57046217,0.01936322,0.60566089,0.26849351,2.45212724,6.49416380,3.04157771,0.00000000
-5.17758879,9.41124707,0.02044495,0.58319719,0.26742971,2.38403301,6.42715150,2.97965718,0.00000000
-5.17158579,9.25201767,0.02168006,0.56156572,0.26682701,2.31852711,6.35873221,2.91635438,0.00000000
-5.16558279,9.09361369,0.02307019,0.54090420,0.26663497,2.25582593,6.28907923,2.85233237,0.00000000
-5.15957979,8.93675000,0.02461377,0.52132569,0.26678611,2.19604466,6.21831380,2.78825015,0.00000000
-5.15357679,8.78203283,0.02630584,0.50291596,0.26719908,2.13921108,6.14652668,2.72475453,0.00000000
-5.14757379,8.62997427,0.02813784,0.48573134,0.26778212,2.08528066,6.07379698,2.66247097,0.00000000
-5.14157079,8.48100384,0.03009761,0.46979739,0.26843660,2.03415223,6.00020733,2.60199335,0.00000000
-5.13556778,8.33547675,0.03216936,0.45510827,0.26906052,1.98568333,5.92585450,2.54387295,0.00000000
-5.12956478,8.19367859,0.03433383,0.44162726,0.26955203,1.93970475,5.85085532,2.48860699,0.00000000
-5.12356178,8.05582674,0.03656858,0.42928817,0.26981263,1.89603355,5.77534773,2.43662719,0.00000000
-5.11755878,7.92206926,0.03884833,0.41799795,0.26975020,1.85448443,5.69948761,2.38828891,0.00000000
-5.11155578,7.79248209,0.04114551,0.40764022,0.26928167,1.81487908,5.62344196,2.34386157,0.00000000
-5.10555278,7.66706578,0.04343085,0.39807975,0.26833540,1.77705355,5.54737952,2.30352078,0.00000000
-5.09954977,7.54574306,0.04567411,0.38916774,0.26685315,1.74086366,5.47145997,2.26734305,0.00000000
-5.09354677,7.42835844,0.04784497,0.38074766,0.26479162,1.70618867,5.39582304,2.23530343,0.00000000
-5.08754377,7.31468112,0.04991383,0.37266146,0.26212369,1.67293342,5.32057884,2.20727664,0.00000000
-5.08154077,7.20441212,0.05185279,0.36475583,0.25883915,1.64102927,5.24580050,2.18304189,0.00000000
-5.07553777,7.09719628,0.05363660,0.35688841,0.25494501,1.61043420,5.17152032,2.16229159,0.00000000
-5.06953477,6.99263965,0.05524350,0.34893348,0.25046545,1.58113219,5.09773020,2.14464390,0.00000000
-5.06353177,6.89033199,0.05665608,0.34078708,0.24544122,1.55313236,5.02438681,2.12965881,0.00000000
-5.05752876,6.78987416,0.05786194,0.33237124,0.23992867,1.52646788,4.95142178,2.11685725,0.00000000
-5.05152576,6.69090934,0.05885427,0.32363715,0.23399833,1.50119495,4.87875669,2.10574269,0.00000000
-5.04552276,6.59315698,0.05963214,0.31456721,0.22773301,1.47739163,4.80632237,2.09582430,0.00000000
-5.03951976,6.49644774,0.06020064,0.30517581,0.22122556,1.45515678,4.73408154,2.08664077,0.00000000
-5.03351676,6.40075774,0.06057077,0.29550883,0.21457621,1.43460881,4.66205375,2.07778369,0.00000000
-5.02751376,6.30624001,0.06075900,0.28564194,0.20788961,1.41588407,4.59034094,2.06891938,0.00000000
-5.02151076,6.21325102,0.06078670,0.27567769,0.20127162,1.39913491,4.51915220,2.05980817,0.00000000
-5.01550775,6.12237039,0.06067927,0.26574153,0.19482597,1.38452690,4.44882584,2.05032001,0.00000000
-5.00950475,6.03441177,0.06046506,0.25597702,0.18865083,1.37223533,4.37984710,2.04044555,0.00000000
-5.00350175,5.95042347,0.06017418,0.24654025,0.18283545,1.36244074,4.31285972,2.03030197,0.00000000
-4.99749875,5.87167761,0.05983720,0.23759385,0.17745705,1.35532343,4.24867012,2.02013307,0.00000000
-4.99149575,5.79964713,0.05948376,0.22930068,0.17257792,1.35105710,4.18824285,2.01030341,0.00000000
-4.98549275,5.73597071,0.05914130,0.22181752,0.16824306,1.34980168,4.13268672,2.00128649,0.00000000
-4.97948974,5.68240611,0.05883378,0.21528903,0.16447835,1.35169568,4.08323123,1.99364738,0.00000000
-4.97348674,5.64077322,0.05858063,0.20984200,0.16128941,1.35684842,4.04119363,1.98802051,0.00000000
-4.96748374,5.61288869,0.05839587,0.20558044,0.15866110,1.36533255,4.00793731,1.98508334,0.00000000
-4.96148074,5.60049474,0.05828753,0.20258133,0.15655794,1.37717740,3.98482303,1.98552734,0.00000000
-4.95547774,5.60518493,0.05825733,0.20089145,0.15492523,1.39236364,3.97315463,1.99002742,0.00000000
-4.94947474,5.62833043,0.05830070,0.20052529,0.15369096,1.41081973,3.97412161,1.99921130,0.00000000
-4.94347174,5.67101024,0.05840711,0.20146419,0.15276844,1.43242067,3.98874122,2.01363041,0.00000000
-4.93746873,5.73394877,0.05856067,0.20365666,0.15205951,1.45698921,4.01780268,2.03373362,0.00000000
