energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.67635886,0.00468986,0.12296684,0.59416020,0.39467540,0.02908607,0.64049693,0.54994990,0.17268354
-5.99399700,1.74236762,0.00522147,0.12523577,0.61665598,0.40162623,0.02949037,0.67338725,0.58872883,0.17928553
-5.98799400,1.81211084,0.00579955,0.12774844,0.64031431,0.41007176,0.02993672,0.70728119,0.62710433,0.18611158
-5.98199100,1.88414850,0.00642363,0.13036665,0.66455946,0.41967911,0.03041025,0.74164689,0.66455701,0.19302171
-5.97598799,1.95700665,0.00709255,0.13295215,0.68881175,0.43010558,0.03089584,0.77593602,0.70056155,0.19987721
-5.96998499,2.02921553,0.00780445,0.13537060,0.71250216,0.44100968,0.03137859,0.80959673,0.73459953,0.20654393
-5.96398199,2.09934617,0.00855667,0.13749559,0.73508633,0.45206148,0.03184435,0.84208633,0.76617243,0.21289516
-5.95797899,2.16604406,0.00934563,0.13921217,0.75605744,0.46295192,0.03227999,0.87288327,0.79481426,0.21881418
-5.95197599,2.22805927,0.01016686,0.14042008,0.77495751,0.47340078,0.03267373,0.90149812,0.82010346,0.22419625
-5.94597299,2.28427185,0.01101485,0.14103638,0.79138694,0.48316315,0.03301527,0.92748314,0.84167351,0.22895017
-5.93996998,2.33371227,0.01188309,0.14099750,0.80501197,0.49203422,0.03329588,0.95044039,0.85922197,0.23299931
-5.93396698,2.37557641,0.01276402,0.14026052,0.81556997,0.49985230,0.03350839,0.97002814,0.87251758,0.23628214
-5.92796398,2.40923506,0.01364910,0.13880379,0.82287247,0.50650009,0.03364715,0.98596564,0.88140518,0.23875233
-5.92196098,2.43423810,0.01452883,0.13662682,0.82680594,0.51190429,0.03370785,0.99803608,0.88580835,0.24037847
-5.91595798,2.45031354,0.01539290,0.13374947,0.82733052,0.51603362,0.03368747,1.00608809,0.88572972,0.24114345
-5.90995498,2.45736217,0.01623030,0.13021042,0.82447681,0.51889546,0.03358403,1.01003566,0.88124896,0.24104365
-5.90395198,2.45544814,0.01702954,0.12606520,0.81834097,0.52053141,0.03339651,1.00985678,0.87251869,0.24008789
-5.89794897,2.44478631,0.01777890,0.12138366,0.80907843,0.52101185,0.03312470,1.00559100,0.85975845,0.23829640
-5.89194597,2.42572708,0.01846665,0.11624716,0.79689659,0.52042997,0.03276911,0.99733595,0.84324705,0.23569960
-5.88594297,2.39873938,0.01908143,0.11074546,0.78204664,0.51889536,0.03233090,0.98524323,0.82331371,0.23233706
-5.87993997,2.36439247,0.01961253,0.10497364,0.76481506,0.51652769,0.03181186,0.96951359,0.80032823,0.22825634
-5.87393697,2.32333723,0.02005020,0.09902891,0.74551489,0.51345039,0.03121444,0.95039167,0.77469067,0.22351199
-5.86793397,2.27628741,0.02038603,0.09300770,0.72447713,0.50978494,0.03054174,0.92816042,0.74682090,0.21816459
-5.86193097,2.22400136,0.02061321,0.08700291,0.70204248,0.50564569,0.02979758,0.90313517,0.71714830,0.21227974
-5.85592796,2.16726449,0.02072681,0.08110158,0.67855360,0.50113553,0.02898657,0.87565760,0.68610199,0.20592719
-5.84992496,2.10687279,0.02072398,0.07538282,0.65434801,0.49634242,0.02811408,0.84608938,0.65410187,0.19917991
-5.84392196,2.04361763,0.02060414,0.06991634,0.62975174,0.49133701,0.02718632,0.81480587,0.62155054,0.19211310
-5.83791896,1.97827187,0.02036899,0.06476128,0.60507373,0.48617121,0.02621031,0.78218961,0.58882643,0.18480326
-5.83191596,1.91157749,0.02002255,0.05996559,0.58060114,0.48087780,0.02519380,0.74862388,0.55627812,0.17732707
-5.82591296,1.84423467,0.01957107,0.05556578,0.55659541,0.47547095,0.02414520,0.71448627,0.52421997,0.16976032
-5.81990995,1.77689242,0.01902286,0.05158703,0.53328917,0.46994764,0.02307346,0.68014242,0.49292895,0.16217676
-5.81390695,1.71014074,0.01838804,0.04804371,0.51088385,0.46428979,0.02198789,0.64594001,0.46264277,0.15464689
-5.80790395,1.64450435,0.01767828,0.04494011,0.48954813,0.45846692,0.02089798,0.61220315,0.43355908,0.14723681
-5.80190095,1.58043801,0.01690637,0.04227138,0.46941704,0.45243926,0.01981315,0.57922728,0.40583583,0.14000706
-5.79589795,1.51832339,0.01608591,0.04002470,0.45059177,0.44616104,0.01874259,0.54727468,0.37959242,0.13301159
-5.78989495,1.45846754,0.01523084,0.03818049,0.43314010,0.43958389,0.01769500,0.51657092,0.35491174,0.12629680
-5.78389195,1.40110303,0.01435509,0.03671364,0.41709750,0.43266009,0.01667839,0.48730203,0.33184288,0.11990084
-5.77788894,1.34638960,0.01347216,0.03559489,0.40246890,0.42534564,0.01569994,0.45961288,0.31040430,0.11385303
