energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,3.98507523,0.00111414,0.06082633,0.61016900,3.33065355,0.71298257,0.00000000,0.26463990,0.21540288
-5.99399700,3.93658700,0.00103690,0.05982538,0.60657518,3.30242568,0.69663644,0.00000000,0.25851588,0.21067275
-5.98799400,3.89141022,0.00095942,0.05881910,0.60285815,3.27765405,0.68060405,0.00000000,0.25232036,0.20598393
-5.98199100,3.85050109,0.00088279,0.05782930,0.59919203,3.25717784,0.66495184,0.00000000,0.24612283,0.20138800
-5.97598799,3.81464760,0.00080801,0.05687473,0.59574191,3.24169927,0.64971334,0.00000000,0.23998068,0.19692585
-5.96998499,3.78446547,0.00073598,0.05597091,0.59266033,3.23177718,0.63489232,0.00000000,0.23393858,0.19262816
-5.96398199,3.76039984,0.00066744,0.05513026,0.59008485,3.22782419,0.62046736,0.00000000,0.22802867,0.18851650
-5.95797899,3.74273173,0.00060304,0.05436239,0.58813660,3.23010710,0.60639751,0.00000000,0.22227140,0.18460474
-5.95197599,3.73158874,0.00054328,0.05367453,0.58691997,3.23875016,0.59262868,0.00000000,0.21667692,0.18090102
-5.94597299,3.72695890,0.00048853,0.05307218,0.58652329,3.25374068,0.57910043,0.00000000,0.21124696,0.17740977
-5.93996998,3.72870702,0.00043906,0.05255980,0.58702032,3.27493680,0.56575270,0.00000000,0.20597708,0.17413400
-5.93396698,3.73659268,0.00039504,0.05214157,0.58847271,3.30207719,0.55253222,0.00000000,0.20085914,0.17107743
-5.92796398,3.75028948,0.00035656,0.05182219,0.59093297,3.33479255,0.53939820,0.00000000,0.19588389,0.16824653
-5.92196098,3.76940472,0.00032364,0.05160762,0.59444801,3.37261888,0.52632717,0.00000000,0.19104343,0.16565233
-5.91595798,3.79349953,0.00029628,0.05150571,0.59906306,3.41501252,0.51331663,0.00000000,0.18633362,0.16331180
-5.90995498,3.82210870,0.00027442,0.05152678,0.60482565,3.46136698,0.50038752,0.00000000,0.18175613,0.16124882
-5.90395198,3.85476038,0.00025802,0.05168395,0.61178966,3.51103143,0.48758536,0.00000000,0.17732015,0.15949466
-5.89794897,3.89099499,0.00024704,0.05199334,0.62001912,3.56333076,0.47498016,0.00000000,0.17304366,0.15808796
-5.89194597,3.93038332,0.00024147,0.05247405,0.62959161,3.61758677,0.46266507,0.00000000,0.16895420,0.15707419
-5.88594297,3.97254329,0.00024133,0.05314789,0.64060104,3.67314020,0.45075395,0.00000000,0.16508915,0.15650457
-5.87993997,4.01715500,0.00024669,0.05403896,0.65315962,3.72937269,0.43937797,0.00000000,0.16149543,0.15643462
-5.87393697,4.06397351,0.00025766,0.05517292,0.66739893,3.78572812,0.42868145,0.00000000,0.15822875,0.15692226
-5.86793397,4.11283874,0.00027437,0.05657619,0.68346984,3.84173214,0.41881710,0.00000000,0.15535240,0.15802567
-5.86193097,4.16368204,0.00029704,0.05827491,0.70154118,3.89700907,0.40994086,0.00000000,0.15293553,0.15980082
-5.85592796,4.21652869,0.00032586,0.06029378,0.72179715,3.95129515,0.40220659,0.00000000,0.15105122,0.16229906
-5.84992496,4.27149597,0.00036109,0.06265487,0.74443342,4.00444713,0.39576066,0.00000000,0.14977415,0.16556449
-5.84392196,4.32878650,0.00040297,0.06537633,0.76965196,4.05644560,0.39073680,0.00000000,0.14917817,0.16963159
-5.83791896,4.38867665,0.00045172,0.06847123,0.79765467,4.10739246,0.38725122,0.00000000,0.14933375,0.17452290
-5.83191596,4.45150025,0.00050753,0.07194631,0.82863612,4.15750239,0.38539822,0.00000000,0.15030543,0.18024710
-5.82591296,4.51762807,0.00057056,0.07580106,0.86277541,4.20708841,0.38524635,0.00000000,0.15214934,0.18679730
-5.81990995,4.58744355,0.00064087,0.08002679,0.90022765,4.25654214,0.38683530,0.00000000,0.15491095,0.19414988
-5.81390695,4.66131606,0.00071846,0.08460606,0.94111522,4.30630937,0.39017348,0.00000000,0.15862301,0.20226375
-5.80790395,4.73957260,0.00080319,0.08951235,0.98551935,4.35686229,0.39523652,0.00000000,0.16330389,0.21108014
-5.80190095,4.82246950,0.00089483,0.09470999,1.03347210,4.40866967,0.40196651,0.00000000,0.16895621,0.22052297
-5.79589795,4.91016532,0.00099302,0.10015445,1.08494939,4.46216640,0.41027220,0.00000000,0.17556602,0.23049968
-5.78989495,5.00269669,0.00109726,0.10579301,1.13986522,4.51772415,0.42002997,0.00000000,0.18310226,0.24090275
-5.78389195,5.09995803,0.00120692,0.11156565,1.19806733,4.57562452,0.43108570,0.00000000,0.19151690,0.25161157
-5.77788894,5.20168657,0.00132127,0.11740634,1.25933472,4.63603606,0.44325738,0.00000000,0.20074535,0.26249492
-5.77188594,5.30745344,0.00143945,0.12324461,1.32337688,4.69899645,0.45633842,0.00000000,0.21070741,0.27341372
-5.76588294,5.41666126,0.00156051,0.12900730,1.38983501,4.76440044,0.47010163,0.00000000,0.22130865,0.28422417
-5.75987994,5.52854855,0.00168344,0.13462049,1.45828518,4.83199419,0.48430361,0.00000000,0.23244206,0.29478109
-5.75387694,5.64220067,0.00180718,0.14001157,1.52824321,4.90137606,0.49868966,0.00000000,0.24399010,0.30494136
-5.74787394,5.75656671,0.00193066,0.14511128,1.59917122,4.97200346,0.51299888,0.00000000,0.25582690,0.31456734
-5.74187094,5.87048140,0.00205283,0.14985570,1.67048559,5.04320530,0.52696937,0.00000000,0.26782073,0.32353016
-5.73586793,5.98269103,0.00217270,0.15418805,1.74156600,5.11419896,0.54034350,0.00000000,0.27983641,0.33171280
-5.72986493,6.09188178,0.00228931,0.15806033,1.81176535,5.18411074,0.55287300,0.00000000,0.29173786,0.33901274
-5.72386193,6.19670926,0.00240185,0.16143451,1.88042008,5.25199853,0.56432373,0.00000000,0.30339056,0.34534421
-5.71785893,6.29582774,0.00250959,0.16428348,1.94686076,5.31687535,0.57448012,0.00000000,0.31466378,0.35063981
-5.71185593,6.38791779,0.00261194,0.16659152,2.01042252,5.37773263,0.58314906,0.00000000,0.32543281,0.35485159
-5.70585293,6.47171118,0.00270845,0.16835428,2.07045509,5.43356211,0.59016325,0.00000000,0.33558078,0.35795143
-5.69984992,6.54601229,0.00279877,0.16957843,2.12633234,5.48337553,0.59538382,0.00000000,0.34500038,0.35993081
-5.69384692,6.60971550,0.00288271,0.17028078,2.17746098,5.52622169,0.59870234,0.00000000,0.35359522,0.36079987
-5.68784392,6.66181835,0.00296013,0.17048710,2.22328859,5.56120036,0.60004203,0.00000000,0.36128096,0.36058600
-5.68184092,6.70143074,0.00303102,0.17023062,2.26331068,5.58747335,0.59935833,0.00000000,0.36798622,0.35933184
-5.67583792,6.72778072,0.00309538,0.16955030,2.29707700,5.60427299,0.59663873,0.00000000,0.37365319,0.35709299
-5.66983492,6.74021751,0.00315324,0.16848903,2.32419710,5.61090855,0.59190199,0.00000000,0.37823822,0.35393539
-5.66383192,6.73821282,0.00320464,0.16709178,2.34434523,5.60677139,0.58519679,0.00000000,0.38171210,0.34993271
-5.65782891,6.72136159,0.00324958,0.16540385,2.35726478,5.59133957,0.57659989,0.00000000,0.38406042,0.34516367
-5.65182591,6.68938294,0.00328799,0.16346942,2.36277221,5.56418284,0.56621389,0.00000000,0.38528379,0.33970965
-5.64582291,6.64212245,0.00331976,0.16133027,2.36076078,5.52496853,0.55416469,0.00000000,0.38539813,0.33365259
-5.63981991,6.57955643,0.00334468,0.15902493,2.35120393,5.47346897,0.54059875,0.00000000,0.38443499,0.32707330
-5.63381691,6.50179840,0.00336250,0.15658825,2.33415846,5.40957057,0.52568020,0.00000000,0.38244186,0.32005030
-5.62781391,6.40910794,0.00337287,0.15405141,2.30976733,5.33328460,0.50958797,0.00000000,0.37948260,0.31265927
-5.62181091,6.30190149,0.00337544,0.15144226,2.27826199,5.24475915,0.49251291,0.00000000,0.37563783,0.30497291
-5.61580790,6.18076429,0.00336983,0.14878620,2.23996402,5.14429173,0.47465495,0.00000000,0.37100524,0.29706152
-5.60980490,6.04646246,0.00335569,0.14610723,2.19528582,5.03234138,0.45622043,0.00000000,0.36569989,0.28899384
-5.60380190,5.89995369,0.00333272,0.14342928,2.14472998,4.90953921,0.43741950,0.00000000,0.35985419,0.28083836
-5.59779890,5.74239520,0.00330073,0.14077771,2.08888710,4.77669613,0.41846361,0.00000000,0.35361764,0.27266480
-5.59179590,5.57514725,0.00325966,0.13818075,2.02843161,4.63480633,0.39956315,0.00000000,0.34715616,0.26454568
-5.58579290,5.39977068,0.00320964,0.13567086,1.96411542,4.48504552,0.38092507,0.00000000,0.34065089,0.25655772
-5.57978989,5.21801746,0.00315096,0.13328582,1.89675908,4.32876272,0.36275061,0.00000000,0.33429641,0.24878316
-5.57378689,5.03181299,0.00308415,0.13106961,1.82724048,4.16746519,0.34523297,0.00000000,0.32829835,0.24131053
-5.56778389,4.84323000,0.00300996,0.12907273,1.75648100,4.00279603,0.32855502,0.00000000,0.32287022,0.23423510
-5.56178089,4.65445394,0.00292933,0.12735218,1.68542932,3.83650474,0.31288693,0.00000000,0.31822966,0.22765869
-5.55577789,4.46774058,0.00284342,0.12597087,1.61504327,3.67041132,0.29838389,0.00000000,0.31459399,0.22168884
-5.54977489,4.28536702,0.00275354,0.12499659,1.54627016,3.50636507,0.28518375,0.00000000,0.31217530,0.21643751
-5.54377189,4.10957772,0.00266115,0.12450047,1.48002622,3.34619951,0.27340487,0.00000000,0.31117502,0.21201908
-5.53776888,3.94252798,0.00256779,0.12455508,1.41717592,3.19168532,0.26314404,0.00000000,0.31177847,0.20854796
-5.53176588,3.78622693,0.00247504,0.12523222,1.35851201,3.04448334,0.25447479,0.00000000,0.31414920,0.20613582
-5.52576288,3.64248311,0.00238445,0.12660047,1.30473707,2.90609974,0.24744599,0.00000000,0.31842378,0.20488853
-5.51975988,3.51285493,0.00229752,0.12872265,1.25644753,2.77784558,0.24208096,0.00000000,0.32470698,0.20490309
-5.51375688,3.39860872,0.00221561,0.13165333,1.21412077,2.66080266,0.23837723,0.00000000,0.33306773,0.20626464
-5.50775388,3.30068651,0.00213993,0.13543652,1.17810619,2.55579739,0.23630694,0.00000000,0.34353610,0.20904362
-5.50175088,3.21968513,0.00207149,0.14010359,1.14862051,2.46338399,0.23581802,0.00000000,0.35610151,0.21329344
-5.49574787,3.15584807,0.00201106,0.14567158,1.12574779,2.38383779,0.23683616,0.00000000,0.37071219,0.21904860
-5.48974487,3.10907025,0.00195917,0.15214198,1.10944409,2.31715898,0.23926752,0.00000000,0.38727620,0.22632340
-5.48374187,3.07891586,0.00191611,0.15950004,1.09954670,2.26308667,0.24300223,0.00000000,0.40566384,0.23511131
-5.47773887,3.06464811,0.00188189,0.16771462,1.09578755,2.22112226,0.24791843,0.00000000,0.42571149,0.24538508
-5.47173587,3.06526967,0.00185634,0.17673858,1.09780998,2.19056111,0.25388685,0.00000000,0.44722676,0.25709747
-5.46573287,3.07957149,0.00183906,0.18650979,1.10518829,2.17053072,0.26077564,0.00000000,0.46999463,0.27018256
-5.45972986,3.10618765,0.00182948,0.19695251,1.11744892,2.16003346,0.26845522,0.00000000,0.49378448,0.28455765
-5.45372686,3.14365342,0.00182692,0.20797929,1.13409220,2.15799169,0.27680304,0.00000000,0.51835753,0.30012556
-5.44772386,3.19046356,0.00183060,0.21949317,1.15461363,2.16329304,0.28570783,0.00000000,0.54347442,0.31677713
-5.44172086,3.24512797,0.00183973,0.23139012,1.17852343,2.17483355,0.29507321,0.00000000,0.56890248,0.33439394
-5.43571786,3.30622201,0.00185350,0.24356154,1.20536356,2.19155669,0.30482046,0.00000000,0.59442248,0.35285096
-5.42971486,3.37242904,0.00187117,0.25589692,1.23472114,2.21248657,0.31489014,0.00000000,0.61983432,0.37201904
-5.42371186,3.44257337,0.00189208,0.26828621,1.26623768,2.23675367,0.32524264,0.00000000,0.64496149,0.39176715
-5.41770885,3.51564218,0.00191571,0.28062219,1.29961380,2.26361250,0.33585743,0.00000000,0.66965413,0.41196416
-5.41170585,3.59079585,0.00194165,0.29280239,1.33460906,2.29245035,0.34673112,0.00000000,0.69379041,0.43248029
-5.40570285,3.66736659,0.00196967,0.30473081,1.37103726,2.32278737,0.35787435,0.00000000,0.71727630,0.45318790
-5.39969985,3.74484611,0.00199969,0.31631917,1.40875745,2.35426839,0.36930778,0.00000000,0.74004383,0.47396198
-5.39369685,3.82286356,0.00203177,0.32748781,1.44766140,2.38664742,0.38105725,0.00000000,0.76204776,0.49468008
-5.38769385,3.90115565,0.00206613,0.33816616,1.48765845,2.41976621,0.39314855,0.00000000,0.78326122,0.51522192
-5.38169085,3.97953114,0.00210309,0.34829284,1.52865867,2.45352844,0.40560195,0.00000000,0.80367032,0.53546878
-5.37568784,4.05783236,0.00214303,0.35781547,1.57055575,2.48787157,0.41842700,0.00000000,0.82326831,0.55530273
-5.36968484,4.13589642,0.00218640,0.36669022,1.61321048,2.52273801,0.43161776,0.00000000,0.84204949,0.57460600
-5.36368184,4.21351882,0.00223362,0.37488108,1.65643639,2.55804790,0.44514891,0.00000000,0.86000347,0.59326039
-5.35767884,4.29042208,0.00228508,0.38235917,1.69998831,2.59367509,0.45897291,0.00000000,0.87710993,0.61114720
-5.35167584,4.36623140,0.00234108,0.38910194,1.74355484,2.62942795,0.47301852,0.00000000,0.89333439,0.62814752
-5.34567284,4.44045929,0.00240175,0.39509242,1.78675550,2.66503640,0.48719066,0.00000000,0.90862513,0.64414308
-5.33966983,4.51250026,0.00246710,0.40031867,1.82914271,2.70014593,0.50137184,0.00000000,0.92291157,0.65901780
-5.33366683,4.58163599,0.00253689,0.40477332,1.87020881,2.73431912,0.51542496,0.00000000,0.93610417,0.67265987
-5.32766383,4.64705111,0.00261068,0.40845340,1.90939784,2.76704455,0.52919750,0.00000000,0.94809573,0.68496447
-5.32166083,4.70785848,0.00268780,0.41136037,1.94612153,2.79775277,0.54252674,0.00000000,0.95876434,0.69583695
-5.31565783,4.76313280,0.00276734,0.41350035,1.97977861,2.82583822,0.55524584,0.00000000,0.96797743,0.70519635
-5.30965483,4.81195044,0.00284817,0.41488458,2.00977650,2.85068594,0.56719039,0.00000000,0.97559701,0.71297903
-5.30365183,4.85343323,0.00292896,0.41553001,2.03555407,2.87170140,0.57820518,0.00000000,0.98148557,0.71914225
-5.29764882,4.88679350,0.00300824,0.41545996,2.05660432,2.88834164,0.58815061,0.00000000,0.98551249,0.72366746
-5.29164582,4.91137766,0.00308442,0.41470477,2.07249557,2.90014586,0.59690857,0.00000000,0.98756043,0.72656299
-5.28564282,4.92670559,0.00315585,0.41330237,2.08289005,2.90676357,0.60438746,0.00000000,0.98753156,0.72786591
-5.27963982,4.93250345,0.00322089,0.41129871,2.08755880,2.90797842,0.61052590,0.00000000,0.98535306,0.72764303
-5.27363682,4.92872768,0.00327798,0.40874781,2.08639205,2.90372638,0.61529519,0.00000000,0.98098176,0.72599064
-5.26763382,4.91557857,0.00332565,0.40571160,2.07940453,2.89410692,0.61870015,0.00000000,0.97440761,0.72303301
-5.26163082,4.89350251,0.00336266,0.40225933,2.06673542,2.87938638,0.62077849,0.00000000,0.96565581,0.71891973
-5.25562781,4.86318225,0.00338798,0.39846648,2.04864295,2.85999325,0.62159864,0.00000000,0.95478748,0.71382162
-5.24962481,4.82551567,0.00340086,0.39441333,2.02549395,2.83650528,0.62125629,0.00000000,0.94189885,0.70792569
-5.24362181,4.78158382,0.00340087,0.39018307,1.99774900,2.80962911,0.61986963,0.00000000,0.92711895,0.70142902
-5.23761881,4.73260970,0.00338789,0.38585953,1.96594397,2.78017327,0.61757381,0.00000000,0.91060603,0.69453200
