energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.65782891,2.04206677,0.00150614,0.20045332,0.35711635,0.23975006,0.34728070,1.01752530,0.80226361,0.00000000
-5.65182591,2.02330091,0.00138736,0.21082490,0.35098805,0.23497277,0.34796547,1.00108309,0.79300596,0.00000000
-5.64582291,2.01492092,0.00127790,0.22247340,0.34678754,0.23119670,0.35049046,0.99013284,0.78757704,0.00000000
-5.63981991,2.01660514,0.00117760,0.23522441,0.34450070,0.22844222,0.35476630,0.98450833,0.78594889,0.00000000
-5.63381691,2.02770425,0.00108628,0.24886845,0.34405452,0.22669571,0.36064587,0.98387853,0.78796251,0.00000000
-5.62781391,2.04725683,0.00100368,0.26316463,0.34531845,0.22590944,0.36792742,0.98775745,0.79333131,0.00000000
-5.62181091,2.07401598,0.00092948,0.27784538,0.34810792,0.22600264,0.37635972,0.99551911,0.80164909,0.00000000
-5.61580790,2.10648597,0.00086328,0.29262226,0.35218960,0.22686389,0.38564888,1.00641723,0.81240246,0.00000000
-5.60980490,2.14296789,0.00080461,0.30719263,0.35728850,0.22835458,0.39546684,1.01960890,0.82498711,0.00000000
-5.60380190,2.18161268,0.00075290,0.32124697,0.36309650,0.23031355,0.40546105,1.03418155,0.83872747,0.00000000
-5.59779890,2.22047956,0.00070752,0.33447680,0.36928206,0.23256244,0.41526513,1.04918208,0.85289896,0.00000000
-5.59179590,2.25759789,0.00066782,0.34658279,0.37550076,0.23491184,0.42451001,1.06364726,0.86675207,0.00000000
-5.58579290,2.29103002,0.00063306,0.35728280,0.38140624,0.23716774,0.43283536,1.07663425,0.87953723,0.00000000
-5.57978989,2.31893292,0.00060252,0.36631970,0.38666125,0.23913824,0.43990061,1.08725008,0.89052974,0.00000000
-5.57378689,2.33961620,0.00057549,0.37346850,0.39094821,0.24064011,0.44539544,1.09467916,0.89905356,0.00000000
-5.56778389,2.35159444,0.00055125,0.37854262,0.39397915,0.24150495,0.44904909,1.09820764,0.90450325,0.00000000
-5.56178089,2.35363187,0.00052915,0.38139913,0.39550440,0.24158488,0.45063844,1.09724398,0.90636327,0.00000000
-5.55577789,2.34477783,0.00050859,0.38194248,0.39531994,0.24075729,0.44999427,1.09133491,0.90422372,0.00000000
-5.54977489,2.32439187,0.00048903,0.38012694,0.39327300,0.23892865,0.44700576,1.08017627,0.89779221,0.00000000
-5.54377189,2.29215768,0.00047001,0.37595734,0.38926583,0.23603727,0.44162291,1.06361857,0.88690139,0.00000000
-5.53776888,2.24808560,0.00045116,0.36948826,0.38325754,0.23205470,0.43385689,1.04166705,0.87151189,0.00000000
-5.53176588,2.19250392,0.00043219,0.36082169,0.37526381,0.22698611,0.42377838,1.01447658,0.85171082,0.00000000
-5.52576288,2.12603963,0.00041289,0.35010318,0.36535486,0.22086929,0.41151398,0.98234164,0.82770582,0.00000000
-5.51975988,2.04958977,0.00039314,0.33751677,0.35365146,0.21377260,0.39724086,0.94568192,0.79981523,0.00000000
-5.51375688,1.96428469,0.00037288,0.32327885,0.34031950,0.20579189,0.38117995,0.90502450,0.76845474,0.00000000
-5.50775388,1.87144507,0.00035214,0.30763119,0.32556311,0.19704659,0.36358798,0.86098307,0.73412126,0.00000000
-5.50175088,1.77253450,0.00033097,0.29083352,0.30961692,0.18767507,0.34474865,0.81423547,0.69737461,0.00000000
-5.49574787,1.66910977,0.00030949,0.27315583,0.29273756,0.17782955,0.32496337,0.76550025,0.65881804,0.00000000
-5.48974487,1.56277060,0.00028786,0.25487082,0.27519488,0.16767081,0.30454189,0.71551330,0.61907810,0.00000000
-5.48374187,1.45511105,0.00026623,0.23624666,0.25726323,0.15736277,0.28379315,0.66500530,0.57878487,0.00000000
-5.47773887,1.34767390,0.00024480,0.21754041,0.23921310,0.14706731,0.26301675,0.61468094,0.53855313,0.00000000
-5.47173587,1.24190990,0.00022375,0.19899215,0.22130339,0.13693936,0.24249523,0.56520040,0.49896507,0.00000000
-5.46573287,1.13914269,0.00020326,0.18082024,0.20377455,0.12712253,0.22248739,0.51716363,0.46055528,0.00000000
-5.45972986,1.04054042,0.00018349,0.16321752,0.18684293,0.11774539,0.20322286,0.47109786,0.42379810,0.00000000
-5.45372686,0.94709451,0.00016460,0.14634866,0.17069616,0.10891838,0.18489802,0.42744841,0.38909786,0.00000000
-5.44772386,0.85960574,0.00014670,0.13034871,0.15548995,0.10073162,0.16767321,0.38657293,0.35678201,0.00000000
-5.44172086,0.77867750,0.00012990,0.11532263,0.14134617,0.09325340,0.15167140,0.34873894,0.32709717,0.00000000
-5.43571786,0.70471580,0.00011427,0.10134588,0.12835209,0.08652957,0.13697801,0.31412437,0.30020809,0.00000000
-5.42971486,0.63793540,0.00009986,0.08846578,0.11656088,0.08058358,0.12364200,0.28282096,0.27619914,0.00000000
-5.42371186,0.57837135,0.00008668,0.07670369,0.10599317,0.07541733,0.11167791,0.25483989,0.25507827,0.00000000
-5.41770885,0.52589492,0.00007474,0.06605761,0.09663936,0.07101259,0.10106881,0.23011940,0.23678294,0.00000000
-5.41170585,0.48023294,0.00006402,0.05650531,0.08846286,0.06733291,0.09176988,0.20853385,0.22118778,0.00000000
-5.40570285,0.44098970,0.00005446,0.04800757,0.08140369,0.06432605,0.08371250,0.18990379,0.20811343,0.00000000
-5.39969985,0.40767029,0.00004601,0.04051149,0.07538255,0.06192667,0.07680861,0.17400655,0.19733641,0.00000000
-5.39369685,0.37970456,0.00003862,0.03395387,0.07030511,0.06005923,0.07095521,0.16058702,0.18859937,0.00000000
-5.38769385,0.35647091,0.00003219,0.02826423,0.06606621,0.05864104,0.06603888,0.14936820,0.18162158,0.00000000
-5.38169085,0.33731908,0.00002665,0.02336772,0.06255411,0.05758529,0.06194005,0.14006129,0.17610918,0.00000000
-5.37568784,0.32159148,0.00002191,0.01918763,0.05965443,0.05680396,0.05853703,0.13237494,0.17176497,0.00000000
-5.36968484,0.30864251,0.00001789,0.01564757,0.05725376,0.05621067,0.05570971,0.12602357,0.16829751,0.00000000
-5.36368184,0.29785543,0.00001452,0.01267324,0.05524289,0.05572314,0.05334272,0.12073465,0.16542922,0.00000000
-5.35767884,0.28865670,0.00001171,0.01019387,0.05351955,0.05526543,0.05132815,0.11625467,0.16290341,0.00000000
-5.35167584,0.28052748,0.00000938,0.00814322,0.05199069,0.05476984,0.04956777,0.11235401,0.16049008,0.00000000
-5.34567284,0.27301227,0.00000748,0.00646034,0.05057417,0.05417833,0.04797464,0.10883042,0.15799039,0.00000000
-5.33966983,0.26572482,0.00000595,0.00508994,0.04919997,0.05344364,0.04647430,0.10551145,0.15523984,0.00000000
-5.33366683,0.25835128,0.00000473,0.00398261,0.04781090,0.05252988,0.04500535,0.10225563,0.15211005,0.00000000
-5.32766383,0.25065095,0.00000377,0.00309472,0.04636282,0.05141281,0.04351963,0.09895266,0.14850938,0.00000000
-5.32166083,0.24245465,0.00000306,0.00238826,0.04482439,0.05007969,0.04198198,0.09552264,0.14438221,0.00000000
-5.31565783,0.23366127,0.00000255,0.00183047,0.04317654,0.04852879,0.04036962,0.09191454,0.13970737,0.00000000
-5.30965483,0.22423255,0.00000224,0.00139349,0.04141150,0.04676858,0.03867122,0.08810395,0.13449543,0.00000000
-5.30365183,0.21418675,0.00000210,0.00105384,0.03953167,0.04481675,0.03688577,0.08409043,0.12878547,0.00000000
-5.29764882,0.20359125,0.00000216,0.00079197,0.03754826,0.04269896,0.03502124,0.07989438,0.12264115,0.00000000
-5.29164582,0.19255477,0.00000242,0.00059178,0.03547983,0.04044755,0.03309316,0.07555378,0.11614657,0.00000000
-5.28564282,0.18121927,0.00000292,0.00044016,0.03335078,0.03810020,0.03112315,0.07112088,0.10940182,0.00000000
-5.27963982,0.16975208,0.00000368,0.00032654,0.03118980,0.03569858,0.02913749,0.06665887,0.10251869,0.00000000
-5.27363682,0.15833838,0.00000479,0.00024251,0.02902851,0.03328712,0.02716570,0.06223882,0.09561648,0.00000000
-5.26763382,0.14717435,0.00000632,0.00018147,0.02690006,0.03091189,0.02523929,0.05793674,0.08881820,0.00000000
-5.26163082,0.13646116,0.00000838,0.00013830,0.02483794,0.02861969,0.02339060,0.05383112,0.08224710,0.00000000
-5.25562781,0.12639980,0.00001111,0.00010914,0.02287501,0.02645729,0.02165181,0.05000067,0.07602378,0.00000000
-5.24962481,0.11718697,0.00001466,0.00009113,0.02104259,0.02447093,0.02005408,0.04652254,0.07026379,0.00000000
-5.24362181,0.10901187,0.00001926,0.00008224,0.01936979,0.02270600,0.01862693,0.04347081,0.06507577,0.00000000
-5.23761881,0.10205389,0.00002514,0.00008110,0.01788304,0.02120693,0.01739765,0.04091540,0.06056008,0.00000000
-5.23161581,0.09648103,0.00003259,0.00008691,0.01660571,0.02001724,0.01639094,0.03892118,0.05680787,0.00000000
-5.22561281,0.09244894,0.00004197,0.00009934,0.01555787,0.01917976,0.01562862,0.03754736,0.05390049,0.00000000
-5.21960980,0.09010040,0.00005366,0.00011841,0.01475619,0.01873679,0.01512941,0.03684698,0.05190921,0.00000000
-5.21360680,0.08956496,0.00006813,0.00014449,0.01421388,0.01873048,0.01490878,0.03686651,0.05089505,0.00000000
-5.20760380,0.09095869,0.00008587,0.00017821,0.01394067,0.01920297,0.01497880,0.03764551,0.05090873,0.00000000
-5.20160080,0.09438371,0.00010747,0.00022042,0.01394285,0.02019656,0.01534808,0.03921619,0.05199055,0.00000000
-5.19559780,0.09992746,0.00013354,0.00027218,0.01422327,0.02175365,0.01602159,0.04160293,0.05417020,0.00000000
-5.18959480,0.10766158,0.00016473,0.00033469,0.01478135,0.02391650,0.01700053,0.04482170,0.05746642,0.00000000
-5.18359180,0.11764023,0.00020176,0.00040931,0.01561309,0.02672667,0.01828217,0.04887936,0.06188652,0.00000000
-5.17758879,0.12989801,0.00024533,0.00049743,0.01671101,0.03022426,0.01985968,0.05377285,0.06742566,0.00000000
-5.17158579,0.14444739,0.00029617,0.00060054,0.01806412,0.03444676,0.02172197,0.05948837,0.07406602,0.00000000
-5.16558279,0.16127572,0.00035498,0.00072010,0.01965790,0.03942761,0.02385349,0.06600048,0.08177593,0.00000000
-5.15957979,0.18034206,0.00042242,0.00085752,0.02147427,0.04519457,0.02623418,0.07327127,0.09050884,0.00000000
-5.15357679,0.20157395,0.00049905,0.00101412,0.02349162,0.05176770,0.02883937,0.08124969,0.10020249,0.00000000
-5.14757379,0.22486432,0.00058535,0.00119108,0.02568490,0.05915729,0.03163987,0.08987106,0.11077816,0.00000000
-5.14157079,0.25006882,0.00068165,0.00138937,0.02802583,0.06736172,0.03460218,0.09905680,0.12214025,0.00000000
-5.13556778,0.27700377,0.00078808,0.00160971,0.03048314,0.07636518,0.03768876,0.10871463,0.13417616,0.00000000
-5.12956478,0.30544511,0.00090460,0.00185257,0.03302308,0.08613576,0.04085859,0.11873910,0.14675670,0.00000000
-5.12356178,0.33512835,0.00103088,0.00211812,0.03560990,0.09662365,0.04406782,0.12901266,0.15973700,0.00000000
-5.11755878,0.36575002,0.00116635,0.00240624,0.03820664,0.10775980,0.04727059,0.13940717,0.17295807,0.00000000
-5.11155578,0.39697055,0.00131016,0.00271658,0.04077597,0.11945513,0.05042014,0.14978598,0.18624898,0.00000000
-5.10555278,0.42841879,0.00146112,0.00304858,0.04328117,0.13160043,0.05346992,0.16000645,0.19942962,0.00000000
-5.09954977,0.45969826,0.00161778,0.00340161,0.04568733,0.14406695,0.05637496,0.16992300,0.21231415,0.00000000
-5.09354677,0.49039502,0.00177838,0.00377510,0.04796254,0.15670794,0.05909327,0.17939050,0.22471497,0.00000000
-5.08754377,0.52008711,0.00194087,0.00416872,0.05007923,0.16936100,0.06158733,0.18826801,0.23644717,0.00000000
-5.08154077,0.54835537,0.00210301,0.00458265,0.05201553,0.18185133,0.06382565,0.19642269,0.24733332,0.00000000
-5.07553777,0.57479538,0.00226233,0.00501781,0.05375664,0.19399587,0.06578418,0.20373387,0.25720844,0.00000000
-5.06953477,0.59903022,0.00241625,0.00547622,0.05529617,0.20560816,0.06744782,0.21009698,0.26592511,0.00000000
-5.06353177,0.62072351,0.00256211,0.00596132,0.05663742,0.21650381,0.06881169,0.21542747,0.27335840,0.00000000
-5.05752876,0.63959256,0.00269728,0.00647839,0.05779450,0.22650645,0.06988225,0.21966424,0.27941055,0.00000000
-5.05152576,0.65542088,0.00281919,0.00703487,0.05879335,0.23545383,0.07067829,0.22277280,0.28401513,0.00000000
-5.04552276,0.66806963,0.00292547,0.00764079,0.05967247,0.24320401,0.07123158,0.22474776,0.28714071,0.00000000
-5.03951976,0.67748765,0.00301396,0.00830908,0.06048347,0.24964115,0.07158726,0.22561475,0.28879359,0.00000000
-5.03351676,0.68371933,0.00308285,0.00905586,0.06129126,0.25468084,0.07180397,0.22543154,0.28901974,0.00000000
-5.02751376,0.68691012,0.00313070,0.00990066,0.06217398,0.25827457,0.07195356,0.22428833,0.28790568,0.00000000
-5.02151076,0.68730920,0.00315649,0.01086649,0.06322238,0.26041324,0.07212042,0.22230720,0.28557830,0.00000000
-5.01550775,0.68526896,0.00315967,0.01197984,0.06453896,0.26112938,0.07240049,0.21964065,0.28220345,0.00000000
-5.00950475,0.68124122,0.00314019,0.01327044,0.06623654,0.26049806,0.07289976,0.21646922,0.27798348,0.00000000
-5.00350175,0.67576997,0.00309847,0.01477094,0.06843632,0.25863631,0.07373241,0.21299822,0.27315359,0.00000000
-4.99749875,0.66948073,0.00303542,0.01651624,0.07126551,0.25570107,0.07501852,0.20945367,0.26797704,0.00000000
-4.99149575,0.66306662,0.00295239,0.01854279,0.07485437,0.25188570,0.07688131,0.20607736,0.26273950,0.00000000
-4.98549275,0.65727138,0.00285110,0.02088751,0.07933283,0.24741508,0.07944409,0.20312133,0.25774233,0.00000000
-4.97948974,0.65286984,0.00273365,0.02358666,0.08482661,0.24253960,0.08282675,0.20084167,0.25329527,0.00000000
-4.97348674,0.65064618,0.00260235,0.02667437,0.09145292,0.23752804,0.08714203,0.19949192,0.24970850,0.00000000
-4.96748374,0.65137064,0.00245974,0.03018119,0.09931599,0.23265980,0.09249154,0.19931616,0.24728429,0.00000000
-4.96148074,0.65577545,0.00230845,0.03413237,0.10850225,0.22821656,0.09896168,0.20054197,0.24630861,0.00000000
-4.95547774,0.66453054,0.00215115,0.03854627,0.11907566,0.22447379,0.10661955,0.20337342,0.24704269,0.00000000
-4.94947474,0.67822008,0.00199044,0.04343270,0.13107315,0.22169238,0.11550906,0.20798441,0.24971503,0.00000000
-4.94347174,0.69732051,0.00182882,0.04879135,0.14450039,0.22011061,0.12564734,0.21451234,0.25451388,0.00000000
-4.93746873,0.72218098,0.00166863,0.05461055,0.15932826,0.21993687,0.13702161,0.22305266,0.26158068,0.00000000
-4.93146573,0.75300702,0.00151194,0.06086620,0.17549008,0.22134326,0.14958681,0.23365422,0.27100446,0.00000000
-4.92546273,0.78984816,0.00136060,0.06752107,0.19287996,0.22446032,0.16326397,0.24631577,0.28281765,0.00000000
-4.91945973,0.83259013,0.00121614,0.07452469,0.21135228,0.22937310,0.17793971,0.26098384,0.29699336,0.00000000
-4.91345673,0.88095227,0.00107982,0.08181356,0.23072273,0.23611870,0.19346682,0.27755209,0.31344436,0.00000000
-4.90745373,0.93449034,0.00095256,0.08931202,0.25077082,0.24468529,0.20966606,0.29586222,0.33202381,0.00000000
-4.90145073,0.99260500,0.00083502,0.09693364,0.27124387,0.25501270,0.22632926,0.31570667,0.35252796,0.00000000
-4.89544772,1.05455587,0.00072756,0.10458320,0.29186270,0.26699455,0.24322372,0.33683292,0.37470057,0.00000000
-4.88944472,1.11948086,0.00063033,0.11215906,0.31232864,0.28048180,0.26009771,0.35894951,0.39823922,0.00000000
-4.88344172,1.18642014,0.00054321,0.11955608,0.33233179,0.29528760,0.27668706,0.38173349,0.42280313,0.00000000
-4.87743872,1.25434417,0.00046594,0.12666875,0.35156028,0.31119330,0.29272258,0.40483922,0.44802247,0.00000000
-4.87143572,1.32218455,0.00039810,0.13339455,0.36971009,0.32795535,0.30793795,0.42790820,0.47350863,0.00000000
-4.86543272,1.38886676,0.00033915,0.13963734,0.38649512,0.34531278,0.32207795,0.45057953,0.49886531,0.00000000
-4.85942971,1.45334331,0.00028848,0.14531063,0.40165698,0.36299516,0.33490648,0.47250071,0.52369980,0.00000000
-4.85342671,1.51462600,0.00024542,0.15034050,0.41497412,0.38073045,0.34621416,0.49333832,0.54763420,0.00000000
-4.84742371,1.57181602,0.00020931,0.15466818,0.42626985,0.39825276,0.35582508,0.51278808,0.57031595,0.00000000
-4.84142071,1.62413048,0.00017947,0.15825197,0.43541875,0.41530948,0.36360238,0.53058401,0.59142738,0.00000000
-4.83541771,1.67092428,0.00015525,0.16106850,0.44235131,0.43166763,0.36945242,0.54650615,0.61069384,0.00000000
-4.82941471,1.71170650,0.00013606,0.16311328,0.44705637,0.44711924,0.37332735,0.56038666,0.62789004,0.00000000
-4.82341171,1.74615055,0.00012132,0.16440036,0.44958135,0.46148545,0.37522586,0.57211394,0.64284445,0.00000000
-4.81740870,1.77409781,0.00011055,0.16496139,0.45003016,0.47461944,0.37519218,0.58163468,0.65544150,0.00000000
-4.81140570,1.79555480,0.00010333,0.16484377,0.44855893,0.48640796,0.37331340,0.58895376,0.66562178,0.00000000
-4.80540270,1.81068425,0.00009927,0.16410832,0.44536969,0.49677152,0.36971520,0.59413210,0.67338000,0.00000000
-4.79939970,1.81979063,0.00009809,0.16282644,0.44070244,0.50566349,0.36455626,0.59728261,0.67876123,0.00000000
-4.79339670,1.82330125,0.00009955,0.16107692,0.43482581,0.51306802,0.35802170,0.59856449,0.68185553,0.00000000
-4.78739370,1.82174399,0.00010346,0.15894259,0.42802696,0.51899724,0.35031585,0.59817625,0.68279132,0.00000000
-4.78139070,1.81572291,0.00010971,0.15650706,0.42060107,0.52348775,0.34165477,0.59634785,0.68172810,0.00000000
-4.77538769,1.80589327,0.00011822,0.15385157,0.41284095,0.52659682,0.33225892,0.59333234,0.67884869,0.00000000
-4.76938469,1.79293711,0.00012897,0.15105234,0.40502725,0.52839849,0.32234631,0.58939755,0.67435167,0.00000000
-4.76338169,1.77754067,0.00014200,0.14817823,0.39741968,0.52897979,0.31212643,0.58481810,0.66844427,0.00000000
-4.75737869,1.76037469,0.00015736,0.14528913,0.39024959,0.52843733,0.30179532,0.57986825,0.66133612,0.00000000
-4.75137569,1.74207839,0.00017517,0.14243492,0.38371419,0.52687441,0.29153185,0.57481571,0.65323409,0.00000000
-4.74537269,1.72324752,0.00019558,0.13965510,0.37797249,0.52439871,0.28149538,0.56991677,0.64433845,0.00000000
-4.73936968,1.70442686,0.00021879,0.13697908,0.37314318,0.52112071,0.27182476,0.56541280,0.63484029,0.00000000
-4.73336668,1.68610700,0.00024504,0.13442698,0.36930430,0.51715269,0.26263864,0.56152812,0.62492036,0.00000000
-4.72736368,1.66872501,0.00027461,0.13201102,0.36649459,0.51260836,0.25403695,0.55846915,0.61474903,0.00000000
-4.72136068,1.65266851,0.00030784,0.12973715,0.36471642,0.50760294,0.24610330,0.55642475,0.60448736,0.00000000
-4.71535768,1.63828236,0.00034509,0.12760710,0.36393993,0.50225359,0.23890813,0.55556744,0.59428876,0.00000000
-4.70935468,1.62587703,0.00038677,0.12562036,0.36410821,0.49667997,0.23251219,0.55605524,0.58430134,0.00000000
-4.70335168,1.61573783,0.00043336,0.12377632,0.36514307,0.49100484,0.22697029,0.55803382,0.57467024,0.00000000
-4.69734867,1.60813406,0.00048531,0.12207616,0.36695123,0.48535440,0.22233478,0.56163867,0.56553995,0.00000000
-4.69134567,1.60332715,0.00054316,0.12052457,0.36943050,0.47985842,0.21865875,0.56699695,0.55705624,0.00000000
-4.68534267,1.60157721,0.00060743,0.11913111,0.37247573,0.47464985,0.21599852,0.57422875,0.54936739,0.00000000
-4.67933967,1.60314729,0.00067863,0.11791121,0.37598426,0.46986389,0.21441544,0.58344763,0.54262475,0.00000000
-4.67333667,1.60830493,0.00075729,0.11688672,0.37986067,0.46563659,0.21397669,0.59476012,0.53698231,0.00000000
-4.66733367,1.61732081,0.00084387,0.11608600,0.38402061,0.46210279,0.21475512,0.60826429,0.53259538,0.00000000
-4.66133067,1.63046443,0.00093878,0.11554358,0.38839367,0.45939354,0.21682815,0.62404724,0.52961824,0.00000000
-4.65532766,1.64799684,0.00104235,0.11529935,0.39292512,0.45763304,0.22027561,0.64218155,0.52820099,0.00000000
-4.64932466,1.67016081,0.00115480,0.11539738,0.39757661,0.45693524,0.22517670,0.66272098,0.52848552,0.00000000
-4.64332166,1.69716872,0.00127620,0.11588428,0.40232573,0.45740006,0.23160624,0.68569543,0.53060090,0.00000000
