energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.83791896,13.21451799,2.37711796,9.34161078,0.00817936,1.08069480,0.70051348,0.35060047,0.08235312,1.48692080
-5.83191596,13.03204735,2.32138212,9.22642275,0.00813353,1.03936779,0.68541376,0.34698639,0.08263573,1.47483011
-5.82591296,12.86528321,2.27116785,9.11915153,0.00813377,1.00074206,0.67234442,0.34417536,0.08296494,1.46603547
-5.81990995,12.71355853,2.22669809,9.01908976,0.00817939,0.96483720,0.66146459,0.34219990,0.08331579,1.46054044
-5.81390695,12.57597574,2.18808414,8.92539590,0.00826952,0.93164076,0.65289732,0.34108166,0.08366378,1.45832199
-5.80790395,12.45147288,2.15533583,8.83714519,0.00840323,0.90111271,0.64672820,0.34083249,0.08398580,1.45933451
-5.80190095,12.33889231,2.12837423,8.75338200,0.00857955,0.87319032,0.64300498,0.34145557,0.08426112,1.46351373
-5.79589795,12.23704718,2.10704568,8.67317007,0.00879757,0.84779334,0.64173784,0.34294670,0.08447208,1.47078004
-5.78989495,12.14478157,2.09113629,8.59563776,0.00905645,0.82482895,0.64290031,0.34529538,0.08460469,1.48104091
-5.78389195,12.06102067,2.08038605,8.52001562,0.00935546,0.80419620,0.64643075,0.34848588,0.08464900,1.49419246
-5.77788894,11.98480853,2.07450169,8.44566437,0.00969393,0.78578963,0.65223442,0.35249796,0.08459930,1.51011989
-5.77188594,11.91533204,2.07316794,8.37209244,0.01007128,0.76950195,0.66018582,0.35730736,0.08445397,1.52869713
-5.76588294,11.85193116,2.07605688,8.29896272,0.01048689,0.75522562,0.67013164,0.36288612,0.08421522,1.54978587
-5.75987994,11.79409624,2.08283509,8.22608921,0.01094013,0.74285340,0.68189402,0.36920271,0.08388866,1.57323425
-5.75387694,11.74145479,2.09316908,8.15342512,0.01143022,0.73227798,0.69527427,0.37622207,0.08348259,1.59887580
-5.74787394,11.69375030,2.10672887,8.08104407,0.01195622,0.72339075,0.71005697,0.38390573,0.08300736,1.62652901
-5.74187094,11.65081662,2.12319044,8.00911703,0.01251695,0.71608009,0.72601450,0.39221205,0.08247452,1.65599784
-5.73586793,11.61255116,2.14223720,7.93788727,0.01311100,0.71022944,0.74291195,0.40109680,0.08189608,1.68707372
-5.72986493,11.57889022,2.16356108,7.86764578,0.01373670,0.70571529,0.76051229,0.41051403,0.08128376,1.71953918
-5.72386193,11.54978919,2.18686347,7.79870927,0.01439218,0.70240555,0.77858182,0.42041738,0.08064838,1.75317314
-5.71785893,11.52520954,2.21185639,7.73140237,0.01507543,0.70015832,0.79689563,0.43076186,0.07999931,1.78775786
-5.71185593,11.50511374,2.23826398,7.66604511,0.01578441,0.69882150,0.81524302,0.44150589,0.07934413,1.82308731
-5.70585293,11.48946832,2.26582429,7.60294618,0.01651719,0.69823300,0.83343270,0.45261383,0.07868844,1.85897640
-5.69984992,11.47825409,2.29429145,7.54240175,0.01727210,0.69822196,0.85129740,0.46405851,0.07803585,1.89527060
-5.69384692,11.47148213,2.32343782,7.48469913,0.01804788,0.69861064,0.86869790,0.47582385,0.07738806,1.93185531
-5.68784392,11.46921315,2.35305602,7.43012409,0.01884387,0.69921709,0.88552615,0.48790724,0.07674516,1.96866411
-5.68184092,11.47157757,2.38296054,7.37897024,0.01966015,0.69985839,0.90170730,0.50032160,0.07610598,2.00568532
-5.67583792,11.47879376,2.41298857,7.33154895,0.02049765,0.70035425,0.91720055,0.51309672,0.07546849,2.04296607
-5.66983492,11.49118143,2.44299994,7.28819802,0.02135822,0.70053083,0.93199879,0.52627992,0.07483032,2.08061342
-5.66383192,11.50916832,2.47287601,7.24928770,0.02224464,0.70022464,0.94612684,0.53993571,0.07418916,2.11879216
-5.65782891,11.53328826,2.50251742,7.21522284,0.02316057,0.69928613,0.95963855,0.55414451,0.07354321,2.15771902
-5.65182591,11.56416977,2.53184088,7.18644038,0.02411043,0.69758312,0.97261274,0.56900028,0.07289151,2.19765345
-5.64582291,11.60251519,2.56077517,7.16340192,0.02509916,0.69500358,0.98514824,0.58460710,0.07223424,2.23888518
-5.63981991,11.64907084,2.58925654,7.14658140,0.02613202,0.69145804,0.99735821,0.60107490,0.07157286,2.28171913
-5.63381691,11.70458991,2.61722414,7.13644853,0.02721418,0.68688121,1.00936415,0.61851442,0.07091020,2.32645831
-5.62781391,11.76979004,2.64461566,7.13344888,0.02835044,0.68123310,1.02128978,0.63703155,0.07025040,2.37338569
-5.62181091,11.84530815,2.67136367,7.13798184,0.02954475,0.67449940,1.03325519,0.65672152,0.06959878,2.42274589
-5.61580790,11.93165537,2.69739323,7.15037781,0.03079991,0.66669130,1.04537167,0.67766297,0.06896167,2.47472785
-5.60980490,12.02917483,2.72262078,7.17087609,0.03211713,0.65784473,1.05773728,0.69991238,0.06834610,2.52944935
-5.60380190,12.13800506,2.74695492,7.19960469,0.03349577,0.64801906,1.07043359,0.72349906,0.06775951,2.58694441
-5.59779890,12.25805122,2.77029888,7.23656350,0.03493306,0.63729540,1.08352370,0.74842097,0.06720945,2.64715438
-5.59179590,12.38896598,2.79255486,7.28161151,0.03642399,0.62577442,1.09705153,0.77464166,0.06670324,2.70992313
-5.58579290,12.53014112,2.81362999,7.33445898,0.03796127,0.61357390,1.11104244,0.80208841,0.06624766,2.77499689
-5.57978989,12.68071050,2.83344366,7.39466476,0.03953541,0.60082599,1.12550510,0.83065173,0.06584873,2.84202880
-5.57378689,12.83956394,2.85193576,7.46163892,0.04113495,0.58767422,1.14043428,0.86018622,0.06551143,2.91058781
-5.56778389,13.00537131,2.86907532,7.53465038,0.04274676,0.57427036,1.15581441,0.89051289,0.06523959,2.98017178
-5.56178089,13.17661523,2.88486904,7.61283909,0.04435649,0.56077113,1.17162348,0.92142262,0.06503573,3.05022381
-5.55577789,13.35163061,2.89936891,7.69523212,0.04594907,0.54733488,1.18783693,0.95268078,0.06490099,3.12015109
-5.54977489,13.52864867,2.91267844,7.78076282,0.04750928,0.53411824,1.20443112,0.98403275,0.06483517,3.18934520
-5.54377189,13.70584318,2.92495692,7.86829222,0.04902233,0.52127288,1.22138611,1.01521008,0.06483668,3.25720270
-5.53776888,13.88137650,2.93642101,7.95663189,0.05047444,0.50894228,1.23868719,1.04593696,0.06490264,3.32314488
-5.53176588,14.05344327,2.94734355,8.04456738,0.05185336,0.49725882,1.25632524,1.07593689,0.06502897,3.38663566
-5.52576288,14.22030983,2.95804904,8.13088165,0.05314879,0.48634102,1.27429550,1.10493904,0.06521046,3.44719665
-5.51975988,14.38034798,2.96890603,8.21437783,0.05435278,0.47629120,1.29259488,1.13268424,0.06544093,3.50441859
-5.51375688,14.53206205,2.98031626,8.29390103,0.05545986,0.46719345,1.31121795,1.15893038,0.06571333,3.55796873
-5.50775388,14.67410882,2.99270109,8.36835869,0.05646716,0.45911207,1.33015175,1.18345686,0.06601990,3.60759386
-5.50175088,14.80531054,3.00648555,8.43673958,0.05737435,0.45209051,1.34936987,1.20606832,0.06635230,3.65311914
-5.49574787,14.92466150,3.02208090,8.49813105,0.05818338,0.44615087,1.36882628,1.22659722,0.06670176,3.69444292
-5.48974487,15.03132917,3.03986633,8.55173476,0.05889820,0.44129383,1.38844942,1.24490560,0.06705926,3.73152833
-5.48374187,15.12465133,3.06017090,8.59688080,0.05952432,0.43749930,1.40813709,1.26088589,0.06741566,3.76439237
-5.47773887,15.20413050,3.08325660,8.63304011,0.06006834,0.43472748,1.42775278,1.27446094,0.06776191,3.79309344
-5.47173587,15.26942738,3.10930352,8.65983533,0.06053745,0.43292049,1.44712390,1.28558336,0.06808917,3.81771844
-5.46573287,15.32035445,3.13839816,8.67704975,0.06093890,0.43200450,1.46604230,1.29423434,0.06838907,3.83837036
-5.45972986,15.35687106,3.17052538,8.68463440,0.06127960,0.43189224,1.48426727,1.30042219,0.06865385,3.85515744
-5.45372686,15.37908065,3.20556481,8.68271282,0.06156572,0.43248588,1.50153130,1.30418048,0.06887653,3.86818458
-5.44772386,15.38723051,3.24329193,8.67158332,0.06180243,0.43368009,1.51754824,1.30556629,0.06905113,3.87754766
-5.44172086,15.38171402,3.28338384,8.65171828,0.06199374,0.43536536,1.53202378,1.30465826,0.06917280,3.88333096
-5.43571786,15.36307458,3.32542961,8.62376017,0.06214251,0.43743130,1.54466764,1.30155483,0.06923795,3.88560787
-5.42971486,15.33201062,3.36894457,8.58851400,0.06225055,0.43976979,1.55520686,1.29637251,0.06924435,3.88444454
-5.42371186,15.28938009,3.41338785,8.54693582,0.06231883,0.44227808,1.56339957,1.28924424,0.06919117,3.87990601
-5.41770885,15.23620334,3.45818229,8.50011734,0.06234782,0.44486149,1.56904820,1.28031783,0.06907901,3.87206418
-5.41170585,15.17366275,3.50273537,8.44926670,0.06233787,0.44743565,1.57201148,1.26975445,0.06890985,3.86100673
-5.40570285,15.10309798,3.54646034,8.39568555,0.06228967,0.44992837,1.57221451,1.25772701,0.06868693,3.84684614
-5.39969985,15.02599585,3.58879609,8.34074318,0.06220467,0.45228079,1.56965599,1.24441866,0.06841462,3.82972806
-5.39369685,14.94397425,3.62922494,8.28584823,0.06208549,0.45444800,1.56441236,1.23002104,0.06809825,3.80983804
-5.38769385,14.85876010,3.66728728,8.23241901,0.06193633,0.45639892,1.55663844,1.21473256,0.06774385,3.78740626
-5.38169085,14.77216179,3.70259260,8.18185361,0.06176325,0.45811566,1.54656441,1.19875661,0.06735790,3.76270969
-5.37568784,14.68603714,3.73482638,8.13550090,0.06157434,0.45959214,1.53448935,1.18229968,0.06694711,3.73607160
-5.36968484,14.60225836,3.76375285,8.09463373,0.06137986,0.46083229,1.52077167,1.16556963,0.06651817,3.70785843
-5.36368184,14.52267585,3.78921377,8.06042558,0.06119219,0.46184776,1.50581691,1.14877389,0.06607746,3.67847433
-5.35767884,14.44908291,3.81112373,8.03393179,0.06102571,0.46265534,1.49006375,1.13211803,0.06563093,3.64835393
-5.35167584,14.38318332,3.82946272,8.01607609,0.06089658,0.46327421,1.47396881,1.11580436,0.06518388,3.61795373
-5.34567284,14.32656391,3.84426669,8.00764326,0.06082239,0.46372317,1.45799133,1.10003095,0.06474091,3.58774302
-5.33966983,14.28067358,3.85561714,8.00927810,0.06082177,0.46401802,1.44257839,1.08499080,0.06430580,3.55819488
-5.33366683,14.24680986,3.86363069,8.02149047,0.06091388,0.46416925,1.42815153,1.07087129,0.06388156,3.52977780
-5.32766383,14.22611378,3.86844931,8.04466624,0.06111790,0.46418010,1.41509544,1.05785389,0.06347048,3.50294858
-5.32166083,14.21957255,3.87023220,8.07908282,0.06145246,0.46404525,1.40374910,1.04611383,0.06307413,3.47814669
-5.31565783,14.22802958,3.86914961,8.12492852,0.06193503,0.46375006,1.39439985,1.03581982,0.06269356,3.45579021
-5.30965483,14.25220012,3.86537899,8.18232387,0.06258127,0.46327053,1.38728034,1.02713355,0.06232935,3.43627337
-5.30365183,14.29269060,3.85910343,8.25134341,0.06340449,0.46257393,1.38256838,1.02020892,0.06198175,3.41996532
-5.29764882,14.35001929,3.85051229,8.33203608,0.06441495,0.46162011,1.38038933,1.01519075,0.06165076,3.40720982
-5.29164582,14.42463556,3.83980346,8.42444248,0.06561932,0.46036336,1.38082063,1.01221291,0.06133620,3.39832516
-5.28564282,14.51693514,3.82718670,8.52860732,0.06702014,0.45875478,1.38389791,1.01139590,0.06103773,3.39360395
-5.27963982,14.62726895,3.81288736,8.64458570,0.06861529,0.45674499,1.38962204,1.01284366,0.06075486,3.39331199
-5.27363682,14.75594346,3.79714968,8.77244223,0.07039757,0.45428701,1.39796642,1.01663983,0.06048683,3.39768581
-5.26763382,14.90321109,3.78023899,8.91224228,0.07235442,0.45133920,1.40888391,1.02284349,0.06023258,3.40692857
-5.26163082,15.06925020,3.76244206,9.06403550,0.07446766,0.44786799,1.42231284,1.03148454,0.05999059,3.42120397
-5.25562781,15.25413452,3.74406528,9.22783181,0.07671347,0.44385035,1.43818147,1.04255898,0.05975871,3.44062821
-5.24962481,15.45779344,3.72543015,9.40357116,0.07906249,0.43927570,1.45641074,1.05602439,0.05953403,3.46526034
-5.24362181,15.67996481,3.70686624,9.59108837,0.08148012,0.43414737,1.47691503,1.07179582,0.05931275,3.49509119
-5.23761881,15.92014323,3.68870159,9.79007519,0.08392703,0.42848324,1.49960082,1.08974252,0.05909005,3.53003167
-5.23161581,16.17752684,3.67125106,10.00004178,0.08635983,0.42231576,1.52436357,1.10968570,0.05886004,3.56990111
-5.22561281,16.45096673,3.65480301,10.22028036,0.08873205,0.41569119,1.55108281,1.13139770,0.05861574,3.61441657
-5.21960980,16.73892257,3.63960530,10.44983334,0.09099516,0.40866814,1.57961621,1.15460276,0.05834916,3.66318396
-5.21360680,17.03942852,3.62585115,10.68746883,0.09309986,0.40131554,1.60979276,1.17897945,0.05805144,3.71569185
-5.20760380,17.35007282,3.61366584,10.93166534,0.09499743,0.39371002,1.64140587,1.20416501,0.05771308,3.77130884
-5.20160080,17.66799388,3.60309508,11.18060791,0.09664122,0.38593297,1.67420691,1.22976142,0.05732416,3.82928500
-5.19559780,17.98989505,3.59409572,11.43219658,0.09798802,0.37806732,1.70789977,1.25534316,0.05687479,3.88875797
-5.18959480,18.31207890,3.58652953,11.68406795,0.09899957,0.37019427,1.74213702,1.28046647,0.05635540,3.94876375
-5.18359180,18.63050107,3.58016036,11.93362962,0.09964374,0.36239012,1.77651805,1.30467979,0.05575720,4.00825230
-5.17758879,18.94084246,3.57465520,12.17810652,0.09989574,0.35472330,1.81058962,1.32753495,0.05507259,4.06610750
-5.17158579,19.23859728,3.56958892,12.41459766,0.09973893,0.34725185,1.84384911,1.34859888,0.05429559,4.12117093
-5.16558279,19.51917382,3.56445290,12.64014074,0.09916546,0.34002129,1.87575039,1.36746513,0.05342213,4.17226865
-5.15957979,19.77800380,3.55866701,12.85178214,0.09817652,0.33306315,1.90571244,1.38376497,0.05245041,4.21824009
-5.15357679,20.01065563,3.55159472,13.04664898,0.09678234,0.32639412,1.93313037,1.39717747,0.05138113,4.25796778
-5.14757379,20.21294677,3.54256063,13.22202006,0.09500174,0.32001581,1.95738862,1.40743821,0.05021758,4.29040683
-5.14157079,20.38105023,3.53086983,13.37539259,0.09286150,0.31391524,1.97787585,1.41434627,0.04896572,4.31461299
-5.13556778,20.51159095,3.51582850,13.50454171,0.09039532,0.30806588,1.99400096,1.41776915,0.04763411,4.32976810
-5.12956478,20.60172784,3.49676474,13.60757049,0.08764263,0.30242925,2.00520960,1.41764549,0.04623375,4.33520196
-5.12356178,20.64921876,3.47304922,13.68294850,0.08464714,0.29695704,2.01100060,1.41398555,0.04477784,4.33040975
-5.11755878,20.65246603,3.44411466,13.72953793,0.08145539,0.29159354,2.01094148,1.40686930,0.04328147,4.31506441
-5.11155578,20.61054170,3.40947376,13.74660687,0.07811510,0.28627830,2.00468265,1.39644238,0.04176123,4.28902350
-5.10555278,20.52319244,3.36873471,13.73383004,0.07467375,0.28094900,1.99196938,1.38291011,0.04023480,4.25233053
-5.09954977,20.39082520,3.32161405,13.69127822,0.07117704,0.27554421,1.97265131,1.36652973,0.03872048,4.20521064
-5.09354677,20.21447551,3.26794619,13.61939781,0.06766773,0.27000606,1.94668896,1.34760133,0.03723672,4.14806115
-5.08754377,19.99576103,3.20768959,13.51898254,0.06418450,0.26428275,1.91415686,1.32645785,0.03580174,4.08143735
-5.08154077,19.73682340,3.14092917,13.39113962,0.06076119,0.25833057,1.87524334,1.30345452,0.03443302,4.00603437
-5.07553777,19.44026170,3.06787502,13.23725255,0.05742624,0.25211564,1.83024683,1.27895817,0.03314698,3.92266571
-5.06953477,19.10906079,2.98885740,13.05894265,0.05420240,0.24561510,1.77956881,1.25333684,0.03195861,3.83223960
-5.06353177,18.74651766,2.90431834,12.85803123,0.05110675,0.23881778,1.72370371,1.22695003,0.03088119,3.73573390
-5.05752876,18.35616837,2.81480002,12.63650366,0.04815092,0.23172440,1.66322618,1.20013997,0.02992609,3.63417057
-5.05152576,17.94171792,2.72093046,12.39647644,0.04534154,0.22434721,1.59877603,1.17322405,0.02910254,3.52859056
-5.04552276,17.50697450,2.62340702,12.14016753,0.04268087,0.21670918,1.53104178,1.14648873,0.02841760,3.42002990
-5.03951976,17.05578920,2.52297830,11.86987001,0.04016750,0.20884277,1.46074297,1.12018493,0.02787601,3.30949769
-5.03351676,16.59200163,2.42042525,11.58792844,0.03779720,0.20078840,1.38861236,1.09452500,0.02748022,3.19795654
-5.02751376,16.11939126,2.31654194,11.29671720,0.03556372,0.19259261,1.31537828,1.06968125,0.02723043,3.08630587
-5.02151076,15.64163422,2.21211691,10.99861989,0.03345961,0.18430618,1.24174799,1.04578587,0.02712462,2.97536838
-5.01550775,15.16226462,2.10791563,10.69600849,0.03147700,0.17598208,1.16839248,1.02293219,0.02715864,2.86587975
-5.00950475,14.68463982,2.00466465,10.39122157,0.02960818,0.16767361,1.09593322,1.00117699,0.02732638,2.75848168
-5.00350175,14.21190855,1.90303793,10.08654052,0.02784620,0.15943255,1.02493128,0.98054370,0.02761985,2.65371802
-4.99749875,13.74698130,1.80364572,9.78416348,0.02618521,0.15130765,0.95587890,0.96102624,0.02802938,2.55203387
-4.99149575,13.29250251,1.70702615,9.48617670,0.02462073,0.14334330,0.88919389,0.94259319,0.02854378,2.45377725
-4.98549275,12.85082412,1.61363960,9.19452364,0.02314972,0.13557853,0.82521666,0.92519212,0.02915055,2.35920305
-4.97948974,12.42398069,1.52386591,8.91097245,0.02177058,0.12804641,0.76420992,0.90875383,0.02983602,2.26847873
-4.97348674,12.01366640,1.43800405,8.63708274,0.02048298,0.12077367,0.70636074,0.89319630,0.03058564,2.18169146
-4.96748374,11.62121440,1.35627410,8.37417314,0.01928760,0.11378069,0.65178479,0.87842817,0.03138412,2.09885617
-4.96148074,11.24757957,1.27882123,8.12329087,0.01818578,0.10708176,0.60053234,0.86435165,0.03221564,2.01992414
-4.95547774,10.89332560,1.20572103,7.88518519,0.01717919,0.10068552,0.55259556,0.85086485,0.03306412,1.94479172
-4.94947474,10.55861734,1.13698610,7.66028627,0.01626939,0.09459567,0.50791692,0.83786336,0.03391335,1.87330902
-4.94347174,10.24321988,1.07257331,7.44869091,0.01545744,0.08881165,0.46639793,0.82524136,0.03474723,1.80528805
-4.93746873,9.94650499,1.01239131,7.25015671,0.01474356,0.08332953,0.42790822,0.81289204,0.03554992,1.74051046
-4.93146573,9.66746613,0.95630828,7.06410538,0.01412679,0.07814280,0.39229417,0.80070772,0.03630606,1.67873456
-4.92546273,9.40474243,0.90415934,6.88963618,0.01360477,0.07324322,0.35938723,0.78857968,0.03700091,1.61970169
-4.91945973,9.15665211,0.85575378,6.72554964,0.01317353,0.06862153,0.32901122,0.77639785,0.03762051,1.56314199
-4.91345673,8.92123529,0.81088183,6.57038133,0.01282746,0.06426814,0.30098886,0.76405069,0.03815184,1.50877967
-4.90745373,8.69630575,0.76932108,6.42244513,0.01255929,0.06017367,0.27514709,0.75142523,0.03858295,1.45633784
-4.90145073,8.47951070,0.73084246,6.27988491,0.01236021,0.05632944,0.25132129,0.73840760,0.03890310,1.40554311
-4.89544772,8.26839753,0.69521597,6.14073302,0.01222005,0.05272782,0.22935845,0.72488401,0.03910288,1.35613009
-4.88944472,8.06048546,0.66221607,6.00297382,0.01212753,0.04936247,0.20911918,0.71074242,0.03917439,1.30784582
-4.88344172,7.85334038,0.63162691,5.86460996,0.01207059,0.04622863,0.19047883,0.69587474,0.03911130,1.26045432
-4.87743872,7.64465023,0.60324724,5.72372922,0.01203675,0.04332316,0.17332780,0.68017962,0.03890902,1.21374114
-4.87143572,7.43229840,0.57689519,5.57856915,0.01201347,0.04064467,0.15757110,0.66356575,0.03856479,1.16751792
-4.86543272,7.21443253,0.55241256,5.42757727,0.01198858,0.03819352,0.14312749,0.64595538,0.03807783,1.12162689
-4.85942971,6.98952579,0.52966872,5.26946438,0.01195063,0.03597184,0.12992814,0.62728810,0.03744935,1.07594501
-4.85342671,6.75642834,0.50856382,5.10324878,0.01188926,0.03398345,0.11791509,0.60752437,0.03668267,1.03038764
-4.84742371,6.51440657,0.48903107,4.92828981,0.01179550,0.03223375,0.10703959,0.58664883,0.03578321,0.98491155
-4.84142071,6.26316841,0.47103809,4.74430919,0.01166202,0.03072956,0.09726037,0.56467292,0.03475851,0.93951681
-4.83541771,6.00287338,0.45458678,4.55139947,0.01148332,0.02947888,0.08854197,0.54163683,0.03361810,0.89424755
-4.82941471,5.73412686,0.43971186,4.35001932,0.01125583,0.02849057,0.08085311,0.51761036,0.03237345,0.84919133
-4.82341171,5.45795865,0.42647781,4.14097597,0.01097799,0.02777399,0.07416520,0.49269281,0.03103775,0.80447690
-4.81740870,5.17578660,0.41497412,3.92539574,0.01065016,0.02733845,0.06845100,0.46701166,0.02962570,0.76027050
-4.81140570,4.88936689,0.40530900,3.70468411,0.01027457,0.02719268,0.06368329,0.44072012,0.02815320,0.71677048
-4.80540270,4.60073308,0.39760166,3.48047727,0.00985512,0.02734413,0.05983379,0.41399366,0.02663704,0.67420068
-4.79939970,4.31212659,0.39197332,3.25458726,0.00939721,0.02779825,0.05687206,0.38702558,0.02509450,0.63280249
-4.79339670,4.02592173,0.38853735,3.02894339,0.00890746,0.02855768,0.05476463,0.36002192,0.02354299,0.59282610
-4.78739370,3.74454842,0.38738897,2.80553239,0.00839346,0.02962151,0.05347411,0.33319584,0.02199963,0.55452130
-4.78139070,3.47041608,0.38859492,2.58633979,0.00786347,0.03098444,0.05295853,0.30676182,0.02048084,0.51812803
-4.77538769,3.20584176,0.39218366,2.37329506,0.00732617,0.03263611,0.05317067,0.28092992,0.01900200,0.48386747
-4.76938469,2.95298543,0.39813666,2.16822238,0.00679039,0.03456051,0.05405769,0.25590028,0.01757707,0.45193372
-4.76338169,2.71379481,0.40638124,1.97279894,0.00626483,0.03673550,0.05556085,0.23185829,0.01621834,0.42248672
-4.75737869,2.48996166,0.41678544,1.78852167,0.00575791,0.03913261,0.05761545,0.20897039,0.01493621,0.39564663
-4.75137569,2.28289078,0.42915543,1.61668356,0.00527757,0.04171702,0.06015104,0.18738085,0.01373904,0.37148994
-4.74537269,2.09368212,0.44323551,1.45835932,0.00483112,0.04444784,0.06309189,0.16720945,0.01263312,0.35004747
-4.73936968,1.92312607,0.45871115,1.31440041,0.00442519,0.04727869,0.06635774,0.14855025,0.01162263,0.33130438
-4.73336668,1.77171102,0.47521481,1.18543866,0.00406564,0.05015853,0.06986481,0.13147129,0.01070982,0.31520206
-4.72736368,1.63964197,0.49233463,1.07189731,0.00375754,0.05303278,0.07352716,0.11601533,0.00989510,0.30164186
-4.72136068,1.52686837,0.50962556,0.97400827,0.00350521,0.05584476,0.07725823,0.10220126,0.00917737,0.29049035
-4.71535768,1.43311921,0.52662263,0.89183389,0.00331219,0.05853724,0.08097257,0.09002634,0.00855425,0.28158596
-4.70935468,1.35794299,0.54285559,0.82529183,0.00318134,0.06105419,0.08458781,0.07946887,0.00802240,0.27474647
-4.70335168,1.30075022,0.55786463,0.77418132,0.00311484,0.06334268,0.08802656,0.07049131,0.00757796,0.26977708
-4.69734867,1.26085633,0.57121610,0.73820928,0.00311429,0.06535466,0.09121843,0.06304350,0.00721680,0.26647873
-4.69134567,1.23752272,0.58251778,0.71701513,0.00318069,0.06704877,0.09410179,0.05706606,0.00693497,0.26465613
-4.68534267,1.22999418,0.59143280,0.71019301,0.00331455,0.06839194,0.09662551,0.05249358,0.00672894,0.26412520
-4.67933967,1.23753128,0.59769164,0.71731073,0.00351583,0.06936080,0.09875027,0.04925769,0.00659598,0.26471975
-4.67333667,1.25943644,0.60110168,0.73792474,0.00378402,0.06994273,0.10044964,0.04728988,0.00653433,0.26629689
-4.66733367,1.29507314,0.60155368,0.77159092,0.00411809,0.07013657,0.10171066,0.04652387,0.00654339,0.26874122
-4.66133067,1.34387785,0.59902509,0.81787110,0.00451648,0.06995296,0.10253405,0.04689770,0.00662387,0.27196754
-4.65532766,1.40536477,0.59357995,0.87633550,0.00497706,0.06941419,0.10293398,0.04835535,0.00677776,0.27592210
-4.64932466,1.47912387,0.58536541,0.94656150,0.00549707,0.06855368,0.10293736,0.05084799,0.00700832,0.28058237
-4.64332166,1.56481276,0.57460513,1.02812925,0.00607310,0.06741496,0.10258277,0.05433477,0.00731995,0.28595551
