energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-3.03451726,4.16675778,0.03119251,0.09667975,0.12776346,0.56005474,3.62513930,0.01568059,0.39408398
-3.02851426,4.20400152,0.03208032,0.09688300,0.12576646,0.56073414,3.66106188,0.01570878,0.39682221
-3.02251126,4.22605857,0.03289420,0.09665634,0.12324183,0.56022296,3.68394342,0.01564583,0.39813436
-3.01650825,4.23277787,0.03362315,0.09599513,0.12022911,0.55835759,3.69366649,0.01549449,0.39796710
-3.01050525,4.22421485,0.03425614,0.09490369,0.11677249,0.55501842,3.69028013,0.01525910,0.39629400
-3.00450225,4.20061642,0.03478232,0.09339482,0.11291972,0.55012794,3.67398685,0.01494542,0.39311465
-2.99849925,4.16240264,0.03519136,0.09148908,0.10872116,0.54364800,3.64512708,0.01456040,0.38845327
-2.99249625,4.11014584,0.03547370,0.08921382,0.10422875,0.53557626,3.60416184,0.01411195,0.38235672
-2.98649325,4.04454857,0.03562087,0.08660216,0.09949507,0.52594226,3.55165486,0.01360866,0.37489227
-2.98049025,3.96642132,0.03562580,0.08369179,0.09457256,0.51480315,3.48825482,0.01305955,0.36614497
-2.97448724,3.87666114,0.03548312,0.08052373,0.08951266,0.50223945,3.41467865,0.01247377,0.35621500
-2.96848424,3.77623186,0.03518941,0.07714112,0.08436523,0.48835084,3.33169664,0.01186039,0.34521480
-2.96248124,3.66614676,0.03474340,0.07358802,0.07917791,0.47325224,3.24011974,0.01122817,0.33326635
-2.95647824,3.54745404,0.03414615,0.06990831,0.07399573,0.45707022,3.14078952,0.01058531,0.32049848
-2.95047524,3.42122540,0.03340114,0.06614465,0.06886067,0.43993990,3.03457073,0.00993941,0.30704441
-2.94447224,3.28854764,0.03251428,0.06233769,0.06381143,0.42200223,2.92234658,0.00929725,0.29303955
-2.93846923,3.15051715,0.03149385,0.05852533,0.05888324,0.40340183,2.80501622,0.00866477,0.27861948
-2.93246623,3.00823687,0.03035040,0.05474219,0.05410773,0.38428521,2.68349417,0.00804705,0.26391832
-2.92646323,2.86281511,0.02909649,0.05101932,0.04951291,0.36479941,2.55871102,0.00744827,0.24906732
-2.92046023,2.71536565,0.02774646,0.04738396,0.04512319,0.34509095,2.43161485,0.00687181,0.23419384
-2.91445723,2.56700845,0.02631607,0.04385950,0.04095948,0.32530508,2.30317269,0.00632023,0.21942042
-2.90845423,2.41887021,0.02482215,0.04046564,0.03703932,0.30558510,2.17437142,0.00579539,0.20486425
-2.90245123,2.27208426,0.02328217,0.03721849,0.03337705,0.28607181,2.04621755,0.00529856,0.19063674
-2.89644822,2.12778912,0.02171385,0.03413096,0.02998404,0.26690302,1.91973540,0.00483046,0.17684321
-2.89044522,1.98712539,0.02013468,0.03121301,0.02686892,0.24821293,1.79596338,0.00439138,0.16358270
-2.88444222,1.85123069,0.01856163,0.02847204,0.02403787,0.23013145,1.67594821,0.00398127,0.15094791
-2.87843922,1.72123239,0.01701067,0.02591326,0.02149485,0.21278340,1.56073687,0.00359982,0.13902497
-2.87243622,1.59823822,0.01549651,0.02354003,0.01924191,0.19628754,1.45136645,0.00324652,0.12789338
-2.86643322,1.48332477,0.01403234,0.02135417,0.01727944,0.18075554,1.34885206,0.00292071,0.11762579
-2.86043022,1.37752405,0.01262957,0.01935621,0.01560636,0.16629074,1.25417287,0.00262166,0.10828770
-2.85442721,1.28180844,0.01129776,0.01754564,0.01422039,0.15298685,1.16825685,0.00234854,0.09993708
-2.84842421,1.19707429,0.01004447,0.01592104,0.01311818,0.14092660,1.09196429,0.00210050,0.09262395
-2.84242121,1.12412447,0.00887531,0.01448019,0.01229538,0.13018034,1.02607061,0.00187668,0.08638973
-2.83641821,1.06365047,0.00779396,0.01322008,0.01174674,0.12080464,0.97124888,0.00167615,0.08126658
-2.83041521,1.01621424,0.00680228,0.01213699,0.01146608,0.11284094,0.92805236,0.00149800,0.07727662
-2.82441221,0.98223041,0.00590044,0.01122638,0.01144621,0.10631434,0.89689763,0.00134126,0.07443112
-2.81840920,0.96194929,0.00508713,0.01048287,0.01167879,0.10123244,0.87804856,0.00120494,0.07272957
-2.81240620,0.95544129,0.00435971,0.00990013,0.01215419,0.09758445,0.87160188,0.00108800,0.07215890
-2.80640320,0.96258326,0.00371449,0.00947085,0.01286125,0.09534043,0.87747466,0.00098937,0.07269259
-2.80040020,0.98304754,0.00314688,0.00918659,0.01378704,0.09445093,0.89539432,0.00090790,0.07429006
-2.79439720,1.01629418,0.00265169,0.00903781,0.01491671,0.09484679,0.92489183,0.00084241,0.07689610
-2.78839420,1.06156723,0.00222325,0.00901373,0.01623318,0.09643948,0.96529851,0.00079164,0.08044065
-2.78239120,1.11789563,0.00185567,0.00910245,0.01771706,0.09912174,1.01574725,0.00075430,0.08483881
-2.77638819,1.18409936,0.00154297,0.00929089,0.01934654,0.10276873,1.07517837,0.00072904,0.08999126
-2.77038519,1.25880130,0.00127922,0.00956495,0.02109739,0.10723965,1.14235084,0.00071448,0.09578508
-2.76438219,1.34044514,0.00105870,0.00990962,0.02294304,0.11237991,1.21585888,0.00070920,0.10209505
-2.75837919,1.42731949,0.00087594,0.01030917,0.02485481,0.11802372,1.29415410,0.00071178,0.10878537
-2.75237619,1.51758796,0.00072585,0.01074741,0.02680227,0.12399727,1.37557317,0.00072080,0.11571190
-2.74637319,1.60932489,0.00060370,0.01120799,0.02875365,0.13012229,1.45837034,0.00073485,0.12272480
-2.74037019,1.70055579,0.00050522,0.01167468,0.03067645,0.13621998,1.54075436,0.00075256,0.12967160
-2.73436718,1.78930174,0.00042657,0.01213176,0.03253811,0.14211524,1.62092878,0.00077264,0.13640049
-2.72836418,1.87362612,0.00036433,0.01256440,0.03430675,0.14764108,1.69713438,0.00079385,0.14276392
-2.72236118,1.95168235,0.00031551,0.01295903,0.03595198,0.15264297,1.76769238,0.00081506,0.14862218
-2.71635818,2.02176083,0.00027753,0.01330373,0.03744572,0.15698316,1.83104694,0.00083527,0.15384700
-2.71035518,2.08233334,0.00024818,0.01358858,0.03876303,0.16054464,1.88580524,0.00085361,0.15832490
-2.70435218,2.13209319,0.00022558,0.01380602,0.03988290,0.16323477,1.93077371,0.00086936,0.16196026
-2.69834917,2.16998939,0.00020816,0.01395107,0.04078892,0.16498823,1.96498875,0.00088199,0.16467785
-2.69234617,2.19525359,0.00019465,0.01402162,0.04146992,0.16576935,1.98774096,0.00089113,0.16642492
-2.68634317,2.20741854,0.00018398,0.01401856,0.04192041,0.16557366,1.99859159,0.00089663,0.16717248
-2.68034017,2.20632745,0.00017533,0.01394587,0.04214091,0.16442859,1.99738081,0.00089853,0.16691601
-2.67433717,2.19213383,0.00016804,0.01381063,0.04213810,0.16239323,1.98422729,0.00089705,0.16567530
-2.66833417,2.16529200,0.00016160,0.01362299,0.04192485,0.15955737,1.95951945,0.00089264,0.16349368
-2.66233117,2.12653870,0.00015566,0.01339599,0.04151999,0.15603960,1.92389863,0.00088594,0.16043650
-2.65632816,2.07686677,0.00014993,0.01314539,0.04094799,0.15198467,1.87823514,0.00087774,0.15658899
-2.65032516,2.01749202,0.00014426,0.01288936,0.04023846,0.14756026,1.82359824,0.00086904,0.15205360
-2.64432216,1.94981475,0.00013854,0.01264819,0.03942551,0.14295314,1.76122136,0.00086096,0.14694698
-2.63831916,1.87537754,0.00013273,0.01244385,0.03854702,0.13836491,1.69246413,0.00085475,0.14139660
-2.63231616,1.79582087,0.00012683,0.01229962,0.03764375,0.13400750,1.61877249,0.00085175,0.13553722
-2.62631316,1.71283828,0.00012089,0.01223956,0.03675839,0.13009841,1.54163860,0.00085339,0.12950736
-2.62031016,1.62813236,0.00011495,0.01228809,0.03593464,0.12685592,1.46256171,0.00086109,0.12344581
-2.61430715,1.54337309,0.00010909,0.01246938,0.03521606,0.12449440,1.38301132,0.00087630,0.11748829
-2.60830415,1.46015950,0.00010341,0.01280692,0.03464511,0.12321960,1.30439349,0.00090040,0.11176441
-2.60230115,1.37998549,0.00009798,0.01332288,0.03426202,0.12322431,1.22802121,0.00093467,0.10639487
-2.59629815,1.30421042,0.00009290,0.01403766,0.03410380,0.12468415,1.15508913,0.00098028,0.10148913
-2.59029515,1.23403492,0.00008824,0.01496931,0.03420317,0.12775382,1.08665320,0.00103821,0.09714335
-2.58429215,1.17048187,0.00008407,0.01613304,0.03458765,0.13256363,1.02361514,0.00110920,0.09343884
-2.57828914,1.11438283,0.00008045,0.01754077,0.03527866,0.13921653,0.96671167,0.00119376,0.09044082
-2.57228614,1.06636948,0.00007742,0.01920068,0.03629074,0.14778573,0.91650843,0.00129207,0.08819767
-2.56628314,1.02687019,0.00007500,0.02111692,0.03763092,0.15831277,0.87339825,0.00140399,0.08674057
-2.56028014,0.99611106,0.00007321,0.02328925,0.03929818,0.17080636,0.83760333,0.00152904,0.08608344
-2.55427714,0.97412155,0.00007203,0.02571298,0.04128315,0.18524195,0.80918120,0.00166634,0.08622342
-2.54827414,0.96074410,0.00007145,0.02837886,0.04356797,0.20156201,0.78803386,0.00181465,0.08714155
-2.54227114,0.95564750,0.00007143,0.03127319,0.04612636,0.21967730,0.77391994,0.00197235,0.08880392
-2.53626813,0.95834381,0.00007191,0.03437805,0.04892401,0.23946894,0.76646942,0.00213749,0.09116313
-2.53026513,0.96820833,0.00007282,0.03767169,0.05191910,0.26079144,0.76520058,0.00230778,0.09416003
-2.52426213,0.98450230,0.00007410,0.04112905,0.05506316,0.28347658,0.76953879,0.00248069,0.09772577
-2.51825913,1.00639785,0.00007565,0.04472246,0.05830216,0.30733809,0.77883686,0.00265346,0.10178414
-2.51225613,1.03300463,0.00007740,0.04842237,0.06157777,0.33217702,0.79239630,0.00282320,0.10625402
-2.50625313,1.06339757,0.00007924,0.05219832,0.06482889,0.35778759,0.80948928,0.00298700,0.11105200
-2.50025013,1.09664490,0.00008109,0.05601980,0.06799330,0.38396336,0.82938043,0.00314198,0.11609507
-2.49424712,1.13183576,0.00008287,0.05985728,0.07100941,0.41050339,0.85134821,0.00328540,0.12130324
-2.48824412,1.16810641,0.00008450,0.06368316,0.07381809,0.43721824,0.87470497,0.00341481,0.12660201
-2.48224112,1.20466422,0.00008591,0.06747261,0.07636450,0.46393524,0.89881524,0.00352810,0.13192467
-2.47623812,1.24080856,0.00008705,0.07120435,0.07859981,0.49050317,0.92311157,0.00362360,0.13721419
-2.47023512,1.27594777,0.00008790,0.07486125,0.08048289,0.51679559,0.94710729,0.00370024,0.14242474
-2.46423212,1.30961149,0.00008843,0.07843074,0.08198171,0.54271301,0.97040594,0.00375756,0.14752270
-2.45822911,1.34145792,0.00008865,0.08190497,0.08307460,0.56818354,0.99270669,0.00379584,0.15248708
-2.45222611,1.37127559,0.00008860,0.08528074,0.08375127,0.59316184,1.01380583,0.00381611,0.15730939
-2.44622311,1.39897978,0.00008833,0.08855922,0.08401343,0.61762669,1.03359423,0.00382026,0.16199292
-2.44022011,1.42460346,0.00008794,0.09174536,0.08387527,0.64157688,1.05205080,0.00381103,0.16655143
-2.43421711,1.44828361,0.00008753,0.09484713,0.08336352,0.66502595,1.06923248,0.00379201,0.17100736
-2.42821411,1.47024326,0.00008724,0.09787460,0.08251725,0.68799580,1.08526120,0.00376771,0.17538959
-2.42221111,1.49077046,0.00008725,0.10083891,0.08138746,0.71050966,1.10030844,0.00374349,0.17973092
-2.41620810,1.51019505,0.00008776,0.10375105,0.08003628,0.73258481,1.11457830,0.00372552,0.18406537
-2.41020510,1.52886456,0.00008899,0.10662083,0.07853608,0.75422537,1.12828988,0.00372081,0.18842545
-2.40420210,1.54712041,0.00009119,0.10945576,0.07696825,0.77541581,1.14165990,0.00373706,0.19283949
-2.39819910,1.56527565,0.00009464,0.11226012,0.07542187,0.79611539,1.15488635,0.00378268,0.19732935
-2.39219610,1.58359527,0.00009962,0.11503419,0.07399216,0.81625405,1.16813421,0.00386661,0.20190836
-2.38619310,1.60228009,0.00010646,0.11777375,0.07277881,0.83573004,1.18152359,0.00399826,0.20657986
-2.38019010,1.62145488,0.00011546,0.12046979,0.07188412,0.85440945,1.19512113,0.00418737,0.21133630
-2.37418709,1.64116118,0.00012697,0.12310854,0.07141101,0.87212776,1.20893475,0.00444385,0.21615892
-2.36818409,1.66135503,0.00014132,0.12567175,0.07146094,0.88869349,1.22291206,0.00477757,0.22101807
-2.36218109,1.68190937,0.00015883,0.12813729,0.07213159,0.90389366,1.23694217,0.00519821,0.22587415
-2.35617809,1.70262093,0.00017983,0.13047992,0.07351453,0.91750091,1.25086084,0.00571493,0.23067910
-2.35017509,1.72322073,0.00020461,0.13267234,0.07569275,0.92928199,1.26445828,0.00633622,0.23537829
-2.34417209,1.74338763,0.00023344,0.13468627,0.07873810,0.93900701,1.27748919,0.00706952,0.23991279
-2.33816908,1.76276384,0.00026657,0.13649372,0.08270881,0.94645914,1.28968422,0.00792098,0.24422188
-2.33216608,1.78097146,0.00030420,0.13806819,0.08764694,0.95144416,1.30076223,0.00889514,0.24824552
-2.32616308,1.79762903,0.00034648,0.13938585,0.09357615,0.95379946,1.31044249,0.00999463,0.25192693
-2.32016008,1.81236728,0.00039351,0.14042661,0.10049953,0.95340184,1.31845624,0.01121993,0.25521479
-2.31415708,1.82484318,0.00044537,0.14117505,0.10839794,0.95017392,1.32455700,0.01256912,0.25806537
-2.30815408,1.83475181,0.00050206,0.14162113,0.11722878,0.94408882,1.32852918,0.01403772,0.26044411
-2.30215108,1.84183571,0.00056355,0.14176068,0.12692536,0.93517277,1.33019460,0.01561857,0.26232693
-2.29614807,1.84589137,0.00062978,0.14159573,0.13739694,0.92350574,1.32941702,0.01730186,0.26370103
-2.29014507,1.84677316,0.00070065,0.14113456,0.14852968,0.90922008,1.32610443,0.01907520,0.26456535
-2.28414207,1.84439473,0.00077608,0.14039159,0.16018833,0.89249731,1.32020952,0.02092384,0.26493056
-2.27813907,1.83872843,0.00085598,0.13938709,0.17221890,0.87356318,1.31172837,0.02283099,0.26481879
-2.27213607,1.82980310,0.00094030,0.13814674,0.18445212,0.85268162,1.30069804,0.02477827,0.26426305
-2.26613307,1.81770072,0.00102904,0.13670116,0.19670772,0.83014754,1.28719308,0.02674621,0.26330647
-2.26013007,1.80255259,0.00112225,0.13508523,0.20879943,0.80627913,1.27132176,0.02871493,0.26200137
-2.25412706,1.78453512,0.00122010,0.13333750,0.22054036,0.78140995,1.25322198,0.03066473,0.26040825
-2.24812406,1.76386577,0.00132284,0.13149949,0.23174880,0.75588096,1.23305748,0.03257688,0.25859465
-2.24212106,1.74079916,0.00143083,0.12961500,0.24225397,0.73003304,1.21101429,0.03443425,0.25663403
-2.23611806,1.71562327,0.00154454,0.12772933,0.25190155,0.70419997,1.18729754,0.03622197,0.25460448
-2.23011506,1.68865578,0.00166454,0.12588859,0.26055873,0.67870202,1.16212868,0.03792798,0.25258737
-2.22411206,1.66023994,0.00179147,0.12413878,0.26811845,0.65384032,1.13574283,0.03954343,0.25066583
-2.21810905,1.63074000,0.00192602,0.12252498,0.27450269,0.62989192,1.10838618,0.04106296,0.24892306
-2.21210605,1.60053562,0.00206892,0.12109030,0.27966450,0.60710549,1.08031314,0.04248478,0.24744039
-2.20610305,1.57001497,0.00222081,0.11987485,0.28358874,0.58569760,1.05178298,0.04381052,0.24629509
-2.20010005,1.53956651,0.00238225,0.11891454,0.28629147,0.56584952,1.02305591,0.04504490,0.24555796
-2.19409705,1.50956915,0.00255366,0.11823985,0.28781792,0.54770452,0.99438834,0.04619529,0.24529068
-2.18809405,1.48038111,0.00273518,0.11787455,0.28823924,0.53136554,0.96602734,0.04727093,0.24554306
-2.18209105,1.45232777,0.00292671,0.11783442,0.28764821,0.51689334,0.93820452,0.04828221,0.24635020
-2.17608804,1.42568896,0.00312774,0.11812610,0.28615403,0.50430518,0.91112938,0.04923973,0.24772988
-2.17008504,1.40068661,0.00333739,0.11874597,0.28387666,0.49357405,0.88498264,0.05015342,0.24968006
-2.16408204,1.37747322,0.00355433,0.11967942,0.28094088,0.48462879,0.85990979,0.05103166,0.25217700
-2.15807904,1.35612246,0.00377675,0.12090034,0.27747057,0.47735497,0.83601555,0.05188049,0.25517394
-2.15207604,1.33662237,0.00400239,0.12237106,0.27358342,0.47159699,0.81335945,0.05270301,0.25860062
-2.14607304,1.31887227,0.00422854,0.12404268,0.26938637,0.46716133,0.79195323,0.05349895,0.26236374
-2.14007004,1.30268374,0.00445211,0.12585606,0.26497218,0.46382115,0.77176032,0.05426447,0.26634856
-2.13406703,1.28778624,0.00466969,0.12774314,0.26041712,0.46132215,0.75269763,0.05499230,0.27042153
-2.12806403,1.27383743,0.00487764,0.12962896,0.25578004,0.45938987,0.73463983,0.05567206,0.27443409
-2.12206103,1.26043799,0.00507219,0.13143405,0.25110275,0.45773803,0.71742612,0.05629095,0.27822745
-2.11605803,1.24715056,0.00524961,0.13307722,0.24641172,0.45607784,0.70086911,0.05683457,0.28163826
-2.11005503,1.23352181,0.00540632,0.13447872,0.24172077,0.45412801,0.68476566,0.05728803,0.28450495
-2.10405203,1.21910692,0.00553900,0.13556350,0.23703488,0.45162499,0.66890899,0.05763714,0.28667445
-2.09804902,1.20349500,0.00564480,0.13626457,0.23235441,0.44833306,0.65310155,0.05786972,0.28800901
-2.09204602,1.18633427,0.00572140,0.13652613,0.22767979,0.44405385,0.63716793,0.05797682,0.28839282
-2.08604302,1.16735568,0.00576717,0.13630655,0.22301616,0.43863491,0.62096710,0.05795398,0.28773807
-2.08004002,1.14639345,0.00578122,0.13558084,0.21837762,0.43197676,0.60440328,0.05780221,0.28599010
-2.07403702,1.12340173,0.00576352,0.13434263,0.21379090,0.42403828,0.58743493,0.05752882,0.28313155
-2.06803402,1.09846606,0.00571486,0.13260544,0.20929810,0.41484000,0.57008110,0.05714795,0.27918502
-2.06203102,1.07180915,0.00563691,0.13040332,0.20495838,0.40446521,0.55242513,0.05668072,0.27421437
-2.05602801,1.04379060,0.00553220,0.12779066,0.20084830,0.39305876,0.53461504,0.05615511,0.26832430
-2.05002501,1.01490028,0.00540402,0.12484126,0.19706100,0.38082366,0.51686103,0.05560542,0.26165846
-2.04402201,0.98574582,0.00525636,0.12164670,0.19370396,0.36801552,0.49942972,0.05507137,0.25439595
-2.03801901,0.95703460,0.00509382,0.11831401,0.19089570,0.35493503,0.48263578,0.05459695,0.24674643
-2.03201601,0.92955109,0.00492148,0.11496281,0.18876135,0.34191898,0.46683115,0.05422889,0.23894408
-2.02601301,0.90413047,0.00474477,0.11172193,0.18742746,0.32932982,0.45239230,0.05401503,0.23124049
-2.02001001,0.88162966,0.00456934,0.10872573,0.18701620,0.31754457,0.43970632,0.05400241,0.22389691
-2.01400700,0.86289704,0.00440095,0.10611025,0.18763940,0.30694312,0.42915619,0.05423544,0.21717613
-2.00800400,0.84874201,0.00424531,0.10400917,0.18939249,0.29789656,0.42110611,0.05475401,0.21133410
-2.00200100,0.83990568,0.00410804,0.10254999,0.19234899,0.29075587,0.41588730,0.05559168,0.20661188
-1.99599800,0.83703377,0.00399452,0.10185026,0.19655544,0.28584131,0.41378496,0.05677411,0.20322793
-1.98999500,0.84065272,0.00390984,0.10201422,0.20202742,0.28343295,0.41502690,0.05831774,0.20137113
-1.98399200,0.85114989,0.00385880,0.10312973,0.20874656,0.28376244,0.41977408,0.06022869,0.20119474
-1.97798899,0.86875855,0.00384578,0.10526576,0.21665892,0.28700655,0.42811370,0.06250217,0.20281142
-1.97198599,0.89354803,0.00387483,0.10847038,0.22567474,0.29328239,0.44005474,0.06512215,0.20628954
-1.96598299,0.92541944,0.00394960,0.11276932,0.23566959,0.30264467,0.45552632,0.06806147,0.21165083
-1.95997999,0.96410691,0.00407336,0.11816519,0.24648692,0.31508501,0.47437871,0.07128241,0.21886950
-1.95397699,1.00918438,0.00424898,0.12463732,0.25794195,0.33053332,0.49638708,0.07473756,0.22787284
-1.94797399,1.06007750,0.00447899,0.13214222,0.26982660,0.34886136,0.52125766,0.07837104,0.23854326
-1.94197099,1.11608022,0.00476548,0.14061467,0.28191542,0.36988819,0.54863617,0.08212011,0.25072181
-1.93596798,1.17637550,0.00511012,0.14996941,0.29397214,0.39338759,0.57811809,0.08591690,0.26421304
-1.92996498,1.24005923,0.00551409,0.16010333,0.30575659,0.41909707,0.60926041,0.08969033,0.27879102
-1.92396198,1.30616663,0.00597802,0.17089818,0.31703171,0.44672820,0.64159447,0.09336815,0.29420644
-1.91795898,1.37370008,0.00650189,0.18222368,0.32757031,0.47597799,0.67463926,0.09687896,0.31019455
-1.91195598,1.44165746,0.00708488,0.19394085,0.33716137,0.50654070,0.70791488,0.10015415,0.32648355
-1.90595298,1.50905981,0.00772530,0.20590565,0.34561554,0.53811974,0.74095543,0.10312968,0.34280335
-1.89994997,1.57497751,0.00842044,0.21797265,0.35276967,0.57043903,0.77332105,0.10574771,0.35889416
-1.89394697,1.63855398,0.00916641,0.22999862,0.35849029,0.60325331,0.80460864,0.10795792,0.37451473
-1.88794397,1.69902590,0.00995805,0.24184603,0.36267583,0.63635677,0.83446081,0.10971854,0.38944981
-1.88194097,1.75573963,0.01078884,0.25338625,0.36525762,0.66958960,0.86257278,0.11099707,0.40351653
-1.87593797,1.80816290,0.01165085,0.26450230,0.36619973,0.70284191,0.88869719,0.11177072,0.41656947
-1.86993497,1.85589177,0.01253469,0.27509123,0.36549772,0.73605479,0.91264647,0.11202642,0.42850403
-1.86393197,1.89865266,0.01342966,0.28506580,0.36317643,0.76921832,0.93429301,0.11176068,0.43925813
-1.85792896,1.93629954,0.01432374,0.29435573,0.35928702,0.80236646,0.95356708,0.11097907,0.44881203
-1.85192596,1.96880667,0.01520387,0.30290820,0.35390347,0.83556906,0.97045282,0.10969557,0.45718625
-1.84592296,1.99625755,0.01605618,0.31068780,0.34711874,0.86892128,0.98498252,0.10793167,0.46443781
-1.83991996,2.01883055,0.01686627,0.31767597,0.33904083,0.90253108,0.99722970,0.10571543,0.47065492
-1.83391696,2.03678231,0.01761959,0.32386984,0.32978889,0.93650524,1.00730115,0.10308041,0.47595038
-1.82791396,2.05042975,0.01830190,0.32928078,0.31948958,0.97093504,1.01532872,0.10006462,0.48045410
-1.82191096,2.06013156,0.01889961,0.33393258,0.30827382,1.00588220,1.02146100,0.09670944,0.48430510
-1.81590795,2.06627025,0.01940031,0.33785956,0.29627396,1.04136606,1.02585539,0.09305866,0.48764351
-1.80990495,2.06923543,0.01979314,0.34110445,0.28362146,1.07735303,1.02867108,0.08915751,0.49060284
-1.80390195,2.06940917,0.02006921,0.34371651,0.27044510,1.11374876,1.03006291,0.08505182,0.49330319
-1.79789895,2.06715386,0.02022192,0.34574960,0.25686958,1.15039383,1.03017665,0.08078732,0.49584537
-1.79189595,2.06280295,0.02024722,0.34726061,0.24301462,1.18706330,1.02914549,0.07640895,0.49830668
-1.78589295,2.05665467,0.02014382,0.34830801,0.22899430,1.22347016,1.02708800,0.07196033,0.50073808
-1.77988994,2.04896870,0.01991322,0.34895072,0.21491670,1.25927269,1.02410733,0.06748329,0.50316311
-1.77388694,2.03996544,0.01955973,0.34924720,0.20088364,1.29408517,1.02029147,0.06301747,0.50557845
-1.76788394,2.02982751,0.01909030,0.34925480,0.18699057,1.32749148,1.01571449,0.05860001,0.50795592
-1.76188094,2.01870292,0.01851434,0.34902913,0.17332634,1.35906065,1.01043828,0.05426523,0.51024574
-1.75587794,2.00670931,0.01784337,0.34862370,0.15997306,1.38836346,1.00451471,0.05004446,0.51238081
-1.74987494,1.99393865,0.01709065,0.34808943,0.14700583,1.41498897,0.99798777,0.04596578,0.51428151
-1.74387194,1.98046181,0.01627075,0.34747420,0.13449241,1.43856005,0.99089551,0.04205394,0.51586078
-1.73786893,1.96633254,0.01539904,0.34682230,0.12249284,1.45874696,0.98327164,0.03833021,0.51702911
-1.73186593,1.95159063,0.01449125,0.34617381,0.11105904,1.47527809,0.97514653,0.03481232,0.51769902
-1.72586293,1.93626383,0.01356297,0.34556385,0.10023445,1.48794734,0.96654772,0.03151446,0.51778889
-1.71985993,1.92036878,0.01262920,0.34502182,0.09005371,1.49661790,0.95749981,0.02844731,0.51722592
-1.71385693,1.90391098,0.01170398,0.34457056,0.08054243,1.50122220,0.94802397,0.02561814,0.51594807
-1.70785393,1.88688410,0.01080001,0.34422573,0.07171715,1.50175848,0.93813717,0.02303095,0.51390504
-1.70185093,1.86926908,0.00992844,0.34399523,0.06358544,1.49828423,0.92785139,0.02068672,0.51105835
-1.69584792,1.85103352,0.00909866,0.34387902,0.05614619,1.49090738,0.91717293,0.01858366,0.50738072
-1.68984492,1.83213171,0.00831823,0.34386923,0.04939016,1.47977600,0.90610223,0.01671757,0.50285483
-1.68384192,1.81250595,0.00759284,0.34395076,0.04330060,1.46506735,0.89463420,0.01508216,0.49747190
-1.67783892,1.79208919,0.00692639,0.34410232,0.03785414,1.44697732,0.88275935,0.01366949,0.49123014
-1.67183592,1.77080949,0.00632113,0.34429799,0.03302176,1.42571097,0.87046576,0.01247040,0.48413341
-1.66583292,1.74859598,0.00577783,0.34450919,0.02876989,1.40147490,0.85774176,0.01147487,0.47619030
-1.65982991,1.72538639,0.00529603,0.34470698,0.02506153,1.37447189,0.84457936,0.01067247,0.46741367
-1.65382691,1.70113553,0.00487431,0.34486460,0.02185739,1.34489808,0.83097814,0.01005273,0.45782077
-1.64782391,1.67582436,0.00451055,0.34496001,0.01911699,1.31294266,0.81694939,0.00960542,0.44743399
-1.64182091,1.64946877,0.00420225,0.34497826,0.01679967,1.27878990,0.80252002,0.00932082,0.43628197
-1.63581791,1.62212747,0.00394677,0.34491354,0.01486554,1.24262290,0.78773611,0.00918993,0.42440123
-1.62981491,1.59390812,0.00374161,0.34477065,0.01327620,1.20462866,0.77266554,0.00920452,0.41183780
-1.62381191,1.56497099,0.00358463,0.34456566,0.01199539,1.16500365,0.75739945,0.00935718,0.39864888
-1.61780890,1.53552958,0.00347424,0.34432581,0.01098941,1.12395909,0.74205226,0.00964124,0.38490423
-1.61180590,1.50584789,0.00340952,0.34408841,0.01022741,1.08172540,0.72676008,0.01005059,0.37068704
-1.60580290,1.47623395,0.00339033,0.34389881,0.00968151,1.03855506,0.71167742,0.01057953,0.35609415
-1.59979990,1.44702996,0.00341732,0.34380744,0.00932679,0.99472347,0.69697230,0.01122243,0.34123557
-1.59379690,1.41859920,0.00349194,0.34386623,0.00914108,0.95052762,0.68281990,0.01197344,0.32623306
-1.58779390,1.39131042,0.00361638,0.34412431,0.00910475,0.90628237,0.66939505,0.01282616,0.31121795
-1.58179090,1.36552059,0.00379340,0.34462357,0.00920038,0.86231462,0.65686400,0.01377329,0.29632827
-1.57578789,1.34155691,0.00402621,0.34539413,0.00941233,0.81895557,0.64537595,0.01480633,0.28170514
-1.56978489,1.31969927,0.00431825,0.34645022,0.00972641,0.77653176,0.63505479,0.01591532,0.26748892
-1.56378189,1.30016425,0.00467296,0.34778659,0.01012943,0.73535528,0.62599167,0.01708862,0.25381509
-1.55777889,1.28309182,0.00509350,0.34937589,0.01060888,0.69571397,0.61823886,0.01831281,0.24081022
-1.55177589,1.26853562,0.00558252,0.35116716,0.01115266,0.65786229,0.61180533,0.01957265,0.22858833
-1.54577289,1.25645765,0.00614184,0.35308568,0.01174881,0.62201342,0.60665442,0.02085118,0.21724777
-1.53976988,1.24672779,0.00677224,0.35503415,0.01238539,0.58833323,0.60270385,0.02212991,0.20686890
-1.53376688,1.23912850,0.00747314,0.35689534,0.01305048,0.55693647,0.59982810,0.02338913,0.19751272
-1.52776388,1.23336455,0.00824248,0.35853604,0.01373222,0.52788550,0.59786318,0.02460829,0.18922052
-1.52176088,1.22907738,0.00907653,0.35981213,0.01441895,0.50119156,0.59661354,0.02576655,0.18201456
