energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up
-6.00000000,12.95314406,2.39397083,10.05170492,0.02989608,0.24895621,0.28649374,0.14321536,1.85090877
-5.99399700,13.09641536,2.33723631,10.20835180,0.03001032,0.24024309,0.28754844,0.14911007,1.86204242
-5.98799400,13.23729922,2.28106067,10.36357340,0.03011059,0.23219583,0.28816160,0.15491840,1.87221661
-5.98199100,13.37726617,2.22600051,10.51851749,0.03020372,0.22481687,0.28832792,0.16057255,1.88164941
-5.97598799,13.51791747,2.17257286,10.67447456,0.03029659,0.21810201,0.28805251,0.16600203,1.89055751
-5.96998499,13.66092045,2.12125608,10.83281636,0.03039597,0.21204164,0.28735111,0.17113541,1.89914987
-5.96398199,13.80793539,2.07249098,10.99492585,0.03050828,0.20662196,0.28624974,0.17590210,1.90762146
-5.95797899,13.96053549,2.02668170,11.16212030,0.03063947,0.20182624,0.28478399,0.18023423,1.91614704
-5.95197599,14.12012210,1.98419570,11.33557009,0.03079482,0.19763591,0.28299782,0.18406855,1.92487519
-5.94597299,14.28783823,1.94536278,11.51621621,0.03097880,0.19403150,0.28094192,0.18734812,1.93392256
-5.93996998,14.46448359,1.91047270,11.70468987,0.03119489,0.19099325,0.27867174,0.19002395,1.94336857
-5.93396698,14.65043528,1.87977163,11.90123796,0.03144553,0.18850155,0.27624519,0.19205635,1.95325077
-5.92796398,14.84557799,1.85345765,12.10565829,0.03173195,0.18653701,0.27372021,0.19341598,1.96356109
-5.92196098,15.04924813,1.83167561,12.31724820,0.03205415,0.18508031,0.27115229,0.19408464,1.97424325
-5.91595798,15.26019555,1.81451212,12.53477022,0.03241082,0.18411184,0.26859205,0.19405567,1.98519159
-5.90995498,15.47656643,1.80199102,12.75643739,0.03279935,0.18361123,0.26608304,0.19333402,1.99625160
-5.90395198,15.69590979,1.79407023,12.97992067,0.03321585,0.18355680,0.26365994,0.19193603,2.00722226
-5.89794897,15.91520931,1.79064051,13.20237923,0.03365522,0.18392500,0.26134721,0.18988876,2.01786046
-5.89194597,16.13094090,1.79152666,13.42051403,0.03411120,0.18469009,0.25915825,0.18722924,2.02788731
-5.88594297,16.33915500,1.79649156,13.63064354,0.03457658,0.18582384,0.25709530,0.18400333,2.03699650
-5.87993997,16.53558164,1.80524333,13.82879930,0.03504332,0.18729563,0.25514986,0.18026446,2.04486439
-5.87393697,16.71575467,1.81744540,14.01083828,0.03550273,0.18907275,0.25330392,0.17607220,2.05116146
-5.86793397,16.87515063,1.83272947,14.17256766,0.03594577,0.19112101,0.25153168,0.17149083,2.05556492
-5.86193097,17.00933684,1.85071064,14.30987741,0.03636321,0.19340563,0.24980183,0.16658780,2.05777172
-5.85592796,17.11412265,1.87100419,14.41887503,0.03674587,0.19589235,0.24808034,0.16143222,2.05751163
-5.84992496,17.18570732,1.89324300,14.49601719,0.03708494,0.19854872,0.24633337,0.15609339,2.05455958
-5.84392196,17.22081834,1.91709461,14.53823254,0.03737209,0.20134548,0.24453047,0.15063947,2.04874682
-5.83791896,17.21683390,1.94227688,14.54303093,0.03759978,0.20425779,0.24264758,0.14513614,2.03997023
-5.83191596,17.17188446,1.96857110,14.50859420,0.03776134,0.20726647,0.24066985,0.13964549,2.02819925
-5.82591296,17.08492867,1.99583158,14.43384532,0.03785115,0.21035883,0.23859410,0.13422496,2.01348007
-5.81990995,16.95580058,2.02399072,14.31849289,0.03786474,0.21352921,0.23643056,0.12892645,1.99593668
-5.81390695,16.78522600,2.05305908,14.16304969,0.03779879,0.21677903,0.23420408,0.12379556,1.97576871
-5.80790395,16.57480754,2.08311990,13.96882476,0.03765118,0.22011628,0.23195435,0.11887095,1.95324587
-5.80190095,16.32697887,2.11431796,13.73788971,0.03742094,0.22355454,0.22973535,0.11418392,1.92869934
-5.79589795,16.04493048,2.14684316,13.47302110,0.03710815,0.22711135,0.22761386,0.10975805,1.90251014
-5.78989495,15.73251005,2.18090925,13.17762129,0.03671388,0.23080613,0.22566705,0.10560903,1.87509505
-5.78389195,15.39410159,2.21672871,12.85562133,0.03624002,0.23465771,0.22397927,0.10174469,1.84689062
-5.77788894,15.03448849,2.25448494,12.51136975,0.03568919,0.23868145,0.22263820,0.09816512,1.81833582
-5.77188594,14.65870579,2.29430329,12.14951137,0.03506457,0.24288633,0.22173033,0.09486303,1.78985421
-5.76588294,14.27188757,2.33622248,11.77486077,0.03436975,0.24727200,0.22133625,0.09182422,1.76183619
-5.75987994,13.87911507,2.38016807,11.39227451,0.03360867,0.25182604,0.22152568,0.08902829,1.73462237
-5.75387694,13.48527105,2.42592983,11.00652649,0.03278542,0.25652164,0.22235276,0.08644942,1.70848861
-5.74787394,13.09490548,2.47314442,10.62219005,0.03190427,0.26131587,0.22385158,0.08405734,1.68363350
-5.74187094,12.71211676,2.52128483,10.24353019,0.03096952,0.26614865,0.22603249,0.08181847,1.66016892
-5.73586793,12.34045221,2.56965761,9.87440867,0.02998551,0.27094257,0.22887910,0.07969704,1.63811414
-5.72986493,11.98283026,2.61740860,9.51820414,0.02895664,0.27560370,0.23234647,0.07765638,1.61739374
-5.72386193,11.64148636,2.66353732,9.17774876,0.02788733,0.28002328,0.23636039,0.07566012,1.59783961
-5.71785893,11.31794304,2.70691998,8.85528243,0.02678211,0.28408042,0.24081799,0.07367347,1.57919689
-5.71185593,11.01300438,2.74634017,8.55242492,0.02564560,0.28764558,0.24558969,0.07166432,1.56113380
-5.70585293,10.72677349,2.78052634,8.27016567,0.02448261,0.29058478,0.25052242,0.06960430,1.54325480
-5.69984992,10.45869168,2.80819434,8.00887101,0.02329815,0.29276440,0.25544401,0.06746966,1.52511676
-5.69384692,10.20759676,2.82809332,7.76830747,0.02209746,0.29405618,0.26016865,0.06524192,1.50624726
-5.68784392,9.97179770,2.83905286,7.54768021,0.02088605,0.29434242,0.26450312,0.06290836,1.48616436
-5.68184092,9.74916269,2.84002916,7.34568491,0.01966964,0.29352088,0.26825356,0.06046226,1.46439702
-5.67583792,9.53721691,2.83014812,7.16057138,0.01845421,0.29150939,0.27123244,0.05790287,1.44050522
-5.66983492,9.33324693,2.80874334,6.99021701,0.01724590,0.28824965,0.27326550,0.05523524,1.41409898
-5.66383192,9.13440811,2.77538724,6.83220796,0.01605093,0.28371035,0.27419823,0.05246975,1.38485548
-5.65782891,8.93783172,2.72991387,6.68392594,0.01487560,0.27788916,0.27390163,0.04962152,1.35253362
-5.65182591,8.74072881,2.67243239,6.54263829,0.01372607,0.27081372,0.27227705,0.04670968,1.31698542
-5.64582291,8.54048791,2.60333067,6.40558898,0.01260835,0.26254144,0.26925977,0.04375650,1.27816385
-5.63981991,8.33476398,2.52326899,6.27008818,0.01152816,0.25315827,0.26482126,0.04078652,1.23612694
-5.63381691,8.12155658,2.43316427,6.13359802,0.01049082,0.24277628,0.25897003,0.03782563,1.19103801
-5.62781391,7.89927531,2.33416562,5.99381210,0.00950115,0.23153051,0.25175098,0.03490022,1.14316218
-5.62181091,7.66679112,2.22762246,5.84872664,0.00856344,0.21957497,0.24324339,0.03203638,1.09285945
-5.61580790,7.42347249,2.11504686,5.69670113,0.00768132,0.20707805,0.23355771,0.02925920,1.04057481
-5.60980490,7.16920584,1.99807161,5.53650672,0.00685780,0.19421773,0.22283120,0.02659223,0.98682578
-5.60380190,6.90439995,1.87840598,5.36736094,0.00609524,0.18117650,0.21122278,0.02405707,0.93218806
-5.59779890,6.62997477,1.75779091,5.18894753,0.00539536,0.16813649,0.19890729,0.02167312,0.87727997
-5.59179590,6.34733502,1.63795531,5.00142119,0.00475929,0.15527483,0.18606950,0.01945748,0.82274626
-5.58579290,6.05832995,1.52057496,4.80539678,0.00418769,0.14275940,0.17289808,0.01742501,0.76924192
-5.57978989,5.76520054,1.40723531,4.60192393,0.00368076,0.13074521,0.15957978,0.01558855,0.71741653
-5.57378689,5.47051601,1.29939897,4.39244781,0.00323845,0.11937139,0.14629416,0.01395915,0.66789979
