energy_ev,total_up,Bi_p_up,Bi_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.85592796,0.80648985,0.01601279,0.00069936,0.21572779,0.23155205,0.01875459,0.48007354
-5.84992496,0.81262080,0.01686606,0.00073190,0.21375125,0.23191968,0.01893787,0.48017640
-5.84392196,0.81648056,0.01794116,0.00076185,0.21139353,0.23148605,0.01912279,0.47867965
-5.83791896,0.81782888,0.01920576,0.00078860,0.20863166,0.23020916,0.01930768,0.47549902
-5.83191596,0.81646391,0.02062658,0.00081157,0.20544920,0.22806019,0.01948995,0.47057612
-5.82591296,0.81222709,0.02216931,0.00083024,0.20183627,0.22502447,0.01966604,0.46388056
-5.81990995,0.80500720,0.02379858,0.00084415,0.19778952,0.22110201,0.01983147,0.45541136
-5.81390695,0.79474323,0.02547816,0.00085297,0.19331189,0.21630782,0.01998084,0.44519761
-5.80790395,0.78142628,0.02717118,0.00085644,0.18841239,0.21067172,0.02010798,0.43329834
-5.80190095,0.76510008,0.02884059,0.00085443,0.18310578,0.20423784,0.02020611,0.41980162
-5.79589795,0.74586036,0.03044963,0.00084691,0.17741225,0.19706377,0.02026801,0.40482287
-5.78989495,0.72385291,0.03196254,0.00083398,0.17135704,0.18921928,0.02028632,0.38850249
-5.78389195,0.69927038,0.03334522,0.00081584,0.16497011,0.18078483,0.02025380,0.37100276
-5.77788894,0.67234791,0.03456603,0.00079282,0.15828563,0.17184973,0.02016361,0.35250419
-5.77188594,0.64335769,0.03559654,0.00076531,0.15134163,0.16251009,0.02000964,0.33320139
-5.76588294,0.61260260,0.03641231,0.00073381,0.14417947,0.15286666,0.01978675,0.31329860
-5.75987994,0.58040911,0.03699349,0.00069888,0.13684331,0.14302251,0.01949107,0.29300503
-5.75387694,0.54711969,0.03732543,0.00066112,0.12937954,0.13308072,0.01912019,0.27253007
-5.74787394,0.51308497,0.03739907,0.00062115,0.12183612,0.12314212,0.01867332,0.25207872
-5.74187094,0.47865583,0.03721115,0.00057964,0.11426191,0.11330322,0.01815140,0.23184718
-5.73586793,0.44417580,0.03676428,0.00053721,0.10670595,0.10365421,0.01755710,0.21201891
-5.72986493,0.40997396,0.03606681,0.00049449,0.09921667,0.09427733,0.01689482,0.19276116
-5.72386193,0.37635845,0.03513244,0.00045204,0.09184111,0.08524548,0.01617056,0.17422213
-5.71785893,0.34361097,0.03397975,0.00041040,0.08462421,0.07662119,0.01539172,0.15652882
-5.71185593,0.31198225,0.03263152,0.00037003,0.07760803,0.06845595,0.01456694,0.13978564
-5.70585293,0.28168869,0.03111391,0.00033133,0.07083107,0.06078985,0.01370577,0.12407369
-5.69984992,0.25291013,0.02945564,0.00029463,0.06432770,0.05365163,0.01281842,0.10945082
-5.69384692,0.22578881,0.02768701,0.00026018,0.05812767,0.04705901,0.01191541,0.09595234
-5.68784392,0.20042942,0.02583898,0.00022817,0.05225568,0.04101930,0.01100728,0.08359226
-5.68184092,0.17690025,0.02394229,0.00019872,0.04673118,0.03553032,0.01010429,0.07236511
-5.67583792,0.15523512,0.02202663,0.00017186,0.04156825,0.03058138,0.00921612,0.06224810
-5.66983492,0.13543620,0.02011986,0.00014760,0.03677559,0.02615452,0.00835170,0.05320353
-5.66383192,0.11747735,0.01824747,0.00012590,0.03235673,0.02222574,0.00751891,0.04518143
-5.65782891,0.10130789,0.01643208,0.00010664,0.02831028,0.01876634,0.00672454,0.03812221
-5.65182591,0.08685664,0.01469309,0.00008971,0.02463034,0.01574415,0.00597411,0.03195923
-5.64582291,0.07403609,0.01304660,0.00007496,0.02130700,0.01312474,0.00527190,0.02662136
-5.63981991,0.06274647,0.01150532,0.00006223,0.01832686,0.01087258,0.00462090,0.02203520
-5.63381691,0.05287976,0.01007871,0.00005134,0.01567368,0.00895202,0.00402285,0.01812716
-5.62781391,0.04432334,0.00877326,0.00004211,0.01332902,0.00732814,0.00347840,0.01482522
-5.62181091,0.03696342,0.00759279,0.00003438,0.01127286,0.00596755,0.00298711,0.01206040
-5.61580790,0.03068804,0.00653896,0.00002799,0.00948427,0.00483893,0.00254769,0.00976796
-5.60980490,0.02538975,0.00561172,0.00002278,0.00794202,0.00391351,0.00215807,0.00788828
-5.60380190,0.02096783,0.00480992,0.00001862,0.00662517,0.00316546,0.00181560,0.00636749
-5.59779890,0.01733020,0.00413192,0.00001541,0.00551359,0.00257207,0.00151717,0.00515794
-5.59179590,0.01439499,0.00357620,0.00001305,0.00458846,0.00211398,0.00125939,0.00421830
-5.58579290,0.01209179,0.00314202,0.00001147,0.00383271,0.00177523,0.00103868,0.00351372
-5.57978989,0.01036266,0.00283010,0.00001063,0.00323139,0.00154329,0.00085144,0.00301563
-5.57378689,0.00916293,0.00264325,0.00001053,0.00277205,0.00140912,0.00069411,0.00270159
-5.56778389,0.00846187,0.00258703,0.00001117,0.00244500,0.00136710,0.00056328,0.00255499
-5.56178089,0.00824318,0.00267041,0.00001260,0.00224357,0.00141502,0.00045576,0.00256470
-5.55577789,0.00850538,0.00290645,0.00001491,0.00216440,0.00155407,0.00036861,0.00272466
-5.54977489,0.00926222,0.00331285,0.00001821,0.00220760,0.00178879,0.00029923,0.00303345
-5.54377189,0.01054284,0.00391260,0.00002265,0.00237694,0.00212703,0.00024530,0.00349380
-5.53776888,0.01239200,0.00473454,0.00002844,0.00268008,0.00257991,0.00020489,0.00411206
-5.53176588,0.01487016,0.00581389,0.00003580,0.00312865,0.00316182,0.00017638,0.00489767
-5.52576288,0.01805337,0.00719267,0.00004502,0.00373847,0.00389030,0.00015853,0.00586251
-5.51975988,0.02203307,0.00892004,0.00005642,0.00452965,0.00478595,0.00015041,0.00702027
-5.51375688,0.02691565,0.01105260,0.00007039,0.00552667,0.00587234,0.00015145,0.00838571
-5.50775388,0.03282175,0.01365439,0.00008733,0.00675847,0.00717575,0.00016139,0.00997393
-5.50175088,0.03988522,0.01679685,0.00010772,0.00825847,0.00872498,0.00018027,0.01179952
-5.49574787,0.04825184,0.02055850,0.00013207,0.01006457,0.01055095,0.00020845,0.01387577
-5.48974487,0.05807751,0.02502435,0.00016092,0.01221903,0.01268634,0.00024659,0.01621378
-5.48374187,0.06952617,0.03028514,0.00019485,0.01476832,0.01516505,0.00029562,0.01882160
-5.47773887,0.08276722,0.03643618,0.00023448,0.01776291,0.01802163,0.00035675,0.02170348
-5.47173587,0.09797255,0.04357596,0.00028042,0.02125685,0.02129058,0.00043148,0.02485911
-5.46573287,0.11531323,0.05180445,0.00033329,0.02530741,0.02500564,0.00052154,0.02828302
-5.45972986,0.13495578,0.06122106,0.00039373,0.02997440,0.02919889,0.00062896,0.03196413
-5.45372686,0.15705822,0.07192242,0.00046230,0.03531956,0.03389999,0.00075596,0.03588547
-5.44772386,0.18176588,0.08399981,0.00053957,0.04140560,0.03913518,0.00090503,0.04002419
-5.44172086,0.20920709,0.09753647,0.00062601,0.04829527,0.04492647,0.00107880,0.04435175
-5.43571786,0.23948883,0.11260476,0.00072203,0.05605016,0.05129071,0.00128012,0.04883441
-5.42971486,0.27269246,0.12926327,0.00082794,0.06472936,0.05823880,0.00151192,0.05343396
-5.42371186,0.30886961,0.14755392,0.00094392,0.07438797,0.06577492,0.00177720,0.05810878
-5.41770885,0.34803840,0.16749921,0.00107004,0.08507544,0.07389589,0.00207897,0.06281498
-5.41170585,0.39017992,0.18909962,0.00120620,0.09683377,0.08259061,0.00242016,0.06750787
-5.40570285,0.43523534,0.21233132,0.00135215,0.10969555,0.09183974,0.00280352,0.07214344
-5.39969985,0.48310340,0.23714432,0.00150746,0.12368198,0.10161541,0.00323156,0.07667990
-5.39369685,0.53363871,0.26346101,0.00167154,0.13880075,0.11188121,0.00370638,0.08107921
-5.38769385,0.58665067,0.29117535,0.00184360,0.15504397,0.12259228,0.00422963,0.08530848
-5.38169085,0.64190319,0.32015265,0.00202271,0.17238621,0.13369566,0.00480233,0.08934113
-5.37568784,0.69911534,0.35023009,0.00220775,0.19078263,0.14513081,0.00542480,0.09315780
-5.36968484,0.75796291,0.38121796,0.00239746,0.21016745,0.15683025,0.00609654,0.09674692
-5.36368184,0.81808095,0.41290178,0.00259046,0.23045275,0.16872049,0.00681615,0.10010484
-5.35767884,0.87906742,0.44504509,0.00278525,0.25152774,0.18072306,0.00758126,0.10323563
-5.35167584,0.94048793,0.47739316,0.00298026,0.27325868,0.19275577,0.00838853,0.10615038
-5.34567284,1.00188160,0.50967735,0.00317390,0.29548943,0.20473406,0.00923357,0.10886622
-5.33966983,1.06276804,0.54162022,0.00336453,0.31804283,0.21657256,0.01011107,0.11140488
-5.33366683,1.12265540,0.57294119,0.00355060,0.34072282,0.22818666,0.01101482,0.11379107
-5.32766383,1.18104937,0.60336260,0.00373057,0.36331755,0.23949428,0.01193786,0.11605074
-5.32166083,1.23746298,0.63261612,0.00390306,0.38560317,0.25041757,0.01287263,0.11820912
-5.31565783,1.29142695,0.66044912,0.00406682,0.40734848,0.26088466,0.01381119,0.12028898
-5.30965483,1.34250035,0.68663102,0.00422077,0.42832020,0.27083131,0.01474544,0.12230890
-5.30365183,1.39028107,0.71095908,0.00436406,0.44828866,0.28020246,0.01566741,0.12428189
-5.29764882,1.43441592,0.73326366,0.00449606,0.46703387,0.28895358,0.01656947,0.12621430
-5.29164582,1.47460969,0.75341251,0.00461640,0.48435150,0.29705171,0.01744463,0.12810513
-5.28564282,1.51063282,0.77131396,0.00472494,0.50005870,0.30447623,0.01828680,0.12994580
-5.27963982,1.54232729,0.78691874,0.00482181,0.51399940,0.31121920,0.01909096,0.13172034
-5.27363682,1.56961021,0.80022033,0.00490737,0.52604879,0.31728527,0.01985336,0.13340605
-5.26763382,1.59247494,0.81125375,0.00498220,0.53611680,0.32269113,0.02057163,0.13497453
-5.26163082,1.61098941,0.82009273,0.00504706,0.54415045,0.32746446,0.02124481,0.13639301
-5.25562781,1.62529171,0.82684536,0.00510287,0.55013469,0.33164244,0.02187335,0.13762599
-5.24962481,1.63558285,0.83164833,0.00515061,0.55409200,0.33526985,0.02245901,0.13863696
-5.24362181,1.64211715,0.83466003,0.00519134,0.55608044,0.33839674,0.02300466,0.13939021
-5.23761881,1.64519045,0.83605282,0.00522611,0.55619046,0.34107600,0.02351414,0.13985256
-5.23161581,1.64512682,0.83600469,0.00525589,0.55454052,0.34336063,0.02399192,0.13999497
-5.22561281,1.64226430,0.83469097,0.00528155,0.55127172,0.34530109,0.02444284,0.13979390
-5.21960980,1.63694049,0.83227622,0.00530380,0.54654187,0.34694283,0.02487182,0.13923245
-5.21360680,1.62947870,0.82890696,0.00532316,0.54051914,0.34832400,0.02528352,0.13830105
-5.20760380,1.62017532,0.82470548,0.00533991,0.53337565,0.34947365,0.02568210,0.13699799
-5.20160080,1.60928927,0.81976511,0.00535409,0.52528148,0.35041044,0.02607096,0.13532941
-5.19559780,1.59703387,0.81414721,0.00536551,0.51639909,0.35114196,0.02645259,0.13330914
-5.18959480,1.58357173,0.80788003,0.00537372,0.50687876,0.35166472,0.02682843,0.13095813
-5.18359180,1.56901274,0.80095949,0.00537806,0.49685486,0.35196483,0.02719887,0.12830373
-5.17758879,1.55341534,0.79335183,0.00537768,0.48644343,0.35201936,0.02756324,0.12537876
-5.17158579,1.53679083,0.78499798,0.00537159,0.47574075,0.35179820,0.02791994,0.12222046
-5.16558279,1.51911037,0.77581933,0.00535870,0.46482326,0.35126657,0.02826659,0.11886940
-5.15957979,1.50031427,0.76572471,0.00533790,0.45374832,0.35038772,0.02860021,0.11536837
-5.15357679,1.48032283,0.75461794,0.00530807,0.44255602,0.34912591,0.02891747,0.11176134
-5.14757379,1.45904814,0.74240576,0.00526821,0.43127162,0.34744949,0.02921493,0.10809249
-5.14157079,1.43640594,0.72900557,0.00521741,0.41990848,0.34533366,0.02948927,0.10440537
-5.13556778,1.41232709,0.71435250,0.00515496,0.40847120,0.34276316,0.02973751,0.10074215
-5.12956478,1.38676774,0.69840564,0.00508040,0.39695891,0.33973434,0.02995719,0.09714306
-5.12356178,1.35971773,0.68115288,0.00499346,0.38536819,0.33625676,0.03014655,0.09364594
-5.11755878,1.33120693,0.66261429,0.00489420,0.37369588,0.33235418,0.03030459,0.09028592
-5.11155578,1.30130905,0.64284386,0.00478291,0.36194125,0.32806483,0.03043115,0.08709520
-5.10555278,1.27014297,0.62192953,0.00466019,0.35010772,0.32344097,0.03052695,0.08410295
-5.09954977,1.23787160,0.59999164,0.00452685,0.33820403,0.31854787,0.03059352,0.08133530
-5.09354677,1.20469840,0.57717977,0.00438398,0.32624482,0.31346214,0.03063323,0.07881530
-5.08754377,1.17086195,0.55366846,0.00423281,0.31425070,0.30826955,0.03064916,0.07656303
-5.08154077,1.13662898,0.52965180,0.00407476,0.30224792,0.30306249,0.03064509,0.07459567
-5.07553777,1.10228614,0.50533736,0.00391135,0.29026771,0.29793709,0.03062542,0.07292757
-5.06953477,1.06813120,0.48093969,0.00374416,0.27834535,0.29299022,0.03059511,0.07157031
-5.06353177,1.03446402,0.45667381,0.00357479,0.26651912,0.28831646,0.03055968,0.07053278
-5.05752876,1.00157768,0.43274889,0.00340483,0.25482923,0.28400509,0.03052514,0.06982119
-5.05152576,0.96975023,0.40936242,0.00323577,0.24331675,0.28013733,0.03049806,0.06943906
-5.04552276,0.93923724,0.38669509,0.00306906,0.23202260,0.27678380,0.03048547,0.06938714
-5.03951976,0.91026552,0.36490655,0.00290597,0.22098680,0.27400236,0.03049497,0.06966341
-5.03351676,0.88302798,0.34413216,0.00274768,0.21024768,0.27183626,0.03053466,0.07026290
-5.02751376,0.85767985,0.32448079,0.00259519,0.19984137,0.27031287,0.03061316,0.07117759
-5.02151076,0.83433621,0.30603367,0.00244935,0.18980144,0.26944277,0.03073952,0.07239628
-5.01550775,0.81307083,0.28884424,0.00231084,0.18015854,0.26921934,0.03092319,0.07390446
-5.00950475,0.79391625,0.27293900,0.00218020,0.17094029,0.26961887,0.03117389,0.07568420
-5.00350175,0.77686504,0.25831916,0.00205783,0.16217116,0.27060121,0.03150144,0.07771410
-4.99749875,0.76187206,0.24496302,0.00194400,0.15387245,0.27211077,0.03191553,0.07996927
-4.99149575,0.74885783,0.23282902,0.00183890,0.14606231,0.27407815,0.03242555,0.08242143
-4.98549275,0.73771257,0.22185910,0.00174261,0.13875584,0.27642205,0.03304024,0.08503908
-4.97948974,0.72830118,0.21198257,0.00165517,0.13196517,0.27905173,0.03376741,0.08778777
-4.97348674,0.72046868,0.20312000,0.00157658,0.12569968,0.28186969,0.03461362,0.09063052
-4.96748374,0.71404626,0.19518722,0.00150683,0.11996622,0.28477469,0.03558386,0.09352828
-4.96148074,0.70885761,0.18809931,0.00144593,0.11476942,0.28766498,0.03668123,0.09644063
-4.95547774,0.70472546,0.18177431,0.00139392,0.11011207,0.29044162,0.03790664,0.09932638
-4.94947474,0.70147811,0.17613669,0.00135089,0.10599562,0.29301182,0.03925856,0.10214445
-4.94347174,0.69895579,0.17112045,0.00131701,0.10242066,0.29529218,0.04073282,0.10485463
-4.93746873,0.69701656,0.16667171,0.00129252,0.09938759,0.29721170,0.04232244,0.10741849
-4.93146573,0.69554171,0.16275080,0.00127774,0.09689722,0.29871452,0.04401758,0.10980014
-4.92546273,0.69444023,0.15933373,0.00127312,0.09495147,0.29976215,0.04580549,0.11196705
-4.91945973,0.69365237,0.15641301,0.00127914,0.09355402,0.30033523,0.04767062,0.11389078
-4.91345673,0.69315199,0.15399785,0.00129642,0.09271088,0.30043468,0.04959477,0.11554749
-4.90745373,0.69294767,0.15211362,0.00132559,0.09243096,0.30008215,0.05155733,0.11691849
-4.90145073,0.69308247,0.15080070,0.00136737,0.09272638,0.29931982,0.05353561,0.11799048
-4.89544772,0.69363231,0.15011265,0.00142248,0.09361270,0.29820950,0.05550522,0.11875574
-4.88944472,0.69470297,0.15011383,0.00149163,0.09510894,0.29683100,0.05744059,0.11921214
-4.88344172,0.69642589,0.15087652,0.00157551,0.09723727,0.29527989,0.05931550,0.11936295
-4.87743872,0.69895287,0.15247759,0.00167470,0.10002255,0.29366480,0.06110364,0.11921660
-4.87143572,0.70244970,0.15499485,0.00178970,0.10349150,0.29210406,0.06277934,0.11878626
-4.86543272,0.70708926,0.15850322,0.00192082,0.10767167,0.29072216,0.06431815,0.11808935
-4.85942971,0.71304394,0.16307083,0.00206822,0.11259010,0.28964586,0.06569758,0.11714699
-4.85342671,0.72047797,0.16875511,0.00223180,0.11827171,0.28900021,0.06689776,0.11598340
-4.84742371,0.72953970,0.17559913,0.00241121,0.12473757,0.28890459,0.06790209,0.11462530
-4.84142071,0.74035421,0.18362815,0.00260583,0.13200286,0.28946886,0.06869783,0.11310130
-4.83541771,0.75301639,0.19284667,0.00281472,0.14007488,0.29078972,0.06927662,0.11144130
-4.82941471,0.76758479,0.20323596,0.00303664,0.14895092,0.29294750,0.06963493,0.10967597
-4.82341171,0.78407646,0.21475217,0.00327002,0.15861623,0.29600330,0.06977432,0.10783620
-4.81740870,0.80246283,0.22732519,0.00351299,0.16904212,0.29999670,0.06970168,0.10595268
-4.81140570,0.82266694,0.24085827,0.00376339,0.18018428,0.30494411,0.06942915,0.10405544
-4.80540270,0.84456202,0.25522838,0.00401878,0.19198153,0.31083764,0.06897403,0.10217347
-4.79939970,0.86797159,0.27028745,0.00427651,0.20435491,0.31764486,0.06835839,0.10033440
-4.79339670,0.89267116,0.28586444,0.00453374,0.21720739,0.32530912,0.06760859,0.09856417
-4.78739370,0.91839146,0.30176823,0.00478749,0.23042416,0.33375075,0.06675454,0.09688674
-4.78139070,0.94482333,0.31779122,0.00503472,0.24387370,0.34286893,0.06582885,0.09532387
-4.77538769,0.97162417,0.33371372,0.00527239,0.25740944,0.35254434,0.06486585,0.09389487
-4.76938469,0.99842579,0.34930885,0.00549752,0.27087234,0.36264252,0.06390046,0.09261648
-4.76338169,1.02484375,0.36434804,0.00570727,0.28409408,0.37301776,0.06296702,0.09150276
-4.75737869,1.05048765,0.37860670,0.00589900,0.29690092,0.38351771,0.06209807,0.09056505
-4.75137569,1.07497246,0.39187022,0.00607033,0.30911826,0.39398831,0.06132319,0.08981203
-4.74537269,1.09793033,0.40393976,0.00621923,0.32057544,0.40427900,0.06066792,0.08924993
-4.73936968,1.11902269,0.41463794,0.00634401,0.33111098,0.41424820,0.06015275,0.08888273
-4.73336668,1.13795202,0.42381401,0.00644344,0.34057778,0.42376864,0.05979236,0.08871264
-4.72736368,1.15447315,0.43134835,0.00651671,0.34884819,0.43273247,0.05959506,0.08874061
-4.72136068,1.16840324,0.43715613,0.00656348,0.35581868,0.44105600,0.05956247,0.08896694
-4.71535768,1.17963039,0.44118992,0.00658387,0.36141393,0.44868367,0.05968957,0.08939208
-4.70935468,1.18812012,0.44344119,0.00657846,0.36559004,0.45559133,0.05996488,0.09001737
-4.70335168,1.19391949,0.44394043,0.00654824,0.36833672,0.46178837,0.06037114,0.09084594
-4.69734867,1.19715858,0.44275611,0.00649458,0.36967832,0.46731874,0.06088609,0.09188350
-4.69134567,1.19804900,0.43999222,0.00641919,0.36967361,0.47226065,0.06148355,0.09313911
-4.68534267,1.19687938,0.43578463,0.00632406,0.36841415,0.47672498,0.06213474,0.09462579
-4.67933967,1.19400793,0.43029638,0.00621138,0.36602152,0.48085223,0.06280962,0.09636094
-4.67333667,1.18985204,0.42371199,0.00608346,0.36264317,0.48480822,0.06347839,0.09836652
-4.66733367,1.18487538,0.41623109,0.00594269,0.35844733,0.48877854,0.06411288,0.10066895
-4.66133067,1.17957278,0.40806163,0.00579145,0.35361698,0.49296190,0.06468795,0.10329862
-4.65532766,1.17445347,0.39941289,0.00563206,0.34834328,0.49756268,0.06518264,0.10628908
-4.64932466,1.17002326,0.39048865,0.00546669,0.34281854,0.50278285,0.06558114,0.10967581
-4.64332166,1.16676631,0.38148070,0.00529735,0.33722931,0.50881362,0.06587349,0.11349474
-4.63731866,1.16512725,0.37256307,0.00512583,0.33174960,0.51582710,0.06605596,0.11778033
-4.63131566,1.16549437,0.36388715,0.00495369,0.32653476,0.52396837,0.06613111,0.12256351
-4.62531266,1.16818453,0.35557781,0.00478222,0.32171621,0.53334829,0.06610753,0.12786940
-4.61930965,1.17343051,0.34773084,0.00461248,0.31739713,0.54403728,0.06599922,0.13371501
-4.61330665,1.18137135,0.34041157,0.00444525,0.31364953,0.55606058,0.06582481,0.14010693
-4.60730365,1.19204602,0.33365484,0.00428110,0.31051262,0.56939500,0.06560645,0.14703933
-4.60130065,1.20539097,0.32746618,0.00412040,0.30799261,0.58396752,0.06536859,0.15449215
-4.59529765,1.22124146,0.32182422,0.00396334,0.30606396,0.59965578,0.06513669,0.16242981
-4.58929465,1.23933689,0.31668402,0.00380997,0.30467196,0.61629055,0.06493587,0.17080041
-4.58329165,1.25932979,0.31198126,0.00366025,0.30373648,0.63366006,0.06478964,0.17953558
-4.57728864,1.28079828,0.30763706,0.00351407,0.30315678,0.65151615,0.06471878,0.18855101
-4.57128564,1.30326145,0.30356314,0.00337130,0.30281710,0.66958200,0.06474032,0.19774767
-4.56528264,1.32619706,0.29966715,0.00323183,0.30259275,0.68756102,0.06486683,0.20701377
-4.55927964,1.34906086,0.29585784,0.00309557,0.30235643,0.70514688,0.06510589,0.21622726
-4.55327664,1.37130677,0.29204998,0.00296251,0.30198459,0.72203388,0.06545986,0.22525901
-4.54727364,1.39240706,0.28816872,0.00283270,0.30136339,0.73792760,0.06592588,0.23397632
-4.54127064,1.41187177,0.28415336,0.00270632,0.30039420,0.75255519,0.06649614,0.24224682
-4.53526763,1.42926667,0.27996025,0.00258362,0.29899824,0.76567504,0.06715836,0.24994237
-4.52926463,1.44422892,0.27556488,0.00246497,0.29712041,0.77708536,0.06789637,0.25694304
-4.52326163,1.45648012,0.27096313,0.00235084,0.29473197,0.78663141,0.06869095,0.26314082
-4.51725863,1.46583610,0.26617160,0.00224180,0.29183222,0.79421121,0.06952060,0.26844290
-4.51125563,1.47221342,0.26122721,0.00213850,0.28844905,0.79977951,0.07036241,0.27277452
-4.50525263,1.47563237,0.25618600,0.00204166,0.28463836,0.80334988,0.07119293,0.27608110
-4.49924962,1.47621658,0.25112149,0.00195209,0.28048266,0.80499519,0.07198893,0.27832969
-4.49324662,1.47418958,0.24612245,0.00187062,0.27608870,0.80484624,0.07272808,0.27950964
-4.48724362,1.46986850,0.24129054,0.00179810,0.27158454,0.80308907,0.07338954,0.27963252
-4.48124062,1.46365558,0.23673763,0.00173545,0.26711604,0.79996085,0.07395442,0.27873126
-4.47523762,1.45602786,0.23258327,0.00168354,0.26284308,0.79574481,0.07440612,0.27685867
-4.46923462,1.44752573,0.22895219,0.00164328,0.25893564,0.79076442,0.07473053,0.27408540
-4.46323162,1.43874077,0.22597199,0.00161555,0.25556990,0.78537708,0.07491618,0.27049739
-4.45722861,1.43030344,0.22377108,0.00160121,0.25292446,0.77996751,0.07495424,0.26619311
-4.45122561,1.42287096,0.22247694,0.00160110,0.25117684,0.77494116,0.07483854,0.26128052
-4.44522261,1.41711572,0.22221456,0.00161602,0.25050029,0.77071759,0.07456542,0.25587413
-4.43921961,1.41371430,0.22310508,0.00164675,0.25106095,0.76772411,0.07413375,0.25009199
-4.43321661,1.41333719,0.22526465,0.00169400,0.25301531,0.76638950,0.07354472,0.24405298
-4.42721361,1.41663909,0.22880319,0.00175844,0.25650797,0.76713790,0.07280182,0.23787434
-4.42121061,1.42424956,0.23382316,0.00184067,0.26166959,0.77038270,0.07191073,0.23166947
-4.41520760,1.43676378,0.24041814,0.00194120,0.26861503,0.77652031,0.07087920,0.22554616
-4.40920460,1.45473308,0.24867109,0.00206043,0.27744144,0.78592368,0.06971702,0.21960503
-4.40320160,1.47865499,0.25865227,0.00219866,0.28822635,0.79893542,0.06843587,0.21393836
-4.39719860,1.50896242,0.27041683,0.00235599,0.30102561,0.81586044,0.06704924,0.20862916
-4.39119560,1.54601196,0.28400193,0.00253237,0.31587118,0.83695799,0.06557223,0.20375044
-4.38519260,1.59007115,0.29942358,0.00272748,0.33276870,0.86243319,0.06402137,0.19936459
-4.37918959,1.64130497,0.31667316,0.00294078,0.35169499,0.89242810,0.06241432,0.19552292
-4.37318659,1.69976176,0.33571387,0.00317141,0.37259538,0.92701267,0.06076956,0.19226519
-4.36718359,1.76535911,0.35647729,0.00341815,0.39538122,0.96617560,0.05910597,0.18961913
-4.36118059,1.83787052,0.37886010,0.00367947,0.41992746,1.00981593,0.05744240,0.18760010
-4.35517759,1.91691346,0.40272149,0.00395339,0.44607080,1.05773545,0.05579716,0.18621059
-4.34917459,2.00193998,0.42788121,0.00423759,0.47360835,1.10963274,0.05418751,0.18543991
-4.34317159,2.09223077,0.45411873,0.00452931,0.50229722,1.16509932,0.05262913,0.18526395
-4.33716858,2.18689357,0.48117354,0.00482542,0.53185516,1.22361848,0.05113569,0.18564507
-4.33116558,2.28486703,0.50874698,0.00512245,0.56196240,1.28456731,0.04971840,0.18653233
-4.32516258,2.38493047,0.53650547,0.00541662,0.59226498,1.34722235,0.04838568,0.18786196
-4.31915958,2.48572025,0.56408538,0.00570390,0.62237941,1.41076913,0.04714296,0.18955827
-4.31315658,2.58575268,0.59109938,0.00598010,0.65189895,1.47431575,0.04599261,0.19153500
-4.30715358,2.68345357,0.61714426,0.00624100,0.68040116,1.53691040,0.04493401,0.19369716
