energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.45972986,0.59557520,0.31122613,0.13109755,0.00795523,0.12874115,0.01226484,0.22550434,0.17762481,0.01573037
-5.45372686,0.55984147,0.28590943,0.12328906,0.00733834,0.11715592,0.01140290,0.21575760,0.16807846,0.01528509
-5.44772386,0.53039065,0.26326702,0.11720819,0.00672912,0.10667290,0.01057863,0.20813208,0.16104406,0.01508045
-5.44172086,0.50742952,0.24337941,0.11287868,0.00613582,0.09732545,0.00980306,0.20276298,0.15652904,0.01511902
-5.43571786,0.49109085,0.22629612,0.11030554,0.00556570,0.08913176,0.00908577,0.19975678,0.15452042,0.01540149
-5.42971486,0.48142353,0.21203245,0.10947364,0.00502494,0.08209427,0.00843467,0.19918513,0.15498179,0.01592630
-5.42371186,0.47838406,0.20056717,0.11034645,0.00451852,0.07619956,0.00785580,0.20107954,0.15785034,0.01668904
-5.41770885,0.48182969,0.19184105,0.11286498,0.00405021,0.07141856,0.00735329,0.20542698,0.16303414,0.01768212
-5.41170585,0.49151371,0.18575634,0.11694705,0.00362259,0.06770713,0.00692923,0.21216649,0.17040985,0.01889431
-5.40570285,0.50708307,0.18217725,0.12248700,0.00323709,0.06500694,0.00658380,0.22118714,0.17982116,0.02031047
-5.39969985,0.52807877,0.18093135,0.12935592,0.00289409,0.06324657,0.00631528,0.23232732,0.19107792,0.02191137
-5.39369685,0.55393923,0.18181203,0.13740242,0.00259300,0.06234300,0.00612023,0.24537563,0.20395639,0.02367362
-5.38769385,0.58400683,0.18458179,0.14645429,0.00233242,0.06220320,0.00599363,0.26007333,0.21820064,0.02556976
-5.38169085,0.61753791,0.18897652,0.15632079,0.00211028,0.06272601,0.00592913,0.27611854,0.23352519,0.02756856
-5.37568784,0.65371610,0.19471054,0.16679591,0.00192397,0.06380413,0.00591927,0.29317205,0.24961906,0.02963539
-5.36968484,0.69166896,0.20148250,0.17766239,0.00177046,0.06532636,0.00595575,0.31086480,0.26615115,0.03173291
-5.36368184,0.73048765,0.20898179,0.18869658,0.00164653,0.06717985,0.00602970,0.32880674,0.28277694,0.03382178
-5.35767884,0.76924925,0.21689558,0.19967399,0.00154881,0.06925254,0.00613196,0.34659706,0.29914631,0.03586163
-5.35167584,0.80704101,0.22491610,0.21037539,0.00147394,0.07143555,0.00625334,0.36383524,0.31491232,0.03781206
-5.34567284,0.84298593,0.23274809,0.22059328,0.00141870,0.07362562,0.00638494,0.38013287,0.32974062,0.03963381
-5.33966983,0.87626863,0.24011615,0.23013849,0.00138004,0.07572748,0.00651836,0.39512552,0.34331923,0.04128991
-5.33366683,0.90616068,0.24677175,0.23884661,0.00135524,0.07765602,0.00664593,0.40848443,0.35536809,0.04274683
-5.32766383,0.93204414,0.25249965,0.24658398,0.00134189,0.07933839,0.00676095,0.41992740,0.36564824,0.04397562
-5.32166083,0.95343241,0.25712343,0.25325293,0.00133798,0.08071566,0.00685782,0.42922851,0.37397000,0.04495284
-5.31565783,0.96998731,0.26051004,0.25879599,0.00134189,0.08174431,0.00693219,0.43622612,0.38019976,0.04566150
-5.30965483,0.98153154,0.26257294,0.26319881,0.00135244,0.08239719,0.00698104,0.44082881,0.38426517,0.04609157
-5.30365183,0.98805574,0.26327394,0.26649156,0.00136883,0.08266415,0.00700274,0.44301895,0.38615822,0.04624050
-5.29764882,0.98971971,0.26262336,0.26874872,0.00139067,0.08255212,0.00699699,0.44285364,0.38593620,0.04611329
-5.29164582,0.98684752,0.26067869,0.27008705,0.00141790,0.08208473,0.00696482,0.44046294,0.38372024,0.04572237
-5.28564282,0.97991649,0.25754165,0.27066192,0.00145075,0.08130147,0.00690846,0.43604545,0.37969164,0.04508722
-5.27963982,0.96954050,0.25335382,0.27066191,0.00148970,0.08025637,0.00683120,0.42986128,0.37408581,0.04423370
-5.27363682,0.95644798,0.24829088,0.27030199,0.00153539,0.07901627,0.00673720,0.42222280,0.36718440,0.04319315
-5.26763382,0.94145575,0.24255587,0.26981543,0.00158853,0.07765876,0.00663130,0.41348351,0.35930555,0.04200132
-5.26163082,0.92543945,0.23637161,0.26944481,0.00164987,0.07626983,0.00651879,0.40402539,0.35079291,0.04069710
-5.25562781,0.90930204,0.22997260,0.26943245,0.00172007,0.07494136,0.00640516,0.39424548,0.34200382,0.03932126
-5.24962481,0.89394153,0.22359674,0.27001078,0.00179965,0.07376848,0.00629583,0.38454205,0.33329711,0.03791502
-5.24362181,0.88021939,0.21747734,0.27139289,0.00188892,0.07284703,0.00619599,0.37530113,0.32502095,0.03651872
-5.23761881,0.86893091,0.21183543,0.27376382,0.00198790,0.07227101,0.00611031,0.36688378,0.31750150,0.03517057
-5.23161581,0.86077880,0.20687304,0.27727296,0.00209626,0.07213033,0.00604278,0.35961482,0.31103248,0.03390546
-5.22561281,0.85635101,0.20276740,0.28202786,0.00221333,0.07250873,0.00599657,0.35377328,0.30586633,0.03275404
-5.21960980,0.85610370,0.19966644,0.28808979,0.00233804,0.07348209,0.00597388,0.34958504,0.30220717,0.03174189
-5.21360680,0.86034998,0.19768557,0.29547119,0.00246891,0.07511708,0.00597592,0.34721788,0.30020579,0.03088896
-5.20760380,0.86925456,0.19690604,0.30413524,0.00260410,0.07747012,0.00600284,0.34677900,0.29995684,0.03020932
-5.20160080,0.88283466,0.19737457,0.31399741,0.00274141,0.08058681,0.00605377,0.34831511,0.30149831,0.02971099
-5.19559780,0.90096661,0.19910443,0.32492906,0.00287838,0.08450164,0.00612691,0.35181486,0.30481309,0.02939616
-5.18959480,0.92339778,0.20207770,0.33676280,0.00301229,0.08923797,0.00621958,0.35721347,0.30983264,0.02926151
-5.18359180,0.94976307,0.20624857,0.34929948,0.00314030,0.09480832,0.00632843,0.36439919,0.31644233,0.02929875
-5.17758879,0.97960485,0.21154740,0.36231627,0.00325953,0.10121473,0.00644957,0.37322113,0.32448833,0.02949529
-5.17158579,1.01239541,0.21788534,0.37557562,0.00336713,0.10844925,0.00657872,0.38349813,0.33378552,0.02983503
-5.16558279,1.04756056,0.22515916,0.38883455,0.00346041,0.11649443,0.00671148,0.39502805,0.34412602,0.03029922
-5.15957979,1.08450321,0.23325603,0.40185388,0.00353696,0.12532367,0.00684345,0.40759701,0.35528806,0.03086729
-5.15357679,1.12262578,0.24205805,0.41440689,0.00359467,0.13490146,0.00697046,0.42098826,0.36704456,0.03151774
-5.14757379,1.16135035,0.25144616,0.42628713,0.00363188,0.14518342,0.00708868,0.43498995,0.37917120,0.03222889
-5.14157079,1.20013562,0.26130341,0.43731484,0.00364743,0.15611612,0.00719481,0.44940185,0.39145349,0.03297961
-5.13556778,1.23849008,0.27151730,0.44734194,0.00364069,0.16763663,0.00728615,0.46404043,0.40369271,0.03374989
-5.12956478,1.27598097,0.28198121,0.45625521,0.00361162,0.17967197,0.00736069,0.47874232,0.41571035,0.03452134
-5.12356178,1.31223881,0.29259496,0.46397775,0.00356073,0.19213834,0.00741711,0.49336613,0.42735113,0.03527749
-5.11755878,1.34695786,0.30326444,0.47046863,0.00348915,0.20494042,0.00745482,0.50779259,0.43848438,0.03600400
-5.11155578,1.37989275,0.31390059,0.47572099,0.00339851,0.21797063,0.00747392,0.52192331,0.44900401,0.03668875
-5.10555278,1.41085193,0.32441776,0.47975865,0.00329096,0.23110874,0.00747509,0.53567830,0.45882719,0.03732176
-5.09954977,1.43968902,0.33473183,0.48263171,0.00316904,0.24422168,0.00745955,0.54899274,0.46789190,0.03789507
-5.09354677,1.46629270,0.34475828,0.48441138,0.00303566,0.25716394,0.00742893,0.56181319,0.47615380,0.03840258
-5.08754377,1.49057633,0.35441039,0.48518448,0.00289397,0.26977854,0.00738517,0.57409373,0.48358250,0.03883974
-5.08154077,1.51246828,0.36359798,0.48504786,0.00274728,0.28189866,0.00733037,0.58579248,0.49015782,0.03920337
-5.07553777,1.53190376,0.37222670,0.48410333,0.00259895,0.29335002,0.00726668,0.59686854,0.49586621,0.03949135
-5.06953477,1.54881884,0.38019823,0.48245315,0.00245232,0.30395406,0.00719624,0.60727999,0.50069759,0.03970241
-5.06353177,1.56314727,0.38741138,0.48019647,0.00231057,0.31353176,0.00712101,0.61698277,0.50464290,0.03983600
-5.05752876,1.57482019,0.39376406,0.47742682,0.00217669,0.32190808,0.00704276,0.62593079,0.50769259,0.03989212
-5.05152576,1.58376876,0.39915627,0.47423072,0.00205336,0.32891687,0.00696298,0.63407697,0.50983585,0.03987129
-5.04552276,1.58992948,0.40349377,0.47068735,0.00194289,0.33440607,0.00688287,0.64137539,0.51106097,0.03977453
-5.03951976,1.59325153,0.40669238,0.46686920,0.00184720,0.33824289,0.00680332,0.64778409,0.51135635,0.03960341
-5.03351676,1.59370563,0.40868267,0.46284355,0.00176776,0.34031877,0.00672489,0.65326834,0.51071234,0.03936013
-5.02751376,1.59129345,0.40941467,0.45867447,0.00170554,0.34055395,0.00664790,0.65780413,0.50912349,0.03904764
-5.02151076,1.58605679,0.40886247,0.45442511,0.00166105,0.33890116,0.00657240,0.66138150,0.50659110,0.03866972
-5.01550775,1.57808573,0.40702830,0.45016010,0.00163430,0.33534855,0.00649826,0.66400736,0.50312579,0.03823110
-5.00950475,1.56752495,0.40394587,0.44594769,0.00162482,0.32992133,0.00642518,0.66570768,0.49874990,0.03773753
-5.00350175,1.55457758,0.39968282,0.44186146,0.00163172,0.32268225,0.00635277,0.66652873,0.49349947,0.03719577
-4.99749875,1.53950639,0.39434202,0.43798146,0.00165367,0.31373078,0.00628060,0.66653729,0.48742565,0.03661363
-4.99149575,1.52263188,0.38806176,0.43439467,0.00168898,0.30320091,0.00620823,0.66581987,0.48059552,0.03599985
-4.98549275,1.50432750,0.38101462,0.43119467,0.00173566,0.29125785,0.00613524,0.66448086,0.47309218,0.03536400
-4.97948974,1.48501219,0.37340523,0.42848069,0.00179144,0.27809356,0.00606130,0.66263984,0.46501417,0.03471632
-4.97348674,1.46514068,0.36546697,0.42635590,0.00185389,0.26392143,0.00598616,0.66042825,0.45647428,0.03406745
-4.96748374,1.44519214,0.35745763,0.42492535,0.00192044,0.24897030,0.00590969,0.65798561,0.44759784,0.03342828
-4.96148074,1.42565784,0.34965434,0.42429339,0.00198850,0.23347815,0.00583189,0.65545554,0.43852060,0.03280962
-4.95547774,1.40702845,0.34234795,0.42456101,0.00205547,0.21768557,0.00575291,0.65298193,0.42938636,0.03222199
-4.94947474,1.38978180,0.33583691,0.42582318,0.00211888,0.20182953,0.00567304,0.65070536,0.42034447,0.03167533
-4.94347174,1.37437145,0.33042102,0.42816626,0.00217642,0.18613744,0.00559275,0.64876007,0.41154732,0.03117886
-4.93746873,1.36121675,0.32639497,0.43166580,0.00222600,0.17082185,0.00551265,0.64727160,0.40314783,0.03074079
-4.93146573,1.35069462,0.32404210,0.43638462,0.00226582,0.15607599,0.00543354,0.64635506,0.39529708,0.03036823
-4.92546273,1.34313325,0.32362815,0.44237150,0.00229441,0.14207010,0.00535638,0.64611422,0.38814210,0.03006706
-4.91945973,1.33880780,0.32539537,0.44966017,0.00231068,0.12894884,0.00528230,0.64664120,0.38182372,0.02984183
-4.91345673,1.33793790,0.32955684,0.45826901,0.00231392,0.11682957,0.00521260,0.64801678,0.37647453,0.02969576
-4.90745373,1.34068689,0.33629117,0.46820099,0.00230384,0.10580167,0.00514876,0.65031109,0.37221689,0.02963068
-4.90145073,1.34716243,0.34573757,0.47944419,0.00228056,0.09592668,0.00509237,0.65358457,0.36916089,0.02964708
-4.89544772,1.35741829,0.35799136,0.49197254,0.00224458,0.08723924,0.00504521,0.65788907,0.36740239,0.02974413
-4.88944472,1.37145682,0.37310007,0.50574691,0.00219680,0.07974871,0.00500915,0.66326883,0.36702088,0.02991977
-4.88344172,1.38923214,0.39106007,0.52071634,0.00213845,0.07344125,0.00498616,0.66976132,0.36807741,0.03017072
-4.87743872,1.41065348,0.41181402,0.53681943,0.00207107,0.06828242,0.00497831,0.67739781,0.37061253,0.03049257
-4.87143572,1.43558890,0.43524920,0.55398592,0.00199646,0.06421999,0.00498769,0.68620358,0.37464430,0.03087989
-4.86543272,1.46386901,0.46119690,0.57213818,0.00191661,0.06118686,0.00501640,0.69619787,0.38016657,0.03132631
-4.85942971,1.49529089,0.48943306,0.59119295,0.00183367,0.05910423,0.00506654,0.70739347,0.38714756,0.03182459
-4.85342671,1.52962224,0.51968019,0.61106302,0.00174989,0.05788458,0.00514012,0.71979620,0.39552896,0.03236681
-4.84742371,1.56660582,0.55161095,0.63165899,0.00166755,0.05743471,0.00523908,0.73340423,0.40522566,0.03294445
-4.84142071,1.60596436,0.58485313,0.65289114,0.00158890,0.05765861,0.00536523,0.74820744,0.41612619,0.03354860
-4.83541771,1.64740602,0.61899635,0.67467134,0.00151615,0.05846025,0.00552021,0.76418696,0.42809405,0.03417009
-4.82941471,1.69063046,0.65360026,0.69691497,0.00145141,0.05974613,0.00570544,0.78131499,0.44096991,0.03479980
-4.82341171,1.73533559,0.68820409,0.71954295,0.00139663,0.06142772,0.00592214,0.79955490,0.45457476,0.03542880
-4.81740870,1.78122482,0.72233746,0.74248359,0.00135359,0.06342365,0.00617123,0.81886189,0.46871384,0.03604868
-4.81140570,1.82801485,0.75553206,0.76567445,0.00132389,0.06566172,0.00645333,0.83918400,0.48318146,0.03665180
-4.80540270,1.87544350,0.78733380,0.78906392,0.00130890,0.06808058,0.00676873,0.86046355,0.49776634,0.03723157
-4.79939970,1.92327750,0.81731509,0.81261255,0.00130978,0.07063124,0.00711730,0.88263906,0.51225742,0.03778268
-4.79339670,1.97131966,0.84508674,0.83629385,0.00132747,0.07327819,0.00749853,0.90564725,0.52644989,0.03830142
-4.78739370,2.01941515,0.87030902,0.86009465,0.00136269,0.07600014,0.00791142,0.92942524,0.54015108,0.03878581
-4.78139070,2.06745620,0.89270144,0.88401475,0.00141594,0.07879048,0.00835448,0.95391264,0.55318620,0.03923579
-4.77538769,2.11538507,0.91205073,0.90806575,0.00148754,0.08165718,0.00882572,0.97905333,0.56540333,0.03965332
-4.76938469,2.16319462,0.92821683,0.93226923,0.00157765,0.08462227,0.00932258,1.00479680,0.57667771,0.04004238
-4.76338169,2.21092627,0.94113644,0.95665388,0.00168626,0.08772084,0.00984197,1.03109868,0.58691506,0.04040887
-4.75737869,2.25866520,0.95082410,0.98125194,0.00181329,0.09099951,0.01038024,1.05792055,0.59605361,0.04076052
-4.75137569,2.30653249,0.95737054,1.00609477,0.00195857,0.09451444,0.01093322,1.08522869,0.60406500,0.04110656
-4.74537269,2.35467460,0.96093854,1.03120781,0.00212190,0.09832881,0.01149626,1.11299176,0.61095374,0.04145742
-4.73936968,2.40325005,0.96175631,1.05660501,0.00230309,0.10250995,0.01206428,1.14117751,0.61675546,0.04182432
-4.73336668,2.45241410,0.96010867,1.08228297,0.00250200,0.10712605,0.01263188,1.16974845,0.62153387,0.04221875
-4.72736368,2.50230165,0.95632645,1.10821507,0.00271861,0.11224264,0.01319339,1.19865676,0.62537667,0.04265197
-4.72136068,2.55300936,0.95077434,1.13434589,0.00295298,0.11791897,0.01374305,1.22783864,0.62839053,0.04313445
-4.71535768,2.60457770,0.94383786,1.16058612,0.00320533,0.12420427,0.01427510,1.25720843,0.63069533,0.04367529
-4.70935468,2.65697391,0.93590986,1.18680853,0.00347606,0.13113423,0.01478394,1.28665283,0.63241813,0.04428167
-4.70335168,2.71007688,0.92737701,1.21284506,0.00376573,0.13872769,0.01526427,1.31602574,0.63368677,0.04495839
-4.69734867,2.76366479,0.91860687,1.23848550,0.00407505,0.14698381,0.01571123,1.34514407,0.63462382,0.04570746
-4.69134567,2.81740665,0.90993599,1.26347795,0.00440486,0.15587977,0.01612054,1.37378491,0.63534079,0.04652769
-4.68534267,2.87085829,0.90165938,1.28753130,0.00475611,0.16536917,0.01648859,1.40168461,0.63593305,0.04741460
-4.67933967,2.92346361,0.89402183,1.31031974,0.00512975,0.17538124,0.01681257,1.42853978,0.63647568,0.04836024
-4.67333667,2.97456126,0.88721129,1.33148949,0.00552672,0.18582097,0.01709056,1.45401075,0.63702031,0.04935328
-4.66733367,3.02339716,0.88135448,1.35066755,0.00594783,0.19657012,0.01732150,1.47772724,0.63759321,0.05037923
-4.66133067,3.06914240,0.87651486,1.36747224,0.00639367,0.20748922,0.01750528,1.49929649,0.63819458,0.05142073
-4.65532766,3.11091626,0.87269302,1.38152540,0.00686453,0.21842041,0.01764270,1.51831335,0.63879915,0.05245803
-4.64932466,3.14781344,0.86982930,1.39246567,0.00736029,0.22919120,0.01773545,1.53437218,0.63935798,0.05346957
-4.64332166,3.17893456,0.86780857,1.39996238,0.00788033,0.23961884,0.01778602,1.54708000,0.63980132,0.05443262
