energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.23861931,0.51480411,0.00062811,0.02859499,0.08758448,0.28530226,0.00025044,0.15200402,0.04055054,0.10272152
-3.23261631,0.51499360,0.00068552,0.02837055,0.08689778,0.28659441,0.00027335,0.15087091,0.04051436,0.10242139
-3.22661331,0.51207523,0.00074286,0.02795720,0.08563766,0.28626958,0.00029652,0.14872966,0.04023206,0.10145887
-3.22061031,0.50618029,0.00079926,0.02736717,0.08384005,0.28438361,0.00031964,0.14563861,0.03971638,0.09986170
-3.21460730,0.49751253,0.00085381,0.02661727,0.08155486,0.28103196,0.00034241,0.14167909,0.03898619,0.09767122
-3.20860430,0.48634363,0.00090556,0.02572845,0.07884486,0.27634813,0.00036454,0.13695337,0.03806607,0.09494118
-3.20260130,0.47300759,0.00095360,0.02472542,0.07578416,0.27050158,0.00038579,0.13158197,0.03698602,0.09173609
-3.19659830,0.45789412,0.00099702,0.02363606,0.07245656,0.26369531,0.00040592,0.12570075,0.03578087,0.08812945
-3.19059530,0.44144155,0.00103499,0.02249091,0.06895376,0.25616325,0.00042480,0.11945762,0.03448988,0.08420183
-3.18459230,0.42412965,0.00106678,0.02132251,0.06537345,0.24816767,0.00044233,0.11300919,0.03315616,0.08003879
-3.17858929,0.40647258,0.00109177,0.02016490,0.06181750,0.23999680,0.00045853,0.10651751,0.03182625,0.07572896
-3.17258629,0.38901251,0.00110949,0.01905297,0.05839020,0.23196266,0.00047351,0.10014690,0.03054968,0.07136217
-3.16658329,0.37231387,0.00111962,0.01802203,0.05519660,0.22439932,0.00048749,0.09406103,0.02937868,0.06702774
-3.16058029,0.35695857,0.00112204,0.01710726,0.05234114,0.21766167,0.00050085,0.08842042,0.02836790,0.06281305
-3.15457729,0.34354219,0.00111682,0.01634339,0.04992629,0.21212443,0.00051407,0.08338016,0.02757435,0.05880236
-3.14857429,0.33267103,0.00110420,0.01576424,0.04805155,0.20818164,0.00052780,0.07908815,0.02705728,0.05507586
-3.14257129,0.32495997,0.00108466,0.01540250,0.04681255,0.20624637,0.00054282,0.07568358,0.02687836,0.05170912
-3.13656828,0.32103092,0.00105883,0.01528937,0.04630024,0.20675047,0.00056008,0.07329577,0.02710173,0.04877263
-3.13056528,0.32151155,0.00102755,0.01545434,0.04660029,0.21014428,0.00058065,0.07204331,0.02779426,0.04633177
-3.12456228,0.32703405,0.00099182,0.01592485,0.04779245,0.21689602,0.00060574,0.07203325,0.02902579,0.04444676
-3.11855928,0.33823353,0.00095277,0.01672606,0.04995003,0.22749057,0.00063671,0.07336053,0.03086935,0.04317299
-3.11255628,0.35574589,0.00091168,0.01788047,0.05313925,0.24242765,0.00067502,0.07610739,0.03340142,0.04256124
-3.10655328,0.38020459,0.00086994,0.01940758,0.05741865,0.26221886,0.00072223,0.08034280,0.03670211,0.04265810
-3.10055028,0.41223638,0.00082899,0.02132344,0.06283833,0.28738368,0.00077999,0.08612176,0.04085526,0.04350635
-3.09454727,0.45245553,0.00079037,0.02364019,0.06943926,0.31844409,0.00085003,0.09348462,0.04594841,0.04514531
-3.08854427,0.50145653,0.00075564,0.02636556,0.07725237,0.35591770,0.00093413,0.10245628,0.05207271,0.04761115
-3.08254127,0.55980519,0.00072638,0.02950237,0.08629775,0.40030942,0.00103408,0.11304535,0.05932261,0.05093714
-3.07653827,0.62802807,0.00070418,0.03304797,0.09658377,0.45210151,0.00115172,0.12524328,0.06779530,0.05515372
-3.07053527,0.70660038,0.00069060,0.03699379,0.10810629,0.51174213,0.00128884,0.13902361,0.07759006,0.06028858
-3.06453227,0.79593250,0.00068716,0.04132490,0.12084787,0.57963244,0.00144723,0.15434122,0.08880725,0.06636649
-3.05852926,0.89635517,0.00069533,0.04601972,0.13477722,0.65611243,0.00162862,0.17113183,0.10154705,0.07340910
-3.05252626,1.00810392,0.00071650,0.05104977,0.14984873,0.74144582,0.00183467,0.18931172,0.11590786,0.08143454
-3.04652326,1.13130280,0.00075196,0.05637967,0.16600221,0.83580411,0.00206691,0.20877773,0.13198441,0.09045698
-3.04052026,1.26594795,0.00080285,0.06196727,0.18316286,0.93925044,0.00232680,0.22940757,0.14986547,0.10048594
-3.03451726,1.41189153,0.00087021,0.06776398,0.20124138,1.05172358,0.00261560,0.25106047,0.16963118,0.11152562
-3.02851426,1.56882639,0.00095486,0.07371529,0.22013439,1.17302262,0.00293442,0.27357824,0.19135008,0.12357402
-3.02251126,1.73627211,0.00105744,0.07976154,0.23972491,1.30279301,0.00328413,0.29678657,0.21507572,0.13662198
-3.01650825,1.91356314,0.00117833,0.08583880,0.25988315,1.44051453,0.00366537,0.32049670,0.24084305,0.15065221
-3.01050525,2.09983951,0.00131766,0.09187997,0.28046726,1.58549201,0.00407848,0.34450737,0.26866450,0.16563819
-3.00450225,2.29404089,0.00147526,0.09781601,0.30132436,1.73684938,0.00452347,0.36860695,0.29852603,0.18154312
-2.99849925,2.49490472,0.00165063,0.10357727,0.32229161,1.89352779,0.00500000,0.39257580,0.33038310,0.19831884
-2.99249625,2.70096887,0.00184293,0.10909484,0.34319731,2.05428842,0.00550728,0.41618876,0.36415690,0.21590491
-2.98649325,2.91057959,0.00205097,0.11430199,0.36386220,2.21772054,0.00604411,0.43921775,0.39973080,0.23422774
-2.98049025,3.12190505,0.00227319,0.11913546,0.38410087,2.38225509,0.00660876,0.46143445,0.43694748,0.25319999
-2.97448724,3.33295490,0.00250768,0.12353685,0.40372322,2.54618411,0.00719900,0.48261309,0.47560668,0.27272020
-2.96848424,3.54160583,0.00275221,0.12745371,0.42253626,2.70768598,0.00781205,0.50253323,0.51546406,0.29267274
-2.96248124,3.74563310,0.00300422,0.13084062,0.44034606,2.86485613,0.00844457,0.52098272,0.55623105,0.31292809
-2.95647824,3.94274757,0.00326091,0.13365999,0.45695997,3.01574283,0.00909266,0.53776056,0.59757617,0.33334362
-2.95047524,4.13063764,0.00351926,0.13588280,0.47218917,3.15838707,0.00975187,0.55267992,0.63912771,0.35376471
-2.94447224,4.30701501,0.00377611,0.13748896,0.48585155,3.29086571,0.01041724,0.56557111,0.68047798,0.37402632
-2.93846923,4.46966315,0.00402826,0.13846759,0.49777484,3.41133635,0.01108331,0.57628458,0.72118907,0.39395502
-2.93246623,4.61648695,0.00427247,0.13881699,0.50779999,3.51808267,0.01174424,0.58469373,0.76080008,0.41337135
-2.92646323,4.74556188,0.00450564,0.13854450,0.51578479,3.60955844,0.01239384,0.59069770,0.79883579,0.43209253
-2.92046023,4.85518107,0.00472481,0.13766604,0.52160750,3.68442867,0.01302569,0.59422377,0.83481632,0.44993544
-2.91445723,4.94389827,0.00492727,0.13620558,0.52517040,3.74160627,0.01363325,0.59522948,0.86826785,0.46671974
-2.90845423,5.01056534,0.00511062,0.13419438,0.52640318,3.78028260,0.01420995,0.59370419,0.89873377,0.48227107
-2.90245123,5.05436247,0.00527282,0.13167013,0.52526591,3.79995084,0.01474935,0.58967013,0.92578611,0.49642428
-2.89644822,5.07482010,0.00541222,0.12867597,0.52175141,3.80042091,0.01524522,0.58318268,0.94903674,0.50902650
-2.89044522,5.07183153,0.00552762,0.12525944,0.51588705,3.78182553,0.01569173,0.57432991,0.96814802,0.51994007
-2.88444222,5.04565566,0.00561822,0.12147139,0.50773553,3.74461700,0.01608352,0.56323131,0.98284242,0.52904513
-2.87843922,4.99690998,0.00568365,0.11736481,0.49739486,3.68955481,0.01641583,0.55003563,0.99291089,0.53624203
-2.87243622,4.92655389,0.00572395,0.11299376,0.48499731,3.61768476,0.01668458,0.53491804,0.99821955,0.54145327
-2.86643322,4.83586331,0.00573951,0.10841230,0.47070729,3.53031035,0.01688651,0.51807643,0.99871447,0.54462506
-2.86043022,4.72639763,0.00573105,0.10367345,0.45471839,3.42895767,0.01701919,0.49972716,0.99442444,0.54572858
-2.85442721,4.59996029,0.00569954,0.09882833,0.43724940,3.31533529,0.01708109,0.48010039,0.98546151,0.54476072
-2.84842421,4.45855470,0.00564617,0.09392535,0.41853973,3.19129070,0.01707164,0.45943503,0.97201934,0.54174446
-2.84242121,4.30433715,0.00557228,0.08900954,0.39884408,3.05876492,0.01699121,0.43797364,0.95436940,0.53672889
-2.83641821,4.13956825,0.00547933,0.08412205,0.37842690,2.91974701,0.01684110,0.41595746,0.93285508,0.52978872
-2.83041521,3.96656469,0.00536883,0.07929977,0.35755648,2.77622982,0.01662355,0.39362159,0.90788394,0.52102347
-2.82441221,3.78765240,0.00524230,0.07457515,0.33649917,2.63016847,0.01634168,0.37119074,0.87991832,0.51055621
-2.81840920,3.60512268,0.00510126,0.06997606,0.31551376,2.48344245,0.01599944,0.34887543,0.84946452,0.49853181
-2.81240620,3.42119178,0.00494722,0.06552590,0.29484624,2.33782232,0.01560150,0.32686893,0.81706099,0.48511488
-2.80640320,3.23796487,0.00478164,0.06124375,0.27472507,2.19494138,0.01515324,0.30534486,0.78326563,0.47048711
-2.80040020,3.05740459,0.00460595,0.05714461,0.25535712,2.05627266,0.01466057,0.28445554,0.74864278,0.45484425
-2.79439720,2.88130447,0.00442153,0.05323976,0.23692431,1.92311121,0.01412987,0.26433109,0.71375004,0.43839264
-2.78839420,2.71126697,0.00422977,0.04953708,0.21958101,1.79656156,0.01356787,0.24507908,0.67912545,0.42134536
-2.78239120,2.54868629,0.00403202,0.04604148,0.20345224,1.67752989,0.01298149,0.22678488,0.64527517,0.40391801
-2.77638819,2.39473549,0.00382962,0.04275526,0.18863267,1.56672071,0.01237772,0.20951241,0.61266212,0.38632427
-2.77038519,2.25035786,0.00362393,0.03967850,0.17518627,1.46463746,0.01176353,0.19330531,0.58169589,0.36877136
-2.76438219,2.11626225,0.00341630,0.03680935,0.16314679,1.37158658,0.01114565,0.17818837,0.55272406,0.35145550
-2.75837919,1.99292243,0.00320810,0.03414435,0.15251875,1.28768479,0.01053052,0.16416922,0.52602539,0.33455748
-2.75237619,1.88058013,0.00300069,0.03167870,0.14327907,1.21286909,0.00992412,0.15123997,0.50180494,0.31823875
-2.74637319,1.77925216,0.00279539,0.02940641,0.13537925,1.14690933,0.00933189,0.13937910,0.48019136,0.30263784
-2.74037019,1.68874135,0.00259354,0.02732051,0.12874786,1.08942303,0.00875862,0.12855322,0.46123645,0.28786767
-2.73436718,1.60865148,0.00239639,0.02541321,0.12329358,1.03989241,0.00820836,0.11871882,0.44491709,0.27401356
-2.72836418,1.53840637,0.00220512,0.02367596,0.11890841,0.99768339,0.00768440,0.10982401,0.43113949,0.26113237
-2.72236118,1.47727274,0.00202084,0.02209968,0.11547124,0.96206630,0.00718922,0.10181022,0.41974567,0.24925261
-2.71635818,1.42438700,0.00184453,0.02067481,0.11285156,0.93223835,0.00672450,0.09461385,0.41052208,0.23837568
-2.71035518,1.37878532,0.00167702,0.01939154,0.11091327,0.90734727,0.00629115,0.08816785,0.40321001,0.22847826
-2.70435218,1.33943661,0.00151903,0.01823996,0.10951860,0.88651591,0.00588932,0.08240334,0.39751767,0.21951568
-2.69834917,1.30527758,0.00137110,0.01721032,0.10853194,0.86886733,0.00551854,0.07725117,0.39313326,0.21142620
-2.69234617,1.27524899,0.00123363,0.01629326,0.10782353,0.85354976,0.00517776,0.07264343,0.38973894,0.20413609
-2.68634317,1.24833205,0.00110684,0.01548010,0.10727302,0.83976074,0.00486547,0.06851493,0.38702499,0.19756518
-2.68034017,1.22358375,0.00099084,0.01476317,0.10677260,0.82676997,0.00457985,0.06480460,0.38470367,0.19163273
-2.67433717,1.20016985,0.00088559,0.01413610,0.10622987,0.81393980,0.00431885,0.06145674,0.38252248,0.18626336
-2.66833417,1.17739448,0.00079095,0.01359415,0.10557008,0.80074309,0.00408036,0.05842225,0.38027601,0.18139269
-2.66233117,1.15472503,0.00070667,0.01313451,0.10473792,0.78677742,0.00386228,0.05565951,0.37781625,0.17697250
-2.65632816,1.13181140,0.00063246,0.01275652,0.10369864,0.77177540,0.00366270,0.05313519,0.37506076,0.17297519
-2.65032516,1.10849880,0.00056797,0.01246189,0.10243848,0.75561052,0.00347992,0.05082474,0.37199839,0.16939724
-2.64432216,1.08483359,0.00051286,0.01225485,0.10096449,0.73829840,0.00331257,0.04871259,0.36869248,0.16626153
-2.63831916,1.06106165,0.00046676,0.01214214,0.09930356,0.71999326,0.00315963,0.04679215,0.36528116,0.16361845
-2.63231616,1.03761949,0.00042935,0.01213301,0.09750088,0.70097977,0.00302050,0.04506539,0.36197487,0.16154566
-2.62631316,1.01511816,0.00040034,0.01223902,0.09561772,0.68166059,0.00289497,0.04354224,0.35905113,0.16014646
-2.62031016,0.99432059,0.00037950,0.01247379,0.09372872,0.66253994,0.00278320,0.04223962,0.35684661,0.15954687
-2.61430715,0.97611294,0.00036663,0.01285260,0.09191867,0.64420383,0.00268571,0.04118031,0.35574684,0.15989145
-2.60830415,0.96147111,0.00036163,0.01339194,0.09027902,0.62729754,0.00260330,0.04039151,0.35617384,0.16133802
-2.60230115,0.95142331,0.00036440,0.01410884,0.08890412,0.61250126,0.00253699,0.03990327,0.35857195,0.16405141
-2.59629815,0.94700996,0.00037494,0.01502026,0.08788734,0.60050439,0.00248792,0.03974685,0.36339245,0.16819648
-2.59029515,0.94924228,0.00039325,0.01614227,0.08731731,0.59197958,0.00245727,0.03995289,0.37107724,0.17393065
-2.58429215,0.95906078,0.00041934,0.01748929,0.08727419,0.58755714,0.00244616,0.04054967,0.38204221,0.18139621
-2.57828914,0.97729490,0.00045324,0.01907317,0.08782635,0.58780063,0.00245561,0.04156136,0.39666070,0.19071263
-2.57228614,1.00462530,0.00049494,0.02090243,0.08902736,0.59318424,0.00248635,0.04300639,0.41524762,0.20196920
-2.56628314,1.04154969,0.00054440,0.02298137,0.09091347,0.60407273,0.00253888,0.04489594,0.43804464,0.21521833
-2.56028014,1.08835355,0.00060151,0.02530935,0.09350175,0.62070445,0.00261330,0.04723273,0.46520700,0.23046967
-2.55427714,1.14508665,0.00066608,0.02788014,0.09678876,0.64317785,0.00270933,0.05000994,0.49679236,0.24768539
-2.54827414,1.21154619,0.00073783,0.03068136,0.10074995,0.67144199,0.00282627,0.05321052,0.53275206,0.26677683
-2.54227114,1.28726736,0.00081639,0.03369417,0.10533982,0.70529130,0.00296299,0.05680679,0.57292519,0.28760273
-2.53626813,1.37152176,0.00090125,0.03689306,0.11049269,0.74436491,0.00311795,0.06076042,0.61703575,0.30996909
-2.53026513,1.46332404,0.00099183,0.04024591,0.11612423,0.78815051,0.00328923,0.06502278,0.66469306,0.33363096
-2.52426213,1.56144687,0.00108743,0.04371433,0.12213363,0.83599293,0.00347457,0.06953569,0.71539573,0.35829595
-2.51825913,1.66444401,0.00118727,0.04725416,0.12840628,0.88710721,0.00367145,0.07423251,0.76853889,0.38362955
-2.51225613,1.77068122,0.00129053,0.05081623,0.13481702,0.94059595,0.00387715,0.07903960,0.82342501,0.40926225
-2.50625313,1.87837404,0.00139633,0.05434748,0.14123373,0.99547066,0.00408884,0.08387819,0.87927773,0.43479799
-2.50025013,1.98563180,0.00150381,0.05779207,0.14752115,1.05067644,0.00430370,0.08866638,0.93525866,0.45982405
-2.49424712,2.09050638,0.00161215,0.06109290,0.15354491,1.10511943,0.00451895,0.09332150,0.99048652,0.48392180
-2.48824412,2.19104437,0.00172062,0.06419311,0.15917550,1.15769636,0.00473201,0.09776255,1.04405827,0.50667808
-2.48224112,2.28534096,0.00182861,0.06703775,0.16429207,1.20732507,0.00494056,0.10191273,1.09507143,0.52769680
-2.47623812,2.37159382,0.00193568,0.06957539,0.16878601,1.25297529,0.00514260,0.10570198,1.14264693,0.54661031
-2.47023512,2.44815504,0.00204163,0.07175981,0.17256407,1.29369847,0.00533657,0.10906933,1.18595191,0.56309017
-2.46423212,2.51357939,0.00214648,0.07355149,0.17555102,1.32865578,0.00552136,0.11196515,1.22422139,0.57685684
-2.45822911,2.56666704,0.00225055,0.07491896,0.17769166,1.35714315,0.00569639,0.11435307,1.25677844,0.58768802
-2.45222611,2.60649929,0.00235448,0.07583995,0.17895224,1.37861256,0.00586164,0.11621148,1.28305186,0.59542525
-2.44622311,2.63246589,0.00245919,0.07630226,0.17932108,1.39268862,0.00601766,0.11753467,1.30259099,0.59997855
-2.44022011,2.64428294,0.00256595,0.07630431,0.17880863,1.39918004,0.00616556,0.11833342,1.31507699,0.60132890
-2.43421711,2.64200078,0.00267633,0.07585533,0.17744670,1.39808519,0.00630706,0.11863507,1.32033044,0.59952862
-2.42821411,2.62600152,0.00279216,0.07497528,0.17528718,1.38959195,0.00644439,0.11848302,1.31831482,0.59469938
-2.42221111,2.59698641,0.00291552,0.07369433,0.17240014,1.37407147,0.00658033,0.11793573,1.30913607,0.58702833
-2.41620810,2.55595359,0.00304866,0.07205205,0.16887144,1.35206633,0.00671810,0.11706510,1.29303822,0.57676212
-2.41020510,2.50416714,0.00319397,0.07009637,0.16480004,1.32427344,0.00686135,0.11595444,1.27039527,0.56419942
-2.40420210,2.44311863,0.00335385,0.06788215,0.16029499,1.29152242,0.00701407,0.11469602,1.24169997,0.54968201
-2.39819910,2.37448275,0.00353066,0.06546966,0.15547230,1.25475023,0.00718051,0.11338823,1.20754977,0.53358498
-2.39219610,2.30006866,0.00372663,0.06292287,0.15045182,1.21497305,0.00736510,0.11213255,1.16863060,0.51630624
-2.38619310,2.22176895,0.00394374,0.06030767,0.14535419,1.17325653,0.00757231,0.11103035,1.12569913,0.49825589
-2.38019010,2.14150789,0.00418363,0.05769009,0.14029791,1.13068534,0.00780658,0.11017973,1.07956419,0.47984573
-2.37418709,2.06119108,0.00444754,0.05513452,0.13539684,1.08833328,0.00807217,0.10967236,1.03106787,0.46147935
-2.36818409,1.98265777,0.00473621,0.05270212,0.13075787,1.04723493,0.00837299,0.10959060,0.98106708,0.44354297
-2.36218109,1.90763772,0.00504979,0.05044929,0.12647911,1.00835969,0.00871254,0.11000495,0.93041588,0.42639743
-2.35617809,1.83771365,0.00538785,0.04842644,0.12264846,0.97258914,0.00909366,0.11097187,0.87994929,0.41037150
-2.35017509,1.77429022,0.00574927,0.04667693,0.11934265,0.94069830,0.00951848,0.11253211,0.83046870,0.39575649
-2.34417209,1.71857042,0.00613232,0.04523630,0.11662677,0.91334123,0.00998821,0.11470960,0.78272935,0.38280255
-2.33816908,1.67153944,0.00653461,0.04413174,0.11455412,0.89104129,0.01050307,0.11751100,0.73742981,0.37171626
-2.33216608,1.63395630,0.00695315,0.04338190,0.11316664,0.87418609,0.01106216,0.12092570,0.69520380,0.36265980
-2.32616308,1.60635271,0.00738443,0.04299691,0.11249553,0.86302709,0.01166339,0.12492666,0.65661401,0.35575130
-2.32016008,1.58903884,0.00782449,0.04297864,0.11256227,0.85768338,0.01230343,0.12947158,0.62214804,0.35106647
-2.31415708,1.58211495,0.00826903,0.04332121,0.11337983,0.85814936,0.01297774,0.13450476,0.59221615,0.34864097
-2.30815408,1.58548801,0.00871352,0.04401170,0.11495399,0.86430562,0.01368059,0.13995925,0.56715063,0.34847367
-2.30215108,1.59889210,0.00915334,0.04503098,0.11728477,0.87593224,0.01440515,0.14575941,0.54720648,0.35053018
-2.29614807,1.62191125,0.00958387,0.04635463,0.12036776,0.89272396,0.01514366,0.15182361,0.53256318,0.35474666
-2.29014507,1.65400351,0.01000065,0.04795394,0.12419530,0.91430605,0.01588754,0.15806704,0.52332716,0.36103358
-2.28414207,1.69452492,0.01039949,0.04979698,0.12875750,0.94025046,0.01662769,0.16440437,0.51953476,0.36927921
-2.27813907,1.74275228,0.01077652,0.05184952,0.13404288,0.97009109,0.01735467,0.17075235,0.52115541,0.37935266
-2.27213607,1.79790362,0.01112830,0.05407603,0.14003867,1.00333786,0.01805899,0.17703205,0.52809479,0.39110641
-2.26613307,1.85915567,0.01145186,0.05644045,0.14673066,1.03948870,0.01873139,0.18317063,0.54019785,0.40437824
-2.26013007,1.92565771,0.01174475,0.05890692,0.15410265,1.07803929,0.01936309,0.18910277,0.55725151,0.41899249
-2.25412706,1.99654168,0.01200497,0.06144038,0.16213545,1.11849014,0.01994606,0.19477151,0.57898713,0.43476082
-2.24812406,2.07092842,0.01223103,0.06400693,0.17080547,1.16035115,0.02047322,0.20012859,0.60508257,0.45148253
-2.24212106,2.14793060,0.01242187,0.06657419,0.18008298,1.20314352,0.02093862,0.20513430,0.63516413,0.46894455
-2.23611806,2.22665283,0.01257680,0.06911135,0.18993020,1.24639961,0.02133762,0.20975685,0.66880838,0.48692145
-2.23011506,2.30618987,0.01269547,0.07158928,0.20029920,1.28966107,0.02166690,0.21397140,0.70554408,0.50517556
-2.22411206,2.38562395,0.01277779,0.07398048,0.21112992,1.33247590,0.02192458,0.21775887,0.74485451,0.52345745
-2.21810905,2.46402243,0.01282391,0.07625893,0.22234837,1.37439508,0.02211011,0.22110449,0.78618032,0.54150716
-2.21210605,2.54043673,0.01283415,0.07840003,0.23386520,1.41496967,0.02222430,0.22399644,0.82892324,0.55905608
-2.20610305,2.61390391,0.01280901,0.08038049,0.24557482,1.45374882,0.02226915,0.22642456,0.87245088,0.57582991
-2.20010005,2.68345155,0.01274917,0.08217833,0.25735514,1.49027962,0.02224776,0.22837926,0.91610273,0.59155257
-2.19409705,2.74810668,0.01265550,0.08377290,0.26906820,1.52410914,0.02216416,0.22985073,0.95919768,0.60595112
-2.18809405,2.80690925,0.01252915,0.08514505,0.28056155,1.55478899,0.02202320,0.23082863,1.00104286,0.61876172
-2.18209105,2.85892993,0.01237158,0.08627746,0.29167063,1.58188265,0.02183040,0.23130207,1.04094405,0.62973621
-2.17608804,2.90329201,0.01218464,0.08715496,0.30222197,1.60497546,0.02159179,0.23126012,1.07821737,0.63864940
-2.17008504,2.93919663,0.01197070,0.08776504,0.31203720,1.62368680,0.02131386,0.23069267,1.11220208,0.64530639
-2.16408204,2.96595022,0.01173271,0.08809847,0.32093776,1.63768420,0.02100344,0.22959170,1.14227418,0.64954994
-2.15807904,2.98299279,0.01147427,0.08814982,0.32875010,1.64669835,0.02066768,0.22795270,1.16786039,0.65126718
-2.15207604,2.98992549,0.01119969,0.08791814,0.33531121,1.65053838,0.02031402,0.22577632,1.18845204,0.65039548
-2.14607304,2.98653572,0.01091405,0.08740745,0.34047410,1.64910627,0.01995015,0.22307003,1.20361830,0.64692706
-2.14007004,2.97281807,0.01062316,0.08662722,0.34411320,1.64240940,0.01958407,0.21984963,1.21301820,0.64091187
-2.13406703,2.94898947,0.01033355,0.08559266,0.34612916,1.63057029,0.01922400,0.21614051,1.21641090,0.63245873
-2.12806403,2.91549729,0.01005235,0.08432480,0.34645300,1.61383268,0.01887845,0.21197859,1.21366363,0.62173433
-2.12206103,2.87301904,0.00978720,0.08285039,0.34504929,1.59256306,0.01855612,0.20741078,1.20475690,0.60896011
-2.11605803,2.82245331,0.00954605,0.08120148,0.34191817,1.56724741,0.01826586,0.20249485,1.18978657,0.59440699
-2.11005503,2.76490148,0.00933696,0.07941481,0.33709617,1.53848267,0.01801651,0.19729878,1.16896253,0.57838812
-2.10405203,2.70164057,0.00916786,0.07753089,0.33065571,1.50696311,0.01781675,0.19189951,1.14260400,0.56124991
-2.09804902,2.63408805,0.00904628,0.07559289,0.32270322,1.47346193,0.01767490,0.18638110,1.11113135,0.54336152
-2.09204602,2.56375967,0.00897907,0.07364529,0.31337613,1.43880873,0.01759865,0.18083239,1.07505476,0.52510336
-2.08604302,2.49222221,0.00897209,0.07173245,0.30283864,1.40386373,0.01759475,0.17534432,1.03496011,0.50685507
-2.08004002,2.42104293,0.00902999,0.06989702,0.29127664,1.36948987,0.01766870,0.17000694,0.99149258,0.48898329
-2.07403702,2.35173809,0.00915591,0.06817838,0.27889193,1.33652410,0.01782442,0.16490625,0.94533850,0.47183003
-2.06803402,2.28572291,0.00935129,0.06661118,0.26589599,1.30574917,0.01806395,0.16012110,0.89720633,0.45570181
-2.06203102,2.22426525,0.00961567,0.06522393,0.25250367,1.27786742,0.01838713,0.15572035,0.84780740,0.44086032
-2.05602801,2.16844531,0.00994661,0.06403786,0.23892696,1.25347781,0.01879141,0.15176022,0.79783719,0.42751482
-2.05002501,2.11912331,0.01033964,0.06306603,0.22536921,1.23305745,0.01927167,0.14828225,0.74795792,0.41581672
-2.04402201,2.07691677,0.01078825,0.06231275,0.21202000,1.21694857,0.01982011,0.14531185,0.69878308,0.40585639
-2.03801901,2.04218852,0.01128404,0.06177337,0.19905087,1.20535169,0.02042637,0.14285745,0.65086443,0.39766263
-2.03201601,2.01504599,0.01181686,0.06143441,0.18661201,1.19832534,0.02107760,0.14091054,0.60468198,0.39120444
-2.02601301,1.99535194,0.01237511,0.06127414,0.17483008,1.19579238,0.02175873,0.13944639,0.56063710,0.38639527
-2.02001001,1.98274592,0.01294601,0.06126341,0.16380713,1.19755262,0.02245288,0.13842548,0.51904899,0.38309935
-2.01400700,1.97667531,0.01351600,0.06136691,0.15362065,1.20330102,0.02314180,0.13779571,0.48015437,0.38113993
-2.00800400,1.97643451,0.01407117,0.06154460,0.14432455,1.21265060,0.02380646,0.13749507,0.44411025,0.38030885
-2.00200100,1.98120982,0.01459773,0.06175344,0.13595110,1.22515858,0.02442762,0.13745484,0.41099943,0.38037716
-1.99599800,1.99012793,0.01508244,0.06194916,0.12851355,1.24035448,0.02498657,0.13760300,0.38083818,0.38110609
-1.98999500,2.00230529,0.01551310,0.06208813,0.12200923,1.25776859,0.02546573,0.13786783,0.35358580,0.38225802
-1.98399200,2.01689564,0.01587900,0.06212922,0.11642302,1.27695905,0.02584935,0.13818135,0.32915519,0.38360678
-1.97798899,2.03313339,0.01617128,0.06203540,0.11173082,1.29753615,0.02612410,0.13848255,0.30742406,0.38494690
-1.97198599,2.05037034,0.01638328,0.06177534,0.10790302,1.31918245,0.02627955,0.13872027,0.28824607,0.38610136
-1.96598299,2.06810406,0.01651080,0.06132458,0.10490753,1.34166752,0.02630863,0.13885543,0.27146139,0.38692754
-1.95997999,2.08599638,0.01655229,0.06066644,0.10271248,1.36485657,0.02620788,0.13886271,0.25690627,0.38732103
-1.95397699,2.10388135,0.01650886,0.05979264,0.10128826,1.38871247,0.02597759,0.13873139,0.24442116,0.38721734
-1.94797399,2.12176223,0.01638433,0.05870342,0.10060894,1.41329115,0.02562180,0.13846557,0.23385713,0.38659142
-1.94197099,2.13979832,0.01618503,0.05740743,0.10065300,1.43873073,0.02514813,0.13808351,0.22508052,0.38545513
-1.93596798,2.15828227,0.01591961,0.05592117,0.10140338,1.46523508,0.02456748,0.13761640,0.21797562,0.38385286
-1.92996498,2.17760975,0.01559875,0.05426817,0.10284689,1.49305297,0.02389362,0.13710641,0.21244557,0.38185565
-1.92396198,2.19824330,0.01523472,0.05247784,0.10497308,1.52245400,0.02314264,0.13660434,0.20841161,0.37955428
-1.91795898,2.22067272,0.01484100,0.05058422,0.10777265,1.55370304,0.02233233,0.13616686,0.20581081,0.37705157
-1.91195598,2.24537444,0.01443172,0.04862448,0.11123560,1.58703459,0.02148157,0.13585357,0.20459273,0.37445457
-1.90595298,2.27277234,0.01402125,0.04663742,0.11534916,1.62262877,0.02060956,0.13572402,0.20471525,0.37186696
-1.89994997,2.30320230,0.01362362,0.04466195,0.12009580,1.66059036,0.01973523,0.13583488,0.20613987,0.36938217
-1.89394697,2.33688252,0.01325206,0.04273565,0.12545129,1.70093220,0.01887656,0.13623726,0.20882707,0.36707756
-1.88794397,2.37389125,0.01291857,0.04089343,0.13138311,1.74356391,0.01804999,0.13697455,0.21273169,0.36500990
-1.88194097,2.41415312,0.01263349,0.03916643,0.13784921,1.78828660,0.01726999,0.13808057,0.21779908,0.36321243
-1.87593797,2.45743456,0.01240519,0.03758104,0.14479729,1.83479378,0.01654862,0.13957840,0.22396179,0.36169369
