energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.90395198,0.29188602,0.05230920,0.22427465,0.00109048,0.00569606,0.00161297,0.04520915,0.07248833,0.00869751
-5.89794897,0.28458439,0.04720295,0.22355561,0.00109676,0.00490223,0.00149647,0.04101691,0.06480746,0.00810623
-5.89194597,0.27929080,0.04285253,0.22375296,0.00110958,0.00419540,0.00138766,0.03763953,0.05797559,0.00766173
-5.88594297,0.27610811,0.03923596,0.22500057,0.00112977,0.00357111,0.00128601,0.03506403,0.05195889,0.00735851
-5.87993997,0.27515219,0.03632967,0.22744740,0.00115825,0.00302428,0.00119098,0.03327553,0.04671902,0.00719157
-5.87393697,0.27654954,0.03410927,0.23125414,0.00119602,0.00254947,0.00110207,0.03225780,0.04221465,0.00715645
-5.86793397,0.28043330,0.03255006,0.23658858,0.00124406,0.00214100,0.00101880,0.03199349,0.03840287,0.00724919
-5.86193097,0.28693784,0.03162734,0.24361985,0.00130334,0.00179318,0.00094077,0.03246422,0.03524033,0.00746624
-5.85592796,0.29619209,0.03131653,0.25251170,0.00137469,0.00150041,0.00086762,0.03365038,0.03268416,0.00780435
-5.84992496,0.30831185,0.03159305,0.26341508,0.00145881,0.00125737,0.00079909,0.03553085,0.03069263,0.00826039
-5.84392196,0.32339156,0.03243213,0.27646022,0.00155617,0.00105907,0.00073496,0.03808251,0.02922561,0.00883111
-5.83791896,0.34149574,0.03380843,0.29174869,0.00166700,0.00090101,0.00067507,0.04127970,0.02824475,0.00951299
-5.83191596,0.36265076,0.03569568,0.30934574,0.00179118,0.00077919,0.00061933,0.04509364,0.02771360,0.01030202
-5.82591296,0.38683724,0.03806622,0.32927331,0.00192826,0.00069024,0.00056767,0.04949190,0.02759744,0.01119348
-5.81990995,0.41398358,0.04089071,0.35150403,0.00207741,0.00063140,0.00052005,0.05443798,0.02786322,0.01218187
-5.81390695,0.44396109,0.04413780,0.37595673,0.00223741,0.00060061,0.00047646,0.05989101,0.02847924,0.01326074
-5.80790395,0.47658102,0.04777405,0.40249355,0.00240663,0.00059647,0.00043687,0.06580569,0.02941500,0.01442273
-5.80190095,0.51159378,0.05176392,0.43091906,0.00258310,0.00061830,0.00040125,0.07213247,0.03064094,0.01565955
-5.79589795,0.54869056,0.05606997,0.46098142,0.00276445,0.00066613,0.00036954,0.07881800,0.03212839,0.01696211
-5.78989495,0.58750751,0.06065329,0.49237586,0.00294805,0.00074066,0.00034165,0.08580580,0.03384942,0.01832068
-5.78389195,0.62763220,0.06547408,0.52475017,0.00313100,0.00084326,0.00031748,0.09303730,0.03577694,0.01972511
-5.77788894,0.66861255,0.07049232,0.55771231,0.00331021,0.00097594,0.00029686,0.10045299,0.03788481,0.02116513
-5.77188594,0.70996759,0.07566874,0.59083986,0.00348253,0.00114129,0.00027958,0.10799384,0.04014799,0.02263062
-5.76588294,0.75119992,0.08096564,0.62369096,0.00364474,0.00134244,0.00026542,0.11560275,0.04254288,0.02411198
-5.75987994,0.79180924,0.08634794,0.65581629,0.00379373,0.00158296,0.00025408,0.12322612,0.04504756,0.02560042
-5.75387694,0.83130646,0.09178407,0.68677178,0.00392653,0.00186676,0.00024527,0.13081532,0.04764212,0.02708828
-5.74787394,0.86922774,0.09724678,0.71613145,0.00404043,0.00219801,0.00023866,0.13832799,0.05030893,0.02856926
-5.74187094,0.90514782,0.10271384,0.74349981,0.00413303,0.00258099,0.00023388,0.14572916,0.05303290,0.03003859
-5.73586793,0.93869214,0.10816843,0.76852339,0.00420235,0.00301992,0.00023059,0.15299203,0.05580158,0.03149318
-5.72986493,0.96954704,0.11359935,0.79090086,0.00424683,0.00351884,0.00022843,0.16009840,0.05860524,0.03293158
-5.72386193,0.99746765,0.11900089,0.81039133,0.00426544,0.00408139,0.00022703,0.16703862,0.06143670,0.03435390
-5.71785893,1.02228314,0.12437239,0.82682043,0.00425766,0.00471064,0.00022608,0.17381115,0.06429116,0.03576159
-5.71185593,1.04389895,0.12971753,0.84008394,0.00422349,0.00540891,0.00022524,0.18042165,0.06716577,0.03715722
-5.70585293,1.06229601,0.13504325,0.85014885,0.00416348,0.00617755,0.00022425,0.18688162,0.07005915,0.03854400
-5.69984992,1.07752694,0.14035851,0.85705174,0.00407867,0.00701681,0.00022286,0.19320673,0.07297072,0.03992542
-5.69384692,1.08970950,0.14567281,0.86089469,0.00397058,0.00792563,0.00022086,0.19941483,0.07590003,0.04130471
-5.68784392,1.09901744,0.15099456,0.86183875,0.00384113,0.00890153,0.00021809,0.20552375,0.07884595,0.04268436
-5.68184092,1.10566948,0.15632950,0.86009550,0.00369259,0.00994050,0.00021444,0.21154905,0.08180592,0.04406564
-5.67583792,1.10991663,0.16167904,0.85591692,0.00352752,0.01103693,0.00020983,0.21750179,0.08477518,0.04544809
-5.66983492,1.11202876,0.16703883,0.84958416,0.00334868,0.01218361,0.00020423,0.22338646,0.08774611,0.04682920
-5.66383192,1.11228087,0.17239748,0.84139562,0.00315894,0.01337172,0.00019767,0.22919919,0.09070765,0.04820408
-5.65782891,1.11093976,0.17773560,0.83165493,0.00296125,0.01459095,0.00019017,0.23492629,0.09364490,0.04956527
-5.65182591,1.10825177,0.18302514,0.82065938,0.00275850,0.01582960,0.00018183,0.24054330,0.09653886,0.05090270
-5.64582291,1.10443195,0.18822917,0.80868919,0.00255348,0.01707475,0.00017275,0.24601455,0.09936646,0.05220376
-5.63981991,1.09965535,0.19330204,0.79599812,0.00234884,0.01831251,0.00016306,0.25129318,0.10210065,0.05345349
-5.63381691,1.09405057,0.19818992,0.78280578,0.00214702,0.01952827,0.00015290,0.25632184,0.10471085,0.05463494
-5.62781391,1.08769593,0.20283182,0.76929179,0.00195018,0.02070696,0.00014242,0.26103384,0.10716352,0.05572957
-5.62181091,1.08061825,0.20716092,0.75559213,0.00176023,0.02183342,0.00013177,0.26535483,0.10942289,0.05671784
-5.61580790,1.07279433,0.21110625,0.74179767,0.00157876,0.02289270,0.00012112,0.26920487,0.11145194,0.05757979
-5.60980490,1.06415488,0.21459460,0.72795470,0.00140706,0.02387041,0.00011061,0.27250088,0.11321340,0.05829565
-5.60380190,1.05459068,0.21755264,0.71406769,0.00124609,0.02475304,0.00010038,0.27515931,0.11467090,0.05884661
-5.59779890,1.04396075,0.21990917,0.70010366,0.00109655,0.02552831,0.00009056,0.27709896,0.11579011,0.05921537
-5.59179590,1.03210192,0.22159734,0.68599824,0.00095883,0.02618547,0.00008128,0.27824383,0.11653997,0.05938685
-5.58579290,1.01883959,0.22255693,0.67166293,0.00083308,0.02671556,0.00007265,0.27852592,0.11689379,0.05934870
-5.57978989,1.00399904,0.22273638,0.65699316,0.00071920,0.02711168,0.00006475,0.27788788,0.11683035,0.05909184
-5.57378689,0.98741694,0.22209478,0.64187701,0.00061692,0.02736921,0.00005770,0.27628536,0.11633488,0.05861085
-5.56778389,0.96895252,0.22060346,0.62620388,0.00052580,0.02748598,0.00005158,0.27368915,0.11539995,0.05790424
-5.56178089,0.94849809,0.21824744,0.60987309,0.00044525,0.02746243,0.00004648,0.27008680,0.11402615,0.05697473
-5.55577789,0.92598839,0.21502642,0.59280190,0.00037462,0.02730167,0.00004250,0.26548394,0.11222266,0.05582927
-5.54977489,0.90140863,0.21095549,0.57493257,0.00031316,0.02700955,0.00003976,0.25990511,0.11000768,0.05447909
-5.54377189,0.87480077,0.20606538,0.55623850,0.00026008,0.02659473,0.00003838,0.25339409,0.10740865,0.05293960
-5.53776888,0.84626803,0.20040242,0.53672897,0.00021460,0.02606856,0.00003853,0.24601378,0.10446227,0.05123014
-5.53176588,0.81597739,0.19402798,0.51645249,0.00017591,0.02544508,0.00004039,0.23784561,0.10121440,0.04937378
-5.52576288,0.78416003,0.18701768,0.49549865,0.00014326,0.02474091,0.00004419,0.22898853,0.09771979,0.04739696
-5.51975988,0.75110981,0.17946013,0.47399841,0.00011590,0.02397506,0.00005022,0.21955752,0.09404158,0.04532905
-5.51375688,0.71717975,0.17145540,0.45212297,0.00009315,0.02316876,0.00005880,0.20968177,0.09025071,0.04320196
-5.50775388,0.68277671,0.16311321,0.43008114,0.00007438,0.02234523,0.00007031,0.19950252,0.08642513,0.04104958
-5.50175088,0.64835436,0.15455085,0.40811544,0.00005899,0.02152941,0.00008520,0.18917058,0.08264888,0.03890729
-5.49574787,0.61440474,0.14589098,0.38649702,0.00004648,0.02074761,0.00010398,0.17884365,0.07901103,0.03681139
-5.48974487,0.58144854,0.13725922,0.36551969,0.00003637,0.02002717,0.00012720,0.16868342,0.07560440,0.03479852
-5.48374187,0.55002441,0.12878169,0.34549309,0.00002828,0.01939602,0.00015549,0.15885258,0.07252426,0.03290504
-5.47773887,0.52067755,0.12058260,0.32673531,0.00002184,0.01888226,0.00018950,0.14951177,0.06986675,0.03116644
-5.47173587,0.49394780,0.11278173,0.30956520,0.00001675,0.01851364,0.00022993,0.14081650,0.06772730,0.02961676
-5.46573287,0.47035754,0.10549217,0.29429452,0.00001277,0.01831700,0.00027750,0.13291408,0.06619880,0.02828789
-5.45972986,0.45039969,0.09881803,0.28122011,0.00000967,0.01831774,0.00033292,0.12594074,0.06536969,0.02720906
-5.45372686,0.43452592,0.09285244,0.27061639,0.00000728,0.01853916,0.00039688,0.12001877,0.06532199,0.02640615
-5.44772386,0.42313554,0.08767567,0.26272825,0.00000545,0.01900186,0.00047002,0.11525400,0.06612915,0.02590123
-5.44172086,0.41656515,0.08335361,0.25776465,0.00000407,0.01972311,0.00055289,0.11173336,0.06785395,0.02571196
-5.43571786,0.41507943,0.07993639,0.25589298,0.00000303,0.02071621,0.00064594,0.10952288,0.07054630,0.02585113
-5.42971486,0.41886331,0.07745733,0.25723443,0.00000228,0.02198989,0.00074944,0.10866596,0.07424121,0.02632630
-5.42371186,0.42801572,0.07593231,0.26186052,0.00000175,0.02354781,0.00086350,0.10918205,0.07895678,0.02713945
-5.41770885,0.44254534,0.07535931,0.26979093,0.00000139,0.02538806,0.00098800,0.11106578,0.08469243,0.02828681
-5.41170585,0.46236850,0.07571842,0.28099279,0.00000120,0.02750280,0.00112258,0.11428663,0.09142749,0.02975879
-5.40570285,0.48730954,0.07697218,0.29538151,0.00000114,0.02987810,0.00126658,0.11878915,0.09912007,0.03154010
-5.39969985,0.51710381,0.07906629,0.31282334,0.00000123,0.03249381,0.00141907,0.12449377,0.10770655,0.03360995
-5.39369685,0.55140352,0.08193077,0.33313954,0.00000147,0.03532374,0.00157882,0.13129828,0.11710155,0.03594259
-5.38769385,0.58978642,0.08548143,0.35611230,0.00000189,0.03833598,0.00174428,0.13908000,0.12719864,0.03850790
-5.38169085,0.63176733,0.08962181,0.38149232,0.00000255,0.04149342,0.00191363,0.14769861,0.13787169,0.04127225
-5.37568784,0.67681244,0.09424547,0.40900775,0.00000351,0.04475456,0.00208477,0.15699962,0.14897710,0.04419949
-5.36968484,0.72435592,0.09923858,0.43837449,0.00000486,0.04807442,0.00225538,0.16681845,0.16035661,0.04725219
-5.36368184,0.77381856,0.10448286,0.46930731,0.00000673,0.05140571,0.00242298,0.17698506,0.17184103,0.05039291
-5.35767884,0.82462772,0.10985876,0.50153156,0.00000928,0.05470017,0.00258493,0.18732894,0.18325443,0.05358565
-5.35167584,0.87623801,0.11524873,0.53479481,0.00001275,0.05790989,0.00273859,0.19768434,0.19441896,0.05679724
-5.34567284,0.92815174,0.12054062,0.56887817,0.00001739,0.06098887,0.00288131,0.20789566,0.20515997,0.05999885
-5.33966983,0.97993828,0.12563099,0.60360640,0.00002357,0.06389442,0.00301059,0.21782257,0.21531139,0.06316728
-5.33366683,1.03125154,0.13042826,0.63885652,0.00003173,0.06658858,0.00312410,0.22734499,0.22472097,0.06628617
-5.32766383,1.08184440,0.13485562,0.67456431,0.00004243,0.06903934,0.00321980,0.23636732,0.23325535,0.06934705
-5.32166083,1.13157957,0.13885347,0.71072821,0.00005634,0.07122175,0.00329599,0.24482211,0.24080462,0.07235000
-5.31565783,1.18043601,0.14238150,0.74741045,0.00007430,0.07311868,0.00335140,0.25267272,0.24728619,0.07530408
-5.30965483,1.22851058,0.14542004,0.78473492,0.00009730,0.07472133,0.00338523,0.25991492,0.25264774,0.07822744
-5.30365183,1.27601450,0.14797085,0.82288215,0.00012654,0.07602945,0.00339720,0.26657739,0.25686929,0.08114695
-5.29764882,1.32326487,0.15005725,0.86208113,0.00016344,0.07705109,0.00338756,0.27272102,0.25996392,0.08409755
-5.29164582,1.37067134,0.15172346,0.90259854,0.00020964,0.07780215,0.00335711,0.27843693,0.26197754,0.08712119
-5.28564282,1.41871857,0.15303342,0.94472580,0.00026704,0.07830553,0.00330715,0.28384354,0.26298736,0.09026552
-5.27963982,1.46794529,0.15406882,0.98876454,0.00033783,0.07859000,0.00323950,0.28908248,0.26309931,0.09358218
-5.27363682,1.51892089,0.15492672,1.03501113,0.00042445,0.07868883,0.00315642,0.29431378,0.26244446,0.09712500
-5.26763382,1.57222056,0.15571664,1.08374121,0.00052962,0.07863831,0.00306055,0.29971038,0.26117467,0.10094798
-5.26163082,1.62840035,0.15655733,1.13519483,0.00065634,0.07847610,0.00295483,0.30545222,0.25945757,0.10510324
-5.25562781,1.68797303,0.15757332,1.18956305,0.00080782,0.07823961,0.00284239,0.31172020,0.25747117,0.10963893
-5.24962481,1.75138599,0.15889135,1.24697655,0.00098748,0.07796442,0.00272652,0.31869009,0.25539827,0.11459732
-5.24362181,1.81900192,0.16063676,1.30749680,0.00119889,0.07768286,0.00261049,0.32652682,0.25342093,0.12001291
-5.23761881,1.89108303,0.16293005,1.37111012,0.00144568,0.07742270,0.00249751,0.33537906,0.25171517,0.12591086
-5.23161581,1.96777923,0.16588356,1.43772473,0.00173145,0.07720624,0.00239061,0.34537446,0.25044607,0.13230559
-5.22561281,2.04912034,0.16959838,1.50717073,0.00205969,0.07704950,0.00229258,0.35661552,0.24976343,0.13919969
-5.21960980,2.13501239,0.17416162,1.57920280,0.00243361,0.07696187,0.00220583,0.36917617,0.24979805,0.14658318
-5.21360680,2.22523767,0.17964391,1.65350520,0.00285606,0.07694599,0.00213240,0.38309916,0.25065874,0.15443295
-5.20760380,2.31945790,0.18609731,1.72969856,0.00332931,0.07699793,0.00207385,0.39839415,0.25242998,0.16271263
-5.20160080,2.41722026,0.19355356,1.80734782,0.00385496,0.07710771,0.00203124,0.41503647,0.25517041,0.17137272
-5.19559780,2.51796523,0.20202263,1.88597084,0.00443375,0.07725999,0.00200513,0.43296670,0.25891185,0.18035095
-5.18959480,2.62103607,0.21149171,1.96504704,0.00506542,0.07743503,0.00199553,0.45209078,0.26365905,0.18957299
-5.18359180,2.72568904,0.22192453,2.04402559,0.00574856,0.07760973,0.00200195,0.47228076,0.26938993,0.19895340
-5.17758879,2.83110423,0.23326116,2.12233293,0.00648052,0.07775887,0.00202339,0.49337616,0.27605644,0.20839681
-5.17158579,2.93639659,0.24541814,2.19937931,0.00725731,0.07785632,0.00205843,0.51518594,0.28358579,0.21779936
-5.16558279,3.04062728,0.25828921,2.27456445,0.00807355,0.07787632,0.00210522,0.53749107,0.29188217,0.22705038
-5.15957979,3.14281533,0.27174652,2.34728244,0.00892246,0.07779466,0.00216161,0.56004779,0.30082890,0.23603432
-5.15357679,3.24194994,0.28564242,2.41692622,0.00979591,0.07758986,0.00222519,0.58259147,0.31029096,0.24463289
-5.14757379,3.33700377,0.29981190,2.48289191,0.01068449,0.07724420,0.00229338,0.60484129,0.32011793,0.25272736
-5.14157079,3.42694755,0.31407570,2.54458369,0.01157767,0.07674465,0.00236350,0.62650560,0.33014734,0.26020115
-5.13556778,3.51076647,0.32824409,2.60141943,0.01246397,0.07608363,0.00243292,0.64728799,0.34020836,0.26694246
-5.12956478,3.58747845,0.34212130,2.65283768,0.01333124,0.07525967,0.00249910,0.66689410,0.35012591,0.27284705
-5.12356178,3.65615454,0.35551057,2.69830620,0.01416688,0.07427788,0.00255968,0.68503894,0.35972506,0.27782108
-5.11755878,3.71594121,0.36821972,2.73733225,0.01495820,0.07315023,0.00261260,0.70145463,0.36883562,0.28178384
-5.11155578,3.76608416,0.38006714,2.76947451,0.01569275,0.07189579,0.00265614,0.71589848,0.37729697,0.28467042
-5.10555278,3.80595318,0.39088800,2.79435651,0.01635865,0.07054071,0.00268901,0.72816093,0.38496284,0.28643415
-5.09954977,3.83506695,0.40054047,2.81168097,0.01694493,0.06911811,0.00271039,0.73807326,0.39170599,0.28704866
-5.09354677,3.85311704,0.40891183,2.82124459,0.01744188,0.06766783,0.00271994,0.74551471,0.39742259,0.28650966
-5.08754377,3.85998964,0.41592409,2.82295240,0.01784135,0.06623608,0.00271791,0.75041860,0.40203616,0.28483606
-5.08154077,3.85578394,0.42153896,2.81683074,0.01813697,0.06487491,0.00270504,0.75277730,0.40550083,0.28207068
-5.07553777,3.84082572,0.42576191,2.80303816,0.01832439,0.06364159,0.00268264,0.75264557,0.40780383,0.27828017
-5.06953477,3.81567518,0.42864503,2.78187305,0.01840140,0.06259792,0.00265251,0.75014227,0.40896702,0.27355442
-5.06353177,3.78112779,0.43028859,2.75377738,0.01836803,0.06180936,0.00261692,0.74544991,0.40904736,0.26800515
-5.05752876,3.73820763,0.43084108,2.71933587,0.01822655,0.06134405,0.00257859,0.73881236,0.40813627,0.26176394
-5.05152576,3.68815259,0.43049762,2.67926999,0.01798137,0.06127179,0.00254057,0.73053026,0.40635782,0.25497958
-5.04552276,3.63239152,0.42949664,2.63442669,0.01763898,0.06166280,0.00250623,0.72095455,0.40386581,0.24781485
-5.03951976,3.57251353,0.42811496,2.58576189,0.01720768,0.06258645,0.00247911,0.71047800,0.40083980,0.24044287
-5.03351676,3.51023018,0.42666123,2.53431903,0.01669741,0.06410979,0.00246292,0.69952511,0.39748018,0.23304302
-5.02751376,3.44733166,0.42546785,2.48120329,0.01611941,0.06629609,0.00246137,0.68854066,0.39400245,0.22579663
-5.02151076,3.38563821,0.42488163,2.42755235,0.01548596,0.06920316,0.00247812,0.67797725,0.39063102,0.21888252
-5.01550775,3.32694861,0.42525342,2.37450478,0.01480999,0.07288166,0.00251671,0.66828216,0.38759247,0.21247256
-5.00950475,3.27298742,0.42692692,2.32316717,0.01410481,0.07737333,0.00258040,0.65988421,0.38510883,0.20672730
-5.00350175,3.22535296,0.43022720,2.27458145,0.01338374,0.08270920,0.00267216,0.65318074,0.38339083,0.20179191
-4.99749875,3.18546803,0.43544898,2.22969365,0.01265985,0.08890784,0.00279453,0.64852540,0.38263153,0.19779243
-4.99149575,3.15453514,0.44284547,2.18932534,0.01194565,0.09597364,0.00294957,0.64621711,0.38300045,0.19483255
-4.98549275,3.13349808,0.45261774,2.15414907,0.01125285,0.10389527,0.00313880,0.64649048,0.38463840,0.19299094
-4.97948974,3.12301128,0.46490538,2.12466866,0.01059220,0.11264432,0.00336312,0.64950811,0.38765316,0.19231918
-4.97348674,3.12341808,0.47977858,2.10120524,0.00997332,0.12217423,0.00362278,0.65535507,0.39211622,0.19284046
-4.96748374,3.13473885,0.49723209,2.08388942,0.00940458,0.13241960,0.00391735,0.66403563,0.39806047,0.19454900
-4.96148074,3.15666927,0.51718130,2.07266002,0.00889305,0.14329586,0.00424566,0.67547246,0.40547916,0.19741025
-4.95547774,3.18858901,0.53946078,2.06726919,0.00844444,0.15469956,0.00460585,0.68950831,0.41432590,0.20136185
-4.94947474,3.22958025,0.56382531,2.06729358,0.00806315,0.16650912,0.00499536,0.70591010,0.42451583,0.20631533
-4.94347174,3.27845544,0.58995355,2.07215116,0.00775226,0.17858623,0.00541094,0.72437533,0.43592790,0.21215851
-4.93746873,3.33379327,0.61745443,2.08112267,0.00751360,0.19077787,0.00584875,0.74454052,0.44840811,0.21875854
-4.93146573,3.39398127,0.64587593,2.09337697,0.00734778,0.20291890,0.00630436,0.76599150,0.46177367,0.22596546
-4.92546273,3.45726375,0.67471620,2.10799897,0.00725430,0.21483530,0.00677288,0.78827511,0.47581786,0.23361618
-4.91945973,3.52179302,0.70343675,2.12401929,0.00723159,0.22634787,0.00724904,0.81091200,0.49031556,0.24153879
-4.91345673,3.58568218,0.73147702,2.14044417,0.00727709,0.23727632,0.00772727,0.83340992,0.50502919,0.24955697
-4.90745373,3.64705767,0.75827018,2.15628480,0.00738731,0.24744374,0.00820187,0.85527730,0.51971479,0.25749448
-4.90145073,3.70410961,0.78325936,2.17058484,0.00755790,0.25668111,0.00866709,0.87603640,0.53412826,0.26517947
-4.89544772,3.75513833,0.80591376,2.18244543,0.00778369,0.26483184,0.00911726,0.89523569,0.54803129,0.27244851
-4.88944472,3.79859577,0.82574411,2.19104683,0.00805879,0.27175613,0.00954690,0.91246104,0.56119703,0.27915028
-4.88344172,3.83312030,0.84231678,2.19566629,0.00837657,0.27733486,0.00995085,0.92734539,0.57341509,0.28514862
-4.87743872,3.85756426,0.85526602,2.19569165,0.00872983,0.28147306,0.01032435,0.93957642,0.58449590,0.29032510
-4.87143572,3.87101360,0.86430390,2.19063080,0.00911077,0.28410259,0.01066315,0.94890230,0.59427414,0.29458087
-4.86543272,3.87279943,0.86922748,2.18011682,0.00951114,0.28518407,0.01096356,0.95513510,0.60261126,0.29783780
-4.85942971,3.86250161,0.86992302,2.16390916,0.00992234,0.28470783,0.01122249,0.95815208,0.60939693,0.30003895
-4.85342671,3.83994484,0.86636719,2.14189131,0.01033550,0.28269401,0.01143751,0.95789484,0.61454958,0.30114841
-4.84742371,3.80518815,0.85862513,2.11406525,0.01074167,0.27919166,0.01160686,0.95436645,0.61801588,0.30115054
-4.84142071,3.75850856,0.84684567,2.08054350,0.01113193,0.27427691,0.01172942,0.94762700,0.61976943,0.30004864
-4.83541771,3.70038036,0.83125407,2.04153933,0.01149758,0.26805039,0.01180473,0.93778776,0.61980869,0.29786336
-4.82941471,3.63145112,0.81214249,1.99735561,0.01183032,0.26063395,0.01183291,0.92500437,0.61815448,0.29463066
-4.82341171,3.55251598,0.78985896,1.94837320,0.01212243,0.25216677,0.01181468,0.90946956,0.61484704,0.29039978
-4.81740870,3.46449129,0.76479525,1.89503923,0.01236698,0.24280123,0.01175124,0.89140566,0.60994310,0.28523103
-4.81140570,3.36838899,0.73737422,1.83785583,0.01255794,0.23269854,0.01164426,0.87105741,0.60351298,0.27919370
-4.80540270,3.26529276,0.70803743,1.77736972,0.01269042,0.22202442,0.01149584,0.84868540,0.59563812,0.27236414
-4.79939970,3.15633666,0.67723327,1.71416290,0.01276073,0.21094497,0.01130839,0.82456029,0.58640900,0.26482394
-4.79339670,3.04268692,0.64540622,1.64884467,0.01276655,0.19962292,0.01108468,0.79895819,0.57592369,0.25665854
-4.78739370,2.92552712,0.61298767,1.58204486,0.01270696,0.18821432,0.01082770,0.77215712,0.56428708,0.24795594
-4.78139070,2.80604682,0.58038830,1.51440849,0.01258250,0.17686586,0.01054067,0.74443465,0.55161072,0.23880577
-4.77538769,2.68543336,0.54799243,1.44659138,0.01239516,0.16571282,0.01022704,0.71606665,0.53801331,0.22929859
-4.76938469,2.56486637,0.51615411,1.37925667,0.01214829,0.15487757,0.00989037,0.68732684,0.52362157,0.21952539
-4.76338169,2.44551429,0.48519492,1.31307186,0.01184659,0.14446881,0.00953439,0.65848705,0.50857151,0.20957715
-4.75737869,2.32853209,0.45540333,1.24870605,0.01149592,0.13458132,0.00916294,0.62981782,0.49300964,0.19954457
-4.75137569,2.21505936,0.42703522,1.18682694,0.01110316,0.12529611,0.00877995,0.60158911,0.47709412,0.18951777
-4.74537269,2.10621776,0.40031530,1.12809730,0.01067605,0.11668105,0.00838941,0.57407063,0.46099545,0.17958591
-4.73936968,2.00310710,0.37543904,1.07317057,0.01022295,0.10879168,0.00799536,0.54753175,0.44489650,0.16983674
-4.73336668,1.90679932,0.35257479,1.02268527,0.00975268,0.10167214,0.00760182,0.52224059,0.42899179,0.16035595
-4.72736368,1.81832972,0.33186568,0.97725808,0.00927424,0.09535617,0.00721277,0.49846205,0.41348570,0.15122644
-4.72136068,1.73868527,0.31343124,0.93747547,0.00879663,0.08986792,0.00683211,0.47645488,0.39858969,0.14252734
-4.71535768,1.66878978,0.29736823,0.90388396,0.00832862,0.08522275,0.00646358,0.45646765,0.38451838,0.13433286
-4.70935468,1.60948630,0.28375090,0.87697900,0.00787858,0.08142766,0.00611072,0.43873363,0.37148474,0.12671112
-4.70335168,1.56151701,0.27263037,0.85719295,0.00745430,0.07848157,0.00577680,0.42346491,0.35969427,0.11972277
-4.69734867,1.52550152,0.26403338,0.84488236,0.00706284,0.07637535,0.00546475,0.41084589,0.34933864,0.11341968
-4.69134567,1.50191447,0.25796044,0.84031511,0.00671038,0.07509162,0.00517710,0.40102646,0.34058891,0.10784359
-4.68534267,1.49106350,0.25438363,0.84365803,0.00640218,0.07460439,0.00491594,0.39411532,0.33358875,0.10302503
-4.67933967,1.49306896,0.25324427,0.85496555,0.00614247,0.07487869,0.00468283,0.39017366,0.32844786,0.09898228
-4.67333667,1.50784660,0.25445081,0.87417017,0.00593446,0.07587010,0.00447882,0.38920983,0.32523617,0.09572069
-4.66733367,1.53509455,0.25787710,0.90107524,0.00578029,0.07752450,0.00430435,0.39117522,0.32397892,0.09323237
-4.66133067,1.57428578,0.26336144,0.93535089,0.00568109,0.07977788,0.00415934,0.39596171,0.32465321,0.09149616
-4.65532766,1.62466702,0.27070672,0.97653346,0.00563702,0.08255654,0.00404310,0.40340106,0.32718602,0.09047814
-4.64932466,1.68526499,0.27968158,1.02402894,0.00564731,0.08577760,0.00395445,0.41326636,0.33145409,0.09013253
-4.64332166,1.75490020,0.29002303,1.07712067,0.00571038,0.08934986,0.00389173,0.42527567,0.33728565,0.09040305
