energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.32166083,6.62376494,0.02341113,0.50910489,1.15228475,3.73719732,0.12247118,2.04323588
-5.31565783,6.78002299,0.02323472,0.51637087,1.15479424,3.87489854,0.12157703,2.05366926
-5.30965483,6.92948241,0.02310120,0.52266359,1.15615759,4.00883295,0.12041623,2.06192471
-5.30365183,7.06962579,0.02300333,0.52787320,1.15607298,4.13712264,0.11899354,2.06758644
-5.29764882,7.19779776,0.02293222,0.53189456,1.15421849,4.25780200,0.11731388,2.07020158
-5.29164582,7.31129027,0.02287782,0.53463095,1.15026881,4.36887160,0.11538272,2.06930210
-5.28564282,7.40743650,0.02282933,0.53599804,1.14391263,4.46835788,0.11320646,2.06442860
-5.27963982,7.48370895,0.02277569,0.53592801,1.13486997,4.55437599,0.11079292,2.05515497
-5.27363682,7.53781748,0.02270597,0.53437342,1.12290852,4.62519332,0.10815187,2.04111261
-5.26763382,7.56780260,0.02260982,0.53131076,1.10785820,4.67929059,0.10529544,2.02201290
-5.26163082,7.57211981,0.02247782,0.52674350,1.08962325,4.71541812,0.10223859,1.99766693
-5.25562781,7.54971097,0.02230179,0.52070431,1.06819124,4.73264438,0.09899944,1.96800143
-5.24962481,7.50005953,0.02207503,0.51325637,1.04363867,4.73039491,0.09559948,1.93307022
-5.24362181,7.42322692,0.02179250,0.50449375,1.01613286,4.70847965,0.09206368,1.89306062
-5.23761881,7.31986881,0.02145095,0.49454048,0.98593018,4.66710747,0.08842045,1.84829461
-5.23161581,7.19123018,0.02104894,0.48354862,0.95337079,4.60688744,0.08470143,1.79922467
-5.22561281,7.03911989,0.02058682,0.47169507,0.91887003,4.52881651,0.08094115,1.74642466
-5.21960980,6.86586576,0.02006670,0.45917738,0.88290713,4.43425451,0.07717657,1.69057608
-5.21360680,6.67425222,0.01949230,0.44620853,0.84601172,4.32488727,0.07344647,1.63245055
-5.20760380,6.46744353,0.01886880,0.43301099,0.80874865,4.20267975,0.06979078,1.57288913
-5.20160080,6.24889555,0.01820268,0.41981016,0.77170208,4.06982096,0.06624982,1.51277962
-5.19559780,6.02226012,0.01750152,0.40682756,0.73545920,3.92866317,0.06286355,1.45303258
-5.18959480,5.79128556,0.01677379,0.39427391,0.70059448,3.78165758,0.05967069,1.39455725
-5.18359180,5.55971752,0.01602865,0.38234248,0.66765494,3.63128927,0.05670803,1.33823823
-5.17758879,5.33120355,0.01527576,0.37120293,0.63714693,3.48001354,0.05400965,1.28491368
-5.17158579,5.10920496,0.01452511,0.36099600,0.60952489,3.33019610,0.05160625,1.23535605
-5.16558279,4.89691886,0.01378683,0.35182918,0.58518236,3.18405903,0.04952459,1.19025563
-5.15957979,4.69721258,0.01307109,0.34377359,0.56444544,3.04363409,0.04778699,1.15020765
-5.15357679,4.51257234,0.01238793,0.33686231,0.54756866,2.91072475,0.04641094,1.11570303
