energy_ev,total_up,Ga_p_up,Ga_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,0.84707094,0.05938309,0.00000000,0.29790265,0.19710952,0.00418245,0.04999762
-5.99399700,0.76825084,0.05309807,0.00000000,0.26984456,0.17952309,0.00395391,0.04537044
-5.98799400,0.69525700,0.04713979,0.00000000,0.24362402,0.16348745,0.00376582,0.04111229
-5.98199100,0.62870811,0.04155175,0.00000000,0.21946318,0.14914859,0.00362121,0.03725388
-5.97598799,0.56903979,0.03636501,0.00000000,0.19751988,0.13660941,0.00352206,0.03381732
-5.96998499,0.51651040,0.03159881,0.00000000,0.17788978,0.12593092,0.00346933,0.03081606
-5.96398199,0.47121114,0.02726152,0.00000000,0.16061005,0.11713429,0.00346294,0.02825497
-5.95797899,0.43307951,0.02335189,0.00000000,0.14566431,0.11020358,0.00350186,0.02613078
-5.95197599,0.40191523,0.01986032,0.00000000,0.13298867,0.10508893,0.00358414,0.02443261
-5.94597299,0.37739789,0.01677040,0.00000000,0.12247828,0.10171017,0.00370696,0.02314265
-5.93996998,0.35910546,0.01406026,0.00000000,0.11399435,0.09996058,0.00386680,0.02223700
-5.93396698,0.34653311,0.01170408,0.00000000,0.10737127,0.09971072,0.00405946,0.02168650
-5.92796398,0.33911191,0.00967335,0.00000000,0.10242359,0.10081235,0.00428025,0.02145756
-5.92196098,0.33622688,0.00793808,0.00000000,0.09895276,0.10310229,0.00452412,0.02151310
-5.91595798,0.33723427,0.00646782,0.00000000,0.09675349,0.10640624,0.00478578,0.02181340
-5.90995498,0.34147773,0.00523258,0.00000000,0.09561952,0.11054258,0.00505987,0.02231700
-5.90395198,0.34830342,0.00420347,0.00000000,0.09534888,0.11532608,0.00534115,0.02298148
-5.89794897,0.35707382,0.00335327,0.00000000,0.09574848,0.12057154,0.00562461,0.02376433
-5.89194597,0.36718013,0.00265681,0.00000000,0.09663804,0.12609738,0.00590565,0.02462375
-5.88594297,0.37805339,0.00209121,0.00000000,0.09785330,0.13172908,0.00618021,0.02551936
-5.87993997,0.38917398,0.00163599,0.00000000,0.09924854,0.13730245,0.00644491,0.02641298
-5.87393697,0.40007952,0.00127315,0.00000000,0.10069839,0.14266673,0.00669708,0.02726927
-5.86793397,0.41037112,0.00098705,0.00000000,0.10209885,0.14768732,0.00693489,0.02805638
-5.86193097,0.41971767,0.00076438,0.00000000,0.10336772,0.15224812,0.00715734,0.02874643
-5.85592796,0.42785827,0.00059396,0.00000000,0.10444418,0.15625352,0.00736426,0.02931604
-5.84992496,0.43460269,0.00046663,0.00000000,0.10528786,0.15962963,0.00755625,0.02974661
-5.84392196,0.43982977,0.00037503,0.00000000,0.10587722,0.16232514,0.00773457,0.03002461
