energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,3.65825988,0.00675086,0.85331940,1.58296180,1.61529924,0.01342655,0.91993987
-5.99399700,3.75336377,0.00710868,0.88265496,1.64024129,1.66464364,0.01418797,0.93391516
-5.98799400,3.84232712,0.00744651,0.91054489,1.69417404,1.71131829,0.01493291,0.94623965
-5.98199100,3.92395643,0.00776115,0.93667380,1.74416891,1.75479760,0.01565027,0.95670518
-5.97598799,3.99720947,0.00805002,0.96077065,1.78972340,1.79462473,0.01633005,0.96513321
-5.96998499,4.06123544,0.00831130,0.98261869,1.83044293,1.83042789,0.01696377,0.97138310
-5.96398199,4.11540755,0.00854395,1.00206360,1.86605600,1.86193371,0.01754469,0.97535884
-5.95797899,4.15934676,0.00874779,1.01901916,1.89642452,1.88897672,0.01806818,0.97701357
-5.95197599,4.19293520,0.00892349,1.03347048,1.92154859,1.91150469,0.01853183,0.97635190
-5.94597299,4.21631865,0.00907253,1.04547428,1.94156541,1.92957941,0.01893562,0.97342978
-5.93996998,4.22989830,0.00919714,1.05515638,1.95674242,1.94337290,0.01928194,0.96835211
-5.93396698,4.23431186,0.00930018,1.06270644,1.96746488,1.95315926,0.01957560,0.96126823
-5.92796398,4.23040566,0.00938506,1.06837005,1.97421859,1.95930250,0.01982364,0.95236575
-5.92196098,4.21919888,0.00945558,1.07243868,1.97756853,1.96224110,0.02003522,0.94186308
-5.91595798,4.20184211,0.00951574,1.07523786,1.97813465,1.96246992,0.02022134,0.93000125
-5.90995498,4.17957243,0.00956968,1.07711403,1.97656595,1.96052041,0.02039452,0.91703557
-5.90395198,4.15366726,0.00962143,1.07842080,1.97351423,1.95694012,0.02056851,0.90322766
-5.89794897,4.12539926,0.00967486,1.07950515,1.96960875,1.95227230,0.02075787,0.88883836
-5.89194597,4.09599441,0.00973355,1.08069403,1.96543316,1.94703659,0.02097767,0.87412189
-5.88594297,4.06659512,0.00980068,1.08228217,1.96150561,1.94171154,0.02124308,0.85932152
-5.87993997,4.03822961,0.00987902,1.08452135,1.95826301,1.93671964,0.02156904,0.84466692
-5.87393697,4.01178875,0.00997086,1.08761165,1.95605009,1.93241526,0.02196999,0.83037318
-5.86793397,3.98801070,0.01007806,1.09169501,1.95511350,1.92907603,0.02245960,0.81664121
-5.86193097,3.96747340,0.01020208,1.09685127,1.95560100,1.92689751,0.02305053,0.80365946
-5.85592796,3.95059454,0.01034401,1.10309672,1.95756570,1.92599146,0.02375431,0.79160635
-5.84992496,3.93763817,0.01050464,1.11038532,1.96097450,1.92638732,0.02458121,0.78065314
-5.84392196,3.92872685,0.01068458,1.11861230,1.96572045,1.92803669,0.02554016,0.77096654
-5.83791896,3.92385802,0.01088426,1.12762004,1.97163776,1.93082045,0.02663869,0.76271084
-5.83191596,3.92292318,0.01110406,1.13720588,1.97851870,1.93455800,0.02788295,0.75604885
-5.82591296,3.92572840,0.01134431,1.14713156,1.98613117,1.93901821,0.02927761,0.75114154
-5.81990995,3.93201472,0.01160536,1.15713375,1.99423599,1.94393139,0.03082590,0.74814596
-5.81390695,3.94147727,0.01188751,1.16693535,2.00260273,1.94900189,0.03252948,0.74721143
-5.80790395,3.95378188,0.01219102,1.17625696,2.01102336,1.95392074,0.03438842,0.74847404
-5.80190095,3.96857856,0.01251604,1.18482810,2.01932278,1.95837781,0.03640098,0.75204960
-5.79589795,3.98551118,0.01286250,1.19239766,2.02736582,1.96207313,0.03856351,0.75802547
-5.78989495,4.00422313,0.01323001,1.19874315,2.03506028,1.96472690,0.04087017,0.76645161
-5.78389195,4.02435902,0.01361772,1.20367841,2.04235593,1.96608793,0.04331273,0.77733150
-5.77788894,4.04556284,0.01402420,1.20705937,2.04923976,1.96594016,0.04588029,0.79061355
-5.77188594,4.06747301,0.01444732,1.20878770,2.05572757,1.96410730,0.04855901,0.80618364
-5.76588294,4.08971519,0.01488410,1.20881216,2.06185287,1.96045531,0.05133186,0.82385940
-5.75987994,4.11189387,0.01533067,1.20712770,2.06765357,1.95489290,0.05417851,0.84338681
-5.75387694,4.13358357,0.01578221,1.20377233,2.07315748,1.94737005,0.05707516,0.86443970
-5.74787394,4.15432093,0.01623295,1.19882195,2.07836767,1.93787486,0.05999456,0.88662238
-5.74187094,4.17359854,0.01667619,1.19238357,2.08324864,1.92642892,0.06290618,0.90947554
-5.73586793,4.19086149,0.01710443,1.18458707,2.08771423,1.91308161,0.06577645,0.93248562
-5.72986493,4.20550735,0.01750953,1.17557620,2.09161831,1.89790364,0.06856921,0.95509725
-5.72386193,4.21689009,0.01788285,1.16549919,2.09474882,1.88098035,0.07124630,0.97672841
-5.71785893,4.22432827,0.01821555,1.15449949,2.09682583,1.86240504,0.07376829,0.99678789
-5.71185593,4.22711725,0.01849880,1.14270717,2.09750384,1.84227280,0.07609533,1.01469413
-5.70585293,4.22454541,0.01872411,1.13023147,2.09637847,1.82067522,0.07818812,1.02989480
-5.69984992,4.21591348,0.01888359,1.11715481,2.09299730,1.79769612,0.08000895,1.04188611
-5.69384692,4.20055640,0.01897025,1.10352869,2.08687443,1.77340856,0.08152277,1.05023100
-5.68784392,4.17786644,0.01897825,1.08937154,2.07750815,1.74787330,0.08269820,1.05457533
-5.68184092,4.14731662,0.01890311,1.07466868,2.06440078,1.72113855,0.08350851,1.05466123
-5.67583792,4.10848302,0.01874193,1.05937441,2.04707987,1.69324105,0.08393252,1.05033700
-5.66983492,4.06106488,0.01849347,1.04341588,2.02511944,1.66420826,0.08395531,1.04156308
-5.66383192,4.00490131,0.01815825,1.02669872,1.99816052,1.63406149,0.08356874,1.02841362
-5.65782891,3.93998359,0.01773854,1.00911392,1.96592960,1.60281949,0.08277182,1.01107378
-5.65182591,3.86646245,0.01723830,0.99054561,1.92825433,1.57050252,0.08157081,0.98983273
-5.64582291,3.78464969,0.01666306,0.97087939,1.88507551,1.53713627,0.07997910,0.96507268
-5.63981991,3.69501405,0.01601979,0.95001056,1.83645488,1.50275561,0.07801691,0.93725459
-5.63381691,3.59817152,0.01531664,0.92785209,1.78257829,1.46740771,0.07571072,0.90690099
-5.62781391,3.49487036,0.01456272,0.90434170,1.72375414,1.43115459,0.07309258,0.87457703
-5.62181091,3.38597175,0.01376785,0.87944790,1.66040724,1.39407474,0.07019927,0.84087028
-5.61580790,3.27242688,0.01294226,0.85317470,1.59306839,1.35626401,0.06707127,0.80637051
-5.60980490,3.15525167,0.01209631,0.82556474,1.52236031,1.31783561,0.06375181,0.77165011
-5.60380190,3.03550036,0.01124025,0.79670099,1.44898056,1.27891946,0.06028575,0.73724607
-5.59779890,2.91423916,0.01038396,0.76670674,1.37368239,1.23966095,0.05671858,0.70364428
-5.59179590,2.79252131,0.00953674,0.73574425,1.29725440,1.20021936,0.05309543,0.67126665
-5.58579290,2.67136453,0.00870709,0.70401208,1.22049992,1.16076601,0.04946013,0.64046159
-5.57978989,2.55173190,0.00790263,0.67174123,1.14421707,1.12148261,0.04585447,0.61149805
-5.57378689,2.43451673,0.00712995,0.63919052,1.06918032,1.08255957,0.04231750,0.58456319
-5.56778389,2.32053208,0.00639455,0.60664131,0.99612415,1.04419482,0.03888503,0.55976371
-5.56178089,2.21050479,0.00570083,0.57439185,0.92572946,1.00659291,0.03558924,0.53713037
-5.55577789,2.10507416,0.00505207,0.54275144,0.85861299,0.96996460,0.03245842,0.51662550
-5.54977489,2.00479472,0.00445052,0.51203469,0.79532005,0.93452673,0.02951684,0.49815290
-5.54377189,1.91014248,0.00389743,0.48255599,0.73632034,0.90050246,0.02678479,0.48156939
-5.53776888,1.82152391,0.00339315,0.45462422,0.68200694,0.86812156,0.02427862,0.46669766
-5.53176588,1.73928661,0.00293727,0.42853799,0.63269789,0.83762062,0.02201088,0.45333933
-5.52576288,1.66373075,0.00252869,0.40458124,0.58864010,0.80924299,0.01999058,0.44128793
-5.51975988,1.59512021,0.00216582,0.38301932,0.55001505,0.78323823,0.01822338,0.43034090
-5.51375688,1.53369254,0.00184665,0.36409551,0.51694569,0.75986079,0.01671182,0.42031033
-5.50775388,1.47966693,0.00156892,0.34802794,0.48950393,0.73936793,0.01545558,0.41103171
-5.50175088,1.43324962,0.00133023,0.33500693,0.46771844,0.72201654,0.01445171,0.40237074
-5.49574787,1.39463626,0.00112818,0.32519257,0.45158201,0.70805911,0.01369478,0.39422774
-5.48974487,1.36401126,0.00096046,0.31871269,0.44105832,0.69773858,0.01317707,0.38653975
-5.48374187,1.34154403,0.00082494,0.31566107,0.43608780,0.69128244,0.01288873,0.37928049
-5.47773887,1.32738265,0.00071981,0.31609595,0.43659235,0.68889609,0.01281785,0.37245821
-5.47173587,1.32164533,0.00064360,0.32003888,0.44247897,0.69075582,0.01295060,0.36611193
-5.46573287,1.32441056,0.00059526,0.32747385,0.45364225,0.69700169,0.01327137,0.36030639
-5.45972986,1.33570663,0.00057420,0.33834692,0.46996590,0.70773065,0.01376284,0.35512610
-5.45372686,1.35550152,0.00058034,0.35256627,0.49132347,0.72299023,0.01440618,0.35066906
-5.44772386,1.38369388,0.00061410,0.37000275,0.51757843,0.74277325,0.01518123,0.34704039
-5.44172086,1.42010604,0.00067641,0.39049113,0.54858388,0.76701379,0.01606678,0.34434658
-5.43571786,1.46447966,0.00076869,0.41383193,0.58418214,0.79558478,0.01704084,0.34269030
-5.42971486,1.51647443,0.00089279,0.43979401,0.62420427,0.82829730,0.01808106,0.34216630
-5.42371186,1.57567021,0.00105098,0.46811782,0.66846980,0.86490191,0.01916510,0.34285844
-5.41770885,1.64157255,0.00124582,0.49851941,0.71678667,0.90509190,0.02027115,0.34483784
-5.41170585,1.71362149,0.00148007,0.53069508,0.76895152,0.94850847,0.02137839,0.34816213
-5.40570285,1.79120301,0.00175659,0.56432660,0.82475007,0.99474770,0.02246754,0.35287562
-5.39969985,1.87366285,0.00207821,0.59908690,0.88395784,1.04336900,0.02352134,0.35901021
-5.39369685,1.96032149,0.00244752,0.63464612,0.94634080,1.09390488,0.02452502,0.36658660
-5.38769385,2.05048982,0.00286677,0.67067767,1.01165600,1.14587138,0.02546671,0.37561577
-5.38169085,2.14348423,0.00333762,0.70686441,1.07965198,1.19877903,0.02633768,0.38610008
-5.37568784,2.23864043,0.00386103,0.74290437,1.15006873,1.25214359,0.02713263,0.39803400
-5.36968484,2.33532504,0.00443702,0.77851606,1.22263738,1.30549631,0.02784965,0.41140412
-5.36368184,2.43294434,0.00506453,0.81344305,1.29707917,1.35839316,0.02849016,0.42618834
-5.35767884,2.53094959,0.00574128,0.84745759,1.37310414,1.41042261,0.02905868,0.44235415
-5.35167584,2.62883875,0.00646360,0.88036322,1.45040921,1.46121172,0.02956239,0.45985608
-5.34567284,2.72615451,0.00722643,0.91199612,1.52867611,1.51043019,0.03001066,0.47863255
-5.33966983,2.82247884,0.00802318,0.94222524,1.60756921,1.55779232,0.03041435,0.49860216
-5.33366683,2.91742470,0.00884584,0.97095116,1.68673353,1.60305685,0.03078513,0.51965995
-5.32766383,3.01062543,0.00968498,0.99810371,1.76579326,1.64602470,0.03113467,0.54167381
-5.32166083,3.10172287,0.01052990,1.02363865,1.84435109,1.68653504,0.03147391,0.56448159
-5.31565783,3.19035517,0.01136885,1.04753333,1.92198870,1.72445978,0.03181227,0.58788904
-5.30965483,3.27614538,0.01218923,1.06978190,1.99826869,1.75969710,0.03215704,0.61166927
-5.30365183,3.35869184,0.01297792,1.09039013,2.07273810,1.79216447,0.03251277,0.63556361
-5.29764882,3.43756147,0.01372162,1.10937024,2.14493384,1.82179167,0.03288091,0.65928430
-5.29164582,3.51228660,0.01440719,1.12673614,2.21438992,1.84851437,0.03325958,0.68251905
-5.28564282,3.58236615,0.01502208,1.14249935,2.28064654,1.87226877,0.03364352,0.70493734
-5.27963982,3.64727129,0.01555471,1.15666579,2.34326088,1.89298780,0.03402423,0.72619831
