energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,5.82331578,0.01642931,0.51302889,1.70611533,2.56060492,2.80277224,0.00000000,1.55721743,0.61915310
-5.99399700,5.79632618,0.01628485,0.50757947,1.70977592,2.54625603,2.79627024,0.00000000,1.55199185,0.61766724
-5.98799400,5.76437280,0.01613651,0.50238070,1.71161672,2.52841437,2.78705862,0.00000000,1.54416407,0.61551417
-5.98199100,5.72697788,0.01598395,0.49736815,1.71134403,2.50693974,2.77485548,0.00000000,1.53353457,0.61267909
-5.97598799,5.68388805,0.01582752,0.49249716,1.70873564,2.48181209,2.75947757,0.00000000,1.51999181,0.60916460
-5.96998499,5.63510202,0.01566833,0.48774668,1.70365355,2.45313860,2.74085582,0.00000000,1.50351972,0.60499268
-5.96398199,5.58088975,0.01550828,0.48312248,1.69605411,2.42115688,2.71904692,0.00000000,1.48420179,0.60020610
-5.95797899,5.52180229,0.01535012,0.47865927,1.68599523,2.38623397,2.69424021,0.00000000,1.46222158,0.59486925
-5.95197599,5.45867146,0.01519737,0.47442184,1.67364008,2.34886115,2.66675956,0.00000000,1.43785962,0.58906805
-5.94597299,5.39259886,0.01505428,0.47050505,1.65925720,2.30964469,2.63705974,0.00000000,1.41148693,0.58290914
-5.93996998,5.32493430,0.01492579,0.46703257,1.64321669,2.26929246,2.60571737,0.00000000,1.38355524,0.57651801
-5.93396698,5.25724364,0.01481734,0.46415443,1.62598236,2.22859691,2.57341648,0.00000000,1.35458438,0.57003631
-5.92796398,5.19126676,0.01473476,0.46204329,1.60810015,2.18841456,2.54092889,0.00000000,1.32514712,0.56361819
-5.92196098,5.12886666,0.01468406,0.46088961,1.59018271,2.14964266,2.50909017,0.00000000,1.29585200,0.55742581
-5.91595798,5.07197111,0.01467125,0.46089571,1.57289078,2.11319351,2.47877168,0.00000000,1.26732475,0.55162413
-5.90995498,5.02250855,0.01470207,0.46226888,1.55691186,2.07996713,2.45084999,0.00000000,1.24018878,0.54637523
-5.90395198,4.98234062,0.01478181,0.46521385,1.54293672,2.05082327,2.42617447,0.00000000,1.21504541,0.54183225
-5.89794897,4.95319359,0.01491507,0.46992475,1.53163483,2.02655353,2.40553467,0.00000000,1.19245458,0.53813331
-5.89194597,4.93659143,0.01510551,0.47657688,1.52362940,2.00785458,2.38962861,0.00000000,1.17291660,0.53539563
-5.88594297,4.93379331,0.01535572,0.48531862,1.51947321,1.99530358,2.37903357,0.00000000,1.15685559,0.53371019
-5.87993997,4.94573827,0.01566703,0.49626382,1.51962609,1.98933664,2.37418056,0.00000000,1.14460525,0.53313714
-5.87393697,4.97299953,0.01603940,0.50948498,1.52443526,1.99023145,2.37533380,0.00000000,1.13639743,0.53370231
-5.86793397,5.01575076,0.01647138,0.52500752,1.53411916,1.99809462,2.38257623,0.00000000,1.13235402,0.53539489
-5.86193097,5.07374613,0.01696010,0.54280547,1.54875584,2.01285466,2.39580178,0.00000000,1.13248238,0.53816661
-5.85592796,5.14631529,0.01750130,0.56279878,1.56827623,2.03426079,2.41471492,0.00000000,1.13667466,0.54193236
-5.84992496,5.23237393,0.01808949,0.58485247,1.59246296,2.06188796,2.43883764,0.00000000,1.14471086,0.54657238
-5.84392196,5.33044978,0.01871806,0.60877759,1.62095461,2.09514805,2.46752362,0.00000000,1.15626585,0.55193587
-5.83791896,5.43872316,0.01937957,0.63433417,1.65325547,2.13330666,2.49997906,0.00000000,1.17091974,0.55784594
-5.83191596,5.55508067,0.02006591,0.66123599,1.68875038,2.17550534,2.53528929,0.00000000,1.18817156,0.56410569
-5.82591296,5.67717971,0.02076866,0.68915694,1.72672398,2.22078796,2.57245002,0.00000000,1.20745554,0.57050508
-5.81990995,5.80252132,0.02147932,0.71773898,1.76638374,2.26813062,2.61040181,0.00000000,1.22815943,0.57682846
-5.81390695,5.92852815,0.02218965,0.74660105,1.80688563,2.31647355,2.64806636,0.00000000,1.24964424,0.58286219
-5.80790395,6.05262438,0.02289190,0.77534891,1.84736149,2.36475395,2.68438290,0.00000000,1.27126451,0.58840220
-5.80190095,6.17231430,0.02357906,0.80358534,1.88694686,2.41193836,2.71834335,0.00000000,1.29238852,0.59326108
-5.79589795,6.28525624,0.02424506,0.83092036,1.92480822,2.45705318,2.74902456,0.00000000,1.31241760,0.59727443
-5.78989495,6.38932911,0.02488495,0.85698110,1.96016862,2.49921227,2.77561656,0.00000000,1.33080389,0.60030614
-5.78389195,6.48268901,0.02549492,0.88142098,1.99233062,2.53764050,2.79744569,0.00000000,1.34706594,0.60225249
-5.77788894,6.56381391,0.02607240,0.90392785,2.02069589,2.57169243,2.81399192,0.00000000,1.36080165,0.60304489
-5.77188594,6.63153528,0.02661600,0.92423095,2.04478077,2.60086552,2.82489983,0.00000000,1.37169820,0.60265122
-5.76588294,6.68505591,0.02712541,0.94210638,2.06422757,2.62480750,2.82998323,0.00000000,1.37953865,0.60107566
-5.75987994,6.72395402,0.02760127,0.95738110,2.07881112,2.64331797,2.82922344,0.00000000,1.38420515,0.59835729
-5.75387694,6.74817425,0.02804502,0.96993536,2.08844100,2.65634437,2.82276185,0.00000000,1.38567884,0.59456741
-5.74787394,6.75800697,0.02845868,0.97970361,2.09315925,2.66397278,2.81088730,0.00000000,1.38403642,0.58980580
-5.74187094,6.75405729,0.02884461,0.98667403,2.09313435,2.66641439,2.79401913,0.00000000,1.37944386,0.58419616
-5.73586793,6.73720615,0.02920535,0.99088674,2.08865153,2.66398842,2.77268710,0.00000000,1.37214742,0.57788102
-5.72986493,6.70856550,0.02954334,0.99243094,2.08010038,2.65710252,2.74750888,0.00000000,1.36246263,0.57101627
-5.72386193,6.66943005,0.02986080,0.99144111,2.06796017,2.64623177,2.71916654,0.00000000,1.35076144,0.56376555
-5.71785893,6.62122782,0.03015956,0.98809253,2.05278355,2.63189731,2.68838280,0.00000000,1.33745837,0.55629495
-5.71185593,6.56547163,0.03044093,0.98259622,2.03517929,2.61464564,2.65589805,0.00000000,1.32299599,0.54876788
