energy_ev,total_up,Ca_p_up,Ca_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.62181091,2.47158110,0.02104479,0.00000000,0.98736297,0.60211991,0.01869602,0.39894396,0.00788683,1.29566226
-5.61580790,2.56783626,0.02208222,0.00000000,1.02564170,0.61977567,0.02014471,0.40658173,0.00818014,1.35677659
-5.60980490,2.66692712,0.02311739,0.00000000,1.06551534,0.63838252,0.02161476,0.41543549,0.00850215,1.41882375
-5.60380190,2.76742637,0.02413439,0.00000000,1.10654979,0.65760222,0.02308890,0.42552545,0.00884465,1.48082191
-5.59779890,2.86788407,0.02511734,0.00000000,1.14827483,0.67709282,0.02454969,0.43685399,0.00919913,1.54178655
-5.59179590,2.96687335,0.02605076,0.00000000,1.19019628,0.69652015,0.02597992,0.44940653,0.00955705,1.60076036
-5.58579290,3.06303293,0.02692010,0.00000000,1.23180815,0.71556836,0.02736310,0.46315209,0.00991004,1.65684133
-5.57978989,3.15510479,0.02771210,0.00000000,1.27260417,0.73394896,0.02868380,0.47804365,0.01025014,1.70920780
-5.57378689,3.24196480,0.02841522,0.00000000,1.31208840,0.75140796,0.02992803,0.49401810,0.01056998,1.75713924
-5.56778389,3.32264548,0.02901982,0.00000000,1.34978449,0.76773082,0.03108350,0.51099571,0.01086297,1.80003214
-5.56178089,3.39634959,0.02951847,0.00000000,1.38524330,0.78274503,0.03213979,0.52887924,0.01112341,1.83741021
-5.55577789,3.46245469,0.02990599,0.00000000,1.41804896,0.79632036,0.03308849,0.54755268,0.01134659,1.86892890
-5.54977489,3.52050875,0.03017951,0.00000000,1.44782326,0.80836674,0.03392317,0.56687975,0.01152883,1.89437409
-5.54377189,3.57021785,0.03033838,0.00000000,1.47422852,0.81883023,0.03463935,0.58670248,0.01166753,1.91365562
-5.53776888,3.61142717,0.03038406,0.00000000,1.49696929,0.82768728,0.03523437,0.60683989,0.01176108,1.92679623
-5.53176588,3.64409724,0.03031987,0.00000000,1.51579315,0.83493789,0.03570717,0.62708724,0.01180887,1.93391687
-5.52576288,3.66827740,0.03015078,0.00000000,1.53049088,0.84059817,0.03605809,0.64721599,0.01181117,1.93521975
-5.51975988,3.68407870,0.02988306,0.00000000,1.54089663,0.84469288,0.03628860,0.66697470,0.01176903,1.93097002
-5.51375688,3.69164827,0.02952401,0.00000000,1.54688817,0.84724841,0.03640109,0.68609119,0.01168415,1.92147767
-5.50775388,3.69114735,0.02908165,0.00000000,1.54838761,0.84828693,0.03639864,0.70427594,0.01155879,1.90708065
-5.50175088,3.68273435,0.02856440,0.00000000,1.54536284,0.84782193,0.03628485,0.72122698,0.01139559,1.88813017
-5.49574787,3.66655433,0.02798091,0.00000000,1.53782963,0.84585547,0.03606371,0.73663599,0.01119751,1.86497917
-5.48974487,3.64273531,0.02733978,0.00000000,1.52585441,0.84237751,0.03573953,0.75019580,0.01096769,1.83797424
-5.48374187,3.61139179,0.02664946,0.00000000,1.50955755,0.83736702,0.03531695,0.76160868,0.01070941,1.80745134
-5.47773887,3.57263466,0.02591813,0.00000000,1.48911684,0.83079504,0.03480094,0.77059555,0.01042596,1.77373522
-5.47173587,3.52658675,0.02515368,0.00000000,1.46477072,0.82262924,0.03419694,0.77690527,0.01012066,1.73714200
-5.46573287,3.47340231,0.02436369,0.00000000,1.43682092,0.81283970,0.03351091,0.78032394,0.00979683,1.69798455
-5.45972986,3.41328893,0.02355548,0.00000000,1.40563392,0.80140542,0.03274951,0.78068353,0.00945774,1.65657954
-5.45372686,3.34652964,0.02273619,0.00000000,1.37164086,0.78832105,0.03192015,0.77786949,0.00910665,1.61325544
-5.44772386,3.27350345,0.02191282,0.00000000,1.33533542,0.77360336,0.03103112,0.77182683,0.00874685,1.56836049
-5.44172086,3.19470228,0.02109237,0.00000000,1.29726929,0.75729686,0.03009160,0.76256447,0.00838165,1.52226950
-5.43571786,3.11074279,0.02028183,0.00000000,1.25804527,0.73947831,0.02911162,0.75015734,0.00801439,1.47538888
-5.42971486,3.02237175,0.01948828,0.00000000,1.21830755,0.72025955,0.02810203,0.73474636,0.00764851,1.42815907
-5.42371186,2.93046418,0.01871887,0.00000000,1.17872959,0.69978866,0.02707428,0.71653594,0.00728753,1.38105401
-5.41770885,2.83601403,0.01798080,0.00000000,1.13999975,0.67824910,0.02604025,0.69578935,0.00693502,1.33457730
-5.41170585,2.74011735,0.01728127,0.00000000,1.10280491,0.65585702,0.02501193,0.67282192,0.00659464,1.28925518
-5.40570285,2.64394894,0.01662734,0.00000000,1.06781290,0.63285680,0.02400116,0.64799245,0.00627009,1.24562653
-5.39969985,2.54873325,0.01602586,0.00000000,1.03565412,0.60951503,0.02301923,0.62169324,0.00596504,1.20423038
-5.39369685,2.45571117,0.01548324,0.00000000,1.00690321,0.58611334,0.02207657,0.59433907,0.00568311,1.16559149
-5.38769385,2.36610426,0.01500531,0.00000000,0.98206147,0.56294035,0.02118241,0.56635566,0.00542777,1.13020485
-5.38169085,2.28107819,0.01459714,0.00000000,0.96154080,0.54028329,0.02034446,0.53816808,0.00520228,1.09851983
-5.37568784,2.20170729,0.01426282,0.00000000,0.94564979,0.51841962,0.01956871,0.51018952,0.00500962,1.07092491
-5.36968484,2.12894167,0.01400533,0.00000000,0.93458271,0.49760908,0.01885923,0.48281096,0.00485236,1.04773374
-5.36368184,2.06357871,0.01382638,0.00000000,0.92841188,0.47808654,0.01821804,0.45639193,0.00473262,1.02917323
-5.35767884,2.00623992,0.01372628,0.00000000,0.92708366,0.46005600,0.01764516,0.43125278,0.00465194,1.01537432
-5.35167584,1.95735418,0.01370388,0.00000000,0.93041855,0.44368589,0.01713863,0.40766857,0.00461125,1.00636593
-5.34567284,1.91714806,0.01375652,0.00000000,0.93811527,0.42910590,0.01669463,0.38586478,0.00461080,1.00207228
-5.33966983,1.88564326,0.01388007,0.00000000,0.94975880,0.41640531,0.01630778,0.36601477,0.00465007,1.00231382
-5.33366683,1.86266123,0.01406895,0.00000000,0.96483215,0.40563298,0.01597130,0.34823896,0.00472779,1.00681178
-5.32766383,1.84783465,0.01431627,0.00000000,0.98273140,0.39679879,0.01567741,0.33260569,0.00484190,1.01519599
-5.32166083,1.84062489,0.01461393,0.00000000,1.00278359,0.38987636,0.01541761,0.31913344,0.00498956,1.02701598
-5.31565783,1.84034487,0.01495286,0.00000000,1.02426673,0.38480711,0.01518306,0.30779434,0.00516721,1.04175468
-5.30965483,1.84618615,0.01532323,0.00000000,1.04643126,0.38150512,0.01496487,0.29851863,0.00537058,1.05884433
-5.30365183,1.85724932,0.01571464,0.00000000,1.06852234,0.37986289,0.01475446,0.29119989,0.00559480,1.07768421
-5.29764882,1.87257638,0.01611646,0.00000000,1.08980202,0.37975745,0.01454380,0.28570071,0.00583449,1.09765927
-5.29164582,1.89118410,0.01651804,0.00000000,1.10957071,0.38105685,0.01432570,0.28185873,0.00608389,1.11815943
-5.28564282,1.91209729,0.01690903,0.00000000,1.12718717,0.38362661,0.01409391,0.27949265,0.00633701,1.13859860
-5.27963982,1.93438079,0.01727963,0.00000000,1.14208646,0.38733605,0.01384335,0.27840825,0.00658777,1.15843311
-5.27363682,1.95716937,0.01762085,0.00000000,1.15379525,0.39206412,0.01357014,0.27840407,0.00683017,1.17717872
-5.26763382,1.97969463,0.01792475,0.00000000,1.16194411,0.39770480,0.01327166,0.27927684,0.00705847,1.19442592
-5.26163082,2.00130813,0.01818464,0.00000000,1.16627646,0.40417162,0.01294651,0.28082640,0.00726739,1.20985278
-5.25562781,2.02150009,0.01839523,0.00000000,1.16665399,0.41140142,0.01259453,0.28286018,0.00745222,1.22323522
-5.24962481,2.03991329,0.01855281,0.00000000,1.16305849,0.41935692,0.01221668,0.28519713,0.00760904,1.23445397
-5.24362181,2.05635158,0.01865527,0.00000000,1.15559013,0.42802840,0.01181493,0.28767112,0.00773484,1.24349837
-5.23761881,2.07078291,0.01870217,0.00000000,1.14446249,0.43743395,0.01139223,0.29013376,0.00782760,1.25046643
-5.23161581,2.08333684,0.01869473,0.00000000,1.12999447,0.44761861,0.01095229,0.29245665,0.00788644,1.25556141
-5.22561281,2.09429636,0.01863572,0.00000000,1.11259955,0.45865221,0.01049954,0.29453309,0.00791166,1.25908473
-5.21960980,2.10408463,0.01852938,0.00000000,1.09277289,0.47062599,0.01003896,0.29627923,0.00790474,1.26142550
-5.21360680,2.11324672,0.01838124,0.00000000,1.07107673,0.48364798,0.00957596,0.29763456,0.00786833,1.26304697
-5.20760380,2.12242717,0.01819795,0.00000000,1.04812462,0.49783747,0.00911628,0.29856205,0.00780625,1.26447027
-5.20160080,2.13234409,0.01798700,0.00000000,1.02456518,0.51331851,0.00866586,0.29904758,0.00772334,1.26625599
-5.19559780,2.14376059,0.01775647,0.00000000,1.00106570,0.53021279,0.00823074,0.29909897,0.00762539,1.26898426
-5.18959480,2.15745473,0.01751481,0.00000000,0.97829638,0.54863215,0.00781693,0.29874454,0.00751896,1.27323407
-5.18359180,2.17418903,0.01727048,0.00000000,0.95691546,0.56867097,0.00743032,0.29803126,0.00741122,1.27956252
-5.17758879,2.19468063,0.01703177,0.00000000,0.93755571,0.59039888,0.00707657,0.29702249,0.00730978,1.28848486
-5.17158579,2.21957332,0.01680645,0.00000000,0.92081261,0.61385396,0.00676100,0.29579550,0.00722241,1.30045600
-5.16558279,2.24941242,0.01660160,0.00000000,0.90723438,0.63903692,0.00648847,0.29443870,0.00715691,1.31585433
-5.15957979,2.28462357,0.01642342,0.00000000,0.89731397,0.66590641,0.00626328,0.29304877,0.00712079,1.33496827
-5.15357679,2.32549598,0.01627703,0.00000000,0.89148302,0.69437589,0.00608908,0.29172768,0.00712112,1.35798623
-5.14757379,2.37217093,0.01616636,0.00000000,0.89010761,0.72431207,0.00596873,0.29057969,0.00716427,1.38499013
-5.14157079,2.42463567,0.01609413,0.00000000,0.89348574,0.75553526,0.00590424,0.28970847,0.00725570,1.41595285
-5.13556778,2.48272290,0.01606177,0.00000000,0.90184614,0.78782149,0.00589666,0.28921423,0.00739980,1.45073940
-5.12956478,2.54611549,0.01606950,0.00000000,0.91534818,0.82090646,0.00594604,0.28919115,0.00759968,1.48911183
-5.12356178,2.61435628,0.01611635,0.00000000,0.93408257,0.85449123,0.00605134,0.28972481,0.00785707,1.53073739
-5.11755878,2.68686213,0.01620026,0.00000000,0.95807253,0.88824937,0.00621044,0.29089007,0.00817219,1.57519969
-5.11155578,2.76294159,0.01631826,0.00000000,0.98727516,0.92183535,0.00642012,0.29274900,0.00854366,1.62201212
-5.10555278,2.84181537,0.01646655,0.00000000,1.02158282,0.95489392,0.00667609,0.29534923,0.00896850,1.67063305
-5.09954977,2.92263871,0.01664073,0.00000000,1.06082453,0.98707001,0.00697307,0.29872247,0.00944214,1.72048214
-5.09354677,3.00452476,0.01683592,0.00000000,1.10476723,1.01801883,0.00730487,0.30288341,0.00995844,1.77095718
-5.08754377,3.08656819,0.01704695,0.00000000,1.15311712,1.04741589,0.00766453,0.30782897,0.01050987,1.82145080
-5.08154077,3.16786841,0.01726854,0.00000000,1.20552128,1.07496648,0.00804444,0.31353785,0.01108760,1.87136664
-5.07553777,3.24755165,0.01749544,0.00000000,1.26156980,1.10041429,0.00843658,0.31997063,0.01168175,1.92013445
-5.06953477,3.32479152,0.01772258,0.00000000,1.32079880,1.12354897,0.00883269,0.32707016,0.01228164,1.96722385
-5.06353177,3.39882775,0.01794520,0.00000000,1.38269461,1.14421235,0.00922446,0.33476262,0.01287604,2.01215641
-5.05752876,3.46898265,0.01815893,0.00000000,1.44669947,1.16230310,0.00960382,0.34295897,0.01345355,2.05451593
-5.05152576,3.53467527,0.01835995,0.00000000,1.51221898,1.17777973,0.00996306,0.35155702,0.01400290,2.09395673
-5.04552276,3.59543303,0.01854502,0.00000000,1.57863136,1.19066174,0.01029513,0.36044405,0.01451331,2.13020990
-5.03951976,3.65090065,0.01871156,0.00000000,1.64529847,1.20102908,0.01059376,0.36949982,0.01497485,2.16308742
-5.03351676,3.70084617,0.01885771,0.00000000,1.71157853,1.20901961,0.01085365,0.37860017,0.01537873,2.19248419
-5.02751376,3.74516398,0.01898232,0.00000000,1.77684001,1.21482482,0.01107056,0.38762083,0.01571763,2.21837780
-5.02151076,3.78387461,0.01908505,0.00000000,1.84047621,1.21868375,0.01124141,0.39644145,0.01598592,2.24082616
-5.01550775,3.81712095,0.01916627,0.00000000,1.90191998,1.22087530,0.01136433,0.40494963,0.01617985,2.25996283
-5.00950475,3.84516094,0.01922714,0.00000000,1.96065757,1.22170903,0.01143864,0.41304483,0.01629765,2.27599026
-5.00350175,3.86835643,0.01926949,0.00000000,2.01624105,1.22151464,0.01146481,0.42064184,0.01633960,2.28917072
-4.99749875,3.88715832,0.01929580,0.00000000,2.06829835,1.22063050,0.01144438,0.42767367,0.01630795,2.29981535
-4.99149575,3.90208803,0.01930913,0.00000000,2.11654026,1.21939148,0.01137985,0.43409370,0.01620682,2.30827126
-4.98549275,3.91371581,0.01931298,0.00000000,2.16076388,1.21811642,0.01127450,0.43987689,0.01604201,2.31490710
-4.97948974,3.92263625,0.01931121,0.00000000,2.20085199,1.21709583,0.01113230,0.44501991,0.01582069,2.32009755
-4.97348674,3.92944195,0.01930784,0.00000000,2.23676842,1.21658010,0.01095765,0.44954018,0.01555114,2.32420708
-4.96748374,3.93469628,0.01930695,0.00000000,2.26854936,1.21676888,0.01075525,0.45347389,0.01524239,2.32757374
-4.96148074,3.93890631,0.01931247,0.00000000,2.29629121,1.21780200,0.01052994,0.45687283,0.01490380,2.33049355
-4.95547774,3.94249748,0.01932802,0.00000000,2.32013543,1.21975250,0.01028647,0.45980051,0.01454472,2.33320626
-4.94947474,3.94579101,0.01935676,0.00000000,2.34025143,1.22262212,0.01002943,0.46232751,0.01417412,2.33588323
-4.94347174,3.94898563,0.01940122,0.00000000,2.35681848,1.22633951,0.00976305,0.46452639,0.01380027,2.33861804
-4.93746873,3.95214472,0.01946317,0.00000000,2.37000781,1.23076162,0.00949116,0.46646657,0.01343043,2.34142051
-4.93146573,3.95518977,0.01954353,0.00000000,2.37996602,1.23567795,0.00921707,0.46820929,0.01307065,2.34421455
-4.92546273,3.95790092,0.01964231,0.00000000,2.38680099,1.24081799,0.00894351,0.46980314,0.01272560,2.34684011
-4.91945973,3.95992482,0.01975855,0.00000000,2.39057111,1.24586137,0.00867268,0.47128030,0.01239852,2.34905937
-4.91345673,3.96078974,0.01989041,0.00000000,2.39127880,1.25045033,0.00840614,0.47265387,0.01209115,2.35056694
-4.90745373,3.95992738,0.02003515,0.00000000,2.38886854,1.25420426,0.00814494,0.47391640,0.01180388,2.35100382
-4.90145073,3.95670041,0.02018933,0.00000000,2.38322983,1.25673525,0.00788958,0.47503970,0.01153580,2.34997438
-4.89544772,3.95043453,0.02034890,0.00000000,2.37420481,1.25766444,0.00764011,0.47597602,0.01128492,2.34706570
-4.88944472,3.94045334,0.02050941,0.00000000,2.36160006,1.25663795,0.00739619,0.47666057,0.01104838,2.34186820
-4.88344172,3.92611428,0.02066620,0.00000000,2.34520201,1.25334207,0.00715715,0.47701508,0.01082271,2.33399672
-4.87743872,3.90684371,0.02081460,0.00000000,2.32479474,1.24751666,0.00692212,0.47695234,0.01060406,2.32311070
-4.87143572,3.88216916,0.02095017,0.00000000,2.30017923,1.23896648,0.00669005,0.47638139,0.01038850,2.30893266
-4.86543272,3.85174718,0.02106889,0.00000000,2.27119263,1.22756967,0.00645986,0.47521299,0.01017223,2.29126376
-4.85942971,3.81538491,0.02116731,0.00000000,2.23772646,1.21328330,0.00623045,0.47336502,0.00995181,2.26999585
-4.85342671,3.77305458,0.02124270,0.00000000,2.19974236,1.19614563,0.00600084,0.47076757,0.00972432,2.24511909
-4.84742371,3.72489987,0.02129313,0.00000000,2.15728448,1.17627520,0.00577018,0.46736725,0.00948751,2.21672493
-4.84142071,3.67123380,0.02131754,0.00000000,2.11048765,1.15386684,0.00553782,0.46313057,0.00923988,2.18500427
-4.83541771,3.61252852,0.02131568,0.00000000,2.05958069,1.12918490,0.00530334,0.45804604,0.00898072,2.15024072
-4.82941471,3.54939728,0.02128808,0.00000000,2.00488472,1.10255421,0.00506661,0.45212507,0.00871009,2.11279958
-4.82341171,3.48256990,0.02123593,0.00000000,1.94680648,1.07434915,0.00482773,0.44540141,0.00842876,2.07311300
-4.81740870,3.41286290,0.02116095,0.00000000,1.88582701,1.04498153,0.00458709,0.43792933,0.00813815,2.03166210
-4.81140570,3.34114611,0.02106514,0.00000000,1.82248644,1.01488779,0.00434533,0.42978063,0.00784019,1.98895711
-4.80540270,3.26830752,0.02095069,0.00000000,1.75736566,0.98451610,0.00410331,0.42104064,0.00753718,1.94551652
-4.79939970,3.19521816,0.02081967,0.00000000,1.69106608,0.95431393,0.00386207,0.41180363,0.00723166,1.90184633
-4.79339670,3.12269909,0.02067392,0.00000000,1.62418853,0.92471651,0.00362280,0.40216777,0.00692624,1.85842047
-4.78739370,3.05149192,0.02051483,0.00000000,1.55731259,0.89613647,0.00338677,0.39223010,0.00662349,1.81566342
-4.78139070,2.98223429,0.02034322,0.00000000,1.49097738,0.86895507,0.00315530,0.38208177,0.00632578,1.77393573
-4.77538769,2.91544156,0.02015927,0.00000000,1.42566497,0.84351503,0.00292969,0.37180388,0.00603521,1.73352314
-4.76938469,2.85149512,0.01996242,0.00000000,1.36178714,0.82011502,0.00271118,0.36146416,0.00575350,1.69462978
-4.76338169,2.79063772,0.01975146,0.00000000,1.29967608,0.79900578,0.00250090,0.35111469,0.00548195,1.65737544
-4.75737869,2.73297565,0.01952450,0.00000000,1.23957943,0.78038780,0.00229984,0.34079072,0.00522144,1.62179703
-4.75137569,2.67848703,0.01927918,0.00000000,1.18165969,0.76441019,0.00210881,0.33051066,0.00497238,1.58785377
-4.74537269,2.62703559,0.01901272,0.00000000,1.12599777,0.75117067,0.00192844,0.32027722,0.00473480,1.55543570
-4.73936968,2.57838842,0.01872219,0.00000000,1.07260027,0.74071648,0.00175916,0.31007955,0.00450837,1.52437473
-4.73336668,2.53223671,0.01840467,0.00000000,1.02140982,0.73304573,0.00160119,0.29989608,0.00429244,1.49445762
-4.72736368,2.48821774,0.01805744,0.00000000,0.97231774,0.72810935,0.00145456,0.28969807,0.00408618,1.46543985
-4.72136068,2.44593701,0.01767822,0.00000000,0.92517801,0.72581315,0.00131912,0.27945340,0.00388862,1.43705973
-4.71535768,2.40498893,0.01726532,0.00000000,0.87982184,0.72602017,0.00119456,0.26913041,0.00369875,1.40905179
-4.70935468,2.36497539,0.01681781,0.00000000,0.83607181,0.72855303,0.00108046,0.25870155,0.00351558,1.38115894
-4.70335168,2.32552096,0.01633562,0.00000000,0.79375478,0.73319655,0.00097626,0.24814659,0.00333826,1.35314279
-4.69734867,2.28628459,0.01581959,0.00000000,0.75271311,0.73970050,0.00088135,0.23745519,0.00316608,1.32479172
-4.69134567,2.24696732,0.01527152,0.00000000,0.71281347,0.74778265,0.00079507,0.22662870,0.00299856,1.29592665
-4.68534267,2.20731628,0.01469408,0.00000000,0.67395315,0.75713232,0.00071674,0.21568118,0.00283548,1.26640434
-4.67933967,2.16712524,0.01409080,0.00000000,0.63606353,0.76741438,0.00064566,0.20463947,0.00267684,1.23611855
-4.67333667,2.12623227,0.01346591,0.00000000,0.59911105,0.77827396,0.00058119,0.19354256,0.00252294,1.20499915
-4.66733367,2.08451539,0.01282420,0.00000000,0.56309568,0.78934189,0.00052269,0.18244013,0.00237427,1.17300986
-4.66133067,2.04188671,0.01217085,0.00000000,0.52804734,0.80024077,0.00046958,0.17139058,0.00223157,1.14014467
-4.65532766,1.99828620,0.01151125,0.00000000,0.49402079,0.81059181,0.00042135,0.16045856,0.00209569,1.10642387
-4.64932466,1.95367552,0.01085082,0.00000000,0.46108940,0.82002221,0.00037753,0.14971229,0.00196763,1.07188968
-4.64332166,1.90803272,0.01019486,0.00000000,0.42933831,0.82817284,0.00033771,0.13922077,0.00184843,1.03660225
