energy_ev,total_up,Ag_p_up,Ag_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-6.00000000,5.05490753,0.17327804,4.11380172,0.20459678,0.00109142,0.18408284,0.30057060
-5.99399700,5.07157846,0.18011714,4.11357858,0.21877818,0.00109021,0.19122192,0.29876529
-5.98799400,5.09718967,0.18777047,4.12058375,0.23387568,0.00109179,0.19860478,0.29691596
-5.98199100,5.13219611,0.19619812,4.13530454,0.24985569,0.00109632,0.20627649,0.29500518
-5.97598799,5.17704494,0.20536043,4.15821682,0.26668422,0.00110394,0.21428753,0.29301716
-5.96998499,5.23220736,0.21522063,4.18981082,0.28432957,0.00111480,0.22269105,0.29094042
-5.96398199,5.29820938,0.22574746,4.23061657,0.30276499,0.00112905,0.23153949,0.28877019
-5.95797899,5.37565921,0.23691765,4.28122713,0.32197096,0.00114688,0.24088067,0.28651039
-5.95197599,5.46526917,0.24871818,4.34231782,0.34193714,0.00116850,0.25075358,0.28417507
-5.94597299,5.56787018,0.26114821,4.41465975,0.36266370,0.00119420,0.26118407,0.28178929
-5.93996998,5.68441728,0.27422048,4.49912630,0.38416180,0.00122430,0.27218068,0.27938917
-5.93396698,5.81598487,0.28796221,4.59669129,0.40645337,0.00125921,0.28373095,0.27702139
-5.92796398,5.96375133,0.30241533,4.70841827,0.42956976,0.00129939,0.29579830,0.27474195
-5.92196098,6.12897260,0.31763598,4.83544067,0.45354962,0.00134539,0.30831994,0.27261428
-5.91595798,6.31294566,0.33369329,4.97893305,0.47843578,0.00139781,0.32120583,0.27070697
-5.90995498,6.51696274,0.35066740,5.14007431,0.50427128,0.00145730,0.33433897,0.26909099
-5.90395198,6.74225811,0.36864671,5.32000404,0.53109489,0.00152456,0.34757694,0.26783678
-5.89794897,6.98994958,0.38772450,5.51977362,0.55893608,0.00160030,0.36075487,0.26701120
-5.89194597,7.26097699,0.40799497,5.74029421,0.58780982,0.00168524,0.37368963,0.26667460
-5.88594297,7.55604072,0.42954872,5.98228370,0.61771148,0.00178007,0.38618515,0.26687805
-5.87993997,7.87554256,0.45246802,6.24621510,0.64861208,0.00188542,0.39803862,0.26766091
-5.87393697,8.21953207,0.47682181,6.53226856,0.68045410,0.00200184,0.40904727,0.26904887
-5.86793397,8.58766061,0.50266073,6.84028952,0.71314821,0.00212977,0.41901545,0.27105239
-5.86193097,8.97914550,0.53001238,7.16975479,0.74657105,0.00226953,0.42776158,0.27366573
-5.85592796,9.39274590,0.55887686,7.51974839,0.78056418,0.00242125,0.43512472,0.27686656
-5.84992496,9.82675193,0.58922290,7.88894859,0.81493438,0.00258490,0.44097026,0.28061603
-5.84392196,10.27898768,0.62098473,8.27562681,0.84945523,0.00276024,0.44519469,0.28485936
-5.83791896,10.74682845,0.65405972,8.67765910,0.88387005,0.00294680,0.44772889,0.28952701
-5.83191596,11.22723187,0.68830711,9.09254985,0.91789596,0.00314390,0.44854010,0.29453607
-5.82591296,11.71678216,0.72354772,9.51746744,0.95122905,0.00335062,0.44763227,0.29979219
-5.81990995,12.21174631,0.75956490,9.94929068,0.98355038,0.00356583,0.44504494,0.30519165
-5.81390695,12.70814040,0.79610665,10.38466482,1.01453260,0.00378816,0.44085063,0.31062377
-5.80790395,13.20180438,0.83288887,10.82006529,1.04384707,0.00401604,0.43515104,0.31597342
-5.80190095,13.68848293,0.86959990,11.25186743,1.07117105,0.00424773,0.42807223,0.32112367
-5.79589795,14.16391025,0.90590604,11.67641996,1.09619493,0.00448132,0.41975906,0.32595853
-5.78989495,14.62389646,0.94145814,12.09012017,1.11862915,0.00471477,0.41036927,0.33036564
-5.78389195,15.06441324,0.97589899,12.48948864,1.13821070,0.00494596,0.40006750,0.33423896
-5.77788894,15.48167672,1.00887143,12.87124139,1.15470909,0.00517270,0.38901950,0.33748138
-5.77188594,15.87222540,1.04002695,13.23235778,1.16793151,0.00539280,0.37738693,0.34000717
-5.76588294,16.23299154,1.06903457,13.57014224,1.17772733,0.00560409,0.36532289,0.34174423
-5.75987994,16.56136433,1.09558969,13.88227866,1.18399164,0.00580447,0.35296841,0.34263608
-5.75387694,16.85524369,1.11942283,14.16687622,1.18666797,0.00599198,0.34044995,0.34264360
-5.74787394,17.11308365,1.14030777,14.42250587,1.18575010,0.00616479,0.32787802,0.34174632
-5.74187094,17.33392465,1.15806900,14.64822696,1.18128295,0.00632129,0.31534680,0.33994339
-5.73586793,17.51741422,1.17258814,14.84360376,1.17336253,0.00646009,0.30293482,0.33725402
-5.72986493,17.66381590,1.18380915,15.00871178,1.16213504,0.00658008,0.29070632,0.33371752
-5.72386193,17.77400620,1.19174195,15.14413415,1.14779503,0.00668044,0.27871342,0.32939274
-5.71785893,17.84945987,1.19646446,15.25094835,1.13058268,0.00676066,0.26699861,0.32435711
-5.71185593,17.89222366,1.19812274,15.33070361,1.11078018,0.00682056,0.25559755,0.31870509
-5.70585293,17.90487892,1.19692919,15.38538966,1.08870727,0.00686030,0.24454188,0.31254620
-5.69984992,17.89049359,1.19315874,15.41739730,1.06471594,0.00688036,0.23386184,0.30600262
-5.69384692,17.85256420,1.18714302,15.42947131,1.03918431,0.00688156,0.22358865,0.29920643
-5.68784392,17.79494859,1.17926260,15.42465657,1.01250982,0.00686502,0.21375630,0.29229653
-5.68184092,17.72179032,1.16993741,15.40623789,0.98510181,0.00683213,0.20440288,0.28541536
-5.67583792,17.63743583,1.15961566,15.37767453,0.95737358,0.00678454,0.19557129,0.27870557
-5.66983492,17.54634576,1.14876140,15.34253030,0.92973410,0.00672409,0.18730916,0.27230655
-5.66383192,17.45300197,1.13784129,15.30440031,0.90257967,0.00665279,0.17966834,0.26635113
-5.65782891,17.36181209,1.12731080,15.26683579,0.87628557,0.00657275,0.17270364,0.26096242
-5.65182591,17.27701379,1.11760048,15.23326836,0.85119810,0.00648617,0.16647110,0.25625092
-5.64582291,17.20258110,1.10910277,15.20693550,0.82762722,0.00639523,0.16102586,0.25231201
-5.63981991,17.14213529,1.10215975,15.19080910,0.80584005,0.00630207,0.15641967,0.24922375
-5.63381691,17.09886289,1.09705259,15.18752900,0.78605545,0.00620873,0.15269824,0.24704534
-5.62781391,17.07544361,1.09399287,15.19934363,0.76843996,0.00611713,0.14989852,0.24581592
-5.62181091,17.07399047,1.09311639,15.22805955,0.75310528,0.00602900,0.14804606,0.24555408
-5.61580790,17.09600433,1.09447971,15.27500181,0.74010730,0.00594587,0.14715258,0.24625784
-5.60980490,17.14234477,1.09805947,15.34098653,0.72944695,0.00586905,0.14721390,0.24790520
-5.60380190,17.21321818,1.10375485,15.42630673,0.72107261,0.00579960,0.14820830,0.25045527
-5.59779890,17.30818396,1.11139279,15.53073220,0.71488421,0.00573834,0.15009540,0.25384988
-5.59179590,17.42617835,1.12073586,15.65352318,0.71073868,0.00568585,0.15281579,0.25801554
-5.58579290,17.56555503,1.13149255,15.79345748,0.70845659,0.00564249,0.15629124,0.26286589
-5.57978989,17.72414078,1.14332924,15.94886979,0.70782973,0.00560843,0.16042568,0.26830428
-5.57378689,17.89930388,1.15588348,16.11770153,0.70862909,0.00558365,0.16510689,0.27422663
-5.56778389,18.08803217,1.16877793,16.29755914,0.71061314,0.00556798,0.17020892,0.28052430
-5.56178089,18.28701766,1.18163414,16.48577826,0.71353582,0.00556113,0.17559504,0.28708693
-5.55577789,18.49274418,1.19408571,16.67949132,0.71715396,0.00556274,0.18112130,0.29380517
-5.54977489,18.70157459,1.20579008,16.87569587,0.72123389,0.00557234,0.18664043,0.30057319
-5.54377189,18.90983456,1.21643852,17.07132124,0.72555683,0.00558948,0.19200601,0.30729089
-5.53776888,19.11389000,1.22576392,17.26329145,0.72992304,0.00561363,0.19707668,0.31386577
-5.53176588,19.31021636,1.23354606,17.44858279,0.73415451,0.00564429,0.20172029,0.32021439
-5.52576288,19.49545815,1.23961435,17.62427494,0.73809626,0.00568092,0.20581772,0.32626350
-5.51975988,19.66647840,1.24384801,17.78759520,0.74161630,0.00572300,0.20926631,0.33195067
-5.51375688,19.82039805,1.24617396,17.93595593,0.74460447,0.00577000,0.21198262,0.33722465
-5.50775388,19.95462626,1.24656276,18.06698580,0.74697024,0.00582137,0.21390453,0.34204529
-5.50175088,20.06688315,1.24502302,18.17855594,0.74863999,0.00587653,0.21499250,0.34638332
-5.49574787,20.15521656,1.24159472,18.26880219,0.74955377,0.00593492,0.21523000,0.35021978
-5.48974487,20.21801510,1.23634216,18.33614486,0.74966218,0.00599590,0.21462311,0.35354541
-5.48374187,20.25401907,1.22934687,18.37930734,0.74892343,0.00605884,0.21319924,0.35635990
-5.47773887,20.26233109,1.22070116,18.39733432,0.74730083,0.00612309,0.21100518,0.35867112
-5.47173587,20.24242732,1.21050249,18.38961048,0.74476115,0.00618797,0.20810453,0.36049439
-5.46573287,20.19416999,1.19884918,18.35587954,0.74127363,0.00625283,0.20457466,0.36185184
-5.45972986,20.11782084,1.18583756,18.29626304,0.73680997,0.00631704,0.20050329,0.36277177
-5.45372686,20.01405462,1.17156049,18.21127804,0.73134515,0.00638003,0.19598505,0.36328817
-5.44772386,19.88397102,1.15610744,18.10185178,0.72485894,0.00644133,0.19111802,0.36344030
-5.44172086,19.72910298,1.13956565,17.96933156,0.71733803,0.00650056,0.18600039,0.36327227
-5.43571786,19.55141890,1.12202233,17.81548749,0.70877845,0.00655749,0.18072758,0.36283272
-5.42971486,19.35331614,1.10356740,17.64250585,0.69918818,0.00661206,0.17538970,0.36217447
-5.42371186,19.13760354,1.08429647,17.45297118,0.68858947,0.00666440,0.17006956,0.36135408
-5.41770885,18.90747080,1.06431366,17.24983526,0.67702085,0.00671479,0.16484128,0.36043143
-5.41170585,18.66644347,1.04373390,17.03637219,0.66453845,0.00676373,0.15976944,0.35946912
-5.40570285,18.41832293,1.02268440,16.81611922,0.65121648,0.00681187,0.15490883,0.35853180
-5.39969985,18.16711166,1.00130511,16.59280399,0.63714688,0.00686001,0.15030468,0.35768540
-5.39369685,17.91692549,0.97974799,16.37025974,0.62243782,0.00690904,0.14599337,0.35699620
-5.38769385,17.67189483,0.95817509,16.15233092,0.60721141,0.00695994,0.14200347,0.35652986
-5.38169085,17.43605849,0.93675554,15.94277235,0.59160046,0.00701369,0.13835711,0.35635039
-5.37568784,17.21325393,0.91566150,15.74514584,0.57574447,0.00707121,0.13507141,0.35651903
-5.36968484,17.00700855,0.89506349,15.56271841,0.55978527,0.00713332,0.13216003,0.35709319
-5.36368184,16.82043670,0.87512519,15.39836653,0.54386223,0.00720069,0.12963472,0.35812540
-5.35767884,16.65614719,0.85599819,15.25449076,0.52810755,0.00727374,0.12750666,0.35966237
-5.35167584,16.51616568,0.83781694,15.13294458,0.51264182,0.00735266,0.12578776,0.36174409
-5.34567284,16.40187565,0.82069426,15.03498098,0.49757006,0.00743730,0.12449160,0.36440314
-5.33966983,16.31398093,0.80471768,14.96121917,0.48297848,0.00752723,0.12363419,0.36766408
-5.33366683,16.25249175,0.78994682,14.91163326,0.46893215,0.00762166,0.12323445,0.37154302
-5.32766383,16.21673500,0.77641195,14.88556324,0.45547372,0.00771946,0.12331440,0.37604734
-5.32166083,16.20538833,0.76411388,14.88174809,0.44262311,0.00781920,0.12389908,0.38117555
-5.31565783,16.21653667,0.75302506,14.89837921,0.43037842,0.00791918,0.12501627,0.38691731
-5.30965483,16.24774836,0.74309188,14.93317195,0.41871762,0.00801747,0.12669594,0.39325354
-5.30365183,16.29616753,0.73423803,14.98345176,0.40760133,0.00811194,0.12896957,0.40015660
-5.29764882,16.35861851,0.72636857,15.04625127,0.39697611,0.00820038,0.13186933,0.40759066
-5.29164582,16.43171746,0.71937470,15.11841381,0.38677835,0.00828051,0.13542709,0.41551201
-5.28564282,16.51198642,0.71313868,15.19669903,0.37693834,0.00835009,0.13967349,0.42386949
-5.27963982,16.59596487,0.70753878,15.27788604,0.36738445,0.00840699,0.14463682,0.43260494
-5.27363682,16.68031414,0.70245403,15.35887002,0.35804707,0.00844924,0.15034203,0.44165366
-5.26763382,16.76191067,0.69776838,15.43674851,0.34886211,0.00847509,0.15680963,0.45094489
-5.26163082,16.83792464,0.69337416,15.50889431,0.33977405,0.00848306,0.16405475,0.46040234
-5.25562781,16.90588155,0.68917473,15.57301277,0.33073815,0.00847202,0.17208616,0.46994470
-5.24962481,16.96370502,0.68508620,15.62718188,0.32172201,0.00844115,0.18090546,0.47948619
-5.24362181,17.00974037,0.68103818,15.66987475,0.31270625,0.00839001,0.19050626,0.48893717
-5.23761881,17.04275926,0.67697358,15.69996469,0.30368439,0.00831853,0.20087364,0.49820475
-5.23161581,17.06194676,0.67284772,15.71671420,0.29466207,0.00822698,0.21198359,0.50719352
-5.22561281,17.06687309,0.66862661,15.71974968,0.28565557,0.00811598,0.22380276,0.51580632
-5.21960980,17.05745265,0.66428483,15.70902437,0.27668991,0.00798647,0.23628829,0.52394510
-5.21360680,17.03389392,0.65980305,15.68477265,0.26779651,0.00783965,0.24938797,0.53151194
-5.20760380,16.99664359,0.65516545,15.64745877,0.25901077,0.00767695,0.26304056,0.53841011
-5.20160080,16.94632881,0.65035727,15.59772343,0.25036959,0.00749998,0.27717641,0.54454534
-5.19559780,16.88370090,0.64536258,15.53633145,0.24190902,0.00731051,0.29171834,0.54982714
-5.18959480,16.80958390,0.64016251,15.46412339,0.23366219,0.00711039,0.30658281,0.55417032
-5.18359180,16.72483053,0.63473409,15.38197361,0.22565759,0.00690151,0.32168128,0.55749654
-5.17758879,16.63028762,0.62904965,15.29075672,0.21791784,0.00668578,0.33692190,0.55973599
-5.17158579,16.52677227,0.62307693,15.19132366,0.21045888,0.00646506,0.35221131,0.56082913
-5.16558279,16.41505931,0.61677989,15.08448782,0.20328973,0.00624116,0.36745657,0.56072837
-5.15957979,16.29587966,0.61012008,14.97102117,0.19641264,0.00601579,0.38256723,0.55939975
-5.15357679,16.16992848,0.60305859,14.85165945,0.18982372,0.00579058,0.39745722,0.55682449
-5.14757379,16.03788169,0.59555839,14.72711498,0.18351390,0.00556700,0.41204679,0.55300036
-5.14157079,15.90041825,0.58758695,14.59809517,0.17747008,0.00534642,0.42626407,0.54794277
-5.13556778,15.75824610,0.57911889,14.46532450,0.17167656,0.00513004,0.44004648,0.54168561
-5.12956478,15.61212867,0.57013870,14.32956761,0.16611644,0.00491897,0.45334163,0.53428162
-5.12356178,15.46290972,0.56064313,14.19165106,0.16077295,0.00471414,0.46610781,0.52580243
-5.11755878,15.31153367,0.55064328,14.05248156,0.15563078,0.00451638,0.47831402,0.51633808
-5.11155578,15.15905973,0.54016611,13.91305887,0.15067712,0.00432639,0.48993937,0.50599604
-5.10555278,15.00666807,0.52925547,13.77448185,0.14590251,0.00414476,0.50097210,0.49489983
-5.09954977,14.85565724,0.51797238,13.63794681,0.14130134,0.00397197,0.51140806,0.48318716
-5.09354677,14.70743242,0.50639462,13.50473786,0.13687222,0.00380840,0.52124878,0.47100758
-5.08754377,14.56348508,0.49461568,13.37620944,0.13261790,0.00365434,0.53049925,0.45851991
-5.08154077,14.42536481,0.48274296,13.25376200,0.12854502,0.00350999,0.53916558,0.44588939
-5.07553777,14.29464501,0.47089546,13.13881198,0.12466370,0.00337546,0.54725249,0.43328459
-5.06953477,14.17288425,0.45920089,13.03275785,0.12098681,0.00325082,0.55476104,0.42087434
-5.06353177,14.06158550,0.44779247,12.93694409,0.11752927,0.00313602,0.56168647,0.40882471
-5.05752876,13.96215550,0.43680538,12.85262516,0.11430720,0.00303098,0.56801654,0.39729615
-5.05152576,13.87586654,0.42637316,12.78093135,0.11133708,0.00293553,0.57373028,0.38644082
-5.04552276,13.80382248,0.41662414,12.72283842,0.10863496,0.00284947,0.57879739,0.37640037
-5.03951976,13.74693089,0.40767791,12.67914243,0.10621575,0.00277251,0.58317823,0.36730402
-5.03351676,13.70588235,0.39964225,12.65044091,0.10409255,0.00270433,0.58682459,0.35926711
-5.02751376,13.68113762,0.39261030,12.63712095,0.10227623,0.00264455,0.58968101,0.35239013
-5.02151076,13.67292289,0.38665830,12.63935433,0.10077506,0.00259276,0.59168681,0.34675813
-5.01550775,13.68123249,0.38184386,12.65709942,0.09959451,0.00254851,0.59277859,0.34244054
-5.00950475,13.70583830,0.37820481,12.69010884,0.09873715,0.00251130,0.59289319,0.33949138
-5.00350175,13.74630443,0.37575865,12.73794182,0.09820277,0.00248063,0.59197086,0.33794965
-4.99749875,13.80200540,0.37450266,12.79997977,0.09798844,0.00245599,0.58995858,0.33783993
-4.99149575,13.87214614,0.37441450,12.87544326,0.09808879,0.00243685,0.58681327,0.33917309
-4.98549275,13.95578172,0.37545337,12.96340893,0.09849623,0.00242267,0.58250484,0.34194691
-4.97948974,14.05183526,0.37756157,13.06282474,0.09920122,0.00241293,0.57701871,0.34614666
-4.97348674,14.15911245,0.38066645,13.17252214,0.10019257,0.00240713,0.57035791,0.35174554
-4.96748374,14.27631156,0.38468262,13.29122453,0.10145759,0.00240477,0.56254450,0.35870480
-4.96148074,14.40202860,0.38951431,13.41755124,0.10298234,0.00240538,0.55362016,0.36697378
-4.95547774,14.53475741,0.39505777,13.55001751,0.10475173,0.00240853,0.54364613,0.37648966
-4.94947474,14.67288562,0.40120381,13.68703072,0.10674957,0.00241380,0.53270230,0.38717706
-4.94347174,14.81468749,0.40784008,13.82688444,0.10895856,0.00242081,0.52088553,0.39894755
-4.93746873,14.95831546,0.41485341,13.96775158,0.11136031,0.00242918,0.50830734,0.41169916
-4.93146573,15.10179268,0.42213185,14.10767893,0.11393519,0.00243858,0.49509103,0.42531604
-4.92546273,15.24300868,0.42956666,14.24458506,0.11666235,0.00244869,0.48136833,0.43966828
-4.91945973,15.37972080,0.43705403,14.37626388,0.11951958,0.00245921,0.46727585,0.45461222
-4.91345673,15.50956361,0.44449673,14.50039590,0.12248335,0.00246984,0.45295130,0.46999111
-4.90745373,15.63006810,0.45180552,14.61456886,0.12552886,0.00248030,0.43852984,0.48563643
-4.90145073,15.73869218,0.45890054,14.71630886,0.12863022,0.00249030,0.42414065,0.50136979
